Date,eqixopen,eqixclose,eqixlow,eqixhigh,eqixvolume
2008-01-02,100.05000305175781,98.62000274658203,97.5,102.73999786376953,506100.0
2008-01-03,99.0199966430664,99.62000274658203,97.76000213623047,100.45999908447266,583600.0
2008-01-04,98.13999938964844,94.66999816894531,94.66999816894531,100.44000244140625,498300.0
2008-01-07,95.31999969482422,88.80000305175781,87.70999908447266,96.11000061035156,1339900.0
2008-01-08,89.97000122070312,87.79000091552734,87.5999984741211,92.55999755859375,1125900.0
2008-01-09,87.70999908447266,86.06999969482422,81.6500015258789,89.11000061035156,1124200.0
2008-01-10,85.0,87.93000030517578,85.0,89.0999984741211,1014300.0
2008-01-11,90.56999969482422,86.77999877929688,85.7300033569336,91.4000015258789,1294300.0
2008-01-14,87.87999725341797,86.41999816894531,85.58999633789062,88.69999694824219,783400.0
2008-01-15,85.02999877929688,83.95999908447266,83.5999984741211,85.4800033569336,789600.0
2008-01-16,82.94999694824219,81.1500015258789,77.3499984741211,83.77999877929688,1331100.0
2008-01-17,80.9000015258789,76.5,75.2300033569336,81.81999969482422,1573200.0
2008-01-18,76.91000366210938,74.33000183105469,73.9000015258789,79.79000091552734,1218000.0
2008-01-22,71.86000061035156,72.1500015258789,69.31999969482422,73.63999938964844,1923400.0
2008-01-23,70.22000122070312,71.27999877929688,66.55000305175781,72.62999725341797,1726400.0
2008-01-24,71.95999908447266,77.58999633789062,71.52999877929688,78.4800033569336,1466900.0
2008-01-25,78.87000274658203,75.58000183105469,74.83999633789062,80.55999755859375,1053600.0
2008-01-28,75.2699966430664,76.55999755859375,72.81999969482422,76.83000183105469,507400.0
2008-01-29,76.87999725341797,73.66000366210938,73.30999755859375,77.29000091552734,724800.0
2008-01-30,72.91000366210938,72.9000015258789,71.8499984741211,74.93000030517578,777800.0
2008-01-31,71.43000030517578,75.52999877929688,71.43000030517578,76.87000274658203,931900.0
2008-02-01,75.68000030517578,76.62999725341797,74.08000183105469,77.62999725341797,938600.0
2008-02-04,76.20999908447266,75.08000183105469,74.33999633789062,77.94999694824219,821700.0
2008-02-05,74.22000122070312,72.0999984741211,71.70999908447266,76.22000122070312,1061500.0
2008-02-06,72.83000183105469,69.6500015258789,69.19999694824219,73.0,660100.0
2008-02-07,69.52999877929688,69.55000305175781,67.20999908447266,71.1500015258789,1161800.0
2008-02-08,72.33000183105469,69.29000091552734,67.69999694824219,72.5199966430664,1164900.0
2008-02-11,69.18000030517578,70.69000244140625,67.05999755859375,70.88999938964844,1782500.0
2008-02-12,71.19999694824219,72.6500015258789,70.75,75.5,1147500.0
2008-02-13,73.9000015258789,72.75,72.0199966430664,74.5,1747500.0
2008-02-14,80.0,77.1500015258789,76.97000122070312,81.48999786376953,4740300.0
2008-02-15,76.29000091552734,74.91000366210938,73.8499984741211,76.73999786376953,1172300.0
2008-02-19,75.5999984741211,71.97000122070312,71.5199966430664,75.76000213623047,750400.0
2008-02-20,71.61000061035156,69.36000061035156,67.5,71.61000061035156,1466900.0
2008-02-21,69.69000244140625,70.0199966430664,69.06999969482422,70.86000061035156,1187200.0
2008-02-22,70.75,70.44000244140625,68.75,72.04000091552734,1178400.0
2008-02-25,70.08000183105469,70.02999877929688,69.0,71.20999908447266,918200.0
2008-02-26,69.41999816894531,69.8499984741211,68.7699966430664,70.5,906200.0
2008-02-27,69.08000183105469,70.19000244140625,68.7699966430664,70.2699966430664,832600.0
2008-02-28,70.0,72.05999755859375,69.79000091552734,72.88999938964844,1499000.0
2008-02-29,70.88999938964844,69.3499984741211,68.56999969482422,71.47000122070312,1039100.0
2008-03-03,68.76000213623047,68.13999938964844,67.38999938964844,69.5,786500.0
2008-03-04,67.29000091552734,64.5,62.40999984741211,67.83999633789062,1669700.0
2008-03-05,64.55000305175781,61.529998779296875,61.099998474121094,65.05999755859375,2086000.0
