Date,neopen,neclose,nelow,nehigh,nevolume
2008-01-02,49.45804214477539,49.720279693603516,49.152099609375,50.77797317504883,5240600.0
2008-01-03,49.973777770996094,49.83391571044922,49.40559387207031,50.39335632324219,3656100.0
2008-01-04,49.501747131347656,48.068180084228516,47.67482376098633,49.501747131347656,4584200.0
2008-01-07,48.33916091918945,47.26398468017578,46.45978927612305,48.645103454589844,5193600.0
2008-01-08,47.63985824584961,46.372379302978516,46.328670501708984,48.73251724243164,4286600.0
2008-01-09,46.25,47.06293869018555,45.7342643737793,47.32517623901367,4214200.0
2008-01-10,46.293704986572266,46.4510498046875,45.63811111450195,46.748252868652344,3930300.0
2008-01-11,46.04021072387695,45.13111877441406,44.921329498291016,46.84440612792969,4425900.0
2008-01-14,45.67307662963867,46.07517623901367,45.25349807739258,46.31993103027344,3838000.0
2008-01-15,45.428321838378906,44.047203063964844,43.92482376098633,45.445804595947266,5619200.0
2008-01-16,43.93356704711914,42.19405746459961,41.005245208740234,43.93356704711914,7073000.0
2008-01-17,42.33391571044922,40.078670501708984,39.78146743774414,43.37412643432617,7253000.0
2008-01-18,40.279720306396484,39.69405746459961,38.8636360168457,40.71678161621094,10124300.0
2008-01-22,36.931819915771484,38.33916091918945,36.372379302978516,39.10839080810547,8231600.0
2008-01-23,37.75349807739258,39.09965133666992,35.3146858215332,39.25699234008789,9563100.0
2008-01-24,40.620628356933594,40.27098083496094,40.03496551513672,42.797203063964844,10737000.0
2008-01-25,41.818180084228516,39.178321838378906,38.42657470703125,41.95804214477539,9255800.0
2008-01-28,38.6363639831543,39.597900390625,37.35139846801758,40.026222229003906,6379100.0
2008-01-29,39.63286590576172,39.877620697021484,39.36188888549805,40.50699234008789,4978500.0
2008-01-30,39.78146743774414,38.269229888916016,38.11188888549805,40.104896545410156,6989600.0
2008-01-31,37.98950958251953,38.181819915771484,36.713287353515625,38.68006896972656,6390300.0
2008-02-01,39.335662841796875,39.58916091918945,39.05594253540039,40.096153259277344,6701500.0
2008-02-04,39.58916091918945,41.24126052856445,39.42307662963867,41.5646858215332,6946300.0
2008-02-05,40.585662841796875,38.46154022216797,38.39160919189453,40.629371643066406,7324800.0
2008-02-06,39.32692337036133,36.80944061279297,36.68706130981445,39.32692337036133,8168500.0
2008-02-07,36.293704986572266,38.39160919189453,36.293704986572266,38.89860153198242,6930100.0
2008-02-08,38.26049041748047,39.737762451171875,38.11188888549805,40.20978927612305,7179100.0
2008-02-11,39.80769348144531,39.921329498291016,38.68006896972656,40.06993103027344,4569100.0
2008-02-12,40.078670501708984,40.402099609375,39.877620697021484,41.64335632324219,5501700.0
2008-02-13,40.786712646484375,42.001747131347656,40.53321838378906,42.19405746459961,4307300.0
2008-02-14,42.097900390625,41.529720306396484,41.354896545410156,42.69230651855469,4378500.0
2008-02-15,41.38111877441406,41.73950958251953,40.69929885864258,42.13286590576172,3311900.0
2008-02-19,42.30769348144531,42.762237548828125,42.02797317504883,43.46154022216797,3437300.0
2008-02-20,42.3863639831543,43.61014175415039,42.11538314819336,43.80244827270508,5410500.0
2008-02-21,43.846153259277344,41.96678161621094,41.72202682495117,43.846153259277344,5334900.0
2008-02-22,42.054195404052734,42.80594253540039,41.06643295288086,42.80594253540039,3439000.0
2008-02-25,42.744754791259766,43.645103454589844,42.14160919189453,43.75873947143555,3631000.0
2008-02-26,43.487762451171875,44.40559387207031,43.085662841796875,44.86014175415039,4409700.0
2008-02-27,44.14335632324219,43.627620697021484,43.35664367675781,44.4842643737793,3545800.0
2008-02-28,43.39160919189453,44.956295013427734,43.269229888916016,45.262237548828125,4765700.0
2008-02-29,44.96503448486328,42.963287353515625,42.797203063964844,44.96503448486328,4013200.0
2008-03-03,42.83216857910156,42.91083908081055,41.95804214477539,43.671329498291016,3820600.0
2008-03-04,42.5874137878418,42.50873947143555,41.512237548828125,43.17307662963867,4516600.0
2008-03-05,43.653846740722656,43.60139846801758,42.578670501708984,43.78496551513672,3544100.0
2008-03-06,43.470279693603516,43.75873947143555,43.085662841796875,44.32692337036133,5398400.0
2008-03-07,43.321678161621094,42.36014175415039,41.63461685180664,43.71503448486328,3500700.0
2008-03-10,42.31643295288086,41.01398468017578,40.69055938720703,42.473777770996094,5272800.0
2008-03-11,42.097900390625,44.12587356567383,42.08916091918945,44.22202682495117,5707500.0
2008-03-12,44.30944061279297,43.55769348144531,43.21678161621094,44.4842643737793,3261800.0
2008-03-13,42.87587356567383,43.88111877441406,41.73950958251953,44.27447509765625,4768900.0
2008-03-14,44.29195785522461,43.321678161621094,41.95804214477539,44.571678161621094,4139500.0
2008-03-17,42.21154022216797,41.31993103027344,40.37587356567383,42.68356704711914,4995200.0
2008-03-18,42.395103454589844,43.92482376098633,42.17657470703125,43.92482376098633,4318000.0
2008-03-19,43.69755172729492,40.69055938720703,40.646854400634766,44.09090805053711,4865700.0
2008-03-20,40.61188888549805,40.70804214477539,39.178321838378906,41.03146743774414,4822800.0
2008-03-24,40.79545593261719,41.311187744140625,40.43706130981445,41.92307662963867,2778400.0
2008-03-25,41.188812255859375,42.13286590576172,41.188812255859375,42.63111877441406,3740700.0
2008-03-26,42.001747131347656,42.779720306396484,42.001747131347656,43.286712646484375,3956600.0
2008-03-27,42.84090805053711,42.28146743774414,42.17657470703125,43.61888122558594,3158000.0
2008-03-28,42.403846740722656,42.001747131347656,41.82692337036133,42.70978927612305,2529000.0
2008-03-31,43.61014175415039,43.41783142089844,42.456295013427734,44.318180084228516,7825000.0
2008-04-01,43.42657470703125,44.13461685180664,42.395103454589844,44.2657356262207,5410700.0
2008-04-02,44.353145599365234,44.98251724243164,43.120628356933594,45.279720306396484,5522700.0
2008-04-03,44.7989501953125,45.1136360168457,44.4842643737793,45.71678161621094,4833100.0
2008-04-04,45.262237548828125,46.30244827270508,45.262237548828125,46.835662841796875,4750800.0
2008-04-07,47.097900390625,46.30244827270508,46.05769348144531,47.86713409423828,4327200.0
2008-04-08,45.91783142089844,46.10139846801758,45.89160919189453,47.16783142089844,4512700.0
2008-04-09,46.21503448486328,46.853145599365234,46.11888122558594,47.456295013427734,4407600.0
2008-04-10,47.12412643432617,47.46503448486328,46.80944061279297,47.65734100341797,4579300.0
2008-04-11,47.456295013427734,46.127620697021484,46.11888122558594,47.456295013427734,4092300.0
2008-04-14,46.66083908081055,48.29545593261719,46.28496551513672,48.627620697021484,4836600.0
2008-04-15,48.51398468017578,47.43006896972656,46.94055938720703,48.51398468017578,6299200.0
2008-04-16,47.928321838378906,48.811187744140625,46.818180084228516,48.977272033691406,5236300.0
2008-04-17,48.80244827270508,49.178321838378906,48.09440612792969,49.42307662963867,5167900.0
2008-04-18,48.61888122558594,50.227272033691406,48.60139846801758,50.69055938720703,6183500.0
2008-04-21,50.480770111083984,50.67307662963867,49.83391571044922,50.74300765991211,4857000.0
2008-04-22,50.55944061279297,50.99650192260742,50.445804595947266,52.10664367675781,6445000.0
2008-04-23,51.59965133666992,49.84265899658203,49.78146743774414,51.59965133666992,5216400.0
2008-04-24,50.76049041748047,49.755245208740234,49.536712646484375,51.311187744140625,8983600.0
2008-04-25,50.061187744140625,52.12412643432617,50.061187744140625,52.12412643432617,7020800.0
2008-04-28,51.57342529296875,50.970279693603516,50.629371643066406,51.79195785522461,4312100.0
2008-04-29,50.18356704711914,49.32692337036133,48.723777770996094,50.35839080810547,5696700.0
2008-04-30,49.51049041748047,49.195804595947266,47.98950958251953,50.27098083496094,5401700.0
2008-05-01,48.96853256225586,48.17307662963867,46.853145599365234,48.96853256225586,6284300.0
2008-05-02,48.54021072387695,50.769229888916016,48.36538314819336,50.769229888916016,6124600.0
2008-05-05,51.18006896972656,51.79195785522461,50.91783142089844,52.29021072387695,4717100.0
2008-05-06,52.01049041748047,54.42307662963867,52.01049041748047,54.83391571044922,9904000.0
2008-05-07,55.279720306396484,54.012237548828125,53.8374137878418,55.76049041748047,6515300.0
2008-05-08,53.93356704711914,55.38461685180664,53.54021072387695,55.38461685180664,5068700.0
2008-05-09,55.81293869018555,54.737762451171875,54.029720306396484,55.81293869018555,5483900.0
2008-05-12,54.08216857910156,54.047203063964844,53.251747131347656,54.38811111450195,3943500.0
2008-05-13,54.29195785522461,55.43706130981445,52.902099609375,55.48950958251953,5292400.0
2008-05-14,55.603145599365234,53.688812255859375,53.452796936035156,55.90909194946289,5563200.0
2008-05-15,55.026222229003906,56.153846740722656,54.27447509765625,56.153846740722656,5651500.0
2008-05-16,56.870628356933594,57.202796936035156,56.06643295288086,57.82342529296875,7420400.0
2008-05-19,57.67482376098633,57.902099609375,57.22901916503906,58.505245208740234,4640000.0
2008-05-20,58.17307662963867,58.470279693603516,57.622379302978516,58.59265899658203,4522800.0
2008-05-21,58.56643295288086,55.90034866333008,55.89160919189453,58.56643295288086,8063100.0
2008-05-22,56.354896545410156,55.7342643737793,55.20978927612305,57.220279693603516,6208100.0
2008-05-23,56.3636360168457,54.956295013427734,54.20454406738281,56.39860153198242,4149400.0
2008-05-27,54.877620697021484,55.39335632324219,53.75873947143555,55.92657470703125,4844800.0
2008-05-28,55.50699234008789,57.438812255859375,54.69405746459961,57.49126052856445,5109700.0
2008-05-29,57.19405746459961,55.33216857910156,55.00873947143555,57.272727966308594,5297600.0
2008-05-30,55.55944061279297,55.19230651855469,54.973777770996094,56.23251724243164,5688500.0
2008-06-02,55.06993103027344,55.122379302978516,54.47552490234375,56.03146743774414,4010000.0
2008-06-03,55.13985824584961,53.487762451171875,53.36538314819336,55.646854400634766,6223800.0
2008-06-04,53.40034866333008,53.627620697021484,52.902099609375,54.63286590576172,6658700.0
2008-06-05,54.02098083496094,55.79545593261719,53.76748275756836,55.96154022216797,6541200.0
2008-06-06,56.354896545410156,55.23601531982422,55.23601531982422,57.5874137878418,6340900.0
2008-06-09,55.751747131347656,57.377620697021484,55.47202682495117,57.779720306396484,5299300.0
2008-06-10,57.080421447753906,56.40734100341797,55.5157356262207,57.4125862121582,5722200.0
2008-06-11,56.80944061279297,57.43006896972656,56.30244827270508,57.91083908081055,5605300.0
2008-06-12,57.779720306396484,56.022727966308594,55.67307662963867,57.779720306396484,5624100.0
2008-06-13,56.25,56.9842643737793,55.72552490234375,57.15034866333008,4568200.0
