Date,vircopen,vircclose,virclow,virchigh,vircvolume
2008-01-02,7.380000114440918,6.849999904632568,6.809999942779541,7.380000114440918,12200.0
2008-01-03,6.739999771118164,6.820000171661377,6.739999771118164,7.130000114440918,15300.0
2008-01-04,6.820000171661377,6.289999961853027,6.289999961853027,6.840000152587891,19900.0
2008-01-07,6.289999961853027,6.400000095367432,6.079999923706055,6.400000095367432,19200.0
2008-01-08,6.570000171661377,6.46999979019165,6.289999961853027,6.71999979019165,14700.0
2008-01-09,6.590000152587891,5.75,5.670000076293945,6.630000114440918,24400.0
2008-01-10,5.739999771118164,5.949999809265137,5.71999979019165,5.96999979019165,11600.0
2008-01-11,5.989999771118164,5.599999904632568,5.599999904632568,5.989999771118164,14000.0
2008-01-14,6.0,5.429999828338623,5.409999847412109,6.150000095367432,48600.0
2008-01-15,5.340000152587891,5.409999847412109,5.25,5.590000152587891,28900.0
2008-01-16,5.400000095367432,5.909999847412109,5.260000228881836,5.940000057220459,11900.0
2008-01-17,5.789999961853027,5.510000228881836,5.510000228881836,5.789999961853027,11300.0
2008-01-18,5.510000228881836,5.25,5.25,5.570000171661377,9400.0
2008-01-22,5.420000076293945,5.389999866485596,5.150000095367432,5.420000076293945,8200.0
2008-01-23,5.25,5.199999809265137,5.050000190734863,5.389999866485596,6500.0
2008-01-24,5.199999809265137,5.909999847412109,5.110000133514404,6.480000019073486,50700.0
2008-01-25,5.840000152587891,5.889999866485596,5.659999847412109,6.199999809265137,6800.0
2008-01-28,6.059999942779541,6.440000057220459,5.869999885559082,6.480000019073486,16800.0
2008-01-29,6.5,6.199999809265137,5.760000228881836,6.5,28400.0
2008-01-30,6.03000020980835,6.489999771118164,6.0,6.570000171661377,40600.0
2008-01-31,6.579999923706055,6.400000095367432,6.019999980926514,6.730000019073486,73300.0
2008-02-01,6.559999942779541,6.039999961853027,5.960000038146973,6.559999942779541,14100.0
2008-02-04,6.28000020980835,6.0,6.0,6.28000020980835,36400.0
2008-02-05,6.010000228881836,5.900000095367432,5.809999942779541,6.039999961853027,16800.0
2008-02-06,5.929999828338623,5.900000095367432,5.820000171661377,5.989999771118164,47000.0
2008-02-07,6.0,6.010000228881836,5.960000038146973,6.039999961853027,11300.0
2008-02-08,6.059999942779541,6.170000076293945,6.059999942779541,6.21999979019165,31000.0
2008-02-11,6.349999904632568,6.150000095367432,6.050000190734863,6.389999866485596,52700.0
2008-02-12,6.340000152587891,6.050000190734863,6.010000228881836,6.340000152587891,24700.0
2008-02-13,6.099999904632568,6.150000095367432,6.0,6.21999979019165,23400.0
2008-02-14,6.150000095367432,6.269999980926514,6.019999980926514,6.690000057220459,50400.0
2008-02-15,6.25,6.139999866485596,5.820000171661377,6.25,9900.0
2008-02-19,6.079999923706055,6.039999961853027,6.03000020980835,6.199999809265137,33600.0
2008-02-20,5.889999866485596,5.889999866485596,5.849999904632568,5.940000057220459,7700.0
2008-02-21,5.889999866485596,5.849999904632568,5.78000020980835,6.079999923706055,28800.0
2008-02-22,5.989999771118164,5.869999885559082,5.849999904632568,6.150000095367432,24600.0
2008-02-25,5.809999942779541,5.929999828338623,5.78000020980835,6.059999942779541,15000.0
2008-02-26,5.78000020980835,5.909999847412109,5.78000020980835,6.050000190734863,8500.0
2008-02-27,6.019999980926514,6.019999980926514,5.909999847412109,6.099999904632568,13800.0
2008-02-28,6.099999904632568,6.139999866485596,6.03000020980835,6.170000076293945,19100.0
2008-02-29,6.070000171661377,5.940000057220459,5.929999828338623,6.110000133514404,31300.0
2008-03-03,5.849999904632568,5.840000152587891,5.840000152587891,6.130000114440918,13100.0
2008-03-04,5.96999979019165,6.0,5.900000095367432,6.119999885559082,8700.0
2008-03-05,5.869999885559082,5.5,5.5,5.929999828338623,35000.0
2008-03-06,5.75,5.510000228881836,5.329999923706055,5.75,18700.0
2008-03-07,5.570000171661377,5.070000171661377,4.96999979019165,5.639999866485596,25300.0
2008-03-10,5.130000114440918,4.920000076293945,4.920000076293945,5.130000114440918,27200.0
2008-03-11,5.050000190734863,4.980000019073486,4.849999904632568,5.570000171661377,17200.0
2008-03-12,4.960000038146973,4.900000095367432,4.880000114440918,5.0,22600.0
2008-03-13,4.829999923706055,4.739999771118164,4.730000019073486,4.829999923706055,21000.0
2008-03-14,4.829999923706055,4.78000020980835,4.75,4.840000152587891,24500.0
2008-03-17,4.860000133514404,4.809999942779541,4.659999847412109,4.860000133514404,17200.0
2008-03-18,4.840000152587891,4.679999828338623,4.679999828338623,4.840000152587891,5500.0
2008-03-19,4.869999885559082,4.860000133514404,4.75,4.880000114440918,3900.0
2008-03-20,4.920000076293945,5.0,4.920000076293945,5.0,5200.0
2008-03-24,4.940000057220459,4.860000133514404,4.75,4.989999771118164,25800.0
2008-03-25,4.940000057220459,5.210000038146973,4.940000057220459,5.25,6300.0
2008-03-26,4.949999809265137,5.019999980926514,4.760000228881836,5.019999980926514,5000.0
2008-03-27,4.949999809265137,5.03000020980835,4.949999809265137,5.03000020980835,700.0
2008-03-28,5.170000076293945,5.409999847412109,5.019999980926514,5.409999847412109,9900.0
2008-03-31,5.230000019073486,5.230000019073486,5.159999847412109,5.300000190734863,5900.0
2008-04-01,5.349999904632568,5.360000133514404,5.309999942779541,5.360000133514404,3700.0
2008-04-02,5.230000019073486,5.289999961853027,5.230000019073486,5.289999961853027,600.0
2008-04-03,5.099999904632568,4.809999942779541,4.809999942779541,5.099999904632568,41400.0
2008-04-04,5.039999961853027,5.010000228881836,5.0,5.090000152587891,6300.0
2008-04-07,4.860000133514404,4.75,4.75,4.880000114440918,35100.0
2008-04-08,4.75,4.639999866485596,4.599999904632568,4.75,28400.0
2008-04-09,4.639999866485596,4.630000114440918,4.610000133514404,4.75,58500.0
2008-04-10,4.699999809265137,4.619999885559082,4.579999923706055,4.889999866485596,39300.0
2008-04-11,4.619999885559082,4.590000152587891,4.570000171661377,4.619999885559082,4200.0
2008-04-14,4.510000228881836,4.519999980926514,4.510000228881836,4.619999885559082,33600.0
2008-04-15,4.519999980926514,4.429999828338623,4.429999828338623,4.730000019073486,33100.0
2008-04-16,4.409999847412109,4.369999885559082,4.349999904632568,4.46999979019165,18200.0
2008-04-17,4.409999847412109,4.349999904632568,4.349999904632568,4.460000038146973,6900.0
2008-04-18,4.539999961853027,4.369999885559082,4.369999885559082,4.550000190734863,6500.0
2008-04-21,4.400000095367432,4.420000076293945,4.340000152587891,4.46999979019165,11300.0
2008-04-22,4.489999771118164,4.28000020980835,4.28000020980835,4.489999771118164,21200.0
2008-04-23,4.260000228881836,4.199999809265137,4.099999904632568,4.260000228881836,167100.0
2008-04-24,4.25,4.159999847412109,4.119999885559082,4.340000152587891,33700.0
2008-04-25,4.239999771118164,4.139999866485596,4.119999885559082,4.300000190734863,12300.0
2008-04-28,4.190000057220459,4.199999809265137,4.119999885559082,4.260000228881836,4200.0
2008-04-29,4.199999809265137,4.239999771118164,4.199999809265137,4.309999942779541,1500.0
2008-04-30,4.309999942779541,4.230000019073486,4.230000019073486,4.349999904632568,1800.0
2008-05-01,4.210000038146973,4.25,4.199999809265137,4.28000020980835,5400.0
2008-05-02,4.239999771118164,4.360000133514404,4.239999771118164,4.360000133514404,4800.0
2008-05-05,4.300000190734863,4.369999885559082,4.300000190734863,4.400000095367432,10700.0
2008-05-06,4.400000095367432,4.429999828338623,4.389999866485596,4.559999942779541,15900.0
2008-05-07,4.579999923706055,4.869999885559082,4.579999923706055,4.880000114440918,11100.0
2008-05-08,4.849999904632568,4.699999809265137,4.5,4.849999904632568,27700.0
2008-05-09,4.510000228881836,4.53000020980835,4.349999904632568,4.53000020980835,5700.0
2008-05-12,4.659999847412109,4.440000057220459,4.25,4.710000038146973,18400.0
2008-05-13,4.489999771118164,4.349999904632568,4.309999942779541,4.5,7800.0
2008-05-14,4.699999809265137,4.619999885559082,4.579999923706055,4.699999809265137,6300.0
2008-05-15,4.510000228881836,4.420000076293945,4.349999904632568,4.510000228881836,22900.0
2008-05-16,4.940000057220459,4.710000038146973,4.510000228881836,4.940000057220459,6500.0
2008-05-19,4.869999885559082,4.769999980926514,4.75,4.880000114440918,13500.0
2008-05-20,4.75,4.75,4.71999979019165,4.800000190734863,22700.0
2008-05-21,4.699999809265137,4.75,4.690000057220459,4.75,600.0
2008-05-22,4.699999809265137,4.639999866485596,4.510000228881836,4.739999771118164,17800.0
2008-05-23,4.619999885559082,4.789999961853027,4.550000190734863,4.789999961853027,11700.0
