Date,dnbopen,dnbclose,dnblow,dnbhigh,dnbvolume
2008-01-02,88.44999694824219,85.9000015258789,85.5199966430664,88.55000305175781,389800.0
2008-01-03,85.87999725341797,85.31999969482422,85.04000091552734,86.52999877929688,338800.0
2008-01-04,84.36000061035156,83.9000015258789,83.62000274658203,85.12000274658203,342700.0
2008-01-07,84.11000061035156,84.01000213623047,83.51000213623047,84.56999969482422,378200.0
2008-01-08,84.62000274658203,82.54000091552734,82.44999694824219,84.94999694824219,483300.0
2008-01-09,82.16000366210938,81.94000244140625,81.19999694824219,82.43000030517578,525200.0
2008-01-10,81.51000213623047,83.19999694824219,81.2300033569336,83.44999694824219,608500.0
2008-01-11,85.0,86.02999877929688,84.04000091552734,87.22000122070312,724700.0
2008-01-14,86.9800033569336,84.9000015258789,84.5999984741211,86.9800033569336,602100.0
2008-01-15,84.56999969482422,82.76000213623047,82.69000244140625,85.75,717900.0
2008-01-16,82.2699966430664,84.83999633789062,82.2300033569336,85.93000030517578,593200.0
2008-01-17,85.0199966430664,84.22000122070312,84.0199966430664,85.75,605200.0
2008-01-18,84.51000213623047,82.91999816894531,82.33999633789062,85.0,470900.0
2008-01-22,81.6500015258789,81.45999908447266,79.0199966430664,82.91000366210938,745500.0
2008-01-23,79.95999908447266,81.5,79.30000305175781,81.62000274658203,750000.0
2008-01-24,82.0999984741211,85.48999786376953,81.08999633789062,86.02999877929688,752200.0
2008-01-25,85.98999786376953,86.94000244140625,85.30999755859375,87.45999908447266,602300.0
2008-01-28,86.94000244140625,87.44999694824219,85.87999725341797,87.47000122070312,415100.0
2008-01-29,87.62999725341797,89.30000305175781,86.93000030517578,89.66000366210938,496900.0
2008-01-30,89.54000091552734,87.75,86.75,89.55000305175781,401900.0
2008-01-31,89.5,91.9800033569336,88.5,92.55000305175781,1034600.0
2008-02-01,91.5,93.94000244140625,91.5,94.25,607000.0
2008-02-04,93.83000183105469,92.06999969482422,91.95999908447266,93.83000183105469,312500.0
2008-02-05,90.5999984741211,89.12999725341797,87.98999786376953,91.25,619400.0
2008-02-06,89.30000305175781,87.41999816894531,87.22000122070312,89.51000213623047,519400.0
2008-02-07,86.7300033569336,87.80000305175781,86.6500015258789,88.05000305175781,483600.0
2008-02-08,87.72000122070312,88.4000015258789,86.63999938964844,88.56999969482422,422700.0
2008-02-11,88.30999755859375,87.66000366210938,86.70999908447266,88.30999755859375,266800.0
2008-02-12,88.0,88.7699966430664,87.56999969482422,90.05000305175781,276700.0
2008-02-13,89.36000061035156,90.29000091552734,88.79000091552734,90.29000091552734,371400.0
2008-02-14,90.77999877929688,89.06999969482422,88.05000305175781,90.77999877929688,369800.0
2008-02-15,88.54000091552734,89.31999969482422,87.9000015258789,89.33999633789062,324000.0
2008-02-19,90.06999969482422,89.76000213623047,89.18000030517578,90.19000244140625,492100.0
2008-02-20,89.08999633789062,90.4800033569336,89.01000213623047,90.4800033569336,314300.0
2008-02-21,90.83999633789062,91.19999694824219,90.5,91.27999877929688,436100.0
2008-02-22,91.27999877929688,91.16999816894531,90.05999755859375,91.52999877929688,362400.0
2008-02-25,90.91000366210938,90.25,89.37999725341797,91.05000305175781,624900.0
2008-02-26,89.5,91.08000183105469,89.44999694824219,91.63999938964844,419300.0
2008-02-27,90.51000213623047,90.62999725341797,90.26000213623047,91.11000061035156,306300.0
2008-02-28,89.80999755859375,90.11000061035156,88.88999938964844,90.37000274658203,334500.0
2008-02-29,89.06999969482422,87.33999633789062,87.25,89.30999755859375,378200.0
2008-03-03,87.0,85.91999816894531,85.44000244140625,87.0,457100.0
2008-03-04,85.0,85.05999755859375,84.26000213623047,85.5,555300.0
2008-03-05,85.33999633789062,85.6500015258789,84.9000015258789,85.66999816894531,679800.0
2008-03-06,85.16999816894531,85.1500015258789,84.68000030517578,85.66000366210938,585400.0
2008-03-07,84.4800033569336,84.18000030517578,83.58000183105469,84.73999786376953,377600.0
2008-03-10,84.13999938964844,81.80999755859375,81.80999755859375,84.45999908447266,475200.0
2008-03-11,83.54000091552734,82.02999877929688,81.0,83.63999938964844,723300.0
2008-03-12,82.25,81.62000274658203,81.5199966430664,82.45999908447266,404400.0
2008-03-13,80.45999908447266,81.5999984741211,80.16999816894531,82.2699966430664,334600.0
2008-03-14,82.11000061035156,81.94999694824219,80.2699966430664,82.44999694824219,602900.0
2008-03-17,80.36000061035156,81.0199966430664,79.4000015258789,81.3499984741211,457100.0
2008-03-18,82.25,83.77999877929688,81.41999816894531,83.83999633789062,578000.0
2008-03-19,83.87000274658203,82.4000015258789,82.30000305175781,84.33000183105469,477100.0
2008-03-20,82.23999786376953,84.04000091552734,81.75,84.2300033569336,550400.0
2008-03-24,84.5999984741211,84.3499984741211,84.31999969482422,85.95999908447266,671800.0
2008-03-25,84.30000305175781,84.98999786376953,84.30000305175781,85.29000091552734,348700.0
2008-03-26,84.44000244140625,83.37000274658203,83.01000213623047,84.44000244140625,408600.0
2008-03-27,83.80000305175781,83.3499984741211,82.69999694824219,83.94000244140625,483100.0
2008-03-28,83.30000305175781,82.38999938964844,82.08000183105469,83.47000122070312,274800.0
2008-03-31,82.1500015258789,81.37999725341797,80.88999938964844,82.33000183105469,493100.0
2008-04-01,81.87999725341797,82.81999969482422,81.7300033569336,82.91000366210938,330500.0
2008-04-02,82.81999969482422,82.05000305175781,81.75,83.5199966430664,446500.0
2008-04-03,81.3499984741211,82.25,81.3499984741211,82.9000015258789,440100.0
2008-04-04,82.44999694824219,83.47000122070312,82.12999725341797,83.62000274658203,266700.0
2008-04-07,84.0,84.04000091552734,82.86000061035156,84.06999969482422,288200.0
2008-04-08,83.29000091552734,82.69000244140625,82.0999984741211,83.30000305175781,300100.0
2008-04-09,82.62999725341797,82.12000274658203,81.9000015258789,82.77999877929688,200600.0
2008-04-10,81.80999755859375,81.75,80.72000122070312,82.0,332800.0
2008-04-11,80.75,80.44000244140625,80.13999938964844,81.29000091552734,263500.0
2008-04-14,80.58000183105469,81.0999984741211,80.08999633789062,81.5,299500.0
2008-04-15,81.69999694824219,82.08999633789062,81.3499984741211,82.3499984741211,392800.0
2008-04-16,82.44000244140625,83.9800033569336,82.2300033569336,84.0,375200.0
2008-04-17,83.6500015258789,84.1500015258789,82.5999984741211,84.1500015258789,443400.0
2008-04-18,84.98999786376953,85.86000061035156,84.69999694824219,86.19000244140625,273700.0
2008-04-21,85.16999816894531,84.91999816894531,84.30999755859375,85.3499984741211,236000.0
2008-04-22,84.43000030517578,83.38999938964844,82.76000213623047,84.43000030517578,244100.0
2008-04-23,83.05000305175781,84.2699966430664,83.05000305175781,84.61000061035156,281200.0
2008-04-24,84.2300033569336,85.12000274658203,83.94000244140625,85.55000305175781,203800.0
2008-04-25,85.18000030517578,85.41999816894531,84.31999969482422,85.41999816894531,177000.0
2008-04-28,84.83999633789062,85.4800033569336,84.83999633789062,86.18000030517578,248400.0
2008-04-29,85.5199966430664,84.33000183105469,83.8499984741211,86.13999938964844,293600.0
2008-04-30,84.5,84.30000305175781,83.88999938964844,85.80000305175781,335700.0
2008-05-01,84.4000015258789,86.83000183105469,83.7300033569336,86.83000183105469,373800.0
2008-05-02,86.87000274658203,85.94000244140625,85.41999816894531,87.70999908447266,227200.0
2008-05-05,85.33999633789062,86.66999816894531,85.08999633789062,87.58999633789062,289400.0
2008-05-06,86.13999938964844,86.19999694824219,85.19000244140625,87.16999816894531,364800.0
2008-05-07,86.0199966430664,85.51000213623047,85.4800033569336,86.9000015258789,297700.0
2008-05-08,87.5,87.25,85.7699966430664,89.9000015258789,625400.0
2008-05-09,86.93000030517578,86.95999908447266,86.38999938964844,88.36000061035156,337000.0
2008-05-12,87.1500015258789,88.26000213623047,86.2300033569336,88.26000213623047,209300.0
2008-05-13,88.11000061035156,88.47000122070312,87.80000305175781,88.69999694824219,210900.0
2008-05-14,88.37999725341797,88.29000091552734,88.06999969482422,89.7699966430664,443500.0
2008-05-15,87.98999786376953,92.48999786376953,87.69000244140625,92.79000091552734,505400.0
2008-05-16,92.95999908447266,91.62999725341797,91.02999877929688,93.0,244200.0
2008-05-19,91.98999786376953,92.30000305175781,91.26000213623047,92.94000244140625,162600.0
2008-05-20,92.05000305175781,91.41999816894531,90.79000091552734,92.25,187300.0
2008-05-21,91.7699966430664,89.20999908447266,88.9800033569336,92.38999938964844,330100.0
2008-05-22,89.55999755859375,91.30999755859375,89.55999755859375,91.56999969482422,297100.0
2008-05-23,91.16999816894531,90.94000244140625,90.3499984741211,91.37999725341797,336500.0
2008-05-27,90.93000030517578,91.88999938964844,90.69999694824219,91.97000122070312,159800.0
2008-05-28,91.95999908447266,90.11000061035156,89.4000015258789,92.0,350200.0
2008-05-29,90.11000061035156,91.69000244140625,90.08999633789062,92.62000274658203,283000.0
2008-05-30,91.55000305175781,91.62000274658203,90.6500015258789,91.80000305175781,334100.0
2008-06-02,92.02999877929688,90.54000091552734,89.62999725341797,92.4800033569336,286400.0
2008-06-03,91.0,91.80000305175781,90.44000244140625,92.58999633789062,272200.0
2008-06-04,91.54000091552734,92.73999786376953,90.44000244140625,93.68000030517578,325800.0
2008-06-05,92.77999877929688,94.0999984741211,92.0,94.0999984741211,251600.0
2008-06-06,93.31999969482422,90.6500015258789,90.62999725341797,93.31999969482422,195700.0
2008-06-09,90.47000122070312,91.06999969482422,89.76000213623047,91.79000091552734,222400.0
2008-06-10,90.79000091552734,91.22000122070312,90.69999694824219,91.73999786376953,192900.0
2008-06-11,90.56999969482422,89.58000183105469,89.44999694824219,91.61000061035156,204600.0
2008-06-12,89.0,89.44999694824219,88.54000091552734,90.81999969482422,197400.0
2008-06-13,89.83000183105469,91.87000274658203,89.83000183105469,92.0,226800.0
2008-06-16,90.86000061035156,91.58000183105469,89.37000274658203,92.0999984741211,253900.0
2008-06-17,92.08000183105469,92.58000183105469,91.73999786376953,93.22000122070312,215100.0
2008-06-18,92.18000030517578,91.83999633789062,91.0,92.44000244140625,195400.0
2008-06-19,91.98999786376953,91.79000091552734,91.29000091552734,92.0,134800.0
2008-06-20,91.38999938964844,89.5999984741211,89.43000030517578,91.38999938964844,340800.0
2008-06-23,89.77999877929688,88.8499984741211,86.41000366210938,89.77999877929688,412400.0
2008-06-24,88.31999969482422,86.83999633789062,86.11000061035156,88.31999969482422,487900.0
2008-06-25,87.31999969482422,88.94999694824219,86.97000122070312,89.83999633789062,278400.0
2008-06-26,88.2699966430664,86.0999984741211,86.0999984741211,88.4000015258789,270000.0
2008-06-27,85.83000183105469,87.19000244140625,85.4800033569336,88.0999984741211,458400.0
2008-06-30,87.29000091552734,87.63999938964844,86.5999984741211,88.6500015258789,385100.0
2008-07-01,86.5199966430664,86.87999725341797,86.0,87.75,335800.0
2008-07-02,86.9000015258789,87.0,86.43000030517578,88.37999725341797,462900.0
2008-07-03,86.83999633789062,87.36000061035156,86.27999877929688,88.36000061035156,207200.0
2008-07-07,87.79000091552734,85.5,84.80000305175781,88.48999786376953,358700.0
2008-07-08,85.37999725341797,89.9800033569336,85.27999877929688,90.11000061035156,449500.0
2008-07-09,89.9000015258789,89.16999816894531,88.75,90.05999755859375,460600.0
2008-07-10,90.30999755859375,89.97000122070312,89.04000091552734,90.62999725341797,261500.0
2008-07-11,89.08999633789062,89.91000366210938,88.33999633789062,91.08999633789062,335600.0
2008-07-14,90.72000122070312,89.44999694824219,89.33000183105469,92.62000274658203,272800.0
2008-07-15,89.01000213623047,92.95999908447266,89.01000213623047,94.7300033569336,961600.0
2008-07-16,92.58000183105469,95.18000030517578,92.06999969482422,96.44999694824219,635300.0
2008-07-17,95.5,95.16999816894531,92.47000122070312,96.01000213623047,499900.0
2008-07-18,95.5,95.94000244140625,94.69999694824219,96.27999877929688,241000.0
2008-07-21,95.4800033569336,94.91000366210938,94.44000244140625,96.88999938964844,267500.0
2008-07-22,93.95999908447266,96.75,93.36000061035156,97.11000061035156,277100.0
2008-07-23,96.83000183105469,97.27999877929688,96.20999908447266,97.93000030517578,271900.0
2008-07-24,97.79000091552734,95.55999755859375,94.68000030517578,97.94999694824219,428100.0
2008-07-25,96.05000305175781,94.8499984741211,94.0,96.41999816894531,203400.0
2008-07-28,94.98999786376953,94.79000091552734,93.76000213623047,95.25,253000.0
2008-07-29,94.33999633789062,96.69000244140625,93.51000213623047,96.83999633789062,254300.0
2008-07-30,96.83999633789062,98.77999877929688,96.83999633789062,98.9000015258789,340000.0
2008-07-31,98.77999877929688,96.63999938964844,96.3499984741211,98.77999877929688,345200.0
2008-08-01,96.8499984741211,96.70999908447266,95.33000183105469,98.56999969482422,362300.0
2008-08-04,96.80000305175781,94.86000061035156,94.66999816894531,96.80000305175781,531000.0
2008-08-05,95.29000091552734,96.62999725341797,94.80000305175781,96.62999725341797,494300.0
2008-08-06,96.30000305175781,96.72000122070312,95.55999755859375,97.05999755859375,344700.0
2008-08-07,96.16999816894531,96.3499984741211,95.62999725341797,97.41000366210938,229000.0
2008-08-08,96.55000305175781,98.70999908447266,96.27999877929688,98.70999908447266,226300.0
2008-08-11,98.19000244140625,98.25,97.25,98.7699966430664,290200.0
2008-08-12,97.22000122070312,97.62000274658203,96.58000183105469,98.30000305175781,203900.0
2008-08-13,97.58999633789062,96.86000061035156,96.26000213623047,98.0,441400.0
2008-08-14,96.62000274658203,96.91999816894531,96.37000274658203,96.98999786376953,393400.0
2008-08-15,96.87000274658203,96.91999816894531,96.19000244140625,97.16999816894531,204100.0
2008-08-18,96.72000122070312,94.36000061035156,94.19999694824219,97.04000091552734,290700.0
2008-08-19,94.19999694824219,93.2699966430664,93.0,95.48999786376953,207000.0
2008-08-20,93.9000015258789,93.31999969482422,92.87000274658203,94.18000030517578,195500.0
2008-08-21,92.61000061035156,93.1500015258789,92.2699966430664,94.06999969482422,221600.0
2008-08-22,93.66000366210938,94.77999877929688,93.30000305175781,94.77999877929688,215400.0
2008-08-25,94.2300033569336,91.5199966430664,91.19999694824219,94.2300033569336,300400.0
2008-08-26,91.43000030517578,92.86000061035156,91.30999755859375,92.86000061035156,211100.0
2008-08-27,92.8499984741211,92.91000366210938,92.06999969482422,93.58000183105469,192100.0
2008-08-28,93.0,94.06999969482422,92.6500015258789,94.06999969482422,138200.0
2008-08-29,93.69000244140625,91.97000122070312,91.80999755859375,93.75,167400.0
2008-09-02,92.56999969482422,92.13999938964844,91.47000122070312,93.98999786376953,253900.0
2008-09-03,91.77999877929688,90.69999694824219,89.27999877929688,91.87000274658203,304300.0
2008-09-04,90.23999786376953,91.06999969482422,89.80000305175781,91.52999877929688,490600.0
2008-09-05,90.1500015258789,92.62000274658203,90.13999938964844,92.69999694824219,564900.0
2008-09-08,94.12999725341797,94.87999725341797,92.88999938964844,94.87999725341797,254500.0
2008-09-09,95.0,93.16000366210938,92.94999694824219,95.30000305175781,228500.0
2008-09-10,92.83000183105469,94.91999816894531,92.38999938964844,95.66999816894531,373500.0
2008-09-11,93.98999786376953,94.81999969482422,92.83000183105469,95.0999984741211,340300.0
2008-09-12,93.87999725341797,96.29000091552734,93.87999725341797,96.43000030517578,278700.0
2008-09-15,92.5199966430664,91.5,91.5,94.0999984741211,394200.0
2008-09-16,91.33000183105469,94.62999725341797,90.86000061035156,94.69000244140625,519000.0
2008-09-17,93.47000122070312,93.5,91.68000030517578,94.02999877929688,433200.0
2008-09-18,94.70999908447266,94.43000030517578,90.05000305175781,94.81999969482422,680900.0
