Date,athnopen,athnclose,athnlow,athnhigh,athnvolume
2008-04-08,23.0,23.0,22.5,23.280000686645508,121700
2008-04-09,23.989999771118164,23.09000015258789,22.899999618530273,23.989999771118164,116200
2008-04-10,23.100000381469727,22.3700008392334,21.940000534057617,23.200000762939453,207500
2008-04-11,22.5,22.25,22.0,22.5,313800
2008-04-14,23.079999923706055,22.280000686645508,21.950000762939453,23.190000534057617,333400
2008-04-15,22.219999313354492,22.149999618530273,22.100000381469727,22.579999923706055,145700
2008-04-16,22.459999084472656,23.299999237060547,22.31999969482422,23.389999389648438,206200
2008-04-17,23.190000534057617,23.5,23.110000610351562,23.739999771118164,141400
2008-04-18,23.84000015258789,24.030000686645508,23.65999984741211,24.049999237060547,282600
2008-04-21,24.0,24.0,23.850000381469727,24.0,97300
2008-04-22,23.75,23.530000686645508,23.1299991607666,23.93000030517578,219000
2008-04-23,23.5,23.860000610351562,23.209999084472656,24.0,108100
2008-04-24,23.75,23.729999542236328,23.260000228881836,23.75,39200
2008-04-25,23.649999618530273,24.1200008392334,23.40999984741211,24.75,385600
2008-04-28,24.0,24.290000915527344,23.8799991607666,24.75,194700
2008-04-29,24.290000915527344,24.059999465942383,23.389999389648438,24.290000915527344,176400
2008-04-30,24.09000015258789,25.0,24.0,25.5,330700
2008-05-01,25.0,26.739999771118164,25.0,27.139999389648438,273800
2008-05-02,27.0,26.950000762939453,26.600000381469727,27.3799991607666,234000
2008-05-05,27.0,27.0,26.3799991607666,27.1299991607666,260400
2008-05-06,27.100000381469727,27.18000030517578,26.260000228881836,28.510000228881836,314800
2008-05-07,29.989999771118164,29.709999084472656,29.09000015258789,31.0,1293300
2008-05-08,29.709999084472656,28.84000015258789,27.6200008392334,29.90999984741211,463600
2008-05-09,28.260000228881836,28.399999618530273,27.729999542236328,29.0,369100
2008-05-12,28.399999618530273,28.969999313354492,27.309999465942383,29.219999313354492,472300
2008-05-13,28.90999984741211,28.899999618530273,28.280000686645508,29.290000915527344,174500
2008-05-14,29.0,29.1200008392334,28.200000762939453,29.75,148400
2008-05-15,29.15999984741211,28.510000228881836,28.09000015258789,29.260000228881836,192000
2008-05-16,28.670000076293945,27.3799991607666,27.25,28.799999237060547,164400
2008-05-19,27.329999923706055,27.139999389648438,26.90999984741211,27.399999618530273,193800
2008-05-20,26.989999771118164,27.469999313354492,26.989999771118164,28.1200008392334,348300
2008-05-21,27.34000015258789,27.8700008392334,27.239999771118164,28.040000915527344,200000
2008-05-22,27.639999389648438,29.31999969482422,27.639999389648438,29.34000015258789,216600
2008-05-23,29.020000457763672,29.809999465942383,29.020000457763672,30.0,351000
2008-05-27,29.989999771118164,29.729999542236328,29.0,30.079999923706055,245400
2008-05-28,29.75,30.0,29.649999618530273,30.049999237060547,199700
2008-05-29,29.8700008392334,31.290000915527344,29.75,31.34000015258789,445100
2008-05-30,31.270000457763672,31.670000076293945,30.5,32.5,694100
2008-06-02,31.3700008392334,30.440000534057617,29.850000381469727,31.5,464300
2008-06-03,30.440000534057617,30.350000381469727,29.850000381469727,30.790000915527344,353000
2008-06-04,30.309999465942383,31.729999542236328,30.170000076293945,32.25,213700
2008-06-05,31.75,34.099998474121094,31.65999984741211,34.40999984741211,516700
2008-06-06,33.349998474121094,31.25,30.649999618530273,33.349998474121094,598100
2008-06-09,31.1299991607666,30.84000015258789,30.309999465942383,31.729999542236328,332800
2008-06-10,30.68000030517578,29.770000457763672,29.6200008392334,30.68000030517578,181100
2008-06-11,29.5,29.479999542236328,28.770000457763672,30.0,153500
2008-06-12,29.540000915527344,30.389999389648438,29.540000915527344,30.68000030517578,443400
2008-06-13,30.219999313354492,30.18000030517578,29.700000762939453,30.579999923706055,295800
2008-06-16,29.549999237060547,30.100000381469727,29.329999923706055,30.719999313354492,526900
2008-06-17,30.1200008392334,29.81999969482422,29.1299991607666,30.700000762939453,204100
2008-06-18,29.639999389648438,29.600000381469727,29.270000457763672,30.139999389648438,278700
2008-06-19,29.0,29.540000915527344,28.959999084472656,29.56999969482422,171500
2008-06-20,29.530000686645508,28.920000076293945,28.65999984741211,29.739999771118164,325300
2008-06-23,29.0,29.290000915527344,28.729999542236328,29.959999084472656,203800
2008-06-24,29.0,29.229999542236328,29.0,29.84000015258789,193600
2008-06-25,29.18000030517578,30.8700008392334,29.139999389648438,31.059999465942383,479200
2008-06-26,30.5,30.09000015258789,29.420000076293945,30.6299991607666,503400
2008-06-27,29.920000076293945,30.239999771118164,28.559999465942383,30.440000534057617,1996200
2008-06-30,30.65999984741211,30.760000228881836,29.75,31.239999771118164,524300
2008-07-01,30.139999389648438,30.639999389648438,30.110000610351562,31.110000610351562,448300
2008-07-02,30.760000228881836,27.1299991607666,26.81999969482422,30.889999389648438,478200
2008-07-03,27.09000015258789,25.040000915527344,24.899999618530273,27.270000457763672,300900
2008-07-07,25.260000228881836,25.65999984741211,25.06999969482422,26.079999923706055,580300
2008-07-08,25.770000457763672,27.520000457763672,25.110000610351562,27.670000076293945,375600
2008-07-09,27.709999084472656,28.3799991607666,26.770000457763672,29.18000030517578,553500
2008-07-10,28.290000915527344,29.030000686645508,27.520000457763672,29.170000076293945,292600
2008-07-11,29.25,28.770000457763672,28.06999969482422,29.5,319800
2008-07-14,29.010000228881836,27.780000686645508,27.239999771118164,29.479999542236328,229900
2008-07-15,27.59000015258789,27.510000228881836,27.110000610351562,28.18000030517578,199500
2008-07-16,27.5,28.079999923706055,26.780000686645508,28.079999923706055,388700
2008-07-17,28.100000381469727,27.770000457763672,27.440000534057617,28.479999542236328,135300
2008-07-18,27.90999984741211,28.09000015258789,27.5,28.5,142300
2008-07-21,28.25,27.84000015258789,27.299999237060547,28.459999084472656,69600
2008-07-22,27.389999389648438,28.0,27.239999771118164,28.40999984741211,87000
2008-07-23,28.06999969482422,28.510000228881836,27.579999923706055,28.700000762939453,168900
2008-07-24,28.5,29.530000686645508,27.920000076293945,29.530000686645508,149600
2008-07-25,29.5,29.799999237060547,27.68000030517578,30.0,139300
2008-07-28,29.649999618530273,28.610000610351562,27.950000762939453,29.760000228881836,199600
2008-07-29,28.65999984741211,29.15999984741211,28.65999984741211,29.700000762939453,83300
2008-07-30,29.559999465942383,29.829999923706055,28.229999542236328,30.270000457763672,187400
2008-07-31,29.469999313354492,30.200000762939453,29.239999771118164,30.389999389648438,154200
2008-08-01,29.969999313354492,28.459999084472656,28.209999084472656,30.209999084472656,161500
2008-08-04,28.940000534057617,27.219999313354492,25.770000457763672,28.940000534057617,249800
2008-08-05,30.06999969482422,34.099998474121094,30.06999969482422,34.79999923706055,1521400
2008-08-06,33.5099983215332,33.93000030517578,32.880001068115234,34.0,537600
2008-08-07,33.0099983215332,33.54999923706055,32.099998474121094,34.0,487500
2008-08-08,33.54999923706055,34.0,32.88999938964844,34.29999923706055,290500
2008-08-11,33.880001068115234,33.13999938964844,32.79999923706055,33.97999954223633,327500
2008-08-12,32.880001068115234,32.81999969482422,32.029998779296875,34.0,278400
2008-08-13,31.829999923706055,33.11000061035156,31.829999923706055,33.29999923706055,352100
2008-08-14,32.349998474121094,33.0,32.11000061035156,33.11000061035156,276000
2008-08-15,33.29999923706055,32.65999984741211,32.52000045776367,33.310001373291016,214200
2008-08-18,32.65999984741211,32.209999084472656,31.799999237060547,32.65999984741211,317600
2008-08-19,32.20000076293945,31.290000915527344,31.030000686645508,32.25,289500
2008-08-20,31.15999984741211,30.489999771118164,30.43000030517578,31.979999542236328,315300
2008-08-21,30.31999969482422,29.780000686645508,29.540000915527344,30.559999465942383,168700
2008-08-22,29.8799991607666,30.0,29.350000381469727,30.3700008392334,314500
2008-08-25,29.989999771118164,30.1200008392334,29.950000762939453,30.309999465942383,149000
2008-08-26,30.010000228881836,29.989999771118164,29.479999542236328,30.3799991607666,176700
2008-08-27,30.049999237060547,30.270000457763672,29.920000076293945,30.469999313354492,188600
2008-08-28,29.8700008392334,32.5,29.8700008392334,33.5,528000
2008-08-29,32.470001220703125,32.25,31.09000015258789,32.58000183105469,173700
2008-09-02,31.1200008392334,34.15999984741211,31.100000381469727,34.349998474121094,524100
2008-09-03,33.79999923706055,34.97999954223633,32.52000045776367,35.029998779296875,514000
2008-09-04,34.68000030517578,32.720001220703125,32.5099983215332,35.0,490400
2008-09-05,32.599998474121094,32.869998931884766,31.90999984741211,33.16999816894531,280100
2008-09-08,33.25,33.59000015258789,32.47999954223633,34.58000183105469,367800
2008-09-09,33.54999923706055,33.0,32.65999984741211,34.709999084472656,274400
2008-09-10,33.459999084472656,33.779998779296875,32.900001525878906,34.349998474121094,240400
2008-09-11,33.5,34.22999954223633,33.15999984741211,34.290000915527344,248000
2008-09-12,34.0099983215332,34.029998779296875,33.400001525878906,34.97999954223633,198200
2008-09-15,32.97999954223633,32.66999816894531,31.649999618530273,33.369998931884766,297700
2008-09-16,32.11000061035156,32.689998626708984,31.780000686645508,33.0099983215332,332800
2008-09-17,32.119998931884766,32.689998626708984,31.670000076293945,33.31999969482422,400700
2008-09-18,33.25,35.02000045776367,32.36000061035156,35.02000045776367,586200
2008-09-19,36.91999816894531,35.9900016784668,35.130001068115234,36.939998626708984,727500
2008-09-22,35.70000076293945,35.849998474121094,35.20000076293945,36.310001373291016,240200
2008-09-23,35.939998626708984,36.81999969482422,35.349998474121094,37.0,254600
2008-09-24,36.849998474121094,36.70000076293945,36.150001525878906,37.0,184600
2008-09-25,36.79999923706055,35.70000076293945,35.43000030517578,36.86000061035156,223100
2008-09-26,35.0099983215332,35.540000915527344,34.72999954223633,35.66999816894531,136200
2008-09-29,34.72999954223633,33.13999938964844,33.040000915527344,35.59000015258789,322900
2008-09-30,33.189998626708984,33.27000045776367,32.04999923706055,34.619998931884766,308600
2008-10-01,32.36000061035156,32.65999984741211,31.610000610351562,33.16999816894531,174400
2008-10-02,32.459999084472656,31.549999237060547,31.25,33.47999954223633,166400
2008-10-03,32.119998931884766,30.100000381469727,29.0,32.2400016784668,409900
2008-10-06,29.399999618530273,27.31999969482422,26.09000015258789,29.5,426900
2008-10-07,27.68000030517578,26.520000457763672,25.989999771118164,28.8700008392334,404500
2008-10-08,26.25,26.0,24.350000381469727,26.479999542236328,739900
2008-10-09,26.100000381469727,24.950000762939453,24.270000457763672,26.8799991607666,439400
2008-10-10,24.139999389648438,26.93000030517578,23.6299991607666,28.719999313354492,545900
2008-10-13,28.8700008392334,29.110000610351562,27.079999923706055,29.200000762939453,228700
2008-10-14,29.780000686645508,29.0,28.290000915527344,30.25,347600
2008-10-15,28.84000015258789,28.290000915527344,27.959999084472656,29.690000534057617,296500
2008-10-16,28.600000381469727,28.0,27.049999237060547,29.389999389648438,479700
2008-10-17,27.270000457763672,26.670000076293945,24.5,28.65999984741211,406100
2008-10-20,27.229999542236328,27.5,26.010000228881836,28.0,266100
2008-10-21,27.09000015258789,26.510000228881836,26.270000457763672,27.979999542236328,279600
2008-10-22,26.209999084472656,25.0,24.979999542236328,27.56999969482422,482800
2008-10-23,25.020000457763672,24.459999084472656,23.420000076293945,25.969999313354492,273000
2008-10-24,23.329999923706055,21.200000762939453,20.5,23.93000030517578,415100
2008-10-27,20.920000076293945,21.729999542236328,20.899999618530273,24.280000686645508,423100
2008-10-28,21.959999084472656,26.1200008392334,21.729999542236328,26.790000915527344,581500
2008-10-29,26.329999923706055,27.709999084472656,26.049999237060547,28.610000610351562,632200
2008-10-30,28.309999465942383,28.739999771118164,27.010000228881836,28.8700008392334,231700
2008-10-31,28.700000762939453,30.600000381469727,27.440000534057617,30.690000534057617,347100
2008-11-03,30.479999542236328,28.649999618530273,28.270000457763672,30.6200008392334,322500
2008-11-04,28.790000915527344,29.149999618530273,26.56999969482422,29.5,517400
2008-11-05,28.700000762939453,28.040000915527344,27.860000610351562,29.93000030517578,215300
2008-11-06,26.969999313354492,27.309999465942383,26.969999313354492,28.8799991607666,184700
2008-11-07,26.079999923706055,26.0,24.850000381469727,27.459999084472656,1462200
2008-11-10,27.139999389648438,25.280000686645508,24.979999542236328,27.25,427800
2008-11-11,25.139999389648438,25.809999465942383,25.040000915527344,26.31999969482422,339100
2008-11-12,25.3700008392334,25.149999618530273,25.100000381469727,26.209999084472656,247800
2008-11-13,25.0,27.030000686645508,24.68000030517578,27.030000686645508,333600
2008-11-14,26.530000686645508,26.68000030517578,26.329999923706055,27.59000015258789,619700
2008-11-17,26.459999084472656,26.420000076293945,26.209999084472656,27.260000228881836,228000
2008-11-18,26.6200008392334,26.1299991607666,24.559999465942383,26.6200008392334,387000
2008-11-19,26.1299991607666,24.709999084472656,24.520000457763672,26.700000762939453,464500
2008-11-20,24.3700008392334,23.579999923706055,23.420000076293945,24.6200008392334,354700
2008-11-21,23.709999084472656,21.5,19.190000534057617,23.709999084472656,1460500
2008-11-24,22.0,23.770000457763672,21.709999084472656,24.09000015258789,471200
2008-11-25,24.170000076293945,24.719999313354492,23.700000762939453,25.309999465942383,305500
2008-11-26,24.190000534057617,27.309999465942383,23.739999771118164,27.420000076293945,213600
2008-11-28,26.969999313354492,27.329999923706055,26.809999465942383,27.329999923706055,109400
2008-12-01,26.020000457763672,25.920000076293945,25.75,26.959999084472656,272700
2008-12-02,26.3799991607666,24.600000381469727,23.940000534057617,26.8700008392334,399800
2008-12-03,24.280000686645508,26.93000030517578,23.6299991607666,27.280000686645508,378800
2008-12-04,26.34000015258789,26.90999984741211,25.889999389648438,28.190000534057617,514300
2008-12-05,27.1299991607666,32.439998626708984,27.1299991607666,32.90999984741211,1288500
2008-12-08,32.5099983215332,33.619998931884766,31.010000228881836,33.97999954223633,902100
2008-12-09,33.400001525878906,32.4900016784668,31.719999313354492,33.959999084472656,372700
2008-12-10,32.90999984741211,31.559999465942383,31.09000015258789,33.22999954223633,198900
2008-12-11,31.559999465942383,32.529998779296875,31.559999465942383,33.36000061035156,325200
2008-12-12,31.899999618530273,33.400001525878906,31.520000457763672,33.439998626708984,189200
2008-12-15,33.31999969482422,32.25,31.510000228881836,35.40999984741211,417400
2008-12-16,32.630001068115234,33.56999969482422,32.25,34.61000061035156,454500
2008-12-17,33.40999984741211,33.36000061035156,32.900001525878906,34.119998931884766,196600
2008-12-18,33.349998474121094,33.650001525878906,32.97999954223633,34.38999938964844,257200
2008-12-19,34.349998474121094,35.5,33.58000183105469,35.630001068115234,555200
2008-12-22,34.5,36.65999984741211,34.5,36.790000915527344,845800
2008-12-23,36.65999984741211,36.11000061035156,35.529998779296875,37.939998626708984,491900
2008-12-24,35.939998626708984,36.02000045776367,35.5,36.77000045776367,118200
2008-12-26,36.34000015258789,37.09000015258789,36.22999954223633,37.43000030517578,119000
2008-12-29,37.25,35.95000076293945,35.54999923706055,37.25,225700
2008-12-30,36.25,36.79999923706055,35.7400016784668,36.959999084472656,308200
2008-12-31,36.70000076293945,37.619998931884766,36.47999954223633,38.33000183105469,419400
2009-01-02,37.400001525878906,35.61000061035156,35.54999923706055,38.2400016784668,571700
2009-01-05,35.79999923706055,35.849998474121094,35.099998474121094,36.189998626708984,648800
2009-01-06,33.380001068115234,35.0,32.11000061035156,35.56999969482422,1184300
2009-01-07,35.68000030517578,33.2599983215332,33.04999923706055,35.68000030517578,514900
2009-01-08,33.29999923706055,32.38999938964844,31.709999084472656,34.29999923706055,612000
2009-01-09,32.75,32.52000045776367,30.8799991607666,33.900001525878906,392200
2009-01-12,32.15999984741211,31.81999969482422,31.149999618530273,32.720001220703125,310700
2009-01-13,31.709999084472656,32.58000183105469,31.200000762939453,32.97999954223633,238800
2009-01-14,33.0,31.690000534057617,31.209999084472656,33.20000076293945,366600
2009-01-15,31.479999542236328,33.650001525878906,30.3700008392334,34.060001373291016,496800
2009-01-16,34.09000015258789,35.029998779296875,34.04999923706055,35.75,710800
2009-01-20,35.0,33.84000015258789,33.439998626708984,35.43000030517578,513900
2009-01-21,34.25,35.84000015258789,34.119998931884766,36.150001525878906,917700
2009-01-22,35.41999816894531,35.5,34.9900016784668,36.150001525878906,724300
2009-01-23,35.5,36.83000183105469,35.0,37.2599983215332,712700
2009-01-26,36.619998931884766,38.20000076293945,36.619998931884766,39.290000915527344,942800
2009-01-27,37.720001220703125,37.31999969482422,36.86000061035156,38.849998474121094,538400
2009-01-28,37.849998474121094,36.689998626708984,35.880001068115234,37.959999084472656,645700
2009-01-29,36.54999923706055,36.720001220703125,36.20000076293945,37.09000015258789,459300
2009-01-30,37.119998931884766,36.08000183105469,35.61000061035156,37.5,473500
2009-02-02,36.029998779296875,37.2599983215332,35.02000045776367,37.63999938964844,615500
2009-02-03,37.31999969482422,37.58000183105469,36.5,38.0,447400
2009-02-04,37.099998474121094,37.20000076293945,36.34000015258789,38.68000030517578,549400
2009-02-05,36.880001068115234,35.380001068115234,35.08000183105469,37.0099983215332,1167100
2009-02-06,35.529998779296875,36.209999084472656,35.0,36.59000015258789,413800
2009-02-09,36.16999816894531,35.84000015258789,35.25,36.5,344600
2009-02-10,36.25,35.619998931884766,35.150001525878906,36.79999923706055,449600
2009-02-11,35.70000076293945,34.939998626708984,34.849998474121094,35.9900016784668,294700
2009-02-12,34.7599983215332,35.09000015258789,33.04999923706055,35.38999938964844,540000
2009-02-13,35.150001525878906,35.47999954223633,34.79999923706055,35.90999984741211,946900
2009-02-17,35.40999984741211,34.689998626708984,34.0,35.4900016784668,541700
2009-02-18,35.0,33.9900016784668,33.209999084472656,35.08000183105469,439500
2009-02-19,34.13999938964844,33.790000915527344,33.5099983215332,34.5,255500
2009-02-20,33.2400016784668,33.68000030517578,32.33000183105469,34.060001373291016,407100
2009-02-23,34.0099983215332,34.31999969482422,33.5099983215332,34.7400016784668,618400
2009-02-24,34.400001525878906,35.43000030517578,33.5,35.599998474121094,351200
2009-02-25,35.45000076293945,35.150001525878906,34.619998931884766,36.18000030517578,802300
2009-02-26,35.16999816894531,34.16999816894531,33.66999816894531,35.970001220703125,640600
2009-02-27,31.020000457763672,25.5,24.149999618530273,31.34000015258789,5369300
2009-03-02,26.799999237060547,25.670000076293945,25.549999237060547,27.0,1318800
2009-03-03,26.1200008392334,25.200000762939453,24.68000030517578,26.690000534057617,1013700
2009-03-04,25.610000610351562,26.950000762939453,25.600000381469727,27.309999465942383,715800
2009-03-05,26.3700008392334,27.5,25.68000030517578,27.6299991607666,718700
2009-03-06,27.5,26.65999984741211,25.670000076293945,28.0,774100
2009-03-09,26.360000610351562,26.6299991607666,25.889999389648438,27.399999618530273,680900
2009-03-10,26.6299991607666,28.600000381469727,26.6200008392334,28.600000381469727,583500
2009-03-11,28.049999237060547,26.739999771118164,24.93000030517578,28.1299991607666,1329200
2009-03-12,25.959999084472656,27.639999389648438,25.350000381469727,27.889999389648438,672400
2009-03-13,27.610000610351562,28.360000610351562,27.139999389648438,28.489999771118164,276900
2009-03-16,28.299999237060547,27.030000686645508,26.90999984741211,29.0,453700
2009-03-17,26.93000030517578,27.450000762939453,25.299999237060547,27.5,531800
2009-03-18,27.399999618530273,28.610000610351562,27.190000534057617,28.709999084472656,370800
2009-03-19,28.739999771118164,27.25,27.149999618530273,29.0,398200
2009-03-20,27.469999313354492,26.75,26.649999618530273,27.719999313354492,493500
2009-03-23,27.0,25.829999923706055,24.799999237060547,27.469999313354492,1000500
2009-03-24,25.610000610351562,24.229999542236328,24.149999618530273,25.920000076293945,1645300
2009-03-25,24.809999465942383,24.1299991607666,23.809999465942383,24.81999969482422,1087200
2009-03-26,24.040000915527344,25.649999618530273,24.010000228881836,26.049999237060547,703200
2009-03-27,25.219999313354492,24.600000381469727,24.489999771118164,25.649999618530273,521400
2009-03-30,24.549999237060547,23.59000015258789,23.149999618530273,24.989999771118164,1042700
2009-03-31,23.899999618530273,24.110000610351562,23.149999618530273,24.520000457763672,1063200
2009-04-01,23.8799991607666,23.959999084472656,23.360000610351562,24.190000534057617,965800
2009-04-02,24.31999969482422,25.350000381469727,23.979999542236328,25.3799991607666,682100
2009-04-03,25.100000381469727,26.549999237060547,24.75,26.670000076293945,788600
2009-04-06,25.969999313354492,24.940000534057617,24.360000610351562,26.200000762939453,703300
2009-04-07,24.389999389648438,23.739999771118164,23.6299991607666,24.40999984741211,405000
2009-04-08,23.809999465942383,24.8700008392334,23.56999969482422,24.889999389648438,733800
2009-04-09,25.100000381469727,28.219999313354492,25.06999969482422,28.31999969482422,918700
2009-04-13,27.610000610351562,29.59000015258789,27.610000610351562,29.790000915527344,766500
2009-04-14,29.100000381469727,29.200000762939453,28.719999313354492,29.43000030517578,614600
2009-04-15,28.459999084472656,28.43000030517578,27.920000076293945,28.979999542236328,595200
2009-04-16,28.469999313354492,29.229999542236328,27.600000381469727,29.579999923706055,706800
2009-04-17,29.31999969482422,29.030000686645508,28.469999313354492,29.31999969482422,705800
2009-04-20,28.219999313354492,28.760000228881836,27.690000534057617,29.110000610351562,459200
2009-04-21,28.40999984741211,28.540000915527344,28.170000076293945,29.079999923706055,486100
2009-04-22,28.31999969482422,29.690000534057617,28.190000534057617,30.510000228881836,863600
2009-04-23,29.6200008392334,28.739999771118164,28.15999984741211,30.239999771118164,602200
2009-04-24,28.850000381469727,28.530000686645508,28.31999969482422,29.350000381469727,908300
2009-04-27,28.0,28.520000457763672,28.0,28.809999465942383,519400
2009-04-28,28.209999084472656,28.479999542236328,28.049999237060547,28.790000915527344,387500
2009-04-29,28.530000686645508,30.31999969482422,28.309999465942383,30.639999389648438,1105000
2009-04-30,30.709999084472656,31.799999237060547,30.610000610351562,32.79999923706055,1198900
2009-05-01,31.540000915527344,33.779998779296875,31.540000915527344,34.41999816894531,1105600
2009-05-04,32.5,32.380001068115234,30.8799991607666,33.5,1218400
2009-05-05,32.16999816894531,33.43000030517578,32.119998931884766,33.689998626708984,607300
2009-05-06,33.560001373291016,33.279998779296875,32.540000915527344,33.9900016784668,586700
2009-05-07,33.18000030517578,32.689998626708984,32.22999954223633,33.650001525878906,548700
2009-05-08,32.93000030517578,33.099998474121094,32.47999954223633,33.349998474121094,275700
2009-05-11,32.65999984741211,33.2599983215332,32.209999084472656,33.459999084472656,510600
2009-05-12,33.130001068115234,33.40999984741211,33.0099983215332,33.880001068115234,649400
2009-05-13,32.79999923706055,33.349998474121094,32.43000030517578,33.650001525878906,576400
2009-05-14,32.150001525878906,32.119998931884766,31.530000686645508,32.58000183105469,490300
2009-05-15,32.349998474121094,30.65999984741211,30.549999237060547,32.349998474121094,539100
2009-05-18,31.329999923706055,31.6299991607666,30.760000228881836,31.809999465942383,487200
2009-05-19,31.290000915527344,31.450000762939453,30.540000915527344,31.729999542236328,466700
