Date,ilmnopen,ilmnclose,ilmnlow,ilmnhigh,ilmnvolume
2008-01-02,29.905000686645508,29.780000686645508,29.450000762939453,30.325000762939453,1770000.0
2008-01-03,29.875,29.55500030517578,29.030000686645508,29.93000030517578,2147400.0
2008-01-04,28.950000762939453,28.55500030517578,28.0,29.565000534057617,3203600.0
2008-01-07,28.649999618530273,28.405000686645508,27.885000228881836,28.71500015258789,3689800.0
2008-01-08,28.420000076293945,28.375,28.334999084472656,29.0,1705200.0
2008-01-09,28.360000610351562,30.225000381469727,28.30500030517578,30.270000457763672,2468200.0
2008-01-10,35.814998626708984,35.0099983215332,34.994998931884766,37.599998474121094,20388800.0
2008-01-11,35.97999954223633,35.255001068115234,34.755001068115234,36.869998931884766,5233400.0
2008-01-14,35.25,35.084999084472656,34.38999938964844,35.92499923706055,2468800.0
2008-01-15,34.505001068115234,35.005001068115234,34.39500045776367,35.625,2196800.0
2008-01-16,35.11000061035156,34.57500076293945,33.5,35.19499969482422,2579200.0
2008-01-17,34.625,34.0,33.67499923706055,34.904998779296875,2489400.0
2008-01-18,34.060001373291016,33.8849983215332,33.57500076293945,35.165000915527344,2602400.0
2008-01-22,32.505001068115234,32.66999816894531,32.505001068115234,33.69499969482422,2498400.0
2008-01-23,32.16999816894531,32.880001068115234,31.295000076293945,33.08000183105469,3010600.0
2008-01-24,33.11000061035156,32.744998931884766,32.36000061035156,33.209999084472656,2019400.0
2008-01-25,33.11000061035156,32.11000061035156,31.790000915527344,33.11000061035156,1666000.0
2008-01-28,31.975000381469727,32.58000183105469,31.469999313354492,32.75,2186400.0
2008-01-29,32.71500015258789,32.48500061035156,32.05500030517578,33.185001373291016,1698800.0
2008-01-30,32.5,31.889999389648438,31.764999389648438,32.79499816894531,1678800.0
2008-01-31,31.75,31.850000381469727,30.834999084472656,32.154998779296875,4033400.0
2008-02-01,31.959999084472656,33.79499816894531,31.899999618530273,34.279998779296875,4683800.0
2008-02-04,34.02000045776367,32.44499969482422,32.290000915527344,34.119998931884766,5587200.0
2008-02-05,34.7400016784668,35.75,34.10499954223633,35.900001525878906,11656600.0
2008-02-06,35.5099983215332,34.375,34.35499954223633,35.97999954223633,3973000.0
2008-02-07,34.0,33.29999923706055,32.76499938964844,34.380001068115234,4581000.0
2008-02-08,32.77000045776367,33.709999084472656,32.70500183105469,34.0,2714600.0
2008-02-11,33.75,34.43000030517578,33.709999084472656,34.52000045776367,1699800.0
2008-02-12,34.470001220703125,34.98500061035156,34.39500045776367,35.78499984741211,3217600.0
2008-02-13,35.279998779296875,35.564998626708984,35.05500030517578,35.78499984741211,2550800.0
2008-02-14,35.38999938964844,35.42499923706055,35.345001220703125,36.880001068115234,2398000.0
2008-02-15,35.2400016784668,35.974998474121094,34.790000915527344,36.6349983215332,3376400.0
2008-02-19,36.380001068115234,36.65999984741211,36.02000045776367,36.994998931884766,3077400.0
2008-02-20,36.33000183105469,36.41999816894531,35.41999816894531,36.64500045776367,2268600.0
2008-02-21,36.755001068115234,35.88999938964844,35.79499816894531,36.8650016784668,1470200.0
2008-02-22,35.994998931884766,36.0099983215332,35.08000183105469,36.21500015258789,1853800.0
2008-02-25,36.2400016784668,37.78499984741211,36.23500061035156,38.125,4150600.0
2008-02-26,37.5,37.224998474121094,36.9900016784668,38.29499816894531,1868200.0
2008-02-27,37.95500183105469,37.2400016784668,36.880001068115234,37.95500183105469,1438800.0
2008-02-28,37.220001220703125,36.974998474121094,36.525001525878906,37.40999984741211,1257200.0
2008-02-29,36.45500183105469,36.20500183105469,35.95000076293945,36.95500183105469,1638400.0
2008-03-03,36.0,36.439998626708984,35.900001525878906,36.720001220703125,1222200.0
2008-03-04,36.01499938964844,36.06999969482422,35.27000045776367,36.345001220703125,2080000.0
2008-03-05,36.25,35.70000076293945,35.34000015258789,36.369998931884766,1392000.0
2008-03-06,35.43000030517578,33.82500076293945,33.7599983215332,35.900001525878906,2205000.0
2008-03-07,33.5,33.57500076293945,32.96500015258789,34.38999938964844,2552200.0
2008-03-10,33.5,31.065000534057617,30.934999465942383,33.5,3291800.0
2008-03-11,31.375,33.040000915527344,31.375,33.095001220703125,3253800.0
2008-03-12,32.82500076293945,32.28499984741211,32.11000061035156,33.52000045776367,2051000.0
2008-03-13,31.780000686645508,33.48500061035156,31.450000762939453,33.724998474121094,1788400.0
2008-03-14,33.70500183105469,33.29999923706055,32.29999923706055,34.6150016784668,2279600.0
2008-03-17,32.79999923706055,32.7400016784668,32.20000076293945,33.11000061035156,1897400.0
2008-03-18,33.474998474121094,34.939998626708984,33.279998779296875,35.04999923706055,2833200.0
2008-03-19,35.0,35.095001220703125,34.86000061035156,36.47999954223633,2796000.0
2008-03-20,35.93000030517578,35.6150016784668,34.5,36.0,3003400.0
2008-03-24,35.6150016784668,37.165000915527344,35.095001220703125,37.28499984741211,2316600.0
2008-03-25,37.25,37.380001068115234,36.90999984741211,37.720001220703125,2018600.0
2008-03-26,37.18000030517578,37.22999954223633,36.7599983215332,37.540000915527344,1534800.0
2008-03-27,37.20000076293945,37.17499923706055,36.849998474121094,37.46500015258789,1588600.0
2008-03-28,37.25,37.150001525878906,36.994998931884766,37.5,2429400.0
2008-03-31,37.0,37.95000076293945,36.5,38.650001525878906,3288800.0
2008-04-01,38.4900016784668,38.96500015258789,37.86000061035156,39.29999923706055,2096600.0
2008-04-02,38.904998779296875,38.5099983215332,38.119998931884766,39.45500183105469,1217000.0
2008-04-03,38.470001220703125,39.03499984741211,37.82500076293945,39.334999084472656,3233800.0
2008-04-04,39.4900016784668,39.41999816894531,38.970001220703125,39.92499923706055,1328800.0
2008-04-07,39.470001220703125,39.44499969482422,39.35499954223633,39.900001525878906,1298400.0
2008-04-08,39.209999084472656,39.1150016784668,38.22999954223633,39.400001525878906,1356000.0
2008-04-09,39.09000015258789,39.060001373291016,38.68000030517578,39.540000915527344,1176400.0
2008-04-10,39.130001068115234,39.439998626708984,38.66999816894531,39.95000076293945,958200.0
2008-04-11,38.95500183105469,38.130001068115234,38.02000045776367,39.1150016784668,1119600.0
2008-04-14,38.209999084472656,38.08000183105469,37.52000045776367,38.68000030517578,1257000.0
2008-04-15,37.154998779296875,35.67499923706055,34.900001525878906,37.53499984741211,6956400.0
2008-04-16,35.8849983215332,36.57500076293945,35.5,36.939998626708984,1912000.0
2008-04-17,36.369998931884766,36.0,35.66999816894531,36.5,1549600.0
2008-04-18,36.595001220703125,36.64500045776367,36.025001525878906,37.334999084472656,1420400.0
2008-04-21,36.4900016784668,36.9900016784668,36.29999923706055,37.68000030517578,2109600.0
2008-04-22,37.029998779296875,36.23500061035156,35.44499969482422,37.65999984741211,4809800.0
2008-04-23,38.29999923706055,39.92499923706055,38.0,40.95000076293945,6553800.0
2008-04-24,39.845001220703125,39.90999984741211,39.10499954223633,40.19499969482422,2798000.0
2008-04-25,39.525001525878906,39.505001068115234,39.209999084472656,39.88999938964844,1552400.0
2008-04-28,38.119998931884766,38.595001220703125,38.05500030517578,39.150001525878906,1972200.0
2008-04-29,38.75,39.0,38.26499938964844,39.25,1766200.0
2008-04-30,39.20000076293945,38.94499969482422,38.775001525878906,39.86000061035156,1538800.0
2008-05-01,38.994998931884766,39.09000015258789,38.474998474121094,39.43000030517578,1675800.0
2008-05-02,39.560001373291016,39.375,39.03499984741211,40.0,1309800.0
