Date,prlbopen,prlbclose,prlblow,prlbhigh,prlbvolume
2012-04-16,31.020000457763672,30.09000015258789,28.610000610351562,31.020000457763672,118400
2012-04-17,30.40999984741211,30.540000915527344,30.020000457763672,30.799999237060547,105700
2012-04-18,30.290000915527344,30.399999618530273,29.729999542236328,30.600000381469727,35700
2012-04-19,30.59000015258789,31.860000610351562,30.59000015258789,33.27000045776367,142200
2012-04-20,32.20000076293945,33.400001525878906,31.530000686645508,34.06999969482422,59500
2012-04-23,32.84000015258789,32.900001525878906,32.279998779296875,33.0,18900
2012-04-24,32.97999954223633,33.150001525878906,32.689998626708984,33.150001525878906,23700
2012-04-25,33.54999923706055,33.810001373291016,33.09000015258789,33.91999816894531,28600
2012-04-26,33.849998474121094,35.130001068115234,33.59000015258789,35.88999938964844,96600
2012-04-27,35.060001373291016,36.310001373291016,34.81999969482422,36.56999969482422,41000
2012-04-30,36.41999816894531,37.099998474121094,36.06999969482422,37.099998474121094,65600
2012-05-01,36.83000183105469,38.650001525878906,36.83000183105469,39.08000183105469,81000
2012-05-02,38.56999969482422,37.86000061035156,37.56999969482422,38.88999938964844,57000
2012-05-03,32.0,29.479999542236328,24.93000030517578,32.15999984741211,1434900
2012-05-04,28.780000686645508,30.31999969482422,28.040000915527344,31.1299991607666,89200
2012-05-07,30.299999237060547,30.579999923706055,28.850000381469727,30.579999923706055,120800
2012-05-08,30.540000915527344,29.6299991607666,29.100000381469727,30.540000915527344,112100
2012-05-09,29.170000076293945,29.709999084472656,28.959999084472656,30.229999542236328,63100
2012-05-10,29.700000762939453,32.150001525878906,29.700000762939453,33.209999084472656,142000
2012-05-11,31.780000686645508,32.150001525878906,31.739999771118164,32.56999969482422,78100
2012-05-14,31.809999465942383,31.889999389648438,31.219999313354492,32.13999938964844,67000
2012-05-15,31.889999389648438,30.770000457763672,29.899999618530273,31.989999771118164,83500
2012-05-16,30.989999771118164,30.969999313354492,29.75,31.389999389648438,100000
2012-05-17,30.969999313354492,31.06999969482422,30.799999237060547,31.709999084472656,73800
2012-05-18,30.989999771118164,31.290000915527344,30.989999771118164,31.540000915527344,52000
2012-05-21,31.469999313354492,31.299999237060547,31.25,31.600000381469727,31500
2012-05-22,31.420000076293945,31.809999465942383,31.399999618530273,31.959999084472656,32500
2012-05-23,31.639999389648438,31.979999542236328,31.190000534057617,32.11000061035156,23500
2012-05-24,32.029998779296875,33.61000061035156,31.979999542236328,33.63999938964844,53400
2012-05-25,33.36000061035156,34.2599983215332,33.36000061035156,34.36000061035156,53000
2012-05-29,34.529998779296875,34.22999954223633,33.939998626708984,34.65999984741211,31300
2012-05-30,34.08000183105469,35.619998931884766,33.619998931884766,35.810001373291016,62700
2012-05-31,35.61000061035156,36.88999938964844,35.439998626708984,37.439998626708984,134600
2012-06-01,36.09000015258789,35.040000915527344,34.20000076293945,36.09000015258789,72800
2012-06-04,35.130001068115234,36.4900016784668,35.130001068115234,36.97999954223633,245100
2012-06-05,36.33000183105469,35.75,35.650001525878906,37.0,104500
2012-06-06,35.91999816894531,35.90999984741211,35.45000076293945,36.599998474121094,108300
2012-06-07,36.2599983215332,35.02000045776367,34.560001373291016,36.630001068115234,76200
2012-06-08,34.779998779296875,34.22999954223633,33.97999954223633,35.09000015258789,92500
2012-06-11,34.470001220703125,34.209999084472656,34.02000045776367,34.470001220703125,42400
2012-06-12,34.310001373291016,34.33000183105469,34.0,34.56999969482422,62900
2012-06-13,34.41999816894531,35.349998474121094,34.15999984741211,36.220001220703125,91400
2012-06-14,35.70000076293945,35.529998779296875,35.209999084472656,35.84000015258789,76000
2012-06-15,35.7599983215332,35.849998474121094,35.52000045776367,36.25,62500
2012-06-18,35.81999969482422,35.939998626708984,35.689998626708984,36.06999969482422,47000
2012-06-19,36.0,35.869998931884766,35.279998779296875,36.279998779296875,58500
2012-06-20,36.0099983215332,38.029998779296875,35.939998626708984,38.95000076293945,295900
2012-06-21,38.20000076293945,35.4900016784668,34.95000076293945,38.70000076293945,350200
2012-06-22,35.970001220703125,33.88999938964844,32.97999954223633,35.970001220703125,485000
2012-06-25,33.810001373291016,32.29999923706055,31.75,33.9900016784668,204000
2012-06-26,32.36000061035156,30.440000534057617,29.93000030517578,32.36000061035156,302200
2012-06-27,30.40999984741211,30.020000457763672,29.950000762939453,31.540000915527344,194100
2012-06-28,30.93000030517578,29.389999389648438,28.639999389648438,31.25,257900
2012-06-29,30.940000534057617,28.760000228881836,28.219999313354492,31.969999313354492,274000
2012-07-02,28.760000228881836,30.09000015258789,28.760000228881836,30.479999542236328,209600
2012-07-03,30.170000076293945,31.770000457763672,30.170000076293945,32.0,229000
2012-07-05,32.97999954223633,30.950000762939453,30.81999969482422,32.97999954223633,234600
2012-07-06,30.510000228881836,29.899999618530273,28.979999542236328,30.510000228881836,178300
2012-07-09,30.170000076293945,29.889999389648438,29.31999969482422,30.459999084472656,164900
2012-07-10,30.260000228881836,30.0,29.5,31.040000915527344,256900
2012-07-11,30.610000610351562,32.11000061035156,30.540000915527344,32.16999816894531,486600
2012-07-12,32.150001525878906,33.810001373291016,31.860000610351562,34.22999954223633,263600
2012-07-13,34.25,33.720001220703125,33.70000076293945,34.5,157400
2012-07-16,33.959999084472656,34.11000061035156,33.59000015258789,34.52000045776367,52300
2012-07-17,34.13999938964844,37.72999954223633,34.11000061035156,38.52000045776367,189600
2012-07-18,37.7400016784668,37.84000015258789,36.40999984741211,38.18000030517578,173600
2012-07-19,38.02000045776367,37.5,37.439998626708984,38.130001068115234,71900
2012-07-20,37.529998779296875,35.16999816894531,35.11000061035156,38.0,61900
2012-07-23,34.75,33.970001220703125,33.68000030517578,35.0,153300
2012-07-24,33.900001525878906,32.0,30.1299991607666,33.900001525878906,643100
2012-07-25,32.310001373291016,33.47999954223633,32.0,33.849998474121094,166000
2012-07-26,33.56999969482422,35.400001525878906,33.56999969482422,35.400001525878906,93100
2012-07-27,36.0,37.099998474121094,34.25,37.36000061035156,67800
2012-07-30,37.2599983215332,36.27000045776367,36.099998474121094,37.7400016784668,78800
2012-07-31,36.02000045776367,37.83000183105469,36.02000045776367,38.81999969482422,96000
2012-08-01,38.0,39.439998626708984,37.33000183105469,41.099998474121094,209000
2012-08-02,38.869998931884766,37.7599983215332,36.529998779296875,38.869998931884766,63200
2012-08-03,37.900001525878906,37.88999938964844,37.310001373291016,39.22999954223633,51800
2012-08-06,37.90999984741211,37.22999954223633,36.65999984741211,38.9900016784668,82000
2012-08-07,37.560001373291016,36.91999816894531,36.29999923706055,37.689998626708984,47500
2012-08-08,37.13999938964844,36.689998626708984,36.130001068115234,37.220001220703125,45500
2012-08-09,36.54999923706055,35.619998931884766,34.5,36.54999923706055,118700
2012-08-10,35.630001068115234,34.72999954223633,33.470001220703125,36.400001525878906,97700
2012-08-13,34.619998931884766,35.13999938964844,33.61000061035156,35.95000076293945,49700
2012-08-14,35.2400016784668,33.95000076293945,33.689998626708984,35.38999938964844,71800
2012-08-15,33.90999984741211,35.220001220703125,33.650001525878906,35.34000015258789,32100
2012-08-16,35.400001525878906,36.150001525878906,35.400001525878906,37.290000915527344,100800
2012-08-17,36.15999984741211,35.38999938964844,35.22999954223633,36.25,91000
2012-08-20,36.0,33.9900016784668,33.45000076293945,36.91999816894531,160400
2012-08-21,34.0,33.38999938964844,33.040000915527344,34.880001068115234,102100
2012-08-22,32.08000183105469,33.0,32.0,33.0099983215332,673700
2012-08-23,31.690000534057617,32.02000045776367,31.020000457763672,33.06999969482422,706200
2012-08-24,31.399999618530273,32.63999938964844,31.399999618530273,32.880001068115234,610000
2012-08-27,32.709999084472656,31.700000762939453,31.5,32.709999084472656,224300
2012-08-28,31.649999618530273,31.850000381469727,31.579999923706055,32.4900016784668,417200
2012-08-29,31.889999389648438,31.700000762939453,31.520000457763672,32.11000061035156,246400
2012-08-30,31.6299991607666,31.170000076293945,30.81999969482422,31.84000015258789,258100
2012-08-31,31.0,31.459999084472656,30.920000076293945,31.489999771118164,257500
2012-09-04,31.5,30.790000915527344,30.6200008392334,31.5,334900
2012-09-05,30.780000686645508,30.350000381469727,30.329999923706055,31.0,272400
2012-09-06,30.540000915527344,31.25,30.3700008392334,31.5,169700
2012-09-07,31.3799991607666,32.38999938964844,31.350000381469727,33.040000915527344,336800
2012-09-10,32.43000030517578,32.5,32.36000061035156,32.900001525878906,144900
2012-09-11,32.58000183105469,32.29999923706055,32.02000045776367,32.7599983215332,179000
2012-09-12,32.36000061035156,32.290000915527344,31.709999084472656,32.900001525878906,144600
2012-09-13,31.010000228881836,32.790000915527344,31.010000228881836,32.939998626708984,293200
2012-09-14,32.75,32.68000030517578,32.43000030517578,32.95000076293945,136700
2012-09-17,32.75,32.650001525878906,32.5,32.849998474121094,59000
2012-09-18,32.709999084472656,32.709999084472656,32.54999923706055,32.75,41100
2012-09-19,33.38999938964844,32.810001373291016,32.560001373291016,33.38999938964844,110700
2012-09-20,32.61000061035156,33.290000915527344,32.369998931884766,33.439998626708984,213900
2012-09-21,33.65999984741211,33.400001525878906,33.09000015258789,33.849998474121094,148100
2012-09-24,33.7599983215332,33.470001220703125,32.79999923706055,33.7599983215332,56300
2012-09-25,33.5,33.72999954223633,33.2400016784668,34.33000183105469,170100
2012-09-26,33.66999816894531,33.56999969482422,33.13999938964844,33.939998626708984,70100
2012-09-27,33.22999954223633,33.0099983215332,32.81999969482422,33.5,239900
2012-09-28,32.869998931884766,33.81999969482422,32.79999923706055,33.880001068115234,177700
2012-10-01,33.849998474121094,33.880001068115234,33.41999816894531,34.0,91600
2012-10-02,33.91999816894531,32.790000915527344,32.720001220703125,34.060001373291016,219600
2012-10-03,32.90999984741211,32.349998474121094,32.310001373291016,33.97999954223633,368000
2012-10-04,32.61000061035156,32.66999816894531,32.459999084472656,32.900001525878906,72200
2012-10-05,32.68000030517578,33.16999816894531,32.68000030517578,33.650001525878906,100000
2012-10-08,33.0,32.65999984741211,32.52000045776367,33.0,101300
2012-10-09,32.58000183105469,31.40999984741211,31.31999969482422,32.95000076293945,104900
2012-10-10,31.489999771118164,30.59000015258789,30.360000610351562,31.489999771118164,55400
2012-10-11,30.8799991607666,30.969999313354492,30.56999969482422,31.34000015258789,51000
2012-10-12,30.90999984741211,30.110000610351562,29.59000015258789,30.90999984741211,168000
2012-10-15,30.100000381469727,30.329999923706055,30.0,30.6200008392334,72500
2012-10-16,30.530000686645508,31.110000610351562,29.760000228881836,31.170000076293945,204500
2012-10-17,31.260000228881836,31.329999923706055,30.68000030517578,31.530000686645508,81000
2012-10-18,31.309999465942383,30.459999084472656,30.34000015258789,31.309999465942383,70400
2012-10-19,30.219999313354492,29.600000381469727,29.450000762939453,30.34000015258789,227000
2012-10-22,29.600000381469727,28.489999771118164,28.360000610351562,29.899999618530273,222400
2012-10-23,28.010000228881836,29.5,27.959999084472656,30.0,205400
2012-10-24,29.670000076293945,29.93000030517578,29.360000610351562,30.440000534057617,160100
2012-10-25,32.13999938964844,35.959999084472656,32.13999938964844,36.54999923706055,1092900
2012-10-26,35.529998779296875,35.68000030517578,35.25,36.06999969482422,290400
2012-10-31,35.0,34.70000076293945,33.79999923706055,35.5099983215332,192400
2012-11-01,35.0,34.7599983215332,34.18000030517578,35.20000076293945,137900
2012-11-02,34.779998779296875,33.4900016784668,33.459999084472656,35.0,59600
2012-11-05,33.5,33.959999084472656,33.27000045776367,34.2400016784668,74300
2012-11-06,34.5099983215332,33.61000061035156,33.38999938964844,34.5099983215332,65700
2012-11-07,33.25,33.06999969482422,32.970001220703125,33.459999084472656,185600
2012-11-08,33.0,33.220001220703125,32.810001373291016,33.40999984741211,73100
2012-11-09,33.4900016784668,34.45000076293945,33.16999816894531,34.709999084472656,97200
2012-11-12,34.619998931884766,33.83000183105469,33.09000015258789,34.619998931884766,44000
2012-11-13,33.040000915527344,32.56999969482422,32.06999969482422,33.52000045776367,165800
2012-11-14,32.58000183105469,31.639999389648438,31.020000457763672,33.029998779296875,149100
2012-11-15,31.489999771118164,31.780000686645508,31.15999984741211,32.560001373291016,213900
2012-11-16,32.40999984741211,32.08000183105469,31.15999984741211,32.77000045776367,1847100
2012-11-19,32.25,33.970001220703125,31.489999771118164,34.11000061035156,368000
2012-11-20,33.86000061035156,33.939998626708984,33.15999984741211,34.0,102800
2012-11-21,33.88999938964844,34.2400016784668,33.34000015258789,34.5,139400
2012-11-23,34.34000015258789,34.06999969482422,33.709999084472656,34.720001220703125,62400
2012-11-26,33.970001220703125,35.5099983215332,33.72999954223633,35.5099983215332,431500
2012-11-27,35.5099983215332,35.880001068115234,35.06999969482422,36.310001373291016,359700
2012-11-28,35.7599983215332,35.25,34.95000076293945,35.97999954223633,194400
2012-11-29,35.290000915527344,36.11000061035156,35.2400016784668,36.150001525878906,215200
2012-11-30,36.11000061035156,36.47999954223633,35.61000061035156,36.47999954223633,1200000
2012-12-03,36.310001373291016,36.0,35.88999938964844,36.79999923706055,299800
2012-12-04,36.31999969482422,35.630001068115234,35.38999938964844,36.31999969482422,221300
2012-12-05,35.54999923706055,34.970001220703125,34.150001525878906,35.630001068115234,168800
2012-12-06,34.86000061035156,35.560001373291016,34.400001525878906,36.20000076293945,122500
2012-12-07,35.65999984741211,35.560001373291016,35.11000061035156,35.720001220703125,58000
2012-12-10,35.630001068115234,35.66999816894531,35.220001220703125,36.0,75300
2012-12-11,35.779998779296875,36.40999984741211,35.709999084472656,36.849998474121094,130900
2012-12-12,36.41999816894531,37.099998474121094,36.38999938964844,37.5,233700
2012-12-13,36.790000915527344,36.25,35.97999954223633,37.400001525878906,152900
2012-12-14,36.27000045776367,35.560001373291016,35.40999984741211,37.11000061035156,73600
2012-12-17,35.689998626708984,35.91999816894531,35.04999923706055,36.16999816894531,132500
2012-12-18,36.04999923706055,36.380001068115234,35.86000061035156,36.84000015258789,147300
2012-12-19,36.560001373291016,37.560001373291016,36.560001373291016,38.27000045776367,308500
2012-12-20,37.5,38.2400016784668,36.86000061035156,38.25,211000
2012-12-21,37.790000915527344,37.31999969482422,36.939998626708984,38.11000061035156,153600
2012-12-24,37.34000015258789,37.400001525878906,36.91999816894531,37.79999923706055,45000
2012-12-26,37.5099983215332,37.709999084472656,37.02000045776367,38.040000915527344,50900
2012-12-27,37.709999084472656,36.04999923706055,35.90999984741211,37.709999084472656,173400
2012-12-28,35.939998626708984,37.849998474121094,35.86000061035156,38.11000061035156,205300
2012-12-31,37.88999938964844,39.41999816894531,37.75,39.79999923706055,253700
2013-01-02,40.4900016784668,39.119998931884766,38.75,40.5,229200
2013-01-03,38.90999984741211,38.849998474121094,38.47999954223633,39.02000045776367,130000
2013-01-04,38.880001068115234,38.20000076293945,38.029998779296875,39.18000030517578,103700
2013-01-07,38.290000915527344,38.900001525878906,38.04999923706055,39.400001525878906,178700
2013-01-08,38.97999954223633,38.119998931884766,37.22999954223633,39.369998931884766,227900
2013-01-09,38.33000183105469,39.15999984741211,38.31999969482422,39.88999938964844,272100
2013-01-10,39.7400016784668,38.7400016784668,38.349998474121094,39.7400016784668,135400
2013-01-11,39.029998779296875,38.900001525878906,38.689998626708984,39.68000030517578,191100
2013-01-14,39.2400016784668,38.66999816894531,38.08000183105469,39.599998474121094,115100
2013-01-15,38.5,39.4900016784668,38.5,39.810001373291016,204300
2013-01-16,39.54999923706055,42.709999084472656,39.349998474121094,42.88999938964844,855700
2013-01-17,43.18000030517578,44.220001220703125,42.290000915527344,44.22999954223633,620300
2013-01-18,44.25,44.560001373291016,43.18000030517578,44.599998474121094,333600
2013-01-22,44.630001068115234,44.38999938964844,44.119998931884766,44.900001525878906,322300
2013-01-23,44.279998779296875,42.130001068115234,41.88999938964844,44.41999816894531,449900
2013-01-24,42.38999938964844,43.45000076293945,42.04999923706055,44.79999923706055,447400
2013-01-25,43.66999816894531,43.0,42.560001373291016,44.459999084472656,309300
2013-01-28,43.130001068115234,40.900001525878906,39.59000015258789,43.34000015258789,664900
2013-01-29,40.97999954223633,41.349998474121094,40.099998474121094,41.650001525878906,226400
2013-01-30,41.29999923706055,41.5099983215332,40.66999816894531,41.7599983215332,214300
2013-01-31,41.400001525878906,41.130001068115234,41.11000061035156,41.9900016784668,121000
2013-02-01,41.0,41.880001068115234,40.81999969482422,41.93000030517578,123100
2013-02-04,41.720001220703125,41.86000061035156,41.38999938964844,41.93000030517578,201200
2013-02-05,41.86000061035156,40.91999816894531,40.900001525878906,42.290000915527344,181600
2013-02-06,40.72999954223633,39.9900016784668,39.970001220703125,41.209999084472656,244400
2013-02-07,40.09000015258789,39.77000045776367,39.72999954223633,40.810001373291016,180800
2013-02-08,39.75,41.20000076293945,39.63999938964844,41.9900016784668,228300
2013-02-11,41.2400016784668,41.7599983215332,41.08000183105469,42.29999923706055,270200
2013-02-12,41.869998931884766,42.0,41.59000015258789,43.70000076293945,795400
2013-02-13,46.70000076293945,52.81999969482422,46.70000076293945,53.90999984741211,3147300
2013-02-14,52.5,48.470001220703125,48.45000076293945,52.52000045776367,1360700
2013-02-15,48.15999984741211,47.08000183105469,46.02000045776367,48.41999816894531,956800
2013-02-19,47.2400016784668,48.97999954223633,47.189998626708984,49.08000183105469,654100
2013-02-20,49.0099983215332,46.880001068115234,46.5,49.25,356200
2013-02-21,46.040000915527344,45.689998626708984,44.68000030517578,46.20000076293945,416100
2013-02-22,44.22999954223633,45.5099983215332,44.08000183105469,45.5099983215332,810100
2013-02-25,44.25,44.61000061035156,44.25,45.68000030517578,400700
2013-02-26,44.84000015258789,45.38999938964844,43.11000061035156,45.54999923706055,366300
2013-02-27,45.459999084472656,46.40999984741211,45.029998779296875,46.599998474121094,525400
2013-02-28,46.380001068115234,46.4900016784668,46.0099983215332,46.79999923706055,427800
2013-03-01,46.119998931884766,46.66999816894531,43.5,47.279998779296875,568800
2013-03-04,47.06999969482422,46.25,45.810001373291016,47.79999923706055,522300
2013-03-05,46.630001068115234,48.040000915527344,46.33000183105469,48.779998779296875,758900
2013-03-06,48.459999084472656,48.34000015258789,47.060001373291016,48.5,345400
2013-03-07,48.25,48.220001220703125,47.599998474121094,48.75,175200
2013-03-08,48.52000045776367,48.22999954223633,48.119998931884766,49.22999954223633,174900
2013-03-11,48.22999954223633,48.310001373291016,47.790000915527344,48.7599983215332,178600
2013-03-12,48.36000061035156,47.650001525878906,47.529998779296875,48.91999816894531,236800
2013-03-13,47.88999938964844,49.130001068115234,47.849998474121094,49.4900016784668,262700
2013-03-14,49.279998779296875,48.52000045776367,48.459999084472656,49.4900016784668,170000
2013-03-15,48.65999984741211,46.900001525878906,46.04999923706055,48.869998931884766,394500
2013-03-18,46.380001068115234,46.849998474121094,46.0,47.2400016784668,256100
2013-03-19,47.150001525878906,45.27000045776367,45.040000915527344,47.25,581300
2013-03-20,45.63999938964844,45.599998474121094,45.349998474121094,46.40999984741211,544600
2013-03-21,45.79999923706055,47.150001525878906,45.5099983215332,47.45000076293945,237700
2013-03-22,47.439998626708984,46.810001373291016,46.709999084472656,48.56999969482422,429200
2013-03-25,47.18000030517578,45.91999816894531,45.66999816894531,47.2599983215332,720600
2013-03-26,46.33000183105469,47.9900016784668,46.2599983215332,48.08000183105469,538400
2013-03-27,47.540000915527344,49.33000183105469,46.56999969482422,49.68000030517578,608100
2013-03-28,49.599998474121094,49.099998474121094,48.0,49.599998474121094,369200
2013-04-01,49.4900016784668,47.540000915527344,46.400001525878906,49.599998474121094,602600
2013-04-02,48.0099983215332,48.220001220703125,47.7599983215332,49.0,291300
2013-04-03,48.90999984741211,46.970001220703125,46.41999816894531,48.90999984741211,330900
2013-04-04,46.75,46.77000045776367,46.31999969482422,47.029998779296875,204800
2013-04-05,45.77000045776367,46.25,43.619998931884766,46.439998626708984,491100
2013-04-08,46.40999984741211,46.81999969482422,45.2400016784668,47.0,197700
2013-04-09,46.689998626708984,47.119998931884766,46.470001220703125,47.470001220703125,213900
2013-04-10,47.29999923706055,52.22999954223633,47.29999923706055,52.4900016784668,1378100
2013-04-11,53.93000030517578,52.22999954223633,51.189998626708984,55.22999954223633,1609300
2013-04-12,51.900001525878906,50.150001525878906,48.380001068115234,52.209999084472656,1038600
2013-04-15,50.0,46.40999984741211,45.81999969482422,50.04999923706055,1162800
2013-04-16,47.02000045776367,48.18000030517578,44.599998474121094,48.599998474121094,841400
2013-04-17,47.650001525878906,47.0099983215332,45.61000061035156,47.88999938964844,888900
2013-04-18,47.11000061035156,44.79999923706055,43.9900016784668,47.369998931884766,792400
2013-04-19,44.790000915527344,45.75,44.41999816894531,47.060001373291016,490600
2013-04-22,45.84000015258789,46.4900016784668,43.66999816894531,46.75,698600
2013-04-23,46.939998626708984,48.599998474121094,46.790000915527344,48.900001525878906,513900
2013-04-24,48.790000915527344,48.720001220703125,47.939998626708984,49.459999084472656,504800
2013-04-25,48.16999816894531,47.7599983215332,44.75,49.09000015258789,1609900
2013-04-26,47.61000061035156,49.5,47.43000030517578,49.79999923706055,551300
2013-04-29,49.93000030517578,50.4900016784668,49.45000076293945,51.75,600700
2013-04-30,50.65999984741211,51.08000183105469,49.529998779296875,51.189998626708984,434300
2013-05-01,50.68000030517578,50.68000030517578,50.2400016784668,51.470001220703125,461400
2013-05-02,50.81999969482422,52.41999816894531,50.540000915527344,52.95000076293945,411400
2013-05-03,52.61000061035156,55.04999923706055,52.61000061035156,55.93000030517578,804800
2013-05-06,54.959999084472656,54.5,54.0,55.63999938964844,371700
2013-05-07,54.59000015258789,54.59000015258789,53.9900016784668,55.54999923706055,217300
2013-05-08,54.65999984741211,54.7599983215332,54.279998779296875,56.59000015258789,418900
2013-05-09,54.599998474121094,54.95000076293945,54.0,55.029998779296875,283100
2013-05-10,55.599998474121094,59.130001068115234,55.599998474121094,59.84000015258789,650500
2013-05-13,58.86000061035156,56.91999816894531,56.68000030517578,58.86000061035156,349100
2013-05-14,57.439998626708984,56.790000915527344,55.720001220703125,59.2400016784668,468200
2013-05-15,55.939998626708984,54.689998626708984,53.709999084472656,55.939998626708984,846000
2013-05-16,54.689998626708984,54.349998474121094,54.0,55.5,600300
2013-05-17,54.7599983215332,55.119998931884766,53.779998779296875,56.34000015258789,450700
2013-05-20,55.349998474121094,56.11000061035156,54.900001525878906,56.810001373291016,444800
2013-05-21,56.38999938964844,55.9900016784668,55.0099983215332,56.599998474121094,233000
2013-05-22,56.31999969482422,52.5,51.290000915527344,56.369998931884766,758700
2013-05-23,51.540000915527344,53.34000015258789,51.189998626708984,53.400001525878906,331500
2013-05-24,53.16999816894531,53.869998931884766,51.970001220703125,53.95000076293945,172800
2013-05-28,54.93000030517578,54.09000015258789,53.47999954223633,55.0,225800
2013-05-29,53.790000915527344,53.5,52.400001525878906,53.790000915527344,131900
2013-05-30,53.22999954223633,55.40999984741211,52.880001068115234,55.43000030517578,294000
2013-05-31,55.0,55.2400016784668,54.619998931884766,56.2400016784668,282900
2013-06-03,54.959999084472656,52.959999084472656,52.04999923706055,55.29999923706055,321700
2013-06-04,52.900001525878906,53.0,52.29999923706055,53.81999969482422,131400
2013-06-05,52.68000030517578,51.52000045776367,51.459999084472656,53.08000183105469,210400
2013-06-06,51.65999984741211,54.40999984741211,51.65999984741211,54.40999984741211,260700
2013-06-07,55.060001373291016,56.560001373291016,54.400001525878906,56.61000061035156,506100
2013-06-10,57.0,56.150001525878906,55.959999084472656,57.34000015258789,337800
2013-06-11,55.18000030517578,54.81999969482422,53.380001068115234,55.63999938964844,275700
2013-06-12,55.58000183105469,53.41999816894531,53.400001525878906,55.689998626708984,155100
2013-06-13,53.86000061035156,55.369998931884766,53.52000045776367,55.689998626708984,244400
2013-06-14,55.599998474121094,57.150001525878906,55.349998474121094,57.58000183105469,229300
2013-06-17,58.02000045776367,59.459999084472656,57.79999923706055,59.7400016784668,605300
2013-06-18,59.880001068115234,62.529998779296875,59.81999969482422,63.5,1200500
2013-06-19,63.220001220703125,63.869998931884766,62.75,65.12000274658203,744800
2013-06-20,62.599998474121094,61.0099983215332,60.04999923706055,63.75,798400
2013-06-21,61.279998779296875,60.0,59.0099983215332,62.18000030517578,659300
2013-06-24,58.54999923706055,61.400001525878906,57.09000015258789,61.720001220703125,631800
2013-06-25,62.0,64.62000274658203,62.0,66.25,739000
2013-06-26,65.77999877929688,65.29000091552734,64.63999938964844,66.20999908447266,776500
2013-06-27,66.01000213623047,66.37999725341797,65.31999969482422,67.30999755859375,510000
2013-06-28,66.79000091552734,64.97000122070312,64.80000305175781,67.4000015258789,1517000
2013-07-01,66.1500015258789,65.83000183105469,64.58000183105469,66.69999694824219,382000
2013-07-02,66.37000274658203,63.56999969482422,62.91999816894531,66.41999816894531,617800
2013-07-03,62.810001373291016,64.9800033569336,62.7400016784668,65.44000244140625,206000
2013-07-05,66.02999877929688,65.48999786376953,64.75,66.44999694824219,245600
2013-07-08,65.91999816894531,64.13999938964844,64.05999755859375,65.91999816894531,259500
2013-07-09,64.9000015258789,63.380001068115234,63.099998474121094,64.97000122070312,407000
2013-07-10,63.16999816894531,63.27000045776367,62.0,64.19000244140625,470300
