Date,clxopen,clxclose,clxlow,clxhigh,clxvolume
2008-01-02,64.7699966430664,63.88999938964844,63.540000915527344,65.25,1277600.0
2008-01-03,64.22000122070312,63.439998626708984,63.400001525878906,64.62999725341797,983900.0
2008-01-04,63.310001373291016,63.439998626708984,63.20000076293945,64.16000366210938,1569700.0
2008-01-07,63.70000076293945,63.7599983215332,63.25,64.13999938964844,1381600.0
2008-01-08,64.12000274658203,63.11000061035156,63.029998779296875,64.30000305175781,2430300.0
2008-01-09,63.060001373291016,62.70000076293945,62.20000076293945,63.31999969482422,2274500.0
2008-01-10,62.59000015258789,62.86000061035156,62.33000183105469,63.97999954223633,1888500.0
2008-01-11,62.33000183105469,61.56999969482422,61.400001525878906,62.58000183105469,1882400.0
2008-01-14,61.56999969482422,61.93000030517578,61.52000045776367,62.4900016784668,1295900.0
2008-01-15,61.29999923706055,61.47999954223633,60.7400016784668,62.08000183105469,1522700.0
2008-01-16,61.33000183105469,62.459999084472656,61.33000183105469,63.7400016784668,2454100.0
2008-01-17,62.52000045776367,61.79999923706055,61.540000915527344,62.9900016784668,1670200.0
2008-01-18,62.130001068115234,60.75,60.130001068115234,62.209999084472656,2053200.0
2008-01-22,59.400001525878906,59.63999938964844,58.5,60.52000045776367,2454600.0
2008-01-23,58.599998474121094,61.209999084472656,58.599998474121094,61.380001068115234,2426500.0
2008-01-24,61.36000061035156,60.040000915527344,59.310001373291016,61.36000061035156,1946300.0
2008-01-25,60.4900016784668,59.59000015258789,59.220001220703125,60.4900016784668,1259600.0
2008-01-28,60.09000015258789,60.40999984741211,59.81999969482422,60.599998474121094,1016900.0
2008-01-29,60.5,60.619998931884766,59.880001068115234,60.90999984741211,1126800.0
2008-01-30,60.47999954223633,59.959999084472656,59.650001525878906,60.79999923706055,988500.0
2008-01-31,59.22999954223633,61.34000015258789,59.22999954223633,61.79999923706055,1882900.0
2008-02-01,60.970001220703125,63.09000015258789,60.970001220703125,63.9900016784668,2468000.0
2008-02-04,62.709999084472656,60.72999954223633,60.650001525878906,62.83000183105469,2619000.0
2008-02-05,60.47999954223633,59.43000030517578,59.15999984741211,60.70000076293945,1768900.0
2008-02-06,58.25,57.90999984741211,57.439998626708984,58.5,3363400.0
2008-02-07,57.709999084472656,57.59000015258789,57.029998779296875,58.11000061035156,2919500.0
2008-02-08,57.0099983215332,57.060001373291016,56.83000183105469,57.58000183105469,1250100.0
2008-02-11,57.15999984741211,57.06999969482422,56.65999984741211,57.540000915527344,1407000.0
2008-02-12,57.06999969482422,56.810001373291016,56.41999816894531,57.369998931884766,1867900.0
2008-02-13,57.130001068115234,58.099998474121094,56.86000061035156,58.22999954223633,1630400.0
2008-02-14,58.099998474121094,57.189998626708984,57.060001373291016,58.5,2138600.0
2008-02-15,57.13999938964844,56.88999938964844,56.43000030517578,57.22999954223633,1152400.0
2008-02-19,57.43000030517578,56.66999816894531,56.58000183105469,57.43000030517578,1349400.0
2008-02-20,56.349998474121094,56.06999969482422,55.619998931884766,56.529998779296875,1904100.0
2008-02-21,56.150001525878906,56.25,56.029998779296875,56.58000183105469,2456900.0
2008-02-22,56.59000015258789,57.84000015258789,56.220001220703125,57.88999938964844,2246000.0
2008-02-25,57.7599983215332,57.83000183105469,57.470001220703125,58.02000045776367,2122300.0
2008-02-26,57.369998931884766,59.7400016784668,57.369998931884766,60.0,3153400.0
2008-02-27,59.58000183105469,59.59000015258789,59.5,60.119998931884766,1903000.0
2008-02-28,59.5,58.66999816894531,58.619998931884766,59.63999938964844,989000.0
2008-02-29,58.40999984741211,58.189998626708984,58.029998779296875,58.91999816894531,1369300.0
2008-03-03,58.2400016784668,58.220001220703125,57.81999969482422,58.2400016784668,950600.0
2008-03-04,57.720001220703125,57.70000076293945,57.36000061035156,58.099998474121094,1215200.0
2008-03-05,57.560001373291016,57.939998626708984,57.560001373291016,58.439998626708984,1207400.0
2008-03-06,57.779998779296875,57.099998474121094,57.08000183105469,57.869998931884766,1009900.0
2008-03-07,56.63999938964844,56.83000183105469,56.380001068115234,57.150001525878906,1317500.0
2008-03-10,56.9900016784668,56.56999969482422,56.560001373291016,57.310001373291016,902900.0
2008-03-11,57.099998474121094,56.91999816894531,56.25,57.40999984741211,1095800.0
2008-03-12,57.09000015258789,56.5,56.47999954223633,57.09000015258789,1268000.0
2008-03-13,56.20000076293945,56.869998931884766,56.20000076293945,57.0,1030100.0
2008-03-14,56.869998931884766,56.09000015258789,55.83000183105469,57.099998474121094,1149200.0
2008-03-17,55.369998931884766,55.61000061035156,55.369998931884766,56.29999923706055,1609200.0
2008-03-18,55.880001068115234,56.5,55.77000045776367,56.560001373291016,1323500.0
2008-03-19,57.0,56.06999969482422,56.06999969482422,57.20000076293945,1376400.0
2008-03-20,56.34000015258789,56.7400016784668,56.15999984741211,56.9900016784668,1981900.0
2008-03-24,56.849998474121094,56.709999084472656,56.2599983215332,57.0,1699200.0
2008-03-25,56.650001525878906,57.43000030517578,56.5099983215332,57.86000061035156,2794300.0
2008-03-26,57.310001373291016,57.099998474121094,56.70000076293945,57.34000015258789,1368500.0
2008-03-27,57.34000015258789,56.619998931884766,56.5,57.369998931884766,636300.0
2008-03-28,56.939998626708984,56.220001220703125,56.20000076293945,57.0,848800.0
2008-03-31,56.25,56.63999938964844,55.95000076293945,56.849998474121094,1497400.0
2008-04-01,56.84000015258789,57.5,56.75,57.560001373291016,2199300.0
2008-04-02,57.25,56.959999084472656,56.959999084472656,57.599998474121094,1475500.0
2008-04-03,56.72999954223633,57.29999923706055,56.63999938964844,57.349998474121094,1336100.0
2008-04-04,57.20000076293945,56.900001525878906,56.70000076293945,57.29999923706055,1286000.0
