Date,cprtopen,cprtclose,cprtlow,cprthigh,cprtvolume
2008-05-16,10.587499618530273,10.545000076293945,10.392499923706055,10.595000267028809,1230400.0
2008-05-19,10.569999694824219,10.449999809265137,10.392499923706055,10.600000381469727,950800.0
2008-05-20,10.447500228881836,10.382499694824219,10.289999961853027,10.520000457763672,1086000.0
2008-05-21,10.380000114440918,10.367500305175781,10.270000457763672,10.550000190734863,1402000.0
2008-05-22,10.367500305175781,10.515000343322754,10.279999732971191,10.524999618530273,1630000.0
2008-05-23,10.5,10.512499809265137,10.404999732971191,10.539999961853027,1274000.0
2008-05-27,10.547499656677246,10.71500015258789,10.5,10.727499961853027,1728000.0
2008-05-28,10.800000190734863,10.805000305175781,10.734999656677246,10.90250015258789,2670400.0
2008-05-29,10.8125,11.1899995803833,10.805000305175781,11.267499923706055,4182800.0
2008-05-30,11.227499961853027,11.25,11.022500038146973,11.412500381469727,8467600.0
2008-06-02,11.25,11.029999732971191,10.989999771118164,11.542499542236328,3737600.0
2008-06-03,11.0600004196167,11.095000267028809,11.005000114440918,11.1899995803833,4304000.0
2008-06-04,11.399999618530273,11.505000114440918,11.125,11.592499732971191,6877200.0
2008-06-05,11.612500190734863,11.949999809265137,11.574999809265137,11.962499618530273,7915200.0
2008-06-06,11.932499885559082,11.7524995803833,11.645000457763672,12.03499984741211,3076000.0
2008-06-09,11.994999885559082,12.017499923706055,11.8125,12.217499732971191,4128000.0
2008-06-10,11.984999656677246,11.800000190734863,11.782500267028809,12.007499694824219,3101200.0
2008-06-11,11.765000343322754,11.637499809265137,11.587499618530273,11.885000228881836,2594000.0
2008-06-12,11.630000114440918,11.807499885559082,11.630000114440918,11.942500114440918,2236000.0
2008-06-13,11.822500228881836,11.75,11.625,11.887499809265137,2640000.0
2008-06-16,11.75,11.875,11.75,11.912500381469727,2100400.0
2008-06-17,11.9350004196167,12.02750015258789,11.9350004196167,12.072500228881836,3407200.0
2008-06-18,12.010000228881836,11.5,11.4975004196167,12.0600004196167,3399200.0
2008-06-19,11.529999732971191,12.052499771118164,11.417499542236328,12.079999923706055,3635600.0
2008-06-20,12.039999961853027,11.9375,11.805000305175781,12.092499732971191,3947200.0
2008-06-23,11.947500228881836,12.109999656677246,11.947500228881836,12.335000038146973,4684400.0
2008-06-24,12.102499961853027,12.022500038146973,12.017499923706055,12.262499809265137,4124400.0
2008-06-25,11.994999885559082,11.612500190734863,11.475000381469727,11.994999885559082,4858400.0
2008-06-26,11.512499809265137,11.414999961853027,11.202500343322754,11.512499809265137,4162400.0
2008-06-27,11.369999885559082,11.225000381469727,11.112500190734863,11.369999885559082,3580000.0
2008-06-30,11.0649995803833,10.704999923706055,10.694999694824219,11.3125,4868000.0
2008-07-01,10.574999809265137,10.587499618530273,10.375,10.625,5623600.0
2008-07-02,10.577500343322754,10.135000228881836,10.074999809265137,10.625,6198000.0
2008-07-03,10.182499885559082,10.1225004196167,10.057499885559082,10.385000228881836,2227600.0
2008-07-07,10.1274995803833,10.029999732971191,9.875,10.3125,3593600.0
2008-07-08,10.072500228881836,10.512499809265137,9.984999656677246,10.512499809265137,4339600.0
2008-07-09,10.524999618530273,10.760000228881836,10.4375,10.805000305175781,6139600.0
2008-07-10,10.802499771118164,10.75,10.632499694824219,10.949999809265137,5004400.0
2008-07-11,10.602499961853027,10.734999656677246,10.449999809265137,10.817500114440918,4648400.0
2008-07-14,10.72249984741211,10.682499885559082,10.572500228881836,10.892499923706055,3183200.0
2008-07-15,10.5649995803833,10.5,10.407500267028809,10.6225004196167,5428800.0
2008-07-16,10.512499809265137,10.677499771118164,10.477499961853027,10.692500114440918,2356400.0
2008-07-17,10.720000267028809,11.005000114440918,10.642499923706055,11.007499694824219,4088800.0
2008-07-18,11.010000228881836,10.829999923706055,10.779999732971191,11.045000076293945,1743200.0
2008-07-21,10.904999732971191,10.920000076293945,10.807499885559082,11.02750015258789,2144400.0
2008-07-22,10.832500457763672,11.162500381469727,10.832500457763672,11.182499885559082,1944000.0
2008-07-23,11.149999618530273,11.109999656677246,11.015000343322754,11.267499923706055,1951200.0
2008-07-24,11.092499732971191,10.970000267028809,10.904999732971191,11.1850004196167,2167200.0
2008-07-25,11.010000228881836,10.8725004196167,10.817500114440918,11.164999961853027,1671200.0
2008-07-28,10.895000457763672,10.90999984741211,10.84749984741211,11.102499961853027,1510800.0
2008-07-29,10.970000267028809,11.082500457763672,10.944999694824219,11.154999732971191,1501600.0
2008-07-30,11.15250015258789,11.017499923706055,10.899999618530273,11.2475004196167,1755600.0
2008-07-31,10.970000267028809,10.96500015258789,10.914999961853027,11.147500038146973,1458800.0
2008-08-01,11.0600004196167,10.90999984741211,10.78499984741211,11.132499694824219,1548000.0
2008-08-04,10.890000343322754,10.887499809265137,10.774999618530273,10.967499732971191,1942400.0
2008-08-05,10.9350004196167,11.114999771118164,10.899999618530273,11.125,1724800.0
2008-08-06,11.0600004196167,11.0024995803833,10.96500015258789,11.0600004196167,1486400.0
2008-08-07,10.97249984741211,10.892499923706055,10.875,11.037500381469727,1493600.0
2008-08-08,10.875,11.072500228881836,10.875,11.1225004196167,1940800.0
2008-08-11,11.092499732971191,11.244999885559082,10.942500114440918,11.352499961853027,1874000.0
2008-08-12,11.194999694824219,11.047499656677246,11.0,11.2524995803833,1494800.0
2008-08-13,11.052499771118164,11.007499694824219,10.892499923706055,11.345000267028809,2290000.0
2008-08-14,10.944999694824219,11.210000038146973,10.944999694824219,11.460000038146973,2193600.0
2008-08-15,11.212499618530273,11.142499923706055,11.0649995803833,11.322500228881836,1460400.0
2008-08-18,11.202500343322754,11.100000381469727,10.982500076293945,11.202500343322754,1201600.0
2008-08-19,10.97249984741211,10.857500076293945,10.779999732971191,11.132499694824219,1266800.0
2008-08-20,10.899999618530273,10.859999656677246,10.75,10.9350004196167,991600.0
2008-08-21,10.732500076293945,10.854999542236328,10.732500076293945,11.050000190734863,954400.0
2008-08-22,10.912500381469727,11.0649995803833,10.912500381469727,11.082500457763672,959200.0
2008-08-25,11.0,10.787500381469727,10.7524995803833,11.0,710800.0
2008-08-26,10.770000457763672,10.822500228881836,10.742500305175781,10.90999984741211,1197600.0
2008-08-27,10.819999694824219,10.970000267028809,10.807499885559082,11.055000305175781,1177600.0
2008-08-28,11.015000343322754,11.072500228881836,10.90999984741211,11.149999618530273,1123200.0
2008-08-29,11.057499885559082,11.0024995803833,10.9399995803833,11.100000381469727,858000.0
2008-09-02,11.0625,11.202500343322754,11.024999618530273,11.359999656677246,1996400.0
2008-09-03,11.210000038146973,11.125,11.037500381469727,11.350000381469727,2099200.0
2008-09-04,11.0625,10.942500114440918,10.8774995803833,11.117500305175781,1405600.0
2008-09-05,10.867500305175781,10.954999923706055,10.654999732971191,11.069999694824219,1647600.0
2008-09-08,10.765000343322754,11.114999771118164,10.765000343322754,11.262499809265137,1116800.0
2008-09-09,11.125,11.0,10.967499732971191,11.25,1739200.0
2008-09-10,11.052499771118164,10.975000381469727,10.899999618530273,11.112500190734863,2865600.0
2008-09-11,10.819999694824219,11.145000457763672,10.71500015258789,11.170000076293945,1172800.0
2008-09-12,11.132499694824219,11.324999809265137,11.102499961853027,11.515000343322754,2562400.0
2008-09-15,10.787500381469727,11.510000228881836,10.75,11.739999771118164,5102400.0
2008-09-16,11.342499732971191,11.604999542236328,11.25,11.675000190734863,4268800.0
2008-09-17,11.507499694824219,11.227499961853027,11.154999732971191,11.625,3113600.0
2008-09-18,11.375,10.957500457763672,10.595000267028809,11.375,3594000.0
2008-09-19,11.362500190734863,10.732500076293945,10.680000305175781,11.46500015258789,4387200.0
2008-09-22,10.682499885559082,10.835000038146973,10.5625,10.949999809265137,2201200.0
2008-09-23,10.880000114440918,10.4350004196167,10.357500076293945,10.947500228881836,2562000.0
2008-09-24,10.5,10.25,10.1875,10.552499771118164,3156000.0
2008-09-25,10.489999771118164,10.25,10.164999961853027,10.550000190734863,4736000.0
2008-09-26,10.0649995803833,9.887499809265137,9.760000228881836,10.164999961853027,4496000.0
2008-09-29,9.84000015258789,9.40999984741211,9.295000076293945,9.84749984741211,3984400.0
2008-09-30,9.532500267028809,9.5,9.364999771118164,9.755000114440918,4607200.0
2008-10-01,9.3774995803833,9.482500076293945,9.3774995803833,9.537500381469727,2575600.0
2008-10-02,9.482500076293945,9.442500114440918,9.375,9.612500190734863,3928000.0
2008-10-03,9.487500190734863,9.40999984741211,9.3774995803833,9.619999885559082,4718400.0
2008-10-06,9.28499984741211,8.774999618530273,8.380000114440918,9.300000190734863,8681200.0
2008-10-07,8.797499656677246,8.4350004196167,8.4350004196167,8.917499542236328,4107600.0
2008-10-08,8.267499923706055,8.255000114440918,7.9375,8.475000381469727,6614800.0
2008-10-09,8.272500038146973,8.1875,8.039999961853027,8.457500457763672,4252400.0
2008-10-10,7.929999828338623,8.6225004196167,7.795000076293945,8.979999542236328,7524000.0
2008-10-13,8.942500114440918,9.107500076293945,8.8149995803833,9.225000381469727,4586800.0
2008-10-14,9.3149995803833,8.760000228881836,8.625,9.84749984741211,10630000.0
2008-10-15,8.672499656677246,8.194999694824219,8.180000305175781,8.672499656677246,4842000.0
2008-10-16,7.925000190734863,8.135000228881836,7.552499771118164,8.204999923706055,7071200.0
2008-10-17,7.96750020980835,8.022500038146973,7.827499866485596,8.444999694824219,3628800.0
2008-10-20,8.114999771118164,8.6875,8.050000190734863,8.694999694824219,4758000.0
2008-10-21,8.612500190734863,8.555000305175781,8.442500114440918,8.77750015258789,2794000.0
2008-10-22,8.380000114440918,8.404999732971191,8.175000190734863,8.720000267028809,3110400.0
2008-10-23,8.447500228881836,8.270000457763672,8.0625,8.819999694824219,3699600.0
2008-10-24,8.0,8.149999618530273,7.875,8.302499771118164,3261200.0
2008-10-27,8.022500038146973,7.864999771118164,7.847499847412109,8.227499961853027,2355200.0
2008-10-28,7.985000133514404,8.297499656677246,7.737500190734863,8.302499771118164,3124800.0
2008-10-29,8.297499656677246,8.452500343322754,8.232500076293945,8.707500457763672,3121200.0
2008-10-30,8.635000228881836,8.484999656677246,8.342499732971191,8.635000228881836,3382000.0
2008-10-31,8.517499923706055,8.725000381469727,8.359999656677246,8.850000381469727,3393600.0
2008-11-03,8.725000381469727,8.77750015258789,8.704999923706055,8.904999732971191,2016000.0
2008-11-04,8.664999961853027,8.975000381469727,8.662500381469727,9.015000343322754,3633200.0
2008-11-05,8.875,8.612500190734863,8.600000381469727,9.142499923706055,4561200.0
2008-11-06,8.59749984741211,8.460000038146973,8.4350004196167,8.742500305175781,3697600.0
2008-11-07,8.532500267028809,8.0,7.71999979019165,8.755000114440918,7419600.0
2008-11-10,8.164999961853027,7.889999866485596,7.762499809265137,8.295000076293945,3243200.0
2008-11-11,7.800000190734863,7.340000152587891,7.28249979019165,7.875,5077200.0
2008-11-12,7.257500171661377,7.190000057220459,7.037499904632568,7.3125,3446000.0
2008-11-13,7.197500228881836,7.574999809265137,6.945000171661377,7.574999809265137,4087200.0
2008-11-14,7.485000133514404,6.982500076293945,6.965000152587891,7.599999904632568,5410400.0
2008-11-17,6.942500114440918,6.537499904632568,6.517499923706055,6.974999904632568,5738000.0
2008-11-18,6.545000076293945,6.59499979019165,6.362500190734863,6.715000152587891,5038800.0
2008-11-19,6.577499866485596,6.25,6.25,6.752500057220459,2617200.0
2008-11-20,6.199999809265137,6.244999885559082,6.199999809265137,6.517499923706055,5238800.0
2008-11-21,6.34250020980835,6.647500038146973,6.21750020980835,6.652500152587891,5171200.0
2008-11-24,6.630000114440918,6.59250020980835,6.445000171661377,6.670000076293945,4540000.0
2008-11-25,6.699999809265137,6.572500228881836,6.454999923706055,6.704999923706055,5285200.0
2008-11-26,5.882500171661377,6.572500228881836,5.877500057220459,6.659999847412109,5022400.0
2008-11-28,6.507500171661377,6.667500019073486,6.387499809265137,6.695000171661377,1191200.0
2008-12-01,6.392499923706055,5.974999904632568,5.972499847412109,6.542500019073486,2953200.0
2008-12-02,6.039999961853027,5.820000171661377,5.8125,6.232500076293945,6221600.0
2008-12-03,5.75,5.849999904632568,5.635000228881836,5.897500038146973,5026800.0
2008-12-04,5.957499980926514,6.727499961853027,5.880000114440918,6.877500057220459,8653200.0
2008-12-05,6.507500171661377,6.40749979019165,6.337500095367432,6.625,11448800.0
2008-12-08,6.447500228881836,6.425000190734863,6.364999771118164,6.607500076293945,8246800.0
2008-12-09,6.425000190734863,6.162499904632568,6.125,6.434999942779541,6944400.0
2008-12-10,6.275000095367432,6.367499828338623,6.137499809265137,6.445000171661377,4709200.0
2008-12-11,6.397500038146973,6.537499904632568,6.25,6.577499866485596,6681200.0
2008-12-12,6.389999866485596,6.417500019073486,6.25,6.457499980926514,5298000.0
2008-12-15,6.485000133514404,6.409999847412109,6.337500095367432,6.522500038146973,5959600.0
2008-12-16,6.454999923706055,6.692500114440918,6.380000114440918,6.732500076293945,3257600.0
2008-12-17,6.570000171661377,6.872499942779541,6.502500057220459,7.042500019073486,5755200.0
2008-12-18,6.835000038146973,6.730000019073486,6.605000019073486,6.957499980926514,4683600.0
2008-12-19,6.752500057220459,6.732500076293945,6.627500057220459,6.827499866485596,6429600.0
2008-12-22,6.75,6.539999961853027,6.340000152587891,6.784999847412109,3914000.0
2008-12-23,6.577499866485596,6.670000076293945,6.5,6.747499942779541,3592800.0
2008-12-24,6.659999847412109,6.627500057220459,6.517499923706055,6.670000076293945,732000.0
2008-12-26,6.630000114440918,6.644999980926514,6.557499885559082,6.65500020980835,754800.0
2008-12-29,6.617499828338623,6.53000020980835,6.474999904632568,6.637499809265137,2194400.0
2008-12-30,6.53000020980835,6.617499828338623,6.457499980926514,6.632500171661377,2902400.0
2008-12-31,6.635000228881836,6.797500133514404,6.622499942779541,6.892499923706055,4396000.0
2009-01-02,6.784999847412109,7.007500171661377,6.75,7.037499904632568,2047600.0
2009-01-05,7.005000114440918,6.974999904632568,6.889999866485596,7.042500019073486,2419200.0
2009-01-06,7.034999847412109,7.045000076293945,6.912499904632568,7.09499979019165,2229200.0
2009-01-07,7.005000114440918,6.817500114440918,6.722499847412109,7.039999961853027,2208400.0
2009-01-08,6.822500228881836,6.909999847412109,6.795000076293945,6.940000057220459,3291200.0
2009-01-09,6.927499771118164,6.802499771118164,6.769999980926514,6.982500076293945,2408000.0
2009-01-12,6.8125,6.617499828338623,6.537499904632568,6.880000114440918,1899600.0
2009-01-13,6.590000152587891,6.599999904632568,6.517499923706055,6.762499809265137,2366000.0
2009-01-14,6.550000190734863,6.510000228881836,6.422500133514404,6.670000076293945,3571600.0
2009-01-15,6.462500095367432,6.577499866485596,6.184999942779541,6.637499809265137,3834400.0
2009-01-16,6.622499942779541,6.567500114440918,6.412499904632568,6.622499942779541,1966400.0
2009-01-20,6.502500057220459,6.204999923706055,6.172500133514404,6.570000171661377,2702800.0
2009-01-21,6.257500171661377,6.457499980926514,6.070000171661377,6.457499980926514,3049600.0
2009-01-22,6.364999771118164,6.34250020980835,6.28000020980835,6.46750020980835,3180000.0
2009-01-23,6.232500076293945,6.15500020980835,6.102499961853027,6.284999847412109,2602400.0
2009-01-26,6.167500019073486,6.1875,6.112500190734863,6.252500057220459,2775200.0
2009-01-27,6.235000133514404,6.244999885559082,6.190000057220459,6.320000171661377,2345600.0
2009-01-28,6.329999923706055,6.420000076293945,6.284999847412109,6.539999961853027,1917600.0
2009-01-29,6.385000228881836,6.3125,6.289999961853027,6.449999809265137,1615600.0
2009-01-30,6.269999980926514,6.022500038146973,5.985000133514404,6.332499980926514,4985200.0
2009-02-02,5.942500114440918,6.150000095367432,5.869999885559082,6.190000057220459,4045600.0
2009-02-03,6.199999809265137,6.125,6.072500228881836,6.235000133514404,4008000.0
2009-02-04,6.144999980926514,6.177499771118164,6.022500038146973,6.257500171661377,2999600.0
2009-02-05,6.15749979019165,6.40749979019165,6.082499980926514,6.4375,3491600.0
2009-02-06,6.40749979019165,6.659999847412109,6.34499979019165,6.679999828338623,5108800.0
2009-02-09,6.735000133514404,6.722499847412109,6.572500228881836,6.747499942779541,2868800.0
2009-02-10,6.697500228881836,6.550000190734863,6.522500038146973,6.722499847412109,3447200.0
2009-02-11,6.550000190734863,6.53249979019165,6.497499942779541,6.667500019073486,2341200.0
2009-02-12,6.477499961853027,6.53249979019165,6.329999923706055,6.557499885559082,2788000.0
2009-02-13,6.517499923706055,6.587500095367432,6.517499923706055,6.635000228881836,1735600.0
2009-02-17,6.447500228881836,6.340000152587891,6.304999828338623,6.525000095367432,3463200.0
2009-02-18,6.75,6.510000228881836,6.480000019073486,6.764999866485596,4886000.0
2009-02-19,6.534999847412109,6.925000190734863,6.507500171661377,7.017499923706055,8497600.0
2009-02-20,6.864999771118164,6.792500019073486,6.760000228881836,6.947500228881836,4432000.0
2009-02-23,6.847499847412109,6.630000114440918,6.617499828338623,6.917500019073486,2710000.0
2009-02-24,6.690000057220459,6.802499771118164,6.565000057220459,6.827499866485596,3426400.0
2009-02-25,6.8125,6.732500076293945,6.5625,6.945000171661377,3759600.0
2009-02-26,6.797500133514404,6.6875,6.667500019073486,6.862500190734863,3331600.0
2009-02-27,6.582499980926514,6.755000114440918,6.5625,6.864999771118164,3129600.0
2009-03-02,6.577499866485596,6.477499961853027,6.472499847412109,6.832499980926514,4297200.0
2009-03-03,6.607500076293945,6.445000171661377,6.427499771118164,6.682499885559082,4897600.0
2009-03-04,6.5,6.3125,6.247499942779541,6.557499885559082,10403200.0
2009-03-05,6.300000190734863,6.599999904632568,6.1875,6.885000228881836,12810400.0
2009-03-06,6.590000152587891,6.744999885559082,6.519999980926514,6.795000076293945,6884000.0
2009-03-09,6.695000171661377,6.579999923706055,6.552499771118164,6.827499866485596,3706800.0
2009-03-10,6.617499828338623,6.927499771118164,6.539999961853027,6.927499771118164,3619600.0
2009-03-11,6.994999885559082,7.047500133514404,6.940000057220459,7.137499809265137,4232400.0
2009-03-12,7.022500038146973,7.377500057220459,6.945000171661377,7.402500152587891,4215600.0
2009-03-13,7.417500019073486,7.377500057220459,7.28000020980835,7.5625,7014800.0
2009-03-16,7.46999979019165,7.102499961853027,7.082499980926514,7.46999979019165,6993600.0
2009-03-17,7.144999980926514,7.125,7.012499809265137,7.170000076293945,4975200.0
2009-03-18,7.065000057220459,7.34250020980835,7.065000057220459,7.40749979019165,4355200.0
2009-03-19,7.412499904632568,7.5,7.327499866485596,7.550000190734863,6195600.0
2009-03-20,7.5,7.382500171661377,7.287499904632568,7.537499904632568,4106000.0
2009-03-23,7.452499866485596,7.684999942779541,7.360000133514404,7.684999942779541,3543200.0
2009-03-24,7.632500171661377,7.675000190734863,7.565000057220459,7.752500057220459,3506800.0
2009-03-25,7.684999942779541,7.730000019073486,7.557499885559082,7.8125,6231200.0
2009-03-26,7.807499885559082,8.007499694824219,7.722499847412109,8.010000228881836,4044800.0
2009-03-27,7.954999923706055,7.787499904632568,7.75,8.005000114440918,2141600.0
2009-03-30,7.679999828338623,7.46999979019165,7.4375,7.755000114440918,3467600.0
2009-03-31,7.542500019073486,7.414999961853027,7.352499961853027,7.617499828338623,3113200.0
2009-04-01,7.362500190734863,7.322500228881836,7.164999961853027,7.434999942779541,3320400.0
2009-04-02,7.400000095367432,7.677499771118164,7.385000228881836,7.757500171661377,4022400.0
2009-04-03,7.652500152587891,7.505000114440918,7.420000076293945,7.71999979019165,2176000.0
2009-04-06,7.440000057220459,7.389999866485596,7.304999828338623,7.522500038146973,2686800.0
2009-04-07,7.340000152587891,7.337500095367432,7.260000228881836,7.422500133514404,1888400.0
