Date,chkopen,chkclose,chklow,chkhigh,chkvolume
2018-10-11,4.539999961853027,4.369999885559082,4.269999980926514,4.550000190734863,39540100.0
2018-10-12,4.53000020980835,4.449999809265137,4.349999904632568,4.53000020980835,28766100.0
2018-10-15,4.489999771118164,4.599999904632568,4.449999809265137,4.639999866485596,26142400.0
2018-10-16,4.619999885559082,4.820000171661377,4.590000152587891,4.829999923706055,27583000.0
2018-10-17,4.760000228881836,4.699999809265137,4.550000190734863,4.809999942779541,24343200.0
2018-10-18,4.630000114440918,4.659999847412109,4.550000190734863,4.75,26379900.0
2018-10-19,4.679999828338623,4.690000057220459,4.659999847412109,4.860000133514404,23681800.0
2018-10-22,4.71999979019165,4.539999961853027,4.440000057220459,4.760000228881836,28473300.0
2018-10-23,4.400000095367432,4.460000038146973,4.309999942779541,4.559999942779541,36221000.0
2018-10-24,4.5,3.9200000762939453,3.9100000858306885,4.519999980926514,43286200.0
2018-10-25,4.050000190734863,4.0,3.9000000953674316,4.079999923706055,26380400.0
2018-10-26,3.890000104904175,3.819999933242798,3.700000047683716,3.9700000286102295,34998400.0
2018-10-29,3.930000066757202,3.7200000286102295,3.619999885559082,3.940000057220459,28886900.0
2018-10-30,3.3399999141693115,3.2699999809265137,3.1600000858306885,3.5299999713897705,119220800.0
2018-10-31,3.440000057220459,3.509999990463257,3.359999895095825,3.630000114440918,46159700.0
2018-11-01,3.5999999046325684,3.569999933242798,3.430000066757202,3.6700000762939453,49445900.0
2018-11-02,3.5999999046325684,3.490000009536743,3.430000066757202,3.680000066757202,38745900.0
2018-11-05,3.6600000858306885,3.7899999618530273,3.630000114440918,3.8299999237060547,44142400.0
2018-11-06,3.7899999618530273,3.6500000953674316,3.5999999046325684,3.869999885559082,32038900.0
2018-11-07,3.690000057220459,3.7200000286102295,3.5899999141693115,3.7899999618530273,26565700.0
2018-11-08,3.700000047683716,3.5399999618530273,3.5299999713897705,3.7100000381469727,27871500.0
2018-11-09,3.5,3.630000114440918,3.4600000381469727,3.690000057220459,37002300.0
