Date,nvecopen,nvecclose,nveclow,nvechigh,nvecvolume
2008-01-02,25.0,25.200000762939453,24.639999389648438,25.329999923706055,58700.0
2008-01-03,25.709999084472656,25.40999984741211,24.989999771118164,25.899999618530273,26000.0
2008-01-04,25.010000228881836,24.010000228881836,23.799999237060547,25.1299991607666,41800.0
2008-01-07,23.950000762939453,23.290000915527344,23.010000228881836,24.510000228881836,40700.0
2008-01-08,23.260000228881836,23.25,23.020000457763672,24.229999542236328,32800.0
2008-01-09,23.639999389648438,23.329999923706055,22.56999969482422,23.799999237060547,34900.0
2008-01-10,23.010000228881836,23.600000381469727,23.0,23.770000457763672,23500.0
2008-01-11,23.549999237060547,22.860000610351562,22.81999969482422,23.799999237060547,27500.0
2008-01-14,22.979999542236328,22.950000762939453,22.829999923706055,23.899999618530273,49700.0
2008-01-15,22.950000762939453,22.170000076293945,22.170000076293945,23.09000015258789,45800.0
2008-01-16,22.1200008392334,21.549999237060547,21.229999542236328,22.40999984741211,63700.0
2008-01-17,21.530000686645508,20.610000610351562,20.520000457763672,21.75,33200.0
2008-01-18,20.56999969482422,20.40999984741211,20.290000915527344,21.389999389648438,42600.0
2008-01-22,19.989999771118164,20.0,19.5,20.760000228881836,71400.0
2008-01-23,20.0,20.260000228881836,20.0,20.940000534057617,74000.0
2008-01-24,26.399999618530273,27.450000762939453,25.510000228881836,28.43000030517578,515400.0
2008-01-25,28.489999771118164,28.06999969482422,27.979999542236328,29.31999969482422,228200.0
2008-01-28,28.219999313354492,28.34000015258789,26.510000228881836,28.5,98900.0
2008-01-29,28.729999542236328,28.639999389648438,27.809999465942383,29.06999969482422,67800.0
2008-01-30,28.84000015258789,27.780000686645508,27.780000686645508,28.979999542236328,71200.0
2008-01-31,27.3700008392334,28.43000030517578,26.579999923706055,28.43000030517578,49100.0
2008-02-01,28.510000228881836,28.09000015258789,27.329999923706055,28.75,68900.0
2008-02-04,29.0,30.75,28.90999984741211,31.729999542236328,222000.0
2008-02-05,30.280000686645508,28.8700008392334,28.799999237060547,30.75,81400.0
2008-02-06,28.8700008392334,27.510000228881836,27.43000030517578,29.579999923706055,60800.0
2008-02-07,27.25,28.950000762939453,27.0,29.729999542236328,59500.0
2008-02-08,29.25,29.299999237060547,27.81999969482422,29.559999465942383,56900.0
2008-02-11,29.549999237060547,29.15999984741211,28.18000030517578,29.549999237060547,55500.0
2008-02-12,29.440000534057617,28.850000381469727,28.280000686645508,29.75,58900.0
2008-02-13,29.600000381469727,28.5,28.15999984741211,29.600000381469727,72200.0
2008-02-14,28.809999465942383,28.1299991607666,28.0,29.200000762939453,75400.0
2008-02-15,28.170000076293945,28.18000030517578,28.170000076293945,29.0,37100.0
2008-02-19,28.5,28.059999465942383,27.559999465942383,29.219999313354492,87600.0
2008-02-20,27.5,28.5,27.149999618530273,28.790000915527344,96000.0
2008-02-21,29.0,27.579999923706055,27.34000015258789,29.149999618530273,66000.0
2008-02-22,28.239999771118164,27.950000762939453,26.690000534057617,28.239999771118164,72800.0
2008-02-25,27.809999465942383,27.299999237060547,26.760000228881836,28.170000076293945,87900.0
2008-02-26,26.790000915527344,27.139999389648438,26.25,28.100000381469727,99600.0
2008-02-27,27.110000610351562,26.1299991607666,26.010000228881836,27.110000610351562,60200.0
2008-02-28,26.0,25.670000076293945,25.520000457763672,26.809999465942383,67500.0
2008-02-29,25.5,25.5,25.5,26.18000030517578,63000.0
2008-03-03,25.5,25.170000076293945,24.770000457763672,25.959999084472656,104800.0
2008-03-04,24.93000030517578,24.440000534057617,23.940000534057617,24.979999542236328,47200.0
2008-03-05,24.389999389648438,25.639999389648438,23.920000076293945,25.780000686645508,123800.0
2008-03-06,25.399999618530273,23.530000686645508,23.079999923706055,25.920000076293945,139300.0
2008-03-07,23.09000015258789,23.440000534057617,23.0,24.229999542236328,90700.0
2008-03-10,23.5,22.280000686645508,22.100000381469727,23.799999237060547,91100.0
2008-03-11,22.989999771118164,23.06999969482422,22.309999465942383,23.260000228881836,60000.0
2008-03-12,23.559999465942383,24.09000015258789,23.010000228881836,24.829999923706055,72000.0
2008-03-13,24.780000686645508,24.790000915527344,23.010000228881836,25.25,96100.0
2008-03-14,25.149999618530273,24.770000457763672,23.6299991607666,25.149999618530273,50800.0
2008-03-17,23.530000686645508,23.829999923706055,23.010000228881836,25.100000381469727,59000.0
2008-03-18,24.780000686645508,24.889999389648438,24.0,24.950000762939453,40200.0
2008-03-19,25.0,24.25,24.0,25.68000030517578,37200.0
2008-03-20,24.709999084472656,26.100000381469727,23.540000915527344,26.18000030517578,96200.0
2008-03-24,26.0,26.280000686645508,25.5,26.780000686645508,71700.0
2008-03-25,26.18000030517578,26.309999465942383,25.510000228881836,27.0,61900.0
2008-03-26,26.079999923706055,26.399999618530273,25.489999771118164,26.8799991607666,60600.0
2008-03-27,26.350000381469727,25.34000015258789,25.31999969482422,26.40999984741211,28700.0
2008-03-28,25.6200008392334,24.670000076293945,24.670000076293945,25.829999923706055,99600.0
2008-03-31,24.75,24.700000762939453,24.31999969482422,25.40999984741211,33100.0
2008-04-01,25.09000015258789,25.8700008392334,24.989999771118164,26.889999389648438,60800.0
2008-04-02,26.31999969482422,26.479999542236328,25.0,26.780000686645508,56500.0
2008-04-03,26.780000686645508,27.40999984741211,26.190000534057617,27.489999771118164,70000.0
2008-04-04,27.5,28.549999237060547,27.5,29.100000381469727,149100.0
2008-04-07,28.639999389648438,28.18000030517578,27.729999542236328,28.68000030517578,60000.0
2008-04-08,28.25,28.290000915527344,27.5,28.290000915527344,41100.0
2008-04-09,28.15999984741211,27.600000381469727,27.260000228881836,28.219999313354492,30100.0
2008-04-10,27.8799991607666,28.600000381469727,27.649999618530273,28.600000381469727,59100.0
2008-04-11,28.5,28.579999923706055,27.899999618530273,28.59000015258789,19100.0
