Date,vopen,vclose,vlow,vhigh,vvolume
2008-03-19,14.875,14.125,13.75,17.25,708486000.0
2008-03-20,14.600000381469727,16.087499618530273,14.375,16.25,198985200.0
2008-03-24,16.809999465942383,14.932499885559082,14.75,16.924999237060547,149566400.0
2008-03-25,15.145000457763672,15.8125,14.954999923706055,16.0625,87092000.0
2008-03-26,15.682499885559082,15.989999771118164,15.392499923706055,16.1200008392334,43111600.0
2008-03-27,16.012500762939453,15.727499961853027,15.662500381469727,16.184999465942383,39829600.0
2008-03-28,15.842499732971191,15.6899995803833,15.539999961853027,15.859999656677246,24675200.0
2008-03-31,15.649999618530273,15.59000015258789,15.512499809265137,15.869999885559082,22157200.0
2008-04-01,15.765000343322754,15.40250015258789,15.077500343322754,15.920000076293945,60410800.0
2008-04-02,15.430000305175781,15.579999923706055,15.125,15.579999923706055,43836400.0
2008-04-03,15.487500190734863,16.375,15.454999923706055,16.572500228881836,100868000.0
2008-04-04,16.225000381469727,16.1200008392334,15.9375,16.329999923706055,36394400.0
2008-04-07,16.274999618530273,16.260000228881836,16.0049991607666,16.450000762939453,28301600.0
2008-04-08,16.225000381469727,17.022499084472656,16.202499389648438,17.059999465942383,53925600.0
2008-04-09,17.110000610351562,16.447500228881836,16.40250015258789,17.18000030517578,48324400.0
2008-04-10,16.540000915527344,16.52750015258789,16.27750015258789,16.6825008392334,22372000.0
2008-04-11,16.3125,16.52750015258789,16.3125,16.6924991607666,26421600.0
2008-04-14,16.674999237060547,16.420000076293945,16.38249969482422,16.809999465942383,28443600.0
2008-04-15,16.572500228881836,16.087499618530273,16.0,16.637500762939453,23888000.0
2008-04-16,16.139999389648438,16.53499984741211,16.139999389648438,16.737499237060547,25136800.0
2008-04-17,16.565000534057617,16.760000228881836,16.502500534057617,16.9375,22459600.0
2008-04-18,17.002500534057617,17.25,16.799999237060547,17.612499237060547,104099600.0
2008-04-21,17.3700008392334,17.74250030517578,17.212499618530273,18.125,58848000.0
2008-04-22,17.979999542236328,17.56999969482422,17.5,18.100000381469727,47357600.0
2008-04-23,17.737499237060547,17.520000457763672,17.422500610351562,17.924999237060547,37319600.0
2008-04-24,17.799999237060547,18.075000762939453,17.510000228881836,18.247499465942383,38086800.0
2008-04-25,19.0,18.774999618530273,18.477500915527344,19.020000457763672,101460000.0
2008-04-28,19.125,18.907499313354492,18.725000381469727,19.322500228881836,132517200.0
2008-04-29,18.537500381469727,20.219999313354492,17.75,20.219999313354492,197308400.0
2008-04-30,20.350000381469727,20.862499237060547,20.267499923706055,21.202499389648438,147543600.0
2008-05-01,21.09749984741211,21.350000381469727,20.975000381469727,21.90999984741211,116395600.0
2008-05-02,21.822500228881836,20.6875,20.25,21.875,136648800.0
2008-05-05,20.712499618530273,21.264999389648438,20.204999923706055,21.375,70377200.0
2008-05-06,21.36750030517578,21.88249969482422,21.1875,22.037500381469727,75913200.0
2008-05-07,22.207500457763672,22.125,21.915000915527344,22.459999084472656,100464800.0
2008-05-08,22.375,21.825000762939453,21.485000610351562,22.4375,92836400.0
2008-05-09,21.452499389648438,20.71500015258789,20.6299991607666,21.667499542236328,94312000.0
2008-05-12,20.912500381469727,20.475000381469727,19.524999618530273,21.1200008392334,147471600.0
2008-05-13,20.457500457763672,20.594999313354492,20.197500228881836,20.875,53249600.0
2008-05-14,20.825000762939453,20.5575008392334,20.362499237060547,21.087499618530273,51400400.0
2008-05-15,20.63249969482422,20.5625,20.27750015258789,20.732500076293945,36688800.0
2008-05-16,20.677499771118164,20.592500686645508,20.315000534057617,20.712499618530273,34066800.0
2008-05-19,20.5674991607666,20.829999923706055,20.537500381469727,21.184999465942383,45473200.0
2008-05-20,20.719999313354492,20.684999465942383,20.477500915527344,20.959999084472656,40702000.0
2008-05-21,20.670000076293945,20.212499618530273,20.1299991607666,20.857500076293945,41831600.0
2008-05-22,20.142499923706055,19.327499389648438,19.040000915527344,20.149999618530273,85283600.0
2008-05-23,18.959999084472656,19.087499618530273,18.780000686645508,19.327499389648438,42196400.0
2008-05-27,19.229999542236328,19.684999465942383,18.59000015258789,19.735000610351562,62776400.0
2008-05-28,20.072500228881836,20.479999542236328,19.887500762939453,20.487499237060547,52996000.0
2008-05-29,20.857500076293945,21.3125,20.752500534057617,21.737499237060547,100613200.0
2008-05-30,21.5049991607666,21.59000015258789,21.452499389648438,21.889999389648438,72016000.0
2008-06-02,21.552499771118164,21.517499923706055,21.149999618530273,21.737499237060547,36856000.0
2008-06-03,21.752500534057617,21.889999389648438,21.50749969482422,21.987499237060547,48411600.0
2008-06-04,21.770000457763672,21.3700008392334,21.31999969482422,22.024999618530273,40684400.0
2008-06-05,21.614999771118164,21.809999465942383,21.397499084472656,21.809999465942383,27059600.0
2008-06-06,21.475000381469727,20.912500381469727,20.887500762939453,21.497499465942383,41748000.0
2008-06-09,21.0,20.53499984741211,20.139999389648438,21.237499237060547,45240000.0
2008-06-10,20.075000762939453,20.077499389648438,19.90250015258789,20.717500686645508,36048400.0
2008-06-11,20.25,19.434999465942383,19.399999618530273,20.25,56996400.0
2008-06-12,19.737499237060547,19.889999389648438,19.637500762939453,20.1924991607666,44605600.0
2008-06-13,20.065000534057617,20.38249969482422,20.037500381469727,20.452499389648438,30689200.0
2008-06-16,20.3700008392334,20.8174991607666,20.274999618530273,20.875,34384000.0
2008-06-17,21.024999618530273,21.167499542236328,20.920000076293945,21.2450008392334,33277600.0
2008-06-18,20.93000030517578,20.96500015258789,20.860000610351562,21.174999237060547,33724000.0
2008-06-19,20.8700008392334,21.0674991607666,20.405000686645508,21.100000381469727,36925200.0
2008-06-20,20.74250030517578,20.892499923706055,20.6875,21.125,42546800.0
2008-06-23,20.962499618530273,20.264999389648438,20.2549991607666,21.087499618530273,30141200.0
2008-06-24,20.014999389648438,20.665000915527344,19.627500534057617,20.735000610351562,49891200.0
2008-06-25,20.84000015258789,20.514999389648438,20.46500015258789,21.104999542236328,50711600.0
2008-06-26,20.149999618530273,19.774999618530273,19.5049991607666,20.184999465942383,76562800.0
2008-06-27,19.700000762939453,20.649999618530273,19.637500762939453,20.717500686645508,176022800.0
2008-06-30,20.502500534057617,20.327499389648438,20.075000762939453,20.709999084472656,49301200.0
2008-07-01,19.90999984741211,20.352500915527344,19.799999237060547,20.352500915527344,44921600.0
2008-07-02,20.475000381469727,19.854999542236328,19.825000762939453,20.600000381469727,33804000.0
2008-07-03,19.84000015258789,19.517499923706055,19.3125,19.952499389648438,28738800.0
2008-07-07,19.625,18.905000686645508,18.5,19.985000610351562,79944400.0
2008-07-08,18.72249984741211,19.764999389648438,18.0625,19.875,95796400.0
2008-07-09,19.75,18.967500686645508,18.850000381469727,19.774999618530273,55322000.0
2008-07-10,18.940000534057617,19.3125,18.47249984741211,19.405000686645508,52812000.0
2008-07-11,18.899999618530273,18.637500762939453,18.5,19.362499237060547,54645200.0
2008-07-14,19.022499084472656,18.145000457763672,18.125,19.045000076293945,42679600.0
2008-07-15,17.815000534057617,17.104999542236328,16.822500228881836,17.827499389648438,84268800.0
2008-07-16,17.082500457763672,18.0575008392334,16.627500534057617,18.139999389648438,92448800.0
2008-07-17,18.424999237060547,18.764999389648438,17.837499618530273,18.764999389648438,67268800.0
2008-07-18,18.559999465942383,18.350000381469727,18.030000686645508,18.622499465942383,46632000.0
2008-07-21,18.477500915527344,17.975000381469727,17.892499923706055,18.735000610351562,52937200.0
2008-07-22,17.399999618530273,18.512500762939453,16.975000381469727,18.5575008392334,65408000.0
2008-07-23,18.375,18.3125,18.149999618530273,18.75,49942800.0
2008-07-24,18.229999542236328,17.520000457763672,17.489999771118164,18.4325008392334,36625600.0
2008-07-25,17.635000228881836,17.989999771118164,17.267499923706055,18.087499618530273,38690800.0
2008-07-28,18.102500915527344,17.637500762939453,17.5625,18.399999618530273,35699200.0
2008-07-29,17.75749969482422,18.99250030517578,17.752500534057617,18.99250030517578,49040400.0
2008-07-30,19.3125,19.612499237060547,18.5674991607666,19.725000381469727,76089200.0
2008-07-31,19.05500030517578,18.264999389648438,17.872499465942383,19.537500381469727,148888800.0
2008-08-01,18.325000762939453,17.9325008392334,17.587499618530273,18.524999618530273,61715600.0
2008-08-04,17.940000534057617,18.125,17.875,18.399999618530273,42686000.0
2008-08-05,18.299999237060547,18.399999618530273,18.079999923706055,18.5575008392334,34354800.0
2008-08-06,18.200000762939453,17.8700008392334,17.767499923706055,18.202499389648438,40924000.0
2008-08-07,17.69499969482422,17.375,17.334999084472656,17.8125,43847200.0
2008-08-08,17.4424991607666,18.149999618530273,17.27750015258789,18.212499618530273,36354400.0
2008-08-11,18.110000610351562,18.697500228881836,17.987499237060547,19.125,55289200.0
2008-08-12,18.549999237060547,18.200000762939453,18.149999618530273,18.700000762939453,33734400.0
2008-08-13,18.1875,18.482500076293945,18.1200008392334,18.542499542236328,29924800.0
