Date,koolopen,koolclose,koollow,koolhigh,koolvolume
2008-03-07,111.19999694824219,114.39999389648438,107.20000457763672,115.20000457763672,1000.0
2008-03-10,116.80000305175781,112.79999542236328,108.80000305175781,116.80000305175781,300.0
2008-03-11,111.19999694824219,127.20000457763672,108.0,132.0,1100.0
2008-03-12,124.0,128.0,121.5999984741211,132.0,300.0
2008-03-13,124.79999542236328,125.60000610351562,123.19999694824219,128.0,300.0
2008-03-14,124.79999542236328,127.20000457763672,124.0,136.8000030517578,800.0
2008-03-17,136.0,120.0,116.80000305175781,136.0,600.0
2008-03-18,136.0,126.4000015258789,119.19999694824219,136.0,700.0
2008-03-19,123.19999694824219,132.0,123.19999694824219,133.59999084472656,1700.0
2008-03-20,130.39999389648438,127.20000457763672,125.60000610351562,133.59999084472656,900.0
2008-03-24,128.0,131.1999969482422,124.79999542236328,132.0,900.0
2008-03-25,128.8000030517578,130.39999389648438,124.0,131.1999969482422,700.0
2008-03-26,129.60000610351562,126.4000015258789,126.4000015258789,129.60000610351562,500.0
2008-03-27,129.60000610351562,128.0,124.79999542236328,129.60000610351562,300.0
2008-03-28,134.39999389648438,124.0,124.0,134.39999389648438,900.0
2008-03-31,124.0,130.39999389648438,122.39999389648438,131.1999969482422,1200.0
2008-04-01,130.39999389648438,129.60000610351562,124.79999542236328,130.39999389648438,800.0
2008-04-02,128.0,129.60000610351562,121.5999984741211,130.39999389648438,600.0
2008-04-03,128.0,120.80000305175781,116.80000305175781,128.8000030517578,1200.0
2008-04-04,124.79999542236328,123.19999694824219,120.80000305175781,124.79999542236328,200.0
2008-04-07,121.5999984741211,128.0,120.0,128.0,800.0
2008-04-08,126.4000015258789,117.60000610351562,115.20000457763672,126.4000015258789,1300.0
2008-04-09,124.79999542236328,112.79999542236328,109.5999984741211,124.79999542236328,1900.0
2008-04-10,112.79999542236328,114.39999389648438,111.19999694824219,116.0,800.0
2008-04-11,115.20000457763672,109.5999984741211,107.20000457763672,115.20000457763672,1000.0
2008-04-14,111.19999694824219,103.19999694824219,102.39999389648438,112.0,3300.0
2008-04-15,103.19999694824219,103.19999694824219,101.5999984741211,108.80000305175781,1500.0
2008-04-16,102.39999389648438,105.60000610351562,101.5999984741211,110.4000015258789,1000.0
2008-04-17,105.60000610351562,103.19999694824219,102.39999389648438,109.5999984741211,300.0
2008-04-18,107.20000457763672,104.79999542236328,103.19999694824219,112.0,900.0
2008-04-21,106.4000015258789,106.4000015258789,104.0,108.0,200.0
2008-04-22,105.60000610351562,104.79999542236328,103.19999694824219,106.4000015258789,400.0
2008-04-23,103.19999694824219,108.0,103.19999694824219,109.5999984741211,200.0
2008-04-24,109.5999984741211,113.5999984741211,108.0,116.0,500.0
2008-04-25,116.0,127.20000457763672,116.0,127.20000457763672,700.0
2008-04-28,125.60000610351562,124.0,120.0,125.60000610351562,500.0
2008-04-29,124.0,124.0,121.5999984741211,125.60000610351562,500.0
2008-04-30,120.80000305175781,130.39999389648438,120.80000305175781,130.39999389648438,800.0
2008-05-01,131.1999969482422,136.0,130.39999389648438,136.8000030517578,800.0
2008-05-02,136.8000030517578,133.59999084472656,108.0,136.8000030517578,1500.0
2008-05-05,133.59999084472656,127.20000457763672,126.4000015258789,133.59999084472656,400.0
2008-05-06,128.8000030517578,120.80000305175781,112.0,128.8000030517578,1100.0
2008-05-07,116.80000305175781,124.0,116.0,125.60000610351562,700.0
2008-05-08,120.0,124.0,116.80000305175781,128.0,1700.0
2008-05-09,120.80000305175781,120.80000305175781,116.80000305175781,125.60000610351562,1300.0
2008-05-12,120.80000305175781,120.0,119.19999694824219,120.80000305175781,600.0
2008-05-13,119.19999694824219,121.5999984741211,116.0,123.19999694824219,300.0
2008-05-14,120.0,120.80000305175781,117.60000610351562,122.39999389648438,600.0
2008-05-15,123.19999694824219,125.60000610351562,122.39999389648438,127.20000457763672,500.0
2008-05-16,125.60000610351562,125.60000610351562,119.19999694824219,126.4000015258789,1000.0
2008-05-19,123.19999694824219,126.4000015258789,119.19999694824219,128.0,700.0
2008-05-20,124.0,126.4000015258789,117.60000610351562,128.0,900.0
2008-05-21,128.0,125.60000610351562,120.0,131.1999969482422,500.0
2008-05-22,121.5999984741211,121.5999984741211,119.19999694824219,124.79999542236328,600.0
2008-05-23,120.0,124.79999542236328,120.0,127.20000457763672,400.0
2008-05-27,122.39999389648438,122.39999389648438,116.0,123.19999694824219,700.0
2008-05-28,124.79999542236328,120.0,119.19999694824219,124.79999542236328,300.0
2008-05-29,120.0,120.0,116.80000305175781,124.0,300.0
2008-05-30,124.79999542236328,118.4000015258789,118.4000015258789,125.60000610351562,400.0
2008-06-02,120.0,119.19999694824219,116.0,124.0,300.0
2008-06-03,120.0,118.4000015258789,116.0,124.0,500.0
2008-06-04,120.0,122.39999389648438,120.0,128.8000030517578,3800.0
2008-06-05,122.39999389648438,120.80000305175781,120.0,122.39999389648438,300.0
2008-06-06,122.39999389648438,120.0,120.0,122.39999389648438,500.0
2008-06-09,120.0,119.19999694824219,117.60000610351562,120.0,500.0
2008-06-10,120.0,119.19999694824219,117.60000610351562,121.5999984741211,500.0
2008-06-11,117.60000610351562,120.0,116.80000305175781,120.0,400.0
2008-06-12,118.4000015258789,119.19999694824219,118.4000015258789,120.80000305175781,400.0
2008-06-13,118.4000015258789,118.4000015258789,116.80000305175781,120.80000305175781,400.0
2008-06-16,120.0,120.0,118.4000015258789,120.0,0.0
2008-06-17,118.4000015258789,120.0,116.80000305175781,120.80000305175781,400.0
2008-06-18,120.0,119.19999694824219,118.4000015258789,120.0,100.0
2008-06-19,116.80000305175781,120.0,116.80000305175781,120.80000305175781,600.0
2008-06-20,120.0,114.39999389648438,111.19999694824219,120.0,900.0
2008-06-23,112.79999542236328,110.4000015258789,110.4000015258789,115.20000457763672,300.0
2008-06-24,108.80000305175781,109.5999984741211,108.0,112.0,200.0
2008-06-25,108.80000305175781,110.4000015258789,108.0,112.0,200.0
2008-06-26,110.4000015258789,106.4000015258789,104.0,113.5999984741211,500.0
2008-06-27,108.0,112.79999542236328,106.4000015258789,115.20000457763672,400.0
2008-06-30,112.0,112.0,105.60000610351562,113.5999984741211,500.0
2008-07-01,108.80000305175781,107.20000457763672,106.4000015258789,111.19999694824219,600.0
2008-07-02,105.60000610351562,108.0,104.0,110.4000015258789,700.0
2008-07-03,104.0,110.4000015258789,104.0,114.39999389648438,400.0
2008-07-07,108.80000305175781,108.0,104.79999542236328,110.4000015258789,200.0
2008-07-08,105.60000610351562,108.80000305175781,105.60000610351562,108.80000305175781,100.0
2008-07-09,107.20000457763672,105.60000610351562,105.60000610351562,108.80000305175781,200.0
2008-07-10,107.20000457763672,106.4000015258789,105.60000610351562,108.0,300.0
2008-07-11,103.19999694824219,107.20000457763672,103.19999694824219,108.0,300.0
2008-07-14,107.20000457763672,123.19999694824219,107.20000457763672,140.8000030517578,3200.0
2008-07-15,123.19999694824219,125.60000610351562,123.19999694824219,132.0,3300.0
2008-07-16,128.0,116.0,112.79999542236328,128.0,1300.0
2008-07-17,113.5999984741211,122.39999389648438,112.0,126.4000015258789,3900.0
2008-07-18,124.79999542236328,120.80000305175781,120.80000305175781,125.60000610351562,800.0
2008-07-21,124.0,118.4000015258789,116.80000305175781,124.0,700.0
2008-07-22,115.20000457763672,119.19999694824219,114.39999389648438,120.0,700.0
2008-07-23,116.0,118.4000015258789,114.39999389648438,120.0,300.0
2008-07-24,116.0,120.0,116.0,124.0,1400.0
2008-07-25,120.80000305175781,119.19999694824219,115.20000457763672,121.5999984741211,200.0
2008-07-28,121.5999984741211,118.4000015258789,116.80000305175781,123.19999694824219,200.0
2008-07-29,116.80000305175781,120.0,116.80000305175781,120.80000305175781,500.0
2008-07-30,117.60000610351562,120.0,116.80000305175781,120.80000305175781,500.0
2008-07-31,120.80000305175781,117.60000610351562,116.80000305175781,120.80000305175781,500.0
2008-08-01,116.80000305175781,120.0,116.80000305175781,121.5999984741211,500.0
2008-08-04,120.80000305175781,115.20000457763672,114.39999389648438,120.80000305175781,400.0
2008-08-05,116.0,117.60000610351562,114.39999389648438,117.60000610351562,400.0
2008-08-06,115.20000457763672,120.80000305175781,115.20000457763672,121.5999984741211,1200.0
2008-08-07,122.39999389648438,125.60000610351562,118.4000015258789,126.4000015258789,800.0
2008-08-08,126.4000015258789,126.4000015258789,120.0,128.8000030517578,2200.0
2008-08-11,123.19999694824219,132.0,123.19999694824219,132.0,1300.0
2008-08-12,132.0,136.0,129.60000610351562,136.0,800.0
2008-08-13,136.8000030517578,136.0,130.39999389648438,136.8000030517578,1100.0
2008-08-14,136.0,136.0,132.0,138.39999389648438,1000.0
2008-08-15,133.59999084472656,144.0,132.0,145.60000610351562,1200.0
2008-08-18,144.79998779296875,146.40000915527344,136.0,152.8000030517578,4400.0
2008-08-19,148.0,147.1999969482422,144.79998779296875,151.1999969482422,1900.0
2008-08-20,144.79998779296875,140.0,136.8000030517578,151.1999969482422,1300.0
2008-08-21,136.0,139.1999969482422,136.0,142.39999389648438,2400.0
2008-08-22,142.39999389648438,140.0,137.60000610351562,149.60000610351562,1700.0
2008-08-25,142.39999389648438,139.1999969482422,136.8000030517578,143.1999969482422,1400.0
2008-08-26,137.60000610351562,139.1999969482422,136.8000030517578,143.1999969482422,1600.0
2008-08-27,136.8000030517578,137.60000610351562,136.8000030517578,141.60000610351562,700.0
2008-08-28,136.8000030517578,140.0,136.0,143.1999969482422,2100.0
2008-08-29,136.8000030517578,136.0,136.0,140.0,700.0
2008-09-02,134.39999389648438,137.60000610351562,134.39999389648438,140.0,600.0
2008-09-03,136.8000030517578,134.39999389648438,134.39999389648438,140.0,900.0
2008-09-04,136.8000030517578,132.8000030517578,132.0,136.8000030517578,300.0
2008-09-05,136.8000030517578,128.0,127.20000457763672,136.8000030517578,1400.0
2008-09-08,124.79999542236328,122.39999389648438,122.39999389648438,132.0,700.0
2008-09-09,124.79999542236328,128.0,124.0,132.0,1500.0
2008-09-10,120.80000305175781,122.39999389648438,120.80000305175781,135.20001220703125,2300.0
2008-09-11,122.39999389648438,116.80000305175781,116.80000305175781,122.39999389648438,600.0
2008-09-12,113.5999984741211,118.4000015258789,113.5999984741211,120.0,500.0
2008-09-15,116.0,112.79999542236328,112.79999542236328,119.19999694824219,400.0
2008-09-16,112.0,108.0,104.0,118.4000015258789,1400.0
2008-09-17,110.4000015258789,104.0,101.5999984741211,116.80000305175781,600.0
2008-09-18,101.5999984741211,96.80000305175781,73.5999984741211,108.0,1900.0
2008-09-19,103.19999694824219,104.0,98.4000015258789,104.79999542236328,1600.0
2008-09-22,100.0,110.4000015258789,100.0,116.80000305175781,3400.0
2008-09-23,106.4000015258789,108.80000305175781,102.39999389648438,119.19999694824219,900.0
2008-09-24,112.0,108.0,100.0,116.0,700.0
2008-09-25,112.0,104.0,101.5999984741211,118.4000015258789,500.0
2008-09-26,104.0,101.5999984741211,101.5999984741211,111.19999694824219,500.0
2008-09-29,104.0,93.5999984741211,80.0,104.79999542236328,2600.0
2008-09-30,97.60000610351562,100.0,92.0,103.19999694824219,1500.0
2008-10-01,104.0,100.0,97.60000610351562,104.0,800.0
2008-10-02,100.0,98.4000015258789,86.4000015258789,100.0,1300.0
2008-10-03,100.0,88.0,84.79999542236328,101.5999984741211,1200.0
2008-10-06,103.19999694824219,72.0,67.19999694824219,103.19999694824219,3800.0
2008-10-07,104.79999542236328,75.19999694824219,72.80000305175781,104.79999542236328,2900.0
2008-10-08,69.5999984741211,72.0,67.19999694824219,84.79999542236328,1300.0
2008-10-09,72.0,79.19999694824219,72.0,85.60000610351562,2000.0
2008-10-10,72.0,76.0,69.5999984741211,83.19999694824219,2400.0
2008-10-13,80.0,84.0,80.0,84.0,1600.0
2008-10-14,90.4000015258789,84.0,80.0,92.79999542236328,4600.0
2008-10-15,96.0,102.39999389648438,80.0,102.39999389648438,5800.0
2008-10-16,101.5999984741211,86.4000015258789,83.19999694824219,101.5999984741211,2300.0
2008-10-17,80.0,87.20000457763672,80.0,95.20000457763672,1100.0
2008-10-20,90.4000015258789,91.19999694824219,81.5999984741211,94.39999389648438,3000.0
2008-10-21,91.19999694824219,91.19999694824219,84.79999542236328,92.0,1200.0
2008-10-22,90.4000015258789,91.19999694824219,88.80000305175781,94.39999389648438,1600.0
2008-10-23,91.19999694824219,89.5999984741211,84.79999542236328,101.5999984741211,1100.0
2008-10-24,84.79999542236328,84.0,84.0,95.20000457763672,600.0
2008-10-27,84.0,80.0,79.19999694824219,85.60000610351562,700.0
2008-10-28,83.19999694824219,80.80000305175781,72.80000305175781,86.4000015258789,400.0
2008-10-29,78.4000015258789,80.0,72.80000305175781,80.0,400.0
2008-10-30,86.4000015258789,78.4000015258789,78.4000015258789,86.4000015258789,1000.0
2008-10-31,83.19999694824219,84.0,78.4000015258789,84.0,1200.0
2008-11-03,88.0,89.5999984741211,81.5999984741211,99.19999694824219,12200.0
2008-11-04,92.79999542236328,84.79999542236328,77.60000610351562,94.39999389648438,3700.0
2008-11-05,81.5999984741211,79.19999694824219,77.60000610351562,83.19999694824219,900.0
2008-11-06,80.0,76.0,76.0,80.0,1600.0
2008-11-07,60.0,38.39999771118164,34.400001525878906,60.0,68200.0
2008-11-10,41.599998474121094,41.599998474121094,39.20000076293945,42.39999771118164,45200.0
2008-11-11,43.20000076293945,44.0,41.599998474121094,44.79999923706055,6900.0
2008-11-12,41.599998474121094,35.20000076293945,35.20000076293945,41.599998474121094,7900.0
2008-11-13,38.39999771118164,36.0,31.19999885559082,38.39999771118164,3600.0
2008-11-14,36.79999923706055,35.20000076293945,35.20000076293945,37.599998474121094,2000.0
2008-11-17,39.20000076293945,32.79999923706055,32.0,39.20000076293945,2300.0
2008-11-18,34.400001525878906,32.79999923706055,28.80000114440918,36.79999923706055,2300.0
2008-11-19,36.0,28.80000114440918,27.200000762939453,36.0,2700.0
2008-11-20,32.0,27.200000762939453,24.799999237060547,32.0,2200.0
2008-11-21,29.600000381469727,24.799999237060547,24.799999237060547,29.600000381469727,5400.0
2008-11-24,28.0,26.400001525878906,25.600000381469727,29.600000381469727,4300.0
2008-11-25,29.600000381469727,25.600000381469727,25.600000381469727,29.600000381469727,2400.0
2008-11-26,25.600000381469727,28.80000114440918,25.600000381469727,28.80000114440918,2700.0
2008-11-28,29.600000381469727,31.19999885559082,27.200000762939453,31.19999885559082,900.0
2008-12-01,35.20000076293945,31.19999885559082,29.600000381469727,35.20000076293945,500.0
2008-12-02,32.0,32.0,26.400001525878906,34.400001525878906,1900.0
2008-12-03,33.599998474121094,30.399999618530273,28.0,33.599998474121094,3400.0
2008-12-04,32.0,32.0,28.80000114440918,33.599998474121094,2600.0
2008-12-05,31.19999885559082,30.399999618530273,30.399999618530273,33.599998474121094,1300.0
2008-12-08,32.79999923706055,31.19999885559082,31.19999885559082,33.599998474121094,1800.0
2008-12-09,33.599998474121094,30.399999618530273,29.600000381469727,33.599998474121094,1400.0
2008-12-10,30.399999618530273,30.399999618530273,29.600000381469727,32.79999923706055,900.0
2008-12-11,32.0,30.399999618530273,29.600000381469727,32.79999923706055,1400.0
2008-12-12,28.80000114440918,31.19999885559082,28.80000114440918,32.0,600.0
2008-12-15,32.0,29.600000381469727,29.600000381469727,32.0,2700.0
2008-12-16,32.0,31.19999885559082,28.80000114440918,32.0,1900.0
2008-12-17,29.600000381469727,29.600000381469727,28.80000114440918,31.19999885559082,2700.0
2008-12-18,29.600000381469727,28.80000114440918,26.400001525878906,30.399999618530273,5200.0
2008-12-19,24.799999237060547,24.799999237060547,24.799999237060547,28.80000114440918,3600.0
2008-12-22,26.400001525878906,26.400001525878906,26.400001525878906,28.80000114440918,1800.0
2008-12-23,28.0,30.399999618530273,25.600000381469727,32.79999923706055,3700.0
2008-12-24,32.0,29.600000381469727,28.0,32.79999923706055,1100.0
2008-12-26,32.0,28.80000114440918,28.80000114440918,32.0,2200.0
2008-12-29,31.19999885559082,31.19999885559082,28.80000114440918,32.79999923706055,3100.0
2008-12-30,32.79999923706055,29.600000381469727,29.600000381469727,32.79999923706055,3500.0
2008-12-31,28.80000114440918,34.400001525878906,28.80000114440918,34.400001525878906,3700.0
2009-01-02,36.0,38.39999771118164,35.20000076293945,39.20000076293945,1500.0
2009-01-05,38.39999771118164,40.0,38.39999771118164,40.0,900.0
2009-01-06,40.79999923706055,44.0,39.20000076293945,46.39999771118164,3000.0
2009-01-07,48.000003814697266,44.0,44.0,48.000003814697266,2900.0
2009-01-08,44.0,45.599998474121094,44.0,48.000003814697266,2500.0
2009-01-09,46.39999771118164,44.79999923706055,44.0,47.19999694824219,1600.0
2009-01-12,45.599998474121094,40.0,39.20000076293945,45.599998474121094,3100.0
2009-01-13,38.39999771118164,44.0,38.39999771118164,45.599998474121094,1300.0
2009-01-14,45.599998474121094,42.39999771118164,40.0,45.599998474121094,800.0
2009-01-15,42.39999771118164,41.599998474121094,40.0,42.39999771118164,500.0
2009-01-16,42.39999771118164,42.39999771118164,41.599998474121094,44.0,400.0
2009-01-20,44.79999923706055,45.599998474121094,40.79999923706055,48.000003814697266,1700.0
2009-01-21,48.000003814697266,41.599998474121094,41.599998474121094,48.000003814697266,1000.0
2009-01-22,42.39999771118164,43.20000076293945,42.39999771118164,47.19999694824219,1200.0
2009-01-23,43.20000076293945,51.19999694824219,40.79999923706055,54.400001525878906,6000.0
2009-01-26,54.400001525878906,50.400001525878906,49.599998474121094,56.79999923706055,5800.0
2009-01-27,51.19999694824219,46.39999771118164,44.79999923706055,51.19999694824219,3100.0
2009-01-28,49.599998474121094,48.000003814697266,46.39999771118164,51.19999694824219,1300.0
2009-01-29,49.599998474121094,48.000003814697266,44.0,51.999996185302734,5900.0
2009-01-30,56.0,61.599998474121094,50.400001525878906,63.20000076293945,9200.0
2009-02-02,64.80000305175781,67.19999694824219,61.599998474121094,70.4000015258789,7100.0
2009-02-03,70.4000015258789,52.80000305175781,48.000003814697266,71.19999694824219,15400.0
2009-02-04,60.0,55.20000076293945,53.60000228881836,60.0,2800.0
2009-02-05,56.0,55.20000076293945,50.400001525878906,56.79999923706055,3100.0
2009-02-06,55.20000076293945,61.599998474121094,55.20000076293945,63.20000076293945,3400.0
2009-02-09,64.0,61.599998474121094,58.400001525878906,68.0,3300.0
2009-02-10,64.0,58.400001525878906,56.0,64.0,1800.0
2009-02-11,60.79999923706055,60.0,58.400001525878906,62.39999771118164,1500.0
2009-02-12,67.19999694824219,62.39999771118164,60.0,67.19999694824219,2300.0
2009-02-13,63.20000076293945,59.20000076293945,55.20000076293945,63.20000076293945,2600.0
2009-02-17,61.599998474121094,55.20000076293945,55.20000076293945,61.599998474121094,2100.0
2009-02-18,55.20000076293945,51.999996185302734,51.999996185302734,62.39999771118164,1300.0
2009-02-19,51.19999694824219,48.000003814697266,47.19999694824219,55.20000076293945,2900.0
2009-02-20,48.000003814697266,44.0,40.0,48.000003814697266,3700.0
2009-02-23,46.39999771118164,39.20000076293945,39.20000076293945,46.39999771118164,2000.0
2009-02-24,39.20000076293945,39.20000076293945,37.599998474121094,40.79999923706055,3200.0
2009-02-25,46.39999771118164,42.39999771118164,38.39999771118164,46.39999771118164,2600.0
2009-02-26,50.400001525878906,39.20000076293945,37.599998474121094,50.400001525878906,2100.0
2009-02-27,41.599998474121094,36.0,36.0,41.599998474121094,2200.0
2009-03-02,39.20000076293945,34.400001525878906,34.400001525878906,39.20000076293945,2700.0
2009-03-03,32.79999923706055,36.0,32.79999923706055,36.0,1000.0
2009-03-04,36.79999923706055,36.79999923706055,34.400001525878906,40.0,2000.0
2009-03-05,36.0,35.20000076293945,34.400001525878906,36.0,700.0
2009-03-06,39.20000076293945,32.0,32.0,39.20000076293945,4300.0
2009-03-09,48.000003814697266,38.39999771118164,36.79999923706055,48.000003814697266,6400.0
2009-03-10,38.39999771118164,39.20000076293945,36.79999923706055,41.599998474121094,2300.0
2009-03-11,42.39999771118164,40.0,39.20000076293945,43.20000076293945,2000.0
2009-03-12,42.39999771118164,40.0,38.39999771118164,42.39999771118164,1200.0
2009-03-13,41.599998474121094,36.79999923706055,36.0,41.599998474121094,1800.0
2009-03-16,39.20000076293945,40.79999923706055,37.599998474121094,41.599998474121094,1400.0
2009-03-17,44.0,44.0,40.79999923706055,44.0,1300.0
2009-03-18,44.79999923706055,42.39999771118164,41.599998474121094,44.79999923706055,1100.0
2009-03-19,43.20000076293945,40.0,39.20000076293945,44.79999923706055,2000.0
2009-03-20,42.39999771118164,40.79999923706055,36.79999923706055,42.39999771118164,2200.0
2009-03-23,42.39999771118164,38.39999771118164,38.39999771118164,43.20000076293945,2600.0
2009-03-24,40.0,38.39999771118164,38.39999771118164,40.0,1500.0
2009-03-25,40.0,39.20000076293945,38.39999771118164,40.0,1100.0
2009-03-26,40.79999923706055,41.599998474121094,39.20000076293945,41.599998474121094,1700.0
2009-03-27,41.599998474121094,48.000003814697266,40.0,54.400001525878906,3700.0
2009-03-30,49.599998474121094,50.400001525878906,48.80000305175781,51.999996185302734,2100.0
2009-03-31,51.999996185302734,49.599998474121094,48.000003814697266,53.60000228881836,3100.0
2009-04-01,51.999996185302734,47.19999694824219,46.39999771118164,51.999996185302734,1300.0
2009-04-02,51.19999694824219,47.19999694824219,45.599998474121094,51.999996185302734,2200.0
2009-04-03,45.599998474121094,45.599998474121094,44.0,49.599998474121094,2600.0
2009-04-06,48.000003814697266,47.19999694824219,44.79999923706055,48.000003814697266,2400.0
2009-04-07,48.000003814697266,46.39999771118164,45.599998474121094,48.000003814697266,2000.0
2009-04-08,46.39999771118164,44.79999923706055,42.39999771118164,47.19999694824219,700.0
2009-04-09,44.79999923706055,41.599998474121094,40.0,46.39999771118164,4200.0
2009-04-13,44.0,41.599998474121094,40.79999923706055,44.0,1800.0
2009-04-14,41.599998474121094,43.20000076293945,41.599998474121094,45.599998474121094,2500.0
2009-04-15,44.0,40.79999923706055,40.79999923706055,44.79999923706055,1500.0
2009-04-16,44.0,46.39999771118164,42.39999771118164,46.39999771118164,2200.0
2009-04-17,46.39999771118164,49.599998474121094,46.39999771118164,49.599998474121094,2900.0
2009-04-20,50.400001525878906,45.599998474121094,45.599998474121094,50.400001525878906,1200.0
2009-04-21,44.0,46.39999771118164,44.0,47.19999694824219,900.0
2009-04-22,48.000003814697266,44.0,43.20000076293945,48.000003814697266,900.0
2009-04-23,44.0,45.599998474121094,44.0,47.19999694824219,700.0
2009-04-24,46.39999771118164,47.19999694824219,44.79999923706055,48.000003814697266,600.0
2009-04-27,48.000003814697266,50.400001525878906,48.000003814697266,51.19999694824219,3200.0
2009-04-28,51.999996185302734,52.80000305175781,48.80000305175781,55.20000076293945,3500.0
2009-04-29,57.60000228881836,55.20000076293945,48.80000305175781,57.60000228881836,2600.0
2009-04-30,48.000003814697266,52.80000305175781,48.000003814697266,55.20000076293945,1800.0
2009-05-01,54.400001525878906,53.60000228881836,48.80000305175781,54.400001525878906,2000.0
2009-05-04,53.60000228881836,53.60000228881836,53.60000228881836,56.0,1600.0
2009-05-05,54.400001525878906,52.80000305175781,50.400001525878906,54.400001525878906,3100.0
2009-05-06,52.80000305175781,51.999996185302734,51.19999694824219,53.60000228881836,2300.0
2009-05-07,50.400001525878906,42.39999771118164,41.599998474121094,50.400001525878906,7000.0
2009-05-08,43.20000076293945,43.20000076293945,41.599998474121094,44.79999923706055,3800.0
2009-05-11,43.20000076293945,41.599998474121094,41.599998474121094,43.20000076293945,2700.0
2009-05-12,43.20000076293945,46.39999771118164,42.39999771118164,46.39999771118164,6300.0
2009-05-13,50.400001525878906,48.000003814697266,45.599998474121094,50.400001525878906,4500.0
2009-05-14,48.000003814697266,48.000003814697266,46.39999771118164,49.599998474121094,1400.0
2009-05-15,48.000003814697266,45.599998474121094,44.79999923706055,48.000003814697266,2500.0
2009-05-18,48.80000305175781,44.0,44.0,48.80000305175781,1800.0
2009-05-19,44.79999923706055,43.20000076293945,43.20000076293945,47.19999694824219,3000.0
2009-05-20,44.0,44.0,42.39999771118164,46.39999771118164,4500.0
2009-05-21,44.0,44.0,43.20000076293945,46.39999771118164,5700.0
2009-05-22,47.19999694824219,44.0,44.0,47.19999694824219,2100.0
2009-05-26,45.599998474121094,46.39999771118164,44.0,46.39999771118164,4600.0
2009-05-27,45.599998474121094,44.79999923706055,44.79999923706055,48.000003814697266,3000.0
