Date,dgxopen,dgxclose,dgxlow,dgxhigh,dgxvolume
2018-09-18,107.80000305175781,107.22000122070312,107.0999984741211,108.16000366210938,1113100.0
2018-09-19,107.51000213623047,107.52999877929688,107.19000244140625,108.20999908447266,828200.0
2018-09-20,107.88999938964844,107.93000030517578,107.44999694824219,108.19999694824219,629300.0
2018-09-21,108.08000183105469,107.61000061035156,107.51000213623047,108.7300033569336,1209100.0
2018-09-24,107.48999786376953,107.58999633789062,106.37000274658203,107.70999908447266,1354200.0
2018-09-25,108.02999877929688,107.58999633789062,107.4800033569336,108.61000061035156,997600.0
2018-09-26,107.80000305175781,107.4800033569336,107.13999938964844,108.20999908447266,744200.0
2018-09-27,107.5,107.25,107.05999755859375,108.23999786376953,876600.0
2018-09-28,107.25,107.91000366210938,106.9800033569336,107.95999908447266,982400.0
2018-10-01,108.06999969482422,108.37999725341797,107.93000030517578,108.76000213623047,900500.0
2018-10-02,108.26000213623047,107.66999816894531,107.0,108.5,915100.0
2018-10-03,107.70999908447266,106.23999786376953,106.01000213623047,107.79000091552734,853800.0
2018-10-04,105.38999938964844,103.37999725341797,103.12000274658203,105.56999969482422,1565500.0
2018-10-05,103.37999725341797,103.33000183105469,102.94999694824219,104.0,1028900.0
2018-10-08,103.25,102.9800033569336,102.30000305175781,103.80999755859375,710600.0
2018-10-09,102.80999755859375,103.5999984741211,102.69000244140625,103.83999633789062,1306300.0
2018-10-10,103.7300033569336,103.38999938964844,103.33999633789062,105.16000366210938,979200.0
2018-10-11,103.12999725341797,100.44000244140625,100.4000015258789,103.3499984741211,1487600.0
2018-10-12,100.98999786376953,100.25,99.29000091552734,101.7300033569336,951400.0
2018-10-15,99.69000244140625,99.95999908447266,99.58000183105469,100.94000244140625,1064700.0
2018-10-16,100.38999938964844,102.23999786376953,100.2300033569336,102.36000061035156,1067300.0
2018-10-17,102.16999816894531,102.37999725341797,101.6500015258789,102.9800033569336,1253700.0
2018-10-18,102.73999786376953,102.37999725341797,101.6500015258789,103.61000061035156,1356300.0
2018-10-19,103.38999938964844,102.5,102.44999694824219,104.22000122070312,1161800.0
2018-10-22,102.52999877929688,101.54000091552734,101.37999725341797,103.12000274658203,1433300.0
2018-10-23,94.9000015258789,95.22000122070312,93.72000122070312,97.41000366210938,3438200.0
2018-10-24,94.8499984741211,91.45999908447266,91.3499984741211,95.08000183105469,3261100.0
2018-10-25,91.75,91.88999938964844,91.4000015258789,92.73999786376953,1476200.0
2018-10-26,91.44999694824219,91.47000122070312,90.54000091552734,92.23999786376953,2201100.0
2018-10-29,93.30000305175781,91.83000183105469,91.01000213623047,93.30000305175781,1490500.0
2018-10-30,92.16000366210938,92.86000061035156,91.13999938964844,93.0199966430664,1073900.0
2018-10-31,93.2699966430664,94.11000061035156,92.94000244140625,95.22000122070312,1406900.0
2018-11-01,94.56999969482422,93.5999984741211,93.19999694824219,95.02999877929688,1381100.0
2018-11-02,93.94999694824219,93.37999725341797,92.37000274658203,94.55000305175781,985100.0
2018-11-05,93.68000030517578,94.05000305175781,93.51000213623047,94.7300033569336,937800.0
2018-11-06,93.76000213623047,95.4800033569336,93.68000030517578,95.58999633789062,786900.0
2018-11-07,96.31999969482422,97.55000305175781,96.23999786376953,97.98999786376953,1647600.0
2018-11-08,97.13999938964844,97.80000305175781,96.9000015258789,98.23999786376953,745100.0
2018-11-09,97.62000274658203,97.33000183105469,96.87000274658203,98.25,718700.0
