Date,trnopen,trnclose,trnlow,trnhigh,trnvolume
2008-01-02,10.057595252990723,9.935205459594727,9.86681079864502,10.237581253051758,2765800.0
2008-01-03,9.97120189666748,10.00719928741455,9.935205459594727,10.118790626525879,3480800.0
2008-01-04,9.852412223815918,9.48884105682373,9.402447700500488,9.852412223815918,4531200.0
2008-01-07,9.514039039611816,9.3484525680542,9.035277366638184,9.557235717773438,6806900.0
2008-01-08,9.398848533630371,8.938084602355957,8.912886619567871,9.442044258117676,5281000.0
2008-01-09,8.945284843444824,9.114470481872559,8.822894096374512,9.143268585205078,5976900.0
2008-01-10,9.03167724609375,9.175665855407715,8.992080688476562,9.3484525680542,3820000.0
2008-01-11,9.082073211669922,8.894888877868652,8.8624906539917,9.15766716003418,3099100.0
2008-01-14,8.974081993103027,8.909287452697754,8.858891487121582,9.0244779586792,3036600.0
2008-01-15,8.84449291229248,8.635708808898926,8.524118423461914,8.876890182495117,4894300.0
2008-01-16,8.585312843322754,8.459322929382324,8.362131118774414,8.750900268554688,4033100.0
2008-01-17,8.498920440673828,8.041756629943848,7.991360664367676,8.578113555908203,5461300.0
2008-01-18,8.164146423339844,8.318934440612793,7.98056173324585,8.35133171081543,4191400.0
2008-01-22,7.901367664337158,8.372930526733398,7.886969089508057,8.48452091217041,4828200.0
2008-01-23,8.279337882995605,8.578113555908203,8.016558647155762,8.624910354614258,5322900.0
2008-01-24,8.632109642028809,8.534916877746582,8.462923049926758,8.754499435424805,3578600.0
2008-01-25,8.794096946716309,9.132469177246094,8.740100860595703,9.48884105682373,7838400.0
2008-01-28,9.078474044799805,9.812814712524414,9.078474044799805,9.812814712524414,6824200.0
2008-01-29,9.769618034362793,9.758819580078125,9.596832275390625,9.960403442382812,2763600.0
2008-01-30,9.784017562866211,9.798416137695312,9.604031562805176,10.039596557617188,3478900.0
2008-01-31,9.632829666137695,10.194384574890137,9.517638206481934,10.22318172454834,4273700.0
2008-02-01,10.262779235839844,10.730741500854492,10.219582557678223,10.730741500854492,5835500.0
2008-02-04,10.727141380310059,10.241180419921875,10.201583862304688,10.727141380310059,4963700.0
2008-02-05,10.075593948364258,9.938804626464844,9.917206764221191,10.284377098083496,3063000.0
2008-02-06,10.15478801727295,10.291576385498047,9.967602729797363,10.449963569641113,4415400.0
2008-02-07,10.25917911529541,10.662346839904785,10.118790626525879,10.745140075683594,4296500.0
2008-02-08,10.615550994873047,10.633549690246582,10.493160247802734,11.180705070495605,2618500.0
2008-02-11,10.77753734588623,10.611950874328613,10.388769149780273,10.77753734588623,2508800.0
2008-02-12,10.687544822692871,10.377969741821289,10.244780540466309,10.734341621398926,3488600.0
2008-02-13,10.485960960388184,10.8135347366333,10.453563690185547,10.83513355255127,3496900.0
2008-02-14,10.809935569763184,10.482361793518066,10.345572471618652,10.809935569763184,2657200.0
2008-02-15,10.417566299438477,10.51835823059082,10.395968437194824,10.633549690246582,3110500.0
2008-02-19,10.647948265075684,10.845932006835938,10.647948265075684,11.141108512878418,4760400.0
2008-02-20,10.84233283996582,10.8135347366333,10.619150161743164,10.90352725982666,4029200.0
2008-02-21,11.245500564575195,11.19150447845459,10.997119903564453,11.627069473266602,7487800.0
2008-02-22,11.26349925994873,10.910727500915527,10.647948265075684,11.26349925994873,4676200.0
2008-02-25,10.881929397583008,10.9611234664917,10.665946960449219,11.054715156555176,4538400.0
2008-02-26,10.90352725982666,11.043916702270508,10.90352725982666,11.501079559326172,5325100.0
2008-02-27,11.02951717376709,10.860331535339355,10.619150161743164,11.223901748657227,4915100.0
2008-02-28,10.77753734588623,10.745140075683594,10.586752891540527,10.89632797241211,3266400.0
2008-02-29,10.615550994873047,10.140388488769531,10.061195373535156,10.71634292602539,3008300.0
2008-03-03,10.079194068908691,10.25917911529541,10.00719928741455,10.352771759033203,2956300.0
2008-03-04,10.13318920135498,10.151187896728516,9.86681079864502,10.194384574890137,5036800.0
2008-03-05,10.15478801727295,10.172785758972168,10.003600120544434,10.359971046447754,2397400.0
2008-03-06,10.13318920135498,9.812814712524414,9.773218154907227,10.165586471557617,2447400.0
2008-03-07,9.690424919128418,9.787616729736328,9.582433700561523,10.010799407958984,2798600.0
2008-03-10,9.827214241027832,9.402447700500488,9.352051734924316,9.848812103271484,3944800.0
2008-03-11,9.604031562805176,9.661626815795898,9.316054344177246,9.70482349395752,4176700.0
2008-03-12,9.661626815795898,9.449244499206543,9.373650550842285,9.83081340789795,3560000.0
2008-03-13,9.312455177307129,9.341252326965332,9.042476654052734,9.434844970703125,5797400.0
2008-03-14,9.424046516418457,9.078474044799805,8.833693504333496,9.48164176940918,5321000.0
2008-03-17,8.8624906539917,8.747300148010254,8.606911659240723,9.085673332214355,3610600.0
2008-03-18,8.912886619567871,9.3628511428833,8.912886619567871,9.395248413085938,3146900.0
2008-03-19,9.391648292541504,9.053276062011719,9.006479263305664,9.611230850219727,2559900.0
2008-03-20,9.0388765335083,9.132469177246094,8.840892791748047,9.143268585205078,2498500.0
2008-03-24,9.312455177307129,9.690424919128418,9.244060516357422,9.84521198272705,4283400.0
2008-03-25,9.71202278137207,9.834413528442383,9.658027648925781,9.960403442382812,3515600.0
2008-03-26,9.834413528442383,9.654427528381348,9.485240936279297,9.834413528442383,1823200.0
2008-03-27,9.676026344299316,9.474442481994629,9.366450309753418,9.708423614501953,1800100.0
2008-03-28,9.474442481994629,9.377249717712402,9.344852447509766,9.517638206481934,1556200.0
2008-03-31,9.377249717712402,9.593232154846191,9.262059211730957,9.658027648925781,3543300.0
2008-04-01,9.722822189331055,9.97120189666748,9.701224327087402,10.032397270202637,2303200.0
2008-04-02,9.99280071258545,9.928006172180176,9.888408660888672,10.115190505981445,2042400.0
2008-04-03,9.852412223815918,9.787616729736328,9.654427528381348,9.917206764221191,3552000.0
2008-04-04,9.802016258239746,9.74082088470459,9.654427528381348,9.86681079864502,2390200.0
2008-04-07,9.816414833068848,9.798416137695312,9.715622901916504,10.061195373535156,2452700.0
