Date,altropen,altrclose,altrlow,altrhigh,altrvolume
2018-03-01,26.350000381469727,26.25,26.200000762939453,26.719999313354492,107400.0
2018-03-02,26.209999084472656,26.479999542236328,25.81999969482422,26.645000457763672,123100.0
2018-03-05,26.440000534057617,26.489999771118164,25.6299991607666,26.700000762939453,64100.0
2018-03-06,26.56999969482422,27.290000915527344,26.56999969482422,27.889999389648438,194200.0
2018-03-07,27.190000534057617,29.979999542236328,26.98699951171875,30.329999923706055,769300.0
2018-03-08,29.84000015258789,29.239999771118164,28.56999969482422,30.649999618530273,420000.0
2018-03-09,29.5,29.399999618530273,28.062000274658203,30.0,164400.0
2018-03-12,29.399999618530273,30.110000610351562,28.600000381469727,30.360000610351562,183800.0
2018-03-13,30.190000534057617,29.600000381469727,28.650999069213867,30.760000228881836,219500.0
2018-03-14,29.6200008392334,29.209999084472656,29.110000610351562,30.3700008392334,199900.0
2018-03-15,29.219999313354492,29.5,28.760000228881836,29.84000015258789,177700.0
2018-03-16,29.389999389648438,29.579999923706055,28.0,29.729999542236328,647400.0
2018-03-19,29.299999237060547,29.579999923706055,28.479999542236328,30.0,494300.0
2018-03-20,29.59000015258789,31.850000381469727,29.46500015258789,32.2400016784668,413000.0
2018-03-21,31.850000381469727,31.459999084472656,31.459999084472656,33.3849983215332,571100.0
2018-03-22,31.979999542236328,30.59000015258789,29.18000030517578,31.979999542236328,538800.0
2018-03-23,30.540000915527344,30.309999465942383,29.799999237060547,30.770000457763672,396900.0
2018-03-26,30.790000915527344,32.119998931884766,29.719999313354492,32.54999923706055,332000.0
2018-03-27,32.5,30.979999542236328,30.600000381469727,32.70000076293945,304100.0
2018-03-28,30.850000381469727,30.75,29.760000228881836,31.040000915527344,239600.0
2018-03-29,30.81999969482422,31.360000610351562,30.25,31.5,143200.0
2018-04-02,31.170000076293945,30.149999618530273,29.989999771118164,31.204999923706055,232800.0
2018-04-03,30.309999465942383,30.280000686645508,29.350000381469727,30.3799991607666,225800.0
2018-04-04,29.700000762939453,30.440000534057617,29.200000762939453,30.6299991607666,243300.0
2018-04-05,30.729999542236328,30.829999923706055,30.399999618530273,31.799999237060547,170100.0
2018-04-06,30.639999389648438,30.1299991607666,29.885000228881836,30.700000762939453,259500.0
2018-04-09,30.450000762939453,30.270000457763672,29.940000534057617,30.690000534057617,74100.0
2018-04-10,30.719999313354492,30.790000915527344,29.899999618530273,30.975000381469727,127000.0
2018-04-11,30.68000030517578,29.8700008392334,29.579999923706055,30.959999084472656,197600.0
2018-04-12,29.969999313354492,30.34000015258789,29.56999969482422,30.639999389648438,369900.0
2018-04-13,30.420000076293945,29.600000381469727,29.489999771118164,30.469999313354492,107500.0
2018-04-16,29.709999084472656,29.389999389648438,29.110000610351562,29.91699981689453,145800.0
2018-04-17,29.399999618530273,30.09000015258789,29.389999389648438,30.540000915527344,147900.0
2018-04-18,30.010000228881836,29.829999923706055,29.344999313354492,30.110000610351562,190200.0
2018-04-19,29.399999618530273,29.850000381469727,29.399999618530273,29.940000534057617,125600.0
2018-04-20,29.850000381469727,29.81999969482422,29.34000015258789,29.850000381469727,200300.0
2018-04-23,29.989999771118164,29.520000457763672,29.209999084472656,30.260000228881836,317700.0
2018-04-24,29.780000686645508,28.969999313354492,28.559999465942383,30.040000915527344,244500.0
2018-04-25,28.850000381469727,28.959999084472656,28.222000122070312,29.040000915527344,139500.0
2018-04-26,29.020000457763672,27.989999771118164,27.75,29.399999618530273,227400.0
2018-04-27,28.200000762939453,28.959999084472656,27.8799991607666,29.190000534057617,135900.0
2018-04-30,29.0,28.979999542236328,28.149999618530273,29.299999237060547,270500.0
2018-05-01,28.989999771118164,28.75,28.329999923706055,29.165000915527344,196800.0
2018-05-02,28.610000610351562,29.010000228881836,27.940000534057617,29.020000457763672,337200.0
2018-05-03,28.969999313354492,28.6200008392334,28.225000381469727,28.989999771118164,383200.0
2018-05-04,28.530000686645508,29.65999984741211,28.5,29.959999084472656,363500.0
2018-05-07,29.989999771118164,30.459999084472656,29.989999771118164,30.889999389648438,174400.0
2018-05-08,30.420000076293945,30.549999237060547,29.889999389648438,30.860000610351562,213700.0
2018-05-09,30.690000534057617,30.93000030517578,30.020000457763672,31.399999618530273,309100.0
2018-05-10,31.1200008392334,30.950000762939453,30.920000076293945,31.350000381469727,186400.0
2018-05-11,31.149999618530273,31.450000762939453,30.110000610351562,31.6299991607666,203800.0
2018-05-14,31.5,31.270000457763672,30.670000076293945,31.5,264200.0
2018-05-15,31.5,33.54999923706055,30.1299991607666,34.0099983215332,1378100.0
2018-05-16,33.709999084472656,35.15999984741211,33.11000061035156,35.349998474121094,909100.0
2018-05-17,35.08000183105469,36.154998779296875,34.74100112915039,36.7599983215332,584800.0
2018-05-18,35.97999954223633,35.84000015258789,35.81999969482422,37.189998626708984,351000.0
2018-05-21,36.04999923706055,35.56999969482422,35.369998931884766,36.150001525878906,214700.0
2018-05-22,35.7400016784668,35.31999969482422,35.0,35.7400016784668,275200.0
2018-05-23,35.25,35.16999816894531,34.77000045776367,35.5,146200.0
2018-05-24,35.209999084472656,34.970001220703125,34.849998474121094,35.22999954223633,199000.0
2018-05-25,34.68000030517578,35.310001373291016,34.68000030517578,35.47999954223633,173100.0
2018-05-29,35.150001525878906,35.0,34.89500045776367,35.3390007019043,110200.0
2018-05-30,35.16999816894531,35.15999984741211,35.130001068115234,36.2599983215332,149800.0
2018-05-31,35.33000183105469,35.189998626708984,35.15999984741211,35.810001373291016,167400.0
2018-06-01,35.400001525878906,35.779998779296875,34.959999084472656,36.0099983215332,254600.0
2018-06-04,35.86000061035156,36.66999816894531,35.86000061035156,36.88999938964844,276200.0
2018-06-05,36.0,36.060001373291016,35.2599983215332,36.60499954223633,520100.0
2018-06-06,36.459999084472656,36.290000915527344,35.82500076293945,36.720001220703125,365800.0
2018-06-07,35.47999954223633,35.65999984741211,34.349998474121094,35.9900016784668,3873800.0
2018-06-08,35.380001068115234,35.90999984741211,34.849998474121094,36.0,597000.0
2018-06-11,35.9900016784668,35.75,35.619998931884766,36.439998626708984,385800.0
2018-06-12,35.779998779296875,35.970001220703125,35.779998779296875,36.459999084472656,386700.0
2018-06-13,35.970001220703125,36.31999969482422,35.970001220703125,37.099998474121094,936300.0
2018-06-14,36.630001068115234,36.75,36.0099983215332,37.77000045776367,609800.0
2018-06-15,36.88999938964844,36.369998931884766,36.167999267578125,37.57400131225586,547200.0
2018-06-18,36.380001068115234,36.16999816894531,35.779998779296875,37.2239990234375,513700.0
2018-06-19,35.880001068115234,34.9900016784668,33.22999954223633,35.880001068115234,653100.0
2018-06-20,35.13999938964844,35.459999084472656,34.630001068115234,35.70500183105469,422100.0
2018-06-21,35.56999969482422,35.279998779296875,35.06999969482422,36.61000061035156,515100.0
2018-06-22,35.43000030517578,34.72999954223633,33.54999923706055,35.43000030517578,3320100.0
2018-06-25,34.29999923706055,33.88999938964844,33.04999923706055,34.310001373291016,580300.0
2018-06-26,34.06999969482422,34.18000030517578,33.92499923706055,34.7599983215332,429400.0
2018-06-27,34.08000183105469,33.95000076293945,33.880001068115234,34.59000015258789,623900.0
2018-06-28,33.77000045776367,33.70000076293945,33.04999923706055,34.16999816894531,266300.0
2018-06-29,33.810001373291016,34.18000030517578,33.55500030517578,34.40999984741211,291900.0
2018-07-02,33.84000015258789,34.52000045776367,33.83000183105469,34.63999938964844,123000.0
2018-07-03,34.540000915527344,33.79999923706055,33.38999938964844,34.810001373291016,182700.0
2018-07-05,33.95000076293945,34.040000915527344,33.5099983215332,34.25,229000.0
2018-07-06,34.0,34.59000015258789,33.810001373291016,34.720001220703125,242700.0
2018-07-09,34.75,34.77000045776367,34.279998779296875,35.02000045776367,209800.0
2018-07-10,34.86000061035156,34.47999954223633,34.22999954223633,34.959999084472656,135600.0
2018-07-11,34.310001373291016,34.09000015258789,33.790000915527344,34.790000915527344,158800.0
2018-07-12,34.31999969482422,34.72999954223633,34.150001525878906,34.790000915527344,219900.0
2018-07-13,34.720001220703125,34.630001068115234,34.29999923706055,34.970001220703125,159700.0
2018-07-16,34.68000030517578,34.5099983215332,34.06999969482422,34.9900016784668,215400.0
2018-07-17,34.33000183105469,34.619998931884766,33.29999923706055,34.88999938964844,242900.0
2018-07-18,34.61000061035156,35.470001220703125,34.61000061035156,36.027000427246094,353600.0
2018-07-19,35.40999984741211,35.08000183105469,34.880001068115234,35.880001068115234,234600.0
2018-07-20,35.220001220703125,34.77000045776367,33.81999969482422,35.33399963378906,330000.0
2018-07-23,34.650001525878906,34.75,34.310001373291016,35.209999084472656,127300.0
2018-07-24,34.91999816894531,35.79999923706055,34.130001068115234,35.810001373291016,1434400.0
2018-07-25,35.810001373291016,36.45000076293945,35.77000045776367,37.209999084472656,308400.0
2018-07-26,36.5,36.56999969482422,36.097999572753906,37.099998474121094,179600.0
2018-07-27,36.4900016784668,35.599998474121094,35.43000030517578,36.4900016784668,132800.0
2018-07-30,35.61000061035156,34.880001068115234,34.222999572753906,35.61000061035156,352400.0
2018-07-31,35.09000015258789,35.099998474121094,34.560001373291016,35.54999923706055,124800.0
2018-08-01,35.18000030517578,34.880001068115234,34.689998626708984,35.97999954223633,282800.0
2018-08-02,34.65999984741211,35.4900016784668,34.65999984741211,35.7400016784668,202200.0
2018-08-03,35.540000915527344,35.29999923706055,34.880001068115234,36.349998474121094,177400.0
2018-08-06,35.25,35.93000030517578,35.099998474121094,36.2400016784668,311000.0
2018-08-07,35.939998626708984,34.95000076293945,34.834999084472656,36.470001220703125,384300.0
2018-08-08,35.939998626708984,35.2599983215332,34.731998443603516,35.939998626708984,182300.0
2018-08-09,35.38999938964844,36.540000915527344,34.72999954223633,37.099998474121094,720100.0
2018-08-10,37.5,38.040000915527344,36.5,39.196998596191406,1037600.0
2018-08-13,38.61000061035156,39.43000030517578,38.61000061035156,41.810001373291016,763600.0
2018-08-14,40.25,39.65999984741211,38.810001373291016,40.25,404800.0
2018-08-15,39.61000061035156,39.2599983215332,39.0099983215332,39.79999923706055,261800.0
2018-08-16,39.369998931884766,39.81999969482422,39.11000061035156,40.25,403500.0
2018-08-17,39.77000045776367,40.20000076293945,39.029998779296875,40.25,336400.0
2018-08-20,40.25,40.22999954223633,39.86000061035156,40.83000183105469,367200.0
2018-08-21,40.22999954223633,40.13999938964844,39.685001373291016,40.369998931884766,592200.0
2018-08-22,40.099998474121094,40.029998779296875,39.959999084472656,40.75,200600.0
2018-08-23,40.04999923706055,39.900001525878906,39.84000015258789,40.439998626708984,247300.0
2018-08-24,40.220001220703125,40.5099983215332,39.86000061035156,40.689998626708984,318900.0
2018-08-27,40.75,40.97999954223633,40.5,41.689998626708984,322200.0
2018-08-28,41.099998474121094,40.63999938964844,40.07500076293945,41.279998779296875,242900.0
2018-08-29,40.77000045776367,41.36000061035156,40.77000045776367,41.409000396728516,148400.0
2018-08-30,41.15999984741211,40.869998931884766,40.599998474121094,41.5,200400.0
2018-08-31,40.81999969482422,41.77000045776367,40.689998626708984,41.861000061035156,380800.0
2018-09-04,41.91999816894531,42.349998474121094,41.8390007019043,43.060001373291016,281700.0
2018-09-05,42.36000061035156,40.93000030517578,39.81999969482422,42.39500045776367,352700.0
2018-09-06,40.86000061035156,40.880001068115234,39.900001525878906,41.099998474121094,303500.0
2018-09-07,40.52000045776367,40.439998626708984,40.310001373291016,41.61000061035156,250800.0
2018-09-10,40.70000076293945,40.959999084472656,40.0,41.494998931884766,237100.0
2018-09-11,40.900001525878906,41.040000915527344,40.84000015258789,41.380001068115234,157500.0
2018-09-12,40.959999084472656,40.400001525878906,39.65999984741211,41.209999084472656,380800.0
2018-09-13,40.63999938964844,39.97999954223633,39.79999923706055,41.08000183105469,278000.0
2018-09-14,39.97999954223633,39.97999954223633,39.446998596191406,40.4900016784668,263500.0
2018-09-17,39.630001068115234,38.630001068115234,38.369998931884766,40.470001220703125,415000.0
2018-09-18,38.86000061035156,39.83000183105469,38.86000061035156,40.38999938964844,503800.0
2018-09-19,39.79999923706055,39.5,38.24100112915039,39.90999984741211,326000.0
2018-09-20,39.83000183105469,39.959999084472656,39.599998474121094,40.41999816894531,415600.0
2018-09-21,39.91999816894531,40.900001525878906,39.88999938964844,41.02000045776367,1063300.0
2018-09-24,40.61000061035156,41.279998779296875,40.48400115966797,41.45000076293945,314200.0
2018-09-25,41.36000061035156,41.95000076293945,41.36000061035156,42.400001525878906,295200.0
2018-09-26,42.150001525878906,41.970001220703125,41.810001373291016,42.470001220703125,215800.0
2018-09-27,42.279998779296875,42.209999084472656,42.11199951171875,43.65999984741211,289000.0
2018-09-28,42.209999084472656,43.45000076293945,42.04999923706055,43.540000915527344,289300.0
2018-10-01,43.599998474121094,42.75,42.599998474121094,43.9900016784668,338600.0
2018-10-02,42.75,41.959999084472656,41.619998931884766,43.34000015258789,170200.0
2018-10-03,42.02000045776367,42.040000915527344,41.470001220703125,42.16999816894531,314100.0
2018-10-04,41.810001373291016,41.61000061035156,41.0,41.810001373291016,168100.0
2018-10-05,41.52000045776367,41.689998626708984,41.02000045776367,42.0369987487793,317500.0
2018-10-08,41.70000076293945,40.880001068115234,40.255001068115234,41.70000076293945,327300.0
2018-10-09,40.68000030517578,39.90999984741211,39.68000030517578,41.45000076293945,293500.0
2018-10-10,39.88999938964844,35.70000076293945,35.630001068115234,40.0,530100.0
2018-10-11,35.4900016784668,33.93000030517578,33.880001068115234,37.290000915527344,501700.0
2018-10-12,34.290000915527344,34.939998626708984,34.290000915527344,35.0,461800.0
2018-10-15,34.900001525878906,34.119998931884766,33.900001525878906,34.939998626708984,255900.0
2018-10-16,34.66999816894531,35.22999954223633,33.9900016784668,35.70000076293945,329500.0
2018-10-17,35.599998474121094,36.0,34.790000915527344,36.09000015258789,161300.0
2018-10-18,35.97999954223633,36.43000030517578,35.29999923706055,36.45000076293945,385400.0
2018-10-19,36.33000183105469,35.86000061035156,35.4900016784668,36.72999954223633,682400.0
2018-10-22,35.849998474121094,36.790000915527344,35.720001220703125,37.400001525878906,244000.0
2018-10-23,36.060001373291016,36.79999923706055,35.459999084472656,36.970001220703125,310100.0
2018-10-24,36.72999954223633,35.2599983215332,35.209999084472656,37.400001525878906,347800.0
2018-10-25,35.31999969482422,37.060001373291016,35.31999969482422,37.15999984741211,444900.0
2018-10-26,36.310001373291016,36.83000183105469,35.354000091552734,37.45000076293945,450500.0
2018-10-29,37.529998779296875,36.650001525878906,36.220001220703125,38.22999954223633,343700.0
2018-10-30,36.5099983215332,36.970001220703125,36.11399841308594,37.43000030517578,274200.0
2018-10-31,37.58000183105469,38.13999938964844,37.37799835205078,38.54999923706055,200800.0
2018-11-01,38.400001525878906,37.68000030517578,37.599998474121094,39.06999969482422,230000.0
2018-11-02,37.88999938964844,37.900001525878906,37.29999923706055,38.584999084472656,227000.0
2018-11-05,37.900001525878906,30.700000762939453,30.15999984741211,37.900001525878906,2070300.0
2018-11-06,30.530000686645508,31.920000076293945,30.5,32.47999954223633,664400.0
2018-11-07,32.290000915527344,33.61000061035156,32.290000915527344,34.56999969482422,238800.0
2018-11-08,33.349998474121094,33.619998931884766,32.630001068115234,33.689998626708984,573200.0
2018-11-09,34.25,32.119998931884766,31.020000457763672,34.85100173950195,533200.0
