Date,altropen,altrclose,altrlow,altrhigh,altrvolume
2017-10-26,13.229999542236328,13.229999542236328,13.229999542236328,13.229999542236328,0.0
2017-11-01,17.100000381469727,18.309999465942383,16.549999237060547,18.979999542236328,7533500.0
2017-11-02,18.049999237060547,17.40999984741211,17.329999923706055,18.200000762939453,952100.0
2017-11-03,17.5,19.3700008392334,17.5,19.399999618530273,842700.0
2017-11-06,19.059999465942383,18.969999313354492,18.10099983215332,19.600000381469727,427400.0
2017-11-07,18.989999771118164,19.510000228881836,18.850000381469727,19.94499969482422,1008700.0
2017-11-08,19.549999237060547,20.360000610351562,18.6200008392334,20.3799991607666,558300.0
2017-11-09,20.1200008392334,20.399999618530273,20.0,20.6200008392334,282500.0
2017-11-10,20.399999618530273,20.760000228881836,20.229999542236328,20.850000381469727,132300.0
2017-11-13,20.6200008392334,21.719999313354492,20.500999450683594,21.780000686645508,223000.0
2017-11-14,21.540000915527344,22.360000610351562,21.520000457763672,22.979999542236328,318900.0
2017-11-15,22.530000686645508,23.489999771118164,22.030000686645508,23.549999237060547,638200.0
2017-11-16,23.899999618530273,23.940000534057617,23.399999618530273,23.999000549316406,328100.0
2017-11-17,23.940000534057617,24.15999984741211,23.750999450683594,24.329999923706055,329600.0
2017-11-20,24.280000686645508,24.760000228881836,24.09000015258789,24.950000762939453,308000.0
2017-11-21,24.889999389648438,24.5,24.280000686645508,25.59000015258789,376700.0
2017-11-22,24.010000228881836,23.940000534057617,23.68000030517578,24.299999237060547,296500.0
2017-11-24,23.860000610351562,24.899999618530273,23.860000610351562,24.93000030517578,76200.0
2017-11-27,24.5,22.649999618530273,22.59000015258789,25.09000015258789,353100.0
2017-11-28,23.3799991607666,23.8700008392334,22.8700008392334,23.986000061035156,275400.0
2017-11-29,23.989999771118164,22.139999389648438,21.351999282836914,24.34000015258789,396800.0
2017-11-30,22.18000030517578,22.389999389648438,21.844999313354492,23.149999618530273,303000.0
2017-12-01,21.3799991607666,23.459999084472656,21.3799991607666,24.6299991607666,533600.0
2017-12-04,23.479999542236328,21.899999618530273,21.600000381469727,23.944000244140625,327800.0
2017-12-05,21.68000030517578,21.559999465942383,21.200000762939453,22.940000534057617,435700.0
2017-12-06,21.209999084472656,21.020000457763672,20.500999450683594,21.700000762939453,236200.0
2017-12-07,20.950000762939453,22.200000762939453,20.5,22.700000762939453,293400.0
2017-12-08,22.31999969482422,21.600000381469727,21.385000228881836,22.469999313354492,140200.0
2017-12-11,21.68000030517578,23.079999923706055,21.68000030517578,23.110000610351562,145500.0
2017-12-12,22.969999313354492,22.31999969482422,22.1299991607666,23.584999084472656,272300.0
2017-12-13,22.350000381469727,21.440000534057617,21.389999389648438,22.979999542236328,197200.0
2017-12-14,21.43000030517578,21.0,21.0,21.81999969482422,176800.0
2017-12-15,21.0,21.260000228881836,20.610000610351562,21.489999771118164,715300.0
2017-12-18,21.360000610351562,22.6299991607666,21.035999298095703,23.565000534057617,428300.0
2017-12-19,22.450000762939453,22.59000015258789,21.1299991607666,22.850000381469727,180900.0
2017-12-20,22.469999313354492,23.239999771118164,22.190000534057617,23.440000534057617,297300.0
2017-12-21,23.399999618530273,24.389999389648438,23.354999542236328,24.639999389648438,296500.0
2017-12-22,24.510000228881836,23.1299991607666,23.059999465942383,24.59000015258789,491000.0
2017-12-26,23.1200008392334,23.030000686645508,22.6299991607666,23.399999618530273,116500.0
2017-12-27,23.100000381469727,23.610000610351562,22.719999313354492,23.68000030517578,82700.0
2017-12-28,23.639999389648438,24.309999465942383,23.184999465942383,24.329999923706055,209100.0
2017-12-29,24.43000030517578,23.920000076293945,23.665000915527344,24.450000762939453,123400.0
2018-01-02,24.139999389648438,24.270000457763672,23.770000457763672,24.45800018310547,291600.0
2018-01-03,24.5,25.049999237060547,24.5,25.524999618530273,484200.0
2018-01-04,25.299999237060547,24.920000076293945,24.649999618530273,25.540000915527344,177900.0
2018-01-05,25.059999465942383,25.0,24.84000015258789,25.350000381469727,98700.0
2018-01-08,25.1200008392334,25.40999984741211,24.520000457763672,25.4950008392334,158200.0
2018-01-09,25.43000030517578,26.600000381469727,25.329999923706055,26.700000762939453,289900.0
2018-01-10,26.610000610351562,27.989999771118164,26.31999969482422,28.0,209900.0
2018-01-11,28.299999237060547,26.450000762939453,26.139999389648438,28.899999618530273,331700.0
2018-01-12,26.43000030517578,25.8799991607666,25.170000076293945,26.768999099731445,193600.0
2018-01-16,25.8700008392334,25.579999923706055,25.260000228881836,26.079999923706055,193200.0
2018-01-17,25.709999084472656,24.860000610351562,23.885000228881836,25.709999084472656,265500.0
2018-01-18,24.8799991607666,25.510000228881836,24.42099952697754,25.8700008392334,318300.0
2018-01-19,25.770000457763672,26.75,25.299999237060547,27.09000015258789,220700.0
2018-01-22,27.149999618530273,25.68000030517578,25.270000457763672,27.489999771118164,246600.0
2018-01-23,25.790000915527344,25.90999984741211,24.8700008392334,26.329999923706055,160400.0
2018-01-24,25.959999084472656,25.469999313354492,25.329999923706055,26.329999923706055,73500.0
2018-01-25,25.579999923706055,25.010000228881836,24.75,25.579999923706055,86000.0
2018-01-26,25.049999237060547,26.270000457763672,24.5,26.280000686645508,222000.0
2018-01-29,26.270000457763672,25.219999313354492,25.18000030517578,26.5,86900.0
2018-01-30,25.0,26.260000228881836,24.899999618530273,26.309999465942383,211400.0
2018-01-31,26.56999969482422,26.600000381469727,26.125,27.0,446400.0
2018-02-01,26.5,27.489999771118164,26.399999618530273,27.520000457763672,321900.0
2018-02-02,27.290000915527344,26.950000762939453,26.750999450683594,28.2549991607666,286200.0
2018-02-05,26.950000762939453,26.799999237060547,26.260000228881836,27.6200008392334,212100.0
2018-02-06,26.420000076293945,26.420000076293945,26.200000762939453,28.0,450300.0
2018-02-07,26.5,26.520000457763672,26.31999969482422,26.780000686645508,169600.0
2018-02-08,26.469999313354492,25.290000915527344,25.059999465942383,27.469999313354492,276400.0
2018-02-09,25.350000381469727,25.239999771118164,24.209999084472656,25.8700008392334,285000.0
2018-02-12,25.299999237060547,25.739999771118164,24.97100067138672,25.8799991607666,104600.0
2018-02-13,25.579999923706055,25.719999313354492,25.579999923706055,26.41699981689453,209200.0
2018-02-14,25.5,25.809999465942383,25.454999923706055,26.09000015258789,188100.0
2018-02-15,25.950000762939453,26.540000915527344,25.549999237060547,26.75,234500.0
2018-02-16,26.549999237060547,26.84000015258789,25.774999618530273,27.020000457763672,205900.0
2018-02-20,26.690000534057617,26.149999618530273,25.200000762939453,26.940000534057617,350400.0
2018-02-21,26.229999542236328,25.899999618530273,25.549999237060547,26.5,84700.0
2018-02-22,25.860000610351562,25.899999618530273,25.450000762939453,26.229999542236328,75000.0
2018-02-23,26.110000610351562,26.15999984741211,25.920000076293945,26.5,290500.0
2018-02-26,26.34000015258789,26.40999984741211,26.139999389648438,26.690000534057617,260900.0
2018-02-27,26.420000076293945,26.639999389648438,26.030000686645508,26.850000381469727,324500.0
2018-02-28,26.75,26.31999969482422,26.18000030517578,26.75,201800.0
