Date,plpcopen,plpcclose,plpclow,plpchigh,plpcvolume
2008-02-07,49.810001373291016,50.58000183105469,49.45000076293945,54.59000015258789,3700.0
2008-02-08,50.369998931884766,51.04999923706055,48.060001373291016,52.93000030517578,2700.0
2008-02-11,49.540000915527344,48.59000015258789,48.33000183105469,50.5,3700.0
2008-02-12,49.150001525878906,49.16999816894531,49.13999938964844,49.939998626708984,1400.0
2008-02-13,47.72999954223633,49.83000183105469,47.72999954223633,49.88999938964844,1600.0
2008-02-14,48.560001373291016,48.630001068115234,48.560001373291016,49.5,900.0
2008-02-15,48.27000045776367,49.130001068115234,48.27000045776367,49.790000915527344,1900.0
2008-02-19,50.88999938964844,49.560001373291016,48.970001220703125,53.650001525878906,1200.0
2008-02-20,53.650001525878906,49.5,49.08000183105469,53.650001525878906,800.0
2008-02-21,49.5,49.900001525878906,49.5,51.31999969482422,1700.0
2008-02-22,49.5,50.119998931884766,49.25,51.38999938964844,4900.0
2008-02-25,49.150001525878906,50.029998779296875,49.130001068115234,50.029998779296875,1000.0
2008-02-26,49.04999923706055,49.939998626708984,48.81999969482422,49.939998626708984,3300.0
2008-02-27,48.369998931884766,48.599998474121094,48.369998931884766,49.36000061035156,2200.0
2008-02-28,49.97999954223633,48.150001525878906,48.04999923706055,50.33000183105469,1900.0
2008-02-29,47.220001220703125,47.20000076293945,46.06999969482422,47.5,4000.0
2008-03-03,46.349998474121094,46.0,45.310001373291016,50.0,5600.0
2008-03-04,44.20000076293945,44.630001068115234,44.20000076293945,45.970001220703125,900.0
2008-03-05,44.38999938964844,44.689998626708984,41.900001525878906,49.970001220703125,6200.0
2008-03-06,44.5,42.95000076293945,41.58000183105469,44.5,3000.0
2008-03-07,41.25,43.59000015258789,41.25,44.0,2500.0
2008-03-10,43.36000061035156,43.779998779296875,40.150001525878906,45.0,3400.0
2008-03-11,45.0,50.16999816894531,44.5099983215332,50.16999816894531,5700.0
2008-03-12,49.7400016784668,47.70000076293945,45.0099983215332,49.7400016784668,4400.0
2008-03-13,48.70000076293945,48.04999923706055,45.970001220703125,48.97999954223633,1500.0
2008-03-14,46.70000076293945,45.5,45.5,46.70000076293945,400.0
2008-03-17,45.029998779296875,44.220001220703125,44.220001220703125,45.029998779296875,400.0
2008-03-18,46.66999816894531,45.47999954223633,44.0,46.66999816894531,2200.0
2008-03-19,45.599998474121094,45.650001525878906,45.599998474121094,46.959999084472656,2200.0
2008-03-20,46.97999954223633,46.529998779296875,44.970001220703125,47.09000015258789,28800.0
2008-03-24,47.36000061035156,47.25,45.06999969482422,47.36000061035156,4000.0
2008-03-25,47.0,47.91999816894531,46.869998931884766,49.9900016784668,1500.0
2008-03-26,48.27000045776367,49.36000061035156,46.47999954223633,49.36000061035156,2900.0
2008-03-27,49.38999938964844,49.470001220703125,47.2400016784668,50.0,6600.0
2008-03-28,48.65999984741211,46.709999084472656,46.709999084472656,50.7400016784668,1100.0
2008-03-31,46.689998626708984,48.68000030517578,45.150001525878906,48.849998474121094,3100.0
2008-04-01,50.790000915527344,50.52000045776367,46.369998931884766,50.790000915527344,1900.0
2008-04-02,51.0,49.2599983215332,48.25,51.0,1600.0
2008-04-03,50.7400016784668,49.02000045776367,47.08000183105469,50.7400016784668,1300.0
2008-04-04,50.25,48.20000076293945,48.16999816894531,50.970001220703125,1200.0
2008-04-07,50.0,47.5,46.290000915527344,50.0,600.0
2008-04-08,48.779998779296875,48.20000076293945,47.0,48.779998779296875,500.0
2008-04-09,45.41999816894531,46.40999984741211,45.41999816894531,47.41999816894531,700.0
2008-04-10,46.75,50.970001220703125,46.75,50.970001220703125,600.0
2008-04-11,45.0,48.75,45.0,51.18000030517578,1200.0
2008-04-14,48.75,48.36000061035156,46.099998474121094,48.75,700.0
2008-04-15,45.65999984741211,48.41999816894531,45.65999984741211,48.41999816894531,400.0
2008-04-16,51.52000045776367,48.9900016784668,48.54999923706055,51.52000045776367,5200.0
2008-04-17,50.88999938964844,49.66999816894531,49.66999816894531,50.88999938964844,1200.0
2008-04-18,50.25,49.68000030517578,47.040000915527344,53.650001525878906,15900.0
2008-04-21,48.93000030517578,52.11000061035156,48.93000030517578,54.0,1000.0
2008-04-22,49.5,51.75,49.33000183105469,54.0,2400.0
2008-04-23,50.84000015258789,50.84000015258789,49.06999969482422,51.4900016784668,1600.0
2008-04-24,50.02000045776367,49.88999938964844,49.34000015258789,50.02000045776367,1200.0
2008-04-25,50.0,49.709999084472656,48.0099983215332,50.0,1400.0
2008-04-28,48.20000076293945,49.459999084472656,48.20000076293945,49.810001373291016,1100.0
2008-04-29,48.29999923706055,46.849998474121094,46.66999816894531,48.29999923706055,2500.0
2008-04-30,47.540000915527344,49.29999923706055,47.459999084472656,49.97999954223633,4900.0
2008-05-01,50.0,49.15999984741211,49.15999984741211,50.0,800.0
2008-05-02,50.06999969482422,47.13999938964844,47.13999938964844,50.06999969482422,5600.0
2008-05-05,46.75,47.060001373291016,46.75,48.95000076293945,2500.0
2008-05-06,46.7599983215332,48.70000076293945,46.7599983215332,48.70000076293945,3000.0
2008-05-07,48.4900016784668,46.900001525878906,46.900001525878906,53.9900016784668,3100.0
2008-05-08,47.900001525878906,51.38999938964844,47.0099983215332,51.38999938964844,3000.0
2008-05-09,48.130001068115234,46.560001373291016,46.0,48.47999954223633,4700.0
2008-05-12,48.86000061035156,54.25,48.86000061035156,54.25,7300.0
2008-05-13,54.25,51.560001373291016,49.02000045776367,54.25,3000.0
2008-05-14,50.79999923706055,53.79999923706055,50.79999923706055,53.79999923706055,6200.0
2008-05-15,49.04999923706055,51.09000015258789,49.04999923706055,51.09000015258789,800.0
2008-05-16,51.72999954223633,52.41999816894531,50.02000045776367,52.41999816894531,4000.0
2008-05-19,52.959999084472656,53.880001068115234,52.439998626708984,54.29999923706055,4200.0
2008-05-20,50.5099983215332,52.790000915527344,49.470001220703125,54.869998931884766,1400.0
2008-05-21,51.880001068115234,51.880001068115234,50.02000045776367,52.47999954223633,3300.0
2008-05-22,51.880001068115234,54.33000183105469,50.70000076293945,54.95000076293945,3200.0
2008-05-23,52.0,50.630001068115234,49.5,53.63999938964844,2100.0
2008-05-27,51.40999984741211,51.689998626708984,49.599998474121094,52.0,1100.0
2008-05-28,51.63999938964844,51.619998931884766,50.029998779296875,52.0,500.0
2008-05-29,51.58000183105469,51.9900016784668,50.54999923706055,52.0,1800.0
2008-05-30,51.459999084472656,50.52000045776367,49.95000076293945,51.93000030517578,1200.0
2008-06-02,50.2599983215332,50.099998474121094,50.02000045776367,51.869998931884766,10400.0
2008-06-03,50.0,49.5099983215332,49.5099983215332,50.0,1000.0
2008-06-04,49.02000045776367,49.34000015258789,49.02000045776367,49.720001220703125,1500.0
2008-06-05,49.0,50.47999954223633,49.0,50.47999954223633,4500.0
2008-06-06,49.20000076293945,48.2400016784668,48.2400016784668,49.2599983215332,900.0
2008-06-09,48.2599983215332,47.439998626708984,47.2400016784668,50.939998626708984,2800.0
2008-06-10,47.099998474121094,47.599998474121094,47.099998474121094,48.81999969482422,1000.0
2008-06-11,47.11000061035156,47.150001525878906,47.11000061035156,49.27000045776367,2100.0
2008-06-12,47.97999954223633,47.5,47.349998474121094,47.9900016784668,700.0
2008-06-13,47.97999954223633,47.79999923706055,47.060001373291016,49.869998931884766,10800.0
2008-06-16,47.41999816894531,47.95000076293945,47.369998931884766,48.65999984741211,1300.0
2008-06-17,47.25,47.70000076293945,47.18000030517578,49.02000045776367,2000.0
2008-06-18,47.130001068115234,48.560001373291016,47.130001068115234,48.709999084472656,400.0
2008-06-19,48.4900016784668,48.2599983215332,47.25,48.4900016784668,1500.0
2008-06-20,47.5,47.11000061035156,47.11000061035156,48.0099983215332,10000.0
2008-06-23,47.939998626708984,45.18000030517578,45.130001068115234,47.939998626708984,3400.0
2008-06-24,44.90999984741211,44.5,44.5,46.349998474121094,2300.0
2008-06-25,44.33000183105469,45.4900016784668,44.0,47.65999984741211,7600.0
2008-06-26,44.06999969482422,43.36000061035156,43.16999816894531,44.56999969482422,1700.0
2008-06-27,42.939998626708984,41.09000015258789,41.09000015258789,47.970001220703125,56100.0
2008-06-30,40.40999984741211,40.310001373291016,40.310001373291016,43.68000030517578,7900.0
2008-07-01,41.91999816894531,41.25,40.59000015258789,41.970001220703125,10000.0
2008-07-02,40.72999954223633,40.54999923706055,40.18000030517578,41.5,7700.0
2008-07-03,38.31999969482422,39.459999084472656,38.31999969482422,42.310001373291016,1300.0
2008-07-07,38.90999984741211,38.54999923706055,38.27000045776367,40.58000183105469,4400.0
2008-07-08,39.5,39.84000015258789,38.54999923706055,39.95000076293945,2200.0
2008-07-09,41.27000045776367,39.47999954223633,38.869998931884766,41.27000045776367,2200.0
2008-07-10,40.45000076293945,39.099998474121094,37.709999084472656,40.45000076293945,1400.0
2008-07-11,38.5,40.68000030517578,38.5,40.68000030517578,800.0
2008-07-14,38.75,37.65999984741211,37.02000045776367,38.75,1400.0
2008-07-15,38.5,40.08000183105469,38.2599983215332,40.08000183105469,1700.0
2008-07-16,39.599998474121094,44.709999084472656,39.599998474121094,45.77000045776367,2200.0
2008-07-17,45.5099983215332,45.529998779296875,42.349998474121094,48.619998931884766,3400.0
2008-07-18,45.790000915527344,46.31999969482422,43.18000030517578,48.29999923706055,5400.0
2008-07-21,47.08000183105469,45.119998931884766,45.119998931884766,47.08000183105469,3600.0
2008-07-22,45.75,44.54999923706055,43.36000061035156,45.77000045776367,3700.0
2008-07-23,43.66999816894531,44.91999816894531,43.66999816894531,44.93000030517578,900.0
2008-07-24,46.4900016784668,45.290000915527344,44.90999984741211,46.4900016784668,2100.0
2008-07-25,48.470001220703125,48.5,47.43000030517578,48.5,2300.0
2008-07-28,46.97999954223633,47.650001525878906,45.86000061035156,47.970001220703125,1200.0
2008-07-29,47.9900016784668,47.61000061035156,47.279998779296875,48.95000076293945,5000.0
2008-07-30,49.08000183105469,49.130001068115234,48.529998779296875,49.150001525878906,1000.0
2008-07-31,49.95000076293945,51.09000015258789,49.900001525878906,51.09000015258789,1800.0
2008-08-01,49.65999984741211,53.0,47.150001525878906,53.0,9800.0
2008-08-04,52.880001068115234,52.880001068115234,51.040000915527344,54.0,3400.0
2008-08-05,53.4900016784668,52.66999816894531,48.45000076293945,54.75,6800.0
2008-08-06,51.33000183105469,53.349998474121094,51.33000183105469,53.349998474121094,800.0
2008-08-07,51.029998779296875,50.40999984741211,48.43000030517578,54.65999984741211,3900.0
2008-08-08,53.9900016784668,55.0,52.0099983215332,55.0,3100.0
2008-08-11,54.88999938964844,55.81999969482422,54.040000915527344,57.5,3600.0
2008-08-12,55.02000045776367,54.61000061035156,54.61000061035156,56.5,7400.0
2008-08-13,52.08000183105469,55.880001068115234,51.0,55.880001068115234,3400.0
2008-08-14,53.29999923706055,55.27000045776367,51.20000076293945,55.52000045776367,4400.0
2008-08-15,55.84000015258789,54.97999954223633,53.880001068115234,55.84000015258789,4700.0
2008-08-18,54.06999969482422,55.0,54.04999923706055,55.0,2700.0
2008-08-19,53.54999923706055,55.0,52.90999984741211,55.0,3300.0
2008-08-20,55.0,53.88999938964844,53.88999938964844,55.0,2100.0
2008-08-21,54.75,54.2400016784668,52.5099983215332,54.75,1500.0
2008-08-22,52.720001220703125,54.25,52.689998626708984,54.25,2000.0
2008-08-25,53.70000076293945,53.560001373291016,53.31999969482422,53.95000076293945,1400.0
2008-08-26,54.130001068115234,54.150001525878906,53.97999954223633,54.150001525878906,600.0
2008-08-27,53.810001373291016,54.689998626708984,53.810001373291016,54.689998626708984,2800.0
2008-08-28,54.9900016784668,55.0,54.630001068115234,55.0,1800.0
2008-08-29,55.0,54.7400016784668,54.2599983215332,55.0,900.0
2008-09-02,55.0,53.47999954223633,52.5099983215332,55.0,7900.0
2008-09-03,54.33000183105469,52.5,52.5,54.33000183105469,1800.0
2008-09-04,51.5,51.939998626708984,51.349998474121094,53.40999984741211,2400.0
2008-09-05,54.86000061035156,52.91999816894531,52.31999969482422,54.86000061035156,800.0
2008-09-08,52.7400016784668,51.54999923706055,50.5,52.7400016784668,4700.0
2008-09-09,51.630001068115234,53.810001373291016,51.630001068115234,54.9900016784668,1500.0
2008-09-10,54.2400016784668,55.099998474121094,54.2400016784668,55.099998474121094,2900.0
2008-09-11,54.9900016784668,54.88999938964844,53.029998779296875,55.0,1800.0
2008-09-12,55.0,53.650001525878906,53.040000915527344,55.0,500.0
2008-09-15,54.95000076293945,52.52000045776367,52.52000045776367,54.95000076293945,900.0
2008-09-16,54.29999923706055,54.650001525878906,52.72999954223633,54.650001525878906,1400.0
2008-09-17,54.150001525878906,51.630001068115234,51.630001068115234,54.25,1000.0
2008-09-18,54.369998931884766,56.0,50.959999084472656,56.0,11600.0
2008-09-19,59.36000061035156,65.5,54.41999816894531,66.88999938964844,53700.0
2008-09-22,65.4800033569336,57.25,57.25,65.4800033569336,4500.0
2008-09-23,57.9900016784668,56.779998779296875,55.2599983215332,59.95000076293945,7400.0
2008-09-24,58.40999984741211,57.150001525878906,57.040000915527344,58.40999984741211,3700.0
2008-09-25,57.459999084472656,58.97999954223633,57.290000915527344,58.97999954223633,4000.0
2008-09-26,57.63999938964844,57.36000061035156,57.099998474121094,58.0,1700.0
2008-09-29,56.439998626708984,54.939998626708984,54.810001373291016,58.0,3800.0
2008-09-30,54.91999816894531,58.34000015258789,54.849998474121094,62.0,3400.0
2008-10-01,57.5,56.970001220703125,56.04999923706055,57.5,2700.0
2008-10-02,55.5099983215332,55.810001373291016,55.0,56.93000030517578,9700.0
2008-10-03,56.0,55.599998474121094,55.130001068115234,56.0,2600.0
2008-10-06,55.0,51.93000030517578,51.150001525878906,55.0,32000.0
2008-10-07,50.18000030517578,48.849998474121094,48.849998474121094,52.58000183105469,6400.0
2008-10-08,47.70000076293945,45.630001068115234,42.68000030517578,48.75,6200.0
2008-10-09,43.25,42.0,42.0,44.689998626708984,3100.0
2008-10-10,42.0,32.880001068115234,31.489999771118164,42.0,22000.0
2008-10-13,35.7400016784668,38.439998626708984,35.029998779296875,38.439998626708984,6400.0
2008-10-14,38.20000076293945,39.02000045776367,38.20000076293945,40.310001373291016,6500.0
2008-10-15,39.34000015258789,37.18000030517578,37.18000030517578,40.0,4900.0
2008-10-16,37.5,37.45000076293945,35.209999084472656,37.900001525878906,4900.0
2008-10-17,36.720001220703125,37.61000061035156,35.45000076293945,38.959999084472656,9100.0
2008-10-20,38.33000183105469,38.04999923706055,38.029998779296875,38.939998626708984,6300.0
2008-10-21,37.189998626708984,37.5,37.189998626708984,37.5,1300.0
2008-10-22,36.11000061035156,36.0,36.0,36.11000061035156,1000.0
2008-10-23,35.0,35.16999816894531,35.0,35.970001220703125,2600.0
2008-10-24,34.63999938964844,33.209999084472656,31.899999618530273,34.63999938964844,1700.0
2008-10-27,32.779998779296875,31.81999969482422,31.81999969482422,33.31999969482422,1400.0
2008-10-28,32.630001068115234,33.380001068115234,32.16999816894531,33.9900016784668,3700.0
2008-10-29,34.119998931884766,33.7400016784668,32.349998474121094,34.119998931884766,1600.0
2008-10-30,33.939998626708984,33.88999938964844,33.40999984741211,33.939998626708984,800.0
2008-10-31,34.58000183105469,40.0,34.58000183105469,40.0,3600.0
2008-11-03,37.459999084472656,39.20000076293945,37.459999084472656,39.20000076293945,1000.0
2008-11-04,40.099998474121094,44.20000076293945,40.0,44.790000915527344,1100.0
2008-11-05,43.47999954223633,41.7599983215332,40.31999969482422,43.970001220703125,1200.0
2008-11-06,44.869998931884766,42.400001525878906,42.400001525878906,44.869998931884766,900.0
2008-11-07,43.02000045776367,46.93000030517578,42.97999954223633,48.310001373291016,2800.0
2008-11-10,47.970001220703125,44.58000183105469,44.58000183105469,47.970001220703125,900.0
2008-11-11,44.33000183105469,41.47999954223633,40.0099983215332,44.72999954223633,2500.0
2008-11-12,40.58000183105469,38.68000030517578,37.97999954223633,41.63999938964844,6600.0
2008-11-13,38.779998779296875,42.88999938964844,37.36000061035156,42.88999938964844,3900.0
2008-11-14,42.09000015258789,37.529998779296875,37.52000045776367,44.34000015258789,3800.0
2008-11-17,37.04999923706055,38.2599983215332,37.04999923706055,38.849998474121094,600.0
2008-11-18,38.2599983215332,39.189998626708984,38.25,40.58000183105469,4500.0
2008-11-19,39.29999923706055,38.20000076293945,38.20000076293945,42.099998474121094,2500.0
2008-11-20,38.20000076293945,37.459999084472656,36.04999923706055,38.79999923706055,2000.0
2008-11-21,37.13999938964844,35.9900016784668,32.689998626708984,40.2599983215332,15900.0
2008-11-24,36.66999816894531,35.70000076293945,34.7599983215332,36.93000030517578,5900.0
2008-11-25,37.029998779296875,40.529998779296875,37.029998779296875,42.150001525878906,2800.0
2008-11-26,39.63999938964844,38.54999923706055,33.040000915527344,39.79999923706055,11500.0
2008-11-28,37.88999938964844,38.75,37.5099983215332,38.75,700.0
2008-12-01,35.20000076293945,34.0,34.0,40.31999969482422,18700.0
2008-12-02,34.84000015258789,37.4900016784668,34.150001525878906,38.189998626708984,2200.0
2008-12-03,36.400001525878906,37.45000076293945,36.400001525878906,38.790000915527344,2400.0
2008-12-04,37.08000183105469,37.5,37.08000183105469,38.43000030517578,2700.0
2008-12-05,37.09000015258789,36.83000183105469,35.22999954223633,37.29999923706055,4600.0
2008-12-08,39.040000915527344,45.150001525878906,38.5,47.22999954223633,2900.0
2008-12-09,44.31999969482422,41.529998779296875,41.459999084472656,44.560001373291016,1300.0
2008-12-10,42.369998931884766,42.189998626708984,41.599998474121094,42.7599983215332,1300.0
2008-12-11,41.52000045776367,42.310001373291016,41.52000045776367,42.720001220703125,4100.0
2008-12-12,48.040000915527344,47.93000030517578,45.099998474121094,48.040000915527344,4500.0
2008-12-15,46.0099983215332,46.189998626708984,46.0099983215332,47.75,1900.0
2008-12-16,46.88999938964844,46.41999816894531,44.5,46.88999938964844,6800.0
2008-12-17,46.72999954223633,46.72999954223633,46.720001220703125,46.72999954223633,3800.0
2008-12-18,48.33000183105469,48.68000030517578,47.7599983215332,48.68000030517578,2300.0
2008-12-19,50.189998626708984,50.04999923706055,48.369998931884766,50.25,18600.0
2008-12-22,49.84000015258789,45.45000076293945,44.84000015258789,52.0,6000.0
2008-12-23,45.5,44.849998474121094,44.02000045776367,45.5,1100.0
2008-12-24,45.810001373291016,44.9900016784668,44.9900016784668,45.810001373291016,700.0
2008-12-26,45.79999923706055,45.31999969482422,45.31999969482422,45.79999923706055,300.0
2008-12-29,46.209999084472656,46.4900016784668,46.209999084472656,46.9900016784668,800.0
2008-12-30,46.290000915527344,44.81999969482422,44.33000183105469,46.290000915527344,1900.0
2008-12-31,45.09000015258789,46.040000915527344,45.09000015258789,47.939998626708984,5300.0
2009-01-02,46.18000030517578,47.650001525878906,46.18000030517578,48.560001373291016,2900.0
2009-01-05,46.5,47.59000015258789,46.5,48.0,7200.0
2009-01-06,47.720001220703125,46.88999938964844,46.88999938964844,47.72999954223633,4700.0
2009-01-07,46.290000915527344,45.7599983215332,45.7599983215332,47.93000030517578,3900.0
2009-01-08,47.5,46.5,45.5,47.5,2200.0
2009-01-09,46.36000061035156,44.560001373291016,44.560001373291016,47.75,2800.0
2009-01-12,43.66999816894531,42.66999816894531,42.66999816894531,44.0,1700.0
2009-01-13,44.2599983215332,42.93000030517578,42.93000030517578,44.310001373291016,1300.0
2009-01-14,45.029998779296875,38.25,38.25,45.029998779296875,27400.0
2009-01-15,38.2400016784668,37.45000076293945,36.689998626708984,38.41999816894531,2200.0
2009-01-16,37.779998779296875,36.93000030517578,36.0,37.779998779296875,7100.0
2009-01-20,36.279998779296875,35.0,35.0,37.310001373291016,7400.0
2009-01-21,35.560001373291016,35.0,34.040000915527344,36.790000915527344,10900.0
2009-01-22,34.5,33.31999969482422,33.31999969482422,35.810001373291016,4400.0
2009-01-23,33.0,32.0,31.329999923706055,33.29999923706055,16200.0
2009-01-26,33.900001525878906,31.489999771118164,30.75,33.900001525878906,5600.0
2009-01-27,31.3700008392334,30.079999923706055,29.860000610351562,31.979999542236328,5800.0
2009-01-28,31.469999313354492,30.190000534057617,29.510000228881836,31.469999313354492,6800.0
2009-01-29,30.0,29.15999984741211,29.15999984741211,30.889999389648438,6600.0
2009-01-30,30.09000015258789,29.360000610351562,29.360000610351562,31.139999389648438,39700.0
2009-02-02,29.389999389648438,33.97999954223633,29.389999389648438,34.75,3900.0
2009-02-03,34.0,35.88999938964844,31.760000228881836,35.88999938964844,2800.0
2009-02-04,36.22999954223633,36.5,34.16999816894531,36.5,1600.0
2009-02-05,35.95000076293945,37.63999938964844,35.540000915527344,37.63999938964844,1600.0
2009-02-06,35.130001068115234,39.34000015258789,34.77000045776367,39.75,2400.0
2009-02-09,39.06999969482422,37.90999984741211,36.08000183105469,39.06999969482422,2800.0
2009-02-10,36.970001220703125,35.099998474121094,35.099998474121094,37.59000015258789,2200.0
2009-02-11,35.02000045776367,34.459999084472656,34.459999084472656,35.040000915527344,800.0
2009-02-12,34.97999954223633,34.220001220703125,34.130001068115234,34.97999954223633,800.0
2009-02-13,34.5,34.9900016784668,34.5,35.040000915527344,1500.0
2009-02-17,33.81999969482422,32.790000915527344,32.06999969482422,34.02000045776367,3000.0
2009-02-18,33.2599983215332,31.43000030517578,31.100000381469727,33.33000183105469,1900.0
2009-02-19,31.93000030517578,31.149999618530273,31.059999465942383,31.93000030517578,2500.0
2009-02-20,30.719999313354492,31.059999465942383,30.06999969482422,33.0,3600.0
2009-02-23,31.15999984741211,30.110000610351562,30.049999237060547,32.779998779296875,4900.0
2009-02-24,30.079999923706055,34.7400016784668,30.079999923706055,34.7400016784668,3200.0
2009-02-25,34.0,33.470001220703125,32.20000076293945,34.0,1400.0
2009-02-26,31.350000381469727,31.09000015258789,31.059999465942383,33.02000045776367,4500.0
2009-02-27,30.559999465942383,30.389999389648438,30.25,30.729999542236328,2900.0
2009-03-02,30.09000015258789,29.06999969482422,29.06999969482422,32.29999923706055,4000.0
2009-03-03,29.549999237060547,29.75,29.549999237060547,31.459999084472656,1700.0
2009-03-04,30.149999618530273,30.299999237060547,29.75,30.299999237060547,2400.0
2009-03-05,29.600000381469727,29.0,26.639999389648438,31.25,11700.0
2009-03-06,29.0,28.260000228881836,28.030000686645508,29.450000762939453,6800.0
2009-03-09,28.6200008392334,28.729999542236328,28.260000228881836,29.540000915527344,4300.0
2009-03-10,29.530000686645508,34.0,28.850000381469727,34.31999969482422,10200.0
2009-03-11,34.040000915527344,33.279998779296875,32.75,34.22999954223633,4000.0
2009-03-12,33.040000915527344,42.0,30.450000762939453,42.5,12300.0
2009-03-13,41.9900016784668,39.0,36.439998626708984,46.5099983215332,18400.0
2009-03-16,39.779998779296875,37.90999984741211,36.29999923706055,39.9900016784668,4800.0
2009-03-17,38.59000015258789,38.72999954223633,38.540000915527344,39.02000045776367,2100.0
2009-03-18,39.47999954223633,43.060001373291016,37.869998931884766,43.060001373291016,7500.0
2009-03-19,43.040000915527344,41.70000076293945,41.70000076293945,43.040000915527344,800.0
2009-03-20,42.65999984741211,41.68000030517578,39.560001373291016,42.65999984741211,6700.0
2009-03-23,41.060001373291016,42.75,41.060001373291016,42.869998931884766,5700.0
2009-03-24,42.790000915527344,40.2400016784668,39.59000015258789,42.790000915527344,1400.0
2009-03-25,41.869998931884766,40.7400016784668,39.2599983215332,41.869998931884766,2700.0
2009-03-26,40.5,42.0,40.439998626708984,42.0,2200.0
2009-03-27,41.150001525878906,38.68000030517578,38.68000030517578,41.150001525878906,1000.0
2009-03-30,37.86000061035156,37.29999923706055,37.189998626708984,39.95000076293945,3200.0
2009-03-31,37.970001220703125,37.63999938964844,37.63999938964844,38.0,2300.0
2009-04-01,36.79999923706055,37.47999954223633,36.68000030517578,38.0,2100.0
2009-04-02,39.70000076293945,39.65999984741211,38.63999938964844,39.95000076293945,6600.0
2009-04-03,39.689998626708984,39.65999984741211,39.65999984741211,39.689998626708984,600.0
2009-04-06,39.70000076293945,38.95000076293945,38.59000015258789,39.790000915527344,4000.0
2009-04-07,38.25,37.349998474121094,37.349998474121094,39.04999923706055,1800.0
2009-04-08,37.40999984741211,37.529998779296875,37.40999984741211,38.470001220703125,4100.0
2009-04-09,38.099998474121094,38.0,37.81999969482422,38.380001068115234,5600.0
2009-04-13,36.529998779296875,38.86000061035156,36.529998779296875,39.9900016784668,2800.0
2009-04-14,38.40999984741211,37.18000030517578,37.18000030517578,39.70000076293945,3800.0
2009-04-15,37.11000061035156,37.15999984741211,37.08000183105469,38.20000076293945,2600.0
2009-04-16,36.599998474121094,36.150001525878906,35.84000015258789,36.75,3100.0
2009-04-17,36.77000045776367,36.5,36.08000183105469,36.77000045776367,6800.0
2009-04-20,35.869998931884766,35.9900016784668,34.58000183105469,37.5,30400.0
2009-04-21,36.040000915527344,38.849998474121094,34.900001525878906,38.849998474121094,2800.0
2009-04-22,38.189998626708984,38.95000076293945,37.77000045776367,39.11000061035156,3400.0
2009-04-23,38.810001373291016,37.369998931884766,37.369998931884766,39.209999084472656,4100.0
2009-04-24,37.88999938964844,39.959999084472656,37.27000045776367,39.959999084472656,4400.0
2009-04-27,40.0,37.939998626708984,37.20000076293945,40.0,2500.0
2009-04-28,37.900001525878906,38.56999969482422,37.29999923706055,38.959999084472656,9800.0
2009-04-29,38.9900016784668,38.13999938964844,37.09000015258789,38.9900016784668,5100.0
2009-04-30,38.459999084472656,37.099998474121094,36.650001525878906,38.459999084472656,1500.0
2009-05-01,36.900001525878906,36.349998474121094,35.91999816894531,36.900001525878906,500.0
2009-05-04,36.52000045776367,35.79999923706055,35.59000015258789,36.52000045776367,2900.0
2009-05-05,36.209999084472656,35.06999969482422,35.06999969482422,36.209999084472656,2500.0
