Date,cidmopen,cidmclose,cidmlow,cidmhigh,cidmvolume
2008-02-28,24.5,23.600000381469727,22.700000762939453,24.700000762939453,32600.0
2008-02-29,22.399999618530273,23.600000381469727,22.0,24.299999237060547,5700.0
2008-03-03,23.600000381469727,22.700000762939453,22.299999237060547,24.799999237060547,14400.0
2008-03-04,22.799999237060547,24.0,21.799999237060547,25.899999618530273,17400.0
2008-03-05,24.0,26.100000381469727,23.299999237060547,26.299999237060547,15900.0
2008-03-06,26.899999618530273,25.200000762939453,24.600000381469727,26.899999618530273,36700.0
2008-03-07,25.899999618530273,25.0,24.5,26.200000762939453,9000.0
2008-03-10,24.799999237060547,25.0,22.399999618530273,25.299999237060547,11500.0
2008-03-11,28.299999237060547,29.200000762939453,28.200000762939453,32.400001525878906,48400.0
2008-03-12,30.399999618530273,28.5,28.0,30.600000381469727,14900.0
2008-03-13,28.799999237060547,28.0,27.200000762939453,29.0,6600.0
2008-03-14,28.0,28.700000762939453,25.0,28.700000762939453,8300.0
2008-03-17,28.700000762939453,31.0,26.799999237060547,31.5,21200.0
2008-03-18,31.5,31.5,30.299999237060547,32.5,17100.0
2008-03-19,31.200000762939453,31.0,29.299999237060547,32.0,10500.0
2008-03-20,30.799999237060547,29.200000762939453,28.600000381469727,31.0,13000.0
2008-03-24,29.899999618530273,30.399999618530273,28.0,30.799999237060547,21600.0
2008-03-25,31.0,31.0,30.0,31.600000381469727,18900.0
2008-03-26,31.200000762939453,31.0,29.799999237060547,31.600000381469727,23600.0
2008-03-27,30.5,31.399999618530273,30.5,31.799999237060547,16200.0
2008-03-28,31.299999237060547,31.5,30.0,31.700000762939453,7100.0
2008-03-31,31.200000762939453,31.5,30.399999618530273,31.700000762939453,11300.0
2008-04-01,31.5,31.600000381469727,30.399999618530273,32.29999923706055,9300.0
2008-04-02,33.0,32.5,31.399999618530273,33.29999923706055,20900.0
2008-04-03,31.5,38.400001525878906,31.5,40.0,38800.0
2008-04-04,37.79999923706055,39.599998474121094,37.099998474121094,39.79999923706055,45200.0
2008-04-07,39.29999923706055,40.29999923706055,37.599998474121094,41.5,44600.0
2008-04-08,39.70000076293945,40.0,38.400001525878906,40.70000076293945,30500.0
2008-04-09,39.70000076293945,38.0,37.900001525878906,40.099998474121094,28800.0
2008-04-10,39.20000076293945,38.70000076293945,37.79999923706055,39.20000076293945,19400.0
2008-04-11,38.70000076293945,38.599998474121094,37.900001525878906,38.70000076293945,11700.0
2008-04-14,38.400001525878906,38.70000076293945,37.5,39.0,4600.0
2008-04-15,38.70000076293945,37.599998474121094,37.5,40.20000076293945,56200.0
2008-04-16,37.599998474121094,35.79999923706055,33.400001525878906,38.099998474121094,15800.0
2008-04-17,35.400001525878906,35.0,34.099998474121094,35.79999923706055,8200.0
2008-04-18,35.29999923706055,33.400001525878906,33.29999923706055,35.400001525878906,15000.0
2008-04-21,33.5,35.0,33.5,35.599998474121094,6200.0
2008-04-22,35.5,34.400001525878906,33.29999923706055,35.5,12500.0
2008-04-23,34.099998474121094,33.79999923706055,31.0,34.900001525878906,8800.0
2008-04-24,34.0,32.5,32.29999923706055,34.0,5800.0
2008-04-25,32.70000076293945,32.099998474121094,32.099998474121094,33.099998474121094,6800.0
2008-04-28,31.799999237060547,30.0,30.0,32.29999923706055,9700.0
2008-04-29,29.899999618530273,25.5,25.200000762939453,29.899999618530273,17800.0
2008-04-30,25.200000762939453,29.5,25.200000762939453,29.700000762939453,23900.0
2008-05-01,29.200000762939453,28.100000381469727,27.200000762939453,29.200000762939453,7900.0
2008-05-02,28.5,28.5,27.5,28.5,3900.0
2008-05-05,28.200000762939453,30.399999618530273,28.200000762939453,30.5,9100.0
2008-05-06,29.899999618530273,29.0,28.799999237060547,30.100000381469727,6500.0
2008-05-07,28.700000762939453,26.600000381469727,26.200000762939453,28.700000762939453,10500.0
2008-05-08,27.100000381469727,26.200000762939453,25.5,27.100000381469727,7100.0
2008-05-09,26.5,25.299999237060547,25.100000381469727,29.899999618530273,14000.0
2008-05-12,25.200000762939453,25.0,25.0,26.299999237060547,6500.0
2008-05-13,25.299999237060547,25.0,25.0,25.899999618530273,8000.0
2008-05-14,25.299999237060547,26.0,25.299999237060547,26.100000381469727,4700.0
2008-05-15,26.299999237060547,26.799999237060547,25.399999618530273,27.0,7800.0
2008-05-16,26.600000381469727,26.899999618530273,26.200000762939453,27.399999618530273,9300.0
2008-05-19,27.700000762939453,25.399999618530273,25.299999237060547,27.700000762939453,6300.0
2008-05-20,25.700000762939453,25.200000762939453,25.200000762939453,26.200000762939453,3800.0
2008-05-21,26.0,24.100000381469727,24.100000381469727,26.600000381469727,5400.0
2008-05-22,24.5,24.299999237060547,24.100000381469727,25.0,4300.0
2008-05-23,24.5,24.299999237060547,23.799999237060547,24.700000762939453,1900.0
2008-05-27,24.299999237060547,23.700000762939453,23.600000381469727,24.799999237060547,1600.0
2008-05-28,24.0,23.200000762939453,23.200000762939453,24.700000762939453,4400.0
2008-05-29,23.899999618530273,22.399999618530273,22.299999237060547,23.899999618530273,4400.0
2008-05-30,22.799999237060547,21.5,21.5,22.799999237060547,8800.0
2008-06-02,21.299999237060547,23.100000381469727,21.100000381469727,23.299999237060547,12100.0
2008-06-03,24.0,23.700000762939453,23.200000762939453,24.399999618530273,12100.0
2008-06-04,24.299999237060547,23.5,23.5,25.0,23200.0
2008-06-05,23.299999237060547,22.799999237060547,22.5,24.100000381469727,17500.0
2008-06-06,22.700000762939453,21.100000381469727,21.0,22.700000762939453,15100.0
2008-06-09,21.399999618530273,21.100000381469727,20.5,22.399999618530273,9600.0
2008-06-10,22.0,19.600000381469727,19.5,22.0,12600.0
2008-06-11,20.0,19.200000762939453,19.0,20.0,9600.0
2008-06-12,20.0,22.700000762939453,19.299999237060547,23.299999237060547,60000.0
2008-06-13,22.399999618530273,22.700000762939453,21.5,23.0,30800.0
2008-06-16,23.0,23.0,21.399999618530273,23.200000762939453,34300.0
2008-06-17,23.0,23.5,21.799999237060547,23.5,17800.0
2008-06-18,23.100000381469727,23.299999237060547,22.200000762939453,23.600000381469727,41500.0
2008-06-19,23.0,24.5,22.899999618530273,24.700000762939453,10800.0
2008-06-20,24.200000762939453,22.899999618530273,22.100000381469727,24.5,79000.0
2008-06-23,22.600000381469727,21.100000381469727,20.899999618530273,22.799999237060547,9100.0
2008-06-24,21.5,21.600000381469727,20.200000762939453,22.299999237060547,31900.0
2008-06-25,21.399999618530273,20.899999618530273,20.899999618530273,21.899999618530273,3000.0
2008-06-26,21.100000381469727,19.899999618530273,19.799999237060547,21.700000762939453,4400.0
2008-06-27,19.899999618530273,20.100000381469727,18.899999618530273,20.399999618530273,10600.0
2008-06-30,19.799999237060547,21.100000381469727,19.5,21.100000381469727,6900.0
2008-07-01,20.0,20.700000762939453,20.0,21.399999618530273,6300.0
2008-07-02,20.5,19.200000762939453,19.100000381469727,20.5,6000.0
2008-07-03,19.0,19.600000381469727,18.600000381469727,21.799999237060547,900.0
2008-07-07,18.899999618530273,18.399999618530273,18.299999237060547,19.899999618530273,8700.0
2008-07-08,18.5,18.0,18.0,19.200000762939453,6800.0
2008-07-09,18.299999237060547,18.100000381469727,17.899999618530273,18.799999237060547,4200.0
2008-07-10,18.200000762939453,18.0,17.799999237060547,18.299999237060547,2300.0
2008-07-11,17.799999237060547,17.899999618530273,17.100000381469727,18.700000762939453,4300.0
2008-07-14,17.899999618530273,17.5,16.899999618530273,18.0,9400.0
2008-07-15,16.700000762939453,17.100000381469727,16.700000762939453,17.299999237060547,7200.0
2008-07-16,17.5,17.799999237060547,16.399999618530273,17.899999618530273,13200.0
2008-07-17,18.0,19.200000762939453,17.899999618530273,19.200000762939453,6500.0
2008-07-18,19.700000762939453,21.100000381469727,19.5,21.100000381469727,5800.0
2008-07-21,21.799999237060547,21.700000762939453,20.799999237060547,21.899999618530273,8300.0
2008-07-22,21.600000381469727,21.399999618530273,21.200000762939453,22.100000381469727,4400.0
2008-07-23,21.200000762939453,21.799999237060547,21.0,21.799999237060547,7800.0
2008-07-24,21.700000762939453,22.5,21.700000762939453,23.0,3500.0
2008-07-25,22.200000762939453,22.5,22.200000762939453,23.0,5700.0
2008-07-28,22.700000762939453,21.600000381469727,21.100000381469727,22.700000762939453,2400.0
2008-07-29,22.100000381469727,22.0,21.5,22.100000381469727,1600.0
2008-07-30,22.0,22.200000762939453,21.799999237060547,22.299999237060547,2800.0
2008-07-31,22.299999237060547,23.0,22.0,23.0,4200.0
2008-08-01,23.0,22.299999237060547,22.200000762939453,23.399999618530273,5600.0
2008-08-04,22.399999618530273,22.399999618530273,21.899999618530273,22.5,1000.0
2008-08-05,22.0,22.700000762939453,22.0,22.700000762939453,2500.0
2008-08-06,23.0,21.799999237060547,21.600000381469727,23.299999237060547,6100.0
2008-08-07,23.0,23.200000762939453,23.0,26.799999237060547,14500.0
2008-08-08,23.5,23.399999618530273,22.0,24.799999237060547,11200.0
2008-08-11,23.399999618530273,23.200000762939453,22.100000381469727,23.600000381469727,7200.0
2008-08-12,23.5,22.0,20.799999237060547,23.5,11500.0
2008-08-13,22.0,21.100000381469727,20.100000381469727,22.100000381469727,6800.0
2008-08-14,21.399999618530273,20.0,19.299999237060547,21.399999618530273,10500.0
2008-08-15,20.0,19.5,19.200000762939453,20.100000381469727,7700.0
2008-08-18,19.700000762939453,18.5,18.399999618530273,20.0,5000.0
2008-08-19,18.799999237060547,16.899999618530273,16.600000381469727,18.799999237060547,13400.0
2008-08-20,17.0,16.200000762939453,16.200000762939453,17.5,12800.0
2008-08-21,16.0,15.899999618530273,14.0,16.100000381469727,44900.0
2008-08-22,16.100000381469727,16.600000381469727,16.0,16.899999618530273,16700.0
2008-08-25,16.600000381469727,15.899999618530273,15.699999809265137,16.799999237060547,7300.0
2008-08-26,15.800000190734863,16.100000381469727,15.800000190734863,16.899999618530273,3300.0
2008-08-27,16.399999618530273,15.899999618530273,15.800000190734863,16.399999618530273,3200.0
2008-08-28,16.0,16.0,15.5,16.899999618530273,43300.0
2008-08-29,16.0,16.700000762939453,15.5,17.0,6700.0
2008-09-02,17.0,16.799999237060547,16.5,17.0,4300.0
2008-09-03,17.0,16.899999618530273,16.700000762939453,17.299999237060547,10100.0
2008-09-04,17.399999618530273,16.600000381469727,16.200000762939453,17.5,7300.0
2008-09-05,17.200000762939453,16.5,15.800000190734863,17.200000762939453,4100.0
2008-09-08,16.5,16.200000762939453,15.600000381469727,17.299999237060547,6100.0
2008-09-09,15.600000381469727,15.199999809265137,14.899999618530273,15.899999618530273,9500.0
2008-09-10,15.300000190734863,14.600000381469727,14.399999618530273,15.600000381469727,10400.0
2008-09-11,14.800000190734863,14.800000190734863,13.800000190734863,16.0,7700.0
2008-09-12,14.300000190734863,15.100000381469727,14.300000190734863,15.800000190734863,4600.0
2008-09-15,14.300000190734863,14.899999618530273,13.600000381469727,15.5,4700.0
2008-09-16,14.100000381469727,14.800000190734863,14.100000381469727,14.899999618530273,700.0
2008-09-17,14.399999618530273,13.699999809265137,11.600000381469727,14.899999618530273,8400.0
2008-09-18,13.600000381469727,13.699999809265137,13.0,14.0,4500.0
2008-09-19,13.100000381469727,14.0,12.699999809265137,14.0,10400.0
2008-09-22,15.0,14.0,12.800000190734863,15.199999809265137,4200.0
2008-09-23,14.399999618530273,14.800000190734863,11.5,15.5,37400.0
2008-09-24,15.0,15.0,13.699999809265137,15.0,7300.0
2008-09-25,14.800000190734863,13.800000190734863,13.0,14.800000190734863,8700.0
2008-09-26,13.800000190734863,12.5,11.699999809265137,13.800000190734863,5400.0
2008-09-29,12.5,11.600000381469727,10.199999809265137,12.899999618530273,16200.0
2008-09-30,12.699999809265137,14.300000190734863,12.0,14.300000190734863,14600.0
2008-10-01,14.0,14.300000190734863,13.5,14.699999809265137,7800.0
2008-10-02,14.899999618530273,12.899999618530273,12.300000190734863,15.0,7400.0
2008-10-03,14.0,13.699999809265137,11.600000381469727,14.0,36200.0
2008-10-06,13.0,14.0,13.0,14.0,7300.0
2008-10-07,14.5,14.0,13.600000381469727,15.0,10000.0
2008-10-08,13.5,14.800000190734863,13.5,14.899999618530273,4600.0
2008-10-09,13.800000190734863,14.399999618530273,12.5,14.5,27100.0
2008-10-10,14.899999618530273,13.5,11.699999809265137,14.899999618530273,4600.0
2008-10-13,13.399999618530273,14.300000190734863,13.399999618530273,14.5,2500.0
2008-10-14,14.699999809265137,13.199999809265137,12.5,14.800000190734863,26400.0
2008-10-15,12.899999618530273,14.199999809265137,12.0,14.800000190734863,6200.0
2008-10-16,13.5,13.0,12.600000381469727,14.899999618530273,9700.0
2008-10-17,12.800000190734863,13.0,12.800000190734863,14.5,6900.0
2008-10-20,13.5,13.199999809265137,13.0,13.899999618530273,6900.0
2008-10-21,13.0,14.0,13.0,14.0,4900.0
2008-10-22,13.199999809265137,13.199999809265137,13.199999809265137,13.5,3000.0
2008-10-23,13.199999809265137,12.600000381469727,12.199999809265137,13.399999618530273,3100.0
2008-10-24,12.5,12.399999618530273,11.100000381469727,12.5,3500.0
2008-10-27,12.399999618530273,13.199999809265137,12.199999809265137,13.199999809265137,8800.0
2008-10-28,13.100000381469727,13.0,12.899999618530273,13.100000381469727,3600.0
2008-10-29,12.800000190734863,12.100000381469727,12.100000381469727,13.0,4100.0
2008-10-30,11.800000190734863,12.100000381469727,11.800000190734863,12.399999618530273,1000.0
2008-10-31,11.800000190734863,11.899999618530273,11.800000190734863,12.199999809265137,800.0
2008-11-03,11.5,10.199999809265137,9.800000190734863,11.699999809265137,6500.0
2008-11-04,10.800000190734863,10.300000190734863,10.199999809265137,11.5,3800.0
2008-11-05,10.600000381469727,9.899999618530273,9.899999618530273,11.100000381469727,10800.0
2008-11-06,10.0,7.699999809265137,7.599999904632568,10.0,17600.0
2008-11-07,7.5,8.800000190734863,7.5,9.5,8100.0
2008-11-10,8.800000190734863,8.800000190734863,8.600000381469727,9.5,8800.0
2008-11-11,8.800000190734863,8.5,8.5,9.100000381469727,2600.0
2008-11-12,8.199999809265137,5.800000190734863,5.699999809265137,8.300000190734863,7600.0
2008-11-13,5.800000190734863,5.900000095367432,5.300000190734863,6.0,18200.0
2008-11-14,5.699999809265137,5.199999809265137,5.099999904632568,6.199999809265137,6000.0
2008-11-17,6.0,7.0,5.699999809265137,7.199999809265137,20800.0
2008-11-18,7.599999904632568,7.0,6.599999904632568,7.599999904632568,8400.0
2008-11-19,6.5,8.0,6.5,8.300000190734863,12900.0
2008-11-20,8.0,7.300000190734863,7.300000190734863,8.0,2600.0
2008-11-21,8.0,6.900000095367432,6.699999809265137,8.0,3000.0
2008-11-24,7.400000095367432,6.0,5.400000095367432,7.400000095367432,8100.0
2008-11-25,6.099999904632568,6.699999809265137,6.099999904632568,7.199999809265137,2300.0
2008-11-26,6.699999809265137,6.599999904632568,5.800000190734863,7.0,7100.0
2008-11-28,6.699999809265137,6.900000095367432,6.599999904632568,7.900000095367432,1200.0
2008-12-01,7.900000095367432,6.599999904632568,6.599999904632568,7.900000095367432,2400.0
2008-12-02,6.900000095367432,6.099999904632568,6.0,6.900000095367432,2600.0
2008-12-03,7.800000190734863,5.699999809265137,5.699999809265137,7.800000190734863,3100.0
2008-12-04,5.5,5.900000095367432,5.199999809265137,5.900000095367432,3800.0
2008-12-05,5.900000095367432,4.800000190734863,4.300000190734863,6.5,8700.0
2008-12-08,7.099999904632568,5.400000095367432,4.800000190734863,7.099999904632568,8400.0
2008-12-09,5.699999809265137,5.199999809265137,5.199999809265137,5.900000095367432,1200.0
2008-12-10,5.400000095367432,5.0,4.900000095367432,6.400000095367432,11300.0
2008-12-11,6.400000095367432,5.0,4.900000095367432,6.400000095367432,4100.0
2008-12-12,5.0,5.0,4.900000095367432,5.0,13700.0
2008-12-15,5.0,4.599999904632568,4.599999904632568,5.199999809265137,6100.0
2008-12-16,5.0,4.900000095367432,4.699999809265137,5.0,3000.0
2008-12-17,5.800000190734863,4.900000095367432,4.5,5.800000190734863,11600.0
2008-12-18,4.599999904632568,4.599999904632568,4.599999904632568,5.0,7300.0
2008-12-19,4.599999904632568,3.9000000953674316,3.9000000953674316,4.599999904632568,33900.0
2008-12-22,4.0,3.9000000953674316,3.5,4.0,7000.0
2008-12-23,4.0,3.799999952316284,3.5999999046325684,4.0,8100.0
2008-12-24,4.900000095367432,3.5999999046325684,3.5999999046325684,4.900000095367432,13700.0
2008-12-26,3.5999999046325684,3.5,3.4000000953674316,3.700000047683716,16400.0
2008-12-29,4.0,3.200000047683716,3.0999999046325684,4.0,6700.0
2008-12-30,3.0999999046325684,3.200000047683716,2.5,3.799999952316284,53000.0
2008-12-31,3.0999999046325684,3.700000047683716,2.799999952316284,3.799999952316284,61200.0
2009-01-02,3.799999952316284,3.4000000953674316,3.4000000953674316,3.799999952316284,9000.0
2009-01-05,3.799999952316284,3.0999999046325684,3.0999999046325684,3.799999952316284,5500.0
2009-01-06,3.5999999046325684,4.400000095367432,3.0999999046325684,4.400000095367432,20000.0
2009-01-07,4.800000190734863,5.0,4.699999809265137,5.099999904632568,16700.0
2009-01-08,4.900000095367432,5.300000190734863,4.800000190734863,5.900000095367432,12500.0
2009-01-09,5.400000095367432,5.400000095367432,5.199999809265137,5.5,9600.0
2009-01-12,5.900000095367432,7.699999809265137,5.900000095367432,8.300000190734863,32300.0
2009-01-13,8.300000190734863,8.100000381469727,7.699999809265137,9.399999618530273,20900.0
2009-01-14,8.5,7.099999904632568,7.099999904632568,8.5,8300.0
2009-01-15,7.199999809265137,7.599999904632568,6.900000095367432,8.0,6500.0
2009-01-16,7.599999904632568,8.0,7.400000095367432,8.0,6100.0
2009-01-20,8.5,7.699999809265137,7.599999904632568,8.5,2500.0
2009-01-21,7.800000190734863,7.400000095367432,7.300000190734863,8.899999618530273,4500.0
2009-01-22,7.599999904632568,7.199999809265137,7.199999809265137,7.900000095367432,3700.0
2009-01-23,7.300000190734863,7.699999809265137,7.300000190734863,7.699999809265137,3700.0
2009-01-26,8.199999809265137,7.699999809265137,7.5,8.199999809265137,4500.0
2009-01-27,7.300000190734863,7.400000095367432,7.199999809265137,7.699999809265137,600.0
2009-01-28,7.099999904632568,7.0,6.800000190734863,7.300000190734863,1100.0
2009-01-29,7.0,7.099999904632568,6.900000095367432,7.599999904632568,7700.0
2009-01-30,7.099999904632568,6.699999809265137,6.599999904632568,7.300000190734863,1500.0
2009-02-02,6.699999809265137,6.599999904632568,6.5,6.900000095367432,22000.0
2009-02-03,6.699999809265137,6.800000190734863,6.5,6.900000095367432,21800.0
2009-02-04,7.199999809265137,6.5,6.5,7.199999809265137,2200.0
2009-02-05,7.599999904632568,6.599999904632568,6.599999904632568,7.599999904632568,700.0
2009-02-06,6.599999904632568,6.300000190734863,5.900000095367432,7.0,10400.0
2009-02-09,6.0,6.099999904632568,6.0,6.400000095367432,13900.0
2009-02-10,5.900000095367432,6.400000095367432,5.800000190734863,6.400000095367432,9100.0
2009-02-11,6.199999809265137,6.199999809265137,6.199999809265137,6.900000095367432,100.0
2009-02-12,6.0,6.199999809265137,6.0,6.699999809265137,100.0
2009-02-13,6.0,6.300000190734863,6.0,6.599999904632568,400.0
2009-02-17,6.0,5.400000095367432,5.400000095367432,6.0,2300.0
2009-02-18,5.300000190734863,4.300000190734863,3.9000000953674316,5.300000190734863,3400.0
2009-02-19,4.5,4.5,4.0,4.900000095367432,83000.0
2009-02-20,4.5,4.199999809265137,4.199999809265137,5.199999809265137,1800.0
2009-02-23,4.199999809265137,4.599999904632568,4.199999809265137,4.699999809265137,3900.0
2009-02-24,4.599999904632568,4.599999904632568,3.799999952316284,4.800000190734863,4900.0
2009-02-25,5.0,5.0,5.0,5.099999904632568,100.0
2009-02-26,4.699999809265137,5.300000190734863,4.699999809265137,5.5,1400.0
2009-02-27,5.5,5.599999904632568,5.300000190734863,6.800000190734863,3200.0
2009-03-02,6.0,4.900000095367432,4.900000095367432,6.0,900.0
2009-03-03,5.0,4.699999809265137,4.699999809265137,5.0,2000.0
2009-03-04,5.0,5.5,5.0,5.5,1300.0
2009-03-05,5.5,5.5,4.300000190734863,5.5,1400.0
2009-03-06,5.0,6.0,4.5,7.099999904632568,7000.0
2009-03-09,5.800000190734863,5.699999809265137,5.699999809265137,5.800000190734863,0.0
2009-03-10,6.099999904632568,6.0,5.900000095367432,6.5,23400.0
2009-03-11,5.599999904632568,6.400000095367432,5.5,6.400000095367432,6300.0
2009-03-12,6.099999904632568,6.199999809265137,5.900000095367432,6.199999809265137,500.0
2009-03-13,5.699999809265137,5.699999809265137,5.099999904632568,5.800000190734863,1700.0
2009-03-16,5.5,5.900000095367432,5.5,6.0,700.0
2009-03-17,6.0,5.599999904632568,5.5,6.0,4200.0
2009-03-18,5.900000095367432,5.599999904632568,5.5,5.900000095367432,3200.0
2009-03-19,5.699999809265137,5.599999904632568,5.599999904632568,5.699999809265137,500.0
2009-03-20,5.599999904632568,5.900000095367432,5.599999904632568,6.0,1600.0
2009-03-23,5.900000095367432,5.699999809265137,5.699999809265137,6.0,2100.0
2009-03-24,5.800000190734863,5.900000095367432,5.800000190734863,6.5,6300.0
2009-03-25,6.0,6.0,5.800000190734863,6.400000095367432,1600.0
2009-03-26,6.300000190734863,6.400000095367432,6.300000190734863,6.400000095367432,900.0
2009-03-27,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0
2009-03-30,6.400000095367432,6.400000095367432,6.099999904632568,6.400000095367432,400.0
2009-03-31,6.300000190734863,6.199999809265137,6.099999904632568,6.400000095367432,3800.0
2009-04-01,6.400000095367432,6.699999809265137,6.300000190734863,6.699999809265137,14900.0
2009-04-02,7.0,7.400000095367432,7.0,7.900000095367432,10100.0
2009-04-03,7.699999809265137,8.899999618530273,7.699999809265137,9.399999618530273,12400.0
2009-04-06,8.899999618530273,10.0,8.899999618530273,11.0,16400.0
2009-04-07,10.600000381469727,9.899999618530273,8.199999809265137,10.600000381469727,8700.0
2009-04-08,10.300000190734863,10.399999618530273,9.899999618530273,10.5,4300.0
2009-04-09,10.5,10.5,10.100000381469727,11.0,4600.0
2009-04-13,10.5,10.300000190734863,10.0,10.5,5900.0
2009-04-14,10.300000190734863,10.399999618530273,10.100000381469727,10.5,400.0
2009-04-15,10.5,10.5,10.399999618530273,10.899999618530273,2100.0
2009-04-16,10.699999809265137,12.0,10.600000381469727,12.100000381469727,12300.0
2009-04-17,12.399999618530273,11.699999809265137,11.0,13.800000190734863,12000.0
2009-04-20,11.800000190734863,12.199999809265137,11.699999809265137,12.199999809265137,2300.0
2009-04-21,12.199999809265137,11.0,10.899999618530273,12.199999809265137,4800.0
2009-04-22,11.0,10.600000381469727,10.300000190734863,11.699999809265137,3100.0
2009-04-23,11.699999809265137,10.800000190734863,10.300000190734863,11.699999809265137,3100.0
2009-04-24,10.600000381469727,10.600000381469727,10.600000381469727,11.0,1300.0
2009-04-27,10.600000381469727,9.399999618530273,9.399999618530273,10.600000381469727,2500.0
2009-04-28,9.0,10.5,9.0,10.5,14600.0
2009-04-29,10.699999809265137,10.600000381469727,10.0,10.899999618530273,4300.0
2009-04-30,10.5,10.399999618530273,10.300000190734863,10.699999809265137,1700.0
2009-05-01,10.399999618530273,10.100000381469727,9.800000190734863,10.5,3500.0
2009-05-04,10.899999618530273,10.399999618530273,10.0,10.899999618530273,1500.0
2009-05-05,10.699999809265137,12.0,10.699999809265137,12.199999809265137,8800.0
2009-05-06,12.300000190734863,15.0,12.0,15.0,9400.0
2009-05-07,14.899999618530273,14.600000381469727,14.199999809265137,15.699999809265137,9000.0
2009-05-08,15.0,16.0,13.899999618530273,16.5,15700.0
2009-05-11,15.0,16.200000762939453,14.800000190734863,17.200000762939453,7900.0
2009-05-12,16.100000381469727,15.800000190734863,15.100000381469727,16.100000381469727,2400.0
2009-05-13,15.300000190734863,15.300000190734863,14.300000190734863,15.300000190734863,3000.0
2009-05-14,15.5,15.800000190734863,15.300000190734863,16.299999237060547,2200.0
2009-05-15,15.899999618530273,16.299999237060547,15.899999618530273,16.5,2000.0
2009-05-18,15.899999618530273,15.800000190734863,15.699999809265137,16.5,2100.0
2009-05-19,16.100000381469727,13.0,13.0,16.100000381469727,4300.0
2009-05-20,14.399999618530273,12.5,12.0,15.5,7100.0
2009-05-21,12.5,11.199999809265137,11.0,12.5,7200.0
2009-05-22,11.300000190734863,11.399999618530273,10.800000190734863,11.5,8100.0
2009-05-26,11.600000381469727,10.100000381469727,9.899999618530273,11.600000381469727,14400.0
2009-05-27,10.699999809265137,9.899999618530273,9.800000190734863,10.699999809265137,6400.0
2009-05-28,10.0,8.699999809265137,8.699999809265137,10.0,8400.0
2009-05-29,10.5,11.899999618530273,9.899999618530273,11.899999618530273,11100.0
