Date,yopen,yclose,ylow,yhigh,yvolume
2014-12-04,456.04998779296875,462.6099853515625,456.04998779296875,462.6099853515625,40500.0
2014-12-05,461.05999755859375,462.8599853515625,459.82000732421875,463.2799987792969,33900.0
2014-12-08,463.20001220703125,469.8299865722656,460.7200012207031,470.9800109863281,64800.0
2014-12-09,465.010009765625,457.5899963378906,456.1600036621094,466.1400146484375,77100.0
2014-12-10,455.25,452.6000061035156,451.489990234375,458.1300048828125,46200.0
2014-12-11,452.82000732421875,453.3399963378906,451.80999755859375,458.0799865722656,42300.0
2014-12-12,449.0,446.07000732421875,445.2699890136719,452.489990234375,73300.0
2014-12-15,450.5299987792969,443.29998779296875,441.3500061035156,452.32000732421875,58900.0
2014-12-16,443.6499938964844,438.20001220703125,438.1600036621094,448.0199890136719,122200.0
2014-12-17,438.25,442.6000061035156,434.8900146484375,443.7699890136719,78600.0
2014-12-18,448.6700134277344,451.3500061035156,440.30999755859375,451.3900146484375,57100.0
2014-12-19,450.5,482.0,450.5,482.0,264000.0
2014-12-22,473.0,466.19000244140625,464.2699890136719,474.1700134277344,102700.0
2014-12-23,467.0299987792969,466.5799865722656,466.1199951171875,469.3500061035156,35700.0
2014-12-24,465.5199890136719,466.260009765625,462.760009765625,468.1099853515625,18600.0
2014-12-26,468.79998779296875,464.8599853515625,463.8599853515625,469.6499938964844,45000.0
2014-12-29,465.6400146484375,468.2099914550781,463.0,471.32000732421875,53000.0
2014-12-30,468.3299865722656,471.260009765625,466.010009765625,473.6600036621094,32300.0
2014-12-31,473.6000061035156,463.5,462.4100036621094,474.9599914550781,53400.0
2015-01-02,465.510009765625,462.1000061035156,457.6199951171875,468.8500061035156,51700.0
2015-01-05,458.6000061035156,452.1199951171875,452.0299987792969,458.6000061035156,53700.0
2015-01-06,453.80999755859375,449.4599914550781,445.9800109863281,455.25,45600.0
2015-01-07,452.1600036621094,451.1499938964844,444.04998779296875,453.9700012207031,48700.0
2015-01-08,455.3599853515625,454.9800109863281,450.7099914550781,459.239990234375,72400.0
2015-01-09,454.9800109863281,454.07000732421875,452.25,456.54998779296875,40600.0
2015-01-12,454.739990234375,451.9100036621094,450.3599853515625,463.2799987792969,49100.0
2015-01-13,456.5,448.67999267578125,446.0400085449219,459.55999755859375,47600.0
2015-01-14,443.75,443.0199890136719,436.44000244140625,447.739990234375,70700.0
2015-01-15,443.010009765625,440.6099853515625,437.6300048828125,444.0199890136719,42100.0
2015-01-16,438.5,453.3399963378906,438.5,454.69000244140625,50600.0
2015-01-20,451.67999267578125,447.0799865722656,442.8900146484375,459.7900085449219,52100.0
2015-01-21,447.7799987792969,445.4700012207031,442.19000244140625,451.9700012207031,54100.0
2015-01-22,449.5299987792969,455.8699951171875,445.8800048828125,457.8800048828125,37300.0
2015-01-23,457.1400146484375,454.3299865722656,450.2300109863281,461.5799865722656,29800.0
2015-01-26,451.82000732421875,457.9100036621094,449.1499938964844,459.489990234375,49400.0
2015-01-27,451.5,454.57000732421875,450.67999267578125,456.8800048828125,35100.0
2015-01-28,455.19000244140625,448.7200012207031,446.9700012207031,458.0,46900.0
2015-01-29,447.94000244140625,449.1099853515625,443.7099914550781,449.1700134277344,54800.0
2015-01-30,450.0,442.0899963378906,440.510009765625,450.0,66600.0
2015-02-02,444.7099914550781,450.55999755859375,442.2699890136719,451.010009765625,63200.0
2015-02-03,455.07000732421875,459.94000244140625,449.7300109863281,460.0,57500.0
2015-02-04,462.79998779296875,463.8599853515625,460.1600036621094,464.5899963378906,45500.0
2015-02-05,465.1499938964844,469.7900085449219,463.67999267578125,469.8299865722656,39800.0
2015-02-06,464.95001220703125,467.55999755859375,459.75,471.0,42100.0
2015-02-09,465.489990234375,466.2200012207031,463.989990234375,468.9700012207031,35800.0
2015-02-10,470.6000061035156,469.3299865722656,467.4100036621094,471.32000732421875,43600.0
2015-02-11,469.0899963378906,474.80999755859375,468.17999267578125,478.6499938964844,31800.0
2015-02-12,478.5899963378906,475.6099853515625,472.7699890136719,478.5899963378906,29900.0
2015-02-13,478.6600036621094,475.42999267578125,470.45001220703125,478.6600036621094,46700.0
2015-02-17,472.92999267578125,474.25,471.3699951171875,479.0299987792969,55400.0
2015-02-18,472.75,475.0400085449219,470.739990234375,479.3800048828125,57200.0
2015-02-19,471.82000732421875,478.3699951171875,471.82000732421875,478.489990234375,22800.0
2015-02-20,475.92999267578125,480.8599853515625,473.0199890136719,482.6099853515625,40400.0
2015-02-23,482.57000732421875,480.5299987792969,477.1000061035156,483.17999267578125,41900.0
2015-02-24,478.57000732421875,477.510009765625,476.79998779296875,484.75,36800.0
2015-02-25,480.0,476.510009765625,469.010009765625,483.05999755859375,26500.0
2015-02-26,474.25,477.6499938964844,474.25,482.55999755859375,72000.0
2015-02-27,477.1000061035156,472.5400085449219,471.6600036621094,477.6099853515625,59400.0
2015-03-02,470.2699890136719,473.0199890136719,468.4200134277344,473.0899963378906,38600.0
2015-03-03,472.5799865722656,474.0,472.5400085449219,481.1499938964844,40800.0
2015-03-04,472.0,466.3800048828125,466.3699951171875,472.0,37600.0
2015-03-05,467.29998779296875,468.3900146484375,466.17999267578125,470.17999267578125,32000.0
2015-03-06,468.0,468.3900146484375,466.6199951171875,474.489990234375,60600.0
2015-03-09,470.95001220703125,471.75,468.3800048828125,474.67999267578125,50600.0
2015-03-10,466.79998779296875,459.0899963378906,458.1700134277344,467.5,62800.0
2015-03-11,461.9800109863281,464.54998779296875,459.5199890136719,472.2200012207031,61100.0
2015-03-12,468.69000244140625,475.739990234375,466.7099914550781,477.010009765625,71900.0
2015-03-13,470.79998779296875,476.6700134277344,466.5899963378906,476.6700134277344,58800.0
2015-03-16,476.8399963378906,485.239990234375,474.05999755859375,486.42999267578125,63700.0
2015-03-17,483.44000244140625,487.19000244140625,479.5400085449219,487.6000061035156,100900.0
2015-03-18,486.45001220703125,492.5400085449219,479.7900085449219,494.3599853515625,68600.0
2015-03-19,492.70001220703125,486.6499938964844,485.94000244140625,492.70001220703125,29300.0
2015-03-20,489.3500061035156,493.1199951171875,488.3999938964844,494.17999267578125,78200.0
2015-03-23,496.0199890136719,490.489990234375,489.70001220703125,497.9599914550781,43800.0
2015-03-24,490.0,489.760009765625,485.489990234375,491.6199951171875,37000.0
2015-03-25,492.2699890136719,483.04998779296875,482.8999938964844,492.2699890136719,41400.0
2015-03-26,483.3999938964844,481.9200134277344,479.32000732421875,485.55999755859375,32200.0
