Date,vfcopen,vfcclose,vfclow,vfchigh,vfcvolume
2008-01-02,17.1299991607666,16.952499389648438,16.875,17.28499984741211,3458400.0
2008-01-03,17.1299991607666,16.645000457763672,16.607500076293945,17.142499923706055,3040000.0
2008-01-04,16.53499984741211,15.947500228881836,15.920000076293945,16.552499771118164,3922400.0
2008-01-07,16.012500762939453,16.63249969482422,15.9350004196167,16.6875,5799600.0
2008-01-08,16.65999984741211,16.110000610351562,16.100000381469727,16.65999984741211,3982800.0
2008-01-09,16.5,17.469999313354492,16.5,17.469999313354492,9324400.0
2008-01-10,17.372499465942383,17.68000030517578,16.90999984741211,17.862499237060547,6364800.0
2008-01-11,17.645000457763672,17.837499618530273,17.329999923706055,18.270000457763672,6916400.0
2008-01-14,17.94499969482422,17.389999389648438,17.147499084472656,18.09749984741211,5042400.0
2008-01-15,17.1299991607666,16.982500076293945,16.732500076293945,17.1875,6087600.0
2008-01-16,16.857500076293945,16.982500076293945,16.767499923706055,17.137500762939453,8421200.0
2008-01-17,16.977500915527344,16.655000686645508,16.612499237060547,17.014999389648438,3909600.0
2008-01-18,17.155000686645508,17.0,16.637500762939453,17.889999389648438,4712800.0
2008-01-22,16.852500915527344,18.139999389648438,16.75,18.337499618530273,7395200.0
2008-01-23,17.645000457763672,18.887500762939453,17.452499389648438,18.917499542236328,7834000.0
2008-01-24,18.892499923706055,18.642499923706055,18.53499984741211,19.102500915527344,5419600.0
2008-01-25,18.52750015258789,18.47249984741211,18.40250015258789,19.012500762939453,4929600.0
2008-01-28,18.407499313354492,18.712499618530273,18.2549991607666,18.864999771118164,4357600.0
2008-01-29,18.707500457763672,18.987499237060547,18.239999771118164,19.020000457763672,2780000.0
2008-01-30,18.979999542236328,18.875,18.829999923706055,19.375,3056400.0
2008-01-31,18.850000381469727,19.325000762939453,18.375,19.572500228881836,3478800.0
2008-02-01,19.434999465942383,19.9424991607666,19.235000610351562,19.959999084472656,3014400.0
2008-02-04,19.989999771118164,19.0674991607666,19.049999237060547,19.989999771118164,3606800.0
2008-02-05,19.032499313354492,18.4375,18.4375,19.137500762939453,3594000.0
2008-02-06,19.075000762939453,19.36750030517578,18.875,19.545000076293945,7275600.0
2008-02-07,19.22249984741211,19.985000610351562,19.22249984741211,20.270000457763672,7518400.0
2008-02-08,19.84000015258789,19.934999465942383,19.604999542236328,20.107500076293945,5872400.0
2008-02-11,19.837499618530273,20.342500686645508,19.6875,20.354999542236328,4770400.0
2008-02-12,20.264999389648438,20.459999084472656,20.22249984741211,20.59749984741211,3472400.0
2008-02-13,20.36750030517578,20.514999389648438,20.332500457763672,20.822500228881836,4791200.0
2008-02-14,20.477500915527344,20.1200008392334,20.06999969482422,20.477500915527344,3457200.0
2008-02-15,20.082500457763672,19.802499771118164,19.677499771118164,20.087499618530273,4104800.0
2008-02-19,20.06999969482422,19.639999389648438,19.512500762939453,20.387500762939453,3455200.0
2008-02-20,19.36750030517578,19.947500228881836,19.329999923706055,20.020000457763672,4172800.0
2008-02-21,19.989999771118164,19.627500534057617,19.56999969482422,20.125,2280400.0
2008-02-22,19.667499542236328,19.59749984741211,19.272499084472656,19.719999313354492,3174000.0
2008-02-25,19.594999313354492,19.625,19.4325008392334,19.74250030517578,4904800.0
2008-02-26,19.5674991607666,19.99250030517578,19.537500381469727,20.065000534057617,5928400.0
2008-02-27,19.832500457763672,19.887500762939453,19.792499542236328,20.022499084472656,5838400.0
2008-02-28,19.725000381469727,19.670000076293945,19.479999542236328,19.8799991607666,2475600.0
2008-02-29,19.575000762939453,19.010000228881836,18.90250015258789,19.575000762939453,2970400.0
2008-03-03,18.917499542236328,18.987499237060547,18.752500534057617,19.077499389648438,2752000.0
2008-03-04,18.774999618530273,19.155000686645508,18.752500534057617,19.2450008392334,3765600.0
2008-03-05,19.200000762939453,19.297500610351562,19.030000686645508,19.4950008392334,4327200.0
