Date,lmtopen,lmtclose,lmtlow,lmthigh,lmtvolume
2008-04-03,99.80999755859375,99.02999877929688,98.5,100.12000274658203,3389500.0
2008-04-04,99.54000091552734,100.80999755859375,99.0,101.33999633789062,2384800.0
2008-04-07,101.58000183105469,102.25,101.06999969482422,102.83000183105469,2555300.0
2008-04-08,102.25,103.48999786376953,102.25,104.13999938964844,2658400.0
2008-04-09,103.4000015258789,103.11000061035156,102.55999755859375,104.20999908447266,1531000.0
2008-04-10,103.31999969482422,102.80999755859375,102.3499984741211,103.31999969482422,1258000.0
2008-04-11,102.44999694824219,103.01000213623047,101.87999725341797,103.69999694824219,1492200.0
2008-04-14,102.7699966430664,103.31999969482422,102.7699966430664,104.08000183105469,1305400.0
2008-04-15,104.18000030517578,103.11000061035156,101.91000366210938,104.18000030517578,1956000.0
2008-04-16,103.12000274658203,104.6500015258789,103.0,104.6500015258789,2064900.0
2008-04-17,104.13999938964844,104.36000061035156,104.0,105.1500015258789,1303700.0
2008-04-18,105.69000244140625,106.23999786376953,105.08999633789062,106.45999908447266,1714800.0
2008-04-21,106.16000366210938,106.56999969482422,104.80999755859375,106.5999984741211,1481200.0
2008-04-22,103.87999725341797,103.79000091552734,103.18000030517578,105.25,2116300.0
2008-04-23,103.98999786376953,107.87999725341797,103.79000091552734,108.0,2638100.0
2008-04-24,107.16999816894531,106.5999984741211,105.87000274658203,107.52999877929688,1681200.0
2008-04-25,106.88999938964844,107.62999725341797,106.19000244140625,107.9800033569336,1202100.0
2008-04-28,107.01000213623047,106.6500015258789,106.41000366210938,108.30999755859375,1562500.0
2008-04-29,106.30999755859375,105.88999938964844,105.55000305175781,107.08000183105469,1500700.0
2008-04-30,106.1500015258789,106.04000091552734,105.58999633789062,107.29000091552734,1572100.0
2008-05-01,105.76000213623047,107.72000122070312,105.76000213623047,107.83000183105469,1428300.0
2008-05-02,108.44999694824219,106.93000030517578,105.77999877929688,108.44999694824219,1729200.0
2008-05-05,106.45999908447266,106.62000274658203,106.06999969482422,107.88999938964844,1691400.0
2008-05-06,106.2300033569336,106.52999877929688,105.69999694824219,106.94999694824219,1334000.0
2008-05-07,106.37999725341797,105.91999816894531,105.01000213623047,107.18000030517578,2051700.0
2008-05-08,106.11000061035156,105.83999633789062,105.30999755859375,106.55000305175781,1300500.0
2008-05-09,105.5,105.83999633789062,104.94000244140625,106.27999877929688,950400.0
2008-05-12,105.83999633789062,106.97000122070312,105.52999877929688,107.05000305175781,1101000.0
2008-05-13,107.2300033569336,108.5,107.2300033569336,108.66000366210938,1742200.0
2008-05-14,108.69999694824219,108.70999908447266,108.5,110.0,1853800.0
2008-05-15,108.9800033569336,109.05999755859375,108.08000183105469,109.2300033569336,1420400.0
2008-05-16,109.51000213623047,109.16000366210938,108.08999633789062,109.6500015258789,1778900.0
2008-05-19,108.9800033569336,109.94000244140625,108.5,110.5999984741211,1726200.0
2008-05-20,109.62999725341797,109.08999633789062,108.33000183105469,109.97000122070312,1489700.0
2008-05-21,109.08000183105469,106.94999694824219,106.81999969482422,109.98999786376953,1496600.0
2008-05-22,106.88999938964844,107.08999633789062,106.5999984741211,107.69999694824219,1173300.0
2008-05-23,107.25,107.41999816894531,106.94999694824219,108.66999816894531,1331100.0
2008-05-27,107.2699966430664,107.3499984741211,106.79000091552734,108.43000030517578,998800.0
2008-05-28,107.29000091552734,107.69000244140625,106.94000244140625,108.20999908447266,1639400.0
2008-05-29,107.69999694824219,108.61000061035156,106.31999969482422,108.91000366210938,1921700.0
2008-05-30,108.72000122070312,109.44000244140625,108.41999816894531,109.87999725341797,1804100.0
2008-06-02,109.2300033569336,109.16000366210938,108.08999633789062,109.87000274658203,1755200.0
2008-06-03,109.75,107.83000183105469,107.29000091552734,109.75,2360300.0
2008-06-04,107.31999969482422,108.48999786376953,107.31999969482422,109.08999633789062,1696100.0
2008-06-05,108.45999908447266,107.66999816894531,106.52999877929688,108.48999786376953,2505000.0
2008-06-06,106.9800033569336,103.75,103.69999694824219,106.9800033569336,3129900.0
2008-06-09,104.37999725341797,102.6500015258789,101.75,104.37999725341797,2801800.0
2008-06-10,102.12000274658203,102.9800033569336,101.66999816894531,104.05000305175781,1921000.0
2008-06-11,102.55999755859375,102.69000244140625,102.47000122070312,103.97000122070312,1794500.0
2008-06-12,102.98999786376953,102.79000091552734,102.69000244140625,105.37000274658203,1963000.0
2008-06-13,103.5,104.06999969482422,102.76000213623047,104.12000274658203,1962000.0
2008-06-16,102.4000015258789,102.55000305175781,102.30999755859375,103.79000091552734,1949100.0
2008-06-17,102.55000305175781,101.58999633789062,101.38999938964844,103.4000015258789,1437400.0
2008-06-18,101.1500015258789,100.95999908447266,100.72000122070312,102.44000244140625,1456900.0
2008-06-19,101.44000244140625,103.33999633789062,100.75,103.91000366210938,1829300.0
2008-06-20,102.9800033569336,102.06999969482422,101.23999786376953,103.33999633789062,2148400.0
2008-06-23,102.69999694824219,104.12999725341797,102.04000091552734,104.33999633789062,2122400.0
