Date,ihtopen,ihtclose,ihtlow,ihthigh,ihtvolume
2008-01-02,1.350000023841858,1.4900000095367432,1.3300000429153442,1.590000033378601,16200.0
2008-01-03,1.399999976158142,1.3600000143051147,1.2899999618530273,1.399999976158142,6300.0
2008-01-04,1.399999976158142,1.5499999523162842,1.399999976158142,1.600000023841858,6400.0
2008-01-07,1.6200000047683716,1.6100000143051147,1.5,1.6299999952316284,15700.0
2008-01-08,1.5199999809265137,1.340000033378601,1.309999942779541,1.5199999809265137,22500.0
2008-01-09,1.3300000429153442,1.2799999713897705,1.2699999809265137,1.3300000429153442,5500.0
2008-01-10,1.3799999952316284,1.4700000286102295,1.3799999952316284,1.5,29900.0
2008-01-11,1.4199999570846558,1.5499999523162842,1.399999976158142,1.649999976158142,21100.0
2008-01-14,1.5499999523162842,1.399999976158142,1.399999976158142,1.5800000429153442,7400.0
2008-01-15,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.0
2008-01-16,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.0
2008-01-17,1.2899999618530273,1.2899999618530273,1.2899999618530273,1.2899999618530273,500.0
2008-01-18,1.2899999618530273,1.3799999952316284,1.2699999809265137,1.3799999952316284,5700.0
2008-01-22,1.2799999713897705,1.2400000095367432,1.2400000095367432,1.2799999713897705,5200.0
2008-01-23,1.2400000095367432,1.2400000095367432,1.2400000095367432,1.2400000095367432,0.0
2008-01-24,1.2300000190734863,1.1200000047683716,1.090000033378601,1.2300000190734863,7500.0
2008-01-25,1.0800000429153442,0.8500000238418579,0.7900000214576721,1.5700000524520874,14100.0
2008-01-28,0.9300000071525574,1.0199999809265137,0.9300000071525574,1.0499999523162842,4900.0
2008-01-29,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,0.0
2008-01-30,1.0099999904632568,1.0499999523162842,1.0,1.090000033378601,11400.0
2008-01-31,1.0,1.0099999904632568,1.0,1.0099999904632568,700.0
2008-02-01,1.0099999904632568,1.090000033378601,1.0099999904632568,1.2599999904632568,8900.0
2008-02-04,1.159999966621399,1.4900000095367432,1.159999966621399,1.5,14500.0
2008-02-05,1.4700000286102295,1.4500000476837158,1.350000023841858,1.4800000190734863,96500.0
2008-02-06,1.4500000476837158,1.4500000476837158,1.4500000476837158,1.4500000476837158,0.0
2008-02-07,1.25,1.2999999523162842,1.25,1.2999999523162842,2200.0
2008-02-08,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-02-11,1.2400000095367432,1.2699999809265137,1.2400000095367432,1.2699999809265137,1700.0
2008-02-12,1.2300000190734863,1.2300000190734863,1.2300000190734863,1.2300000190734863,200.0
2008-02-13,1.2300000190734863,1.2300000190734863,1.2300000190734863,1.2300000190734863,0.0
2008-02-14,1.2599999904632568,1.1699999570846558,1.1699999570846558,1.2599999904632568,5100.0
2008-02-15,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,100.0
2008-02-19,1.350000023841858,1.350000023841858,1.3200000524520874,1.5,11100.0
2008-02-20,1.4500000476837158,1.5199999809265137,1.3799999952316284,1.5199999809265137,51700.0
2008-02-21,1.5199999809265137,1.5199999809265137,1.5199999809265137,1.5199999809265137,0.0
2008-02-22,1.6399999856948853,1.3200000524520874,1.3200000524520874,1.6399999856948853,600.0
2008-02-25,1.2799999713897705,1.25,1.190000057220459,1.309999942779541,1900.0
2008-02-26,1.2999999523162842,1.2000000476837158,1.1699999570846558,1.2999999523162842,1900.0
2008-02-27,1.1699999570846558,1.2699999809265137,1.1699999570846558,1.2699999809265137,800.0
2008-02-28,1.2699999809265137,1.2699999809265137,1.2699999809265137,1.2699999809265137,0.0
2008-02-29,1.25,1.25,1.25,1.25,200.0
2008-03-03,1.2300000190734863,1.2300000190734863,1.2300000190734863,1.309999942779541,8200.0
2008-03-04,1.350000023841858,1.350000023841858,1.350000023841858,1.350000023841858,100.0
2008-03-05,1.350000023841858,1.350000023841858,1.350000023841858,1.350000023841858,0.0
2008-03-06,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,300.0
2008-03-07,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-03-10,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-03-11,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-03-12,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-03-13,1.25,1.149999976158142,1.149999976158142,1.2999999523162842,7800.0
2008-03-14,1.149999976158142,1.149999976158142,1.149999976158142,1.149999976158142,0.0
2008-03-17,1.149999976158142,1.149999976158142,1.149999976158142,1.149999976158142,0.0
2008-03-18,1.149999976158142,1.149999976158142,1.149999976158142,1.149999976158142,0.0
2008-03-19,1.149999976158142,1.149999976158142,1.149999976158142,1.149999976158142,0.0
2008-03-20,1.149999976158142,1.149999976158142,1.149999976158142,1.149999976158142,10000.0
2008-03-24,1.149999976158142,1.149999976158142,1.149999976158142,1.149999976158142,100.0
2008-03-25,1.149999976158142,1.149999976158142,1.149999976158142,1.149999976158142,200.0
2008-03-26,1.149999976158142,1.149999976158142,1.149999976158142,1.149999976158142,6200.0
2008-03-27,1.149999976158142,1.25,1.100000023841858,1.25,4300.0
2008-03-28,1.25,1.25,1.25,1.25,0.0
2008-03-31,1.25,1.25,1.25,1.25,0.0
2008-04-01,1.25,1.25,1.25,1.25,0.0
2008-04-02,1.25,1.25,1.25,1.25,0.0
2008-04-03,1.25,1.25,1.25,1.25,0.0
2008-04-04,1.25,1.25,1.25,1.25,0.0
2008-04-07,1.3799999952316284,1.25,1.25,1.3799999952316284,8300.0
2008-04-08,1.25,1.25,1.25,1.25,0.0
2008-04-09,1.25,1.25,1.25,1.25,0.0
2008-04-10,1.149999976158142,1.149999976158142,1.149999976158142,1.149999976158142,500.0
2008-04-11,1.0299999713897705,1.2000000476837158,1.0299999713897705,1.2000000476837158,3200.0
2008-04-14,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0.0
2008-04-15,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0.0
2008-04-16,1.100000023841858,1.2000000476837158,1.100000023841858,1.2899999618530273,2400.0
2008-04-17,1.100000023841858,1.2000000476837158,1.100000023841858,1.2000000476837158,1500.0
2008-04-18,1.100000023841858,1.2000000476837158,1.100000023841858,1.2000000476837158,2200.0
2008-04-21,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0.0
2008-04-22,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0.0
2008-04-23,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0.0
2008-04-24,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0.0
2008-04-25,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0.0
2008-04-28,1.350000023841858,1.2799999713897705,1.2799999713897705,1.5,10500.0
2008-04-29,1.2799999713897705,1.2799999713897705,1.2799999713897705,1.2799999713897705,200.0
2008-04-30,1.2799999713897705,1.2799999713897705,1.2799999713897705,1.2799999713897705,0.0
2008-05-01,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,1000.0
2008-05-02,1.2000000476837158,1.100000023841858,1.0,1.2000000476837158,4100.0
2008-05-05,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0.0
2008-05-06,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0.0
2008-05-07,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0.0
2008-05-08,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0.0
2008-05-09,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0.0
2008-05-12,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,1100.0
2008-05-13,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,700.0
2008-05-14,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0.0
2008-05-15,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0.0
2008-05-16,1.2999999523162842,1.2000000476837158,1.149999976158142,1.590000033378601,39200.0
2008-05-19,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,8300.0
2008-05-20,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0.0
2008-05-21,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0.0
2008-05-22,1.2200000286102295,1.2000000476837158,1.2000000476837158,1.2200000286102295,1500.0
2008-05-23,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,3700.0
2008-05-27,1.5,1.399999976158142,1.399999976158142,1.5,700.0
2008-05-28,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.0
2008-05-29,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,300.0
2008-05-30,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.0
2008-06-02,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,700.0
2008-06-03,1.309999942779541,1.2999999523162842,1.2999999523162842,1.309999942779541,11600.0
2008-06-04,1.3200000524520874,1.3200000524520874,1.3200000524520874,1.3200000524520874,500.0
2008-06-05,1.2300000190734863,1.2000000476837158,1.2000000476837158,1.2300000190734863,1200.0
2008-06-06,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,400.0
2008-06-09,1.25,1.25,1.25,1.25,500.0
2008-06-10,1.25,1.25,1.25,1.25,1900.0
2008-06-11,1.25,1.25,1.25,1.25,0.0
2008-06-12,1.2999999523162842,1.25,1.25,1.2999999523162842,1100.0
2008-06-13,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,200.0
2008-06-16,1.3899999856948853,1.4500000476837158,1.3899999856948853,1.5,3700.0
2008-06-17,1.4900000095367432,1.4900000095367432,1.4900000095367432,1.4900000095367432,100.0
2008-06-18,1.5,1.5,1.5,1.5,12000.0
2008-06-19,1.5299999713897705,1.5299999713897705,1.5299999713897705,1.5299999713897705,700.0
2008-06-20,1.5299999713897705,1.4800000190734863,1.4800000190734863,1.5299999713897705,1000.0
2008-06-23,1.3600000143051147,1.2799999713897705,1.2799999713897705,1.3799999952316284,2400.0
2008-06-24,1.2799999713897705,1.2799999713897705,1.2799999713897705,1.2799999713897705,0.0
2008-06-25,1.149999976158142,1.2699999809265137,1.149999976158142,1.2799999713897705,3500.0
2008-06-26,1.3799999952316284,1.2000000476837158,1.2000000476837158,1.3799999952316284,2700.0
2008-06-27,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0.0
2008-06-30,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0.0
2008-07-01,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0.0
2008-07-02,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,1200.0
2008-07-03,1.100000023841858,1.2000000476837158,1.100000023841858,1.2000000476837158,2800.0
2008-07-07,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0.0
2008-07-08,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,200.0
2008-07-09,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0.0
2008-07-10,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0.0
