Date,ledsopen,ledsclose,ledslow,ledshigh,ledsvolume
2011-04-20,104.69999694824219,108.80000305175781,104.0,109.80000305175781,14000.0
2011-04-21,110.0,108.69999694824219,107.80000305175781,113.5,6000.0
2011-04-25,109.9000015258789,106.5,105.0999984741211,109.9000015258789,4800.0
2011-04-26,107.9000015258789,112.19999694824219,106.4000015258789,114.30000305175781,13200.0
2011-04-27,112.5,112.5,110.0,112.5,3800.0
2011-04-28,112.80000305175781,113.69999694824219,110.0999984741211,114.5,4300.0
2011-04-29,113.5999984741211,113.69999694824219,111.19999694824219,114.0999984741211,4300.0
2011-05-02,114.69999694824219,111.30000305175781,111.19999694824219,114.69999694824219,2000.0
2011-05-03,111.4000015258789,109.69999694824219,108.69999694824219,113.9000015258789,3300.0
2011-05-04,110.5999984741211,110.0,107.80000305175781,111.80000305175781,4500.0
2011-05-05,109.80000305175781,110.19999694824219,108.5999984741211,111.0,2900.0
2011-05-06,111.0,109.5999984741211,108.0,111.0,1200.0
2011-05-09,110.30000305175781,107.5,106.5999984741211,110.30000305175781,4100.0
2011-05-10,107.0999984741211,111.0999984741211,106.5999984741211,111.0999984741211,6300.0
2011-05-11,110.4000015258789,110.5999984741211,109.0,111.30000305175781,2800.0
2011-05-12,111.80000305175781,111.9000015258789,110.30000305175781,112.0999984741211,2500.0
2011-05-13,111.5,111.5999984741211,111.0999984741211,114.5,2800.0
2011-05-16,111.19999694824219,107.5999984741211,106.0,111.30000305175781,5700.0
2011-05-17,104.19999694824219,105.5,104.0,108.0999984741211,10500.0
2011-05-18,107.0,105.0999984741211,104.5,107.30000305175781,8600.0
2011-05-19,105.5999984741211,105.0,102.0999984741211,106.5999984741211,2200.0
2011-05-20,104.80000305175781,102.4000015258789,101.5,104.80000305175781,1800.0
2011-05-23,102.30000305175781,100.0,97.5,102.30000305175781,3500.0
2011-05-24,99.69999694824219,99.80000305175781,98.19999694824219,101.0,5500.0
2011-05-25,100.5,95.5,95.0,100.5,7500.0
2011-05-26,94.80000305175781,88.9000015258789,86.0,94.80000305175781,11100.0
2011-05-27,89.30000305175781,87.0,86.0,89.69999694824219,23900.0
2011-05-31,87.0,83.9000015258789,82.5,89.0,15000.0
2011-06-01,83.30000305175781,85.0,82.5999984741211,85.4000015258789,10000.0
2011-06-02,85.4000015258789,82.69999694824219,82.0,85.4000015258789,5000.0
2011-06-03,82.5,79.9000015258789,78.5,84.80000305175781,7900.0
2011-06-06,79.5,73.5999984741211,73.5999984741211,80.5999984741211,7700.0
2011-06-07,73.5,76.69999694824219,73.5,77.19999694824219,7400.0
2011-06-08,77.4000015258789,74.80000305175781,73.0,77.4000015258789,5000.0
2011-06-09,75.0,71.5,71.19999694824219,75.0,2800.0
2011-06-10,71.5,73.5999984741211,71.5,75.30000305175781,10100.0
2011-06-13,73.5999984741211,73.5,72.5,73.80000305175781,5600.0
2011-06-14,79.80000305175781,80.9000015258789,77.80000305175781,84.80000305175781,21200.0
2011-06-15,81.19999694824219,78.5999984741211,75.5,82.4000015258789,7000.0
2011-06-16,79.5999984741211,77.0,75.5999984741211,79.5999984741211,5500.0
2011-06-17,77.0999984741211,74.9000015258789,73.5,77.9000015258789,6400.0
2011-06-20,74.9000015258789,71.9000015258789,70.0,76.4000015258789,5900.0
2011-06-21,71.69999694824219,70.80000305175781,69.5999984741211,72.0,29900.0
2011-06-22,69.80000305175781,78.80000305175781,68.5,78.80000305175781,15100.0
2011-06-23,75.0,78.69999694824219,72.5999984741211,78.80000305175781,9700.0
2011-06-24,78.0,75.0999984741211,73.9000015258789,78.0,5200.0
2011-06-27,74.80000305175781,69.69999694824219,69.5,74.80000305175781,11000.0
2011-06-28,70.5,65.19999694824219,63.29999923706055,70.5,23400.0
2011-06-29,66.0,64.0999984741211,61.900001525878906,66.0,30300.0
2011-06-30,64.0,64.5,63.20000076293945,66.0,11400.0
2011-07-01,63.5,65.5,62.5,65.9000015258789,18700.0
2011-07-05,64.0999984741211,62.0,61.20000076293945,64.19999694824219,21200.0
2011-07-06,61.900001525878906,60.79999923706055,60.5,64.80000305175781,39900.0
2011-07-07,60.099998474121094,62.0,58.5,62.099998474121094,47200.0
2011-07-08,52.20000076293945,67.30000305175781,52.099998474121094,68.0,160900.0
2011-07-11,64.69999694824219,65.80000305175781,64.5999984741211,74.0,65800.0
2011-07-12,65.30000305175781,58.70000076293945,57.099998474121094,66.0999984741211,44600.0
2011-07-13,60.099998474121094,55.099998474121094,55.099998474121094,60.099998474121094,26200.0
2011-07-14,55.70000076293945,52.79999923706055,52.5,57.29999923706055,18800.0
2011-07-15,52.70000076293945,52.400001525878906,52.099998474121094,53.79999923706055,18300.0
2011-07-18,51.900001525878906,49.900001525878906,48.0,52.0,22500.0
2011-07-19,51.29999923706055,56.0,49.900001525878906,58.5,137800.0
2011-07-20,55.70000076293945,51.29999923706055,51.099998474121094,56.79999923706055,47000.0
2011-07-21,51.0,52.70000076293945,50.20000076293945,54.29999923706055,33000.0
2011-07-22,52.400001525878906,53.29999923706055,51.599998474121094,54.0,19300.0
2011-07-25,53.20000076293945,51.900001525878906,51.70000076293945,53.20000076293945,12400.0
2011-07-26,51.599998474121094,50.900001525878906,50.5,52.5,22400.0
2011-07-27,50.900001525878906,50.79999923706055,50.5,52.400001525878906,18400.0
2011-07-28,50.70000076293945,52.70000076293945,50.70000076293945,53.900001525878906,32600.0
2011-07-29,54.900001525878906,54.20000076293945,51.900001525878906,55.5,41000.0
2011-08-01,54.20000076293945,51.599998474121094,50.29999923706055,55.400001525878906,25500.0
2011-08-02,52.20000076293945,50.599998474121094,50.5,52.400001525878906,12100.0
2011-08-03,51.20000076293945,50.400001525878906,48.0,51.20000076293945,28800.0
2011-08-04,50.599998474121094,49.0,48.20000076293945,50.599998474121094,24700.0
2011-08-05,49.099998474121094,45.70000076293945,44.20000076293945,49.29999923706055,18300.0
2011-08-08,44.20000076293945,42.29999923706055,41.599998474121094,44.79999923706055,23800.0
2011-08-09,44.599998474121094,44.20000076293945,41.599998474121094,47.79999923706055,12700.0
2011-08-10,44.20000076293945,46.0,42.400001525878906,49.099998474121094,24100.0
2011-08-11,47.0,49.5,47.0,50.79999923706055,17100.0
2011-08-12,51.20000076293945,47.5,45.70000076293945,51.20000076293945,13400.0
2011-08-15,48.29999923706055,48.900001525878906,46.599998474121094,51.900001525878906,10800.0
2011-08-16,46.400001525878906,47.099998474121094,46.400001525878906,50.29999923706055,7900.0
2011-08-17,47.099998474121094,45.900001525878906,45.5,49.0,5600.0
2011-08-18,44.599998474121094,44.5,42.900001525878906,45.0,9100.0
2011-08-19,43.0,43.599998474121094,43.0,46.0,6200.0
2011-08-22,44.70000076293945,42.29999923706055,42.099998474121094,46.0,7600.0
2011-08-23,42.099998474121094,44.79999923706055,42.0,45.0,6300.0
2011-08-24,45.900001525878906,43.70000076293945,42.5,45.900001525878906,2500.0
2011-08-25,44.0,43.099998474121094,42.900001525878906,44.0,2300.0
2011-08-26,42.79999923706055,44.0,42.20000076293945,45.20000076293945,2400.0
2011-08-29,44.900001525878906,49.29999923706055,44.400001525878906,49.70000076293945,6700.0
2011-08-30,49.29999923706055,50.0,47.900001525878906,51.20000076293945,7200.0
2011-08-31,50.400001525878906,51.29999923706055,49.5,51.900001525878906,7200.0
2011-09-01,51.5,51.099998474121094,50.099998474121094,51.5,3500.0
2011-09-02,50.0,51.29999923706055,50.0,51.5,3800.0
2011-09-06,49.70000076293945,49.20000076293945,48.0,49.900001525878906,3900.0
2011-09-07,50.0,52.79999923706055,49.5,53.900001525878906,15100.0
2011-09-08,53.099998474121094,51.099998474121094,50.0,54.70000076293945,10100.0
2011-09-09,50.20000076293945,51.099998474121094,49.70000076293945,51.5,8100.0
2011-09-12,50.599998474121094,48.400001525878906,47.79999923706055,52.0,4200.0
2011-09-13,48.5,49.599998474121094,46.599998474121094,49.70000076293945,5000.0
2011-09-14,49.900001525878906,50.29999923706055,49.0,50.5,1100.0
2011-09-15,49.900001525878906,48.20000076293945,48.099998474121094,51.0,4200.0
2011-09-16,47.900001525878906,46.20000076293945,46.20000076293945,49.29999923706055,5900.0
2011-09-19,45.79999923706055,45.099998474121094,45.099998474121094,47.400001525878906,4900.0
2011-09-20,45.099998474121094,45.5,43.70000076293945,46.599998474121094,4700.0
2011-09-21,45.400001525878906,43.29999923706055,42.0,46.70000076293945,6200.0
2011-09-22,42.0,42.400001525878906,41.599998474121094,42.900001525878906,3300.0
2011-09-23,42.29999923706055,42.099998474121094,42.099998474121094,44.20000076293945,5700.0
2011-09-26,42.900001525878906,40.29999923706055,38.70000076293945,43.099998474121094,11900.0
2011-09-27,39.20000076293945,40.099998474121094,38.099998474121094,40.900001525878906,3700.0
2011-09-28,40.5,40.0,40.0,41.5,5000.0
2011-09-29,40.599998474121094,38.599998474121094,37.79999923706055,41.29999923706055,7200.0
2011-09-30,37.70000076293945,38.20000076293945,37.0,39.20000076293945,5800.0
2011-10-03,35.5,36.79999923706055,35.5,38.099998474121094,5500.0
2011-10-04,35.5,36.900001525878906,35.20000076293945,38.20000076293945,4800.0
2011-10-05,36.400001525878906,36.900001525878906,35.79999923706055,37.79999923706055,2600.0
2011-10-06,36.0,37.20000076293945,36.0,37.400001525878906,3100.0
2011-10-07,37.0,35.900001525878906,33.70000076293945,38.20000076293945,6900.0
2011-10-10,36.900001525878906,38.900001525878906,35.79999923706055,39.599998474121094,4000.0
2011-10-11,39.29999923706055,40.599998474121094,38.900001525878906,41.70000076293945,3100.0
2011-10-12,40.29999923706055,41.5,40.20000076293945,42.400001525878906,1100.0
2011-10-13,40.79999923706055,39.79999923706055,38.5,40.79999923706055,4600.0
2011-10-14,39.900001525878906,40.400001525878906,38.5,42.900001525878906,2700.0
2011-10-17,39.400001525878906,38.20000076293945,38.20000076293945,39.900001525878906,4300.0
2011-10-18,38.099998474121094,37.70000076293945,36.599998474121094,38.5,3500.0
2011-10-19,37.400001525878906,36.20000076293945,35.900001525878906,38.0,3100.0
2011-10-20,35.20000076293945,35.79999923706055,35.0,36.400001525878906,4800.0
2011-10-21,36.79999923706055,35.900001525878906,34.900001525878906,36.79999923706055,3800.0
2011-10-24,35.70000076293945,35.29999923706055,35.29999923706055,36.79999923706055,6000.0
2011-10-25,34.70000076293945,33.599998474121094,33.599998474121094,34.900001525878906,2100.0
2011-10-26,33.70000076293945,34.0,33.599998474121094,34.79999923706055,3100.0
2011-10-27,34.70000076293945,35.099998474121094,34.0,36.79999923706055,18100.0
2011-10-28,34.900001525878906,34.099998474121094,33.70000076293945,34.900001525878906,10300.0
2011-10-31,33.5,33.0,31.899999618530273,34.099998474121094,6500.0
2011-11-01,31.700000762939453,29.899999618530273,29.600000381469727,33.0,8600.0
2011-11-02,30.600000381469727,29.600000381469727,29.600000381469727,30.600000381469727,3100.0
2011-11-03,30.100000381469727,29.600000381469727,28.5,30.299999237060547,5000.0
2011-11-04,30.299999237060547,38.900001525878906,26.0,41.79999923706055,90700.0
2011-11-07,39.70000076293945,38.5,37.0,39.900001525878906,21800.0
2011-11-08,35.900001525878906,38.20000076293945,34.0,38.900001525878906,21100.0
2011-11-09,34.79999923706055,38.099998474121094,34.79999923706055,39.400001525878906,11400.0
2011-11-10,38.79999923706055,37.099998474121094,36.5,38.79999923706055,4400.0
2011-11-11,37.79999923706055,39.599998474121094,37.20000076293945,40.900001525878906,10600.0
2011-11-14,39.900001525878906,39.900001525878906,39.20000076293945,45.099998474121094,33200.0
2011-11-15,39.900001525878906,39.099998474121094,37.20000076293945,40.70000076293945,14600.0
2011-11-16,39.400001525878906,38.0,36.900001525878906,39.5,4100.0
2011-11-17,38.29999923706055,37.599998474121094,36.29999923706055,38.5,6600.0
2011-11-18,37.79999923706055,36.29999923706055,36.0,37.79999923706055,6900.0
2011-11-21,35.599998474121094,35.20000076293945,33.29999923706055,36.0,7700.0
2011-11-22,34.900001525878906,33.79999923706055,33.29999923706055,35.099998474121094,1900.0
2011-11-23,33.5,31.899999618530273,31.299999237060547,33.599998474121094,3900.0
2011-11-25,31.200000762939453,31.399999618530273,31.200000762939453,32.29999923706055,700.0
2011-11-28,31.5,31.299999237060547,31.200000762939453,32.29999923706055,4200.0
2011-11-29,31.5,30.100000381469727,30.100000381469727,31.5,2900.0
2011-11-30,30.799999237060547,30.700000762939453,29.600000381469727,31.0,7000.0
2011-12-01,31.0,29.600000381469727,29.5,31.299999237060547,3200.0
2011-12-02,30.5,30.0,29.700000762939453,30.600000381469727,5200.0
2011-12-05,30.200000762939453,30.700000762939453,30.200000762939453,32.900001525878906,16700.0
2011-12-06,30.899999618530273,30.0,28.700000762939453,31.5,11000.0
2011-12-07,29.799999237060547,30.100000381469727,29.299999237060547,30.5,6700.0
2011-12-08,29.899999618530273,29.399999618530273,29.200000762939453,30.0,3700.0
2011-12-09,29.5,30.299999237060547,29.5,31.600000381469727,18700.0
2011-12-12,29.5,30.200000762939453,29.399999618530273,30.5,6600.0
2011-12-13,30.299999237060547,29.700000762939453,29.700000762939453,32.70000076293945,7900.0
2011-12-14,29.700000762939453,29.100000381469727,29.100000381469727,29.799999237060547,6800.0
2011-12-15,29.799999237060547,28.299999237060547,28.0,29.899999618530273,3500.0
2011-12-16,28.299999237060547,28.399999618530273,28.100000381469727,29.600000381469727,2000.0
2011-12-19,28.799999237060547,28.299999237060547,28.200000762939453,29.0,5600.0
2011-12-20,28.700000762939453,28.899999618530273,28.200000762939453,29.399999618530273,15100.0
2011-12-21,28.600000381469727,32.79999923706055,28.399999618530273,34.20000076293945,48400.0
2011-12-22,32.5,33.099998474121094,31.399999618530273,34.29999923706055,7700.0
2011-12-23,32.900001525878906,32.79999923706055,31.899999618530273,33.29999923706055,4100.0
2011-12-27,32.5,32.20000076293945,32.0,32.70000076293945,6100.0
2011-12-28,33.29999923706055,38.29999923706055,33.29999923706055,40.0,50800.0
2011-12-29,38.0,37.099998474121094,35.599998474121094,39.599998474121094,54200.0
2011-12-30,36.79999923706055,34.099998474121094,33.20000076293945,37.70000076293945,21500.0
2012-01-03,34.400001525878906,35.5,34.400001525878906,36.099998474121094,10200.0
2012-01-04,35.599998474121094,34.0,33.20000076293945,35.79999923706055,10700.0
2012-01-05,34.099998474121094,34.0,33.599998474121094,34.900001525878906,5400.0
2012-01-06,34.0,35.900001525878906,34.0,37.400001525878906,31500.0
2012-01-09,36.599998474121094,34.400001525878906,34.099998474121094,37.79999923706055,14900.0
2012-01-10,34.599998474121094,35.099998474121094,34.400001525878906,36.400001525878906,8700.0
2012-01-11,36.20000076293945,36.5,34.0,38.599998474121094,26500.0
2012-01-12,37.29999923706055,36.0,34.70000076293945,38.29999923706055,12900.0
2012-01-13,35.70000076293945,34.20000076293945,33.5,35.70000076293945,8600.0
2012-01-17,34.70000076293945,33.79999923706055,32.599998474121094,35.099998474121094,5900.0
2012-01-18,34.099998474121094,33.5,33.400001525878906,35.5,10300.0
2012-01-19,33.70000076293945,34.400001525878906,33.29999923706055,35.599998474121094,7300.0
2012-01-20,34.29999923706055,34.900001525878906,33.400001525878906,36.79999923706055,32700.0
2012-01-23,34.900001525878906,34.79999923706055,34.0,35.79999923706055,9100.0
2012-01-24,34.400001525878906,34.0,33.0,34.400001525878906,6300.0
2012-01-25,34.0,32.20000076293945,32.20000076293945,34.0,16300.0
2012-01-26,32.20000076293945,31.399999618530273,30.899999618530273,32.70000076293945,9000.0
2012-01-27,31.399999618530273,32.70000076293945,31.100000381469727,33.20000076293945,6300.0
2012-01-30,31.899999618530273,31.0,30.899999618530273,32.70000076293945,7400.0
2012-01-31,31.0,30.100000381469727,30.100000381469727,31.700000762939453,10900.0
2012-02-01,30.399999618530273,30.299999237060547,29.899999618530273,31.0,4700.0
2012-02-02,30.100000381469727,31.700000762939453,30.100000381469727,33.5,17200.0
2012-02-03,31.700000762939453,32.29999923706055,31.299999237060547,32.70000076293945,8800.0
2012-02-06,32.0,32.70000076293945,31.5,33.0,6200.0
2012-02-07,32.70000076293945,32.20000076293945,31.600000381469727,33.70000076293945,10100.0
2012-02-08,32.099998474121094,32.5,32.099998474121094,33.29999923706055,5300.0
2012-02-09,32.900001525878906,33.5,32.0,35.099998474121094,26600.0
2012-02-10,33.5,34.79999923706055,32.599998474121094,36.0,12700.0
2012-02-13,34.900001525878906,35.0,34.0,35.29999923706055,7100.0
2012-02-14,34.79999923706055,35.0,34.29999923706055,35.599998474121094,5500.0
2012-02-15,35.20000076293945,35.20000076293945,34.70000076293945,38.099998474121094,22400.0
2012-02-16,35.400001525878906,35.400001525878906,35.099998474121094,36.099998474121094,5200.0
2012-02-17,35.400001525878906,35.29999923706055,33.70000076293945,35.400001525878906,5800.0
2012-02-21,35.29999923706055,37.900001525878906,34.79999923706055,38.5,17900.0
2012-02-22,38.70000076293945,37.70000076293945,37.29999923706055,39.0,4200.0
2012-02-23,37.5,38.400001525878906,36.099998474121094,39.0,8200.0
2012-02-24,38.29999923706055,37.5,37.0,39.0,3300.0
2012-02-27,37.5,37.70000076293945,37.5,38.79999923706055,5000.0
2012-02-28,38.0,41.599998474121094,37.79999923706055,42.599998474121094,29100.0
2012-02-29,42.099998474121094,42.79999923706055,41.20000076293945,43.900001525878906,18100.0
2012-03-01,43.79999923706055,45.79999923706055,41.79999923706055,46.29999923706055,24900.0
2012-03-02,45.900001525878906,47.20000076293945,44.29999923706055,47.79999923706055,20100.0
2012-03-05,47.29999923706055,42.400001525878906,41.599998474121094,48.400001525878906,32000.0
2012-03-06,41.900001525878906,39.0,38.5,42.20000076293945,15900.0
2012-03-07,39.0,38.900001525878906,38.5,41.900001525878906,8500.0
2012-03-08,39.599998474121094,40.900001525878906,39.599998474121094,41.400001525878906,7900.0
2012-03-09,41.599998474121094,41.20000076293945,40.900001525878906,42.599998474121094,7100.0
2012-03-12,41.20000076293945,38.900001525878906,38.70000076293945,41.599998474121094,7100.0
2012-03-13,39.20000076293945,40.5,39.0,42.29999923706055,10300.0
2012-03-14,40.70000076293945,40.099998474121094,39.29999923706055,41.20000076293945,5500.0
2012-03-15,40.70000076293945,44.20000076293945,40.70000076293945,44.5,22000.0
2012-03-16,45.0,44.79999923706055,43.29999923706055,45.0,9200.0
2012-03-19,45.0,46.20000076293945,44.099998474121094,47.0,11700.0
2012-03-20,45.900001525878906,45.900001525878906,43.70000076293945,46.400001525878906,8100.0
2012-03-21,46.099998474121094,44.5,43.79999923706055,46.099998474121094,10100.0
2012-03-22,45.599998474121094,43.20000076293945,42.79999923706055,45.599998474121094,11500.0
2012-03-23,43.20000076293945,42.400001525878906,42.099998474121094,43.599998474121094,4700.0
2012-03-26,43.79999923706055,41.5,41.5,44.099998474121094,7700.0
2012-03-27,40.5,40.29999923706055,40.099998474121094,41.400001525878906,9300.0
2012-03-28,39.900001525878906,39.599998474121094,38.400001525878906,39.900001525878906,8400.0
2012-03-29,40.099998474121094,39.400001525878906,38.29999923706055,40.099998474121094,10900.0
2012-03-30,39.5,39.79999923706055,38.0,41.29999923706055,5900.0
2012-04-02,40.099998474121094,40.29999923706055,39.0,40.70000076293945,4200.0
2012-04-03,39.5,39.099998474121094,38.29999923706055,39.79999923706055,5800.0
2012-04-04,38.400001525878906,39.5,38.29999923706055,40.20000076293945,6400.0
2012-04-05,40.0,36.29999923706055,35.400001525878906,41.5,26100.0
2012-04-09,35.70000076293945,34.900001525878906,34.099998474121094,35.70000076293945,7800.0
2012-04-10,35.0,35.099998474121094,33.79999923706055,37.29999923706055,10600.0
2012-04-11,35.400001525878906,38.5,35.400001525878906,38.900001525878906,11300.0
2012-04-12,37.400001525878906,38.099998474121094,37.0,38.400001525878906,3300.0
2012-04-13,37.599998474121094,36.400001525878906,36.29999923706055,37.79999923706055,1800.0
2012-04-16,36.20000076293945,36.599998474121094,35.0,36.900001525878906,2800.0
2012-04-17,37.20000076293945,38.099998474121094,36.599998474121094,38.5,4600.0
2012-04-18,37.599998474121094,36.5,36.400001525878906,38.0,2300.0
2012-04-19,36.5,37.5,35.599998474121094,37.70000076293945,2900.0
2012-04-20,37.5,38.5,37.400001525878906,39.0,3500.0
2012-04-23,38.20000076293945,36.400001525878906,36.29999923706055,38.20000076293945,2200.0
2012-04-24,36.29999923706055,34.0,33.20000076293945,36.29999923706055,8100.0
2012-04-25,34.79999923706055,33.5,32.70000076293945,34.79999923706055,2800.0
2012-04-26,33.5,36.400001525878906,32.099998474121094,36.400001525878906,5400.0
2012-04-27,36.70000076293945,38.0,35.900001525878906,38.0,3200.0
2012-04-30,37.099998474121094,36.5,35.20000076293945,37.5,1800.0
2012-05-01,36.5,37.79999923706055,35.099998474121094,37.900001525878906,3200.0
2012-05-02,36.0,37.29999923706055,36.0,37.79999923706055,3100.0
2012-05-03,37.599998474121094,36.29999923706055,36.20000076293945,38.5,3900.0
