Date,orlyopen,orlyclose,orlylow,orlyhigh,orlyvolume
2008-06-03,25.790000915527344,25.989999771118164,25.6200008392334,26.229999542236328,1582400
2008-06-04,25.850000381469727,25.780000686645508,25.59000015258789,26.170000076293945,1274100
2008-06-05,25.84000015258789,26.40999984741211,25.65999984741211,26.420000076293945,2528700
2008-06-06,26.209999084472656,25.219999313354492,25.219999313354492,26.229999542236328,3379900
2008-06-09,25.25,24.959999084472656,24.8799991607666,25.6299991607666,2376400
2008-06-10,24.81999969482422,25.600000381469727,24.770000457763672,25.760000228881836,2558300
2008-06-11,25.6299991607666,24.65999984741211,24.59000015258789,25.760000228881836,2239000
2008-06-12,24.75,25.25,24.75,25.65999984741211,2526500
2008-06-13,25.610000610351562,25.6200008392334,25.350000381469727,25.8700008392334,1570700
2008-06-16,25.43000030517578,26.0,25.1200008392334,26.0,1070400
2008-06-17,26.049999237060547,25.549999237060547,25.540000915527344,26.139999389648438,1108000
2008-06-18,25.530000686645508,25.040000915527344,24.84000015258789,25.530000686645508,1244500
2008-06-19,25.010000228881836,25.670000076293945,24.93000030517578,25.760000228881836,1228400
2008-06-20,25.610000610351562,24.690000534057617,24.670000076293945,25.610000610351562,1441700
2008-06-23,24.770000457763672,23.719999313354492,23.600000381469727,24.950000762939453,1880900
2008-06-24,23.559999465942383,23.600000381469727,23.100000381469727,24.010000228881836,1973100
2008-06-25,23.729999542236328,23.989999771118164,23.709999084472656,24.6200008392334,1418900
2008-06-26,23.709999084472656,23.280000686645508,23.06999969482422,23.90999984741211,1521100
2008-06-27,23.219999313354492,22.790000915527344,22.700000762939453,23.3700008392334,2973000
2008-06-30,22.729999542236328,22.350000381469727,22.31999969482422,23.040000915527344,1261800
2008-07-01,22.299999237060547,23.020000457763672,22.110000610351562,23.239999771118164,3813300
2008-07-02,22.940000534057617,22.719999313354492,22.65999984741211,23.450000762939453,3258500
2008-07-03,22.889999389648438,22.350000381469727,22.31999969482422,22.889999389648438,1486900
2008-07-07,22.520000457763672,22.34000015258789,21.920000076293945,22.65999984741211,1718200
2008-07-08,22.3700008392334,23.139999389648438,22.239999771118164,23.15999984741211,2061700
2008-07-09,23.06999969482422,23.280000686645508,22.850000381469727,23.540000915527344,2039300
2008-07-10,23.200000762939453,22.979999542236328,22.790000915527344,23.709999084472656,2077500
2008-07-11,22.709999084472656,22.649999618530273,22.0,23.110000610351562,4720600
2008-07-14,22.530000686645508,22.75,22.329999923706055,23.219999313354492,2131300
2008-07-15,22.6299991607666,22.510000228881836,22.059999465942383,22.809999465942383,2395600
2008-07-16,22.530000686645508,23.479999542236328,22.3700008392334,23.549999237060547,2146500
2008-07-17,23.520000457763672,24.360000610351562,23.15999984741211,24.450000762939453,2855500
2008-07-18,24.1299991607666,24.049999237060547,23.889999389648438,24.6299991607666,1933300
2008-07-21,24.100000381469727,23.3700008392334,23.079999923706055,24.34000015258789,1872800
2008-07-22,23.309999465942383,24.040000915527344,22.75,24.079999923706055,3172700
2008-07-23,23.90999984741211,26.270000457763672,23.1200008392334,26.639999389648438,4957800
2008-07-24,26.5,25.290000915527344,25.200000762939453,26.56999969482422,3716400
2008-07-25,25.31999969482422,24.719999313354492,24.65999984741211,25.770000457763672,2002300
2008-07-28,24.700000762939453,24.6299991607666,24.229999542236328,24.90999984741211,1986600
2008-07-29,24.6299991607666,25.510000228881836,24.350000381469727,25.59000015258789,1810100
2008-07-30,25.360000610351562,25.440000534057617,25.0,26.0,4794800
2008-07-31,25.260000228881836,25.540000915527344,25.170000076293945,25.799999237060547,2364300
2008-08-01,25.479999542236328,26.040000915527344,25.149999618530273,26.34000015258789,3345000
2008-08-04,26.309999465942383,26.350000381469727,25.979999542236328,26.600000381469727,1746600
2008-08-05,26.260000228881836,27.43000030517578,26.260000228881836,27.440000534057617,2353600
2008-08-06,26.770000457763672,27.469999313354492,26.6299991607666,27.479999542236328,2436700
2008-08-07,27.450000762939453,27.540000915527344,26.940000534057617,28.06999969482422,3161400
2008-08-08,27.600000381469727,28.84000015258789,27.510000228881836,28.989999771118164,1920000
2008-08-11,28.739999771118164,29.059999465942383,28.649999618530273,29.979999542236328,2397800
2008-08-12,28.899999618530273,28.8799991607666,28.600000381469727,29.3799991607666,1594800
2008-08-13,28.690000534057617,28.420000076293945,27.770000457763672,28.81999969482422,1590800
2008-08-14,28.15999984741211,28.8799991607666,28.09000015258789,29.34000015258789,1519000
2008-08-15,28.950000762939453,29.5,28.65999984741211,29.6200008392334,915100
2008-08-18,29.5,28.790000915527344,28.600000381469727,29.56999969482422,1383000
2008-08-19,28.690000534057617,28.079999923706055,27.84000015258789,28.809999465942383,1713000
2008-08-20,29.350000381469727,28.799999237060547,28.559999465942383,29.420000076293945,2179000
2008-08-21,28.700000762939453,28.90999984741211,28.389999389648438,28.959999084472656,1028400
2008-08-22,29.25,29.809999465942383,29.09000015258789,29.899999618530273,1374700
2008-08-25,29.56999969482422,28.8700008392334,28.809999465942383,29.59000015258789,1129700
2008-08-26,28.850000381469727,28.469999313354492,28.100000381469727,29.1299991607666,1904400
2008-08-27,28.329999923706055,29.0,28.329999923706055,29.329999923706055,876700
2008-08-28,29.09000015258789,29.520000457763672,28.81999969482422,29.559999465942383,783800
2008-08-29,29.309999465942383,29.1200008392334,29.030000686645508,29.610000610351562,759700
2008-09-02,29.709999084472656,29.6200008392334,29.15999984741211,30.3799991607666,2121300
2008-09-03,29.600000381469727,30.030000686645508,28.959999084472656,30.06999969482422,1430400
2008-09-04,29.84000015258789,29.149999618530273,29.020000457763672,29.84000015258789,2140900
2008-09-05,28.06999969482422,29.389999389648438,28.059999465942383,29.549999237060547,1814900
2008-09-08,29.809999465942383,29.8799991607666,29.31999969482422,30.329999923706055,1980400
2008-09-09,29.8799991607666,29.030000686645508,29.010000228881836,30.219999313354492,1352100
2008-09-10,29.200000762939453,28.989999771118164,28.350000381469727,29.280000686645508,1514000
2008-09-11,29.040000915527344,29.040000915527344,28.1299991607666,29.049999237060547,1298500
2008-09-12,28.829999923706055,28.670000076293945,28.34000015258789,28.829999923706055,1241100
2008-09-15,27.399999618530273,29.15999984741211,27.020000457763672,29.850000381469727,2393400
2008-09-16,29.239999771118164,28.780000686645508,28.350000381469727,29.270000457763672,2015700
2008-09-17,28.440000534057617,27.969999313354492,27.479999542236328,28.700000762939453,2490900
2008-09-18,28.309999465942383,28.31999969482422,26.3799991607666,28.8700008392334,3381000
2008-09-19,30.0,28.40999984741211,27.700000762939453,30.100000381469727,2612800
2008-09-22,28.239999771118164,27.770000457763672,27.68000030517578,28.6299991607666,1488100
2008-09-23,27.829999923706055,27.729999542236328,27.510000228881836,28.360000610351562,1032600
2008-09-24,27.719999313354492,28.229999542236328,27.520000457763672,28.649999618530273,1262100
2008-09-25,28.149999618530273,28.510000228881836,28.09000015258789,28.860000610351562,1192700
2008-09-26,28.459999084472656,28.260000228881836,28.0,28.93000030517578,1464500
2008-09-29,27.84000015258789,26.75,26.479999542236328,27.84000015258789,1655600
2008-09-30,27.790000915527344,26.770000457763672,26.139999389648438,27.790000915527344,2462200
2008-10-01,26.56999969482422,26.700000762939453,26.18000030517578,26.90999984741211,1206400
2008-10-02,26.389999389648438,26.260000228881836,26.100000381469727,26.90999984741211,1075500
2008-10-03,26.600000381469727,25.850000381469727,25.719999313354492,26.950000762939453,2347400
2008-10-06,25.270000457763672,24.780000686645508,23.700000762939453,25.450000762939453,2883300
2008-10-07,25.709999084472656,23.329999923706055,23.190000534057617,25.8700008392334,4307700
2008-10-08,22.90999984741211,23.290000915527344,22.450000762939453,23.65999984741211,2477800
2008-10-09,23.5,22.25,21.90999984741211,23.8799991607666,1507700
2008-10-10,21.68000030517578,22.809999465942383,20.81999969482422,23.510000228881836,2911600
2008-10-13,23.75,24.020000457763672,23.3700008392334,24.079999923706055,1700300
2008-10-14,24.420000076293945,23.139999389648438,22.600000381469727,24.969999313354492,1659200
2008-10-15,22.110000610351562,21.3700008392334,21.229999542236328,22.889999389648438,1436300
2008-10-16,21.31999969482422,22.43000030517578,20.309999465942383,22.5,2304200
2008-10-17,21.770000457763672,22.469999313354492,21.239999771118164,23.3799991607666,1566500
2008-10-20,22.790000915527344,23.780000686645508,22.790000915527344,23.790000915527344,1163500
2008-10-21,23.479999542236328,23.030000686645508,22.979999542236328,24.360000610351562,1947100
2008-10-22,22.549999237060547,22.75,21.940000534057617,22.93000030517578,1611600
2008-10-23,22.8700008392334,21.93000030517578,21.040000915527344,22.8700008392334,1348700
2008-10-24,20.549999237060547,21.100000381469727,20.0,21.729999542236328,984400
2008-10-27,20.700000762939453,20.8700008392334,20.690000534057617,21.780000686645508,948800
2008-10-28,22.43000030517578,23.149999618530273,20.780000686645508,23.299999237060547,1587500
2008-10-29,23.020000457763672,23.389999389648438,22.43000030517578,24.549999237060547,2220600
2008-10-30,24.299999237060547,25.059999465942383,24.25,27.110000610351562,2879300
2008-10-31,25.059999465942383,27.110000610351562,24.6299991607666,27.610000610351562,2161600
2008-11-03,27.100000381469727,26.760000228881836,26.489999771118164,27.540000915527344,1814100
2008-11-04,27.15999984741211,27.0,26.729999542236328,27.25,1361900
2008-11-05,26.739999771118164,25.139999389648438,24.8700008392334,26.899999618530273,1795100
2008-11-06,25.280000686645508,24.59000015258789,24.489999771118164,25.90999984741211,1094500
2008-11-07,24.84000015258789,24.979999542236328,24.440000534057617,25.639999389648438,1129600
2008-11-10,25.5,24.829999923706055,24.389999389648438,25.59000015258789,922000
2008-11-11,24.520000457763672,24.719999313354492,24.15999984741211,25.420000076293945,931700
2008-11-12,24.350000381469727,22.979999542236328,22.790000915527344,24.719999313354492,1602100
2008-11-13,23.18000030517578,25.200000762939453,22.059999465942383,25.200000762939453,1384400
2008-11-14,24.81999969482422,23.239999771118164,22.760000228881836,25.0,1531600
2008-11-17,23.100000381469727,23.190000534057617,23.020000457763672,23.989999771118164,1032600
2008-11-18,23.239999771118164,23.5,22.530000686645508,24.399999618530273,1413300
2008-11-19,23.440000534057617,22.6200008392334,22.579999923706055,23.899999618530273,1843900
2008-11-20,22.309999465942383,21.959999084472656,21.760000228881836,23.559999465942383,2009500
2008-11-21,22.420000076293945,23.639999389648438,21.360000610351562,23.639999389648438,2146000
2008-11-24,23.799999237060547,25.360000610351562,23.06999969482422,25.670000076293945,1872500
2008-11-25,25.530000686645508,24.940000534057617,24.079999923706055,25.739999771118164,1725800
2008-11-26,24.489999771118164,25.770000457763672,24.25,26.3799991607666,2157100
2008-11-28,25.530000686645508,26.06999969482422,25.1200008392334,26.079999923706055,549300
2008-12-01,26.030000686645508,23.829999923706055,23.68000030517578,26.030000686645508,1324200
2008-12-02,24.170000076293945,25.739999771118164,23.989999771118164,26.190000534057617,1866200
2008-12-03,25.15999984741211,26.549999237060547,24.950000762939453,26.940000534057617,2913900
2008-12-04,26.209999084472656,26.549999237060547,25.1200008392334,27.459999084472656,2441000
2008-12-05,26.239999771118164,29.31999969482422,26.059999465942383,29.43000030517578,3282000
2008-12-08,29.3799991607666,28.799999237060547,28.329999923706055,29.979999542236328,2110400
2008-12-09,28.579999923706055,28.3700008392334,28.200000762939453,29.799999237060547,2470500
2008-12-10,28.56999969482422,28.100000381469727,27.610000610351562,28.6299991607666,1706600
2008-12-11,27.469999313354492,28.420000076293945,27.459999084472656,29.059999465942383,2886700
2008-12-12,26.34000015258789,28.549999237060547,26.239999771118164,28.84000015258789,3098100
2008-12-15,29.049999237060547,28.489999771118164,27.959999084472656,29.049999237060547,2030300
2008-12-16,28.860000610351562,30.09000015258789,28.399999618530273,30.239999771118164,1792700
2008-12-17,29.610000610351562,30.610000610351562,29.059999465942383,30.959999084472656,1980100
2008-12-18,30.950000762939453,30.809999465942383,30.09000015258789,30.950000762939453,2601100
2008-12-19,31.09000015258789,30.1299991607666,30.020000457763672,31.18000030517578,6384700
2008-12-22,30.399999618530273,29.649999618530273,29.0,30.399999618530273,1808800
2008-12-23,29.860000610351562,29.3799991607666,29.049999237060547,30.0,1313300
2008-12-24,29.459999084472656,29.559999465942383,29.0,29.979999542236328,530200
2008-12-26,29.690000534057617,29.469999313354492,29.229999542236328,29.739999771118164,515100
2008-12-29,29.6200008392334,29.239999771118164,28.84000015258789,29.65999984741211,1024800
2008-12-30,29.399999618530273,30.15999984741211,29.15999984741211,30.15999984741211,1098800
2008-12-31,30.200000762939453,30.739999771118164,30.0,30.979999542236328,1451400
2009-01-02,30.59000015258789,31.43000030517578,30.139999389648438,31.579999923706055,1361600
2009-01-05,31.079999923706055,30.639999389648438,30.290000915527344,31.190000534057617,1510600
2009-01-06,30.899999618530273,30.209999084472656,29.969999313354492,30.950000762939453,1584700
2009-01-07,29.299999237060547,28.8799991607666,28.600000381469727,29.989999771118164,2068700
2009-01-08,29.049999237060547,29.139999389648438,28.219999313354492,29.280000686645508,1706100
2009-01-09,29.139999389648438,28.280000686645508,27.860000610351562,29.450000762939453,1614100
2009-01-12,28.219999313354492,28.15999984741211,27.84000015258789,28.489999771118164,1053400
2009-01-13,28.040000915527344,28.329999923706055,27.90999984741211,28.690000534057617,1409400
2009-01-14,28.06999969482422,27.0,26.940000534057617,28.06999969482422,2164000
2009-01-15,27.06999969482422,28.299999237060547,26.469999313354492,28.639999389648438,2529000
2009-01-16,28.709999084472656,28.540000915527344,28.09000015258789,29.020000457763672,1627500
2009-01-20,27.0,27.6200008392334,27.0,28.790000915527344,1441900
2009-01-21,27.950000762939453,28.049999237060547,26.969999313354492,28.1200008392334,1768500
2009-01-22,27.420000076293945,28.6200008392334,27.059999465942383,28.889999389648438,1981400
2009-01-23,26.690000534057617,29.020000457763672,26.690000534057617,29.56999969482422,2304700
2009-01-26,30.030000686645508,30.09000015258789,29.219999313354492,30.670000076293945,2520700
2009-01-27,30.1299991607666,30.049999237060547,29.639999389648438,30.530000686645508,1099800
2009-01-28,30.270000457763672,31.049999237060547,30.18000030517578,31.420000076293945,2159400
2009-01-29,30.670000076293945,30.549999237060547,30.290000915527344,31.200000762939453,1149000
2009-01-30,30.760000228881836,29.06999969482422,28.959999084472656,30.950000762939453,1858100
2009-02-02,28.81999969482422,29.100000381469727,28.59000015258789,29.299999237060547,1792000
2009-02-03,29.139999389648438,29.950000762939453,28.399999618530273,30.15999984741211,1693700
2009-02-04,29.979999542236328,29.290000915527344,29.09000015258789,30.170000076293945,1033700
2009-02-05,28.920000076293945,29.600000381469727,28.770000457763672,29.899999618530273,1965300
2009-02-06,29.600000381469727,30.719999313354492,29.479999542236328,30.969999313354492,2760500
2009-02-09,30.610000610351562,30.90999984741211,30.149999618530273,31.049999237060547,1628000
2009-02-10,29.290000915527344,28.690000534057617,27.959999084472656,30.190000534057617,5154700
2009-02-11,28.8700008392334,28.559999465942383,28.149999618530273,29.40999984741211,2916100
2009-02-12,28.170000076293945,28.829999923706055,27.489999771118164,28.829999923706055,2338400
2009-02-13,28.799999237060547,28.610000610351562,28.329999923706055,29.139999389648438,1581800
2009-02-17,27.899999618530273,27.260000228881836,27.190000534057617,28.049999237060547,3620800
2009-02-18,27.739999771118164,27.739999771118164,26.829999923706055,27.950000762939453,4627400
2009-02-19,30.59000015258789,32.84000015258789,30.59000015258789,33.189998626708984,10247500
2009-02-20,32.9900016784668,32.709999084472656,31.860000610351562,33.25,6070700
2009-02-23,32.97999954223633,31.729999542236328,31.559999465942383,33.040000915527344,3879500
2009-02-24,32.529998779296875,33.29999923706055,32.29999923706055,33.369998931884766,4498800
2009-02-25,33.06999969482422,33.25,32.54999923706055,33.79999923706055,3310900
2009-02-26,33.599998474121094,32.84000015258789,32.45000076293945,33.75,3396400
2009-02-27,32.349998474121094,33.36000061035156,31.549999237060547,33.59000015258789,8087500
2009-03-02,32.70000076293945,32.22999954223633,32.130001068115234,33.5,3693600
2009-03-03,33.7599983215332,32.439998626708984,32.349998474121094,33.880001068115234,5202200
2009-03-04,33.349998474121094,32.4900016784668,32.189998626708984,33.349998474121094,3543900
2009-03-05,32.220001220703125,32.5099983215332,31.899999618530273,32.88999938964844,3583700
2009-03-06,32.849998474121094,32.13999938964844,31.440000534057617,32.849998474121094,3686700
2009-03-09,32.06999969482422,31.780000686645508,31.649999618530273,32.70000076293945,1739500
2009-03-10,32.56999969482422,33.75,32.33000183105469,33.93000030517578,3014400
2009-03-11,33.7400016784668,34.02000045776367,33.630001068115234,34.41999816894531,2685000
2009-03-12,34.119998931884766,35.279998779296875,33.65999984741211,35.41999816894531,2362800
2009-03-13,35.279998779296875,34.900001525878906,34.619998931884766,35.470001220703125,1805500
2009-03-16,34.97999954223633,33.52000045776367,33.400001525878906,34.97999954223633,2469200
2009-03-17,33.58000183105469,35.0,33.189998626708984,35.0,2059600
2009-03-18,35.16999816894531,35.0,34.04999923706055,35.34000015258789,2473700
2009-03-19,35.970001220703125,35.630001068115234,34.869998931884766,36.16999816894531,3735500
2009-03-20,34.95000076293945,34.90999984741211,34.470001220703125,35.79999923706055,2079600
2009-03-23,33.560001373291016,33.7599983215332,32.54999923706055,34.02000045776367,4633000
2009-03-24,33.540000915527344,33.41999816894531,32.709999084472656,34.369998931884766,2439400
2009-03-25,33.33000183105469,34.099998474121094,33.189998626708984,34.27000045776367,3271500
2009-03-26,34.63999938964844,35.369998931884766,34.34000015258789,36.0099983215332,27860200
2009-03-27,35.65999984741211,34.779998779296875,34.709999084472656,35.65999984741211,2977300
2009-03-30,34.70000076293945,35.04999923706055,33.619998931884766,35.04999923706055,2188000
2009-03-31,34.810001373291016,35.0099983215332,34.029998779296875,35.470001220703125,2442900
2009-04-01,34.400001525878906,35.400001525878906,33.689998626708984,35.43000030517578,3310200
2009-04-02,35.900001525878906,36.029998779296875,34.91999816894531,36.7400016784668,3896100
2009-04-03,35.7400016784668,36.5,35.2599983215332,36.58000183105469,3252800
2009-04-06,36.22999954223633,36.83000183105469,35.56999969482422,36.970001220703125,2700000
2009-04-07,36.02000045776367,35.77000045776367,35.40999984741211,36.54999923706055,2349300
2009-04-08,35.47999954223633,36.810001373291016,35.47999954223633,36.810001373291016,1607200
2009-04-09,37.130001068115234,37.880001068115234,36.880001068115234,38.119998931884766,2361300
2009-04-13,37.540000915527344,36.90999984741211,36.72999954223633,37.75,1659000
2009-04-14,36.88999938964844,36.88999938964844,36.22999954223633,37.13999938964844,2382000
2009-04-15,36.06999969482422,36.65999984741211,35.959999084472656,36.84000015258789,1534900
2009-04-16,36.91999816894531,38.029998779296875,36.720001220703125,38.279998779296875,2495100
2009-04-17,38.310001373291016,38.709999084472656,37.61000061035156,38.900001525878906,2304400
2009-04-20,38.029998779296875,37.95000076293945,37.54999923706055,38.529998779296875,1426500
2009-04-21,38.130001068115234,38.5099983215332,37.779998779296875,38.58000183105469,1678700
2009-04-22,38.369998931884766,38.45000076293945,38.15999984741211,39.400001525878906,2276700
2009-04-23,38.63999938964844,38.459999084472656,37.70000076293945,39.02000045776367,1470400
2009-04-24,38.66999816894531,37.720001220703125,37.54999923706055,38.939998626708984,2112600
