Date,orlyopen,orlyclose,orlylow,orlyhigh,orlyvolume
2008-01-02,32.279998779296875,32.33000183105469,31.8700008392334,32.68000030517578,1054000
2008-01-03,32.060001373291016,31.1299991607666,31.1299991607666,32.43000030517578,981600
2008-01-04,31.010000228881836,30.1299991607666,29.989999771118164,31.049999237060547,2826900
2008-01-07,29.8799991607666,29.389999389648438,28.479999542236328,30.299999237060547,2585900
2008-01-08,29.209999084472656,26.969999313354492,26.75,29.309999465942383,2608000
2008-01-09,27.0,27.049999237060547,26.139999389648438,27.100000381469727,2142100
2008-01-10,25.530000686645508,26.149999618530273,24.079999923706055,27.239999771118164,7454000
2008-01-11,25.75,25.5,24.860000610351562,25.90999984741211,2914300
2008-01-14,25.6299991607666,25.739999771118164,25.389999389648438,25.90999984741211,2069600
2008-01-15,25.40999984741211,25.709999084472656,24.809999465942383,25.709999084472656,2130700
2008-01-16,25.610000610351562,25.739999771118164,25.270000457763672,26.100000381469727,1811600
2008-01-17,25.790000915527344,24.969999313354492,24.860000610351562,25.850000381469727,1518600
2008-01-18,25.030000686645508,25.100000381469727,24.719999313354492,25.81999969482422,1973900
2008-01-22,24.530000686645508,26.489999771118164,24.280000686645508,26.770000457763672,1827000
2008-01-23,26.0,28.1299991607666,25.65999984741211,28.350000381469727,1852700
2008-01-24,28.239999771118164,27.8700008392334,27.059999465942383,28.239999771118164,1574000
2008-01-25,28.010000228881836,27.850000381469727,27.489999771118164,28.149999618530273,997600
2008-01-28,27.790000915527344,28.84000015258789,27.530000686645508,28.84000015258789,1171000
2008-01-29,29.040000915527344,28.81999969482422,28.200000762939453,29.219999313354492,1022300
2008-01-30,28.59000015258789,28.15999984741211,28.139999389648438,28.979999542236328,919400
2008-01-31,27.780000686645508,29.43000030517578,27.09000015258789,29.65999984741211,1056400
2008-02-01,30.0,30.6200008392334,29.93000030517578,31.770000457763672,2817800
2008-02-04,30.6200008392334,29.969999313354492,29.709999084472656,30.6200008392334,827400
2008-02-05,29.65999984741211,29.06999969482422,28.8700008392334,29.899999618530273,778600
2008-02-06,29.170000076293945,28.850000381469727,28.729999542236328,29.799999237060547,659800
2008-02-07,28.719999313354492,29.68000030517578,28.5,30.040000915527344,742100
2008-02-08,29.549999237060547,29.68000030517578,28.889999389648438,30.15999984741211,693500
2008-02-11,29.600000381469727,29.809999465942383,28.799999237060547,30.110000610351562,887900
2008-02-12,30.030000686645508,29.510000228881836,29.219999313354492,30.030000686645508,902900
2008-02-13,29.209999084472656,29.399999618530273,28.81999969482422,29.489999771118164,871600
2008-02-14,29.5,28.700000762939453,28.440000534057617,29.5,759700
2008-02-15,28.510000228881836,28.350000381469727,27.84000015258789,28.639999389648438,859900
2008-02-19,28.459999084472656,27.719999313354492,27.530000686645508,29.18000030517578,1208500
2008-02-20,27.56999969482422,27.989999771118164,27.40999984741211,28.239999771118164,1496300
2008-02-21,27.899999618530273,27.510000228881836,27.450000762939453,28.670000076293945,1618600
2008-02-22,27.6299991607666,27.81999969482422,26.940000534057617,27.889999389648438,1455300
2008-02-25,27.850000381469727,28.260000228881836,27.540000915527344,28.290000915527344,1231700
2008-02-26,28.100000381469727,28.81999969482422,28.030000686645508,29.100000381469727,898800
2008-02-27,28.639999389648438,28.649999618530273,28.389999389648438,28.989999771118164,681600
2008-02-28,28.479999542236328,28.110000610351562,27.8700008392334,28.479999542236328,842200
2008-02-29,27.770000457763672,26.959999084472656,26.739999771118164,28.040000915527344,1213000
2008-03-03,26.959999084472656,27.260000228881836,26.510000228881836,27.510000228881836,899300
2008-03-04,27.030000686645508,27.6299991607666,26.979999542236328,27.75,905600
2008-03-05,27.700000762939453,27.59000015258789,27.43000030517578,28.280000686645508,624400
2008-03-06,27.489999771118164,26.8799991607666,26.850000381469727,27.969999313354492,743600
2008-03-07,26.59000015258789,26.729999542236328,26.440000534057617,27.079999923706055,736500
2008-03-10,26.719999313354492,26.459999084472656,26.43000030517578,27.280000686645508,717600
2008-03-11,27.1299991607666,27.059999465942383,26.239999771118164,27.729999542236328,908300
2008-03-12,27.049999237060547,27.1200008392334,26.959999084472656,27.84000015258789,574400
2008-03-13,26.68000030517578,27.1299991607666,26.329999923706055,27.270000457763672,863000
2008-03-14,27.31999969482422,26.65999984741211,26.25,27.31999969482422,748400
2008-03-17,26.149999618530273,26.0,25.420000076293945,26.639999389648438,1066100
2008-03-18,27.06999969482422,28.389999389648438,26.3700008392334,28.479999542236328,1525000
2008-03-19,28.469999313354492,27.969999313354492,27.90999984741211,28.920000076293945,917000
2008-03-20,28.229999542236328,29.329999923706055,27.899999618530273,29.420000076293945,859000
2008-03-24,29.329999923706055,30.399999618530273,29.059999465942383,30.450000762939453,802400
2008-03-25,30.350000381469727,29.8700008392334,29.65999984741211,30.440000534057617,873500
2008-03-26,29.81999969482422,28.90999984741211,28.899999618530273,29.81999969482422,642700
2008-03-27,29.020000457763672,28.6200008392334,28.299999237060547,29.1200008392334,1032100
2008-03-28,28.850000381469727,27.770000457763672,27.709999084472656,28.850000381469727,918500
2008-03-31,27.770000457763672,28.520000457763672,27.40999984741211,28.579999923706055,1235600
2008-04-01,29.450000762939453,29.40999984741211,29.18000030517578,30.5,8102900
2008-04-02,29.5,28.469999313354492,28.270000457763672,29.549999237060547,2626800
2008-04-03,28.290000915527344,28.389999389648438,27.6200008392334,28.450000762939453,1628700
2008-04-04,28.290000915527344,28.049999237060547,27.860000610351562,28.6200008392334,2330900
2008-04-07,28.270000457763672,27.860000610351562,27.760000228881836,28.540000915527344,1073400
2008-04-08,27.799999237060547,27.809999465942383,27.610000610351562,28.25,1030800
2008-04-09,27.860000610351562,27.139999389648438,26.950000762939453,27.90999984741211,1710400
2008-04-10,27.020000457763672,27.610000610351562,27.010000228881836,28.239999771118164,1693100
2008-04-11,27.3799991607666,27.09000015258789,27.0,27.559999465942383,965600
2008-04-14,27.030000686645508,27.209999084472656,26.829999923706055,27.3700008392334,1499700
2008-04-15,27.309999465942383,27.280000686645508,27.030000686645508,27.389999389648438,824100
2008-04-16,27.43000030517578,27.670000076293945,27.25,27.860000610351562,1313200
2008-04-17,27.510000228881836,27.399999618530273,27.229999542236328,27.65999984741211,917100
2008-04-18,27.899999618530273,27.780000686645508,27.610000610351562,28.200000762939453,2298300
2008-04-21,27.510000228881836,27.6299991607666,27.170000076293945,27.829999923706055,1464300
2008-04-22,27.329999923706055,27.549999237060547,27.040000915527344,27.799999237060547,1967100
2008-04-23,25.84000015258789,26.790000915527344,25.770000457763672,27.600000381469727,4713900
2008-04-24,26.760000228881836,27.56999969482422,26.309999465942383,27.670000076293945,2664800
2008-04-25,27.59000015258789,28.280000686645508,27.18000030517578,28.290000915527344,1896700
2008-04-28,28.329999923706055,29.170000076293945,27.979999542236328,29.190000534057617,2432900
2008-04-29,29.06999969482422,28.8700008392334,28.84000015258789,29.530000686645508,2744900
2008-04-30,29.0,28.8700008392334,28.700000762939453,29.43000030517578,1567500
2008-05-01,28.770000457763672,30.049999237060547,28.729999542236328,30.3799991607666,2713900
2008-05-02,30.34000015258789,29.780000686645508,29.729999542236328,30.489999771118164,1576400
2008-05-05,29.770000457763672,29.209999084472656,29.170000076293945,29.770000457763672,1776000
2008-05-06,29.1299991607666,29.040000915527344,28.389999389648438,29.290000915527344,1488300
2008-05-07,28.989999771118164,28.450000762939453,28.399999618530273,29.18000030517578,1255200
2008-05-08,28.520000457763672,28.299999237060547,28.049999237060547,28.760000228881836,929800
2008-05-09,28.020000457763672,28.1200008392334,27.969999313354492,28.520000457763672,669000
2008-05-12,28.100000381469727,28.809999465942383,27.979999542236328,28.809999465942383,1097300
2008-05-13,28.84000015258789,28.610000610351562,28.270000457763672,28.84000015258789,527600
2008-05-14,28.690000534057617,28.790000915527344,28.670000076293945,29.270000457763672,1337300
2008-05-15,28.799999237060547,28.780000686645508,28.59000015258789,29.06999969482422,1165400
2008-05-16,28.1200008392334,27.700000762939453,27.100000381469727,28.5,2482000
2008-05-19,27.790000915527344,27.59000015258789,27.440000534057617,27.950000762939453,1387400
2008-05-20,27.5,27.0,26.850000381469727,27.65999984741211,1295900
2008-05-21,26.889999389648438,26.3799991607666,26.209999084472656,27.309999465942383,1359700
2008-05-22,26.280000686645508,26.540000915527344,26.229999542236328,26.860000610351562,840800
2008-05-23,26.5,26.31999969482422,26.079999923706055,26.65999984741211,510500
2008-05-27,26.43000030517578,26.540000915527344,26.209999084472656,26.940000534057617,971700
2008-05-28,26.56999969482422,26.450000762939453,26.209999084472656,26.81999969482422,1169800
2008-05-29,26.450000762939453,26.43000030517578,26.209999084472656,26.719999313354492,1576000
2008-05-30,26.469999313354492,26.149999618530273,25.889999389648438,26.469999313354492,1337100
2008-06-02,26.139999389648438,25.729999542236328,25.469999313354492,26.40999984741211,1216200
