Date,wlkopen,wlkclose,wlklow,wlkhigh,wlkvolume
2008-01-02,9.520000457763672,9.5,9.324999809265137,9.614999771118164,486000.0
2008-01-03,9.515000343322754,9.345000267028809,9.335000038146973,9.635000228881836,507600.0
2008-01-04,8.78499984741211,8.024999618530273,7.940000057220459,8.904999732971191,2563000.0
2008-01-07,8.010000228881836,8.274999618530273,8.010000228881836,8.305000305175781,943600.0
2008-01-08,8.274999618530273,8.454999923706055,8.274999618530273,8.664999961853027,1583400.0
2008-01-09,8.5600004196167,8.100000381469727,7.820000171661377,8.5600004196167,1539200.0
2008-01-10,8.015000343322754,8.454999923706055,7.949999809265137,8.609999656677246,837000.0
2008-01-11,8.430000305175781,8.545000076293945,8.420000076293945,8.890000343322754,877000.0
2008-01-14,8.550000190734863,8.4399995803833,8.345000267028809,8.600000381469727,540800.0
2008-01-15,8.350000381469727,8.225000381469727,8.220000267028809,8.479999542236328,639600.0
2008-01-16,8.154999732971191,8.125,8.039999961853027,8.319999694824219,671600.0
2008-01-17,8.125,7.730000019073486,7.695000171661377,8.225000381469727,612000.0
2008-01-18,7.739999771118164,7.804999828338623,7.590000152587891,7.90500020980835,1066000.0
2008-01-22,7.494999885559082,7.900000095367432,7.409999847412109,8.020000457763672,682800.0
2008-01-23,7.699999809265137,8.960000038146973,7.519999980926514,9.03499984741211,1671600.0
2008-01-24,9.010000228881836,8.510000228881836,8.359999656677246,9.074999809265137,1345400.0
2008-01-25,8.670000076293945,8.510000228881836,8.4350004196167,8.8149995803833,739600.0
2008-01-28,8.5600004196167,8.925000190734863,8.475000381469727,8.949999809265137,539000.0
2008-01-29,9.055000305175781,9.0649995803833,9.029999732971191,9.180000305175781,370800.0
2008-01-30,8.970000267028809,9.204999923706055,8.970000267028809,9.579999923706055,354200.0
2008-01-31,9.039999961853027,10.100000381469727,9.0,10.119999885559082,862800.0
2008-02-01,10.0,10.970000267028809,9.880000114440918,11.104999542236328,1433400.0
2008-02-04,10.899999618530273,10.204999923706055,10.005000114440918,10.949999809265137,876600.0
2008-02-05,10.045000076293945,9.550000190734863,9.545000076293945,10.265000343322754,745600.0
2008-02-06,9.675000190734863,9.710000038146973,9.595000267028809,10.100000381469727,890400.0
2008-02-07,9.600000381469727,10.0,9.600000381469727,10.454999923706055,989600.0
2008-02-08,9.899999618530273,10.095000267028809,9.835000038146973,10.180000305175781,714400.0
2008-02-11,10.100000381469727,10.109999656677246,9.850000381469727,10.234999656677246,334400.0
2008-02-12,10.229999542236328,9.984999656677246,9.885000228881836,10.350000381469727,412600.0
2008-02-13,10.045000076293945,10.199999809265137,9.899999618530273,10.329999923706055,338400.0
2008-02-14,10.125,9.829999923706055,9.744999885559082,10.204999923706055,343600.0
2008-02-15,9.704999923706055,9.8100004196167,9.454999923706055,9.835000038146973,277200.0
2008-02-19,9.895000457763672,8.645000457763672,8.279999732971191,9.895000457763672,1310600.0
2008-02-20,8.579999923706055,8.489999771118164,8.170000076293945,8.654999732971191,979600.0
2008-02-21,8.470000267028809,8.5600004196167,8.335000038146973,8.640000343322754,884200.0
2008-02-22,8.510000228881836,7.974999904632568,7.784999847412109,8.510000228881836,1531000.0
2008-02-25,8.045000076293945,8.505000114440918,7.900000095367432,8.505000114440918,879400.0
2008-02-26,8.520000457763672,8.395000457763672,8.114999771118164,8.555000305175781,504000.0
2008-02-27,8.34000015258789,8.890000343322754,8.3100004196167,9.010000228881836,970800.0
2008-02-28,8.78499984741211,8.350000381469727,8.255000114440918,8.800000190734863,643800.0
2008-02-29,8.25,8.069999694824219,8.005000114440918,8.3149995803833,547000.0
2008-03-03,7.960000038146973,7.96999979019165,7.784999847412109,8.024999618530273,443000.0
2008-03-04,7.920000076293945,8.364999771118164,7.679999828338623,8.460000038146973,1101200.0
2008-03-05,8.395000457763672,8.274999618530273,8.149999618530273,8.625,723800.0
2008-03-06,8.265000343322754,7.764999866485596,7.695000171661377,8.265000343322754,955800.0
2008-03-07,7.635000228881836,7.425000190734863,7.329999923706055,7.929999828338623,1277400.0
2008-03-10,7.369999885559082,7.0,6.925000190734863,7.394999980926514,778200.0
2008-03-11,7.175000190734863,7.434999942779541,7.114999771118164,7.480000019073486,837000.0
2008-03-12,7.534999847412109,7.409999847412109,7.275000095367432,7.699999809265137,552000.0
2008-03-13,7.260000228881836,7.474999904632568,6.934999942779541,7.585000038146973,957400.0
2008-03-14,7.53000020980835,6.945000171661377,6.809999942779541,7.550000190734863,892000.0
2008-03-17,7.114999771118164,6.659999847412109,6.255000114440918,7.114999771118164,1463600.0
2008-03-18,6.659999847412109,6.789999961853027,6.554999828338623,6.849999904632568,1257200.0
2008-03-19,6.815000057220459,6.619999885559082,6.610000133514404,7.039999961853027,763200.0
2008-03-20,6.46999979019165,6.65500020980835,6.46999979019165,6.730000019073486,906200.0
2008-03-24,6.75,6.885000228881836,6.75,7.164999961853027,888400.0
2008-03-25,6.909999847412109,6.755000114440918,6.605000019073486,7.175000190734863,1619400.0
2008-03-26,6.679999828338623,6.730000019073486,6.485000133514404,6.735000133514404,652600.0
2008-03-27,6.800000190734863,6.610000133514404,6.534999847412109,6.840000152587891,412600.0
2008-03-28,6.625,6.505000114440918,6.460000038146973,6.71999979019165,923600.0
2008-03-31,6.525000095367432,6.525000095367432,6.485000133514404,6.644999980926514,1417800.0
2008-04-01,6.474999904632568,6.815000057220459,6.474999904632568,6.840000152587891,1185000.0
2008-04-02,6.894999980926514,6.809999942779541,6.739999771118164,7.164999961853027,664000.0
2008-04-03,6.824999809265137,7.170000076293945,6.824999809265137,7.474999904632568,1070600.0
2008-04-04,7.210000038146973,7.914999961853027,7.130000114440918,7.934999942779541,1666600.0
2008-04-07,8.390000343322754,8.835000038146973,8.244999885559082,9.640000343322754,3218600.0
2008-04-08,8.704999923706055,8.585000038146973,8.305000305175781,8.760000228881836,1088800.0
2008-04-09,8.46500015258789,7.965000152587891,7.934999942779541,8.5600004196167,1207400.0
2008-04-10,8.399999618530273,8.5,8.399999618530273,9.074999809265137,2245600.0
2008-04-11,8.53499984741211,8.305000305175781,8.204999923706055,8.574999809265137,798600.0
2008-04-14,8.220000267028809,8.079999923706055,7.954999923706055,8.369999885559082,868800.0
2008-04-15,8.109999656677246,7.659999847412109,7.465000152587891,8.109999656677246,1008200.0
2008-04-16,7.670000076293945,8.175000190734863,7.670000076293945,8.204999923706055,792400.0
2008-04-17,8.125,8.010000228881836,7.835000038146973,8.130000114440918,590000.0
