Date,copopen,copclose,coplow,cophigh,copvolume
2008-01-02,67.65559387207031,67.0,66.21481323242188,68.38742065429688,15079100.0
2008-01-03,67.09148406982422,67.2744369506836,67.09148406982422,67.88429260253906,11269300.0
2008-01-04,66.38252258300781,65.22380828857422,65.10183715820312,66.93901824951172,14580200.0
2008-01-07,65.74980163574219,64.33189392089844,63.87450408935547,65.9327621459961,17771600.0
2008-01-08,64.68255615234375,62.898738861083984,62.715782165527344,65.26191711425781,16222900.0
2008-01-09,62.92923355102539,63.81351852416992,62.631927490234375,63.98122787475586,16939000.0
2008-01-10,63.22653579711914,63.95835876464844,63.0588264465332,64.23279571533203,17302900.0
2008-01-11,63.49334716796875,63.30276870727539,62.99021530151367,64.5682144165039,14558500.0
2008-01-14,64.01934814453125,63.569576263427734,63.20366668701172,64.11844635009766,13133600.0
2008-01-15,62.9063606262207,61.45033645629883,61.45033645629883,63.615318298339844,20028900.0
2008-01-16,61.1759033203125,58.76698303222656,58.46968078613281,61.44271469116211,29591500.0
2008-01-17,58.92707061767578,56.01502227783203,55.73296356201172,59.559791564941406,26460900.0
2008-01-18,56.41142654418945,55.56525421142578,54.482765197753906,57.288089752197266,31310000.0
2008-01-22,52.56172561645508,54.26169204711914,51.92900466918945,54.55137252807617,37003900.0
2008-01-23,53.64421463012695,54.680965423583984,51.72317886352539,54.95540237426758,31989300.0
2008-01-24,55.28319549560547,56.76971435546875,55.09261703491211,57.12800216674805,32861000.0
2008-01-25,57.966552734375,56.51052474975586,55.9464111328125,58.87370681762695,22697700.0
2008-01-28,56.7087287902832,58.24860763549805,55.83206558227539,58.301971435546875,18141200.0
2008-01-29,58.44681167602539,59.6665153503418,58.44681167602539,60.00193786621094,18873200.0
2008-01-30,59.529300689697266,60.32210922241211,59.11764907836914,61.55706024169922,19785200.0
2008-01-31,59.49880599975586,61.06917953491211,58.888954162597656,61.64854049682617,20729700.0
2008-02-01,61.36648178100586,61.25975799560547,60.63465881347656,61.618045806884766,17141400.0
2008-02-04,61.26738357543945,60.8023681640625,60.649906158447266,61.45796203613281,13046000.0
2008-02-05,59.85709762573242,58.00466537475586,57.99704360961914,59.85709762573242,18628700.0
2008-02-06,58.47730255126953,56.00739669799805,55.92354202270508,58.73649215698242,20040800.0
2008-02-07,55.694847106933594,56.807830810546875,55.63386154174805,57.219482421875,18859600.0
2008-02-08,56.617252349853516,57.46342086791992,56.617252349853516,57.737857818603516,15129800.0
2008-02-11,57.46342086791992,58.675506591796875,57.028900146484375,58.812721252441406,18057000.0
2008-02-12,58.58402633666992,58.24098587036133,57.554901123046875,59.239620208740234,15608800.0
2008-02-13,58.47730255126953,59.95619583129883,58.18000030517578,60.26112365722656,16915600.0
2008-02-14,60.34497833251953,60.1925163269043,59.933326721191406,61.09204864501953,15426000.0
2008-02-15,60.22300720214844,60.26112365722656,59.21675109863281,60.543182373046875,13971400.0
2008-02-19,61.22926712036133,61.47320556640625,60.90147018432617,62.410858154296875,18531000.0
2008-02-20,60.8176155090332,62.20503234863281,60.45170211791992,62.715782165527344,13538900.0
2008-02-21,62.01445388793945,60.840484619140625,60.58892059326172,62.01445388793945,14397500.0
2008-02-22,61.1759033203125,61.45033645629883,60.101036071777344,61.51894760131836,14199200.0
2008-02-25,61.45033645629883,62.708160400390625,61.45033645629883,62.94447708129883,11013600.0
2008-02-26,62.525203704833984,64.49198150634766,62.31937789916992,64.67493438720703,19828700.0
2008-02-27,64.0422134399414,64.1336898803711,63.752532958984375,64.67493438720703,12742300.0
2008-02-28,63.79827117919922,64.94937133789062,63.79827117919922,65.2542953491211,12175700.0
2008-02-29,64.9112548828125,63.05120086669922,62.66242218017578,65.00273132324219,14160200.0
2008-03-03,62.85300064086914,63.60769271850586,62.8072624206543,64.25566101074219,14292700.0
2008-03-04,62.891117095947266,62.12879943847656,60.88622283935547,63.42473602294922,22040700.0
2008-03-05,62.227901458740234,62.99021530151367,61.70952606201172,63.67630386352539,17354400.0
2008-03-06,62.8072624206543,61.09204864501953,60.98532485961914,62.997840881347656,14451000.0
2008-03-07,60.79474639892578,59.73512649536133,59.2929801940918,60.98532485961914,17438500.0
2008-03-10,59.84185028076172,58.965187072753906,58.866085052490234,60.13153076171875,17665300.0
2008-03-11,60.360225677490234,60.60416793823242,59.04141616821289,60.916717529296875,20473300.0
2008-03-12,60.207759857177734,59.70463180541992,59.24724197387695,60.4135856628418,16292300.0
2008-03-13,58.82034683227539,59.47593688964844,58.74411392211914,59.986690521240234,21381400.0
2008-03-14,59.826602935791016,59.0719108581543,58.05802917480469,60.24587631225586,16664000.0
