Date,mhhopen,mhhclose,mhhlow,mhhhigh,mhhvolume
2008-11-19,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,40200.0
2008-11-20,0.6759999990463257,0.6600000262260437,0.6240000128746033,0.6800000071525574,32000.0
2008-11-21,0.6399999856948853,0.5600000023841858,0.5600000023841858,0.6800000071525574,43200.0
2008-11-24,0.5839999914169312,0.5600000023841858,0.5239999890327454,0.6000000238418579,41000.0
2008-11-25,0.5600000023841858,0.5199999809265137,0.4880000054836273,0.5600000023841858,95600.0
2008-11-26,0.5,0.5,0.48399999737739563,0.5080000162124634,97600.0
2008-11-28,0.5080000162124634,0.699999988079071,0.5080000162124634,0.7039999961853027,21200.0
2008-12-01,0.7239999771118164,0.6119999885559082,0.6119999885559082,0.7239999771118164,18600.0
2008-12-02,0.6000000238418579,0.5199999809265137,0.5120000243186951,0.6359999775886536,107200.0
2008-12-03,0.5040000081062317,0.48399999737739563,0.47999998927116394,0.5400000214576721,78200.0
2008-12-04,0.46799999475479126,0.41999998688697815,0.4000000059604645,0.47999998927116394,146000.0
2008-12-05,0.41999998688697815,0.41999998688697815,0.41200000047683716,0.47200000286102295,140600.0
2008-12-08,0.47600001096725464,0.4399999976158142,0.40799999237060547,0.47600001096725464,240400.0
2008-12-09,0.4480000138282776,0.4519999921321869,0.41600000858306885,0.4519999921321869,165000.0
2008-12-10,0.5,0.5519999861717224,0.4320000112056732,0.6159999966621399,89000.0
2008-12-11,0.5640000104904175,0.5360000133514404,0.5360000133514404,0.6240000128746033,38200.0
2008-12-12,0.5600000023841858,0.5320000052452087,0.5040000081062317,0.5879999995231628,35600.0
2008-12-15,0.47999998927116394,0.47600001096725464,0.46799999475479126,0.5320000052452087,7400.0
2008-12-16,0.5519999861717224,0.7120000123977661,0.5519999861717224,0.7919999957084656,270600.0
2008-12-17,0.7200000286102295,0.800000011920929,0.7200000286102295,0.9599999785423279,254200.0
2008-12-18,0.800000011920929,0.8519999980926514,0.800000011920929,0.9599999785423279,74600.0
2008-12-19,0.8399999737739563,0.9599999785423279,0.7200000286102295,0.9599999785423279,108000.0
2008-12-22,0.9599999785423279,0.8519999980926514,0.8519999980926514,0.9639999866485596,44600.0
2008-12-23,0.8519999980926514,0.8999999761581421,0.8519999980926514,0.9039999842643738,11200.0
2008-12-24,0.800000011920929,0.843999981880188,0.800000011920929,0.8479999899864197,6400.0
