Date,apdopen,apdclose,apdlow,apdhigh,apdvolume
2008-01-02,91.35985565185547,89.34320068359375,88.61239624023438,91.39685821533203,1759700.0
2008-01-03,89.81498718261719,90.15726470947266,89.0749282836914,90.39778137207031,1421500.0
2008-01-04,89.56521606445312,89.1951904296875,88.45513153076172,90.8973159790039,2117800.0
2008-01-07,89.91674041748047,89.43570709228516,87.28954315185547,89.98149871826172,1976900.0
2008-01-08,90.24977111816406,87.26179504394531,86.99352264404297,90.2960205078125,2167600.0
2008-01-09,87.95559692382812,87.55781555175781,85.12488555908203,88.21461486816406,3175500.0
2008-01-10,84.0610580444336,85.15263366699219,83.99629974365234,86.85476684570312,3171300.0
2008-01-11,84.20906829833984,83.60777282714844,83.17298889160156,85.70767974853516,2450400.0
2008-01-14,85.7539291381836,86.83626556396484,83.71878051757812,86.93801879882812,1370500.0
2008-01-15,85.18963623046875,84.07955932617188,84.01480102539062,86.79926300048828,1693600.0
2008-01-16,83.60777282714844,82.2386703491211,81.609619140625,84.01480102539062,2742300.0
2008-01-17,82.31267547607422,78.2978744506836,78.24237060546875,83.2284927368164,2614600.0
2008-01-18,78.6864013671875,78.76966094970703,76.78076171875,81.86863708496094,2808400.0
2008-01-22,76.90101623535156,77.82608795166016,74.93061828613281,78.93617248535156,3391000.0
2008-01-23,77.89083862304688,80.25901794433594,74.68085479736328,80.67530059814453,3591800.0
2008-01-24,80.2035140991211,82.1276626586914,80.2035140991211,82.95097351074219,3771300.0
2008-01-25,83.07122802734375,82.71045684814453,82.26641845703125,84.153564453125,2733200.0
2008-01-28,82.98797607421875,84.41258239746094,82.71045684814453,84.41258239746094,1592900.0
2008-01-29,84.9583740234375,84.56983947753906,83.76502990722656,85.81868743896484,2077100.0
2008-01-30,83.82978820800781,82.84921264648438,82.54393768310547,85.7539291381836,2306500.0
2008-01-31,81.67437744140625,82.95097351074219,80.61979675292969,83.89453887939453,2473900.0
2008-02-01,83.77428436279297,85.42090606689453,83.54301452636719,85.61517333984375,1440800.0
2008-02-04,85.10638427734375,84.43108367919922,84.28307342529297,85.38390350341797,864100.0
2008-02-05,83.11748504638672,83.07122802734375,82.55319213867188,84.28307342529297,1922000.0
2008-02-06,83.32099914550781,82.71045684814453,82.49768829345703,84.37557983398438,1756500.0
2008-02-07,82.5069351196289,82.54393768310547,81.7298812866211,83.45050811767578,2128400.0
2008-02-08,82.03515625,82.49768829345703,81.47086334228516,83.26549530029297,1087000.0
2008-02-11,82.30342102050781,83.96854400634766,82.20166778564453,84.18131256103516,967700.0
2008-02-12,84.32007598876953,84.91211700439453,84.07955932617188,85.94819641113281,1584700.0
2008-02-13,85.39315795898438,85.30989837646484,84.4403305053711,86.52173614501953,1107700.0
2008-02-14,85.25439453125,84.71785736083984,84.48658752441406,85.99444580078125,1313400.0
2008-02-15,84.56059265136719,84.87511444091797,83.25624084472656,84.96762084960938,1168000.0
2008-02-19,85.67992401123047,85.88343811035156,85.29139709472656,86.78076171875,1374100.0
2008-02-20,85.32839965820312,87.70582580566406,84.9583740234375,87.8723373413086,1968600.0
2008-02-21,87.7890853881836,85.49491119384766,85.32839965820312,87.881591796875,1131900.0
2008-02-22,85.82793426513672,86.43848419189453,84.51433563232422,86.45698547363281,937600.0
2008-02-25,86.864013671875,88.86216735839844,86.17021179199219,88.8899154663086,1384200.0
2008-02-26,88.61239624023438,88.45513153076172,87.23403930664062,89.17668914794922,1304900.0
2008-02-27,88.07585906982422,88.60314178466797,87.62257385253906,89.04718017578125,1000200.0
2008-02-28,87.81683349609375,86.90101623535156,86.1517105102539,88.27937316894531,1835900.0
2008-02-29,86.00370025634766,84.48658752441406,84.0333023071289,86.41072845458984,1286400.0
2008-03-03,84.55133819580078,85.6429214477539,84.26457214355469,85.72618103027344,1473700.0
2008-03-04,85.2451400756836,83.74652862548828,82.84921264648438,85.2451400756836,1855300.0
2008-03-05,83.70952606201172,85.40240478515625,83.70952606201172,86.32747650146484,1493400.0
2008-03-06,85.15263366699219,84.37557983398438,84.26457214355469,85.80018615722656,1543100.0
2008-03-07,83.87603759765625,81.1100845336914,80.82331085205078,83.87603759765625,2212200.0
2008-03-10,81.017578125,78.25161743164062,78.1776123046875,81.07308197021484,2200300.0
2008-03-11,79.85198974609375,82.57169342041016,79.63922119140625,82.57169342041016,2715500.0
2008-03-12,82.78446197509766,82.69195556640625,82.43292999267578,84.36632537841797,1445700.0
2008-03-13,81.71138000488281,83.71878051757812,81.12858581542969,84.153564453125,1394000.0
2008-03-14,84.16281127929688,82.46068572998047,80.48103332519531,84.72710418701172,1910400.0
2008-03-17,80.35152435302734,82.82146453857422,80.35152435302734,84.0610580444336,1723600.0
2008-03-18,83.86679077148438,86.59574127197266,83.82978820800781,86.79926300048828,1742500.0
2008-03-19,86.84551239013672,83.135986328125,83.135986328125,88.5938949584961,1689200.0
2008-03-20,83.24699401855469,83.38575744628906,81.48011016845703,83.89453887939453,2703700.0
2008-03-24,83.5522689819336,86.94727325439453,83.5522689819336,88.44588470458984,2458800.0
2008-03-25,87.26179504394531,87.21553802490234,86.54949188232422,88.31637573242188,1197900.0
2008-03-26,87.15078735351562,86.64199829101562,86.32747650146484,87.9740982055664,1355100.0
2008-03-27,86.50323486328125,85.70767974853516,85.15263366699219,87.0767822265625,1297800.0
2008-03-28,86.29047393798828,84.16281127929688,84.08880615234375,86.29047393798828,1132400.0
2008-03-31,83.29324340820312,85.10638427734375,83.21923828125,85.54116821289062,1359800.0
2008-04-01,86.355224609375,88.51988983154297,85.29139709472656,88.51988983154297,1483000.0
2008-04-02,88.41812896728516,89.1951904296875,87.90009307861328,89.65772247314453,1156700.0
2008-04-03,87.9740982055664,89.47270965576172,87.9740982055664,90.78630828857422,1427200.0
2008-04-04,89.45420837402344,90.10176086425781,89.29694366455078,90.98982238769531,1274000.0
2008-04-07,90.94357299804688,90.26827239990234,89.55596923828125,91.93339538574219,1365000.0
