Date,xspyopen,xspyclose,xspylow,xspyhigh,xspyvolume
2008-04-04,4.260000228881836,3.990000009536743,3.7799999713897705,4.260000228881836,2100
2008-04-07,4.0,4.0,4.0,4.0,17800
2008-04-08,3.799999952316284,4.400000095367432,3.799999952316284,4.400000095367432,600
2008-04-09,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,0
2008-04-10,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,0
2008-04-11,4.400000095367432,4.460000038146973,4.400000095367432,4.460000038146973,900
2008-04-14,4.25,4.25,4.21999979019165,4.300000190734863,24800
2008-04-15,4.25,4.25,4.25,4.25,100
2008-04-16,4.25,4.25,4.25,4.25,0
2008-04-17,4.25,4.25,4.25,4.25,0
2008-04-18,4.0,4.25,3.799999952316284,4.25,10800
2008-04-21,4.25,4.25,4.25,4.25,100
2008-04-22,4.25,4.25,4.25,4.25,0
2008-04-23,4.25,4.25,4.25,4.25,0
2008-04-24,4.139999866485596,3.880000114440918,3.880000114440918,4.139999866485596,400
2008-04-25,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,200
2008-04-28,3.799999952316284,3.559999942779541,3.559999942779541,3.809999942779541,39400
2008-04-29,3.75,3.6500000953674316,3.6500000953674316,3.75,1800
2008-04-30,3.700000047683716,3.619999885559082,3.619999885559082,3.700000047683716,1300
2008-05-01,3.680000066757202,3.5999999046325684,3.5999999046325684,3.680000066757202,700
2008-05-02,3.700000047683716,3.6500000953674316,3.6500000953674316,3.700000047683716,1500
2008-05-05,3.5999999046325684,3.5999999046325684,3.549999952316284,3.700000047683716,3800
2008-05-06,3.799999952316284,3.5,3.5,3.799999952316284,1300
2008-05-07,3.549999952316284,3.630000114440918,3.549999952316284,3.700000047683716,1800
2008-05-08,3.630000114440918,3.5999999046325684,3.559999942779541,3.700000047683716,21500
2008-05-09,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,400
2008-05-12,3.75,3.700000047683716,3.5999999046325684,3.950000047683716,14500
2008-05-13,3.549999952316284,3.6500000953674316,3.200000047683716,3.700000047683716,9100
2008-05-14,3.5999999046325684,3.359999895095825,3.359999895095825,3.700000047683716,6100
2008-05-15,3.390000104904175,3.5299999713897705,3.309999942779541,3.700000047683716,4400
2008-05-16,3.390000104904175,3.4700000286102295,3.390000104904175,3.700000047683716,2600
2008-05-19,3.4000000953674316,3.369999885559082,3.369999885559082,3.4000000953674316,600
2008-05-20,3.359999895095825,3.509999990463257,3.359999895095825,3.509999990463257,2900
2008-05-21,3.700000047683716,3.5,3.5,3.700000047683716,9400
2008-05-22,3.509999990463257,3.509999990463257,3.509999990463257,3.509999990463257,100
2008-05-23,3.509999990463257,3.509999990463257,3.509999990463257,3.509999990463257,0
2008-05-27,3.640000104904175,3.690000057220459,3.559999942779541,3.700000047683716,2200
2008-05-28,3.690000057220459,3.690000057220459,3.690000057220459,3.690000057220459,0
2008-05-29,3.450000047683716,3.700000047683716,3.450000047683716,3.700000047683716,400
2008-05-30,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,0
2008-06-02,3.4800000190734863,3.950000047683716,3.4800000190734863,3.9700000286102295,4600
2008-06-03,3.950000047683716,3.950000047683716,3.950000047683716,3.950000047683716,0
2008-06-04,3.950000047683716,3.950000047683716,3.950000047683716,3.950000047683716,0
2008-06-05,3.819999933242798,3.8499999046325684,3.819999933242798,3.990000009536743,1100
2008-06-06,3.8499999046325684,3.8499999046325684,3.8499999046325684,3.8499999046325684,0
2008-06-09,3.8499999046325684,3.8499999046325684,3.8499999046325684,3.8499999046325684,0
2008-06-10,3.700000047683716,3.6500000953674316,3.6500000953674316,3.700000047683716,6000
2008-06-11,3.490000009536743,3.5299999713897705,3.3399999141693115,3.549999952316284,2200
2008-06-12,3.3299999237060547,3.4200000762939453,3.3299999237060547,3.5799999237060547,4400
2008-06-13,3.5,3.569999933242798,3.5,3.569999933242798,300
2008-06-16,3.569999933242798,3.569999933242798,3.569999933242798,3.569999933242798,0
2008-06-17,3.75,3.7100000381469727,3.7100000381469727,3.75,700
2008-06-18,3.700000047683716,4.0,3.700000047683716,4.0,5800
2008-06-19,4.0,4.0,4.0,4.0,0
2008-06-20,4.0,4.0,4.0,4.0,0
2008-06-23,3.369999885559082,3.700000047683716,3.369999885559082,3.700000047683716,1400
2008-06-24,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,0
2008-06-25,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,0
2008-06-26,3.390000104904175,3.700000047683716,3.309999942779541,3.700000047683716,3800
2008-06-27,3.309999942779541,3.619999885559082,3.309999942779541,3.6500000953674316,1800
2008-06-30,3.619999885559082,3.619999885559082,3.619999885559082,3.619999885559082,0
2008-07-01,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,300
2008-07-02,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,0
2008-07-03,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,0
2008-07-07,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,0
2008-07-08,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,0
2008-07-09,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,0
2008-07-10,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,0
2008-07-11,3.5,3.700000047683716,3.5,3.700000047683716,1600
2008-07-14,3.299999952316284,3.680000066757202,3.259999990463257,3.680000066757202,3100
2008-07-15,3.680000066757202,3.680000066757202,3.680000066757202,3.680000066757202,0
2008-07-16,3.25,3.25,3.25,3.25,100
2008-07-17,3.319999933242798,3.319999933242798,3.319999933242798,3.319999933242798,600
2008-07-18,3.299999952316284,3.309999942779541,3.25,3.309999942779541,3300
2008-07-21,3.309999942779541,3.309999942779541,3.309999942779541,3.309999942779541,0
2008-07-22,3.309999942779541,3.309999942779541,3.309999942779541,3.309999942779541,0
2008-07-23,3.309999942779541,3.309999942779541,3.309999942779541,3.309999942779541,0
2008-07-24,3.319999933242798,3.700000047683716,3.009999990463257,3.700000047683716,1600
2008-07-25,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,0
2008-07-28,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,0
2008-07-29,3.549999952316284,3.549999952316284,3.549999952316284,3.549999952316284,100
2008-07-30,3.549999952316284,3.549999952316284,3.549999952316284,3.549999952316284,0
2008-07-31,3.549999952316284,3.549999952316284,3.549999952316284,3.549999952316284,0
2008-08-01,3.549999952316284,3.549999952316284,3.549999952316284,3.549999952316284,0
2008-08-04,3.549999952316284,3.549999952316284,3.549999952316284,3.549999952316284,0
2008-08-05,3.3499999046325684,3.190000057220459,3.190000057220459,3.490000009536743,4200
2008-08-06,3.490000009536743,3.700000047683716,3.490000009536743,3.700000047683716,1500
2008-08-07,3.240000009536743,3.2300000190734863,3.2300000190734863,3.240000009536743,3000
2008-08-08,3.069999933242798,3.490000009536743,3.0,3.5299999713897705,6200
2008-08-11,3.490000009536743,3.490000009536743,3.490000009536743,3.490000009536743,0
2008-08-12,3.0999999046325684,3.369999885559082,3.0999999046325684,3.369999885559082,1400
2008-08-13,3.0,3.0,3.0,3.0,1000
2008-08-14,3.0,3.009999990463257,3.0,3.009999990463257,200
2008-08-15,3.0399999618530273,3.0399999618530273,3.0399999618530273,3.0399999618530273,100
2008-08-18,3.0,3.0,3.0,3.0,800
2008-08-19,3.0299999713897705,3.0,3.0,3.0299999713897705,500
2008-08-20,3.0,3.0,3.0,3.0,0
2008-08-21,3.0,3.0,3.0,3.0,0
2008-08-22,3.0,2.9100000858306885,2.9100000858306885,3.0,4300
2008-08-25,2.9100000858306885,2.9100000858306885,2.9100000858306885,2.9100000858306885,0
2008-08-26,3.0,3.5899999141693115,3.0,3.690000057220459,5200
2008-08-27,3.3399999141693115,3.5,3.3299999237060547,3.5,1700
2008-08-28,3.6500000953674316,3.6500000953674316,3.6500000953674316,3.6500000953674316,300
2008-08-29,3.5,3.5,3.5,3.5,300
2008-09-02,3.5,3.5,3.5,3.5,0
2008-09-03,3.390000104904175,3.240000009536743,3.240000009536743,3.5999999046325684,600
2008-09-04,3.200000047683716,3.5,3.200000047683716,3.5,700
2008-09-05,3.5,3.5,3.5,3.5,0
2008-09-08,3.5,3.5,3.5,3.5,0
2008-09-09,3.2200000286102295,3.549999952316284,3.049999952316284,3.549999952316284,14800
2008-09-10,3.5,3.5399999618530273,3.0999999046325684,3.5399999618530273,300
2008-09-11,3.1600000858306885,3.1600000858306885,3.0999999046325684,3.1600000858306885,1000
2008-09-12,3.0999999046325684,3.0999999046325684,3.0999999046325684,3.0999999046325684,200
2008-09-15,2.7899999618530273,3.4000000953674316,2.7899999618530273,3.440000057220459,300
2008-09-16,2.930000066757202,3.549999952316284,2.9000000953674316,3.549999952316284,1000
2008-09-17,2.9000000953674316,3.200000047683716,2.9000000953674316,3.200000047683716,600
2008-09-18,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0
2008-09-19,3.0,3.5299999713897705,3.0,3.5299999713897705,1400
2008-09-22,3.5299999713897705,3.5299999713897705,3.5299999713897705,3.5299999713897705,0
2008-09-23,3.5299999713897705,3.5299999713897705,3.5299999713897705,3.5299999713897705,0
2008-09-24,2.799999952316284,3.190000057220459,2.7799999713897705,3.4800000190734863,10200
2008-09-25,3.259999990463257,2.859999895095825,2.859999895095825,3.450000047683716,8500
2008-09-26,2.880000114440918,2.8499999046325684,2.8499999046325684,2.880000114440918,800
2008-09-29,2.8499999046325684,2.8399999141693115,2.8399999141693115,2.8499999046325684,600
2008-09-30,3.2100000381469727,3.4800000190734863,3.0899999141693115,3.4800000190734863,1700
2008-10-01,3.390000104904175,3.4000000953674316,3.390000104904175,3.4000000953674316,1000
2008-10-02,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.4000000953674316,0
2008-10-03,2.990000009536743,2.990000009536743,2.990000009536743,2.990000009536743,200
2008-10-06,2.8499999046325684,2.75,2.75,2.9100000858306885,1800
2008-10-07,2.700000047683716,2.549999952316284,2.549999952316284,2.700000047683716,1400
2008-10-08,2.4000000953674316,2.369999885559082,1.8300000429153442,2.4000000953674316,3400
2008-10-09,2.369999885559082,1.2999999523162842,1.2000000476837158,2.369999885559082,10400
2008-10-10,1.5800000429153442,1.5,1.4500000476837158,1.5800000429153442,18700
2008-10-13,1.5,1.5,1.5,1.5,200
2008-10-14,1.8799999952316284,1.7200000286102295,1.5499999523162842,1.8799999952316284,2800
2008-10-15,1.0700000524520874,1.5399999618530273,1.0700000524520874,1.5399999618530273,2300
2008-10-16,1.5399999618530273,1.5399999618530273,1.5399999618530273,1.5399999618530273,0
2008-10-17,1.559999942779541,1.5499999523162842,1.5,1.559999942779541,800
2008-10-20,1.5499999523162842,1.5499999523162842,1.5499999523162842,1.5499999523162842,0
2008-10-21,1.5499999523162842,1.5499999523162842,1.5499999523162842,1.5499999523162842,0
2008-10-22,1.340000033378601,1.5,1.340000033378601,1.5,200
2008-10-23,1.5,1.5,1.5,1.5,0
2008-10-24,1.5,1.5,1.5,1.5,0
2008-10-27,1.350000023841858,1.350000023841858,1.350000023841858,1.350000023841858,400
2008-10-28,1.350000023841858,1.350000023841858,1.350000023841858,1.350000023841858,0
2008-10-29,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,100
2008-10-30,1.5,1.5,1.5,1.5,200
2008-10-31,1.5,1.5,1.5,1.5,1700
2008-11-03,1.5,1.5,1.5,1.5,0
2008-11-04,1.5,1.5,1.5,1.5,0
2008-11-05,1.5,1.5,1.5,1.5,0
2008-11-06,1.309999942779541,1.25,1.0299999713897705,1.309999942779541,2700
2008-11-07,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,400
2008-11-10,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0
2008-11-11,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,3700
2008-11-12,1.0099999904632568,1.100000023841858,0.8299999833106995,1.100000023841858,291000
2008-11-13,1.0,1.100000023841858,1.0,1.100000023841858,1700
2008-11-14,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,600
2008-11-17,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0
2008-11-18,1.2799999713897705,1.2000000476837158,1.2000000476837158,1.2799999713897705,800
2008-11-19,1.0299999713897705,1.100000023841858,1.0299999713897705,1.25,5800
2008-11-20,1.0,1.25,0.7099999785423279,1.25,15000
2008-11-21,1.0,1.0499999523162842,0.8999999761581421,1.0499999523162842,108000
2008-11-24,1.0,1.2000000476837158,1.0,1.2000000476837158,1500
2008-11-25,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0
2008-11-26,1.0499999523162842,1.1100000143051147,1.0499999523162842,1.1100000143051147,300
2008-11-28,1.2300000190734863,1.2300000190734863,1.2300000190734863,1.2300000190734863,200
2008-12-01,0.9200000166893005,1.25,0.699999988079071,1.2999999523162842,6000
2008-12-02,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,65300
2008-12-03,1.0099999904632568,1.1799999475479126,1.0099999904632568,1.2000000476837158,1600
2008-12-04,1.1799999475479126,1.1799999475479126,1.1799999475479126,1.1799999475479126,0
2008-12-05,1.100000023841858,1.1299999952316284,0.7699999809265137,1.149999976158142,619400
2008-12-08,0.949999988079071,1.1200000047683716,0.949999988079071,1.1200000047683716,200
2008-12-09,0.9599999785423279,1.0399999618530273,0.800000011920929,1.190000057220459,102700
2008-12-10,1.0199999809265137,1.350000023841858,1.0,1.350000023841858,87500
2008-12-11,1.350000023841858,1.350000023841858,1.350000023841858,1.350000023841858,0
2008-12-12,1.1799999475479126,1.2799999713897705,1.149999976158142,1.2999999523162842,2800
2008-12-15,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,2200
2008-12-16,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,5700
2008-12-17,1.149999976158142,1.149999976158142,1.149999976158142,1.149999976158142,100
2008-12-18,1.2000000476837158,1.0,0.8999999761581421,1.2000000476837158,7000
2008-12-19,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,300
2008-12-22,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0
2008-12-23,0.8999999761581421,1.0,0.8999999761581421,1.0,1500
2008-12-24,0.9900000095367432,0.9900000095367432,0.9900000095367432,0.9900000095367432,500
2008-12-26,0.9900000095367432,0.9900000095367432,0.9900000095367432,0.9900000095367432,200
2008-12-29,0.8700000047683716,0.800000011920929,0.800000011920929,0.8700000047683716,5500
2008-12-30,0.800000011920929,0.6800000071525574,0.6499999761581421,0.800000011920929,7700
2008-12-31,0.6800000071525574,0.800000011920929,0.6800000071525574,0.800000011920929,16200
2009-01-02,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,200
2009-01-05,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,0
2009-01-06,0.9800000190734863,0.9800000190734863,0.9800000190734863,0.9800000190734863,100
2009-01-07,0.9800000190734863,0.9800000190734863,0.9800000190734863,0.9800000190734863,200
2009-01-08,0.699999988079071,0.6800000071525574,0.4099999964237213,0.699999988079071,17500
2009-01-09,0.6600000262260437,0.6399999856948853,0.6399999856948853,0.6600000262260437,1500
2009-01-12,0.6200000047683716,0.6200000047683716,0.6200000047683716,0.6200000047683716,1000
2009-01-13,0.5699999928474426,0.6899999976158142,0.5699999928474426,0.6899999976158142,6400
2009-01-14,0.6899999976158142,0.6899999976158142,0.6899999976158142,0.6899999976158142,0
2009-01-15,0.6399999856948853,0.6000000238418579,0.6000000238418579,0.6499999761581421,800
2009-01-16,0.6200000047683716,0.6800000071525574,0.550000011920929,0.6800000071525574,1500
2009-01-20,0.6800000071525574,0.6800000071525574,0.6800000071525574,0.6800000071525574,0
2009-01-21,0.6800000071525574,0.6800000071525574,0.6800000071525574,0.6800000071525574,0
2009-01-22,0.6800000071525574,0.6800000071525574,0.6800000071525574,0.6800000071525574,700
2009-01-23,0.6600000262260437,0.6899999976158142,0.6600000262260437,0.6899999976158142,4700
2009-01-26,0.7799999713897705,0.7799999713897705,0.7799999713897705,0.7799999713897705,1000
2009-01-27,0.7200000286102295,0.7200000286102295,0.7200000286102295,0.7200000286102295,700
2009-01-28,0.7200000286102295,0.7200000286102295,0.7200000286102295,0.7200000286102295,0
2009-01-29,0.7200000286102295,0.7200000286102295,0.7200000286102295,0.7200000286102295,0
2009-01-30,0.7200000286102295,0.7200000286102295,0.7200000286102295,0.7200000286102295,0
2009-02-02,0.7200000286102295,0.7200000286102295,0.7200000286102295,0.7200000286102295,0
2009-02-03,0.7699999809265137,0.7200000286102295,0.7200000286102295,0.7699999809265137,4500
2009-02-04,0.7200000286102295,0.7200000286102295,0.7200000286102295,0.7200000286102295,1000
2009-02-05,0.7099999785423279,0.7200000286102295,0.7099999785423279,0.7200000286102295,1200
2009-02-06,0.7200000286102295,0.7799999713897705,0.7200000286102295,0.7799999713897705,1500
2009-02-09,0.75,0.7799999713897705,0.75,0.7799999713897705,400
2009-02-10,0.7799999713897705,0.7799999713897705,0.7799999713897705,0.7799999713897705,0
2009-02-11,0.7799999713897705,0.7799999713897705,0.7799999713897705,0.7799999713897705,0
2009-02-12,0.7799999713897705,0.7799999713897705,0.7799999713897705,0.7799999713897705,0
2009-02-13,0.7799999713897705,0.7799999713897705,0.7799999713897705,0.7799999713897705,0
2009-02-17,0.7799999713897705,0.7799999713897705,0.7799999713897705,0.7799999713897705,0
2009-02-18,0.7799999713897705,0.7799999713897705,0.7799999713897705,0.7799999713897705,0
2009-02-19,0.7799999713897705,0.7799999713897705,0.7799999713897705,0.7799999713897705,0
2009-02-20,0.7799999713897705,0.7799999713897705,0.7799999713897705,0.7799999713897705,0
2009-02-23,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,100
2009-02-24,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,0
2009-02-25,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,0
2009-02-26,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,0
2009-02-27,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,0
2009-03-02,0.7699999809265137,0.8500000238418579,0.7699999809265137,0.8600000143051147,900
2009-03-03,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9200000166893005,300
2009-03-04,0.8199999928474426,0.9900000095367432,0.8100000023841858,0.9900000095367432,900
2009-03-05,0.9900000095367432,0.9900000095367432,0.9900000095367432,0.9900000095367432,0
2009-03-06,0.8600000143051147,0.9700000286102295,0.6499999761581421,0.9700000286102295,1000
2009-03-09,0.9700000286102295,0.9700000286102295,0.9700000286102295,0.9700000286102295,0
2009-03-10,0.75,0.9200000166893005,0.75,0.9800000190734863,600
2009-03-11,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9200000166893005,0
2009-03-12,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9200000166893005,0
2009-03-13,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9200000166893005,0
2009-03-16,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9200000166893005,0
2009-03-17,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9200000166893005,0
2009-03-18,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9200000166893005,0
2009-03-19,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9200000166893005,0
2009-03-20,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9200000166893005,0
2009-03-23,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9200000166893005,0
2009-03-24,0.9700000286102295,0.9900000095367432,0.9700000286102295,0.9900000095367432,800
2009-03-25,0.9700000286102295,0.75,0.75,0.9800000190734863,1500
2009-03-26,0.75,0.75,0.75,0.75,0
2009-03-27,0.75,0.75,0.75,0.75,0
2009-03-30,0.75,0.75,0.75,0.75,0
2009-03-31,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.9599999785423279,200
2009-04-01,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.9599999785423279,0
2009-04-02,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,200
2009-04-03,0.7799999713897705,0.8999999761581421,0.7799999713897705,0.8999999761581421,200
2009-04-06,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0
2009-04-07,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0
2009-04-08,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0
2009-04-09,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0
2009-04-13,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0
2009-04-14,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0
2009-04-15,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0
2009-04-16,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0
2009-04-17,0.7599999904632568,0.8999999761581421,0.75,0.8999999761581421,15400
2009-04-20,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0
2009-04-21,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0
2009-04-22,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0
2009-04-23,0.5699999928474426,0.8600000143051147,0.5699999928474426,0.8700000047683716,2600
2009-04-24,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,400
2009-04-27,0.800000011920929,0.75,0.75,0.800000011920929,3400
2009-04-28,0.7599999904632568,0.7599999904632568,0.7599999904632568,0.7599999904632568,7000
2009-04-29,0.7599999904632568,0.7599999904632568,0.7599999904632568,0.7599999904632568,0
2009-04-30,0.7599999904632568,0.7599999904632568,0.7599999904632568,0.7599999904632568,0
2009-05-01,0.7599999904632568,0.7599999904632568,0.7599999904632568,0.7599999904632568,0
2009-05-04,0.8500000238418579,0.8500000238418579,0.8500000238418579,0.8500000238418579,1800
2009-05-05,0.8500000238418579,0.8500000238418579,0.8500000238418579,0.8500000238418579,0
2009-05-06,0.8500000238418579,0.8500000238418579,0.8500000238418579,0.8500000238418579,0
2009-05-07,0.8500000238418579,0.8500000238418579,0.8500000238418579,0.8500000238418579,0
2009-05-08,0.7799999713897705,0.7799999713897705,0.7799999713897705,0.7799999713897705,1000
2009-05-11,0.75,0.75,0.75,0.75,4100
2009-05-12,0.75,0.75,0.75,0.75,0
2009-05-13,0.75,0.75,0.75,0.75,0
2009-05-14,0.75,0.75,0.75,0.75,0
2009-05-15,0.75,0.75,0.75,0.75,0
