Date,maopen,maclose,malow,mahigh,mavolume
2008-04-03,22.200000762939453,23.125,22.200000762939453,23.125,25037000.0
2008-04-04,23.19700050354004,22.656999588012695,22.527999877929688,23.28499984741211,19508000.0
2008-04-07,22.893999099731445,22.625,22.52400016784668,23.281999588012695,19722000.0
2008-04-08,22.530000686645508,23.14699935913086,22.527999877929688,23.280000686645508,23586000.0
2008-04-09,23.200000762939453,22.875,22.680999755859375,23.618999481201172,22073000.0
2008-04-10,23.121000289916992,22.892000198364258,22.60300064086914,23.23699951171875,19732000.0
2008-04-11,22.575000762939453,22.860000610351562,22.53499984741211,23.097999572753906,16114000.0
2008-04-14,22.75200080871582,22.709999084472656,22.204999923706055,23.0,23535000.0
2008-04-15,22.809999465942383,22.468000411987305,21.985000610351562,22.950000762939453,25930000.0
2008-04-16,22.656999588012695,23.047000885009766,22.312999725341797,23.18600082397461,23099000.0
2008-04-17,23.0,23.049999237060547,22.7450008392334,23.179000854492188,10528000.0
2008-04-18,23.440000534057617,23.371000289916992,23.200000762939453,23.922000885009766,28231000.0
2008-04-21,23.466999053955078,23.600000381469727,23.101999282836914,23.8439998626709,17696000.0
2008-04-22,23.672000885009766,23.461999893188477,23.398000717163086,23.898000717163086,11480000.0
2008-04-23,23.371999740600586,23.393999099731445,23.149999618530273,23.72599983215332,14534000.0
2008-04-24,23.461999893188477,23.954999923706055,23.150999069213867,24.125999450683594,16895000.0
2008-04-25,24.493999481201172,23.73900032043457,23.676000595092773,24.524999618530273,20232000.0
2008-04-28,23.930999755859375,24.25,23.55699920654297,24.25,27719000.0
2008-04-29,26.106000900268555,27.398000717163086,25.799999237060547,27.871999740600586,131290000.0
2008-04-30,27.600000381469727,27.81599998474121,27.5,28.29599952697754,43698000.0
2008-05-01,27.948999404907227,29.393999099731445,27.66200065612793,29.764999389648438,54672000.0
2008-05-02,29.808000564575195,28.503999710083008,28.184999465942383,29.84000015258789,44699000.0
2008-05-05,28.211999893188477,29.079999923706055,28.20199966430664,29.399999618530273,21558000.0
2008-05-06,29.0939998626709,29.601999282836914,28.905000686645508,30.14299964904785,36255000.0
2008-05-07,29.604999542236328,29.10099983215332,29.10099983215332,30.0939998626709,28805000.0
2008-05-08,29.405000686645508,29.340999603271484,28.700000762939453,29.405000686645508,22814000.0
2008-05-09,29.155000686645508,28.684999465942383,28.53499984741211,29.541000366210938,18315000.0
2008-05-12,28.6560001373291,29.025999069213867,28.229999542236328,29.29800033569336,23204000.0
2008-05-13,29.18600082397461,28.8799991607666,28.660999298095703,29.270000457763672,12926000.0
2008-05-14,29.200000762939453,28.645999908447266,28.549999237060547,29.520000457763672,24036000.0
2008-05-15,28.764999389648438,28.677000045776367,28.424999237060547,28.868000030517578,16355000.0
2008-05-16,28.799999237060547,28.34000015258789,28.059999465942383,28.8799991607666,19805000.0
2008-05-19,28.35099983215332,28.0,27.801000595092773,28.590999603271484,19982000.0
2008-05-20,27.822999954223633,27.764999389648438,27.320999145507812,27.913999557495117,19104000.0
2008-05-21,27.739999771118164,27.864999771118164,27.618999481201172,28.604999542236328,28607000.0
2008-05-22,27.6299991607666,27.59000015258789,27.22599983215332,28.25,21482000.0
2008-05-23,27.232999801635742,27.32200050354004,27.045000076293945,27.549999237060547,12553000.0
2008-05-27,27.400999069213867,27.875999450683594,27.283000946044922,27.94099998474121,14332000.0
2008-05-28,28.209999084472656,28.68899917602539,27.83099937438965,28.68899917602539,31363000.0
2008-05-29,29.46500015258789,30.899999618530273,29.45199966430664,31.695999145507812,130014000.0
2008-05-30,31.099000930786133,30.864999771118164,30.459999084472656,32.029998779296875,60183000.0
2008-06-02,30.926000595092773,32.0,30.256999969482422,32.0,50620000.0
2008-06-03,31.386999130249023,30.739999771118164,30.235000610351562,31.39900016784668,93913000.0
2008-06-04,30.7450008392334,29.739999771118164,29.45400047302246,30.959999084472656,66160000.0
2008-06-05,29.951000213623047,30.615999221801758,29.54400062561035,30.615999221801758,45959000.0
2008-06-06,30.22800064086914,29.572999954223633,29.481000900268555,30.242000579833984,29383000.0
2008-06-09,29.709999084472656,29.139999389648438,27.641000747680664,29.88599967956543,55137000.0
2008-06-10,28.52400016784668,28.604999542236328,28.336999893188477,29.541000366210938,26190000.0
2008-06-11,28.743999481201172,27.92099952697754,27.715999603271484,28.802000045776367,23577000.0
2008-06-12,28.219999313354492,28.440000534057617,28.187000274658203,28.968000411987305,31296000.0
2008-06-13,28.6200008392334,29.246000289916992,28.6200008392334,29.37299919128418,21436000.0
2008-06-16,29.198999404907227,29.44700050354004,28.899999618530273,29.899999618530273,17072000.0
2008-06-17,29.983999252319336,29.22100067138672,29.033000946044922,29.983999252319336,15706000.0
2008-06-18,29.100000381469727,29.30900001525879,28.54400062561035,29.481000900268555,18943000.0
2008-06-19,29.259000778198242,29.260000228881836,28.857999801635742,29.780000686645508,24155000.0
2008-06-20,29.0,28.400999069213867,28.301000595092773,29.44700050354004,26934000.0
2008-06-23,28.55299949645996,28.25200080871582,28.0,28.922000885009766,18468000.0
2008-06-24,28.121999740600586,28.03700065612793,27.520000457763672,28.375,33647000.0
2008-06-25,29.110000610351562,28.979000091552734,28.75,29.516000747680664,38692000.0
2008-06-26,28.551000595092773,27.572999954223633,26.801000595092773,28.5939998626709,47652000.0
2008-06-27,27.500999450683594,27.172000885009766,26.70400047302246,27.797000885009766,39815000.0
2008-06-30,27.299999237060547,26.552000045776367,26.540000915527344,27.649999618530273,27996000.0
2008-07-01,26.25,26.334999084472656,25.850000381469727,27.077999114990234,42526000.0
2008-07-02,26.684999465942383,25.548999786376953,25.100000381469727,26.937999725341797,40692000.0
2008-07-03,25.812999725341797,25.374000549316406,25.049999237060547,25.979999542236328,15778000.0
2008-07-07,25.679000854492188,24.610000610351562,24.333999633789062,25.910999298095703,40381000.0
2008-07-08,24.79599952697754,26.424999237060547,23.742000579833984,26.499000549316406,66434000.0
2008-07-09,26.243999481201172,25.125,24.96500015258789,26.489999771118164,34122000.0
2008-07-10,25.200000762939453,25.31999969482422,24.503000259399414,25.801000595092773,38299000.0
2008-07-11,25.569000244140625,25.735000610351562,25.325000762939453,26.097999572753906,53063000.0
2008-07-14,26.299999237060547,25.75,25.322999954223633,26.336999893188477,30862000.0
2008-07-15,25.5,25.03700065612793,24.270000457763672,25.899999618530273,47649000.0
2008-07-16,25.28700065612793,27.1200008392334,25.082000732421875,27.1200008392334,69679000.0
2008-07-17,27.4950008392334,28.600000381469727,27.299999237060547,29.09600067138672,178722000.0
2008-07-18,28.538000106811523,28.086000442504883,27.899999618530273,28.81599998474121,44996000.0
2008-07-21,28.413999557495117,26.790000915527344,26.67300033569336,28.46500015258789,47389000.0
2008-07-22,25.899999618530273,27.385000228881836,25.452999114990234,27.48699951171875,58522000.0
2008-07-23,27.472999572753906,27.100000381469727,26.81100082397461,27.652000427246094,33621000.0
2008-07-24,27.01300048828125,25.847999572753906,25.700000762939453,27.384000778198242,36463000.0
2008-07-25,25.906999588012695,26.354999542236328,25.5,26.542999267578125,35026000.0
2008-07-28,26.489999771118164,25.3700008392334,25.260000228881836,26.94700050354004,33925000.0
2008-07-29,25.503000259399414,26.209999084472656,25.503000259399414,26.35300064086914,33567000.0
2008-07-30,26.798999786376953,27.072999954223633,26.114999771118164,27.200000762939453,39491000.0
2008-07-31,24.66900062561035,24.415000915527344,23.74799919128418,25.618000030517578,160568000.0
2008-08-01,24.047000885009766,23.726999282836914,22.548999786376953,24.264999389648438,111075000.0
2008-08-04,23.298999786376953,23.091999053955078,22.91200065612793,24.0,41515000.0
2008-08-05,23.2810001373291,23.711000442504883,23.049999237060547,23.711000442504883,37083000.0
2008-08-06,23.5,23.200000762939453,22.70199966430664,23.584999084472656,45159000.0
2008-08-07,22.69300079345703,22.5,22.5,22.937999725341797,34699000.0
2008-08-08,22.4950008392334,23.21299934387207,22.100000381469727,23.510000228881836,37477000.0
2008-08-11,23.256999969482422,23.514999389648438,23.201000213623047,24.03499984741211,33941000.0
2008-08-12,23.299999237060547,23.091999053955078,22.878000259399414,23.43199920654297,23156000.0
2008-08-13,22.881000518798828,23.350000381469727,22.791000366210938,23.71500015258789,23760000.0
2008-08-14,23.202999114990234,23.58799934387207,23.100000381469727,23.764999389648438,18220000.0
2008-08-15,23.69099998474121,23.895000457763672,23.579999923706055,24.0,21072000.0
2008-08-18,24.05500030517578,23.791000366210938,23.639999389648438,24.489999771118164,26162000.0
2008-08-19,23.899999618530273,23.85700035095215,23.31999969482422,24.291000366210938,23806000.0
2008-08-20,23.957000732421875,24.332000732421875,23.856000900268555,24.39900016784668,18713000.0
2008-08-21,24.160999298095703,24.125999450683594,23.760000228881836,24.273000717163086,15150000.0
2008-08-22,24.35700035095215,24.163999557495117,24.024999618530273,24.4689998626709,14534000.0
2008-08-25,24.003999710083008,23.420000076293945,23.420000076293945,24.284000396728516,12574000.0
2008-08-26,23.510000228881836,23.674999237060547,23.156999588012695,23.76300048828125,15516000.0
2008-08-27,23.576000213623047,23.69700050354004,23.23200035095215,23.72599983215332,17120000.0
2008-08-28,23.75,24.24799919128418,23.656999588012695,24.24799919128418,19125000.0
2008-08-29,24.100000381469727,24.2549991607666,23.96299934387207,24.34000015258789,13108000.0
2008-09-02,24.58799934387207,23.920000076293945,23.663000106811523,24.799999237060547,19330000.0
2008-09-03,23.899999618530273,22.96299934387207,22.385000228881836,24.00200080871582,37675000.0
2008-09-04,22.58099937438965,21.60300064086914,21.469999313354492,22.70400047302246,38979000.0
2008-09-05,21.29400062561035,22.143999099731445,20.792999267578125,22.16900062561035,54677000.0
2008-09-08,23.035999298095703,21.94099998474121,21.139999389648438,23.100000381469727,43685000.0
2008-09-09,22.10300064086914,20.670000076293945,20.64299964904785,22.229999542236328,42655000.0
2008-09-10,20.719999313354492,21.332000732421875,20.56999969482422,21.649999618530273,32759000.0
2008-09-11,20.799999237060547,22.559999465942383,20.520000457763672,22.579999923706055,39959000.0
2008-09-12,22.100000381469727,22.381999969482422,21.905000686645508,22.58099937438965,20259000.0
2008-09-15,21.305999755859375,21.177000045776367,21.007999420166016,21.77899932861328,38490000.0
2008-09-16,20.709999084472656,21.481000900268555,20.191999435424805,21.808000564575195,36421000.0
2008-09-17,21.00200080871582,19.600000381469727,18.875,21.299999237060547,75806000.0
2008-09-18,19.850000381469727,20.85300064086914,18.207000732421875,21.413000106811523,69888000.0
2008-09-19,22.12299919128418,22.51799964904785,21.5,23.899999618530273,81860000.0
2008-09-22,22.5,20.238000869750977,20.238000869750977,22.524999618530273,47090000.0
2008-09-23,20.472999572753906,19.799999237060547,19.700000762939453,20.78499984741211,35176000.0
2008-09-24,20.00200080871582,19.434999465942383,19.30699920654297,20.275999069213867,30168000.0
2008-09-25,19.618999481201172,19.035999298095703,18.85099983215332,19.799999237060547,44080000.0
2008-09-26,18.299999237060547,18.506999969482422,17.827999114990234,18.600000381469727,48386000.0
2008-09-29,17.999000549316406,16.80299949645996,15.0600004196167,18.125,94509000.0
2008-09-30,16.843000411987305,17.732999801635742,16.780000686645508,18.18400001525879,45565000.0
2008-10-01,17.722999572753906,17.134000778198242,16.333999633789062,17.722999572753906,39524000.0
2008-10-02,16.700000762939453,16.01300048828125,15.758999824523926,16.979000091552734,37716000.0
2008-10-03,16.204999923706055,16.020000457763672,16.020000457763672,17.18400001525879,41917000.0
2008-10-06,15.116000175476074,16.740999221801758,14.800000190734863,17.09000015258789,54245000.0
2008-10-07,16.972000122070312,15.869999885559082,15.527999877929688,17.14900016784668,46915000.0
2008-10-08,15.121999740600586,16.354000091552734,14.984999656677246,17.433000564575195,78642000.0
2008-10-09,17.007999420166016,15.569999694824219,15.498000144958496,17.21299934387207,46233000.0
2008-10-10,14.673999786376953,15.170999526977539,14.0,16.152999877929688,71283000.0
2008-10-13,16.045000076293945,17.360000610351562,15.664999961853027,17.799999237060547,43379000.0
2008-10-14,18.389999389648438,17.406999588012695,16.52400016784668,18.43000030517578,42357000.0
2008-10-15,17.04800033569336,15.354999542236328,15.0,17.176000595092773,51063000.0
2008-10-16,15.574000358581543,15.668000221252441,14.371999740600586,15.800000190734863,56496000.0
2008-10-17,14.979000091552734,15.675000190734863,14.949999809265137,16.725000381469727,39666000.0
2008-10-20,16.025999069213867,15.013999938964844,14.75,16.179000854492188,39522000.0
2008-10-21,14.989999771118164,14.977999687194824,14.54699993133545,15.6850004196167,35590000.0
2008-10-22,14.498000144958496,14.093000411987305,13.496000289916992,14.987000465393066,40966000.0
2008-10-23,14.100000381469727,13.600000381469727,13.055999755859375,14.380000114440918,50130000.0
2008-10-24,12.10099983215332,13.062000274658203,12.001999855041504,13.845999717712402,53071000.0
2008-10-27,12.762999534606934,12.635000228881836,12.600000381469727,13.465999603271484,32187000.0
2008-10-28,13.095999717712402,13.60099983215332,12.350000381469727,13.699999809265137,42837000.0
2008-10-29,13.574000358581543,13.572999954223633,13.246000289916992,14.430999755859375,50699000.0
2008-10-30,13.85200023651123,14.005999565124512,13.697999954223633,14.326000213623047,38696000.0
2008-10-31,14.142999649047852,14.781999588012695,13.854000091552734,14.871000289916992,32040000.0
2008-11-03,14.904000282287598,14.388999938964844,14.213000297546387,14.949000358581543,31438000.0
2008-11-04,15.899999618530273,17.02400016784668,15.560999870300293,17.19700050354004,118329000.0
2008-11-05,16.78700065612793,15.586999893188477,15.420000076293945,16.899999618530273,70599000.0
2008-11-06,15.274999618530273,14.329999923706055,13.854999542236328,15.567000389099121,92732000.0
2008-11-07,14.402000427246094,14.77299976348877,14.199999809265137,15.170999526977539,30609000.0
2008-11-10,15.050000190734863,14.28499984741211,14.032999992370605,15.359999656677246,25290000.0
2008-11-11,13.779999732971191,14.149999618530273,13.73900032043457,14.769000053405762,31529000.0
2008-11-12,13.871999740600586,13.647000312805176,13.647000312805176,14.581000328063965,46689000.0
2008-11-13,13.805000305175781,14.699000358581543,12.809000015258789,14.878999710083008,44355000.0
2008-11-14,14.444999694824219,14.368000030517578,14.157999992370605,15.119999885559082,36794000.0
2008-11-17,14.140000343322754,13.574000358581543,13.5,14.555999755859375,37110000.0
2008-11-18,13.539999961853027,14.140000343322754,13.493000030517578,14.270000457763672,38762000.0
2008-11-19,13.822999954223633,12.954000473022461,12.894000053405762,14.526000022888184,54451000.0
2008-11-20,12.515000343322754,12.109000205993652,12.032999992370605,13.038999557495117,56997000.0
2008-11-21,12.399999618530273,12.654000282287598,11.305000305175781,12.736000061035156,71536000.0
2008-11-24,12.833000183105469,13.147000312805176,12.229999542236328,13.534000396728516,52097000.0
2008-11-25,13.5,13.906000137329102,13.03499984741211,13.987000465393066,42357000.0
2008-11-26,13.642000198364258,14.555999755859375,13.571999549865723,14.730999946594238,30087000.0
2008-11-28,14.479000091552734,14.529999732971191,14.26200008392334,14.880000114440918,11336000.0
2008-12-01,14.097000122070312,13.098999977111816,13.006999969482422,14.159000396728516,38445000.0
2008-12-02,13.23900032043457,13.397000312805176,12.807000160217285,13.519000053405762,24865000.0
2008-12-03,13.057000160217285,13.793999671936035,12.902000427246094,13.855999946594238,31614000.0
2008-12-04,13.461000442504883,13.32699966430664,13.184000015258789,14.059000015258789,28070000.0
2008-12-05,13.081999778747559,14.01200008392334,12.765999794006348,14.034000396728516,39852000.0
2008-12-08,14.394000053405762,14.729999542236328,14.109999656677246,15.149999618530273,46684000.0
2008-12-09,14.5,14.321000099182129,14.227999687194824,15.039999961853027,25477000.0
2008-12-10,14.177000045776367,14.5,13.817000389099121,14.517000198364258,24045000.0
2008-12-11,14.23799991607666,13.836000442504883,13.770000457763672,14.625,27578000.0
2008-12-12,13.210000038146973,13.880999565124512,13.210000038146973,13.967000007629395,18186000.0
2008-12-15,13.791000366210938,13.928999900817871,13.5,14.140000343322754,16824000.0
2008-12-16,14.041000366210938,14.8100004196167,14.03499984741211,14.824999809265137,26863000.0
2008-12-17,14.725000381469727,14.868000030517578,14.609999656677246,15.184000015258789,23218000.0
2008-12-18,14.91100025177002,14.880999565124512,14.85099983215332,15.800000190734863,37306000.0
2008-12-19,15.074999809265137,15.234000205993652,14.696999549865723,15.348999977111816,28099000.0
2008-12-22,15.29800033569336,14.520000457763672,14.241000175476074,15.29800033569336,19529000.0
2008-12-23,14.461000442504883,14.161999702453613,14.013999938964844,14.49899959564209,15014000.0
2008-12-24,14.140000343322754,14.222999572753906,14.00100040435791,14.298999786376953,3133000.0
2008-12-26,14.277000427246094,14.093000411987305,13.920999526977539,14.277000427246094,7057000.0
2008-12-29,14.001999855041504,13.934000015258789,13.60099983215332,14.182999610900879,17811000.0
2008-12-30,13.9350004196167,13.909000396728516,13.508000373840332,13.989999771118164,18063000.0
2008-12-31,13.947999954223633,14.293000221252441,13.753999710083008,14.491000175476074,19307000.0
2009-01-02,14.40999984741211,14.977999687194824,14.27299976348877,15.069999694824219,22311000.0
2009-01-05,14.954999923706055,15.326000213623047,14.902999877929688,15.684000015258789,24719000.0
2009-01-06,15.62600040435791,16.20199966430664,15.529000282287598,16.5,43357000.0
2009-01-07,15.8100004196167,15.206999778747559,14.91100025177002,16.06100082397461,39537000.0
2009-01-08,15.095999717712402,15.277999877929688,14.836000442504883,15.295999526977539,22841000.0
2009-01-09,15.350000381469727,15.003999710083008,14.729000091552734,15.364999771118164,20036000.0
2009-01-12,14.77299976348877,14.803999900817871,14.58899974822998,15.161999702453613,20687000.0
2009-01-13,14.637999534606934,15.043999671936035,14.550000190734863,15.130999565124512,19307000.0
2009-01-14,14.756999969482422,14.529999732971191,13.906999588012695,14.850000381469727,48442000.0
2009-01-15,14.402000427246094,13.029999732971191,12.855999946594238,14.475000381469727,80426000.0
2009-01-16,12.994999885559082,12.821999549865723,12.015999794006348,13.100000381469727,71298000.0
2009-01-20,12.619000434875488,11.918000221252441,11.706000328063965,12.739999771118164,55609000.0
2009-01-21,12.100000381469727,13.210000038146973,12.100000381469727,13.23799991607666,53002000.0
2009-01-22,12.803999900817871,12.885000228881836,12.543000221252441,13.149999618530273,22486000.0
2009-01-23,12.189000129699707,12.545000076293945,12.013999938964844,12.755000114440918,34383000.0
2009-01-26,12.444000244140625,12.312000274658203,12.156000137329102,12.866999626159668,23856000.0
2009-01-27,12.60099983215332,12.675999641418457,12.545999526977539,12.949000358581543,21768000.0
2009-01-28,13.255999565124512,13.366000175476074,13.133000373840332,13.505000114440918,27342000.0
2009-01-29,13.07800006866455,12.909000396728516,12.850000381469727,13.213000297546387,17777000.0
2009-01-30,13.236000061035156,13.57800006866455,13.213000297546387,13.954999923706055,37337000.0
2009-02-02,13.361000061035156,13.697999954223633,13.027000427246094,13.857000350952148,19962000.0
2009-02-03,13.800999641418457,13.970000267028809,13.65999984741211,14.166000366210938,28901000.0
2009-02-04,14.14900016784668,14.015000343322754,13.899999618530273,14.347999572753906,29432000.0
2009-02-05,14.718999862670898,15.984000205993652,14.572999954223633,16.038999557495117,94885000.0
2009-02-06,16.055999755859375,16.25,15.656999588012695,16.46299934387207,64285000.0
2009-02-09,16.224000930786133,16.20199966430664,15.75,16.326000213623047,33238000.0
2009-02-10,16.149999618530273,15.79699993133545,15.71500015258789,16.57699966430664,27107000.0
2009-02-11,15.99899959564209,16.398000717163086,15.67300033569336,16.399999618530273,27056000.0
2009-02-12,16.121999740600586,16.18000030517578,15.515000343322754,16.21500015258789,39540000.0
2009-02-13,16.349000930786133,16.190000534057617,16.18600082397461,16.88800048828125,44516000.0
2009-02-17,15.800000190734863,15.508999824523926,15.265999794006348,15.946000099182129,46498000.0
2009-02-18,15.704000473022461,15.904000282287598,15.369999885559082,16.049999237060547,31373000.0
2009-02-19,16.075000762939453,15.454999923706055,15.42300033569336,16.200000762939453,29852000.0
2009-02-20,15.13599967956543,15.800999641418457,15.043000221252441,15.937999725341797,33074000.0
2009-02-23,16.049999237060547,15.258000373840332,15.121999740600586,16.240999221801758,29356000.0
2009-02-24,15.300000190734863,16.12700080871582,15.142999649047852,16.174999237060547,45905000.0
2009-02-25,15.975000381469727,16.256999969482422,15.743000030517578,16.59600067138672,52819000.0
2009-02-26,16.450000762939453,15.569999694824219,15.5,16.450000762939453,46944000.0
2009-02-27,15.23799991607666,15.803000450134277,15.175999641418457,16.253000259399414,45445000.0
2009-03-02,15.47700023651123,15.062999725341797,14.90999984741211,15.869999885559082,41411000.0
2009-03-03,15.279999732971191,15.10099983215332,14.779000282287598,15.496999740600586,37274000.0
2009-03-04,15.40999984741211,15.04800033569336,14.640000343322754,15.579999923706055,39553000.0
2009-03-05,14.777000427246094,14.692000389099121,14.517999649047852,15.413999557495117,38804000.0
2009-03-06,14.800000190734863,14.244000434875488,13.916000366210938,14.829000473022461,37595000.0
2009-03-09,14.024999618530273,14.244000434875488,13.956000328063965,14.600000381469727,22719000.0
2009-03-10,14.40999984741211,14.847999572753906,14.35099983215332,14.904000282287598,39087000.0
2009-03-11,15.02299976348877,14.784000396728516,14.281999588012695,15.02299976348877,24505000.0
2009-03-12,14.791000366210938,15.706999778747559,14.543000221252441,15.795999526977539,33673000.0
2009-03-13,15.800000190734863,15.831000328063965,15.449999809265137,16.023000717163086,29335000.0
2009-03-16,16.0,15.369000434875488,15.331999778747559,16.18199920654297,22055000.0
2009-03-17,15.33899974822998,16.238000869750977,15.25100040435791,16.246999740600586,29737000.0
2009-03-18,15.998000144958496,15.975000381469727,15.758999824523926,16.117000579833984,28081000.0
2009-03-19,16.347000122070312,15.40999984741211,15.329000473022461,16.527999877929688,33658000.0
2009-03-20,15.531000137329102,15.553000450134277,15.284000396728516,15.699000358581543,24708000.0
2009-03-23,15.850000381469727,16.288999557495117,15.571000099182129,16.29400062561035,23535000.0
2009-03-24,16.013999938964844,16.288000106811523,15.91100025177002,16.759000778198242,31564000.0
2009-03-25,16.183000564575195,16.452999114990234,15.980999946594238,16.5,31788000.0
2009-03-26,16.69499969482422,16.988000869750977,16.493000030517578,17.141000747680664,36507000.0
2009-03-27,16.538999557495117,16.746999740600586,16.457000732421875,16.988000869750977,18360000.0
2009-03-30,16.43400001525879,16.30500030517578,16.207000732421875,16.7189998626709,22330000.0
2009-03-31,16.399999618530273,16.74799919128418,16.30500030517578,16.836000442504883,31897000.0
2009-04-01,16.339000701904297,16.007999420166016,15.71500015258789,16.375,50889000.0
