Date,bgopen,bgclose,bglow,bghigh,bgvolume
2008-11-11,42.279998779296875,43.5,41.150001525878906,44.0,2387300.0
2008-11-12,41.9900016784668,39.83000183105469,39.45000076293945,43.279998779296875,3037400.0
2008-11-13,40.689998626708984,40.68000030517578,34.43000030517578,40.84000015258789,5335700.0
2008-11-14,40.900001525878906,38.70000076293945,37.91999816894531,41.459999084472656,2795900.0
2008-11-17,37.33000183105469,38.900001525878906,37.33000183105469,41.13999938964844,2024400.0
2008-11-18,39.11000061035156,39.52000045776367,37.7599983215332,41.439998626708984,3550300.0
2008-11-19,38.66999816894531,36.90999984741211,36.779998779296875,40.90999984741211,3074500.0
2008-11-20,35.43000030517578,32.7599983215332,32.0,37.099998474121094,4207300.0
2008-11-21,33.56999969482422,35.5,30.899999618530273,35.5,3054100.0
2008-11-24,36.02000045776367,38.290000915527344,35.689998626708984,40.0,2772100.0
2008-11-25,37.9900016784668,37.720001220703125,37.279998779296875,39.9900016784668,3324200.0
2008-11-26,37.4900016784668,40.29999923706055,36.02000045776367,40.380001068115234,3849000.0
2008-11-28,40.47999954223633,42.459999084472656,39.47999954223633,42.5,1274600.0
2008-12-01,41.0099983215332,38.189998626708984,37.0,41.0099983215332,2696100.0
2008-12-02,39.70000076293945,37.91999816894531,36.130001068115234,39.70000076293945,3151200.0
2008-12-03,37.7599983215332,37.5099983215332,36.619998931884766,38.47999954223633,2427700.0
2008-12-04,36.95000076293945,37.290000915527344,36.88999938964844,39.380001068115234,2331900.0
2008-12-05,35.970001220703125,38.90999984741211,32.83000183105469,38.90999984741211,4143500.0
2008-12-08,40.0,41.34000015258789,39.06999969482422,41.41999816894531,2424700.0
2008-12-09,42.0,41.900001525878906,40.619998931884766,44.099998474121094,2366500.0
2008-12-10,42.52000045776367,44.59000015258789,42.43000030517578,44.880001068115234,1781100.0
2008-12-11,43.619998931884766,42.79999923706055,42.099998474121094,46.939998626708984,2669400.0
2008-12-12,40.75,42.36000061035156,40.040000915527344,42.75,2208000.0
2008-12-15,42.290000915527344,41.93000030517578,41.47999954223633,45.18000030517578,2619500.0
2008-12-16,42.880001068115234,47.650001525878906,42.880001068115234,48.0,2855600.0
2008-12-17,47.18000030517578,47.75,46.34000015258789,48.72999954223633,1919500.0
2008-12-18,48.08000183105469,46.220001220703125,45.65999984741211,49.97999954223633,1961200.0
2008-12-19,45.34000015258789,45.689998626708984,44.20000076293945,47.0,1529800.0
2008-12-22,45.11000061035156,44.290000915527344,43.619998931884766,46.0,1453900.0
2008-12-23,45.209999084472656,45.869998931884766,44.880001068115234,46.900001525878906,1361300.0
2008-12-24,46.0,45.84000015258789,44.709999084472656,46.25,544800.0
2008-12-26,46.06999969482422,48.06999969482422,45.91999816894531,48.34000015258789,619300.0
