Date,tmoopen,tmoclose,tmolow,tmohigh,tmovolume
2008-03-11,52.0099983215332,53.439998626708984,52.0099983215332,53.470001220703125,3093800.0
2008-03-12,53.45000076293945,53.290000915527344,53.09000015258789,54.22999954223633,3037000.0
2008-03-13,52.66999816894531,54.380001068115234,52.619998931884766,54.58000183105469,2952200.0
2008-03-14,54.66999816894531,53.29999923706055,52.56999969482422,54.70000076293945,3369800.0
2008-03-17,52.13999938964844,52.560001373291016,52.13999938964844,53.540000915527344,4300900.0
2008-03-18,53.25,54.15999984741211,53.06999969482422,54.15999984741211,2768200.0
2008-03-19,54.20000076293945,53.91999816894531,53.91999816894531,55.25,2949200.0
2008-03-20,54.119998931884766,54.27000045776367,53.400001525878906,54.47999954223633,3151900.0
2008-03-24,54.5,55.72999954223633,54.5,56.040000915527344,1751200.0
2008-03-25,56.400001525878906,56.61000061035156,55.880001068115234,56.970001220703125,5035500.0
2008-03-26,56.43000030517578,56.349998474121094,55.849998474121094,56.68000030517578,2162000.0
2008-03-27,56.63999938964844,55.70000076293945,55.41999816894531,56.65999984741211,2125700.0
2008-03-28,55.86000061035156,56.439998626708984,55.65999984741211,57.13999938964844,2713400.0
2008-03-31,56.560001373291016,56.84000015258789,56.06999969482422,57.15999984741211,3189100.0
2008-04-01,56.869998931884766,59.189998626708984,56.869998931884766,59.189998626708984,3628600.0
2008-04-02,58.650001525878906,58.619998931884766,58.369998931884766,59.65999984741211,2480400.0
2008-04-03,58.279998779296875,58.0,57.77000045776367,58.56999969482422,2360000.0
2008-04-04,58.15999984741211,57.95000076293945,57.52000045776367,58.27000045776367,2602000.0
2008-04-07,58.099998474121094,57.349998474121094,57.25,58.220001220703125,2422800.0
2008-04-08,57.16999816894531,56.880001068115234,56.529998779296875,57.29999923706055,2731900.0
2008-04-09,56.880001068115234,56.54999923706055,56.209999084472656,57.400001525878906,1986400.0
2008-04-10,56.439998626708984,55.79999923706055,55.4900016784668,56.439998626708984,2359200.0
2008-04-11,55.279998779296875,54.459999084472656,54.31999969482422,55.779998779296875,2616500.0
2008-04-14,54.54999923706055,54.75,54.310001373291016,54.970001220703125,2007400.0
2008-04-15,53.47999954223633,53.459999084472656,52.72999954223633,54.43000030517578,3956200.0
2008-04-16,53.810001373291016,54.86000061035156,53.43000030517578,54.970001220703125,3744700.0
2008-04-17,54.939998626708984,55.06999969482422,54.79999923706055,55.209999084472656,2261500.0
2008-04-18,56.54999923706055,56.720001220703125,56.220001220703125,56.84000015258789,2380100.0
2008-04-21,56.52000045776367,56.0099983215332,55.75,56.52000045776367,1805600.0
2008-04-22,55.5,55.18000030517578,54.790000915527344,55.75,2575300.0
2008-04-23,55.58000183105469,56.119998931884766,55.279998779296875,56.400001525878906,3528200.0
2008-04-24,56.84000015258789,55.58000183105469,53.31999969482422,56.84000015258789,7307000.0
2008-04-25,55.900001525878906,55.970001220703125,55.310001373291016,56.29999923706055,3404600.0
2008-04-28,55.849998474121094,57.15999984741211,55.849998474121094,57.70000076293945,3354400.0
2008-04-29,57.0099983215332,57.439998626708984,57.0099983215332,57.86000061035156,2516100.0
2008-04-30,57.650001525878906,57.869998931884766,57.560001373291016,58.65999984741211,3099700.0
2008-05-01,57.5,58.7400016784668,57.380001068115234,58.790000915527344,1991000.0
2008-05-02,58.77000045776367,58.650001525878906,58.349998474121094,59.5,2808200.0
2008-05-05,58.66999816894531,58.220001220703125,57.79999923706055,58.810001373291016,2063300.0
2008-05-06,57.880001068115234,57.22999954223633,57.040000915527344,58.349998474121094,3595300.0
2008-05-07,57.2400016784668,56.709999084472656,56.540000915527344,57.70000076293945,2469100.0
2008-05-08,57.150001525878906,56.95000076293945,56.5099983215332,57.29999923706055,1982100.0
2008-05-09,56.20000076293945,56.2599983215332,55.90999984741211,56.880001068115234,1330100.0
2008-05-12,56.29999923706055,57.150001525878906,56.29999923706055,57.209999084472656,1230600.0
2008-05-13,57.79999923706055,57.619998931884766,57.04999923706055,57.939998626708984,2243800.0
2008-05-14,57.54999923706055,57.43000030517578,57.209999084472656,58.369998931884766,2589400.0
2008-05-15,57.220001220703125,57.58000183105469,56.849998474121094,57.790000915527344,1516100.0
2008-05-16,57.630001068115234,57.939998626708984,57.22999954223633,58.0,2351300.0
2008-05-19,58.0,58.439998626708984,57.70000076293945,59.0,2918600.0
2008-05-20,57.86000061035156,58.349998474121094,57.41999816894531,59.0099983215332,3419000.0
2008-05-21,58.34000015258789,59.040000915527344,58.310001373291016,59.869998931884766,3170300.0
2008-05-22,58.72999954223633,57.9900016784668,57.810001373291016,58.939998626708984,2567300.0
2008-05-23,57.849998474121094,57.90999984741211,57.529998779296875,58.04999923706055,1512700.0
2008-05-27,57.900001525878906,58.0,57.27000045776367,58.220001220703125,2088600.0
2008-05-28,58.04999923706055,57.939998626708984,57.63999938964844,58.20000076293945,1364600.0
2008-05-29,57.95000076293945,58.650001525878906,57.56999969482422,58.91999816894531,1785000.0
2008-05-30,58.650001525878906,59.02000045776367,58.439998626708984,59.189998626708984,1690200.0
2008-06-02,58.90999984741211,58.130001068115234,57.560001373291016,59.70000076293945,2760100.0
2008-06-03,58.380001068115234,58.349998474121094,57.86000061035156,59.02000045776367,2053700.0
2008-06-04,58.08000183105469,58.29999923706055,58.04999923706055,58.93000030517578,2143600.0
2008-06-05,58.619998931884766,59.2400016784668,58.150001525878906,59.369998931884766,1586400.0
2008-06-06,58.4900016784668,57.91999816894531,57.849998474121094,58.880001068115234,2151300.0
2008-06-09,58.349998474121094,57.59000015258789,57.20000076293945,58.380001068115234,1855600.0
2008-06-10,57.20000076293945,57.970001220703125,56.84000015258789,58.27000045776367,2470200.0
2008-06-11,57.810001373291016,56.88999938964844,56.84000015258789,57.900001525878906,1658400.0
2008-06-12,57.5,58.310001373291016,57.5,58.95000076293945,2098900.0
2008-06-13,58.68000030517578,58.709999084472656,57.90999984741211,59.349998474121094,1776700.0
2008-06-16,58.560001373291016,59.29999923706055,58.13999938964844,59.40999984741211,2400400.0
2008-06-17,59.599998474121094,58.95000076293945,58.709999084472656,59.77000045776367,1669500.0
2008-06-18,58.4900016784668,57.849998474121094,57.77000045776367,58.779998779296875,1587900.0
2008-06-19,57.93000030517578,58.47999954223633,57.439998626708984,58.84000015258789,2127300.0
2008-06-20,58.150001525878906,57.54999923706055,57.29999923706055,58.849998474121094,2004900.0
2008-06-23,57.470001220703125,57.310001373291016,57.02000045776367,57.869998931884766,1789100.0
2008-06-24,57.18000030517578,55.79999923706055,55.369998931884766,57.279998779296875,3281300.0
2008-06-25,56.119998931884766,55.83000183105469,55.459999084472656,56.38999938964844,2964200.0
2008-06-26,55.11000061035156,54.61000061035156,54.61000061035156,55.599998474121094,2892700.0
2008-06-27,54.560001373291016,55.31999969482422,54.560001373291016,55.619998931884766,3129400.0
2008-06-30,55.16999816894531,55.72999954223633,54.869998931884766,56.099998474121094,4568500.0
2008-07-01,55.06999969482422,56.20000076293945,55.06999969482422,56.25,3594400.0
2008-07-02,56.290000915527344,56.58000183105469,56.130001068115234,57.25,3421300.0
2008-07-03,56.79999923706055,56.7599983215332,56.459999084472656,57.79999923706055,1625700.0
2008-07-07,56.650001525878906,57.06999969482422,56.56999969482422,57.529998779296875,2167400.0
2008-07-08,56.79999923706055,58.68000030517578,56.79999923706055,58.68000030517578,2453700.0
2008-07-09,58.68000030517578,57.720001220703125,57.4900016784668,59.83000183105469,3148500.0
2008-07-10,57.650001525878906,58.400001525878906,56.68000030517578,58.52000045776367,2917900.0
2008-07-11,57.31999969482422,57.150001525878906,56.900001525878906,58.08000183105469,2866100.0
2008-07-14,57.86000061035156,55.84000015258789,55.59000015258789,58.04999923706055,3011400.0
2008-07-15,55.540000915527344,56.529998779296875,54.91999816894531,56.849998474121094,7563100.0
2008-07-16,56.709999084472656,56.47999954223633,55.459999084472656,56.880001068115234,3892200.0
2008-07-17,56.630001068115234,57.060001373291016,55.83000183105469,57.279998779296875,2059000.0
2008-07-18,57.220001220703125,55.939998626708984,55.220001220703125,57.220001220703125,3783500.0
2008-07-21,56.08000183105469,56.130001068115234,55.77000045776367,56.380001068115234,2000400.0
2008-07-22,55.779998779296875,59.33000183105469,55.779998779296875,59.33000183105469,4822000.0
2008-07-23,59.34000015258789,58.779998779296875,58.310001373291016,59.52000045776367,5393500.0
2008-07-24,59.91999816894531,58.83000183105469,56.97999954223633,59.91999816894531,4675800.0
2008-07-25,59.29999923706055,58.79999923706055,58.36000061035156,59.54999923706055,2511400.0
2008-07-28,58.7599983215332,58.029998779296875,57.97999954223633,58.869998931884766,2113200.0
2008-07-29,57.88999938964844,58.150001525878906,57.689998626708984,58.560001373291016,2294900.0
2008-07-30,58.59000015258789,59.54999923706055,58.40999984741211,59.56999969482422,2359400.0
2008-07-31,59.650001525878906,60.52000045776367,59.599998474121094,61.529998779296875,5791000.0
2008-08-01,60.54999923706055,60.20000076293945,60.09000015258789,61.61000061035156,2914400.0
2008-08-04,60.25,59.83000183105469,59.56999969482422,61.06999969482422,2448300.0
2008-08-05,60.20000076293945,60.119998931884766,59.38999938964844,60.20000076293945,3472300.0
2008-08-06,60.040000915527344,60.93000030517578,59.68000030517578,61.130001068115234,3115900.0
2008-08-07,60.689998626708984,60.02000045776367,59.93000030517578,60.810001373291016,2658500.0
2008-08-08,59.959999084472656,61.0,59.7599983215332,61.150001525878906,2731700.0
2008-08-11,61.02000045776367,61.86000061035156,60.91999816894531,62.119998931884766,2008500.0
2008-08-12,61.5,61.470001220703125,61.150001525878906,61.79999923706055,1471600.0
2008-08-13,61.41999816894531,61.869998931884766,61.20000076293945,62.25,1751700.0
2008-08-14,61.61000061035156,61.619998931884766,60.79999923706055,62.2599983215332,1715700.0
2008-08-15,61.810001373291016,62.70000076293945,61.619998931884766,62.77000045776367,2070500.0
2008-08-18,62.75,61.54999923706055,61.31999969482422,62.75,2088400.0
2008-08-19,61.38999938964844,60.86000061035156,60.70000076293945,61.529998779296875,1459200.0
2008-08-20,61.13999938964844,59.939998626708984,59.52000045776367,61.2400016784668,2926400.0
2008-08-21,59.560001373291016,60.15999984741211,59.36000061035156,60.72999954223633,2110600.0
2008-08-22,60.720001220703125,61.279998779296875,60.119998931884766,61.58000183105469,1884600.0
2008-08-25,60.880001068115234,60.0099983215332,59.720001220703125,61.529998779296875,1419900.0
2008-08-26,60.4900016784668,60.22999954223633,59.36000061035156,60.560001373291016,1691000.0
2008-08-27,60.150001525878906,60.70000076293945,59.959999084472656,60.90999984741211,1514000.0
2008-08-28,60.810001373291016,61.38999938964844,60.810001373291016,61.5099983215332,1061300.0
2008-08-29,61.310001373291016,60.560001373291016,60.540000915527344,61.70000076293945,1291800.0
2008-09-02,60.86000061035156,60.349998474121094,60.06999969482422,61.84000015258789,2043000.0
2008-09-03,60.29999923706055,59.52000045776367,59.43000030517578,60.40999984741211,1687100.0
2008-09-04,58.810001373291016,57.04999923706055,56.93000030517578,59.29999923706055,3910700.0
2008-09-05,56.720001220703125,56.380001068115234,56.08000183105469,56.939998626708984,2758800.0
2008-09-08,57.72999954223633,57.97999954223633,57.06999969482422,58.349998474121094,2067000.0
2008-09-09,57.880001068115234,56.5099983215332,56.5,58.61000061035156,1926000.0
2008-09-10,56.75,56.560001373291016,56.27000045776367,57.099998474121094,1686300.0
2008-09-11,56.31999969482422,57.439998626708984,55.86000061035156,57.4900016784668,2135600.0
2008-09-12,57.47999954223633,58.52000045776367,57.27000045776367,58.650001525878906,2710100.0
2008-09-15,56.939998626708984,56.939998626708984,56.90999984741211,58.7400016784668,2459400.0
2008-09-16,57.279998779296875,57.150001525878906,55.790000915527344,58.029998779296875,3099700.0
2008-09-17,56.0,54.720001220703125,54.56999969482422,57.02000045776367,3685100.0
2008-09-18,55.0099983215332,56.27000045776367,54.119998931884766,56.900001525878906,3954900.0
2008-09-19,58.0,56.97999954223633,56.599998474121094,60.0,5252000.0
2008-09-22,56.56999969482422,54.9900016784668,54.70000076293945,56.93000030517578,2307600.0
2008-09-23,55.2400016784668,54.43000030517578,54.400001525878906,56.02000045776367,1945100.0
2008-09-24,54.22999954223633,54.290000915527344,52.66999816894531,54.66999816894531,3056100.0
2008-09-25,54.560001373291016,56.0099983215332,54.209999084472656,56.220001220703125,3023000.0
2008-09-26,55.380001068115234,56.619998931884766,55.0099983215332,56.709999084472656,2160000.0
2008-09-29,55.9900016784668,52.970001220703125,52.560001373291016,56.41999816894531,3928300.0
2008-09-30,54.16999816894531,55.0,52.650001525878906,55.27000045776367,2976800.0
2008-10-01,54.58000183105469,53.16999816894531,51.369998931884766,55.119998931884766,4300000.0
2008-10-02,53.16999816894531,50.369998931884766,50.11000061035156,53.16999816894531,5270000.0
2008-10-03,51.130001068115234,50.56999969482422,50.56999969482422,52.900001525878906,4179700.0
2008-10-06,49.7400016784668,48.63999938964844,46.810001373291016,49.9900016784668,5184400.0
2008-10-07,49.25,48.439998626708984,48.310001373291016,51.08000183105469,5033700.0
2008-10-08,46.97999954223633,46.970001220703125,46.970001220703125,49.380001068115234,3827800.0
2008-10-09,47.150001525878906,42.61000061035156,42.61000061035156,47.290000915527344,4660900.0
2008-10-10,40.900001525878906,41.0099983215332,34.59000015258789,43.5,10817900.0
2008-10-13,42.619998931884766,47.939998626708984,42.0,47.970001220703125,3697200.0
2008-10-14,49.72999954223633,44.650001525878906,44.0,50.650001525878906,7487600.0
2008-10-15,43.91999816894531,40.45000076293945,40.31999969482422,44.119998931884766,5097500.0
2008-10-16,40.0099983215332,42.33000183105469,39.75,43.040000915527344,6403800.0
2008-10-17,41.41999816894531,43.349998474121094,40.11000061035156,45.650001525878906,5606100.0
2008-10-20,43.15999984741211,44.150001525878906,42.709999084472656,44.81999969482422,4327100.0
2008-10-21,43.08000183105469,43.13999938964844,42.869998931884766,44.63999938964844,4313200.0
2008-10-22,42.2400016784668,41.029998779296875,40.16999816894531,42.380001068115234,6298600.0
2008-10-23,39.66999816894531,38.40999984741211,35.09000015258789,41.20000076293945,10975400.0
2008-10-24,35.68000030517578,37.439998626708984,35.45000076293945,38.529998779296875,5525000.0
2008-10-27,36.88999938964844,35.29999923706055,35.2400016784668,37.47999954223633,5323600.0
2008-10-28,36.2400016784668,36.0099983215332,33.95000076293945,36.43000030517578,7684100.0
2008-10-29,36.0,36.81999969482422,34.68000030517578,38.4900016784668,15086000.0
2008-10-30,37.970001220703125,39.79999923706055,37.22999954223633,39.97999954223633,5103600.0
2008-10-31,39.810001373291016,40.599998474121094,39.43000030517578,41.47999954223633,5177700.0
2008-11-03,40.56999969482422,40.65999984741211,40.16999816894531,41.4900016784668,2937200.0
2008-11-04,42.84000015258789,42.84000015258789,41.4900016784668,44.130001068115234,3960100.0
2008-11-05,42.220001220703125,40.16999816894531,39.93000030517578,42.349998474121094,3222100.0
2008-11-06,40.16999816894531,37.63999938964844,37.220001220703125,40.16999816894531,4643300.0
2008-11-07,37.040000915527344,37.72999954223633,37.040000915527344,38.5099983215332,3651100.0
2008-11-10,38.47999954223633,37.20000076293945,36.720001220703125,39.130001068115234,3268800.0
2008-11-11,36.45000076293945,36.02000045776367,34.5,36.7400016784668,5069800.0
2008-11-12,35.439998626708984,32.90999984741211,32.79999923706055,35.709999084472656,7338800.0
2008-11-13,34.15999984741211,36.31999969482422,33.369998931884766,36.470001220703125,7832600.0
2008-11-14,35.70000076293945,34.040000915527344,33.5,37.189998626708984,4462700.0
2008-11-17,33.720001220703125,32.540000915527344,32.439998626708984,34.099998474121094,3123600.0
2008-11-18,32.04999923706055,32.02000045776367,30.639999389648438,32.66999816894531,8943400.0
2008-11-19,31.850000381469727,31.75,31.540000915527344,32.869998931884766,7712500.0
2008-11-20,31.579999923706055,28.899999618530273,28.670000076293945,31.579999923706055,7419300.0
2008-11-21,29.559999465942383,29.729999542236328,26.649999618530273,29.8700008392334,8495500.0
2008-11-24,30.299999237060547,32.099998474121094,30.18000030517578,33.08000183105469,6656000.0
2008-11-25,33.4900016784668,34.68000030517578,32.25,35.2400016784668,7938800.0
2008-11-26,34.08000183105469,34.630001068115234,33.189998626708984,34.880001068115234,4537600.0
2008-11-28,34.630001068115234,35.68000030517578,34.36000061035156,36.25,2250600.0
2008-12-01,34.40999984741211,32.810001373291016,32.720001220703125,34.9900016784668,6777200.0
2008-12-02,33.369998931884766,33.45000076293945,32.08000183105469,33.86000061035156,5041500.0
2008-12-03,32.7599983215332,33.939998626708984,32.47999954223633,34.13999938964844,4838400.0
2008-12-04,33.61000061035156,32.5099983215332,32.0,34.27000045776367,5238400.0
2008-12-05,32.0,33.970001220703125,31.280000686645508,34.040000915527344,5637000.0
2008-12-08,34.79999923706055,34.58000183105469,34.20000076293945,35.720001220703125,5627100.0
2008-12-09,34.31999969482422,34.79999923706055,34.2599983215332,35.72999954223633,4698600.0
2008-12-10,35.189998626708984,34.18000030517578,33.689998626708984,35.58000183105469,4115200.0
2008-12-11,34.099998474121094,33.31999969482422,33.0,34.47999954223633,5322500.0
2008-12-12,31.010000228881836,30.459999084472656,28.520000457763672,31.639999389648438,10559900.0
2008-12-15,30.920000076293945,29.81999969482422,29.360000610351562,31.229999542236328,6434600.0
2008-12-16,30.18000030517578,31.760000228881836,29.90999984741211,31.780000686645508,9432200.0
2008-12-17,31.479999542236328,33.130001068115234,31.25,34.13999938964844,7358600.0
2008-12-18,33.36000061035156,32.540000915527344,32.22999954223633,33.66999816894531,4613600.0
2008-12-19,32.900001525878906,32.529998779296875,31.559999465942383,33.36000061035156,5350100.0
2008-12-22,32.45000076293945,32.38999938964844,31.700000762939453,32.90999984741211,3116400.0
2008-12-23,32.13999938964844,32.5099983215332,31.600000381469727,33.18000030517578,3810400.0
2008-12-24,32.689998626708984,32.93000030517578,32.130001068115234,33.0,998900.0
2008-12-26,33.060001373291016,32.81999969482422,32.529998779296875,33.16999816894531,1433900.0
2008-12-29,32.79999923706055,32.75,32.38999938964844,32.81999969482422,2915600.0
2008-12-30,33.040000915527344,33.540000915527344,32.18000030517578,33.599998474121094,2624700.0
2008-12-31,33.5099983215332,34.06999969482422,33.439998626708984,34.279998779296875,2602600.0
2009-01-02,34.209999084472656,35.36000061035156,33.810001373291016,35.540000915527344,3003000.0
2009-01-05,35.220001220703125,35.47999954223633,34.70000076293945,35.66999816894531,3966800.0
2009-01-06,35.650001525878906,35.29999923706055,34.95000076293945,36.20000076293945,4394600.0
2009-01-07,34.869998931884766,34.91999816894531,34.349998474121094,35.459999084472656,3459600.0
2009-01-08,34.849998474121094,33.959999084472656,33.369998931884766,35.0,4756700.0
2009-01-09,33.7599983215332,33.79999923706055,33.279998779296875,34.2599983215332,3339700.0
2009-01-12,34.290000915527344,34.150001525878906,33.79999923706055,34.61000061035156,4258700.0
2009-01-13,34.5,37.08000183105469,34.060001373291016,37.459999084472656,7961000.0
2009-01-14,36.41999816894531,36.45000076293945,36.0099983215332,37.2400016784668,5540800.0
2009-01-15,35.939998626708984,38.279998779296875,35.86000061035156,39.040000915527344,6545500.0
2009-01-16,38.34000015258789,38.900001525878906,38.09000015258789,39.45000076293945,5716600.0
2009-01-20,38.5,36.439998626708984,35.9900016784668,39.45000076293945,6420800.0
2009-01-21,37.029998779296875,36.22999954223633,35.56999969482422,37.2599983215332,6833700.0
2009-01-22,35.650001525878906,35.90999984741211,35.16999816894531,36.099998474121094,4914000.0
2009-01-23,35.279998779296875,34.689998626708984,33.83000183105469,35.279998779296875,5241600.0
2009-01-26,34.900001525878906,35.09000015258789,34.41999816894531,35.290000915527344,4391800.0
2009-01-27,35.439998626708984,36.290000915527344,35.279998779296875,36.61000061035156,4423000.0
2009-01-28,37.0099983215332,37.369998931884766,36.68000030517578,38.04999923706055,3917100.0
2009-01-29,36.95000076293945,36.529998779296875,36.22999954223633,37.369998931884766,2921100.0
2009-01-30,36.43000030517578,35.93000030517578,35.61000061035156,37.08000183105469,4421400.0
2009-02-02,35.54999923706055,35.849998474121094,35.5,36.279998779296875,3974400.0
2009-02-03,36.040000915527344,36.689998626708984,35.63999938964844,37.150001525878906,5121000.0
2009-02-04,37.56999969482422,37.08000183105469,36.75,39.189998626708984,10509200.0
2009-02-05,37.0,38.91999816894531,36.900001525878906,39.119998931884766,7180800.0
2009-02-06,38.38999938964844,40.0,38.38999938964844,40.22999954223633,5974300.0
2009-02-09,40.029998779296875,39.5099983215332,39.06999969482422,40.34000015258789,3408100.0
2009-02-10,39.27000045776367,37.90999984741211,37.689998626708984,39.65999984741211,7207500.0
2009-02-11,37.970001220703125,38.599998474121094,37.7400016784668,38.849998474121094,2897000.0
2009-02-12,38.08000183105469,39.0099983215332,37.36000061035156,39.060001373291016,3896800.0
2009-02-13,38.81999969482422,39.91999816894531,38.81999969482422,40.290000915527344,4812500.0
2009-02-17,38.939998626708984,38.54999923706055,38.15999984741211,39.31999969482422,4227900.0
2009-02-18,38.869998931884766,37.779998779296875,37.209999084472656,38.869998931884766,4715100.0
2009-02-19,38.130001068115234,37.939998626708984,37.86000061035156,38.84000015258789,3076300.0
2009-02-20,37.33000183105469,37.0099983215332,36.220001220703125,37.81999969482422,4855300.0
2009-02-23,37.290000915527344,36.41999816894531,36.220001220703125,37.45000076293945,4248900.0
2009-02-24,36.869998931884766,37.91999816894531,36.650001525878906,38.11000061035156,3189800.0
2009-02-25,37.880001068115234,36.93000030517578,36.459999084472656,38.02000045776367,3481600.0
2009-02-26,37.369998931884766,36.099998474121094,35.88999938964844,37.369998931884766,6226400.0
2009-02-27,35.720001220703125,36.2599983215332,35.5099983215332,37.119998931884766,6766700.0
2009-03-02,35.709999084472656,34.900001525878906,34.689998626708984,35.75,6232500.0
2009-03-03,35.27000045776367,34.459999084472656,34.33000183105469,35.83000183105469,5741700.0
2009-03-04,34.900001525878906,36.060001373291016,34.7400016784668,36.560001373291016,3837600.0
2009-03-05,35.72999954223633,34.560001373291016,33.9900016784668,35.72999954223633,4557800.0
2009-03-06,34.40999984741211,34.15999984741211,33.31999969482422,35.130001068115234,4635000.0
2009-03-09,33.65999984741211,32.849998474121094,32.02000045776367,33.79999923706055,6828700.0
2009-03-10,33.47999954223633,33.97999954223633,33.04999923706055,34.31999969482422,6326700.0
2009-03-11,34.20000076293945,33.5,33.459999084472656,34.900001525878906,5723900.0
2009-03-12,33.43000030517578,33.849998474121094,32.56999969482422,34.220001220703125,8185100.0
2009-03-13,34.18000030517578,34.689998626708984,33.849998474121094,34.939998626708984,4550700.0
2009-03-16,35.040000915527344,34.77000045776367,34.689998626708984,35.369998931884766,5588500.0
2009-03-17,34.72999954223633,35.15999984741211,34.65999984741211,35.560001373291016,6394400.0
2009-03-18,35.0099983215332,34.09000015258789,33.77000045776367,35.31999969482422,8063600.0
2009-03-19,34.5,33.66999816894531,33.47999954223633,34.70000076293945,5032000.0
2009-03-20,33.970001220703125,33.310001373291016,33.130001068115234,34.220001220703125,3992000.0
2009-03-23,34.02000045776367,34.900001525878906,33.650001525878906,35.02000045776367,4985700.0
2009-03-24,34.439998626708984,34.560001373291016,34.2400016784668,35.150001525878906,4463700.0
2009-03-25,34.310001373291016,35.09000015258789,34.209999084472656,35.70000076293945,4331700.0
2009-03-26,35.40999984741211,36.86000061035156,35.0099983215332,36.869998931884766,7419400.0
2009-03-27,36.4900016784668,36.599998474121094,36.47999954223633,37.65999984741211,4322800.0
2009-03-30,35.9900016784668,35.900001525878906,35.130001068115234,36.130001068115234,3697300.0
2009-03-31,35.84000015258789,35.66999816894531,35.4900016784668,36.310001373291016,5597400.0
2009-04-01,35.29999923706055,34.380001068115234,33.790000915527344,35.41999816894531,6698500.0
2009-04-02,34.86000061035156,35.849998474121094,34.09000015258789,36.27000045776367,6132700.0
