Date,mamsopen,mamsclose,mamslow,mamshigh,mamsvolume
2008-04-17,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,0.0
2008-04-18,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,500.0
2008-04-21,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,0.0
2008-04-22,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,0.0
2008-04-23,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,3500.0
2008-04-24,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,0.0
2008-04-25,1.7000000476837158,1.399999976158142,1.2000000476837158,1.7000000476837158,4600.0
2008-04-28,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.0
2008-04-29,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.0
2008-04-30,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.0
2008-05-01,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,1500.0
2008-05-02,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0.0
2008-05-05,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,1500.0
2008-05-06,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-05-07,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-05-08,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-05-09,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-05-12,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-05-13,1.100000023841858,1.0,1.0,1.100000023841858,4500.0
2008-05-14,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,2000.0
2008-05-15,1.0,1.0,1.0,1.0,1000.0
2008-05-16,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,1500.0
2008-05-19,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0.0
2008-05-20,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0.0
2008-05-21,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0.0
2008-05-22,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0.0
2008-05-23,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0.0
2008-05-27,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0.0
2008-05-28,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0.0
2008-05-29,1.399999976158142,2.0,1.399999976158142,2.0,1000.0
2008-05-30,2.0,2.0,2.0,2.0,0.0
2008-06-02,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,1500.0
2008-06-03,1.100000023841858,1.0499999523162842,1.0499999523162842,1.100000023841858,2500.0
2008-06-04,1.0499999523162842,1.600000023841858,1.0499999523162842,1.600000023841858,500.0
2008-06-05,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,0.0
2008-06-06,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,0.0
2008-06-09,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,0.0
2008-06-10,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,0.0
2008-06-11,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,0.0
2008-06-12,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,0.0
2008-06-13,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,0.0
2008-06-16,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,0.0
2008-06-17,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,0.0
2008-06-18,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,0.0
2008-06-19,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,0.0
2008-06-20,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.0
2008-06-23,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,1000.0
2008-06-24,1.5,1.7999999523162842,1.5,1.7999999523162842,3000.0
2008-06-25,2.0,2.0,2.0,2.0,500.0
2008-06-26,2.0,2.0,2.0,2.0,0.0
2008-06-27,2.0,2.0,2.0,2.0,0.0
2008-06-30,2.5,2.5,2.5,2.5,0.0
2008-07-01,2.5,2.5,2.5,2.5,0.0
2008-07-02,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,500.0
2008-07-03,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,0.0
2008-07-07,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,0.0
2008-07-08,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,0.0
2008-07-09,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,0.0
2008-07-10,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,0.0
2008-07-11,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,0.0
2008-07-14,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,0.0
2008-07-15,1.2999999523162842,1.7999999523162842,1.2999999523162842,1.7999999523162842,1000.0
2008-07-16,1.2999999523162842,1.600000023841858,1.2999999523162842,1.600000023841858,1500.0
2008-07-17,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,500.0
2008-07-18,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-07-21,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-07-22,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-07-23,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-07-24,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-07-25,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-07-28,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842,0.0
2008-07-29,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,1500.0
2008-07-30,1.399999976158142,2.0999999046325684,1.2000000476837158,2.0999999046325684,3300.0
2008-07-31,2.0,2.299999952316284,2.0,2.299999952316284,2000.0
2008-08-01,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,0.0
2008-08-04,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,0.0
2008-08-05,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,0.0
2008-08-06,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,0.0
2008-08-07,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,0.0
2008-08-08,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,0.0
2008-08-11,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,0.0
2008-08-12,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,0.0
2008-08-13,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,0.0
2008-08-14,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,0.0
2008-08-15,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,0.0
2008-08-18,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,0.0
2008-08-19,1.5,1.5,1.5,1.5,500.0
2008-08-20,1.5,1.5,1.5,1.5,0.0
2008-08-21,1.5,1.5,1.5,1.5,0.0
2008-08-22,1.5,1.5,1.5,1.5,0.0
2008-08-25,1.5,1.5,1.5,1.5,0.0
2008-08-26,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,500.0
2008-08-27,1.7999999523162842,2.4000000953674316,1.5,2.5,6500.0
2008-08-28,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0.0
2008-08-29,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0.0
2008-09-02,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0.0
2008-09-03,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0.0
2008-09-04,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0.0
2008-09-05,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0.0
2008-09-08,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0.0
2008-09-09,1.5,1.5,1.5,1.5,500.0
2008-09-10,1.5,1.5,1.5,1.5,0.0
2008-09-11,1.5,2.4000000953674316,1.5,2.4000000953674316,500.0
2008-09-12,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0.0
2008-09-15,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0.0
2008-09-16,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0.0
2008-09-17,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0.0
2008-09-18,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0.0
2008-09-19,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0.0
2008-09-22,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0.0
2008-09-23,1.600000023841858,2.0,1.600000023841858,2.0,1100.0
2008-09-24,2.0,2.0,2.0,2.0,0.0
2008-09-25,1.2999999523162842,1.5,1.0,1.5,500.0
2008-09-26,1.5,1.5,1.5,1.5,0.0
2008-09-29,1.5,1.5,1.5,1.5,2000.0
2008-09-30,1.7000000476837158,5.099999904632568,1.7000000476837158,5.099999904632568,13800.0
2008-10-01,2.9000000953674316,2.799999952316284,2.799999952316284,2.9000000953674316,500.0
2008-10-02,2.799999952316284,2.799999952316284,2.799999952316284,2.799999952316284,0.0
2008-10-03,2.0,1.5,1.5,2.0,500.0
2008-10-06,1.5,1.5,1.5,1.5,0.0
2008-10-07,1.5,1.5,1.5,1.5,0.0
2008-10-08,1.5,1.5,1.5,1.5,0.0
2008-10-09,1.5,1.5,1.5,1.5,0.0
2008-10-10,1.5,1.5,1.5,1.5,0.0
2008-10-13,1.5,1.5,1.5,1.5,0.0
2008-10-14,0.699999988079071,1.5,0.699999988079071,1.5,1000.0
2008-10-15,1.5,1.5,1.5,1.5,0.0
2008-10-16,1.5,1.5,1.5,1.5,0.0
2008-10-17,1.5,1.5,1.5,1.5,500.0
2008-10-20,1.5,1.5,1.5,1.5,0.0
2008-10-21,1.5,1.5,1.5,1.5,0.0
2008-10-22,1.5,1.5,1.5,1.5,0.0
2008-10-23,1.5,1.5,1.5,1.5,0.0
2008-10-24,1.5,1.5,1.5,1.5,0.0
2008-10-27,1.5,1.5,1.5,1.5,0.0
2008-10-28,1.5,1.5,1.5,1.5,0.0
2008-10-29,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,0.0
2008-10-30,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,0.0
2008-10-31,1.5,3.0,1.5,3.4000000953674316,6600.0
2008-11-03,3.0,3.0,3.0,3.0,0.0
2008-11-04,3.0,3.4000000953674316,3.0,3.4000000953674316,1500.0
2008-11-05,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.4000000953674316,0.0
2008-11-06,2.5,2.200000047683716,2.200000047683716,2.5,800.0
2008-11-07,2.200000047683716,2.200000047683716,2.200000047683716,2.200000047683716,0.0
2008-11-10,2.0,2.0,2.0,2.0,500.0
2008-11-11,2.0,2.0,2.0,2.0,0.0
2008-11-12,2.0,2.0,2.0,2.0,0.0
2008-11-13,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,2100.0
2008-11-14,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.0
2008-11-17,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.0
2008-11-18,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.0
2008-11-19,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.0
2008-11-20,1.5,1.5,1.5,1.5,5200.0
2008-11-21,1.100000023841858,1.2999999523162842,1.0,1.2999999523162842,3900.0
2008-11-24,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158,0.0
2008-11-25,0.800000011920929,1.5,0.800000011920929,2.0,22900.0
2008-11-26,1.2000000476837158,1.5,1.2000000476837158,1.5,2700.0
2008-11-28,1.2000000476837158,1.399999976158142,1.2000000476837158,1.399999976158142,8000.0
2008-12-01,1.2000000476837158,0.8999999761581421,0.8999999761581421,1.25,11800.0
2008-12-02,0.9100000262260437,1.100000023841858,0.8999999761581421,1.100000023841858,53000.0
2008-12-03,1.0,1.100000023841858,1.0,1.100000023841858,3600.0
2008-12-04,1.0,0.8999999761581421,0.7699999809265137,1.0,121900.0
2008-12-05,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,1000.0
2008-12-08,0.800000011920929,0.7099999785423279,0.699999988079071,0.8999999761581421,79800.0
2008-12-09,0.7099999785423279,0.7099999785423279,0.7099999785423279,0.7099999785423279,0.0
2008-12-10,0.75,0.75,0.75,0.800000011920929,57300.0
2008-12-11,0.800000011920929,0.800000011920929,0.800000011920929,0.8999999761581421,3400.0
2008-12-12,0.8500000238418579,0.8899999856948853,0.800000011920929,0.8899999856948853,2900.0
2008-12-15,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,200.0
2008-12-16,0.8999999761581421,1.0,0.8999999761581421,1.0,8700.0
2008-12-17,1.0499999523162842,0.8999999761581421,0.8999999761581421,1.0499999523162842,7900.0
2008-12-18,0.949999988079071,0.8999999761581421,0.8999999761581421,0.949999988079071,800.0
2008-12-19,0.8999999761581421,0.8999999761581421,0.8999999761581421,1.0,2300.0
2008-12-22,0.8999999761581421,0.949999988079071,0.8999999761581421,0.949999988079071,5600.0
2008-12-23,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,3500.0
2008-12-24,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,200.0
2008-12-26,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,200.0
2008-12-29,0.949999988079071,0.949999988079071,0.949999988079071,1.0,11200.0
2008-12-30,0.949999988079071,0.8999999761581421,0.8500000238418579,0.949999988079071,79700.0
2008-12-31,0.8999999761581421,1.2999999523162842,0.8999999761581421,1.399999976158142,11200.0
2009-01-02,1.0,1.0,1.0,1.0,1000.0
2009-01-05,1.0,1.0,1.0,1.0,0.0
2009-01-06,0.8999999761581421,0.8999999761581421,0.75,0.8999999761581421,6600.0
2009-01-07,0.8100000023841858,0.8500000238418579,0.699999988079071,0.8500000238418579,12700.0
2009-01-08,0.699999988079071,0.8500000238418579,0.699999988079071,0.8500000238418579,9900.0
2009-01-09,0.8500000238418579,0.8500000238418579,0.8500000238418579,0.8500000238418579,5000.0
2009-01-12,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,900.0
2009-01-13,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,0.0
2009-01-14,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,0.0
2009-01-15,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.6499999761581421,2300.0
2009-01-16,0.699999988079071,0.800000011920929,0.699999988079071,0.800000011920929,2300.0
2009-01-20,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
2009-01-21,0.800000011920929,0.800000011920929,0.699999988079071,0.800000011920929,2000.0
2009-01-22,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
2009-01-23,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
2009-01-26,0.8500000238418579,0.699999988079071,0.6499999761581421,0.8500000238418579,2900.0
2009-01-27,0.699999988079071,0.6499999761581421,0.6499999761581421,0.699999988079071,4300.0
2009-01-28,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.0
2009-01-29,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.6499999761581421,5600.0
2009-01-30,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.0
2009-02-02,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,1500.0
2009-02-03,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,1500.0
2009-02-04,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,200.0
2009-02-05,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.0
2009-02-06,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.0
2009-02-09,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,8400.0
2009-02-10,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.0
2009-02-11,0.5600000023841858,0.44999998807907104,0.44999998807907104,0.5600000023841858,19700.0
2009-02-12,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.0
2009-02-13,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,300.0
2009-02-17,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,1700.0
2009-02-18,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,200.0
2009-02-19,0.4300000071525574,0.30000001192092896,0.30000001192092896,0.4300000071525574,25500.0
2009-02-20,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,200.0
2009-02-23,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0
2009-02-24,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,7700.0
2009-02-25,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.0
2009-02-26,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.0
2009-02-27,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,500.0
2009-03-02,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,2300.0
2009-03-03,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,500.0
2009-03-04,0.36000001430511475,0.44999998807907104,0.36000001430511475,0.44999998807907104,15600.0
2009-03-05,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.0
2009-03-06,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.36000001430511475,200.0
2009-03-09,0.3799999952316284,0.4000000059604645,0.3799999952316284,0.4000000059604645,8500.0
2009-03-10,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,1000.0
2009-03-11,0.3499999940395355,0.4000000059604645,0.3499999940395355,0.4000000059604645,400.0
2009-03-12,0.3499999940395355,0.4000000059604645,0.3499999940395355,0.4000000059604645,3100.0
2009-03-13,0.33000001311302185,0.4000000059604645,0.33000001311302185,0.4000000059604645,1000.0
2009-03-16,0.33000001311302185,0.33000001311302185,0.33000001311302185,0.33000001311302185,100.0
2009-03-17,0.33000001311302185,0.30000001192092896,0.27000001072883606,0.33000001311302185,21500.0
2009-03-18,0.3100000023841858,0.30000001192092896,0.30000001192092896,0.3100000023841858,4100.0
2009-03-19,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0
2009-03-20,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0
2009-03-23,0.3100000023841858,0.30000001192092896,0.30000001192092896,0.3100000023841858,5300.0
2009-03-24,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,200.0
2009-03-25,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,600.0
2009-03-26,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,100.0
2009-03-27,0.4399999976158142,0.30000001192092896,0.30000001192092896,0.4399999976158142,42200.0
2009-03-30,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0
2009-03-31,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0
2009-04-01,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0
2009-04-02,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0
2009-04-03,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0
2009-04-06,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0
2009-04-07,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0
2009-04-08,0.4000000059604645,0.3499999940395355,0.3499999940395355,0.4000000059604645,3600.0
2009-04-09,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,200.0
2009-04-13,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,200.0
2009-04-14,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.4000000059604645,2700.0
2009-04-15,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.0
2009-04-16,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,600.0
2009-04-17,0.3499999940395355,0.4000000059604645,0.3499999940395355,0.4000000059604645,3000.0
2009-04-20,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.0
2009-04-21,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.0
2009-04-22,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,600.0
2009-04-23,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,10000.0
2009-04-24,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.0
2009-04-27,0.3499999940395355,0.30000001192092896,0.30000001192092896,0.3499999940395355,2300.0
2009-04-28,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,500.0
2009-04-29,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,500.0
2009-04-30,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0
2009-05-01,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,1000.0
2009-05-04,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,7500.0
