Date,ctshopen,ctshclose,ctshlow,ctshhigh,ctshvolume
2008-01-02,16.915000915527344,16.114999771118164,16.010000228881836,17.0,10133000.0
2008-01-03,16.239999771118164,16.375,16.174999237060547,16.649999618530273,6361800.0
2008-01-04,16.040000915527344,15.5,15.454999923706055,16.2549991607666,6718200.0
2008-01-07,15.545000076293945,15.609999656677246,15.399999618530273,16.030000686645508,9073000.0
2008-01-08,15.699999809265137,15.305000305175781,15.305000305175781,15.960000038146973,8094000.0
2008-01-09,15.199999809265137,15.520000457763672,14.944999694824219,15.524999618530273,9418000.0
2008-01-10,15.550000190734863,14.989999771118164,14.75,15.579999923706055,12558000.0
2008-01-11,14.675000190734863,13.555000305175781,13.53499984741211,14.680000305175781,24314200.0
2008-01-14,13.819999694824219,14.175000190734863,13.819999694824219,14.279999732971191,11027600.0
2008-01-15,13.880000114440918,13.335000038146973,13.199999809265137,14.170000076293945,12976400.0
2008-01-16,13.25,13.100000381469727,12.90999984741211,13.470000267028809,15139800.0
2008-01-17,13.239999771118164,13.539999961853027,12.920000076293945,13.925000190734863,20964400.0
2008-01-18,13.335000038146973,13.0,12.979999542236328,13.90999984741211,17061400.0
2008-01-22,12.399999618530273,12.699999809265137,11.6850004196167,12.944999694824219,13042800.0
2008-01-23,12.145000457763672,13.5,12.029999732971191,13.614999771118164,13104400.0
2008-01-24,13.210000038146973,13.404999732971191,13.020000457763672,13.6850004196167,8783600.0
2008-01-25,13.6850004196167,13.4350004196167,13.319999694824219,14.114999771118164,7909200.0
2008-01-28,13.539999961853027,13.774999618530273,13.380000114440918,13.819999694824219,6333200.0
2008-01-29,13.819999694824219,14.104999542236328,13.729999542236328,14.15999984741211,6715000.0
2008-01-30,13.984999656677246,14.095000267028809,13.774999618530273,14.404999732971191,7842200.0
2008-01-31,13.789999961853027,13.949999809265137,13.460000038146973,14.15999984741211,10242400.0
2008-02-01,14.050000190734863,14.920000076293945,13.960000038146973,15.125,13534200.0
2008-02-04,14.880000114440918,14.829999923706055,14.555000305175781,14.944999694824219,9754400.0
2008-02-05,14.444999694824219,14.300000190734863,14.180000305175781,14.595000267028809,9778000.0
2008-02-06,14.475000381469727,13.649999618530273,13.585000038146973,14.600000381469727,12587000.0
2008-02-07,13.579999923706055,13.640000343322754,13.029999732971191,13.800000190734863,19295400.0
2008-02-08,15.914999961853027,15.920000076293945,15.5,16.459999084472656,38536600.0
2008-02-11,16.0,16.049999237060547,15.694999694824219,16.25,8830400.0
2008-02-12,16.229999542236328,16.690000534057617,16.139999389648438,16.7450008392334,12944400.0
2008-02-13,16.770000457763672,16.780000686645508,16.360000610351562,16.9950008392334,13111000.0
2008-02-14,16.665000915527344,16.354999542236328,16.270000457763672,16.799999237060547,6600800.0
2008-02-15,16.30500030517578,16.280000686645508,16.0,16.334999084472656,5619200.0
2008-02-19,16.71500015258789,16.28499984741211,16.15999984741211,16.725000381469727,6743800.0
2008-02-20,16.079999923706055,16.520000457763672,15.925000190734863,16.614999771118164,7698600.0
2008-02-21,16.584999084472656,16.1299991607666,16.065000534057617,16.665000915527344,5123400.0
2008-02-22,16.25,16.075000762939453,15.675000190734863,16.295000076293945,8496800.0
2008-02-25,16.239999771118164,16.049999237060547,15.694999694824219,16.239999771118164,6332200.0
2008-02-26,16.049999237060547,16.350000381469727,15.789999961853027,16.43000030517578,5075000.0
2008-02-27,16.235000610351562,16.385000228881836,16.045000076293945,16.625,5896600.0
2008-02-28,16.170000076293945,16.18000030517578,16.110000610351562,16.469999313354492,3798600.0
2008-02-29,15.90999984741211,15.104999542236328,15.095000267028809,15.989999771118164,9358400.0
2008-03-03,15.03499984741211,15.010000228881836,14.869999885559082,15.164999961853027,8681000.0
2008-03-04,14.859999656677246,15.239999771118164,14.835000038146973,15.404999732971191,8110000.0
2008-03-05,15.244999885559082,15.569999694824219,15.225000381469727,15.75,10169800.0
2008-03-06,15.5,14.694999694824219,14.670000076293945,15.524999618530273,8987600.0
2008-03-07,14.5,14.595000267028809,14.295000076293945,14.989999771118164,8634000.0
2008-03-10,14.675000190734863,13.859999656677246,13.854999542236328,14.6899995803833,7070800.0
2008-03-11,14.225000381469727,14.734999656677246,13.989999771118164,14.734999656677246,8235200.0
2008-03-12,14.720000267028809,14.430000305175781,14.305000305175781,14.944999694824219,7494400.0
2008-03-13,14.029999732971191,14.345000267028809,13.734999656677246,14.539999961853027,7102000.0
2008-03-14,14.404999732971191,13.635000228881836,13.460000038146973,14.510000228881836,12667400.0
2008-03-17,13.300000190734863,13.404999732971191,12.875,13.520000457763672,13392600.0
2008-03-18,13.729999542236328,14.430000305175781,13.654999732971191,14.449999809265137,10451000.0
2008-03-19,14.760000228881836,13.949999809265137,13.949999809265137,15.010000228881836,6881800.0
2008-03-20,13.954999923706055,14.505000114440918,13.710000038146973,14.5649995803833,9502200.0
2008-03-24,14.520000457763672,15.380000114440918,14.510000228881836,15.545000076293945,8418000.0
2008-03-25,15.545000076293945,15.279999732971191,15.085000038146973,15.545000076293945,6076200.0
2008-03-26,15.180000305175781,15.279999732971191,15.010000228881836,15.425000190734863,4596400.0
2008-03-27,15.305000305175781,14.744999885559082,14.529999732971191,15.414999961853027,8554200.0
2008-03-28,15.21500015258789,14.59000015258789,14.449999809265137,15.21500015258789,6883000.0
2008-03-31,14.9350004196167,14.414999961853027,14.270000457763672,14.944999694824219,6255000.0
2008-04-01,14.585000038146973,15.085000038146973,14.46500015258789,15.085000038146973,7918600.0
2008-04-02,15.220000267028809,14.845000267028809,14.699999809265137,15.324999809265137,7158600.0
2008-04-03,14.819999694824219,14.779999732971191,14.635000228881836,14.984999656677246,7218200.0
2008-04-04,14.869999885559082,14.694999694824219,14.385000228881836,14.869999885559082,6271200.0
2008-04-07,14.96500015258789,14.484999656677246,14.4350004196167,14.96500015258789,4837600.0
2008-04-08,14.345000267028809,14.260000228881836,14.09000015258789,14.4399995803833,5266400.0
2008-04-09,14.350000381469727,13.914999961853027,13.824999809265137,14.385000228881836,5186600.0
2008-04-10,13.770000457763672,13.994999885559082,13.59000015258789,14.140000343322754,11748400.0
2008-04-11,13.850000381469727,13.265000343322754,13.260000228881836,13.925000190734863,10729000.0
2008-04-14,13.234999656677246,13.484999656677246,13.15999984741211,13.550000190734863,9023800.0
2008-04-15,13.875,14.65999984741211,13.6899995803833,14.729999542236328,17451800.0
2008-04-16,14.899999618530273,15.0,14.364999771118164,15.050000190734863,12132400.0
2008-04-17,15.114999771118164,14.630000114440918,14.430000305175781,15.119999885559082,6854000.0
2008-04-18,15.079999923706055,15.479999542236328,15.0,15.539999961853027,11428000.0
2008-04-21,15.5600004196167,15.710000038146973,15.1850004196167,15.800000190734863,9681800.0
2008-04-22,15.420000076293945,15.050000190734863,14.899999618530273,15.444999694824219,8194200.0
2008-04-23,15.194999694824219,15.430000305175781,14.9350004196167,15.545000076293945,6084200.0
2008-04-24,15.345000267028809,15.6899995803833,15.050000190734863,15.904999732971191,5555000.0
2008-04-25,15.65999984741211,15.625,15.244999885559082,15.805000305175781,3722800.0
2008-04-28,15.649999618530273,15.595000267028809,15.489999771118164,15.800000190734863,4537600.0
2008-04-29,16.03499984741211,16.059999465942383,15.800000190734863,16.219999313354492,7772400.0
2008-04-30,16.174999237060547,16.125,15.979999542236328,16.420000076293945,6775400.0
2008-05-01,15.75,16.110000610351562,15.335000038146973,16.125,9961200.0
2008-05-02,16.385000228881836,16.530000686645508,16.204999923706055,16.674999237060547,5803000.0
2008-05-05,16.684999465942383,16.6200008392334,16.31999969482422,16.719999313354492,5584000.0
2008-05-06,16.280000686645508,16.875,15.914999961853027,17.454999923706055,16834200.0
2008-05-07,15.380000114440918,15.104999542236328,15.005000114440918,15.78499984741211,29635800.0
2008-05-08,15.225000381469727,14.920000076293945,14.420000076293945,15.300000190734863,21132000.0
2008-05-09,14.880000114440918,14.864999771118164,14.505000114440918,15.104999542236328,10304000.0
2008-05-12,14.869999885559082,15.085000038146973,14.505000114440918,15.149999618530273,13062200.0
2008-05-13,15.149999618530273,14.960000038146973,14.574999809265137,15.15999984741211,9951000.0
2008-05-14,14.984999656677246,15.3149995803833,14.845000267028809,15.494999885559082,8789800.0
2008-05-15,15.239999771118164,15.8149995803833,14.824999809265137,15.835000038146973,11695600.0
2008-05-16,15.880000114440918,15.774999618530273,15.350000381469727,15.944999694824219,8532200.0
2008-05-19,15.670000076293945,15.864999771118164,15.670000076293945,16.065000534057617,9944000.0
2008-05-20,15.694999694824219,15.380000114440918,15.220000267028809,16.0,9109400.0
2008-05-21,15.4399995803833,15.055000305175781,14.96500015258789,15.524999618530273,10465400.0
2008-05-22,15.1899995803833,15.5,15.039999961853027,15.5600004196167,8242600.0
2008-05-23,15.449999809265137,15.199999809265137,15.005000114440918,15.489999771118164,4864200.0
2008-05-27,15.21500015258789,15.760000228881836,15.204999923706055,15.760000228881836,7255600.0
2008-05-28,15.75,16.104999542236328,15.71500015258789,16.125,6955800.0
2008-05-29,16.075000762939453,16.7450008392334,16.03499984741211,17.25,15098600.0
2008-05-30,16.735000610351562,17.639999389648438,16.735000610351562,17.899999618530273,16300000.0
2008-06-02,17.665000915527344,17.260000228881836,16.875,17.665000915527344,10694000.0
2008-06-03,17.424999237060547,17.434999465942383,17.2450008392334,17.760000228881836,7968000.0
2008-06-04,17.399999618530273,17.7549991607666,17.31999969482422,18.0,9124800.0
2008-06-05,17.94499969482422,18.389999389648438,17.94499969482422,18.43000030517578,12143800.0
2008-06-06,18.184999465942383,17.385000228881836,17.295000076293945,18.2450008392334,11855600.0
2008-06-09,17.4950008392334,17.684999465942383,17.389999389648438,17.770000457763672,9645400.0
2008-06-10,17.434999465942383,17.2549991607666,16.899999618530273,17.5,8503400.0
2008-06-11,17.2549991607666,17.075000762939453,17.05500030517578,17.520000457763672,9420200.0
2008-06-12,17.31999969482422,17.28499984741211,17.075000762939453,17.84000015258789,7002000.0
2008-06-13,17.565000534057617,17.875,17.385000228881836,17.905000686645508,9929600.0
2008-06-16,17.65999984741211,17.905000686645508,17.514999389648438,17.94499969482422,7388400.0
2008-06-17,18.020000457763672,17.864999771118164,17.729999542236328,18.065000534057617,7089000.0
2008-06-18,17.959999084472656,17.864999771118164,17.725000381469727,18.1200008392334,12674200.0
2008-06-19,17.84000015258789,18.354999542236328,17.829999923706055,18.549999237060547,9892400.0
2008-06-20,17.655000686645508,17.485000610351562,17.309999465942383,17.8799991607666,16908800.0
2008-06-23,17.704999923706055,17.559999465942383,17.399999618530273,17.825000762939453,10607200.0
2008-06-24,17.5,17.174999237060547,16.854999542236328,17.614999771118164,11738000.0
2008-06-25,17.299999237060547,17.219999313354492,17.049999237060547,17.459999084472656,8978200.0
2008-06-26,16.989999771118164,16.2549991607666,16.174999237060547,17.030000686645508,13644400.0
2008-06-27,16.270000457763672,16.44499969482422,16.079999923706055,16.614999771118164,9330400.0
2008-06-30,16.364999771118164,16.2549991607666,16.079999923706055,16.450000762939453,9976800.0
2008-07-01,16.135000228881836,15.970000267028809,15.720000267028809,16.239999771118164,15803800.0
2008-07-02,15.875,15.6850004196167,15.645000457763672,16.25,8726800.0
2008-07-03,15.859999656677246,15.899999618530273,15.664999961853027,16.145000457763672,5972400.0
2008-07-07,15.84000015258789,15.664999961853027,15.350000381469727,16.264999389648438,10243000.0
2008-07-08,15.625,15.675000190734863,14.979999542236328,15.824999809265137,13075600.0
2008-07-09,15.545000076293945,15.039999961853027,15.024999618530273,16.18000030517578,19355800.0
2008-07-10,15.055000305175781,15.125,14.640000343322754,15.175000190734863,19456400.0
2008-07-11,14.354999542236328,14.079999923706055,13.795000076293945,14.520000457763672,17756000.0
2008-07-14,14.164999961853027,14.069999694824219,14.015000343322754,14.350000381469727,13597200.0
2008-07-15,14.005000114440918,13.854999542236328,13.430000305175781,14.130000114440918,12781200.0
2008-07-16,13.84000015258789,14.149999618530273,13.654999732971191,14.220000267028809,12336000.0
2008-07-17,14.225000381469727,14.359999656677246,13.960000038146973,14.510000228881836,6780200.0
2008-07-18,14.5,14.045000076293945,13.9399995803833,14.5,13193200.0
2008-07-21,14.15999984741211,14.0,13.875,14.430000305175781,10660000.0
2008-07-22,13.899999618530273,13.895000457763672,13.654999732971191,14.0,13599600.0
2008-07-23,13.984999656677246,14.289999961853027,13.930000305175781,14.545000076293945,10173600.0
2008-07-24,14.220000267028809,13.300000190734863,13.300000190734863,14.375,12203200.0
2008-07-25,13.444999694824219,13.53499984741211,13.34000015258789,13.725000381469727,11363200.0
2008-07-28,13.670000076293945,13.380000114440918,13.359999656677246,13.835000038146973,14884200.0
2008-07-29,13.335000038146973,13.90999984741211,13.335000038146973,14.010000228881836,14124200.0
2008-07-30,14.045000076293945,14.100000381469727,13.835000038146973,14.279999732971191,11611200.0
2008-07-31,13.760000228881836,14.03499984741211,13.5,14.194999694824219,21186200.0
2008-08-01,14.135000228881836,14.680000305175781,14.100000381469727,14.805000305175781,28850600.0
2008-08-04,14.614999771118164,14.430000305175781,14.305000305175781,14.710000038146973,9875400.0
2008-08-05,14.619999885559082,14.824999809265137,14.399999618530273,14.845000267028809,11318800.0
2008-08-06,14.800000190734863,15.145000457763672,14.635000228881836,15.1899995803833,9542600.0
2008-08-07,15.069999694824219,14.829999923706055,14.770000457763672,15.100000381469727,11005800.0
