Date,gencopen,gencclose,genclow,genchigh,gencvolume
2008-01-02,6.893333435058594,6.900000095367432,6.893333435058594,6.900000095367432,3400.0
2008-01-03,6.733333110809326,6.833333492279053,6.5,6.833333492279053,4500.0
2008-01-04,6.666666507720947,6.699999809265137,6.666666507720947,6.833333492279053,400.0
2008-01-07,6.4666666984558105,6.633333206176758,6.4666666984558105,6.666666507720947,9700.0
2008-01-08,6.633333206176758,6.666666507720947,6.306666851043701,6.666666507720947,10800.0
2008-01-09,6.633333206176758,6.666666507720947,6.633333206176758,6.673333168029785,18300.0
2008-01-10,6.673333168029785,6.726666450500488,6.673333168029785,6.726666450500488,7600.0
2008-01-11,6.733333110809326,6.833333492279053,6.4066667556762695,6.833333492279053,3700.0
2008-01-14,6.7133331298828125,6.5,6.5,6.7133331298828125,2100.0
2008-01-15,6.666666507720947,6.599999904632568,6.599999904632568,6.666666507720947,8500.0
2008-01-16,6.666666507720947,6.666666507720947,6.666666507720947,6.666666507720947,2800.0
2008-01-17,6.5,6.666666507720947,6.5,6.733333110809326,5100.0
2008-01-18,6.699999809265137,6.599999904632568,6.599999904632568,6.699999809265137,8500.0
2008-01-22,6.633333206176758,6.833333492279053,6.633333206176758,6.833333492279053,13500.0
2008-01-23,6.833333492279053,6.833333492279053,6.666666507720947,7.0,31300.0
2008-01-24,7.0,6.833333492279053,6.833333492279053,7.0,900.0
2008-01-25,6.900000095367432,6.87333345413208,6.87333345413208,6.900000095367432,8200.0
2008-01-28,6.833333492279053,6.833333492279053,6.833333492279053,6.833333492279053,2400.0
2008-01-29,6.833333492279053,6.826666831970215,6.800000190734863,6.833333492279053,4000.0
2008-01-30,6.833333492279053,6.806666851043701,6.806666851043701,6.833333492279053,3000.0
2008-01-31,6.833333492279053,6.800000190734863,6.800000190734863,6.833333492279053,8400.0
2008-02-01,6.800000190734863,6.800000190734863,6.800000190734863,6.800000190734863,0.0
2008-02-04,6.833333492279053,7.0,6.833333492279053,7.0,12000.0
2008-02-05,6.733333110809326,6.880000114440918,6.733333110809326,6.880000114440918,300.0
2008-02-06,6.900000095367432,7.333333492279053,6.900000095367432,7.333333492279053,12100.0
2008-02-07,7.493333339691162,7.4666666984558105,7.166666507720947,7.5,12900.0
2008-02-08,7.599999904632568,7.9666666984558105,7.5,7.9666666984558105,13000.0
2008-02-11,8.0,8.75333309173584,7.333333492279053,9.0,47800.0
2008-02-12,8.546667098999023,9.666666984558105,8.546667098999023,9.84666633605957,114700.0
2008-02-13,9.800000190734863,9.666666984558105,9.333333015441895,9.933333396911621,86400.0
2008-02-14,9.666666984558105,9.666666984558105,9.233333587646484,9.666666984558105,21700.0
2008-02-15,9.666666984558105,9.380000114440918,9.319999694824219,9.666666984558105,10600.0
2008-02-19,9.239999771118164,9.926666259765625,9.239999771118164,10.633333206176758,93000.0
2008-02-20,9.993332862854004,9.633333206176758,9.433333396911621,9.993332862854004,27900.0
2008-02-21,9.833333015441895,9.666666984558105,9.433333396911621,9.833333015441895,13500.0
2008-02-22,9.65999984741211,9.866666793823242,9.65999984741211,9.866666793823242,22800.0
2008-02-25,9.766666412353516,10.833333015441895,9.75333309173584,11.126667022705078,63600.0
2008-02-26,10.933333396911621,11.833333015441895,10.933333396911621,12.633333206176758,130900.0
2008-02-27,12.25333309173584,12.460000038146973,11.433333396911621,12.986666679382324,87000.0
2008-02-28,12.333333015441895,12.5600004196167,11.666666984558105,12.786666870117188,85000.0
