Date,postopen,postclose,postlow,posthigh,postvolume
2012-01-27,27.1299991607666,26.950000762939453,26.700000762939453,27.739999771118164,0
2012-01-30,27.1299991607666,26.950000762939453,26.700000762939453,27.739999771118164,0
2012-01-31,27.1299991607666,26.950000762939453,26.700000762939453,27.739999771118164,0
2012-02-01,27.1299991607666,26.950000762939453,26.700000762939453,27.739999771118164,0
2012-02-02,27.1299991607666,26.950000762939453,26.700000762939453,27.739999771118164,0
2012-02-03,27.1299991607666,26.950000762939453,26.700000762939453,27.739999771118164,0
2012-02-06,27.1299991607666,26.889999389648438,26.700000762939453,27.739999771118164,2041500
2012-02-07,26.75,26.18000030517578,25.889999389648438,26.889999389648438,1659800
2012-02-08,25.959999084472656,26.020000457763672,25.34000015258789,26.190000534057617,1983100
2012-02-09,26.280000686645508,26.520000457763672,26.0,27.450000762939453,1686900
2012-02-10,25.649999618530273,26.639999389648438,25.649999618530273,26.700000762939453,1340900
2012-02-13,26.3799991607666,27.719999313354492,26.020000457763672,28.010000228881836,1858400
2012-02-14,27.979999542236328,29.700000762939453,27.399999618530273,30.639999389648438,1555600
2012-02-15,30.280000686645508,30.940000534057617,29.899999618530273,31.93000030517578,1299600
2012-02-16,31.09000015258789,30.969999313354492,30.610000610351562,31.360000610351562,823100
2012-02-17,30.920000076293945,30.799999237060547,30.299999237060547,30.989999771118164,527000
2012-02-21,30.600000381469727,30.350000381469727,29.950000762939453,30.899999618530273,518400
2012-02-22,30.440000534057617,30.610000610351562,30.010000228881836,30.81999969482422,397900
2012-02-23,30.540000915527344,31.3700008392334,30.010000228881836,31.6299991607666,222300
2012-02-24,31.049999237060547,31.350000381469727,30.1200008392334,31.450000762939453,188400
2012-02-27,30.940000534057617,31.450000762939453,30.34000015258789,31.899999618530273,292600
2012-02-28,30.600000381469727,31.5,30.600000381469727,31.6200008392334,377300
2012-02-29,31.670000076293945,31.139999389648438,31.049999237060547,31.899999618530273,694100
2012-03-01,31.510000228881836,31.489999771118164,31.18000030517578,31.59000015258789,288000
2012-03-02,31.540000915527344,31.459999084472656,31.110000610351562,31.59000015258789,190900
2012-03-05,32.0,31.450000762939453,31.40999984741211,32.0,206900
2012-03-06,31.209999084472656,30.25,29.600000381469727,31.360000610351562,639800
2012-03-07,30.40999984741211,30.18000030517578,30.110000610351562,30.700000762939453,350100
2012-03-08,30.309999465942383,29.90999984741211,29.610000610351562,30.469999313354492,541200
2012-03-09,29.760000228881836,30.670000076293945,29.760000228881836,31.06999969482422,285300
2012-03-12,30.6299991607666,30.020000457763672,29.829999923706055,30.739999771118164,224300
2012-03-13,30.100000381469727,30.889999389648438,30.100000381469727,31.0,247300
2012-03-14,30.889999389648438,30.1299991607666,30.020000457763672,31.1299991607666,226700
2012-03-15,30.020000457763672,29.979999542236328,29.8799991607666,30.06999969482422,335600
2012-03-16,29.969999313354492,30.6299991607666,29.90999984741211,31.149999618530273,335100
2012-03-19,30.690000534057617,30.299999237060547,30.15999984741211,30.979999542236328,86400
2012-03-20,30.200000762939453,29.780000686645508,29.709999084472656,30.31999969482422,144500
2012-03-21,29.809999465942383,29.920000076293945,29.729999542236328,30.3799991607666,757900
2012-03-22,29.700000762939453,30.420000076293945,29.65999984741211,30.489999771118164,272500
2012-03-23,30.3700008392334,31.0,30.3700008392334,31.059999465942383,383300
2012-03-26,31.190000534057617,31.639999389648438,31.15999984741211,31.81999969482422,191300
2012-03-27,31.600000381469727,32.08000183105469,31.600000381469727,32.5099983215332,161400
2012-03-28,32.029998779296875,32.209999084472656,31.940000534057617,32.38999938964844,136500
2012-03-29,32.09000015258789,32.2400016784668,32.0,32.34000015258789,271600
2012-03-30,32.34000015258789,32.93000030517578,32.119998931884766,33.7400016784668,544900
2012-04-02,32.869998931884766,33.97999954223633,32.689998626708984,34.349998474121094,264600
2012-04-03,33.91999816894531,33.25,33.130001068115234,34.25,588100
2012-04-04,33.0099983215332,32.880001068115234,32.650001525878906,33.20000076293945,203200
2012-04-05,32.7400016784668,32.70000076293945,32.459999084472656,32.869998931884766,57000
2012-04-09,32.29999923706055,32.2400016784668,31.719999313354492,32.5099983215332,92000
2012-04-10,32.15999984741211,31.489999771118164,31.219999313354492,32.2599983215332,148700
2012-04-11,31.68000030517578,31.440000534057617,31.309999465942383,31.68000030517578,147400
2012-04-12,31.389999389648438,31.360000610351562,31.190000534057617,31.450000762939453,108900
2012-04-13,31.450000762939453,32.16999816894531,31.139999389648438,32.18000030517578,157400
2012-04-16,32.209999084472656,31.979999542236328,31.920000076293945,32.43000030517578,96900
2012-04-17,32.13999938964844,32.0,31.860000610351562,32.54999923706055,113600
2012-04-18,31.940000534057617,31.709999084472656,31.34000015258789,32.2599983215332,144200
2012-04-19,31.700000762939453,31.700000762939453,31.299999237060547,31.81999969482422,91100
2012-04-20,31.770000457763672,31.889999389648438,31.700000762939453,32.22999954223633,179900
2012-04-23,31.5,31.389999389648438,31.209999084472656,31.799999237060547,250400
2012-04-24,31.329999923706055,31.540000915527344,31.18000030517578,31.690000534057617,318000
2012-04-25,31.600000381469727,32.529998779296875,31.450000762939453,32.689998626708984,303300
2012-04-26,32.380001068115234,31.010000228881836,30.84000015258789,32.68000030517578,522000
2012-04-27,30.979999542236328,30.0,29.8700008392334,30.979999542236328,415400
2012-04-30,29.940000534057617,29.75,29.510000228881836,30.149999618530273,222000
2012-05-01,29.780000686645508,29.75,29.520000457763672,30.799999237060547,294100
2012-05-02,29.6299991607666,29.280000686645508,29.149999618530273,29.84000015258789,279000
2012-05-03,29.290000915527344,29.84000015258789,28.809999465942383,29.969999313354492,229000
2012-05-04,29.719999313354492,29.959999084472656,29.559999465942383,30.350000381469727,215600
2012-05-07,29.850000381469727,30.760000228881836,29.719999313354492,30.850000381469727,158000
2012-05-08,30.540000915527344,31.020000457763672,30.540000915527344,31.110000610351562,124000
2012-05-09,30.780000686645508,30.81999969482422,30.5,30.950000762939453,112300
2012-05-10,30.979999542236328,31.049999237060547,30.860000610351562,31.43000030517578,203600
2012-05-11,30.959999084472656,30.739999771118164,30.56999969482422,31.360000610351562,279000
2012-05-14,30.530000686645508,30.190000534057617,29.8799991607666,31.030000686645508,173900
2012-05-15,30.190000534057617,30.139999389648438,30.020000457763672,30.610000610351562,129000
2012-05-16,30.280000686645508,29.989999771118164,29.889999389648438,30.850000381469727,268100
2012-05-17,30.0,29.260000228881836,29.260000228881836,30.040000915527344,331700
2012-05-18,29.350000381469727,29.540000915527344,28.940000534057617,29.850000381469727,228300
2012-05-21,29.719999313354492,29.610000610351562,29.170000076293945,30.600000381469727,218300
2012-05-22,29.65999984741211,29.15999984741211,28.950000762939453,30.100000381469727,241900
2012-05-23,29.010000228881836,28.940000534057617,28.56999969482422,29.270000457763672,160000
2012-05-24,28.950000762939453,28.0,27.920000076293945,29.389999389648438,372300
2012-05-25,27.93000030517578,29.75,27.329999923706055,30.200000762939453,510700
2012-05-29,29.81999969482422,31.25,29.81999969482422,31.329999923706055,267600
2012-05-30,31.100000381469727,30.389999389648438,29.889999389648438,31.299999237060547,122900
2012-05-31,30.34000015258789,30.06999969482422,29.59000015258789,30.420000076293945,141300
2012-06-01,29.540000915527344,29.309999465942383,29.06999969482422,29.860000610351562,163100
2012-06-04,29.309999465942383,29.389999389648438,28.530000686645508,29.510000228881836,286100
2012-06-05,29.229999542236328,30.469999313354492,29.229999542236328,30.799999237060547,226600
2012-06-06,30.530000686645508,30.979999542236328,30.489999771118164,30.989999771118164,126200
2012-06-07,31.100000381469727,30.850000381469727,30.75,31.469999313354492,132100
2012-06-08,30.809999465942383,30.989999771118164,30.6200008392334,31.260000228881836,147500
2012-06-11,31.219999313354492,30.829999923706055,30.56999969482422,31.219999313354492,135300
2012-06-12,30.920000076293945,30.8700008392334,30.450000762939453,30.979999542236328,138100
2012-06-13,30.899999618530273,30.950000762939453,30.639999389648438,30.989999771118164,230400
2012-06-14,30.93000030517578,31.139999389648438,30.540000915527344,31.25,178400
2012-06-15,31.25,32.38999938964844,31.139999389648438,32.459999084472656,284200
2012-06-18,32.150001525878906,32.70000076293945,31.889999389648438,33.060001373291016,193400
2012-06-19,32.70000076293945,31.860000610351562,31.6299991607666,33.060001373291016,191800
2012-06-20,31.829999923706055,31.260000228881836,31.09000015258789,32.16999816894531,222700
2012-06-21,31.309999465942383,31.709999084472656,30.90999984741211,32.09000015258789,268300
2012-06-22,31.780000686645508,32.4900016784668,31.56999969482422,32.72999954223633,2629300
2012-06-25,32.040000915527344,31.549999237060547,31.149999618530273,32.27000045776367,281700
2012-06-26,31.639999389648438,31.770000457763672,31.56999969482422,32.34000015258789,153800
2012-06-27,31.850000381469727,30.889999389648438,30.670000076293945,32.060001373291016,245000
2012-06-28,30.649999618530273,30.850000381469727,30.43000030517578,31.020000457763672,157800
2012-06-29,31.270000457763672,30.75,30.709999084472656,31.920000076293945,233800
2012-07-02,30.8700008392334,32.209999084472656,30.809999465942383,32.220001220703125,311300
2012-07-03,32.13999938964844,32.61000061035156,32.029998779296875,32.61000061035156,113900
2012-07-05,32.52000045776367,32.91999816894531,32.459999084472656,33.91999816894531,113200
2012-07-06,32.650001525878906,32.33000183105469,32.22999954223633,33.099998474121094,119000
2012-07-09,32.349998474121094,31.959999084472656,31.799999237060547,32.459999084472656,147400
2012-07-10,32.060001373291016,31.899999618530273,31.780000686645508,32.630001068115234,135600
2012-07-11,31.860000610351562,30.899999618530273,30.5,31.860000610351562,1016100
2012-07-12,30.799999237060547,30.200000762939453,29.25,30.889999389648438,1033100
2012-07-13,30.299999237060547,31.18000030517578,30.299999237060547,31.450000762939453,558600
2012-07-16,31.06999969482422,30.31999969482422,30.149999618530273,31.06999969482422,126600
2012-07-17,30.420000076293945,30.6200008392334,30.06999969482422,30.6299991607666,130400
2012-07-18,30.559999465942383,30.989999771118164,30.329999923706055,31.219999313354492,144800
2012-07-19,30.969999313354492,29.959999084472656,29.799999237060547,30.969999313354492,81500
2012-07-20,29.709999084472656,30.010000228881836,29.360000610351562,30.1299991607666,160200
2012-07-23,29.639999389648438,29.6299991607666,29.34000015258789,29.81999969482422,100600
2012-07-24,29.700000762939453,29.459999084472656,29.25,29.700000762939453,163100
2012-07-25,29.6200008392334,29.450000762939453,29.34000015258789,29.950000762939453,113900
2012-07-26,29.850000381469727,29.8700008392334,29.6299991607666,30.139999389648438,214400
2012-07-27,30.06999969482422,30.450000762939453,29.920000076293945,30.610000610351562,216900
2012-07-30,30.43000030517578,30.290000915527344,30.06999969482422,30.559999465942383,88500
2012-07-31,30.149999618530273,29.600000381469727,29.510000228881836,30.18000030517578,174500
2012-08-01,29.690000534057617,28.579999923706055,28.450000762939453,29.690000534057617,150700
2012-08-02,28.350000381469727,28.6200008392334,28.350000381469727,29.0,179300
