Date,postopen,postclose,postlow,posthigh,postvolume
2012-08-03,28.850000381469727,29.049999237060547,28.719999313354492,29.200000762939453,157300
2012-08-06,29.170000076293945,29.6200008392334,29.170000076293945,29.920000076293945,173700
2012-08-07,29.809999465942383,31.34000015258789,29.09000015258789,31.420000076293945,359700
2012-08-08,31.270000457763672,31.549999237060547,30.770000457763672,31.649999618530273,621300
2012-08-09,31.600000381469727,31.760000228881836,31.209999084472656,31.989999771118164,191100
2012-08-10,31.649999618530273,31.0,30.84000015258789,31.920000076293945,210000
2012-08-13,30.809999465942383,29.700000762939453,29.530000686645508,30.809999465942383,100300
2012-08-14,29.899999618530273,29.5,29.31999969482422,30.079999923706055,82700
2012-08-15,29.469999313354492,30.010000228881836,29.43000030517578,30.049999237060547,30800
2012-08-16,30.040000915527344,30.100000381469727,29.860000610351562,30.1200008392334,78000
2012-08-17,30.059999465942383,30.06999969482422,29.950000762939453,30.1299991607666,65200
2012-08-20,30.06999969482422,30.170000076293945,29.8700008392334,30.170000076293945,72400
2012-08-21,30.229999542236328,30.549999237060547,30.229999542236328,30.6200008392334,145000
2012-08-22,30.540000915527344,30.229999542236328,30.190000534057617,30.540000915527344,61200
2012-08-23,30.229999542236328,29.8700008392334,29.799999237060547,30.3700008392334,97300
2012-08-24,29.760000228881836,30.450000762939453,29.649999618530273,30.549999237060547,65000
2012-08-27,30.549999237060547,31.260000228881836,30.459999084472656,31.350000381469727,130400
2012-08-28,31.15999984741211,30.8799991607666,30.860000610351562,31.709999084472656,56600
2012-08-29,30.989999771118164,30.81999969482422,30.770000457763672,31.1200008392334,58500
2012-08-30,30.75,29.850000381469727,29.760000228881836,30.780000686645508,91100
2012-08-31,30.110000610351562,29.850000381469727,29.719999313354492,30.219999313354492,102600
2012-09-04,30.239999771118164,30.690000534057617,29.950000762939453,31.270000457763672,268400
2012-09-05,30.639999389648438,30.040000915527344,29.889999389648438,30.8700008392334,367000
2012-09-06,30.260000228881836,30.049999237060547,29.959999084472656,30.280000686645508,251200
2012-09-07,30.209999084472656,29.899999618530273,29.84000015258789,30.25,126500
2012-09-10,29.8700008392334,29.81999969482422,29.639999389648438,29.969999313354492,350500
2012-09-11,29.81999969482422,30.149999618530273,29.81999969482422,30.31999969482422,135700
2012-09-12,30.149999618530273,30.260000228881836,30.1200008392334,30.459999084472656,87900
2012-09-13,30.209999084472656,31.8700008392334,30.09000015258789,31.889999389648438,182200
2012-09-14,31.799999237060547,30.579999923706055,30.209999084472656,31.799999237060547,246200
2012-09-17,30.469999313354492,30.260000228881836,30.040000915527344,30.790000915527344,128700
2012-09-18,30.299999237060547,30.510000228881836,30.139999389648438,30.780000686645508,118800
2012-09-19,30.549999237060547,30.649999618530273,30.489999771118164,30.959999084472656,141100
2012-09-20,30.579999923706055,30.510000228881836,30.40999984741211,30.860000610351562,137600
2012-09-21,30.889999389648438,30.399999618530273,30.389999389648438,31.010000228881836,348700
2012-09-24,30.25,29.65999984741211,29.6200008392334,30.280000686645508,100300
2012-09-25,29.709999084472656,28.81999969482422,28.81999969482422,29.799999237060547,109400
2012-09-26,28.920000076293945,29.489999771118164,28.6200008392334,29.510000228881836,190900
2012-09-27,28.950000762939453,30.6299991607666,28.729999542236328,30.8799991607666,666300
2012-09-28,30.809999465942383,30.059999465942383,29.809999465942383,30.989999771118164,4304800
2012-10-01,30.1200008392334,30.100000381469727,29.90999984741211,30.530000686645508,471400
2012-10-02,30.270000457763672,30.049999237060547,29.760000228881836,30.270000457763672,424600
2012-10-03,30.149999618530273,30.100000381469727,29.969999313354492,30.309999465942383,142700
2012-10-04,30.260000228881836,30.520000457763672,30.09000015258789,30.530000686645508,274500
2012-10-05,30.5,30.5,30.420000076293945,30.700000762939453,319000
2012-10-08,30.43000030517578,30.459999084472656,30.3700008392334,30.540000915527344,137100
2012-10-09,30.510000228881836,30.110000610351562,30.0,30.530000686645508,229500
2012-10-10,30.200000762939453,30.399999618530273,30.059999465942383,30.399999618530273,182200
2012-10-11,30.59000015258789,30.520000457763672,30.3700008392334,30.639999389648438,191800
2012-10-12,30.459999084472656,30.670000076293945,30.399999618530273,30.799999237060547,147100
2012-10-15,30.639999389648438,30.950000762939453,30.440000534057617,31.0,119500
2012-10-16,31.100000381469727,30.84000015258789,30.829999923706055,31.100000381469727,111100
2012-10-17,30.81999969482422,31.100000381469727,30.739999771118164,31.200000762939453,114900
2012-10-18,31.1200008392334,31.729999542236328,30.989999771118164,31.8799991607666,231400
2012-10-19,31.510000228881836,31.190000534057617,31.0,31.579999923706055,143300
2012-10-22,31.520000457763672,31.90999984741211,31.350000381469727,32.349998474121094,222700
2012-10-23,31.649999618530273,31.790000915527344,30.989999771118164,31.940000534057617,123000
2012-10-24,31.920000076293945,31.110000610351562,31.030000686645508,32.040000915527344,71000
2012-10-25,31.3700008392334,31.15999984741211,30.93000030517578,31.450000762939453,161400
2012-10-26,31.25,31.3700008392334,31.1200008392334,31.459999084472656,64600
2012-10-31,31.3700008392334,31.549999237060547,30.5,31.59000015258789,324800
2012-11-01,31.520000457763672,32.0099983215332,31.219999313354492,32.209999084472656,363400
2012-11-02,32.13999938964844,32.279998779296875,31.920000076293945,32.43000030517578,203700
2012-11-05,32.36000061035156,32.90999984741211,32.189998626708984,32.90999984741211,170400
2012-11-06,33.0,33.869998931884766,32.790000915527344,33.93000030517578,225900
2012-11-07,33.43000030517578,33.18000030517578,32.939998626708984,33.650001525878906,280600
2012-11-08,33.20000076293945,33.20000076293945,32.900001525878906,33.36000061035156,257100
2012-11-09,32.91999816894531,33.58000183105469,32.790000915527344,34.220001220703125,253600
2012-11-12,33.77000045776367,34.61000061035156,33.77000045776367,34.720001220703125,509300
2012-11-13,34.470001220703125,34.40999984741211,34.349998474121094,34.810001373291016,129900
2012-11-14,34.36000061035156,34.06999969482422,33.95000076293945,34.61000061035156,156700
2012-11-15,34.11000061035156,33.900001525878906,33.84000015258789,34.93000030517578,173400
2012-11-16,33.810001373291016,33.90999984741211,33.310001373291016,34.18000030517578,254500
2012-11-19,34.2599983215332,33.88999938964844,33.5,34.2599983215332,300400
2012-11-20,33.77000045776367,33.84000015258789,33.560001373291016,34.029998779296875,138700
2012-11-21,33.9900016784668,33.95000076293945,33.029998779296875,34.029998779296875,175500
2012-11-23,34.0,34.38999938964844,33.90999984741211,34.38999938964844,49600
2012-11-26,36.119998931884766,34.099998474121094,33.630001068115234,36.119998931884766,156900
2012-11-27,35.099998474121094,34.720001220703125,34.650001525878906,35.560001373291016,278700
2012-11-28,34.5,34.599998474121094,34.11000061035156,34.959999084472656,92900
2012-11-29,34.91999816894531,34.43000030517578,34.0099983215332,34.91999816894531,67800
2012-11-30,34.4900016784668,34.439998626708984,34.08000183105469,34.900001525878906,179800
2012-12-03,34.41999816894531,34.56999969482422,33.720001220703125,34.650001525878906,213500
2012-12-04,34.630001068115234,34.72999954223633,34.18000030517578,35.09000015258789,275800
2012-12-05,34.849998474121094,34.290000915527344,34.25,34.880001068115234,70900
2012-12-06,34.369998931884766,34.04999923706055,33.939998626708984,34.63999938964844,99100
2012-12-07,34.220001220703125,34.349998474121094,33.7599983215332,34.470001220703125,148600
2012-12-10,34.40999984741211,34.59000015258789,34.189998626708984,34.72999954223633,201200
2012-12-11,34.66999816894531,34.619998931884766,34.349998474121094,34.75,174600
2012-12-12,34.7400016784668,34.470001220703125,34.25,34.7400016784668,94600
2012-12-13,34.54999923706055,34.439998626708984,34.18000030517578,34.65999984741211,193600
2012-12-14,34.470001220703125,34.220001220703125,33.86000061035156,34.56999969482422,196400
2012-12-17,34.47999954223633,35.0,34.400001525878906,35.0,233300
2012-12-18,35.02000045776367,35.130001068115234,34.59000015258789,35.380001068115234,211400
2012-12-19,35.11000061035156,34.52000045776367,34.400001525878906,35.15999984741211,136900
2012-12-20,34.529998779296875,34.95000076293945,34.47999954223633,35.04999923706055,180900
2012-12-21,34.790000915527344,34.689998626708984,34.66999816894531,35.060001373291016,554800
2012-12-24,34.61000061035156,35.029998779296875,34.5,35.150001525878906,47500
2012-12-26,35.0,34.56999969482422,34.5099983215332,35.290000915527344,68700
2012-12-27,34.65999984741211,34.04999923706055,33.880001068115234,34.689998626708984,84700
2012-12-28,33.939998626708984,33.709999084472656,33.66999816894531,34.0099983215332,150200
2012-12-31,33.650001525878906,34.25,33.650001525878906,34.29999923706055,314600
2013-01-02,34.970001220703125,36.04999923706055,34.95000076293945,36.36000061035156,808300
2013-01-03,36.16999816894531,35.7400016784668,35.369998931884766,36.349998474121094,181800
2013-01-04,35.90999984741211,35.540000915527344,35.5,35.959999084472656,108600
2013-01-07,35.310001373291016,34.70000076293945,33.900001525878906,35.369998931884766,331600
2013-01-08,34.72999954223633,35.16999816894531,34.72999954223633,35.29999923706055,171400
2013-01-09,35.290000915527344,35.34000015258789,35.22999954223633,35.56999969482422,143700
2013-01-10,35.5099983215332,35.349998474121094,35.130001068115234,35.650001525878906,97800
2013-01-11,35.279998779296875,35.27000045776367,35.0,35.459999084472656,183100
2013-01-14,35.290000915527344,34.83000183105469,34.65999984741211,35.38999938964844,164200
2013-01-15,34.5099983215332,34.09000015258789,33.720001220703125,34.630001068115234,321400
2013-01-16,33.97999954223633,33.93000030517578,33.84000015258789,34.15999984741211,59900
2013-01-17,34.119998931884766,34.83000183105469,34.119998931884766,35.0099983215332,229400
2013-01-18,34.7599983215332,35.81999969482422,34.7599983215332,36.45000076293945,242800
2013-01-22,36.04999923706055,36.52000045776367,36.0,36.65999984741211,171000
2013-01-23,36.630001068115234,36.65999984741211,36.52000045776367,36.810001373291016,159300
2013-01-24,36.650001525878906,36.97999954223633,36.650001525878906,37.31999969482422,120800
2013-01-25,37.20000076293945,36.880001068115234,36.70000076293945,37.84000015258789,165800
2013-01-28,37.029998779296875,37.63999938964844,36.66999816894531,37.779998779296875,123700
2013-01-29,37.709999084472656,37.7599983215332,37.5,38.0,128500
2013-01-30,37.86000061035156,37.4900016784668,37.470001220703125,38.150001525878906,126700
2013-01-31,37.40999984741211,37.9900016784668,37.400001525878906,38.099998474121094,222500
2013-02-01,38.25,37.790000915527344,37.61000061035156,38.2599983215332,241400
2013-02-04,37.5099983215332,37.45000076293945,37.18000030517578,37.72999954223633,108400
2013-02-05,37.72999954223633,37.88999938964844,37.45000076293945,38.130001068115234,75400
2013-02-06,37.66999816894531,37.9900016784668,37.209999084472656,38.2400016784668,185500
2013-02-07,38.0,38.040000915527344,37.400001525878906,38.599998474121094,179100
2013-02-08,38.18000030517578,37.779998779296875,37.45000076293945,38.18000030517578,235000
2013-02-11,37.75,37.70000076293945,37.630001068115234,37.959999084472656,148800
2013-02-12,37.720001220703125,38.150001525878906,37.66999816894531,38.18000030517578,245200
2013-02-13,38.279998779296875,38.060001373291016,37.7400016784668,38.349998474121094,116400
2013-02-14,38.18000030517578,39.09000015258789,38.18000030517578,40.630001068115234,430300
2013-02-15,39.290000915527344,39.38999938964844,39.0099983215332,39.43000030517578,186400
2013-02-19,39.540000915527344,39.689998626708984,39.310001373291016,39.81999969482422,198200
2013-02-20,39.099998474121094,37.75,37.529998779296875,39.099998474121094,1451200
2013-02-21,37.61000061035156,38.119998931884766,37.43000030517578,38.20000076293945,1027800
2013-02-22,38.36000061035156,38.290000915527344,37.650001525878906,38.36000061035156,403700
2013-02-25,38.45000076293945,37.869998931884766,37.869998931884766,38.7400016784668,301100
2013-02-26,37.95000076293945,38.20000076293945,37.72999954223633,38.349998474121094,238900
2013-02-27,38.130001068115234,38.310001373291016,37.91999816894531,38.34000015258789,268400
2013-02-28,38.25,38.65999984741211,37.939998626708984,38.75,481400
2013-03-01,38.54999923706055,38.59000015258789,38.380001068115234,38.81999969482422,298700
2013-03-04,38.599998474121094,39.2599983215332,38.4900016784668,39.279998779296875,387600
2013-03-05,39.58000183105469,40.36000061035156,39.36000061035156,40.400001525878906,322200
2013-03-06,40.58000183105469,40.52000045776367,40.349998474121094,40.75,269700
2013-03-07,40.459999084472656,39.880001068115234,39.68000030517578,40.56999969482422,121500
2013-03-08,40.08000183105469,40.15999984741211,39.849998474121094,40.34000015258789,138900
2013-03-11,40.04999923706055,40.029998779296875,39.939998626708984,40.2400016784668,77900
2013-03-12,40.040000915527344,40.2400016784668,39.810001373291016,40.25,131400
2013-03-13,40.20000076293945,40.25,40.16999816894531,40.5099983215332,60600
2013-03-14,40.470001220703125,40.310001373291016,40.18000030517578,40.59000015258789,113300
2013-03-15,40.369998931884766,40.709999084472656,40.220001220703125,42.040000915527344,299900
2013-03-18,40.41999816894531,41.220001220703125,40.41999816894531,41.720001220703125,315300
2013-03-19,41.220001220703125,41.599998474121094,41.220001220703125,41.91999816894531,223800
2013-03-20,41.72999954223633,42.20000076293945,41.599998474121094,42.220001220703125,84100
2013-03-21,41.86000061035156,42.0099983215332,41.72999954223633,42.310001373291016,219900
2013-03-22,42.029998779296875,42.040000915527344,41.619998931884766,42.369998931884766,74600
2013-03-25,42.11000061035156,42.65999984741211,41.97999954223633,42.779998779296875,119500
2013-03-26,42.81999969482422,42.5,42.20000076293945,42.97999954223633,84000
2013-03-27,42.20000076293945,42.47999954223633,42.0,42.52000045776367,43800
2013-03-28,42.59000015258789,42.93000030517578,42.2400016784668,43.13999938964844,426400
2013-04-01,42.93000030517578,43.029998779296875,42.61000061035156,43.220001220703125,162900
2013-04-02,43.150001525878906,42.040000915527344,41.70000076293945,43.560001373291016,426500
2013-04-03,42.08000183105469,42.349998474121094,41.939998626708984,42.61000061035156,253900
2013-04-04,42.470001220703125,43.099998474121094,42.470001220703125,43.099998474121094,128100
2013-04-05,42.5099983215332,42.849998474121094,42.5099983215332,43.209999084472656,155800
2013-04-08,42.83000183105469,43.060001373291016,42.529998779296875,43.060001373291016,190800
2013-04-09,43.220001220703125,43.04999923706055,42.91999816894531,43.38999938964844,72700
2013-04-10,43.13999938964844,43.5099983215332,42.970001220703125,43.599998474121094,137500
2013-04-11,43.529998779296875,43.099998474121094,42.93000030517578,43.63999938964844,167900
2013-04-12,43.06999969482422,43.5099983215332,43.040000915527344,43.56999969482422,597900
2013-04-15,43.380001068115234,42.77000045776367,42.65999984741211,43.81999969482422,194500
2013-04-16,42.95000076293945,43.58000183105469,42.7400016784668,43.650001525878906,170500
2013-04-17,43.380001068115234,42.779998779296875,42.720001220703125,43.630001068115234,312600
2013-04-18,42.75,42.650001525878906,42.310001373291016,43.02000045776367,220700
2013-04-19,42.63999938964844,42.84000015258789,42.630001068115234,43.040000915527344,144000
2013-04-22,42.93000030517578,42.81999969482422,42.54999923706055,43.0,231000
2013-04-23,43.040000915527344,43.70000076293945,43.040000915527344,44.22999954223633,210400
2013-04-24,43.560001373291016,43.25,42.84000015258789,43.7599983215332,115200
2013-04-25,43.25,43.2400016784668,42.79999923706055,43.52000045776367,96600
2013-04-26,43.22999954223633,43.27000045776367,42.91999816894531,43.34000015258789,131100
2013-04-29,43.33000183105469,43.52000045776367,42.31999969482422,43.599998474121094,132300
2013-04-30,43.599998474121094,43.790000915527344,43.529998779296875,43.79999923706055,104400
2013-05-01,43.77000045776367,42.709999084472656,42.599998474121094,43.779998779296875,224600
2013-05-02,42.900001525878906,43.689998626708984,42.34000015258789,43.880001068115234,144400
2013-05-03,44.130001068115234,44.380001068115234,44.130001068115234,44.77000045776367,76700
2013-05-06,44.2599983215332,43.939998626708984,43.68000030517578,44.38999938964844,104300
2013-05-07,43.9900016784668,45.459999084472656,43.95000076293945,45.4900016784668,229000
2013-05-08,45.4900016784668,45.5,45.220001220703125,45.7599983215332,283000
2013-05-09,45.70000076293945,45.63999938964844,45.220001220703125,47.79999923706055,207900
2013-05-10,45.7599983215332,47.119998931884766,45.650001525878906,47.130001068115234,173100
2013-05-13,46.290000915527344,44.45000076293945,43.849998474121094,46.61000061035156,367600
2013-05-14,44.83000183105469,44.5099983215332,42.880001068115234,45.83000183105469,209100
2013-05-15,44.150001525878906,44.47999954223633,44.060001373291016,44.810001373291016,146100
2013-05-16,44.290000915527344,44.20000076293945,44.15999984741211,44.900001525878906,93600
2013-05-17,44.459999084472656,44.02000045776367,43.88999938964844,44.75,162800
2013-05-20,43.869998931884766,43.91999816894531,43.869998931884766,44.5,114300
2013-05-21,43.93000030517578,44.380001068115234,43.68000030517578,44.41999816894531,131100
2013-05-22,44.369998931884766,44.040000915527344,43.81999969482422,44.88999938964844,78500
2013-05-23,43.779998779296875,45.31999969482422,43.45000076293945,45.34000015258789,186500
2013-05-24,45.209999084472656,44.54999923706055,44.060001373291016,45.209999084472656,76700
2013-05-28,44.84000015258789,44.72999954223633,44.459999084472656,45.29999923706055,125700
2013-05-29,44.369998931884766,43.58000183105469,43.5099983215332,44.560001373291016,110800
2013-05-30,43.70000076293945,43.45000076293945,43.220001220703125,43.91999816894531,79200
2013-05-31,43.209999084472656,42.189998626708984,41.84000015258789,43.209999084472656,181700
2013-06-03,42.189998626708984,42.45000076293945,41.849998474121094,42.61000061035156,176400
2013-06-04,42.63999938964844,43.04999923706055,42.380001068115234,43.61000061035156,120100
