Date,celgopen,celgclose,celglow,celghigh,celgvolume
2008-01-02,23.03499984741211,23.149999618530273,23.03499984741211,23.795000076293945,14166600.0
2008-01-03,23.575000762939453,24.924999237060547,23.475000381469727,24.940000534057617,19207400.0
2008-01-04,24.809999465942383,24.825000762939453,24.475000381469727,25.200000762939453,15948800.0
2008-01-07,26.1299991607666,25.2450008392334,25.05500030517578,26.344999313354492,23325200.0
2008-01-08,25.454999923706055,24.80500030517578,24.799999237060547,25.735000610351562,14516000.0
2008-01-09,24.825000762939453,25.75,24.684999465942383,26.03499984741211,13203600.0
2008-01-10,26.065000534057617,26.399999618530273,25.510000228881836,26.459999084472656,14949600.0
2008-01-11,26.334999084472656,27.135000228881836,26.155000686645508,27.65999984741211,16686000.0
2008-01-14,27.475000381469727,26.989999771118164,26.639999389648438,27.5,9506200.0
2008-01-15,27.05500030517578,26.739999771118164,26.290000915527344,27.125,9708600.0
2008-01-16,26.875,27.329999923706055,26.56999969482422,27.975000381469727,15728400.0
2008-01-17,27.375,27.809999465942383,27.375,27.975000381469727,14853400.0
2008-01-18,27.690000534057617,27.375,26.684999465942383,28.0,15125600.0
2008-01-22,25.024999618530273,26.139999389648438,25.0,26.75,14373600.0
2008-01-23,25.395000457763672,26.799999237060547,25.200000762939453,26.950000762939453,13191200.0
2008-01-24,26.7549991607666,26.045000076293945,25.6200008392334,27.065000534057617,12704000.0
2008-01-25,26.104999542236328,25.735000610351562,25.264999389648438,26.299999237060547,9900000.0
2008-01-28,26.110000610351562,26.989999771118164,25.75,27.010000228881836,9086400.0
2008-01-29,27.030000686645508,27.139999389648438,26.81999969482422,27.454999923706055,7447800.0
2008-01-30,27.094999313354492,26.979999542236328,26.71500015258789,27.53499984741211,10036000.0
2008-01-31,26.80500030517578,28.05500030517578,26.690000534057617,28.15999984741211,12790200.0
2008-02-01,28.350000381469727,29.850000381469727,28.104999542236328,29.9950008392334,14783000.0
2008-02-04,29.899999618530273,28.645000457763672,28.59000015258789,29.9950008392334,13134800.0
2008-02-05,28.0049991607666,27.80500030517578,27.75,28.575000762939453,9237200.0
2008-02-06,28.350000381469727,28.690000534057617,27.5,29.34000015258789,13510200.0
2008-02-07,28.520000457763672,28.975000381469727,28.30500030517578,29.459999084472656,11684200.0
2008-02-08,28.979999542236328,29.184999465942383,28.700000762939453,29.2450008392334,6822200.0
2008-02-11,29.184999465942383,29.0049991607666,28.575000762939453,29.440000534057617,6172000.0
2008-02-12,29.350000381469727,28.415000915527344,28.315000534057617,29.350000381469727,9878400.0
2008-02-13,28.850000381469727,28.68000030517578,28.149999618530273,28.9950008392334,6906400.0
2008-02-14,28.774999618530273,28.079999923706055,27.850000381469727,28.875,7106400.0
2008-02-15,27.954999923706055,27.854999542236328,27.454999923706055,28.200000762939453,7770000.0
2008-02-19,27.93000030517578,28.049999237060547,27.920000076293945,28.71500015258789,6250200.0
2008-02-20,27.895000457763672,27.434999465942383,26.915000915527344,28.354999542236328,11115400.0
2008-02-21,27.385000228881836,27.280000686645508,27.0049991607666,27.46500015258789,9499400.0
2008-02-22,27.46500015258789,27.1299991607666,26.514999389648438,27.46500015258789,9872000.0
2008-02-25,27.549999237060547,28.2450008392334,27.44499969482422,28.434999465942383,11759000.0
2008-02-26,28.104999542236328,28.315000534057617,28.049999237060547,28.725000381469727,8654200.0
2008-02-27,28.145000457763672,28.489999771118164,28.075000762939453,28.825000762939453,9559800.0
2008-02-28,28.219999313354492,28.7450008392334,28.149999618530273,28.905000686645508,9517400.0
2008-02-29,28.475000381469727,28.204999923706055,27.8799991607666,28.625,12745200.0
2008-03-03,28.21500015258789,28.149999618530273,28.049999237060547,28.915000915527344,9178000.0
2008-03-04,28.170000076293945,28.65999984741211,27.709999084472656,28.69499969482422,15640200.0
2008-03-05,28.635000228881836,28.649999618530273,28.28499984741211,28.850000381469727,8872200.0
2008-03-06,28.75,27.46500015258789,27.399999618530273,28.75,14259800.0
2008-03-07,27.44499969482422,28.3799991607666,27.315000534057617,28.389999389648438,21006000.0
2008-03-10,27.9950008392334,27.690000534057617,27.575000762939453,28.420000076293945,10947600.0
2008-03-11,27.850000381469727,28.56999969482422,27.46500015258789,28.56999969482422,12457200.0
2008-03-12,28.475000381469727,28.280000686645508,28.125,28.684999465942383,8649600.0
2008-03-13,28.084999084472656,28.885000228881836,27.924999237060547,29.05500030517578,13510800.0
2008-03-14,28.780000686645508,28.149999618530273,27.604999542236328,28.799999237060547,12321600.0
2008-03-17,27.290000915527344,27.174999237060547,26.924999237060547,27.9950008392334,12475000.0
2008-03-18,27.71500015258789,28.8700008392334,27.549999237060547,28.924999237060547,11239200.0
2008-03-19,28.8700008392334,28.84000015258789,28.53499984741211,29.31999969482422,8932000.0
2008-03-20,28.975000381469727,28.954999923706055,28.3799991607666,29.21500015258789,19448200.0
2008-03-24,28.979999542236328,30.100000381469727,28.8799991607666,30.139999389648438,10681400.0
2008-03-25,30.260000228881836,30.670000076293945,29.94499969482422,30.860000610351562,9403000.0
2008-03-26,30.364999771118164,30.90999984741211,30.190000534057617,31.040000915527344,8998200.0
2008-03-27,31.040000915527344,30.459999084472656,30.450000762939453,31.100000381469727,7888200.0
