Date,winaopen,winaclose,winalow,winahigh,winavolume
2008-01-02,20.989999771118164,21.0,20.889999389648438,21.0,4400.0
2008-01-03,21.0,21.190000534057617,21.0,21.190000534057617,2000.0
2008-01-04,21.84000015258789,21.5,21.0,21.989999771118164,201400.0
2008-01-07,22.440000534057617,21.5,21.489999771118164,22.440000534057617,3900.0
2008-01-08,21.5,21.989999771118164,21.5,22.3799991607666,2300.0
2008-01-09,21.030000686645508,21.459999084472656,21.030000686645508,21.5,1900.0
2008-01-10,21.0,21.110000610351562,20.110000610351562,21.450000762939453,5700.0
2008-01-11,20.850000381469727,21.760000228881836,20.5,21.8799991607666,2300.0
2008-01-14,21.760000228881836,21.709999084472656,21.389999389648438,22.09000015258789,1700.0
2008-01-15,21.25,21.059999465942383,21.059999465942383,21.350000381469727,700.0
2008-01-16,22.469999313354492,21.5,21.25,22.469999313354492,6200.0
2008-01-17,21.5,21.450000762939453,21.360000610351562,21.5,3000.0
2008-01-18,21.5,21.5,20.989999771118164,21.5,1900.0
2008-01-22,21.0,21.0,21.0,21.0,200.0
2008-01-23,20.860000610351562,20.5,20.5,20.860000610351562,500.0
2008-01-24,20.989999771118164,20.81999969482422,20.799999237060547,20.989999771118164,700.0
2008-01-25,20.989999771118164,20.969999313354492,20.969999313354492,20.989999771118164,600.0
2008-01-28,20.520000457763672,20.600000381469727,20.520000457763672,21.0,10600.0
2008-01-29,20.600000381469727,20.600000381469727,20.600000381469727,20.600000381469727,0.0
2008-01-30,20.25,20.5,20.25,20.5,3700.0
2008-01-31,20.5,20.639999389648438,20.299999237060547,20.65999984741211,7800.0
2008-02-01,20.93000030517578,20.889999389648438,20.889999389648438,20.93000030517578,300.0
2008-02-04,20.649999618530273,20.739999771118164,20.290000915527344,20.739999771118164,600.0
2008-02-05,20.739999771118164,20.739999771118164,20.739999771118164,20.739999771118164,0.0
2008-02-06,20.260000228881836,20.989999771118164,20.260000228881836,20.989999771118164,300.0
2008-02-07,21.0,20.15999984741211,20.15999984741211,21.0,1400.0
2008-02-08,20.030000686645508,19.790000915527344,19.790000915527344,20.030000686645508,400.0
2008-02-11,19.790000915527344,20.100000381469727,19.790000915527344,20.1200008392334,400.0
2008-02-12,19.760000228881836,19.760000228881836,19.760000228881836,19.760000228881836,300.0
2008-02-13,20.639999389648438,20.860000610351562,20.639999389648438,20.989999771118164,600.0
2008-02-14,20.5,20.65999984741211,20.450000762939453,20.84000015258789,700.0
2008-02-15,20.65999984741211,20.65999984741211,20.65999984741211,20.65999984741211,0.0
2008-02-19,19.280000686645508,19.280000686645508,19.280000686645508,19.280000686645508,300.0
2008-02-20,19.530000686645508,18.84000015258789,18.84000015258789,19.530000686645508,500.0
2008-02-21,18.84000015258789,18.84000015258789,18.84000015258789,18.84000015258789,0.0
2008-02-22,20.280000686645508,19.469999313354492,19.31999969482422,20.469999313354492,800.0
2008-02-25,18.709999084472656,19.079999923706055,18.68000030517578,19.079999923706055,300.0
2008-02-26,18.829999923706055,19.790000915527344,18.75,19.8799991607666,2400.0
2008-02-27,19.790000915527344,19.790000915527344,19.790000915527344,19.790000915527344,0.0
2008-02-28,19.790000915527344,19.790000915527344,19.790000915527344,19.790000915527344,0.0
2008-02-29,19.959999084472656,19.989999771118164,19.959999084472656,19.989999771118164,1000.0
2008-03-03,19.059999465942383,18.65999984741211,18.65999984741211,19.059999465942383,3900.0
2008-03-04,18.68000030517578,18.799999237060547,18.670000076293945,18.799999237060547,12100.0
2008-03-05,18.649999618530273,18.229999542236328,18.200000762939453,18.780000686645508,2700.0
2008-03-06,18.09000015258789,17.90999984741211,17.90999984741211,18.100000381469727,2600.0
2008-03-07,17.649999618530273,18.0,17.649999618530273,18.25,1400.0
2008-03-10,17.899999618530273,17.899999618530273,17.889999389648438,17.899999618530273,600.0
2008-03-11,18.0,18.0,17.989999771118164,18.0,5900.0
2008-03-12,18.0,18.450000762939453,18.0,18.760000228881836,3000.0
2008-03-13,18.559999465942383,18.600000381469727,18.15999984741211,18.600000381469727,1900.0
2008-03-14,18.5,18.5,18.5,18.5,4500.0
2008-03-17,17.989999771118164,18.489999771118164,17.989999771118164,18.489999771118164,4400.0
2008-03-18,18.350000381469727,18.350000381469727,18.350000381469727,18.350000381469727,100.0
2008-03-19,18.0,17.739999771118164,17.739999771118164,18.0,900.0
2008-03-20,17.100000381469727,17.989999771118164,17.0,17.989999771118164,6600.0
2008-03-24,17.989999771118164,17.989999771118164,17.989999771118164,17.989999771118164,0.0
2008-03-25,17.989999771118164,17.989999771118164,17.989999771118164,17.989999771118164,0.0
2008-03-26,18.5,18.5,18.5,18.5,500.0
2008-03-27,18.5,18.0,18.0,18.5,1300.0
2008-03-28,18.0,18.0,18.0,18.0,0.0
2008-03-31,18.790000915527344,18.0,18.0,18.790000915527344,17600.0
2008-04-01,18.0,18.0,18.0,18.0,0.0
2008-04-02,18.0,18.0,18.0,18.0,0.0
2008-04-03,17.920000076293945,16.75,16.1200008392334,18.0,3800.0
2008-04-04,16.75,16.75,16.75,16.75,0.0
2008-04-07,16.75,16.75,16.75,16.75,0.0
2008-04-08,17.0,17.0,16.989999771118164,17.0,6200.0
2008-04-09,17.0,17.0,17.0,17.0,0.0
2008-04-10,17.0,17.0,16.989999771118164,17.0,1900.0
2008-04-11,17.0,17.0,17.0,17.0,0.0
2008-04-14,17.0,17.0,17.0,17.0,0.0
2008-04-15,17.0,17.0,17.0,17.0,0.0
2008-04-16,17.0,17.0,17.0,17.0,0.0
2008-04-17,17.0,17.0,17.0,17.0,0.0
2008-04-18,17.0,17.0,17.0,17.0,0.0
2008-04-21,17.100000381469727,17.25,16.520000457763672,17.25,54000.0
2008-04-22,17.25,17.25,17.25,17.25,0.0
2008-04-23,17.0,17.25,17.0,17.260000228881836,1900.0
2008-04-24,17.079999923706055,17.309999465942383,17.010000228881836,17.84000015258789,9800.0
2008-04-25,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,200.0
2008-04-28,17.5,17.559999465942383,17.5,17.559999465942383,300.0
2008-04-29,17.75,17.700000762939453,17.700000762939453,18.0,4400.0
2008-04-30,17.059999465942383,17.649999618530273,17.020000457763672,17.690000534057617,2100.0
2008-05-01,17.649999618530273,17.649999618530273,17.649999618530273,17.649999618530273,0.0
2008-05-02,17.649999618530273,17.649999618530273,17.649999618530273,17.649999618530273,0.0
2008-05-05,17.309999465942383,17.280000686645508,17.280000686645508,17.309999465942383,1000.0
2008-05-06,17.93000030517578,17.920000076293945,17.899999618530273,17.93000030517578,900.0
2008-05-07,17.920000076293945,17.920000076293945,17.920000076293945,17.920000076293945,0.0
2008-05-08,17.920000076293945,17.920000076293945,17.920000076293945,17.920000076293945,0.0
2008-05-09,17.920000076293945,17.920000076293945,17.920000076293945,17.920000076293945,0.0
2008-05-12,17.31999969482422,17.5,17.299999237060547,17.5,1300.0
2008-05-13,17.530000686645508,17.5,17.5,17.530000686645508,1000.0
2008-05-14,17.899999618530273,18.100000381469727,17.510000228881836,18.100000381469727,9300.0
2008-05-15,17.989999771118164,18.0,17.989999771118164,18.0,1100.0
2008-05-16,18.0,18.0,18.0,18.0,0.0
2008-05-19,17.510000228881836,19.989999771118164,17.510000228881836,19.989999771118164,6300.0
2008-05-20,19.600000381469727,19.600000381469727,19.600000381469727,19.600000381469727,200.0
2008-05-21,18.899999618530273,18.889999389648438,18.889999389648438,18.899999618530273,1000.0
2008-05-22,18.899999618530273,18.25,18.25,18.899999618530273,10900.0
2008-05-23,17.540000915527344,18.31999969482422,17.520000457763672,18.31999969482422,1100.0
