Date,essopen,essclose,esslow,esshigh,essvolume
2008-03-14,107.80000305175781,106.98999786376953,103.58999633789062,108.0,309200.0
2008-03-17,103.75,107.12000274658203,103.75,108.0,447600.0
2008-03-18,108.0,112.25,107.3499984741211,113.30000305175781,753200.0
2008-03-19,112.75,112.87000274658203,112.06999969482422,114.0,536800.0
2008-03-20,111.30000305175781,113.0,110.41000366210938,113.02999877929688,700900.0
2008-03-24,113.05000305175781,116.54000091552734,113.05000305175781,117.51000213623047,434300.0
2008-03-25,116.5,116.38999938964844,114.51000213623047,117.19000244140625,362300.0
2008-03-26,116.0,112.06999969482422,111.5999984741211,116.0,295900.0
2008-03-27,111.75,112.9000015258789,110.83999633789062,115.11000061035156,539300.0
2008-03-28,113.45999908447266,111.91999816894531,111.05000305175781,113.66000366210938,627900.0
2008-03-31,111.4800033569336,113.9800033569336,111.4800033569336,115.62999725341797,396200.0
2008-04-01,116.44999694824219,121.4800033569336,114.83999633789062,121.4800033569336,435400.0
2008-04-02,120.98999786376953,117.66000366210938,116.06999969482422,121.44000244140625,559300.0
2008-04-03,117.61000061035156,119.16999816894531,116.16000366210938,120.41999816894531,551800.0
2008-04-04,118.5999984741211,116.47000122070312,115.87999725341797,119.22000122070312,489100.0
2008-04-07,117.62999725341797,116.97000122070312,115.62999725341797,118.55999755859375,221700.0
2008-04-08,116.55999755859375,115.9000015258789,115.44999694824219,117.91000366210938,671000.0
2008-04-09,116.43000030517578,112.55000305175781,112.19000244140625,116.94999694824219,688800.0
2008-04-10,112.0,110.7300033569336,109.87000274658203,113.7300033569336,507400.0
2008-04-11,109.48999786376953,110.55999755859375,108.88999938964844,111.83000183105469,353800.0
2008-04-14,110.41999816894531,111.0199966430664,110.08999633789062,114.02999877929688,235600.0
2008-04-15,111.72000122070312,112.06999969482422,110.68000030517578,112.47000122070312,226300.0
2008-04-16,113.0,117.3499984741211,112.61000061035156,117.37999725341797,312200.0
2008-04-17,117.05000305175781,118.41999816894531,116.01000213623047,118.58000183105469,352900.0
2008-04-18,118.80000305175781,117.11000061035156,116.45999908447266,120.0,272300.0
2008-04-21,116.83999633789062,117.05000305175781,116.0,117.45999908447266,210100.0
2008-04-22,117.05999755859375,115.62999725341797,115.05000305175781,117.4000015258789,218100.0
2008-04-23,116.75,117.80000305175781,115.63999938964844,118.83000183105469,171700.0
2008-04-24,116.93000030517578,120.25,116.55999755859375,120.73999786376953,274800.0
2008-04-25,120.0,122.20999908447266,119.62999725341797,122.47000122070312,319700.0
2008-04-28,121.7699966430664,120.3499984741211,120.01000213623047,121.7699966430664,230500.0
2008-04-29,119.44999694824219,119.04000091552734,117.6500015258789,120.19000244140625,462000.0
2008-04-30,118.19999694824219,119.0,118.19999694824219,121.02999877929688,310300.0
2008-05-01,117.5,121.12000274658203,116.51000213623047,123.80000305175781,421500.0
2008-05-02,117.5199966430664,120.8499984741211,117.47000122070312,122.25,404800.0
2008-05-05,120.93000030517578,118.55999755859375,118.52999877929688,121.47000122070312,346700.0
2008-05-06,118.0,120.4000015258789,117.51000213623047,120.91000366210938,331200.0
2008-05-07,121.25,117.97000122070312,116.9800033569336,121.36000061035156,361800.0
2008-05-08,118.88999938964844,116.06999969482422,115.4000015258789,119.23999786376953,348800.0
2008-05-09,115.30000305175781,117.0,115.0,117.43000030517578,194500.0
2008-05-12,117.44999694824219,120.68000030517578,117.2300033569336,120.88999938964844,234500.0
2008-05-13,120.20999908447266,120.36000061035156,119.54000091552734,121.02999877929688,214400.0
2008-05-14,121.26000213623047,120.2699966430664,120.11000061035156,121.86000061035156,182200.0
2008-05-15,120.2699966430664,120.80000305175781,118.86000061035156,120.80000305175781,246600.0
2008-05-16,120.1500015258789,120.97000122070312,119.80000305175781,121.44000244140625,262200.0
2008-05-19,121.44999694824219,120.63999938964844,119.73999786376953,121.83000183105469,162600.0
2008-05-20,119.70999908447266,119.12000274658203,117.93000030517578,120.86000061035156,175600.0
2008-05-21,119.5999984741211,116.5,116.5,120.3499984741211,240700.0
2008-05-22,116.18000030517578,115.68000030517578,115.27999877929688,116.95999908447266,161900.0
2008-05-23,119.0,117.04000091552734,115.4800033569336,119.61000061035156,451200.0
2008-05-27,117.48999786376953,118.0199966430664,116.7300033569336,119.66999816894531,146500.0
2008-05-28,118.7699966430664,119.26000213623047,118.05000305175781,120.47000122070312,261600.0
2008-05-29,118.98999786376953,120.0999984741211,118.37999725341797,120.23999786376953,238400.0
2008-05-30,120.16999816894531,119.47000122070312,117.83000183105469,120.16999816894531,316800.0
2008-06-02,119.12000274658203,116.98999786376953,116.45999908447266,119.66999816894531,223200.0
2008-06-03,117.75,118.58000183105469,117.33000183105469,118.91000366210938,367700.0
2008-06-04,118.6500015258789,119.7300033569336,117.87000274658203,121.19999694824219,242300.0
2008-06-05,120.81999969482422,124.33000183105469,119.9000015258789,124.33000183105469,287800.0
2008-06-06,123.4000015258789,120.20999908447266,119.9000015258789,123.62000274658203,269500.0
2008-06-09,121.2699966430664,114.3499984741211,114.23999786376953,121.2699966430664,372000.0
2008-06-10,114.23999786376953,115.62999725341797,112.8499984741211,116.11000061035156,279600.0
2008-06-11,116.0999984741211,114.0,113.38999938964844,116.44999694824219,431500.0
2008-06-12,113.91999816894531,115.05999755859375,113.41000366210938,115.76000213623047,487600.0
2008-06-13,115.5,117.5199966430664,114.11000061035156,117.83000183105469,205600.0
2008-06-16,117.30999755859375,119.91999816894531,116.87999725341797,120.25,265500.0
2008-06-17,120.05000305175781,116.08999633789062,115.91999816894531,120.05000305175781,331100.0
2008-06-18,115.9800033569336,114.3499984741211,113.5999984741211,116.12999725341797,309700.0
2008-06-19,114.76000213623047,116.30000305175781,113.87999725341797,116.30000305175781,216600.0
2008-06-20,115.58000183105469,113.54000091552734,113.0,115.58000183105469,280900.0
2008-06-23,113.54000091552734,109.72000122070312,109.72000122070312,114.18000030517578,197300.0
2008-06-24,109.72000122070312,110.47000122070312,108.16000366210938,112.02999877929688,281600.0
2008-06-25,111.41000366210938,111.12000274658203,109.87000274658203,113.08000183105469,241000.0
2008-06-26,109.20999908447266,107.63999938964844,107.33000183105469,109.98999786376953,375300.0
2008-06-27,108.4000015258789,106.76000213623047,106.11000061035156,108.4000015258789,234800.0
2008-06-30,106.76000213623047,106.5,105.12000274658203,108.31999969482422,282600.0
2008-07-01,105.87000274658203,108.6500015258789,104.7300033569336,108.6500015258789,280700.0
2008-07-02,108.93000030517578,107.75,106.87000274658203,109.0,376200.0
2008-07-03,109.0,107.61000061035156,107.06999969482422,109.02999877929688,157000.0
2008-07-07,107.45999908447266,106.80000305175781,106.69999694824219,109.31999969482422,678400.0
2008-07-08,105.94999694824219,115.4000015258789,105.55000305175781,116.19000244140625,701200.0
2008-07-09,115.0999984741211,105.16000366210938,105.05000305175781,115.37000274658203,418600.0
2008-07-10,104.5,105.93000030517578,103.38999938964844,108.12000274658203,645000.0
2008-07-11,102.9000015258789,105.31999969482422,102.87999725341797,107.63999938964844,732900.0
2008-07-14,106.58999633789062,104.23999786376953,102.87999725341797,107.26000213623047,819900.0
2008-07-15,104.06999969482422,105.19999694824219,100.62999725341797,106.94999694824219,872100.0
2008-07-16,105.0999984741211,113.8499984741211,104.12000274658203,114.26000213623047,671900.0
2008-07-17,115.62000274658203,115.54000091552734,110.66000366210938,116.58999633789062,443200.0
2008-07-18,115.5,115.87000274658203,113.30000305175781,116.25,250700.0
2008-07-21,116.44999694824219,117.94999694824219,114.81999969482422,117.97000122070312,302600.0
2008-07-22,116.69999694824219,117.56999969482422,114.4000015258789,117.72000122070312,734800.0
2008-07-23,117.4000015258789,123.44999694824219,117.0199966430664,124.30999755859375,486800.0
2008-07-24,122.61000061035156,116.30999755859375,115.04000091552734,122.61000061035156,526700.0
2008-07-25,117.91999816894531,117.88999938964844,115.62000274658203,119.08000183105469,505400.0
2008-07-28,118.25,113.87999725341797,113.7300033569336,120.0,407800.0
2008-07-29,113.91999816894531,120.5,113.91999816894531,121.9800033569336,431900.0
2008-07-30,121.0,120.6500015258789,117.05000305175781,122.19000244140625,422700.0
2008-07-31,118.75,121.3499984741211,117.69000244140625,121.68000030517578,472500.0
2008-08-01,120.44000244140625,122.69999694824219,119.04000091552734,123.19000244140625,360600.0
2008-08-04,123.69999694824219,118.9000015258789,118.70999908447266,123.93000030517578,464000.0
2008-08-05,120.5,123.61000061035156,120.16999816894531,124.41999816894531,708200.0
2008-08-06,122.4000015258789,119.43000030517578,119.25,122.87000274658203,584100.0
2008-08-07,117.87999725341797,115.76000213623047,114.94999694824219,119.16000366210938,489900.0
2008-08-08,115.93000030517578,120.69000244140625,115.47000122070312,121.33999633789062,482800.0
2008-08-11,121.72000122070312,122.19999694824219,119.98999786376953,123.30999755859375,554700.0
2008-08-12,118.27999877929688,119.61000061035156,118.0,120.1500015258789,368200.0
2008-08-13,119.52999877929688,120.80000305175781,118.76000213623047,122.01000213623047,571000.0
2008-08-14,120.41999816894531,122.08000183105469,119.76000213623047,123.41999816894531,359600.0
2008-08-15,121.8499984741211,122.16000366210938,120.12999725341797,123.75,213600.0
2008-08-18,122.5,119.30999755859375,117.9000015258789,123.0,280100.0
2008-08-19,118.36000061035156,116.20999908447266,114.95999908447266,118.36000061035156,275100.0
2008-08-20,116.0,115.83999633789062,113.2699966430664,116.77999877929688,265800.0
2008-08-21,114.05000305175781,114.98999786376953,113.66000366210938,115.41999816894531,278500.0
2008-08-22,116.70999908447266,119.19999694824219,115.95999908447266,120.08999633789062,274800.0
2008-08-25,118.12000274658203,116.55000305175781,115.5999984741211,118.33000183105469,254100.0
2008-08-26,116.2300033569336,116.05999755859375,113.44999694824219,116.66999816894531,227000.0
2008-08-27,115.5999984741211,116.27999877929688,114.77999877929688,116.30000305175781,181200.0
2008-08-28,116.19999694824219,118.47000122070312,115.02999877929688,118.62000274658203,249200.0
2008-08-29,117.69999694824219,117.3499984741211,114.88999938964844,118.83999633789062,262500.0
2008-09-02,120.0,117.55000305175781,116.51000213623047,121.47000122070312,355300.0
2008-09-03,118.0,119.73999786376953,117.61000061035156,120.33000183105469,550900.0
2008-09-04,118.70999908447266,115.61000061035156,115.61000061035156,119.0,361300.0
2008-09-05,115.0,117.88999938964844,115.0,118.18000030517578,300600.0
2008-09-08,120.51000213623047,121.98999786376953,118.4800033569336,124.80000305175781,681900.0
2008-09-09,120.16999816894531,114.91000366210938,113.91999816894531,121.5,380100.0
2008-09-10,117.37999725341797,115.7300033569336,113.30000305175781,117.62999725341797,467900.0
2008-09-11,113.75,116.75,112.04000091552734,116.97000122070312,438800.0
2008-09-12,115.97000122070312,117.12000274658203,114.06999969482422,117.5999984741211,2701100.0
2008-09-15,113.5,107.0,107.0,118.5,982000.0
2008-09-16,107.5,117.16999816894531,107.5,117.16999816894531,816400.0
2008-09-17,114.5,112.30000305175781,111.94000244140625,118.33999633789062,556000.0
2008-09-18,110.5199966430664,129.0,110.5199966430664,129.0,974100.0
2008-09-19,128.75,125.5,110.69999694824219,129.57000732421875,936500.0
2008-09-22,123.80999755859375,113.9800033569336,113.93000030517578,123.98999786376953,414100.0
2008-09-23,115.5,116.91000366210938,115.0,119.3499984741211,360300.0
2008-09-24,117.0,115.5,114.29000091552734,117.47000122070312,316600.0
2008-09-25,116.5,117.37999725341797,115.06999969482422,118.72000122070312,506000.0
2008-09-26,117.76000213623047,118.98999786376953,113.02999877929688,119.45999908447266,340400.0
2008-09-29,116.3499984741211,111.33999633789062,111.29000091552734,118.30999755859375,350600.0
2008-09-30,114.0,118.33000183105469,111.66999816894531,119.25,408900.0
2008-10-01,116.5,116.3499984741211,114.27999877929688,117.7699966430664,438600.0
2008-10-02,115.52999877929688,112.5999984741211,111.5199966430664,115.81999969482422,551900.0
2008-10-03,114.75,112.5,111.05000305175781,116.19000244140625,672000.0
2008-10-06,110.3499984741211,105.75,104.2699966430664,110.54000091552734,732900.0
2008-10-07,105.9000015258789,105.0,101.98999786376953,108.37999725341797,1228600.0
2008-10-08,103.79000091552734,104.68000030517578,103.23999786376953,108.6500015258789,944200.0
2008-10-09,105.88999938964844,97.0,96.88999938964844,106.2699966430664,1235100.0
2008-10-10,94.0999984741211,102.9800033569336,91.08999633789062,103.5199966430664,1668300.0
2008-10-13,106.9000015258789,112.5,101.05999755859375,112.5,860300.0
2008-10-14,112.5,101.4000015258789,96.69000244140625,113.33999633789062,919500.0
2008-10-15,98.0999984741211,87.16999816894531,85.56999969482422,100.9000015258789,1175400.0
2008-10-16,88.5,89.55000305175781,85.0,92.20999908447266,2209200.0
2008-10-17,91.98999786376953,91.29000091552734,85.0,94.58000183105469,988600.0
2008-10-20,92.0,94.58000183105469,87.95999908447266,94.76000213623047,619700.0
2008-10-21,92.5,92.16000366210938,91.80000305175781,95.22000122070312,558100.0
2008-10-22,89.8499984741211,87.01000213623047,83.29000091552734,92.27999877929688,1156500.0
2008-10-23,87.62000274658203,89.16000366210938,79.0999984741211,91.37999725341797,1079700.0
2008-10-24,85.0199966430664,85.9000015258789,82.87999725341797,90.16000366210938,1414400.0
2008-10-27,85.44000244140625,84.52999877929688,83.58000183105469,88.0999984741211,925500.0
2008-10-28,87.30000305175781,96.51000213623047,82.6500015258789,97.36000061035156,1065600.0
2008-10-29,95.58000183105469,95.0,92.41000366210938,100.47000122070312,789500.0
2008-10-30,96.9000015258789,91.8499984741211,87.41999816894531,97.58000183105469,1157700.0
2008-10-31,91.06999969482422,97.30000305175781,89.30000305175781,97.5999984741211,937000.0
2008-11-03,93.7300033569336,87.58000183105469,86.61000061035156,95.0,1205800.0
2008-11-04,87.29000091552734,87.58999633789062,86.55000305175781,89.16999816894531,1017200.0
2008-11-05,86.05999755859375,79.19999694824219,78.69000244140625,86.25,1181500.0
2008-11-06,78.25,78.27999877929688,75.37999725341797,80.73999786376953,1152500.0
2008-11-07,78.61000061035156,83.55000305175781,75.01000213623047,84.02999877929688,1004500.0
2008-11-10,85.75,79.77999877929688,78.75,86.23999786376953,817500.0
2008-11-11,78.33999633789062,77.54000091552734,75.2699966430664,79.30000305175781,869600.0
2008-11-12,75.79000091552734,74.33000183105469,73.58000183105469,79.27999877929688,1126900.0
2008-11-13,75.41999816894531,82.02999877929688,71.0,82.02999877929688,1104200.0
2008-11-14,77.91999816894531,72.97000122070312,72.02999877929688,80.4000015258789,978800.0
2008-11-17,72.69000244140625,69.19000244140625,69.04000091552734,74.9800033569336,996000.0
2008-11-18,69.19999694824219,70.0199966430664,65.06999969482422,72.0,2018300.0
2008-11-19,69.12999725341797,63.95000076293945,63.0,69.97000122070312,1826800.0
2008-11-20,62.849998474121094,66.76000213623047,60.77000045776367,76.27999877929688,3205900.0
2008-11-21,68.30999755859375,70.0199966430664,62.59000015258789,72.45999908447266,1641400.0
2008-11-24,71.0,78.0999984741211,70.44000244140625,80.04000091552734,1602800.0
2008-11-25,80.0,84.01000213623047,78.0999984741211,86.73999786376953,2251900.0
2008-11-26,82.48999786376953,86.41999816894531,80.08999633789062,88.04000091552734,1253600.0
2008-11-28,86.19000244140625,86.47000122070312,83.55999755859375,87.87000274658203,424900.0
2008-12-01,82.29000091552734,69.43000030517578,69.41999816894531,82.5199966430664,1161600.0
2008-12-02,71.11000061035156,77.79000091552734,71.08000183105469,79.27999877929688,1408700.0
2008-12-03,75.0,82.79000091552734,73.8499984741211,83.45999908447266,1160300.0
2008-12-04,80.97000122070312,80.13999938964844,76.95999908447266,86.12000274658203,1130400.0
2008-12-05,78.86000061035156,85.58999633789062,77.5,86.69999694824219,1345100.0
2008-12-08,87.81999969482422,86.08999633789062,83.66000366210938,88.75,1435100.0
2008-12-09,83.31999969482422,79.0,76.36000061035156,85.80999755859375,1271800.0
2008-12-10,80.0,82.62999725341797,78.1500015258789,83.26000213623047,872600.0
2008-12-11,80.83000183105469,72.3499984741211,71.30000305175781,81.27999877929688,1422900.0
2008-12-12,72.80000305175781,80.20999908447266,72.3499984741211,80.61000061035156,1410000.0
2008-12-15,79.20999908447266,74.2699966430664,71.61000061035156,79.9000015258789,834200.0
2008-12-16,75.7300033569336,81.5,73.6500015258789,82.18000030517578,1249300.0
2008-12-17,80.52999877929688,81.79000091552734,78.37999725341797,85.16999816894531,913900.0
2008-12-18,82.43000030517578,76.55000305175781,75.87000274658203,82.95999908447266,1104800.0
2008-12-19,77.97000122070312,79.29000091552734,75.72000122070312,79.54000091552734,894100.0
2008-12-22,79.0,76.0199966430664,73.69000244140625,79.0,944700.0
2008-12-23,77.4000015258789,74.41000366210938,73.58000183105469,78.80000305175781,781500.0
2008-12-24,74.43000030517578,75.0199966430664,73.5,75.16999816894531,209000.0
2008-12-26,75.0999984741211,75.44000244140625,73.0,75.95999908447266,282200.0
2008-12-29,75.0,71.38999938964844,70.0,75.05000305175781,739000.0
2008-12-30,70.19999694824219,73.88999938964844,70.19999694824219,73.98999786376953,672800.0
2008-12-31,74.08999633789062,76.75,73.37999725341797,78.16000366210938,841700.0
2009-01-02,77.7699966430664,74.9800033569336,74.44000244140625,77.7699966430664,654100.0
2009-01-05,74.4000015258789,74.81999969482422,73.7300033569336,75.80000305175781,1034400.0
2009-01-06,75.9800033569336,76.27999877929688,73.52999877929688,76.55000305175781,1111800.0
2009-01-07,75.0,74.75,74.19999694824219,76.9000015258789,750000.0
2009-01-08,74.19000244140625,72.55999755859375,71.5,75.04000091552734,890200.0
2009-01-09,72.9800033569336,68.30999755859375,68.22000122070312,72.9800033569336,862000.0
2009-01-12,67.75,63.11000061035156,62.650001525878906,67.88999938964844,1193300.0
2009-01-13,63.34000015258789,65.69000244140625,62.75,66.87000274658203,823100.0
2009-01-14,64.05999755859375,64.08000183105469,62.619998931884766,64.94999694824219,1301400.0
2009-01-15,63.54999923706055,67.94999694824219,62.959999084472656,70.12000274658203,1301200.0
2009-01-16,69.7699966430664,71.16000366210938,67.01000213623047,71.48999786376953,1296000.0
2009-01-20,69.2699966430664,65.72000122070312,65.37999725341797,70.08000183105469,1270600.0
2009-01-21,67.12000274658203,69.94000244140625,63.630001068115234,70.0,1080300.0
2009-01-22,66.95999908447266,65.5,64.23999786376953,69.05000305175781,1181500.0
2009-01-23,65.04000091552734,67.0,63.11000061035156,68.01000213623047,1322400.0
2009-01-26,67.97000122070312,66.61000061035156,65.05999755859375,68.0,902200.0
2009-01-27,67.12000274658203,68.1500015258789,65.87999725341797,68.76000213623047,570100.0
2009-01-28,70.01000213623047,71.88999938964844,68.70999908447266,72.4000015258789,1250300.0
2009-01-29,70.38999938964844,68.80000305175781,68.30000305175781,71.44999694824219,1136100.0
2009-01-30,69.73999786376953,66.05000305175781,65.01000213623047,70.44999694824219,1133800.0
2009-02-02,64.55999755859375,65.47000122070312,62.2400016784668,65.6500015258789,1122200.0
2009-02-03,65.58999633789062,63.08000183105469,62.7400016784668,65.58999633789062,988000.0
2009-02-04,63.439998626708984,61.7400016784668,60.84000015258789,65.18000030517578,1244500.0
2009-02-05,58.86000061035156,56.13999938964844,54.779998779296875,59.689998626708984,2318400.0
2009-02-06,57.779998779296875,58.97999954223633,56.72999954223633,59.65999984741211,2034000.0
2009-02-09,58.459999084472656,61.470001220703125,57.369998931884766,61.599998474121094,1301000.0
2009-02-10,60.279998779296875,57.880001068115234,57.099998474121094,61.810001373291016,1929400.0
2009-02-11,58.380001068115234,58.900001525878906,56.0099983215332,59.52000045776367,1460000.0
2009-02-12,56.900001525878906,57.060001373291016,54.0099983215332,57.7400016784668,1080800.0
2009-02-13,56.5099983215332,54.599998474121094,54.59000015258789,57.720001220703125,1367500.0
2009-02-17,53.970001220703125,52.15999984741211,52.04999923706055,53.9900016784668,1499700.0
2009-02-18,52.599998474121094,52.75,50.77000045776367,53.63999938964844,1276400.0
2009-02-19,53.119998931884766,51.150001525878906,50.86000061035156,54.150001525878906,1372700.0
2009-02-20,49.43000030517578,55.16999816894531,49.189998626708984,55.439998626708984,1754300.0
2009-02-23,55.38999938964844,53.04999923706055,52.7400016784668,55.650001525878906,1589900.0
2009-02-24,53.02000045776367,56.290000915527344,52.119998931884766,56.43000030517578,1433200.0
2009-02-25,55.310001373291016,56.09000015258789,53.7599983215332,58.2400016784668,1916400.0
2009-02-26,57.2599983215332,53.95000076293945,53.83000183105469,57.529998779296875,1218400.0
2009-02-27,53.5099983215332,54.400001525878906,53.13999938964844,55.869998931884766,1331200.0
2009-03-02,53.189998626708984,50.7599983215332,50.040000915527344,54.290000915527344,1370300.0
2009-03-03,51.90999984741211,53.779998779296875,49.540000915527344,54.5,1309400.0
2009-03-04,54.93000030517578,56.4900016784668,53.439998626708984,58.04999923706055,1306900.0
2009-03-05,55.41999816894531,54.40999984741211,52.939998626708984,55.52000045776367,1208700.0
2009-03-06,55.779998779296875,55.189998626708984,51.59000015258789,55.90999984741211,1824500.0
2009-03-09,54.220001220703125,56.31999969482422,54.09000015258789,56.72999954223633,1133900.0
2009-03-10,57.0,63.0,56.630001068115234,63.220001220703125,1858100.0
2009-03-11,63.31999969482422,63.15999984741211,60.939998626708984,65.06999969482422,2185100.0
2009-03-12,62.900001525878906,66.66999816894531,61.56999969482422,67.61000061035156,1269100.0
2009-03-13,65.45999908447266,65.76000213623047,63.90999984741211,66.69999694824219,1018100.0
2009-03-16,66.08999633789062,61.040000915527344,60.939998626708984,66.41000366210938,1000200.0
2009-03-17,61.040000915527344,66.16000366210938,60.5,66.70999908447266,1220800.0
2009-03-18,63.470001220703125,66.54000091552734,61.869998931884766,66.54000091552734,1639300.0
2009-03-19,67.19999694824219,61.5,61.099998474121094,67.38999938964844,1357000.0
2009-03-20,61.40999984741211,56.540000915527344,56.279998779296875,62.099998474121094,2048100.0
2009-03-23,58.08000183105469,64.91000366210938,57.11000061035156,64.98999786376953,1612400.0
2009-03-24,62.279998779296875,60.25,60.189998626708984,64.91000366210938,1418100.0
2009-03-25,61.22999954223633,60.97999954223633,56.720001220703125,62.52000045776367,997500.0
2009-03-26,60.9900016784668,61.2400016784668,59.02000045776367,61.9900016784668,1183800.0
2009-03-27,59.09000015258789,57.7400016784668,57.65999984741211,59.5,932700.0
2009-03-30,55.619998931884766,54.849998474121094,54.54999923706055,56.900001525878906,1182900.0
2009-03-31,55.75,57.34000015258789,55.13999938964844,58.15999984741211,1361700.0
2009-04-01,55.41999816894531,58.47999954223633,55.41999816894531,59.06999969482422,1519400.0
2009-04-02,62.5,63.939998626708984,59.099998474121094,64.68000030517578,1682600.0
2009-04-03,63.0099983215332,68.5199966430664,62.209999084472656,68.69000244140625,1332300.0
2009-04-06,67.27999877929688,68.47000122070312,64.95999908447266,69.87000274658203,1363900.0
2009-04-07,66.66000366210938,62.66999816894531,62.439998626708984,67.80999755859375,1271700.0
2009-04-08,63.36000061035156,63.68000030517578,62.0,64.94999694824219,862800.0
2009-04-09,65.61000061035156,70.0,64.51000213623047,70.0,2013900.0
2009-04-13,67.91000366210938,68.13999938964844,67.5,71.48999786376953,1494600.0
2009-04-14,66.97000122070312,61.810001373291016,61.540000915527344,68.0,1720800.0
2009-04-15,59.18000030517578,65.52999877929688,59.18000030517578,65.88999938964844,1892700.0
2009-04-16,65.6500015258789,67.27999877929688,63.189998626708984,70.08999633789062,1778000.0
2009-04-17,66.68000030517578,67.02999877929688,64.58000183105469,68.25,1970200.0
2009-04-20,65.88999938964844,60.88999938964844,60.709999084472656,65.88999938964844,1607400.0
2009-04-21,60.150001525878906,64.69999694824219,59.5,64.75,2138700.0
2009-04-22,62.540000915527344,62.95000076293945,62.06999969482422,66.11000061035156,1837200.0
