Date,drqopen,drqclose,drqlow,drqhigh,drqvolume
2008-02-15,48.900001525878906,48.150001525878906,47.63999938964844,49.18000030517578,296800
2008-02-19,49.150001525878906,51.5,48.880001068115234,52.439998626708984,741500
2008-02-20,51.45000076293945,52.0,50.5,52.400001525878906,330900
2008-02-21,52.38999938964844,50.04999923706055,49.75,52.38999938964844,370400
2008-02-22,50.040000915527344,50.5099983215332,48.779998779296875,50.72999954223633,514500
2008-02-25,50.2400016784668,50.75,50.11000061035156,51.220001220703125,546400
2008-02-26,50.209999084472656,52.0099983215332,50.209999084472656,52.15999984741211,554000
2008-02-27,51.56999969482422,51.52000045776367,50.9900016784668,51.959999084472656,435700
2008-02-28,51.2599983215332,52.43000030517578,51.0099983215332,53.34000015258789,438700
2008-02-29,50.54999923706055,46.779998779296875,43.0,50.54999923706055,4132100
2008-03-03,46.25,47.279998779296875,45.869998931884766,49.439998626708984,2196700
2008-03-04,46.88999938964844,48.16999816894531,46.75,48.650001525878906,1345700
2008-03-05,48.66999816894531,49.650001525878906,48.06999969482422,49.68000030517578,838400
2008-03-06,49.20000076293945,47.470001220703125,47.29999923706055,49.95000076293945,814900
2008-03-07,46.75,46.459999084472656,46.060001373291016,47.470001220703125,563400
2008-03-10,46.720001220703125,45.810001373291016,45.310001373291016,46.720001220703125,961100
2008-03-11,46.79999923706055,47.18000030517578,45.95000076293945,47.22999954223633,789700
2008-03-12,46.81999969482422,46.939998626708984,46.81999969482422,47.84000015258789,602200
2008-03-13,46.34000015258789,47.189998626708984,45.34000015258789,47.400001525878906,1072700
2008-03-14,47.439998626708984,46.15999984741211,44.900001525878906,47.439998626708984,873800
2008-03-17,45.0099983215332,44.83000183105469,44.130001068115234,46.2400016784668,610600
2008-03-18,45.9900016784668,46.77000045776367,45.47999954223633,46.77000045776367,426800
2008-03-19,46.66999816894531,44.720001220703125,44.58000183105469,46.9900016784668,680100
2008-03-20,44.38999938964844,43.959999084472656,42.13999938964844,44.61000061035156,1601800
2008-03-24,44.06999969482422,44.34000015258789,43.75,45.209999084472656,546000
2008-03-25,44.36000061035156,45.75,44.36000061035156,46.06999969482422,519800
2008-03-26,45.880001068115234,47.38999938964844,45.66999816894531,47.880001068115234,478000
2008-03-27,47.349998474121094,46.20000076293945,46.20000076293945,47.689998626708984,539700
2008-03-28,46.2400016784668,45.58000183105469,45.38999938964844,46.709999084472656,362200
2008-03-31,45.45000076293945,46.470001220703125,45.11000061035156,46.58000183105469,527400
2008-04-01,46.470001220703125,47.939998626708984,46.0099983215332,48.029998779296875,671900
2008-04-02,48.099998474121094,49.20000076293945,47.58000183105469,49.93000030517578,520200
2008-04-03,49.099998474121094,50.400001525878906,48.900001525878906,50.849998474121094,640800
2008-04-04,50.349998474121094,51.119998931884766,50.150001525878906,51.40999984741211,537800
2008-04-07,51.56999969482422,50.02000045776367,49.970001220703125,52.16999816894531,785200
2008-04-08,49.79999923706055,51.220001220703125,49.38999938964844,51.540000915527344,631300
2008-04-09,50.939998626708984,51.83000183105469,50.849998474121094,52.77000045776367,576400
2008-04-10,52.150001525878906,52.0,50.83000183105469,52.43000030517578,438000
2008-04-11,51.5,52.20000076293945,51.130001068115234,52.939998626708984,505900
2008-04-14,52.290000915527344,55.119998931884766,51.59000015258789,55.18000030517578,690600
2008-04-15,55.720001220703125,56.529998779296875,55.25,56.529998779296875,800700
2008-04-16,57.0,59.70000076293945,56.75,59.880001068115234,1658200
2008-04-17,59.459999084472656,59.970001220703125,58.959999084472656,60.209999084472656,783100
2008-04-18,60.290000915527344,61.369998931884766,59.38999938964844,62.470001220703125,907000
2008-04-21,61.40999984741211,60.900001525878906,60.16999816894531,61.72999954223633,544300
2008-04-22,60.900001525878906,60.400001525878906,59.900001525878906,61.349998474121094,403100
2008-04-23,60.4900016784668,59.58000183105469,58.63999938964844,60.4900016784668,533100
2008-04-24,59.27000045776367,59.58000183105469,58.439998626708984,59.880001068115234,535200
2008-04-25,60.40999984741211,59.45000076293945,58.47999954223633,60.599998474121094,369800
2008-04-28,59.77000045776367,58.75,58.380001068115234,59.77000045776367,430300
2008-04-29,58.54999923706055,56.75,56.27000045776367,58.619998931884766,424700
2008-04-30,57.0,57.15999984741211,56.150001525878906,57.7599983215332,457000
2008-05-01,56.779998779296875,56.63999938964844,54.20000076293945,57.709999084472656,783800
2008-05-02,56.95000076293945,57.349998474121094,56.70000076293945,57.959999084472656,449500
2008-05-05,57.150001525878906,57.04999923706055,57.040000915527344,58.40999984741211,317700
2008-05-06,57.130001068115234,59.58000183105469,57.130001068115234,59.91999816894531,565700
2008-05-07,59.5,59.29999923706055,58.75,60.099998474121094,522300
2008-05-08,59.7400016784668,60.91999816894531,58.040000915527344,61.0099983215332,673600
2008-05-09,54.5,59.540000915527344,53.25,59.65999984741211,2936100
2008-05-12,59.29999923706055,58.029998779296875,56.810001373291016,59.849998474121094,926300
2008-05-13,57.7400016784668,59.02000045776367,56.95000076293945,59.15999984741211,626300
2008-05-14,59.04999923706055,58.130001068115234,57.779998779296875,59.529998779296875,549800
2008-05-15,58.810001373291016,58.97999954223633,57.59000015258789,59.099998474121094,572600
2008-05-16,59.66999816894531,61.40999984741211,58.630001068115234,61.5099983215332,684400
2008-05-19,61.880001068115234,61.13999938964844,60.59000015258789,62.09000015258789,410900
2008-05-20,61.150001525878906,61.31999969482422,60.36000061035156,61.72999954223633,367600
2008-05-21,61.560001373291016,63.09000015258789,61.560001373291016,65.36000061035156,1155200
2008-05-22,63.279998779296875,61.41999816894531,60.86000061035156,63.290000915527344,670100
2008-05-23,61.65999984741211,59.459999084472656,58.779998779296875,61.83000183105469,484000
2008-05-27,58.650001525878906,59.119998931884766,58.650001525878906,59.619998931884766,561400
2008-05-28,58.689998626708984,59.459999084472656,57.68000030517578,59.560001373291016,435000
2008-05-29,58.58000183105469,58.220001220703125,57.810001373291016,59.13999938964844,698900
2008-05-30,58.65999984741211,58.34000015258789,57.439998626708984,58.810001373291016,631400
2008-06-02,58.22999954223633,57.849998474121094,57.150001525878906,58.720001220703125,781000
2008-06-03,57.75,57.68000030517578,57.349998474121094,59.380001068115234,1515800
2008-06-04,57.56999969482422,57.58000183105469,57.119998931884766,58.709999084472656,742200
2008-06-05,58.029998779296875,60.54999923706055,57.93000030517578,60.689998626708984,662000
2008-06-06,60.5,61.599998474121094,60.5,62.66999816894531,871700
2008-06-09,62.4900016784668,62.810001373291016,61.880001068115234,63.75,530700
2008-06-10,62.380001068115234,61.56999969482422,60.75,62.380001068115234,466200
2008-06-11,61.79999923706055,61.5099983215332,61.34000015258789,62.72999954223633,242600
2008-06-12,61.0099983215332,60.11000061035156,60.060001373291016,61.22999954223633,256500
2008-06-13,60.5,60.61000061035156,59.56999969482422,61.130001068115234,220500
2008-06-16,61.209999084472656,62.45000076293945,60.130001068115234,62.630001068115234,352600
2008-06-17,62.25,63.11000061035156,61.81999969482422,63.11000061035156,356600
2008-06-18,62.88999938964844,62.11000061035156,60.97999954223633,63.22999954223633,321700
2008-06-19,62.29999923706055,62.529998779296875,61.869998931884766,63.65999984741211,364900
2008-06-20,62.65999984741211,61.880001068115234,61.0,62.689998626708984,602100
2008-06-23,62.0099983215332,64.20999908447266,61.7400016784668,64.20999908447266,754900
2008-06-24,64.5,62.61000061035156,62.4900016784668,65.25,725800
2008-06-25,63.38999938964844,62.790000915527344,60.52000045776367,63.38999938964844,628700
2008-06-26,62.7400016784668,62.900001525878906,61.09000015258789,64.08999633789062,538500
2008-06-27,63.63999938964844,63.63999938964844,62.599998474121094,64.88999938964844,887200
2008-06-30,64.79000091552734,63.0,62.29999923706055,64.79000091552734,554400
2008-07-01,62.75,62.689998626708984,61.40999984741211,63.54999923706055,704200
2008-07-02,62.439998626708984,59.279998779296875,59.209999084472656,63.59000015258789,661500
2008-07-03,59.060001373291016,56.47999954223633,55.939998626708984,59.52000045776367,589900
2008-07-07,55.63999938964844,56.5,55.15999984741211,57.75,581300
2008-07-08,56.13999938964844,54.849998474121094,53.22999954223633,56.13999938964844,724700
2008-07-09,55.630001068115234,54.029998779296875,54.02000045776367,56.68000030517578,383000
2008-07-10,53.810001373291016,56.20000076293945,52.470001220703125,56.52000045776367,696600
2008-07-11,56.56999969482422,57.0099983215332,55.61000061035156,57.709999084472656,445400
2008-07-14,57.209999084472656,60.06999969482422,57.209999084472656,60.619998931884766,812300
2008-07-15,60.09000015258789,58.54999923706055,57.33000183105469,60.130001068115234,745500
2008-07-16,58.439998626708984,57.130001068115234,55.91999816894531,58.83000183105469,497300
2008-07-17,57.130001068115234,54.5099983215332,53.95000076293945,58.459999084472656,556100
2008-07-18,54.470001220703125,54.720001220703125,53.68000030517578,55.40999984741211,885600
2008-07-21,55.529998779296875,56.81999969482422,54.400001525878906,56.81999969482422,568300
2008-07-22,55.939998626708984,53.470001220703125,53.18000030517578,56.79999923706055,608600
2008-07-23,53.029998779296875,51.81999969482422,50.900001525878906,53.130001068115234,887000
2008-07-24,52.65999984741211,51.5,50.31999969482422,52.68000030517578,723700
2008-07-25,51.72999954223633,52.86000061035156,51.52000045776367,54.349998474121094,801400
2008-07-28,53.16999816894531,53.20000076293945,51.540000915527344,53.9900016784668,598000
2008-07-29,52.90999984741211,52.38999938964844,51.650001525878906,53.15999984741211,432600
2008-07-30,52.06999969482422,55.4900016784668,52.040000915527344,55.689998626708984,419300
2008-07-31,54.83000183105469,54.13999938964844,53.5099983215332,55.060001373291016,688100
2008-08-01,53.68000030517578,54.310001373291016,53.439998626708984,55.560001373291016,294000
2008-08-04,54.18000030517578,49.779998779296875,49.33000183105469,54.18000030517578,844900
2008-08-05,49.470001220703125,48.130001068115234,47.310001373291016,50.15999984741211,1025000
2008-08-06,48.470001220703125,50.59000015258789,48.130001068115234,50.7400016784668,730400
2008-08-07,50.54999923706055,52.31999969482422,50.54999923706055,53.97999954223633,902000
2008-08-08,50.63999938964844,51.810001373291016,50.290000915527344,52.88999938964844,1080400
2008-08-11,52.619998931884766,53.13999938964844,51.5,53.540000915527344,880100
2008-08-12,53.54999923706055,53.70000076293945,52.97999954223633,54.4900016784668,555200
2008-08-13,53.900001525878906,55.459999084472656,52.59000015258789,55.61000061035156,672700
2008-08-14,55.459999084472656,54.59000015258789,54.189998626708984,56.2599983215332,552500
2008-08-15,54.97999954223633,53.25,52.93000030517578,54.97999954223633,471300
2008-08-18,53.709999084472656,52.47999954223633,51.79999923706055,54.400001525878906,517600
2008-08-19,52.29999923706055,55.630001068115234,51.9900016784668,55.630001068115234,572800
2008-08-20,56.5,57.099998474121094,55.59000015258789,57.79999923706055,588400
2008-08-21,58.13999938964844,57.58000183105469,57.130001068115234,58.709999084472656,601400
2008-08-22,56.70000076293945,56.20000076293945,55.66999816894531,57.20000076293945,400300
2008-08-25,56.20000076293945,54.689998626708984,54.2400016784668,56.20000076293945,370700
2008-08-26,55.279998779296875,56.13999938964844,54.90999984741211,56.540000915527344,477500
2008-08-27,56.869998931884766,56.90999984741211,55.65999984741211,57.27000045776367,388400
2008-08-28,57.599998474121094,55.349998474121094,54.56999969482422,58.0,563700
2008-08-29,55.97999954223633,55.0099983215332,54.7599983215332,56.209999084472656,240500
2008-09-02,54.529998779296875,49.959999084472656,49.959999084472656,54.529998779296875,943700
2008-09-03,49.529998779296875,49.529998779296875,48.75,50.31999969482422,813100
2008-09-04,49.0099983215332,48.83000183105469,47.90999984741211,50.369998931884766,620900
2008-09-05,49.16999816894531,49.34000015258789,47.59000015258789,49.619998931884766,554400
2008-09-08,49.81999969482422,48.16999816894531,48.0,50.31999969482422,665900
2008-09-09,47.81999969482422,43.9900016784668,43.97999954223633,47.93000030517578,890000
2008-09-10,44.66999816894531,44.93000030517578,43.310001373291016,45.25,981600
2008-09-11,44.900001525878906,44.779998779296875,42.689998626708984,44.90999984741211,975700
2008-09-12,45.439998626708984,48.22999954223633,44.5,48.400001525878906,749400
2008-09-15,46.43000030517578,44.15999984741211,43.810001373291016,47.22999954223633,483800
2008-09-16,42.43000030517578,44.5,40.08000183105469,44.900001525878906,1211600
2008-09-17,44.25,43.91999816894531,42.06999969482422,45.939998626708984,1004200
2008-09-18,46.0,47.34000015258789,44.439998626708984,48.779998779296875,1284700
2008-09-19,48.29999923706055,48.29999923706055,46.65999984741211,48.29999923706055,20100
2008-09-22,48.9900016784668,48.31999969482422,48.06999969482422,50.810001373291016,1289800
2008-09-23,48.38999938964844,47.59000015258789,47.040000915527344,49.7400016784668,742300
2008-09-24,49.15999984741211,47.290000915527344,47.18000030517578,49.15999984741211,371000
2008-09-25,47.380001068115234,47.33000183105469,45.90999984741211,47.630001068115234,437400
2008-09-26,46.189998626708984,46.27000045776367,44.41999816894531,46.5,510800
2008-09-29,44.47999954223633,42.09000015258789,40.5099983215332,45.2400016784668,794300
2008-09-30,42.91999816894531,43.38999938964844,41.880001068115234,43.93000030517578,627600
2008-10-01,42.72999954223633,42.060001373291016,40.58000183105469,43.31999969482422,405400
2008-10-02,41.20000076293945,36.45000076293945,36.189998626708984,41.849998474121094,668700
2008-10-03,37.02000045776367,35.93000030517578,35.86000061035156,39.29999923706055,955000
2008-10-06,33.95000076293945,33.97999954223633,30.020000457763672,34.66999816894531,824300
2008-10-07,34.66999816894531,30.940000534057617,30.8700008392334,35.43000030517578,778100
2008-10-08,29.989999771118164,29.459999084472656,27.920000076293945,31.709999084472656,1925800
2008-10-09,29.649999618530273,27.290000915527344,27.229999542236328,30.3799991607666,1204400
2008-10-10,25.020000457763672,26.559999465942383,23.440000534057617,28.690000534057617,1304600
2008-10-13,28.15999984741211,30.84000015258789,26.809999465942383,30.8700008392334,1293300
2008-10-14,32.119998931884766,31.079999923706055,29.719999313354492,33.119998931884766,1159800
2008-10-15,29.360000610351562,25.309999465942383,25.309999465942383,30.110000610351562,779500
2008-10-16,25.40999984741211,27.110000610351562,23.56999969482422,27.290000915527344,817000
2008-10-17,26.149999618530273,26.420000076293945,25.270000457763672,29.350000381469727,992000
2008-10-20,27.059999465942383,27.989999771118164,27.059999465942383,29.229999542236328,1099900
2008-10-21,27.15999984741211,27.850000381469727,26.3700008392334,29.139999389648438,546100
2008-10-22,26.520000457763672,23.290000915527344,22.350000381469727,26.790000915527344,794300
2008-10-23,23.760000228881836,23.360000610351562,21.649999618530273,24.309999465942383,722300
2008-10-24,21.25,21.530000686645508,21.030000686645508,22.350000381469727,618100
2008-10-27,21.1200008392334,19.540000915527344,19.399999618530273,21.43000030517578,520600
2008-10-28,20.3700008392334,20.979999542236328,18.790000915527344,20.979999542236328,693000
2008-10-29,21.280000686645508,22.350000381469727,20.790000915527344,23.729999542236328,719800
2008-10-30,23.350000381469727,24.459999084472656,22.6299991607666,24.5,743000
2008-10-31,23.6200008392334,24.700000762939453,23.079999923706055,25.579999923706055,458500
2008-11-03,24.450000762939453,24.600000381469727,24.09000015258789,25.540000915527344,405000
2008-11-04,25.579999923706055,26.399999618530273,25.290000915527344,26.520000457763672,338600
2008-11-05,25.610000610351562,24.899999618530273,24.700000762939453,26.760000228881836,672100
2008-11-06,24.5,22.56999969482422,22.3700008392334,24.670000076293945,634500
2008-11-07,22.81999969482422,23.0,21.950000762939453,23.43000030517578,286200
2008-11-10,23.84000015258789,21.040000915527344,20.56999969482422,24.350000381469727,947400
2008-11-11,20.43000030517578,20.290000915527344,19.5,21.010000228881836,766400
2008-11-12,18.510000228881836,18.079999923706055,18.030000686645508,21.34000015258789,626300
2008-11-13,17.649999618530273,19.270000457763672,16.389999389648438,19.270000457763672,1047500
2008-11-14,18.729999542236328,18.510000228881836,17.969999313354492,19.559999465942383,1004500
2008-11-17,18.40999984741211,17.709999084472656,16.600000381469727,18.510000228881836,925400
2008-11-18,17.700000762939453,18.0,16.989999771118164,18.139999389648438,599400
2008-11-19,17.780000686645508,16.6299991607666,16.6200008392334,18.049999237060547,721700
2008-11-20,16.1200008392334,14.300000190734863,14.149999618530273,16.1200008392334,1048800
2008-11-21,14.789999961853027,16.420000076293945,14.289999961853027,16.440000534057617,967700
2008-11-24,16.93000030517578,18.170000076293945,16.440000534057617,18.399999618530273,1056900
2008-11-25,18.0,17.65999984741211,16.790000915527344,18.420000076293945,486000
2008-11-26,17.43000030517578,20.309999465942383,17.25,20.389999389648438,578200
2008-11-28,20.020000457763672,19.68000030517578,19.450000762939453,20.239999771118164,203400
2008-12-01,19.059999465942383,18.549999237060547,18.440000534057617,19.90999984741211,1079300
2008-12-02,18.610000610351562,18.75,17.8700008392334,19.65999984741211,1182600
2008-12-03,18.1299991607666,18.959999084472656,17.549999237060547,19.100000381469727,613700
2008-12-04,18.709999084472656,17.209999084472656,16.600000381469727,19.100000381469727,640400
2008-12-05,16.920000076293945,17.5,15.380000114440918,17.59000015258789,616300
2008-12-08,18.489999771118164,20.030000686645508,18.489999771118164,20.479999542236328,584800
2008-12-09,20.149999618530273,20.549999237060547,19.670000076293945,21.43000030517578,581100
2008-12-10,20.809999465942383,20.610000610351562,20.229999542236328,22.0,860900
2008-12-11,20.8700008392334,19.639999389648438,19.219999313354492,21.31999969482422,847100
2008-12-12,18.5,20.559999465942383,18.329999923706055,20.8799991607666,507700
2008-12-15,20.8700008392334,20.010000228881836,19.559999465942383,21.760000228881836,408800
2008-12-16,20.450000762939453,20.780000686645508,19.920000076293945,20.93000030517578,437700
2008-12-17,20.6200008392334,20.459999084472656,20.149999618530273,21.31999969482422,634100
2008-12-18,20.299999237060547,18.579999923706055,18.270000457763672,20.299999237060547,523800
2008-12-19,18.850000381469727,18.270000457763672,18.059999465942383,19.479999542236328,662500
2008-12-22,18.34000015258789,17.579999923706055,17.030000686645508,18.59000015258789,334500
2008-12-23,18.1299991607666,17.600000381469727,16.59000015258789,18.1299991607666,665800
2008-12-24,17.270000457763672,17.530000686645508,17.040000915527344,17.649999618530273,74000
2008-12-26,17.559999465942383,18.1299991607666,17.489999771118164,18.170000076293945,87800
2008-12-29,18.450000762939453,18.979999542236328,18.020000457763672,19.06999969482422,349700
2008-12-30,19.040000915527344,19.540000915527344,18.530000686645508,19.610000610351562,265300
2008-12-31,19.5,20.510000228881836,19.149999618530273,21.0,323300
2009-01-02,20.860000610351562,22.030000686645508,20.75,22.329999923706055,268400
2009-01-05,22.079999923706055,22.579999923706055,21.690000534057617,22.81999969482422,360100
2009-01-06,22.6299991607666,23.770000457763672,22.6299991607666,24.200000762939453,434400
2009-01-07,22.68000030517578,22.81999969482422,22.309999465942383,23.700000762939453,425900
2009-01-08,22.6200008392334,23.6200008392334,22.389999389648438,23.639999389648438,320400
2009-01-09,23.59000015258789,22.15999984741211,22.06999969482422,23.639999389648438,418700
2009-01-12,22.010000228881836,21.549999237060547,21.100000381469727,22.010000228881836,450100
2009-01-13,21.5,22.059999465942383,21.280000686645508,22.239999771118164,727300
2009-01-14,21.5,21.34000015258789,21.0,21.790000915527344,707500
2009-01-15,21.280000686645508,21.959999084472656,20.360000610351562,22.149999618530273,525600
2009-01-16,22.559999465942383,22.540000915527344,21.65999984741211,22.93000030517578,559000
2009-01-20,22.329999923706055,22.020000457763672,21.899999618530273,23.100000381469727,1083200
2009-01-21,22.010000228881836,24.40999984741211,22.010000228881836,24.5,641200
2009-01-22,23.610000610351562,23.3700008392334,22.56999969482422,24.170000076293945,671400
2009-01-23,22.510000228881836,24.209999084472656,22.329999923706055,24.670000076293945,589700
2009-01-26,24.31999969482422,25.56999969482422,24.1200008392334,26.18000030517578,563200
2009-01-27,25.59000015258789,26.06999969482422,24.559999465942383,26.290000915527344,577900
2009-01-28,26.239999771118164,26.690000534057617,26.030000686645508,26.940000534057617,502400
2009-01-29,26.260000228881836,25.149999618530273,24.8799991607666,26.260000228881836,295400
2009-01-30,25.360000610351562,24.5,24.3799991607666,26.049999237060547,371000
2009-02-02,24.09000015258789,24.100000381469727,23.530000686645508,25.09000015258789,481800
2009-02-03,23.959999084472656,23.420000076293945,23.0,24.100000381469727,760100
2009-02-04,23.459999084472656,23.969999313354492,23.459999084472656,24.760000228881836,603700
2009-02-05,23.850000381469727,24.1200008392334,23.469999313354492,24.489999771118164,827900
2009-02-06,24.15999984741211,25.34000015258789,23.8799991607666,25.6299991607666,383300
2009-02-09,25.31999969482422,25.450000762939453,24.959999084472656,26.229999542236328,267500
2009-02-10,25.350000381469727,24.290000915527344,24.170000076293945,26.15999984741211,520700
2009-02-11,24.530000686645508,24.1200008392334,23.540000915527344,25.010000228881836,192300
2009-02-12,23.389999389648438,24.65999984741211,23.270000457763672,24.90999984741211,351900
2009-02-13,24.739999771118164,24.690000534057617,24.540000915527344,25.690000534057617,259000
2009-02-17,23.75,22.420000076293945,22.350000381469727,24.110000610351562,347700
2009-02-18,22.770000457763672,22.010000228881836,21.65999984741211,23.09000015258789,379800
2009-02-19,22.420000076293945,22.40999984741211,22.350000381469727,23.079999923706055,464800
2009-02-20,21.950000762939453,21.559999465942383,20.68000030517578,22.389999389648438,513000
2009-02-23,21.860000610351562,19.899999618530273,19.81999969482422,22.059999465942383,408000
2009-02-24,20.280000686645508,20.520000457763672,19.709999084472656,20.75,448400
2009-02-25,20.440000534057617,20.31999969482422,19.700000762939453,20.979999542236328,424800
2009-02-26,20.6200008392334,21.350000381469727,20.479999542236328,21.81999969482422,596700
2009-02-27,19.889999389648438,21.020000457763672,19.889999389648438,21.829999923706055,707300
2009-03-02,20.1200008392334,18.3799991607666,18.1299991607666,20.43000030517578,910700
2009-03-03,18.670000076293945,18.899999618530273,18.299999237060547,19.729999542236328,1130600
2009-03-04,19.600000381469727,20.770000457763672,19.600000381469727,21.290000915527344,822000
2009-03-05,19.979999542236328,20.790000915527344,19.809999465942383,20.81999969482422,894700
2009-03-06,21.450000762939453,21.979999542236328,20.809999465942383,22.030000686645508,848900
2009-03-09,21.729999542236328,22.399999618530273,21.3799991607666,23.040000915527344,883400
2009-03-10,23.010000228881836,23.399999618530273,22.719999313354492,23.969999313354492,466600
2009-03-11,23.40999984741211,23.290000915527344,22.760000228881836,23.719999313354492,541400
2009-03-12,23.270000457763672,25.209999084472656,23.0,25.5,748100
2009-03-13,24.110000610351562,25.100000381469727,24.110000610351562,25.760000228881836,473300
2009-03-16,25.3799991607666,25.479999542236328,25.34000015258789,26.25,574800
2009-03-17,25.719999313354492,25.6200008392334,24.850000381469727,25.969999313354492,696900
2009-03-18,25.420000076293945,26.8700008392334,25.06999969482422,27.200000762939453,529800
2009-03-19,27.75,29.18000030517578,27.739999771118164,30.639999389648438,930700
2009-03-20,29.040000915527344,27.030000686645508,27.0,29.469999313354492,812000
2009-03-23,27.719999313354492,30.530000686645508,27.719999313354492,30.530000686645508,1108500
2009-03-24,29.969999313354492,30.719999313354492,29.65999984741211,31.350000381469727,1035300
2009-03-25,30.739999771118164,31.520000457763672,29.969999313354492,32.279998779296875,1006100
2009-03-26,32.25,32.619998931884766,31.520000457763672,33.220001220703125,978300
2009-03-27,32.439998626708984,30.989999771118164,30.709999084472656,32.439998626708984,559400
2009-03-30,30.56999969482422,30.639999389648438,29.360000610351562,30.969999313354492,987700
2009-03-31,31.31999969482422,30.700000762939453,30.25,31.649999618530273,815900
2009-04-01,30.0,30.260000228881836,29.309999465942383,30.690000534057617,876400
2009-04-02,31.709999084472656,32.689998626708984,31.709999084472656,33.369998931884766,775300
2009-04-03,32.439998626708984,32.79999923706055,31.709999084472656,33.65999984741211,710700
2009-04-06,31.799999237060547,31.68000030517578,30.8700008392334,32.459999084472656,550600
2009-04-07,31.06999969482422,31.739999771118164,30.489999771118164,32.18000030517578,533600
2009-04-08,31.850000381469727,32.25,31.3700008392334,32.58000183105469,625500
2009-04-09,33.130001068115234,33.59000015258789,32.84000015258789,34.2400016784668,609000
2009-04-13,33.040000915527344,32.540000915527344,31.889999389648438,33.040000915527344,540800
2009-04-14,32.279998779296875,31.760000228881836,31.209999084472656,32.939998626708984,483200
2009-04-15,31.65999984741211,31.459999084472656,31.1200008392334,32.029998779296875,552800
2009-04-16,31.8700008392334,32.27000045776367,31.09000015258789,32.619998931884766,500500
2009-04-17,32.209999084472656,32.40999984741211,31.68000030517578,32.65999984741211,553400
2009-04-20,31.280000686645508,30.84000015258789,30.5,31.65999984741211,662400
2009-04-21,30.610000610351562,32.65999984741211,30.239999771118164,32.66999816894531,447500
2009-04-22,32.11000061035156,32.970001220703125,31.940000534057617,33.779998779296875,424200
2009-04-23,33.40999984741211,32.619998931884766,32.02000045776367,33.66999816894531,477900
2009-04-24,33.209999084472656,34.099998474121094,33.04999923706055,34.4900016784668,355200
2009-04-27,33.279998779296875,32.880001068115234,32.279998779296875,33.279998779296875,471100
2009-04-28,32.439998626708984,32.5099983215332,31.459999084472656,32.7599983215332,499100
2009-04-29,32.900001525878906,34.41999816894531,32.779998779296875,34.7400016784668,605600
2009-04-30,34.630001068115234,34.380001068115234,33.470001220703125,35.369998931884766,665100
2009-05-01,34.41999816894531,35.66999816894531,34.099998474121094,36.72999954223633,545200
2009-05-04,35.9900016784668,37.45000076293945,35.9900016784668,37.66999816894531,517400
2009-05-05,37.38999938964844,37.52000045776367,36.31999969482422,37.58000183105469,310400
2009-05-06,38.209999084472656,38.36000061035156,37.189998626708984,38.790000915527344,448200
