Date,chrwopen,chrwclose,chrwlow,chrwhigh,chrwvolume
2008-04-03,58.400001525878906,57.439998626708984,56.900001525878906,58.599998474121094,2859500.0
2008-04-04,57.900001525878906,58.95000076293945,57.349998474121094,59.43000030517578,2984800.0
2008-04-07,58.400001525878906,59.83000183105469,58.400001525878906,60.7400016784668,2862400.0
2008-04-08,59.529998779296875,58.66999816894531,58.29999923706055,59.9900016784668,1877700.0
2008-04-09,58.52000045776367,57.959999084472656,57.75,59.459999084472656,2246800.0
2008-04-10,58.099998474121094,57.75,57.0099983215332,58.099998474121094,2166900.0
2008-04-11,57.95000076293945,57.38999938964844,57.04999923706055,58.209999084472656,1965500.0
2008-04-14,57.27000045776367,57.58000183105469,57.040000915527344,58.060001373291016,1376500.0
2008-04-15,57.72999954223633,58.25,57.04999923706055,58.2599983215332,1429100.0
2008-04-16,58.41999816894531,59.83000183105469,58.25,59.95000076293945,1654000.0
2008-04-17,59.70000076293945,58.560001373291016,57.86000061035156,59.72999954223633,1135000.0
2008-04-18,60.02000045776367,60.209999084472656,59.16999816894531,60.2400016784668,1663200.0
2008-04-21,59.90999984741211,59.2400016784668,58.65999984741211,60.09000015258789,1610700.0
2008-04-22,59.099998474121094,59.36000061035156,57.91999816894531,59.939998626708984,2003800.0
2008-04-23,61.310001373291016,62.33000183105469,61.040000915527344,62.79999923706055,4036000.0
2008-04-24,62.400001525878906,63.130001068115234,60.84000015258789,63.43000030517578,2418100.0
2008-04-25,62.9900016784668,62.31999969482422,61.619998931884766,62.9900016784668,1103300.0
2008-04-28,61.70000076293945,62.470001220703125,61.70000076293945,63.119998931884766,1272800.0
2008-04-29,62.34000015258789,62.66999816894531,61.959999084472656,63.130001068115234,1175000.0
2008-04-30,62.970001220703125,62.68000030517578,62.5099983215332,64.30999755859375,1998600.0
2008-05-01,63.13999938964844,65.61000061035156,62.77000045776367,65.7300033569336,2906500.0
2008-05-02,66.1500015258789,65.45999908447266,64.83999633789062,66.95999908447266,1912200.0
2008-05-05,65.5,65.75,64.83999633789062,66.25,1186500.0
2008-05-06,66.23999786376953,67.2699966430664,65.05999755859375,67.36000061035156,1440300.0
2008-05-07,67.0199966430664,63.790000915527344,63.72999954223633,67.23999786376953,2514100.0
2008-05-08,64.36000061035156,64.33999633789062,63.43000030517578,64.80999755859375,1443100.0
2008-05-09,63.599998474121094,63.91999816894531,63.279998779296875,64.30000305175781,1173300.0
2008-05-12,63.93000030517578,64.91999816894531,63.29999923706055,64.97000122070312,1520400.0
2008-05-13,65.0,65.08000183105469,64.1500015258789,65.08999633789062,1268900.0
2008-05-14,65.20999908447266,65.69000244140625,64.80000305175781,66.5999984741211,1284300.0
2008-05-15,65.36000061035156,65.47000122070312,64.63999938964844,65.80999755859375,1438600.0
2008-05-16,65.7300033569336,64.1500015258789,63.65999984741211,65.7300033569336,2130000.0
2008-05-19,64.73999786376953,65.56999969482422,64.63999938964844,67.3499984741211,1952800.0
2008-05-20,65.16999816894531,64.81999969482422,64.48999786376953,66.25,971800.0
2008-05-21,65.16999816894531,63.56999969482422,63.33000183105469,65.80000305175781,1407000.0
2008-05-22,63.599998474121094,64.08999633789062,63.25,64.62000274658203,1203300.0
2008-05-23,63.38999938964844,62.380001068115234,62.040000915527344,63.959999084472656,1791700.0
2008-05-27,62.5,63.290000915527344,61.939998626708984,63.34000015258789,1818500.0
2008-05-28,63.7599983215332,63.54999923706055,62.880001068115234,63.77000045776367,1736700.0
2008-05-29,63.790000915527344,64.7300033569336,63.16999816894531,65.29000091552734,1219200.0
2008-05-30,65.27999877929688,64.5,64.47000122070312,65.69999694824219,3195900.0
2008-06-02,64.51000213623047,63.209999084472656,63.0,64.87000274658203,1567600.0
2008-06-03,63.83000183105469,62.7599983215332,62.279998779296875,64.4000015258789,1529300.0
2008-06-04,62.04999923706055,63.5099983215332,62.04999923706055,64.12000274658203,1100000.0
2008-06-05,63.04999923706055,64.05000305175781,62.5099983215332,64.05999755859375,957100.0
2008-06-06,63.400001525878906,61.06999969482422,61.04999923706055,63.849998474121094,1757400.0
2008-06-09,61.029998779296875,61.310001373291016,60.209999084472656,61.84000015258789,1692200.0
2008-06-10,60.97999954223633,61.58000183105469,60.58000183105469,62.13999938964844,1437500.0
2008-06-11,61.16999816894531,58.81999969482422,58.68000030517578,61.220001220703125,2317600.0
2008-06-12,59.540000915527344,59.27000045776367,58.59000015258789,60.439998626708984,1428800.0
2008-06-13,59.9900016784668,60.150001525878906,59.0099983215332,60.65999984741211,1270700.0
2008-06-16,59.2599983215332,59.939998626708984,59.029998779296875,60.439998626708984,1514400.0
2008-06-17,59.43000030517578,59.5099983215332,59.349998474121094,60.189998626708984,980800.0
2008-06-18,59.0,59.060001373291016,58.65999984741211,59.81999969482422,1830200.0
2008-06-19,59.189998626708984,61.380001068115234,58.939998626708984,61.59000015258789,2160500.0
2008-06-20,60.68000030517578,58.880001068115234,58.689998626708984,60.84000015258789,2728800.0
2008-06-23,59.380001068115234,57.52000045776367,57.470001220703125,59.599998474121094,2094200.0
2008-06-24,57.400001525878906,56.970001220703125,56.04999923706055,57.65999984741211,3486900.0
2008-06-25,57.029998779296875,57.380001068115234,56.310001373291016,57.849998474121094,2274100.0
2008-06-26,56.33000183105469,55.880001068115234,55.79999923706055,56.91999816894531,1855400.0
2008-06-27,56.34000015258789,55.2599983215332,54.40999984741211,56.529998779296875,3483500.0
2008-06-30,55.06999969482422,54.84000015258789,54.310001373291016,55.97999954223633,2799800.0
2008-07-01,54.209999084472656,54.349998474121094,52.52000045776367,55.16999816894531,2950500.0
2008-07-02,54.75,52.5099983215332,52.2400016784668,54.75,2715000.0
2008-07-03,52.77000045776367,52.369998931884766,51.77000045776367,52.9900016784668,1546700.0
2008-07-07,52.90999984741211,53.2599983215332,52.7599983215332,54.22999954223633,2607000.0
2008-07-08,53.380001068115234,55.70000076293945,52.97999954223633,55.709999084472656,2423500.0
2008-07-09,55.59000015258789,55.36000061035156,54.68000030517578,56.7400016784668,2872000.0
2008-07-10,55.58000183105469,55.2400016784668,54.09000015258789,56.09000015258789,1869700.0
2008-07-11,54.720001220703125,54.650001525878906,53.83000183105469,55.560001373291016,1738600.0
2008-07-14,55.54999923706055,54.619998931884766,54.029998779296875,55.54999923706055,1668100.0
2008-07-15,54.02000045776367,53.790000915527344,52.84000015258789,54.810001373291016,3312000.0
2008-07-16,53.79999923706055,56.900001525878906,53.16999816894531,57.029998779296875,2825000.0
2008-07-17,55.65999984741211,55.84000015258789,55.0099983215332,56.88999938964844,2675700.0
2008-07-18,55.5,57.099998474121094,55.02000045776367,57.29999923706055,2371200.0
2008-07-21,56.88999938964844,56.91999816894531,56.54999923706055,57.369998931884766,2246500.0
2008-07-22,57.279998779296875,58.75,56.27000045776367,58.790000915527344,2479200.0
2008-07-23,51.540000915527344,49.560001373291016,49.15999984741211,51.630001068115234,8726800.0
2008-07-24,49.25,48.02000045776367,47.209999084472656,49.5099983215332,4946400.0
2008-07-25,48.56999969482422,49.810001373291016,48.029998779296875,49.869998931884766,3274000.0
2008-07-28,49.36000061035156,47.84000015258789,47.560001373291016,49.560001373291016,3669600.0
2008-07-29,48.31999969482422,49.47999954223633,47.939998626708984,49.540000915527344,2206200.0
2008-07-30,49.380001068115234,48.58000183105469,47.900001525878906,49.84000015258789,1697800.0
2008-07-31,48.08000183105469,48.20000076293945,48.0099983215332,49.599998474121094,2073700.0
2008-08-01,48.88999938964844,47.79999923706055,46.91999816894531,49.130001068115234,2421200.0
2008-08-04,47.81999969482422,47.9900016784668,46.900001525878906,48.220001220703125,2691400.0
2008-08-05,48.470001220703125,51.09000015258789,48.220001220703125,51.20000076293945,3596800.0
2008-08-06,50.849998474121094,50.470001220703125,50.02000045776367,51.20000076293945,2341500.0
2008-08-07,50.400001525878906,50.209999084472656,49.650001525878906,50.79999923706055,1399700.0
2008-08-08,50.2599983215332,51.97999954223633,50.18000030517578,52.130001068115234,1712200.0
2008-08-11,51.81999969482422,51.56999969482422,50.880001068115234,52.29999923706055,1693800.0
2008-08-12,51.4900016784668,51.5,50.380001068115234,51.560001373291016,1561000.0
2008-08-13,51.189998626708984,51.54999923706055,50.470001220703125,51.869998931884766,1496500.0
2008-08-14,51.0099983215332,52.52000045776367,50.939998626708984,52.68000030517578,1595600.0
2008-08-15,52.72999954223633,51.880001068115234,51.56999969482422,52.72999954223633,1501700.0
2008-08-18,52.279998779296875,51.4900016784668,51.31999969482422,52.4900016784668,1293200.0
2008-08-19,51.459999084472656,50.790000915527344,50.5099983215332,52.099998474121094,1444800.0
2008-08-20,51.4900016784668,50.2400016784668,49.970001220703125,51.58000183105469,1384800.0
2008-08-21,50.349998474121094,49.81999969482422,49.31999969482422,50.349998474121094,987600.0
2008-08-22,49.36000061035156,51.279998779296875,49.36000061035156,51.439998626708984,1030000.0
2008-08-25,50.880001068115234,50.599998474121094,49.63999938964844,51.119998931884766,1138100.0
2008-08-26,50.5099983215332,50.84000015258789,50.08000183105469,50.97999954223633,1865600.0
2008-08-27,50.79999923706055,51.4900016784668,50.060001373291016,51.959999084472656,994200.0
2008-08-28,51.650001525878906,53.0099983215332,51.5,53.290000915527344,1540100.0
2008-08-29,52.40999984741211,52.11000061035156,51.790000915527344,53.060001373291016,1317600.0
2008-09-02,53.5,52.040000915527344,51.84000015258789,54.25,1354200.0
2008-09-03,52.0099983215332,51.650001525878906,51.279998779296875,52.439998626708984,1248700.0
2008-09-04,51.2599983215332,50.400001525878906,50.15999984741211,51.880001068115234,1154800.0
2008-09-05,50.189998626708984,49.849998474121094,49.0099983215332,50.869998931884766,1632400.0
2008-09-08,50.18000030517578,50.5,49.84000015258789,51.04999923706055,1473100.0
2008-09-09,50.959999084472656,50.849998474121094,50.29999923706055,51.97999954223633,2460200.0
2008-09-10,51.61000061035156,52.97999954223633,50.65999984741211,53.720001220703125,2773900.0
2008-09-11,52.66999816894531,55.2599983215332,52.189998626708984,55.400001525878906,2652500.0
2008-09-12,54.9900016784668,55.529998779296875,53.880001068115234,55.959999084472656,1674000.0
2008-09-15,54.560001373291016,54.619998931884766,53.880001068115234,55.970001220703125,2865200.0
2008-09-16,55.91999816894531,55.11000061035156,53.599998474121094,56.06999969482422,3435000.0
2008-09-17,53.529998779296875,52.34000015258789,52.11000061035156,54.650001525878906,3125500.0
2008-09-18,54.0,56.0099983215332,52.25,56.68000030517578,3276600.0
2008-09-19,57.4900016784668,56.290000915527344,53.5099983215332,57.54999923706055,2909100.0
2008-09-22,55.970001220703125,53.369998931884766,53.09000015258789,56.20000076293945,1336100.0
2008-09-23,53.65999984741211,52.79999923706055,52.7599983215332,54.439998626708984,1506500.0
2008-09-24,52.79999923706055,52.91999816894531,52.150001525878906,53.63999938964844,1486800.0
2008-09-25,53.650001525878906,52.689998626708984,52.119998931884766,54.27000045776367,1874600.0
2008-09-26,52.0099983215332,52.189998626708984,51.5,52.93000030517578,1602600.0
2008-09-29,51.209999084472656,48.70000076293945,48.650001525878906,51.93000030517578,2977900.0
2008-09-30,48.43000030517578,50.959999084472656,48.380001068115234,50.959999084472656,2553600.0
2008-10-01,49.439998626708984,50.9900016784668,49.0099983215332,51.529998779296875,2065500.0
2008-10-02,50.5099983215332,46.84000015258789,46.43000030517578,51.02000045776367,3184000.0
2008-10-03,47.869998931884766,46.7599983215332,46.599998474121094,49.95000076293945,3048700.0
2008-10-06,45.54999923706055,46.869998931884766,43.599998474121094,47.0,4100800.0
2008-10-07,46.9900016784668,45.29999923706055,44.59000015258789,47.779998779296875,3426500.0
2008-10-08,45.36000061035156,44.189998626708984,43.15999984741211,45.75,4188300.0
2008-10-09,44.38999938964844,39.880001068115234,39.439998626708984,45.13999938964844,4901700.0
2008-10-10,39.029998779296875,41.38999938964844,36.5,43.13999938964844,5578300.0
2008-10-13,42.290000915527344,43.95000076293945,41.52000045776367,43.9900016784668,2772400.0
2008-10-14,45.540000915527344,45.34000015258789,44.869998931884766,46.709999084472656,4954100.0
2008-10-15,44.7599983215332,40.0,40.0,44.849998474121094,3893400.0
2008-10-16,40.0,42.5,38.7400016784668,42.97999954223633,5052000.0
2008-10-17,41.27000045776367,40.650001525878906,39.779998779296875,45.63999938964844,3535400.0
2008-10-20,41.20000076293945,42.13999938964844,40.08000183105469,43.0,2579800.0
2008-10-21,41.880001068115234,40.06999969482422,39.58000183105469,42.630001068115234,2829200.0
2008-10-22,41.849998474121094,43.88999938964844,41.5,46.470001220703125,6581300.0
2008-10-23,44.119998931884766,45.150001525878906,43.5,46.02000045776367,4306700.0
2008-10-24,42.15999984741211,44.15999984741211,42.0,45.65999984741211,2701400.0
2008-10-27,43.029998779296875,44.75,42.959999084472656,47.040000915527344,3035700.0
2008-10-28,46.06999969482422,48.63999938964844,44.599998474121094,48.79999923706055,3036600.0
2008-10-29,49.099998474121094,48.63999938964844,47.5,51.54999923706055,2739500.0
2008-10-30,49.83000183105469,50.84000015258789,49.15999984741211,51.66999816894531,2360600.0
2008-10-31,50.72999954223633,51.779998779296875,49.84000015258789,53.5,2571400.0
2008-11-03,51.869998931884766,53.58000183105469,51.869998931884766,53.720001220703125,3028700.0
2008-11-04,55.060001373291016,55.650001525878906,54.47999954223633,55.70000076293945,2946100.0
2008-11-05,55.08000183105469,52.09000015258789,51.83000183105469,55.83000183105469,2029400.0
2008-11-06,51.380001068115234,50.540000915527344,50.33000183105469,53.09000015258789,1869000.0
2008-11-07,51.400001525878906,51.7599983215332,50.13999938964844,52.02000045776367,1779100.0
2008-11-10,52.959999084472656,52.349998474121094,52.11000061035156,53.29999923706055,1903000.0
2008-11-11,52.41999816894531,52.45000076293945,50.5,53.470001220703125,1576200.0
2008-11-12,51.400001525878906,50.869998931884766,50.66999816894531,52.310001373291016,1901400.0
2008-11-13,50.720001220703125,53.63999938964844,47.90999984741211,53.83000183105469,2986700.0
2008-11-14,52.400001525878906,50.779998779296875,50.45000076293945,53.459999084472656,2012900.0
2008-11-17,50.61000061035156,51.400001525878906,50.27000045776367,53.400001525878906,2857500.0
2008-11-18,51.22999954223633,51.380001068115234,50.4900016784668,53.380001068115234,3116100.0
2008-11-19,51.459999084472656,47.25,47.189998626708984,51.95000076293945,3952800.0
2008-11-20,47.040000915527344,44.0099983215332,43.86000061035156,47.5,4088300.0
2008-11-21,44.88999938964844,48.13999938964844,43.560001373291016,48.189998626708984,3281600.0
2008-11-24,49.16999816894531,50.29999923706055,48.02000045776367,51.130001068115234,3248500.0
2008-11-25,51.0,49.709999084472656,48.720001220703125,51.119998931884766,2563700.0
2008-11-26,48.91999816894531,51.31999969482422,48.34000015258789,51.33000183105469,2484900.0
2008-11-28,50.529998779296875,51.08000183105469,49.650001525878906,51.310001373291016,1139300.0
2008-12-01,48.630001068115234,45.75,45.7400016784668,50.18000030517578,3559300.0
2008-12-02,46.36000061035156,46.79999923706055,45.22999954223633,47.599998474121094,2862000.0
2008-12-03,46.560001373291016,49.25,46.09000015258789,49.29999923706055,2729200.0
2008-12-04,48.25,47.040000915527344,46.52000045776367,49.04999923706055,2383800.0
2008-12-05,46.560001373291016,48.38999938964844,44.349998474121094,48.38999938964844,2537200.0
2008-12-08,48.060001373291016,50.7599983215332,48.0099983215332,51.63999938964844,3103600.0
2008-12-09,49.470001220703125,50.18000030517578,48.84000015258789,51.209999084472656,2551300.0
2008-12-10,50.5,51.20000076293945,50.47999954223633,52.43000030517578,2080600.0
2008-12-11,50.790000915527344,48.810001373291016,48.529998779296875,51.90999984741211,2001300.0
2008-12-12,48.099998474121094,49.15999984741211,47.68000030517578,50.150001525878906,2088900.0
2008-12-15,49.540000915527344,48.66999816894531,48.130001068115234,49.90999984741211,1456800.0
2008-12-16,49.93000030517578,51.400001525878906,48.7599983215332,51.70000076293945,2256300.0
2008-12-17,49.380001068115234,51.75,49.380001068115234,52.9900016784668,1937700.0
2008-12-18,51.810001373291016,50.70000076293945,50.15999984741211,52.95000076293945,1903800.0
2008-12-19,51.33000183105469,51.779998779296875,50.70000076293945,52.599998474121094,2205100.0
2008-12-22,51.72999954223633,51.7400016784668,50.720001220703125,52.4900016784668,1748900.0
2008-12-23,52.130001068115234,51.470001220703125,50.790000915527344,52.279998779296875,1048500.0
2008-12-24,51.439998626708984,51.540000915527344,50.970001220703125,52.0,459700.0
2008-12-26,51.810001373291016,51.900001525878906,50.810001373291016,52.0,753400.0
2008-12-29,51.29999923706055,50.86000061035156,50.36000061035156,51.52000045776367,729700.0
2008-12-30,51.38999938964844,53.310001373291016,50.66999816894531,53.439998626708984,1954500.0
2008-12-31,53.5,55.029998779296875,53.380001068115234,55.630001068115234,2671700.0
2009-01-02,55.25,55.849998474121094,54.349998474121094,56.13999938964844,1876600.0
2009-01-05,53.56999969482422,53.75,53.20000076293945,55.369998931884766,2709300.0
2009-01-06,54.27000045776367,53.5,53.060001373291016,55.0,2417500.0
2009-01-07,52.88999938964844,51.810001373291016,51.54999923706055,53.16999816894531,1770600.0
2009-01-08,51.689998626708984,51.310001373291016,50.38999938964844,52.16999816894531,2338900.0
2009-01-09,51.310001373291016,49.290000915527344,48.70000076293945,51.380001068115234,2308200.0
2009-01-12,49.45000076293945,48.459999084472656,48.060001373291016,49.95000076293945,1921700.0
2009-01-13,48.349998474121094,48.619998931884766,47.900001525878906,49.25,2343100.0
2009-01-14,48.0,47.0099983215332,46.81999969482422,48.0,2451400.0
2009-01-15,47.56999969482422,48.779998779296875,46.45000076293945,49.209999084472656,2931400.0
2009-01-16,48.720001220703125,47.2400016784668,46.2599983215332,49.220001220703125,2547100.0
2009-01-20,45.59000015258789,44.93000030517578,44.91999816894531,46.970001220703125,3097000.0
2009-01-21,44.86000061035156,46.060001373291016,43.95000076293945,46.220001220703125,3489800.0
2009-01-22,45.689998626708984,45.130001068115234,44.20000076293945,45.779998779296875,2668000.0
2009-01-23,44.0,43.790000915527344,43.290000915527344,44.45000076293945,2761300.0
2009-01-26,44.689998626708984,43.63999938964844,42.900001525878906,44.70000076293945,2321500.0
2009-01-27,43.630001068115234,44.56999969482422,43.0099983215332,44.880001068115234,2508100.0
2009-01-28,44.56999969482422,46.310001373291016,44.560001373291016,48.31999969482422,4364700.0
2009-01-29,46.34000015258789,45.209999084472656,44.7599983215332,46.5099983215332,2310200.0
2009-01-30,46.720001220703125,45.97999954223633,45.66999816894531,47.619998931884766,3550600.0
2009-02-02,45.90999984741211,45.0,44.029998779296875,45.939998626708984,3198900.0
2009-02-03,45.349998474121094,47.09000015258789,45.189998626708984,47.130001068115234,3203200.0
2009-02-04,46.70000076293945,46.939998626708984,46.70000076293945,48.2400016784668,2601300.0
2009-02-05,46.279998779296875,48.349998474121094,46.18000030517578,48.81999969482422,2500900.0
2009-02-06,48.400001525878906,50.0,48.400001525878906,50.2599983215332,3031800.0
2009-02-09,49.66999816894531,49.70000076293945,48.68000030517578,50.13999938964844,2270200.0
2009-02-10,49.0,48.0099983215332,47.369998931884766,50.15999984741211,3078400.0
2009-02-11,48.75,47.06999969482422,46.209999084472656,48.75,2947600.0
2009-02-12,46.5099983215332,47.45000076293945,45.47999954223633,47.54999923706055,2662300.0
2009-02-13,47.459999084472656,47.29999923706055,46.88999938964844,48.16999816894531,1772100.0
2009-02-17,45.09000015258789,45.33000183105469,44.150001525878906,45.95000076293945,2895900.0
2009-02-18,45.47999954223633,45.040000915527344,44.16999816894531,45.68000030517578,2517600.0
2009-02-19,45.0099983215332,44.939998626708984,44.709999084472656,46.27000045776367,1852200.0
2009-02-20,44.58000183105469,44.720001220703125,43.709999084472656,45.15999984741211,2077100.0
2009-02-23,44.790000915527344,42.63999938964844,42.540000915527344,45.33000183105469,2605800.0
2009-02-24,40.45000076293945,43.150001525878906,40.29999923706055,43.2599983215332,4101900.0
2009-02-25,42.72999954223633,41.77000045776367,41.29999923706055,43.619998931884766,3421100.0
2009-02-26,42.47999954223633,40.72999954223633,40.5,42.47999954223633,3490800.0
2009-02-27,41.33000183105469,41.380001068115234,40.11000061035156,42.11000061035156,2984000.0
2009-03-02,40.66999816894531,39.689998626708984,39.56999969482422,40.93000030517578,4177700.0
2009-03-03,39.849998474121094,39.18000030517578,39.15999984741211,40.9900016784668,3291800.0
2009-03-04,39.86000061035156,40.08000183105469,38.68000030517578,40.400001525878906,3936000.0
2009-03-05,39.459999084472656,38.38999938964844,37.689998626708984,39.65999984741211,3410800.0
2009-03-06,38.56999969482422,38.060001373291016,37.36000061035156,39.45000076293945,3237000.0
2009-03-09,37.7400016784668,38.04999923706055,37.5,39.150001525878906,3237500.0
2009-03-10,38.689998626708984,40.459999084472656,38.0099983215332,40.5,3715100.0
2009-03-11,40.5099983215332,40.72999954223633,39.90999984741211,41.06999969482422,3063500.0
2009-03-12,40.709999084472656,42.4900016784668,40.2599983215332,42.59000015258789,2977100.0
2009-03-13,42.54999923706055,42.720001220703125,41.939998626708984,42.88999938964844,2270100.0
2009-03-16,42.900001525878906,44.029998779296875,42.720001220703125,44.959999084472656,3723000.0
2009-03-17,44.349998474121094,45.209999084472656,43.970001220703125,45.2400016784668,3709600.0
2009-03-18,45.09000015258789,46.0,44.22999954223633,46.59000015258789,3339100.0
2009-03-19,46.0,45.36000061035156,44.93000030517578,46.400001525878906,3135400.0
2009-03-20,45.18000030517578,43.81999969482422,43.29999923706055,46.529998779296875,3975000.0
2009-03-23,45.63999938964844,47.779998779296875,44.720001220703125,48.54999923706055,4757400.0
2009-03-24,46.34000015258789,45.189998626708984,45.11000061035156,46.599998474121094,4061200.0
2009-03-25,45.040000915527344,44.4900016784668,43.15999984741211,45.91999816894531,3892200.0
2009-03-26,45.02000045776367,47.7400016784668,44.56999969482422,47.7400016784668,4125800.0
2009-03-27,46.29999923706055,46.29999923706055,45.959999084472656,47.20000076293945,1692700.0
2009-03-30,45.7599983215332,44.68000030517578,44.040000915527344,46.150001525878906,1975700.0
2009-03-31,45.2599983215332,45.61000061035156,44.119998931884766,46.31999969482422,2027100.0
2009-04-01,45.04999923706055,45.349998474121094,44.189998626708984,45.56999969482422,2519300.0
2009-04-02,45.970001220703125,48.09000015258789,45.619998931884766,49.279998779296875,3199800.0
2009-04-03,48.810001373291016,48.31999969482422,47.40999984741211,48.810001373291016,1474900.0
2009-04-06,48.0,47.36000061035156,46.34000015258789,48.0,1990900.0
