Date,renopen,renclose,renlow,renhigh,renvolume
2011-10-10,55.5,57.0,54.70000076293945,57.099998474121094,78300.0
2011-10-11,56.54999923706055,58.29999923706055,56.29999923706055,58.54999923706055,59200.0
2011-10-12,58.650001525878906,59.04999923706055,58.54999923706055,59.900001525878906,84100.0
2011-10-13,58.5,60.04999923706055,57.29999923706055,60.45000076293945,82900.0
2011-10-14,60.900001525878906,61.849998474121094,60.79999923706055,62.5,98800.0
2011-10-17,61.650001525878906,61.70000076293945,61.400001525878906,62.29999923706055,82200.0
2011-10-18,61.95000076293945,64.0,60.20000076293945,64.30000305175781,102300.0
2011-10-19,64.0,63.900001525878906,63.150001525878906,65.4000015258789,103100.0
2011-10-20,63.900001525878906,63.54999923706055,62.29999923706055,64.3499984741211,91200.0
2011-10-21,64.9000015258789,65.5,64.30000305175781,65.55000305175781,81300.0
2011-10-24,65.69999694824219,66.1500015258789,65.25,66.44999694824219,91900.0
2011-10-25,66.0999984741211,64.25,64.1500015258789,66.44999694824219,69600.0
2011-10-26,65.44999694824219,66.3499984741211,63.900001525878906,66.94999694824219,69400.0
2011-10-27,68.0999984741211,69.94999694824219,66.75,70.3499984741211,181200.0
2011-10-28,69.5,68.8499984741211,68.5999984741211,71.19999694824219,88100.0
2011-10-31,67.80000305175781,65.0,65.0,68.4000015258789,186300.0
2011-11-01,62.650001525878906,65.0,62.650001525878906,65.69999694824219,129200.0
2011-11-02,66.0999984741211,66.3499984741211,65.0,66.5,87700.0
2011-11-03,67.1500015258789,67.9000015258789,65.44999694824219,68.0999984741211,122800.0
2011-11-04,67.55000305175781,67.5,66.4000015258789,68.4000015258789,104600.0
2011-11-07,67.75,68.0999984741211,66.75,68.8499984741211,57300.0
2011-11-08,68.94999694824219,67.30000305175781,64.80000305175781,68.94999694824219,110900.0
2011-11-09,65.5999984741211,64.69999694824219,64.3499984741211,66.55000305175781,93900.0
2011-11-10,65.5999984741211,65.6500015258789,64.5999984741211,67.3499984741211,67800.0
2011-11-11,66.44999694824219,67.25,66.1500015258789,67.8499984741211,66500.0
2011-11-14,67.25,66.6500015258789,64.80000305175781,67.5,77200.0
2011-11-15,66.19999694824219,66.80000305175781,65.6500015258789,67.3499984741211,90300.0
2011-11-16,66.30000305175781,66.80000305175781,65.9000015258789,68.6500015258789,90800.0
2011-11-17,66.55000305175781,65.6500015258789,64.5999984741211,67.5999984741211,135100.0
2011-11-18,65.94999694824219,65.5,64.94999694824219,66.30000305175781,55900.0
2011-11-21,65.0,63.900001525878906,63.099998474121094,65.0,88600.0
2011-11-22,63.849998474121094,63.599998474121094,63.29999923706055,65.30000305175781,83100.0
2011-11-23,62.900001525878906,61.25,60.95000076293945,62.900001525878906,83900.0
2011-11-25,60.95000076293945,61.70000076293945,60.95000076293945,63.25,53000.0
2011-11-28,63.599998474121094,63.400001525878906,62.54999923706055,64.3499984741211,104600.0
2011-11-29,63.45000076293945,64.19999694824219,62.29999923706055,64.5,114700.0
2011-11-30,66.25,67.75,65.55000305175781,67.75,146200.0
2011-12-01,67.3499984741211,66.9000015258789,66.75,68.75,66600.0
2011-12-02,67.75,66.5999984741211,66.25,68.4000015258789,121100.0
2011-12-05,67.9000015258789,67.55000305175781,66.5,68.0999984741211,98900.0
2011-12-06,67.75,68.05000305175781,67.25,69.0,80900.0
2011-12-07,66.4000015258789,63.400001525878906,62.0,66.8499984741211,263600.0
2011-12-08,62.95000076293945,60.900001525878906,60.5,63.25,175900.0
2011-12-09,61.04999923706055,61.349998474121094,60.20000076293945,61.95000076293945,172700.0
2011-12-12,60.29999923706055,58.95000076293945,57.5,60.599998474121094,215700.0
2011-12-13,59.70000076293945,58.150001525878906,57.349998474121094,61.0,142800.0
2011-12-14,57.599998474121094,56.599998474121094,55.400001525878906,57.70000076293945,197100.0
2011-12-15,57.25,56.25,55.849998474121094,58.0,143200.0
2011-12-16,56.349998474121094,55.5,55.5,57.349998474121094,646400.0
2011-12-19,55.650001525878906,54.04999923706055,53.650001525878906,56.20000076293945,213700.0
2011-12-20,55.20000076293945,56.04999923706055,54.900001525878906,56.29999923706055,149400.0
2011-12-21,56.04999923706055,55.0,54.70000076293945,56.29999923706055,178400.0
