Date,adsopen,adsclose,adslow,adshigh,adsvolume
2008-01-02,74.6500015258789,74.18000030517578,73.4800033569336,75.0,1555400.0
2008-01-03,74.16000366210938,73.76000213623047,73.41000366210938,74.44000244140625,717200.0
2008-01-04,72.75,72.0,69.80999755859375,73.86000061035156,3564700.0
2008-01-07,72.44999694824219,72.47000122070312,71.83000183105469,72.88999938964844,1607900.0
2008-01-08,72.56999969482422,73.5,72.05000305175781,74.66999816894531,2227000.0
2008-01-09,73.5199966430664,73.5,72.05999755859375,73.76000213623047,1557300.0
2008-01-10,73.19999694824219,72.5,70.55000305175781,73.2699966430664,5459600.0
2008-01-11,71.75,68.25,64.4000015258789,74.52999877929688,7241800.0
2008-01-14,68.69999694824219,67.93000030517578,66.1500015258789,69.9800033569336,1628500.0
2008-01-15,68.0,65.45999908447266,65.2300033569336,68.4000015258789,3032600.0
2008-01-16,65.44000244140625,63.15999984741211,62.650001525878906,66.2300033569336,4086300.0
2008-01-17,63.290000915527344,52.81999969482422,47.4900016784668,63.33000183105469,19744800.0
2008-01-18,55.5099983215332,61.93000030517578,54.41999816894531,62.72999954223633,7706800.0
2008-01-22,57.290000915527344,60.290000915527344,54.43000030517578,60.650001525878906,3883800.0
2008-01-23,59.060001373291016,65.20999908447266,58.83000183105469,65.37999725341797,2612900.0
2008-01-24,65.41000366210938,67.16999816894531,65.0199966430664,68.44000244140625,2448600.0
2008-01-25,68.33999633789062,65.5999984741211,62.209999084472656,68.47000122070312,1833500.0
2008-01-28,40.349998474121094,42.47999954223633,39.540000915527344,43.869998931884766,34065800.0
2008-01-29,42.869998931884766,43.0,39.84000015258789,43.13999938964844,7695900.0
2008-01-30,43.029998779296875,42.70000076293945,40.599998474121094,44.47999954223633,12117800.0
2008-01-31,47.95000076293945,50.56999969482422,47.040000915527344,51.130001068115234,12492200.0
2008-02-01,50.70000076293945,53.900001525878906,49.310001373291016,54.779998779296875,3339500.0
2008-02-04,53.599998474121094,51.689998626708984,51.47999954223633,53.689998626708984,1880500.0
2008-02-05,50.5,50.9900016784668,49.61000061035156,51.63999938964844,2196400.0
2008-02-06,51.279998779296875,51.43000030517578,50.150001525878906,53.18000030517578,2252900.0
2008-02-07,51.0,51.459999084472656,50.970001220703125,52.849998474121094,1693000.0
2008-02-08,50.869998931884766,55.02000045776367,50.869998931884766,60.70000076293945,15051400.0
2008-02-11,55.4900016784668,55.33000183105469,54.560001373291016,57.439998626708984,5704200.0
2008-02-12,55.5,55.90999984741211,54.939998626708984,56.58000183105469,1727000.0
2008-02-13,56.4900016784668,55.5,54.900001525878906,56.4900016784668,1406700.0
2008-02-14,55.34000015258789,54.75,53.900001525878906,55.7400016784668,1664600.0
2008-02-15,54.70000076293945,55.400001525878906,54.279998779296875,56.0,2739500.0
2008-02-19,56.130001068115234,53.45000076293945,51.63999938964844,56.150001525878906,2370400.0
2008-02-20,52.650001525878906,54.25,52.25,54.310001373291016,966900.0
2008-02-21,54.2400016784668,52.529998779296875,51.83000183105469,54.66999816894531,1245100.0
2008-02-22,52.63999938964844,51.36000061035156,50.060001373291016,52.77000045776367,1545100.0
2008-02-25,51.400001525878906,52.5,50.5,53.29999923706055,1486000.0
2008-02-26,51.91999816894531,52.5,51.91999816894531,53.779998779296875,1663300.0
2008-02-27,52.0,52.34000015258789,51.849998474121094,52.84000015258789,585400.0
2008-02-28,52.369998931884766,52.66999816894531,51.5,52.66999816894531,624400.0
2008-02-29,51.72999954223633,50.630001068115234,50.029998779296875,52.13999938964844,1110300.0
2008-03-03,50.5,47.16999816894531,46.36000061035156,50.689998626708984,2158700.0
2008-03-04,46.869998931884766,47.20000076293945,46.29999923706055,47.790000915527344,1817100.0
2008-03-05,47.52000045776367,47.970001220703125,46.630001068115234,49.040000915527344,3429400.0
2008-03-06,47.869998931884766,45.2599983215332,44.5,48.04999923706055,2845700.0
2008-03-07,44.86000061035156,45.5,44.4900016784668,46.27000045776367,1524600.0
2008-03-10,45.869998931884766,43.790000915527344,42.66999816894531,45.869998931884766,2561800.0
2008-03-11,44.59000015258789,44.599998474121094,43.2599983215332,45.0,2316100.0
2008-03-12,44.939998626708984,45.900001525878906,44.79999923706055,46.31999969482422,1487500.0
2008-03-13,45.56999969482422,46.52000045776367,43.779998779296875,46.52000045776367,1478000.0
2008-03-14,47.25,46.630001068115234,45.150001525878906,48.0,3871100.0
2008-03-17,46.0,44.099998474121094,42.56999969482422,46.130001068115234,2108600.0
2008-03-18,46.869998931884766,44.790000915527344,44.06999969482422,46.869998931884766,2337400.0
2008-03-19,45.0,44.689998626708984,44.689998626708984,46.5,2485000.0
2008-03-20,44.79999923706055,52.220001220703125,44.66999816894531,53.0,8128300.0
2008-03-24,51.5,48.81999969482422,48.81999969482422,51.5,2000200.0
2008-03-25,49.29999923706055,48.720001220703125,47.310001373291016,49.380001068115234,1254300.0
2008-03-26,47.689998626708984,49.189998626708984,46.720001220703125,51.400001525878906,4544300.0
2008-03-27,49.29999923706055,48.5,47.25,49.470001220703125,836200.0
2008-03-28,48.400001525878906,47.380001068115234,47.2599983215332,48.43000030517578,498100.0
2008-03-31,47.630001068115234,47.5099983215332,47.25,48.18000030517578,834700.0
2008-04-01,48.560001373291016,48.88999938964844,47.779998779296875,48.939998626708984,805500.0
2008-04-02,49.40999984741211,48.9900016784668,48.310001373291016,49.810001373291016,779800.0
2008-04-03,48.220001220703125,48.59000015258789,48.220001220703125,50.15999984741211,806100.0
2008-04-04,48.689998626708984,48.47999954223633,47.70000076293945,48.88999938964844,757600.0
2008-04-07,48.95000076293945,48.18000030517578,47.650001525878906,49.0,743700.0
2008-04-08,48.0099983215332,48.400001525878906,47.599998474121094,49.90999984741211,785600.0
2008-04-09,48.79999923706055,47.439998626708984,47.380001068115234,48.849998474121094,474100.0
2008-04-10,47.31999969482422,47.810001373291016,47.15999984741211,48.119998931884766,383100.0
2008-04-11,47.400001525878906,47.900001525878906,47.0,48.29999923706055,600300.0
2008-04-14,48.0,48.0,47.7599983215332,48.79999923706055,719300.0
2008-04-15,47.95000076293945,48.40999984741211,47.900001525878906,48.68000030517578,642800.0
2008-04-16,48.869998931884766,51.0,48.75,51.5,2397600.0
2008-04-17,51.13999938964844,50.08000183105469,49.970001220703125,51.84000015258789,1191600.0
2008-04-18,51.63999938964844,52.84000015258789,51.0,53.099998474121094,2107200.0
2008-04-21,50.25,51.810001373291016,50.25,53.470001220703125,3667100.0
2008-04-22,52.5,53.060001373291016,51.41999816894531,53.41999816894531,3325400.0
2008-04-23,52.209999084472656,52.779998779296875,52.209999084472656,54.29999923706055,1170400.0
2008-04-24,52.15999984741211,55.75,52.15999984741211,57.36000061035156,3360600.0
2008-04-25,55.95000076293945,56.060001373291016,55.25,56.459999084472656,1411500.0
2008-04-28,55.650001525878906,56.54999923706055,55.18000030517578,57.060001373291016,1605000.0
2008-04-29,56.59000015258789,56.61000061035156,55.95000076293945,56.810001373291016,853700.0
2008-04-30,56.79999923706055,57.40999984741211,56.279998779296875,57.72999954223633,1404700.0
2008-05-01,57.25,58.40999984741211,56.5,58.5,1192700.0
2008-05-02,59.099998474121094,58.83000183105469,58.5099983215332,59.099998474121094,1479500.0
2008-05-05,58.5,58.08000183105469,58.04999923706055,59.58000183105469,908800.0
2008-05-06,57.7599983215332,56.77000045776367,56.099998474121094,58.18000030517578,873100.0
2008-05-07,58.0,58.22999954223633,57.400001525878906,59.43000030517578,1827700.0
2008-05-08,59.09000015258789,58.5,57.689998626708984,59.099998474121094,778600.0
2008-05-09,57.849998474121094,59.11000061035156,57.849998474121094,59.66999816894531,956400.0
2008-05-12,58.93000030517578,59.25,58.84000015258789,59.470001220703125,1168900.0
2008-05-13,59.25,59.33000183105469,56.72999954223633,59.93000030517578,1249100.0
2008-05-14,59.36000061035156,59.45000076293945,59.25,60.04999923706055,943200.0
2008-05-15,59.66999816894531,60.0,59.25,60.099998474121094,1130400.0
2008-05-16,59.849998474121094,59.939998626708984,59.52000045776367,60.869998931884766,1125600.0
2008-05-19,59.66999816894531,58.59000015258789,58.369998931884766,60.119998931884766,1253100.0
2008-05-20,58.150001525878906,57.880001068115234,57.310001373291016,58.560001373291016,1243500.0
2008-05-21,57.869998931884766,56.7400016784668,56.34000015258789,58.04999923706055,1155800.0
2008-05-22,56.59000015258789,56.81999969482422,56.34000015258789,58.0,642200.0
2008-05-23,56.77000045776367,56.54999923706055,56.45000076293945,57.65999984741211,869000.0
2008-05-27,56.790000915527344,58.27000045776367,56.5099983215332,58.33000183105469,1535500.0
2008-05-28,58.25,59.880001068115234,57.43000030517578,60.29999923706055,1715600.0
2008-05-29,59.7599983215332,60.720001220703125,59.75,61.34000015258789,1276300.0
2008-05-30,61.040000915527344,60.040000915527344,59.79999923706055,61.04999923706055,945500.0
2008-06-02,60.439998626708984,58.790000915527344,57.369998931884766,60.439998626708984,1479800.0
2008-06-03,59.29999923706055,59.099998474121094,58.27000045776367,59.58000183105469,1075100.0
2008-06-04,58.72999954223633,59.849998474121094,58.4900016784668,59.9900016784668,734300.0
2008-06-05,60.099998474121094,60.0,59.93000030517578,60.599998474121094,920800.0
2008-06-06,59.79999923706055,57.959999084472656,57.849998474121094,60.25,1444100.0
2008-06-09,58.0,57.54999923706055,56.970001220703125,58.65999984741211,1094600.0
2008-06-10,57.599998474121094,57.650001525878906,56.84000015258789,57.93000030517578,834900.0
2008-06-11,57.79999923706055,57.16999816894531,56.9900016784668,58.5,1445600.0
2008-06-12,57.75,59.099998474121094,57.58000183105469,59.79999923706055,1486900.0
2008-06-13,59.95000076293945,60.779998779296875,59.060001373291016,60.779998779296875,1147300.0
2008-06-16,60.380001068115234,61.029998779296875,60.099998474121094,61.59000015258789,823000.0
2008-06-17,61.65999984741211,61.65999984741211,60.83000183105469,62.380001068115234,1077200.0
2008-06-18,61.369998931884766,61.40999984741211,61.0,62.0,782400.0
2008-06-19,61.099998474121094,61.9900016784668,61.040000915527344,62.5,805900.0
2008-06-20,61.75,60.5,60.40999984741211,61.81999969482422,864800.0
2008-06-23,60.91999816894531,57.97999954223633,57.540000915527344,60.939998626708984,1018600.0
2008-06-24,57.810001373291016,58.209999084472656,57.79999923706055,59.13999938964844,1418100.0
2008-06-25,58.529998779296875,56.93000030517578,56.810001373291016,59.04999923706055,1977400.0
2008-06-26,56.20000076293945,56.130001068115234,55.79999923706055,57.58000183105469,1603100.0
2008-06-27,56.060001373291016,55.97999954223633,55.5,56.95000076293945,1444700.0
2008-06-30,56.220001220703125,56.54999923706055,54.970001220703125,56.689998626708984,1571800.0
2008-07-01,55.5,54.75,53.25,56.029998779296875,3240500.0
2008-07-02,55.0,54.470001220703125,54.2400016784668,55.7400016784668,1067600.0
2008-07-03,54.619998931884766,54.189998626708984,53.290000915527344,55.59000015258789,642200.0
2008-07-07,54.34000015258789,53.5099983215332,52.439998626708984,56.040000915527344,1025100.0
2008-07-08,53.36000061035156,54.900001525878906,52.59000015258789,55.04999923706055,667500.0
