Date,pacbopen,pacbclose,pacblow,pacbhigh,pacbvolume
2011-02-03,15.859999656677246,15.630000114440918,15.350000381469727,15.90999984741211,231700
2011-02-04,15.5600004196167,16.1299991607666,15.539999961853027,16.6299991607666,137800
2011-02-07,16.290000915527344,15.949999809265137,15.920000076293945,16.850000381469727,210200
2011-02-08,15.970000267028809,15.8100004196167,15.630000114440918,16.469999313354492,58600
2011-02-09,15.819999694824219,15.539999961853027,15.380000114440918,15.819999694824219,157300
2011-02-10,15.479999542236328,15.65999984741211,15.210000038146973,15.9399995803833,95700
2011-02-11,15.65999984741211,16.06999969482422,15.489999771118164,16.18000030517578,103000
2011-02-14,16.079999923706055,15.9399995803833,15.850000381469727,16.3799991607666,78900
2011-02-15,16.25,15.979999542236328,15.859999656677246,16.25,61000
2011-02-16,15.979999542236328,15.109999656677246,15.0,16.010000228881836,196300
2011-02-17,15.15999984741211,15.020000457763672,14.899999618530273,15.859999656677246,184900
2011-02-18,15.020000457763672,14.8100004196167,14.720000267028809,15.020000457763672,209100
2011-02-22,14.699999809265137,14.989999771118164,14.6899995803833,15.289999961853027,147200
2011-02-23,15.0,15.59000015258789,15.0,15.710000038146973,191700
2011-02-24,15.680000305175781,15.680000305175781,15.460000038146973,15.760000228881836,68400
2011-02-25,15.770000457763672,15.75,15.510000228881836,15.770000457763672,83100
2011-02-28,15.869999885559082,15.739999771118164,15.569999694824219,15.869999885559082,91400
2011-03-01,15.800000190734863,15.020000457763672,14.529999732971191,15.800000190734863,358200
2011-03-02,15.029999732971191,14.920000076293945,14.800000190734863,15.130000114440918,62800
2011-03-03,15.130000114440918,15.069999694824219,14.859999656677246,15.220000267028809,121200
2011-03-04,15.050000190734863,14.6899995803833,14.619999885559082,15.130000114440918,64100
2011-03-07,14.720000267028809,13.760000228881836,13.59000015258789,14.729999542236328,168900
2011-03-08,13.850000381469727,14.15999984741211,13.09000015258789,14.390000343322754,301700
2011-03-09,14.180000305175781,14.25,13.760000228881836,14.460000038146973,73000
2011-03-10,14.109999656677246,13.979999542236328,13.600000381469727,14.239999771118164,346800
2011-03-11,13.890000343322754,14.09000015258789,13.760000228881836,14.34000015258789,169600
2011-03-14,14.029999732971191,14.260000228881836,13.880000114440918,14.300000190734863,72700
2011-03-15,13.890000343322754,14.239999771118164,13.779999732971191,14.489999771118164,102000
2011-03-16,14.220000267028809,13.479999542236328,13.40999984741211,14.229999542236328,81400
2011-03-17,13.529999732971191,12.9399995803833,12.819999694824219,13.670000076293945,257700
2011-03-18,13.09000015258789,13.5,13.010000228881836,13.510000228881836,173300
2011-03-21,13.609999656677246,13.890000343322754,13.5600004196167,13.920000076293945,63300
2011-03-22,13.920000076293945,14.199999809265137,13.619999885559082,14.220000267028809,48000
2011-03-23,14.119999885559082,14.34000015258789,13.979999542236328,14.359999656677246,43200
2011-03-24,14.989999771118164,14.59000015258789,14.4399995803833,15.0,130700
2011-03-25,14.6899995803833,13.880000114440918,13.819999694824219,14.6899995803833,140800
2011-03-28,14.0,13.15999984741211,13.140000343322754,14.079999923706055,140100
2011-03-29,13.229999542236328,13.609999656677246,13.199999809265137,13.960000038146973,88000
2011-03-30,13.75,13.739999771118164,13.720000267028809,14.109999656677246,64900
2011-03-31,13.800000190734863,14.050000190734863,13.699999809265137,14.130000114440918,64400
2011-04-01,14.40999984741211,13.380000114440918,13.300000190734863,14.40999984741211,192900
2011-04-04,13.5,13.489999771118164,13.420000076293945,13.8100004196167,105500
2011-04-05,13.539999961853027,13.529999732971191,13.40999984741211,13.649999618530273,82300
2011-04-06,13.65999984741211,13.479999542236328,13.449999809265137,13.6899995803833,77300
2011-04-07,13.550000190734863,13.5,13.390000343322754,13.699999809265137,160500
2011-04-08,13.59000015258789,13.5,13.430000305175781,13.59000015258789,57900
2011-04-11,13.579999923706055,13.039999961853027,13.0,13.579999923706055,98700
2011-04-12,13.029999732971191,12.890000343322754,12.880000114440918,13.279999732971191,71200
2011-04-13,13.029999732971191,12.760000228881836,12.550000190734863,13.029999732971191,66000
2011-04-14,12.699999809265137,12.529999732971191,12.399999618530273,12.770000457763672,61900
2011-04-15,12.579999923706055,12.140000343322754,12.0600004196167,12.579999923706055,134300
2011-04-18,12.149999618530273,12.949999809265137,12.149999618530273,13.079999923706055,106200
2011-04-19,13.020000457763672,12.579999923706055,12.510000228881836,13.180000305175781,61400
2011-04-20,12.670000076293945,12.739999771118164,12.600000381469727,13.010000228881836,150700
2011-04-21,12.829999923706055,12.699999809265137,12.680000305175781,13.039999961853027,91000
2011-04-25,12.229999542236328,12.279999732971191,12.0,12.529999732971191,491600
2011-04-26,12.260000228881836,12.239999771118164,12.180000305175781,12.300000190734863,188700
2011-04-27,12.0,11.600000381469727,11.359999656677246,12.149999618530273,325100
2011-04-28,11.40999984741211,12.199999809265137,11.40999984741211,12.390000343322754,325000
2011-04-29,12.180000305175781,12.300000190734863,11.5,12.390000343322754,400000
2011-05-02,12.0,10.649999618530273,10.579999923706055,12.0,791200
2011-05-03,10.699999809265137,10.979999542236328,10.4399995803833,11.149999618530273,775000
2011-05-04,11.0,10.949999809265137,10.800000190734863,11.270000457763672,442200
2011-05-05,10.960000038146973,10.4399995803833,10.380000114440918,10.979999542236328,224800
2011-05-06,10.770000457763672,10.489999771118164,10.270000457763672,10.880000114440918,269000
2011-05-09,10.5600004196167,10.819999694824219,10.359999656677246,10.850000381469727,140100
2011-05-10,10.970000267028809,11.25,10.9399995803833,11.6899995803833,344600
2011-05-11,11.25,11.180000305175781,11.029999732971191,11.25,150000
2011-05-12,11.210000038146973,11.369999885559082,11.119999885559082,11.75,182900
2011-05-13,11.430000305175781,11.279999732971191,11.109999656677246,11.430000305175781,178600
2011-05-16,11.479999542236328,11.699999809265137,11.399999618530273,12.25,320400
2011-05-17,11.6899995803833,11.130000114440918,11.069999694824219,11.90999984741211,201500
2011-05-18,11.1899995803833,11.710000038146973,11.149999618530273,11.710000038146973,150200
2011-05-19,11.8100004196167,11.930000305175781,11.510000228881836,12.09000015258789,246000
2011-05-20,11.970000267028809,11.800000190734863,11.75,12.09000015258789,885300
2011-05-23,11.739999771118164,11.6899995803833,11.130000114440918,11.739999771118164,188800
2011-05-24,11.789999961853027,11.289999961853027,11.270000457763672,11.979999542236328,233000
2011-05-25,11.3100004196167,11.619999885559082,11.170000076293945,11.75,180200
2011-05-26,11.850000381469727,11.920000076293945,11.670000076293945,12.020000457763672,338600
2011-05-27,11.989999771118164,12.039999961853027,11.920000076293945,12.180000305175781,207000
2011-05-31,12.199999809265137,11.970000267028809,11.90999984741211,12.25,756000
2011-06-01,12.050000190734863,10.680000305175781,10.609999656677246,12.050000190734863,428000
2011-06-02,10.75,11.510000228881836,10.710000038146973,11.520000457763672,433800
2011-06-03,11.420000076293945,11.529999732971191,11.050000190734863,11.600000381469727,195100
2011-06-06,11.539999961853027,11.470000267028809,11.4399995803833,11.720000267028809,175000
2011-06-07,11.5,11.420000076293945,11.359999656677246,11.5,154400
2011-06-08,11.420000076293945,11.329999923706055,11.210000038146973,11.649999618530273,105000
2011-06-09,11.390000343322754,11.40999984741211,11.180000305175781,11.649999618530273,83300
2011-06-10,11.420000076293945,11.319999694824219,11.0600004196167,11.489999771118164,92100
2011-06-13,11.270000457763672,11.640000343322754,11.270000457763672,11.699999809265137,219600
2011-06-14,11.710000038146973,11.720000267028809,11.59000015258789,11.8100004196167,168800
2011-06-15,11.59000015258789,11.640000343322754,11.449999809265137,11.869999885559082,110700
2011-06-16,11.579999923706055,11.699999809265137,11.34000015258789,11.739999771118164,172800
2011-06-17,11.710000038146973,11.270000457763672,11.25,11.729999542236328,256200
2011-06-20,11.279999732971191,11.569999694824219,11.25,11.609999656677246,82900
2011-06-21,11.460000038146973,11.239999771118164,11.199999809265137,11.579999923706055,226000
2011-06-22,11.25,10.920000076293945,10.880000114440918,11.350000381469727,258300
2011-06-23,10.829999923706055,10.579999923706055,10.34000015258789,10.880000114440918,568100
2011-06-24,10.59000015258789,11.319999694824219,10.550000190734863,11.359999656677246,3515400
2011-06-27,12.0,11.640000343322754,11.520000457763672,12.029999732971191,687100
2011-06-28,11.720000267028809,11.600000381469727,11.5,11.770000457763672,235400
2011-06-29,11.6899995803833,11.670000076293945,11.569999694824219,11.75,142400
2011-06-30,11.670000076293945,11.699999809265137,11.550000190734863,11.760000228881836,135000
2011-07-01,11.739999771118164,12.0,11.6899995803833,12.0,186300
2011-07-05,12.029999732971191,12.09000015258789,11.899999618530273,12.100000381469727,243800
2011-07-06,12.010000228881836,12.239999771118164,11.989999771118164,12.260000228881836,145600
2011-07-07,12.380000114440918,12.119999885559082,11.920000076293945,12.380000114440918,652100
2011-07-08,12.069999694824219,12.010000228881836,11.899999618530273,12.180000305175781,102300
2011-07-11,11.920000076293945,12.0,11.789999961853027,12.149999618530273,299400
2011-07-12,11.829999923706055,11.789999961853027,11.75,12.180000305175781,241400
2011-07-13,11.84000015258789,11.569999694824219,11.5,11.880000114440918,119800
2011-07-14,11.539999961853027,11.199999809265137,11.029999732971191,11.75,123100
2011-07-15,11.1899995803833,11.09000015258789,11.0,11.270000457763672,120200
2011-07-18,11.100000381469727,10.84000015258789,10.649999618530273,11.100000381469727,201300
2011-07-19,11.010000228881836,11.350000381469727,10.890000343322754,11.399999618530273,196600
2011-07-20,11.390000343322754,11.579999923706055,11.34000015258789,11.619999885559082,154700
2011-07-21,11.59000015258789,11.989999771118164,11.5600004196167,12.020000457763672,128500
2011-07-22,12.010000228881836,12.119999885559082,11.930000305175781,12.130000114440918,138100
2011-07-25,12.020000457763672,11.699999809265137,11.569999694824219,12.020000457763672,181500
2011-07-26,11.699999809265137,11.569999694824219,11.430000305175781,12.09000015258789,190000
2011-07-27,11.550000190734863,10.819999694824219,10.819999694824219,11.550000190734863,234000
2011-07-28,10.850000381469727,11.0,10.850000381469727,11.270000457763672,157200
2011-07-29,10.890000343322754,11.010000228881836,10.770000457763672,11.119999885559082,234700
2011-08-01,11.119999885559082,11.140000343322754,10.970000267028809,11.359999656677246,167900
2011-08-02,11.100000381469727,10.569999694824219,10.5600004196167,11.369999885559082,205300
2011-08-03,10.619999885559082,10.670000076293945,10.479999542236328,11.050000190734863,160800
2011-08-04,10.539999961853027,9.899999618530273,9.760000228881836,10.670000076293945,778200
2011-08-05,9.0,6.5,6.300000190734863,9.0,1649200
2011-08-08,6.449999809265137,5.599999904632568,5.590000152587891,6.650000095367432,892300
2011-08-09,5.829999923706055,6.03000020980835,5.420000076293945,6.170000076293945,1911100
2011-08-10,6.230000019073486,5.409999847412109,5.389999866485596,6.25,610900
2011-08-11,5.449999809265137,5.619999885559082,5.199999809265137,6.059999942779541,864000
2011-08-12,5.860000133514404,5.960000038146973,5.860000133514404,6.5,596000
2011-08-15,6.099999904632568,6.119999885559082,6.039999961853027,6.25,348000
2011-08-16,6.059999942779541,5.760000228881836,5.699999809265137,6.059999942779541,288800
2011-08-17,5.809999942779541,5.920000076293945,5.809999942779541,6.139999866485596,473000
2011-08-18,5.829999923706055,5.760000228881836,5.519999980926514,5.829999923706055,347700
2011-08-19,5.710000038146973,5.489999771118164,5.389999866485596,5.769999980926514,473000
2011-08-22,5.659999847412109,5.739999771118164,5.570000171661377,6.050000190734863,342100
2011-08-23,5.800000190734863,6.119999885559082,5.650000095367432,6.130000114440918,272900
2011-08-24,6.119999885559082,6.289999961853027,6.039999961853027,6.389999866485596,228400
2011-08-25,6.320000171661377,6.050000190734863,6.03000020980835,6.369999885559082,223100
2011-08-26,6.010000228881836,6.0,5.900000095367432,6.039999961853027,269900
2011-08-29,6.090000152587891,6.809999942779541,6.090000152587891,6.820000171661377,466800
2011-08-30,6.860000133514404,7.460000038146973,6.860000133514404,7.5,501500
2011-08-31,7.5,7.079999923706055,7.050000190734863,7.650000095367432,1012000
2011-09-01,7.079999923706055,6.440000057220459,6.28000020980835,7.110000133514404,462900
2011-09-02,6.260000228881836,5.949999809265137,5.849999904632568,6.260000228881836,453900
2011-09-06,5.789999961853027,6.039999961853027,5.510000228881836,6.079999923706055,336900
2011-09-07,6.139999866485596,6.099999904632568,5.900000095367432,6.349999904632568,333500
2011-09-08,6.050000190734863,6.090000152587891,6.010000228881836,6.28000020980835,145600
2011-09-09,6.079999923706055,5.730000019073486,5.690000057220459,6.130000114440918,233600
2011-09-12,5.650000095367432,5.659999847412109,5.5,5.78000020980835,425600
2011-09-13,5.679999828338623,5.909999847412109,5.679999828338623,5.989999771118164,130800
2011-09-14,5.940000057220459,5.980000019073486,5.840000152587891,6.039999961853027,142900
2011-09-15,6.0,5.989999771118164,5.829999923706055,6.119999885559082,209500
2011-09-16,6.03000020980835,6.0,5.909999847412109,6.079999923706055,452200
2011-09-19,5.989999771118164,5.650000095367432,5.570000171661377,5.989999771118164,275800
2011-09-20,5.690000057220459,5.559999942779541,5.550000190734863,5.789999961853027,188300
2011-09-21,5.210000038146973,4.25,4.210000038146973,5.230000019073486,1622600
2011-09-22,4.050000190734863,3.819999933242798,3.680000066757202,4.139999866485596,982100
2011-09-23,3.819999933242798,4.039999961853027,3.799999952316284,4.260000228881836,397900
2011-09-26,4.099999904632568,4.010000228881836,3.880000114440918,4.139999866485596,254700
2011-09-27,4.119999885559082,4.0,3.940000057220459,4.159999847412109,486700
2011-09-28,3.9600000381469727,3.630000114440918,3.630000114440918,4.019999980926514,272200
2011-09-29,3.5799999237060547,3.549999952316284,3.3499999046325684,3.630000114440918,491000
2011-09-30,3.5,3.2100000381469727,3.190000057220459,3.5899999141693115,356500
2011-10-03,3.180000066757202,3.009999990463257,2.869999885559082,3.190000057220459,426300
2011-10-04,2.9700000286102295,2.7699999809265137,2.640000104904175,2.9700000286102295,661500
2011-10-05,2.819999933242798,3.240000009536743,2.700000047683716,3.2799999713897705,642800
2011-10-06,3.25,3.490000009536743,3.25,3.5,459900
2011-10-07,3.5299999713897705,3.0,2.990000009536743,3.5299999713897705,367300
2011-10-10,3.0399999618530273,3.319999933242798,3.0399999618530273,3.3299999237060547,291400
2011-10-11,3.259999990463257,3.0899999141693115,3.0399999618530273,3.309999942779541,258800
2011-10-12,3.1600000858306885,3.9600000381469727,3.1600000858306885,3.9800000190734863,565000
2011-10-13,3.9000000953674316,3.7300000190734863,3.4000000953674316,3.9000000953674316,460500
2011-10-14,3.7799999713897705,3.869999885559082,3.5799999237060547,3.990000009536743,225900
2011-10-17,3.7799999713897705,3.490000009536743,3.4800000190734863,3.8399999141693115,214900
2011-10-18,3.490000009536743,3.869999885559082,3.2799999713897705,3.890000104904175,257900
2011-10-19,3.809999942779541,3.5299999713897705,3.509999990463257,3.950000047683716,309700
2011-10-20,3.559999942779541,3.390000104904175,3.2899999618530273,3.559999942779541,419500
2011-10-21,3.509999990463257,3.9600000381469727,3.430000066757202,3.9800000190734863,246000
2011-10-24,3.950000047683716,3.9600000381469727,3.740000009536743,4.059999942779541,284200
2011-10-25,3.9000000953674316,3.549999952316284,3.5399999618530273,3.9000000953674316,214000
2011-10-26,3.619999885559082,3.9000000953674316,3.509999990463257,3.9000000953674316,181000
2011-10-27,4.079999923706055,4.070000171661377,3.950000047683716,4.150000095367432,425600
2011-10-28,4.059999942779541,3.9600000381469727,3.8499999046325684,4.170000076293945,265800
2011-10-31,3.869999885559082,3.9200000762939453,3.7100000381469727,4.0,131100
2011-11-01,3.6500000953674316,3.549999952316284,3.5199999809265137,3.819999933242798,374800
2011-11-02,3.6700000762939453,4.039999961853027,3.5999999046325684,4.039999961853027,209800
2011-11-03,4.050000190734863,3.880000114440918,3.759999990463257,4.099999904632568,214100
2011-11-04,3.799999952316284,3.7799999713897705,3.680000066757202,3.819999933242798,314300
2011-11-07,3.7799999713897705,3.7100000381469727,3.5799999237060547,3.869999885559082,97900
2011-11-08,3.75,3.759999990463257,3.619999885559082,3.799999952316284,197800
2011-11-09,3.619999885559082,3.4700000286102295,3.4000000953674316,3.75,338900
2011-11-10,3.7100000381469727,3.609999895095825,3.5399999618530273,3.7899999618530273,343500
2011-11-11,3.6600000858306885,3.5799999237060547,3.5199999809265137,3.6600000858306885,258200
2011-11-14,3.619999885559082,3.390000104904175,3.319999933242798,3.640000104904175,218000
2011-11-15,3.4000000953674316,3.299999952316284,3.0799999237060547,3.4000000953674316,281700
2011-11-16,3.240000009536743,3.119999885559082,3.0999999046325684,3.3499999046325684,183400
2011-11-17,3.119999885559082,2.9800000190734863,2.9600000381469727,3.180000066757202,221400
2011-11-18,2.990000009536743,2.7899999618530273,2.740000009536743,3.049999952316284,330500
2011-11-21,2.7100000381469727,2.619999885559082,2.5999999046325684,2.7300000190734863,238200
2011-11-22,2.630000114440918,2.569999933242798,2.549999952316284,2.7100000381469727,315800
2011-11-23,2.549999952316284,2.4600000381469727,2.450000047683716,2.640000104904175,371000
2011-11-25,2.450000047683716,2.450000047683716,2.450000047683716,2.609999895095825,105500
2011-11-28,2.5999999046325684,2.549999952316284,2.4700000286102295,2.680000066757202,178500
2011-11-29,2.549999952316284,2.490000009536743,2.4700000286102295,2.7100000381469727,204100
2011-11-30,2.5999999046325684,2.8499999046325684,2.549999952316284,2.859999895095825,429900
2011-12-01,2.809999942779541,2.7899999618530273,2.680000066757202,2.8399999141693115,253000
2011-12-02,2.819999933242798,2.7300000190734863,2.690000057220459,2.950000047683716,166900
2011-12-05,2.7699999809265137,2.5799999237060547,2.5199999809265137,2.7799999713897705,255500
2011-12-06,2.5899999141693115,2.5,2.390000104904175,2.6500000953674316,205300
2011-12-07,2.4800000190734863,2.700000047683716,2.430000066757202,2.7100000381469727,254900
2011-12-08,2.690000057220459,2.549999952316284,2.5399999618530273,2.7200000286102295,319800
2011-12-09,2.559999942779541,2.6700000762939453,2.509999990463257,2.7200000286102295,270900
2011-12-12,2.6500000953674316,2.630000114440918,2.569999933242798,2.6500000953674316,149900
2011-12-13,2.630000114440918,2.549999952316284,2.509999990463257,2.6700000762939453,143600
2011-12-14,2.5,2.509999990463257,2.450000047683716,2.5999999046325684,169300
2011-12-15,2.549999952316284,2.609999895095825,2.549999952316284,2.7100000381469727,448000
2011-12-16,2.619999885559082,2.5,2.450000047683716,2.619999885559082,371800
2011-12-19,2.5,2.2799999713897705,2.25,2.509999990463257,302000
2011-12-20,2.369999885559082,2.450000047683716,2.3299999237060547,2.5,502200
2011-12-21,2.4200000762939453,2.609999895095825,2.3299999237060547,2.619999885559082,1810800
2011-12-22,2.609999895095825,2.890000104904175,2.609999895095825,2.9000000953674316,437500
2011-12-23,2.869999885559082,2.799999952316284,2.759999990463257,2.869999885559082,263100
2011-12-27,2.740000009536743,2.700000047683716,2.690000057220459,2.7799999713897705,166500
2011-12-28,2.680000066757202,2.630000114440918,2.5899999141693115,2.7100000381469727,143400
2011-12-29,2.640000104904175,2.6600000858306885,2.5899999141693115,2.6600000858306885,161400
2011-12-30,2.630000114440918,2.799999952316284,2.630000114440918,2.880000114440918,278400
2012-01-03,2.9000000953674316,2.950000047683716,2.809999942779541,2.9800000190734863,164300
2012-01-04,2.940000057220459,2.990000009536743,2.859999895095825,3.0199999809265137,369900
2012-01-05,2.9700000286102295,2.9700000286102295,2.940000057220459,3.009999990463257,198300
2012-01-06,2.9700000286102295,3.0,2.8399999141693115,3.0199999809265137,250300
2012-01-09,3.009999990463257,3.009999990463257,2.9700000286102295,3.130000114440918,170600
2012-01-10,3.069999933242798,2.940000057220459,2.859999895095825,3.069999933242798,251300
2012-01-11,2.930000066757202,3.049999952316284,2.819999933242798,3.1600000858306885,411500
2012-01-12,3.059999942779541,3.690000057220459,3.059999942779541,3.740000009536743,905700
2012-01-13,3.609999895095825,3.609999895095825,3.5199999809265137,3.700000047683716,252500
2012-01-17,3.6700000762939453,3.390000104904175,3.3499999046325684,3.700000047683716,523500
2012-01-18,3.369999885559082,3.569999933242798,3.3499999046325684,3.5999999046325684,291000
2012-01-19,3.569999933242798,3.4700000286102295,3.430000066757202,3.5999999046325684,94100
2012-01-20,3.490000009536743,3.549999952316284,3.380000114440918,3.559999942779541,142400
2012-01-23,3.549999952316284,3.4600000381469727,3.4000000953674316,3.549999952316284,126000
2012-01-24,3.450000047683716,3.950000047683716,3.440000057220459,4.0,539900
2012-01-25,4.599999904632568,4.590000152587891,4.340000152587891,4.800000190734863,2614300
2012-01-26,4.630000114440918,4.429999828338623,4.360000133514404,4.670000076293945,925900
2012-01-27,4.409999847412109,4.360000133514404,4.25,4.449999809265137,747300
2012-01-30,4.300000190734863,4.309999942779541,4.190000057220459,4.380000114440918,412600
2012-01-31,4.389999866485596,4.480000019073486,4.329999923706055,4.710000038146973,884100
2012-02-01,4.480000019073486,4.590000152587891,4.480000019073486,4.639999866485596,676500
2012-02-02,4.630000114440918,4.639999866485596,4.480000019073486,4.679999828338623,290700
2012-02-03,4.739999771118164,4.829999923706055,4.739999771118164,4.980000019073486,335300
2012-02-06,4.820000171661377,4.929999828338623,4.760000228881836,4.929999828338623,314400
2012-02-07,5.059999942779541,4.849999904632568,4.800000190734863,5.090000152587891,590700
2012-02-08,4.760000228881836,4.590000152587891,4.340000152587891,4.849999904632568,833400
2012-02-09,4.590000152587891,4.599999904632568,4.46999979019165,4.75,298000
2012-02-10,4.510000228881836,4.46999979019165,4.360000133514404,4.579999923706055,230400
2012-02-13,4.570000171661377,4.670000076293945,4.570000171661377,5.269999980926514,1596100
2012-02-14,4.679999828338623,4.920000076293945,4.349999904632568,4.960000038146973,389000
2012-02-15,4.940000057220459,4.789999961853027,4.619999885559082,4.96999979019165,315000
2012-02-16,4.75,5.039999961853027,4.690000057220459,5.159999847412109,538800
2012-02-17,5.110000133514404,4.659999847412109,4.53000020980835,5.110000133514404,945900
2012-02-21,4.650000095367432,4.099999904632568,4.099999904632568,4.659999847412109,644600
2012-02-22,4.050000190734863,4.260000228881836,4.050000190734863,4.269999980926514,505900
2012-02-23,4.21999979019165,4.449999809265137,4.159999847412109,4.5,232700
2012-02-24,4.449999809265137,4.300000190734863,4.289999961853027,4.449999809265137,110000
2012-02-27,4.239999771118164,4.380000114440918,4.050000190734863,4.480000019073486,251300
2012-02-28,4.400000095367432,4.199999809265137,4.159999847412109,4.420000076293945,207700
2012-02-29,4.190000057220459,4.170000076293945,4.150000095367432,4.300000190734863,248400
