Date,areopen,areclose,arelow,arehigh,arevolume
2008-01-02,101.94999694824219,103.0199966430664,100.31999969482422,103.4800033569336,428100.0
2008-01-03,103.11000061035156,99.22000122070312,99.08999633789062,103.80999755859375,377800.0
2008-01-04,98.20999908447266,96.01000213623047,95.91000366210938,98.58999633789062,651000.0
2008-01-07,96.36000061035156,95.72000122070312,93.9000015258789,97.2699966430664,636900.0
2008-01-08,95.5,92.5199966430664,92.51000213623047,98.55000305175781,603600.0
2008-01-09,92.5199966430664,94.5199966430664,89.98999786376953,95.05000305175781,619900.0
2008-01-10,93.38999938964844,97.30000305175781,92.02999877929688,99.01000213623047,700300.0
2008-01-11,97.30000305175781,97.70999908447266,95.41000366210938,99.55000305175781,837300.0
2008-01-14,98.29000091552734,97.95999908447266,95.9000015258789,99.44000244140625,347800.0
2008-01-15,96.70999908447266,94.22000122070312,94.02999877929688,96.73999786376953,489300.0
2008-01-16,94.22000122070312,96.70999908447266,93.31999969482422,98.19000244140625,713800.0
2008-01-17,97.0,95.0,94.91000366210938,97.2699966430664,652200.0
2008-01-18,94.0999984741211,92.27999877929688,90.44999694824219,95.88999938964844,665900.0
2008-01-22,92.87999725341797,94.47000122070312,90.27999877929688,96.20999908447266,830500.0
2008-01-23,92.80000305175781,100.44999694824219,92.80000305175781,100.48999786376953,984200.0
2008-01-24,99.48999786376953,98.68000030517578,97.11000061035156,101.62999725341797,647900.0
2008-01-25,99.75,99.05000305175781,97.76000213623047,103.30999755859375,513000.0
2008-01-28,98.55000305175781,103.3499984741211,97.44000244140625,103.3499984741211,383900.0
2008-01-29,103.55000305175781,101.37999725341797,99.91999816894531,104.2300033569336,402500.0
2008-01-30,100.3499984741211,96.91999816894531,96.69000244140625,103.3499984741211,414000.0
2008-01-31,95.91999816894531,98.08000183105469,95.72000122070312,99.5199966430664,794900.0
2008-02-01,98.5,100.52999877929688,97.2699966430664,101.0999984741211,477000.0
2008-02-04,99.4000015258789,100.48999786376953,97.94999694824219,101.30000305175781,242200.0
2008-02-05,99.13999938964844,98.01000213623047,97.77999877929688,100.16000366210938,398700.0
2008-02-06,98.22000122070312,95.61000061035156,95.30000305175781,98.80000305175781,325600.0
2008-02-07,95.51000213623047,98.69000244140625,94.80999755859375,99.08000183105469,371200.0
2008-02-08,97.86000061035156,95.27999877929688,94.30000305175781,98.55999755859375,321100.0
2008-02-11,95.81999969482422,95.0,93.02999877929688,96.06999969482422,316200.0
2008-02-12,95.0,96.04000091552734,93.56999969482422,97.2300033569336,395000.0
2008-02-13,97.02999877929688,96.73999786376953,94.7300033569336,97.83000183105469,346500.0
2008-02-14,96.37999725341797,94.12000274658203,93.83999633789062,97.0999984741211,258300.0
2008-02-15,93.55999755859375,94.88999938964844,92.30000305175781,95.20999908447266,283600.0
2008-02-19,95.79000091552734,94.43000030517578,93.2699966430664,96.33000183105469,360700.0
2008-02-20,93.72000122070312,95.33999633789062,92.83999633789062,95.33999633789062,278300.0
2008-02-21,95.54000091552734,92.5,92.1500015258789,96.69000244140625,343500.0
2008-02-22,92.0,94.06999969482422,90.83999633789062,94.37999725341797,360400.0
2008-02-25,94.0199966430664,96.80999755859375,92.51000213623047,96.80999755859375,356800.0
2008-02-26,95.4000015258789,96.11000061035156,95.05000305175781,97.19000244140625,408100.0
2008-02-27,95.54000091552734,95.88999938964844,94.6500015258789,97.0,301100.0
2008-02-28,94.83000183105469,94.02999877929688,93.61000061035156,95.81999969482422,249500.0
2008-02-29,92.80000305175781,91.80000305175781,91.0,93.55999755859375,453600.0
2008-03-03,90.91999816894531,91.72000122070312,90.19999694824219,93.22000122070312,782200.0
2008-03-04,91.30999755859375,91.52999877929688,90.0,92.5999984741211,380400.0
2008-03-05,91.54000091552734,91.27999877929688,89.76000213623047,92.0,426300.0
2008-03-06,90.5,87.36000061035156,87.1500015258789,90.91000366210938,398100.0
2008-03-07,87.0,88.62999725341797,86.43000030517578,89.80999755859375,477200.0
2008-03-10,88.98999786376953,86.56999969482422,86.41999816894531,89.19999694824219,390200.0
2008-03-11,89.13999938964844,91.31999969482422,87.33000183105469,91.31999969482422,671000.0
2008-03-12,91.1500015258789,89.56999969482422,89.43000030517578,91.98999786376953,511500.0
2008-03-13,88.16999816894531,91.0999984741211,85.97000122070312,91.55000305175781,560800.0
2008-03-14,90.80999755859375,89.31999969482422,87.12999725341797,91.19999694824219,485300.0
2008-03-17,88.3499984741211,89.66999816894531,87.94999694824219,90.68000030517578,331500.0
2008-03-18,91.04000091552734,94.22000122070312,91.02999877929688,94.22000122070312,528000.0
2008-03-19,92.83999633789062,87.75,87.0,92.91000366210938,2570800.0
2008-03-20,86.9000015258789,90.58999633789062,86.61000061035156,90.72000122070312,2253500.0
2008-03-24,90.58999633789062,93.87999725341797,90.58999633789062,94.94999694824219,1100300.0
2008-03-25,94.0999984741211,95.05999755859375,92.44000244140625,95.2300033569336,586700.0
2008-03-26,94.6500015258789,94.0,93.48999786376953,95.75,589600.0
2008-03-27,93.6500015258789,92.77999877929688,92.63999938964844,95.08000183105469,442100.0
2008-03-28,92.13999938964844,91.95999908447266,91.5999984741211,93.0999984741211,311400.0
2008-03-31,92.1500015258789,92.72000122070312,91.6500015258789,94.33999633789062,648600.0
2008-04-01,93.91999816894531,98.36000061035156,92.7300033569336,98.36000061035156,553200.0
2008-04-02,97.72000122070312,97.06999969482422,96.12999725341797,98.43000030517578,409800.0
2008-04-03,96.55000305175781,99.8499984741211,95.80999755859375,100.0,372400.0
2008-04-04,99.69999694824219,98.95999908447266,97.77999877929688,100.22000122070312,388700.0
2008-04-07,99.33000183105469,99.5,98.0199966430664,99.83999633789062,519500.0
2008-04-08,99.0,98.6500015258789,98.06999969482422,99.6500015258789,383500.0
2008-04-09,99.0999984741211,97.55000305175781,97.0,99.58999633789062,635600.0
2008-04-10,98.04000091552734,98.88999938964844,96.66999816894531,99.55999755859375,486400.0
2008-04-11,97.55999755859375,97.69000244140625,96.63999938964844,98.97000122070312,319400.0
2008-04-14,97.44999694824219,96.95999908447266,96.45999908447266,98.70999908447266,272800.0
2008-04-15,97.66999816894531,98.0999984741211,96.4000015258789,98.0999984741211,278900.0
2008-04-16,98.62000274658203,101.54000091552734,97.1500015258789,101.54000091552734,565400.0
2008-04-17,101.0999984741211,101.41000366210938,100.27999877929688,101.45999908447266,318000.0
2008-04-18,101.62000274658203,101.8499984741211,101.23999786376953,103.58000183105469,292300.0
2008-04-21,100.88999938964844,101.75,100.5999984741211,102.26000213623047,228500.0
2008-04-22,101.16999816894531,101.94999694824219,100.80000305175781,102.26000213623047,353200.0
2008-04-23,102.41000366210938,103.83999633789062,101.44999694824219,103.83999633789062,250100.0
2008-04-24,104.12000274658203,106.66999816894531,102.68000030517578,106.66999816894531,424100.0
2008-04-25,107.25,107.04000091552734,104.72000122070312,107.29000091552734,449300.0
2008-04-28,106.87000274658203,106.0,105.33000183105469,107.4000015258789,482100.0
2008-04-29,105.94999694824219,105.31999969482422,104.5,106.0999984741211,414700.0
2008-04-30,105.31999969482422,105.02999877929688,104.94999694824219,107.18000030517578,399000.0
2008-05-01,104.83000183105469,106.08000183105469,104.63999938964844,106.19000244140625,509600.0
2008-05-02,106.68000030517578,104.83000183105469,104.5,107.5,520600.0
2008-05-05,104.62999725341797,105.31999969482422,104.52999877929688,106.19000244140625,395700.0
2008-05-06,104.62000274658203,106.0199966430664,104.26000213623047,106.63999938964844,226600.0
2008-05-07,106.25,103.6500015258789,103.44999694824219,106.25,283900.0
2008-05-08,103.61000061035156,103.5999984741211,102.91999816894531,104.5999984741211,264900.0
2008-05-09,100.25,102.4000015258789,100.0,103.62999725341797,253600.0
2008-05-12,103.0999984741211,104.48999786376953,102.0999984741211,104.48999786376953,205200.0
2008-05-13,104.5,104.83999633789062,103.51000213623047,105.48999786376953,252700.0
2008-05-14,105.0999984741211,105.68000030517578,104.56999969482422,106.0,258000.0
2008-05-15,105.83000183105469,106.88999938964844,104.2300033569336,106.9000015258789,310100.0
2008-05-16,106.88999938964844,104.75,103.69999694824219,106.88999938964844,403400.0
2008-05-19,105.13999938964844,104.86000061035156,104.06999969482422,105.13999938964844,333500.0
2008-05-20,104.5999984741211,103.86000061035156,103.36000061035156,105.19999694824219,505600.0
2008-05-21,104.25,101.7699966430664,101.66999816894531,105.0,380100.0
2008-05-22,101.47000122070312,102.12999725341797,100.9000015258789,102.58000183105469,301600.0
2008-05-23,101.75,101.5999984741211,100.94999694824219,102.69999694824219,200400.0
2008-05-27,101.4000015258789,103.5199966430664,101.4000015258789,103.54000091552734,277700.0
2008-05-28,103.7300033569336,102.93000030517578,102.2699966430664,103.75,161000.0
2008-05-29,103.08999633789062,105.2300033569336,102.48999786376953,105.36000061035156,204700.0
2008-05-30,105.33000183105469,104.30000305175781,103.58999633789062,105.44999694824219,212300.0
2008-06-02,103.9000015258789,102.12999725341797,101.30000305175781,103.93000030517578,278700.0
