Date,apaopen,apaclose,apalow,apahigh,apavolume
2008-02-14,108.88999938964844,106.8499984741211,106.72000122070312,109.4800033569336,3770500.0
2008-02-15,105.75,106.19000244140625,104.44999694824219,107.0999984741211,3109800.0
2008-02-19,108.87000274658203,108.44000244140625,108.0,110.5,4248300.0
2008-02-20,108.0,111.77999877929688,106.44000244140625,111.94000244140625,3646200.0
2008-02-21,112.06999969482422,108.79000091552734,108.72000122070312,112.33999633789062,4064200.0
2008-02-22,109.54000091552734,109.70999908447266,106.83999633789062,110.33999633789062,3524600.0
2008-02-25,109.98999786376953,113.62999725341797,109.6500015258789,114.0,3987200.0
2008-02-26,113.31999969482422,114.62999725341797,111.55999755859375,115.20999908447266,3984400.0
2008-02-27,114.55000305175781,113.55000305175781,113.13999938964844,115.2300033569336,2653000.0
2008-02-28,113.68000030517578,119.4000015258789,113.61000061035156,119.4800033569336,6369100.0
2008-02-29,119.12999725341797,114.70999908447266,113.83999633789062,119.16999816894531,4530900.0
2008-03-03,114.44999694824219,116.41999816894531,114.12000274658203,117.93000030517578,4063000.0
2008-03-04,116.98999786376953,114.69000244140625,112.69999694824219,117.06999969482422,4645200.0
2008-03-05,115.94999694824219,115.86000061035156,113.9800033569336,116.13999938964844,4408100.0
2008-03-06,116.43000030517578,115.7699966430664,114.58000183105469,117.87000274658203,4997600.0
2008-03-07,115.08000183105469,116.22000122070312,114.44999694824219,117.91999816894531,5874500.0
2008-03-10,116.97000122070312,115.3499984741211,114.52999877929688,118.30000305175781,5066900.0
2008-03-11,116.5199966430664,118.87000274658203,115.4800033569336,119.25,4280200.0
2008-03-12,119.25,117.62000274658203,116.55999755859375,119.95999908447266,3130300.0
2008-03-13,116.81999969482422,119.86000061035156,115.0,120.55999755859375,4727300.0
2008-03-14,120.51000213623047,117.45999908447266,115.48999786376953,120.51000213623047,4537200.0
2008-03-17,114.51000213623047,113.86000061035156,111.44000244140625,116.0,4922800.0
2008-03-18,116.62000274658203,118.2699966430664,115.02999877929688,118.2699966430664,3838800.0
2008-03-19,117.66999816894531,110.1500015258789,109.1500015258789,117.79000091552734,5151100.0
2008-03-20,107.51000213623047,107.75,103.5,108.91000366210938,5718500.0
2008-03-24,108.0199966430664,110.05999755859375,107.04000091552734,111.22000122070312,3093600.0
2008-03-25,110.5,112.94000244140625,110.27999877929688,113.44000244140625,2767600.0
2008-03-26,115.01000213623047,119.75,114.75,120.44000244140625,6447900.0
2008-03-27,119.75,119.19000244140625,119.05999755859375,122.33999633789062,4450600.0
2008-03-28,119.83999633789062,119.05000305175781,118.0,122.11000061035156,3896100.0
2008-03-31,119.75,120.81999969482422,118.27999877929688,121.80000305175781,4454100.0
2008-04-01,121.0,120.87000274658203,117.6500015258789,121.16000366210938,5358900.0
2008-04-02,121.22000122070312,122.38999938964844,118.87999725341797,123.54000091552734,3239100.0
2008-04-03,121.87999725341797,123.18000030517578,121.69999694824219,125.0,3857900.0
2008-04-04,124.0,126.41000366210938,123.5999984741211,127.7300033569336,3532900.0
2008-04-07,129.67999267578125,128.60000610351562,127.29000091552734,131.4499969482422,5315800.0
2008-04-08,128.85000610351562,130.0,127.5999984741211,131.58999633789062,3840800.0
2008-04-09,132.0,133.88999938964844,130.49000549316406,135.33999633789062,6393200.0
2008-04-10,134.5399932861328,134.25999450683594,132.11000061035156,135.19000244140625,4795700.0
2008-04-11,132.38999938964844,131.92999267578125,131.58999633789062,134.4199981689453,2923800.0
2008-04-14,131.07000732421875,136.44000244140625,131.07000732421875,136.80999755859375,3564700.0
2008-04-15,138.47999572753906,136.10000610351562,133.9600067138672,138.47999572753906,3476100.0
2008-04-16,137.3000030517578,140.6999969482422,136.16000366210938,140.91000366210938,4400200.0
2008-04-17,138.74000549316406,139.00999450683594,137.91000366210938,140.9499969482422,3799600.0
2008-04-18,138.85000610351562,142.50999450683594,138.32000732421875,142.57000732421875,4278100.0
2008-04-21,143.27999877929688,141.14999389648438,139.74000549316406,143.6699981689453,4382300.0
2008-04-22,141.72000122070312,141.60000610351562,140.5500030517578,142.99000549316406,4839700.0
2008-04-23,141.6999969482422,138.92999267578125,137.85000610351562,141.8000030517578,3659200.0
2008-04-24,137.27000427246094,133.33999633789062,133.0399932861328,137.99000549316406,4870000.0
2008-04-25,134.11000061035156,137.8000030517578,134.11000061035156,137.8000030517578,4696400.0
2008-04-28,138.97999572753906,137.89999389648438,137.4499969482422,141.4199981689453,3295700.0
2008-04-29,136.0,132.67999267578125,131.6999969482422,136.7100067138672,3294400.0
2008-04-30,133.25,134.67999267578125,132.02999877929688,136.72000122070312,3768100.0
2008-05-01,131.02000427246094,126.41000366210938,122.4800033569336,131.6699981689453,8296800.0
2008-05-02,127.05999755859375,128.80999755859375,125.5,129.00999450683594,4560700.0
2008-05-05,129.1199951171875,131.3300018310547,129.1199951171875,133.77999877929688,4278600.0
2008-05-06,132.72999572753906,137.66000366210938,132.0800018310547,138.7100067138672,5925900.0
2008-05-07,139.22000122070312,135.8300018310547,135.27000427246094,139.5,4338000.0
2008-05-08,136.22000122070312,138.17999267578125,135.02000427246094,138.35000610351562,3861700.0
2008-05-09,138.08999633789062,135.6699981689453,133.64999389648438,138.64999389648438,3609500.0
2008-05-12,133.60000610351562,134.0500030517578,131.35000610351562,134.5,4250900.0
2008-05-13,135.00999450683594,139.3000030517578,134.0500030517578,140.0,5817300.0
2008-05-14,139.74000549316406,135.0399932861328,134.6699981689453,140.3000030517578,6770300.0
2008-05-15,136.80999755859375,136.16000366210938,133.5399932861328,138.22000122070312,7039800.0
2008-05-16,138.52000427246094,143.49000549316406,138.22000122070312,143.49000549316406,6776000.0
2008-05-19,145.0,144.22000122070312,142.7899932861328,146.4499969482422,4916100.0
2008-05-20,145.5,146.8000030517578,144.25999450683594,147.89999389648438,4708500.0
2008-05-21,147.3300018310547,144.75,144.44000244140625,149.22999572753906,6462000.0
2008-05-22,145.5,143.89999389648438,142.32000732421875,147.49000549316406,4904300.0
2008-05-23,145.6999969482422,139.41000366210938,137.50999450683594,145.89999389648438,5166100.0
2008-05-27,138.99000549316406,135.85000610351562,135.0500030517578,138.99000549316406,4765900.0
2008-05-28,135.0,138.97000122070312,133.4199981689453,139.02999877929688,4712800.0
2008-05-29,138.13999938964844,133.16000366210938,132.8800048828125,138.13999938964844,4636900.0
2008-05-30,134.0,134.05999755859375,132.39999389648438,135.63999938964844,4585900.0
2008-06-02,133.5399932861328,136.0,133.5399932861328,138.10000610351562,3779700.0
2008-06-03,136.44000244140625,130.91000366210938,130.91000366210938,136.44000244140625,4998100.0
2008-06-04,129.60000610351562,130.14999389648438,128.5399932861328,133.8300018310547,5962700.0
2008-06-05,130.86000061035156,135.39999389648438,129.86000061035156,135.44000244140625,4560800.0
2008-06-06,137.39999389648438,133.89999389648438,133.89999389648438,139.60000610351562,6587200.0
2008-06-09,135.4600067138672,141.99000549316406,135.25,142.35000610351562,6126800.0
2008-06-10,141.0,137.1999969482422,134.91000366210938,141.94000244140625,5586600.0
2008-06-11,138.50999450683594,140.0,137.2100067138672,141.14999389648438,4435600.0
2008-06-12,139.72999572753906,137.42999267578125,136.92999267578125,140.05999755859375,5330600.0
2008-06-13,137.6999969482422,138.4600067138672,136.05999755859375,139.67999267578125,3924000.0
2008-06-16,140.49000549316406,137.42999267578125,137.1199951171875,142.0,3795200.0
2008-06-17,137.85000610351562,141.27000427246094,136.7899932861328,141.9499969482422,4590900.0
2008-06-18,141.99000549316406,139.6699981689453,137.02999877929688,141.99000549316406,5285100.0
2008-06-19,140.4600067138672,137.4499969482422,137.14999389648438,143.22999572753906,5993400.0
2008-06-20,139.75,136.92999267578125,135.7100067138672,140.25,4465100.0
2008-06-23,136.07000732421875,143.92999267578125,136.07000732421875,143.92999267578125,4285200.0
2008-06-24,142.27000427246094,137.0399932861328,136.69000244140625,143.1199951171875,5036100.0
2008-06-25,137.5,132.66000366210938,130.0399932861328,137.99000549316406,6496100.0
2008-06-26,134.33999633789062,134.39999389648438,132.0,137.05999755859375,6397400.0
2008-06-27,136.2100067138672,137.10000610351562,134.8300018310547,137.7899932861328,4148700.0
2008-06-30,138.5,139.0,136.4600067138672,139.99000549316406,5211800.0
2008-07-01,139.39999389648438,142.10000610351562,139.2100067138672,142.4199981689453,4756200.0
2008-07-02,142.5,134.42999267578125,134.39999389648438,145.0,5458000.0
2008-07-03,134.6300048828125,133.19000244140625,130.39999389648438,136.0,3615100.0
2008-07-07,130.8800048828125,127.56999969482422,126.16000366210938,133.17999267578125,6102600.0
2008-07-08,125.47000122070312,122.87000274658203,118.25,125.73999786376953,8975200.0
2008-07-09,123.55999755859375,116.95999908447266,116.56999969482422,124.7300033569336,6999100.0
2008-07-10,118.0,122.43000030517578,116.66000366210938,122.5,6284600.0
2008-07-11,123.38999938964844,124.58999633789062,121.93000030517578,126.79000091552734,5197900.0
2008-07-14,126.4000015258789,124.93000030517578,122.5199966430664,126.5999984741211,3447500.0
2008-07-15,124.18000030517578,117.94000244140625,117.87000274658203,125.1500015258789,5521500.0
2008-07-16,117.19999694824219,114.45999908447266,112.18000030517578,119.41000366210938,6750300.0
2008-07-17,114.01000213623047,111.12000274658203,107.37999725341797,116.23999786376953,9248000.0
2008-07-18,111.0,110.94000244140625,109.75,114.52999877929688,6850100.0
2008-07-21,112.04000091552734,115.76000213623047,110.38999938964844,116.0,4928700.0
2008-07-22,114.16999816894531,114.41999816894531,111.62000274658203,116.5,6785700.0
2008-07-23,114.20999908447266,108.76000213623047,108.05999755859375,115.5,7498300.0
2008-07-24,109.55999755859375,108.87000274658203,105.01000213623047,111.58000183105469,7385700.0
2008-07-25,109.0,109.5999984741211,107.73999786376953,111.97000122070312,5211300.0
2008-07-28,112.37999725341797,111.5,110.44999694824219,114.0,4323200.0
2008-07-29,111.19999694824219,107.62999725341797,105.2300033569336,111.5199966430664,5324000.0
2008-07-30,107.08000183105469,116.55999755859375,106.1500015258789,117.44999694824219,7335200.0
2008-07-31,120.22000122070312,112.16999816894531,111.16999816894531,121.2699966430664,7254800.0
2008-08-01,113.62999725341797,113.73999786376953,112.7699966430664,118.22000122070312,5686700.0
2008-08-04,114.12999725341797,106.72000122070312,105.6500015258789,114.36000061035156,6009900.0
2008-08-05,105.13999938964844,106.87999725341797,104.0999984741211,107.83999633789062,5798500.0
2008-08-06,107.76000213623047,110.80999755859375,107.3499984741211,110.91000366210938,4425100.0
2008-08-07,112.58999633789062,108.77999877929688,108.72000122070312,113.30999755859375,5486800.0
2008-08-08,106.55999755859375,105.20999908447266,103.45999908447266,107.16999816894531,6719200.0
2008-08-11,105.13999938964844,103.7300033569336,100.44000244140625,106.0199966430664,5760200.0
2008-08-12,104.9000015258789,104.0999984741211,102.19999694824219,105.4800033569336,7179300.0
2008-08-13,104.68000030517578,110.69000244140625,104.41999816894531,111.41000366210938,5644000.0
2008-08-14,111.05000305175781,110.62000274658203,107.93000030517578,113.0,4572900.0
2008-08-15,109.5,106.73999786376953,104.80999755859375,109.5,5122900.0
2008-08-18,107.75,105.2699966430664,104.62999725341797,109.31999969482422,3639400.0
2008-08-19,106.0,110.16999816894531,105.25,110.44000244140625,4251800.0
2008-08-20,111.54000091552734,114.48999786376953,110.30000305175781,115.37000274658203,6763600.0
2008-08-21,116.98999786376953,115.88999938964844,113.87000274658203,117.63999938964844,4952300.0
2008-08-22,114.63999938964844,111.56999969482422,109.9000015258789,114.63999938964844,3545600.0
2008-08-25,111.2699966430664,112.62999725341797,109.70999908447266,113.2300033569336,3895800.0
2008-08-26,114.30999755859375,115.76000213623047,114.0999984741211,117.16000366210938,3799500.0
2008-08-27,118.19999694824219,117.23999786376953,116.3499984741211,119.83999633789062,3952700.0
2008-08-28,118.22000122070312,114.36000061035156,112.19000244140625,118.58999633789062,4612700.0
2008-08-29,115.80999755859375,114.37999725341797,113.97000122070312,116.0999984741211,3813600.0
2008-09-02,111.0,106.33999633789062,105.7300033569336,111.0,7160500.0
2008-09-03,105.83999633789062,107.4800033569336,104.12999725341797,108.1500015258789,6462300.0
2008-09-04,107.37000274658203,110.02999877929688,105.66000366210938,110.9800033569336,7231600.0
2008-09-05,110.04000091552734,111.43000030517578,107.91999816894531,112.11000061035156,6164900.0
2008-09-08,113.22000122070312,109.7699966430664,107.91999816894531,113.37999725341797,5652200.0
2008-09-09,107.41000366210938,100.55000305175781,100.4000015258789,108.8499984741211,8154200.0
2008-09-10,102.19000244140625,105.36000061035156,100.98999786376953,106.73999786376953,6343200.0
2008-09-11,104.37999725341797,109.01000213623047,102.62000274658203,109.91999816894531,5896100.0
2008-09-12,109.58000183105469,112.38999938964844,108.30999755859375,113.66000366210938,4388100.0
2008-09-15,106.83000183105469,104.38999938964844,103.0199966430664,108.6500015258789,5712500.0
2008-09-16,100.5,108.83999633789062,98.48999786376953,109.41999816894531,6605100.0
2008-09-17,108.98999786376953,106.58000183105469,103.58999633789062,111.87999725341797,6704800.0
2008-09-18,108.4000015258789,113.19000244140625,107.4800033569336,115.0,7135800.0
2008-09-19,120.01000213623047,121.1500015258789,117.0,124.79000091552734,7929600.0
2008-09-22,120.9000015258789,116.12999725341797,115.94999694824219,121.72000122070312,5781500.0
2008-09-23,116.33999633789062,113.41000366210938,112.87000274658203,118.61000061035156,3730400.0
2008-09-24,114.31999969482422,112.58999633789062,111.91000366210938,115.94000244140625,2807800.0
2008-09-25,112.98999786376953,114.7300033569336,111.3499984741211,115.6500015258789,3687600.0
2008-09-26,110.43000030517578,109.87999725341797,106.04000091552734,112.5,3750000.0
2008-09-29,105.45999908447266,98.87000274658203,94.81999969482422,106.0,6561500.0
2008-09-30,101.16999816894531,104.27999877929688,100.54000091552734,105.55000305175781,5058900.0
2008-10-01,102.41999816894531,100.1500015258789,97.58999633789062,103.16999816894531,4778000.0
2008-10-02,98.0,91.26000213623047,90.37000274658203,98.5999984741211,5580800.0
2008-10-03,91.63999938964844,90.4800033569336,89.80999755859375,97.8499984741211,5504700.0
2008-10-06,87.01000213623047,86.45999908447266,78.2699966430664,87.75,8553900.0
2008-10-07,88.51000213623047,80.0999984741211,79.87000274658203,90.45999908447266,6216700.0
2008-10-08,76.69999694824219,80.44999694824219,73.51000213623047,85.19999694824219,9310300.0
2008-10-09,81.80999755859375,71.80000305175781,71.80000305175781,83.7699966430664,6272400.0
2008-10-10,68.44999694824219,66.80000305175781,58.0,71.75,14691300.0
2008-10-13,70.0199966430664,81.04000091552734,69.87000274658203,81.66000366210938,6901600.0
2008-10-14,84.58000183105469,79.83999633789062,75.87000274658203,89.70999908447266,9847200.0
2008-10-15,77.22000122070312,65.27999877929688,64.05999755859375,77.3499984741211,8863600.0
2008-10-16,66.51000213623047,75.66000366210938,64.01000213623047,75.9800033569336,10646400.0
2008-10-17,72.33000183105469,73.87999725341797,71.05000305175781,81.80999755859375,8477000.0
2008-10-20,76.61000061035156,81.38999938964844,76.5,81.9800033569336,7268900.0
2008-10-21,79.12000274658203,79.13999938964844,76.29000091552734,82.7699966430664,6716100.0
2008-10-22,74.16999816894531,69.48999786376953,67.0,75.8499984741211,6446200.0
2008-10-23,71.0999984741211,73.33000183105469,67.5,74.4000015258789,7498400.0
2008-10-24,64.55999755859375,69.69999694824219,64.5,71.87000274658203,6896200.0
2008-10-27,68.9000015258789,64.36000061035156,63.70000076293945,70.44999694824219,6884700.0
2008-10-28,67.01000213623047,71.5,64.06999969482422,72.02999877929688,6270800.0
2008-10-29,72.87000274658203,74.80999755859375,72.0,78.87000274658203,8064100.0
2008-10-30,77.70999908447266,78.94999694824219,72.86000061035156,79.91999816894531,6158400.0
2008-10-31,77.5199966430664,82.33000183105469,76.68000030517578,85.9800033569336,6013400.0
2008-11-03,81.13999938964844,79.27999877929688,77.01000213623047,82.38999938964844,4833000.0
2008-11-04,82.31999969482422,83.19999694824219,80.83000183105469,84.5199966430664,5338900.0
2008-11-05,80.33999633789062,80.41999816894531,78.55999755859375,84.18000030517578,5194400.0
2008-11-06,78.87000274658203,74.94000244140625,74.0,80.29000091552734,4501000.0
2008-11-07,75.66999816894531,76.98999786376953,74.0,77.72000122070312,3301400.0
2008-11-10,80.06999969482422,78.55000305175781,77.52999877929688,81.48999786376953,4166200.0
2008-11-11,75.98999786376953,75.9800033569336,73.5199966430664,78.31999969482422,4356300.0
2008-11-12,74.0,70.6500015258789,70.19999694824219,74.4800033569336,4899500.0
2008-11-13,71.36000061035156,80.29000091552734,69.7300033569336,80.44999694824219,9396200.0
2008-11-14,78.0199966430664,76.04000091552734,75.79000091552734,81.38999938964844,4561400.0
2008-11-17,75.3499984741211,74.36000061035156,73.91000366210938,78.30000305175781,4572100.0
2008-11-18,75.38999938964844,75.69000244140625,72.30999755859375,77.0999984741211,4620700.0
2008-11-19,75.8499984741211,72.19000244140625,71.44000244140625,77.2699966430664,6016300.0
2008-11-20,70.08000183105469,61.54999923706055,61.02000045776367,70.29000091552734,8162500.0
2008-11-21,63.849998474121094,68.06999969482422,62.08000183105469,68.62000274658203,7612100.0
2008-11-24,70.08999633789062,72.98999786376953,68.56999969482422,74.8499984741211,6248500.0
2008-11-25,73.5199966430664,73.66999816894531,70.75,74.19000244140625,4570300.0
2008-11-26,73.16999816894531,78.33000183105469,72.18000030517578,78.54000091552734,5042000.0
2008-11-28,77.0199966430664,77.30000305175781,74.06999969482422,78.0,2284100.0
2008-12-01,74.0,69.45999908447266,69.01000213623047,74.20999908447266,5161600.0
2008-12-02,71.83000183105469,71.48999786376953,68.62999725341797,72.56999969482422,5198700.0
2008-12-03,69.7699966430664,72.5199966430664,68.51000213623047,72.94000244140625,4809900.0
2008-12-04,69.80000305175781,65.5,63.95000076293945,71.81999969482422,5390000.0
2008-12-05,63.22999954223633,62.61000061035156,57.11000061035156,63.939998626708984,8389500.0
2008-12-08,66.0999984741211,67.29000091552734,65.16000366210938,69.19999694824219,6189900.0
2008-12-09,65.83000183105469,68.19000244140625,65.0,69.95999908447266,4886000.0
2008-12-10,69.83999633789062,74.16000366210938,69.69999694824219,75.16000366210938,5905800.0
2008-12-11,75.31999969482422,72.94000244140625,72.01000213623047,77.29000091552734,5752600.0
2008-12-12,69.9000015258789,71.54000091552734,68.76000213623047,72.7699966430664,4515000.0
2008-12-15,74.23999786376953,71.83999633789062,70.05000305175781,75.13999938964844,5268200.0
2008-12-16,72.97000122070312,74.5999984741211,71.5199966430664,75.0,4347400.0
2008-12-17,73.58000183105469,74.0199966430664,72.51000213623047,76.38999938964844,4254000.0
2008-12-18,73.33000183105469,69.80999755859375,68.61000061035156,73.4000015258789,4970300.0
2008-12-19,69.2300033569336,74.56999969482422,69.2300033569336,75.12000274658203,6652900.0
2008-12-22,73.58000183105469,70.98999786376953,69.58999633789062,75.81999969482422,4367600.0
2008-12-23,72.0,70.66000366210938,69.5999984741211,73.4000015258789,3579300.0
2008-12-24,69.05000305175781,70.16999816894531,68.63999938964844,70.38999938964844,1556000.0
2008-12-26,71.98999786376953,71.31999969482422,69.81999969482422,71.98999786376953,1784300.0
2008-12-29,73.66999816894531,72.98999786376953,71.05000305175781,74.04000091552734,2798100.0
2008-12-30,72.7699966430664,73.63999938964844,71.11000061035156,73.7699966430664,2914200.0
2008-12-31,72.12000274658203,74.52999877929688,72.12000274658203,75.98999786376953,2837400.0
2009-01-02,74.83999633789062,79.26000213623047,74.83999633789062,80.0,3692500.0
2009-01-05,78.9000015258789,83.05000305175781,78.62999725341797,85.31999969482422,7141200.0
2009-01-06,84.9800033569336,85.68000030517578,84.06999969482422,88.06999969482422,8221100.0
2009-01-07,83.75,83.70999908447266,80.9000015258789,84.75,5669000.0
2009-01-08,83.26000213623047,82.0999984741211,80.36000061035156,85.0,5931800.0
2009-01-09,82.1500015258789,80.62000274658203,78.83999633789062,83.19000244140625,4497800.0
2009-01-12,79.22000122070312,75.22000122070312,74.26000213623047,79.4800033569336,5465900.0
2009-01-13,75.0,76.41999816894531,74.16000366210938,76.80999755859375,6794700.0
2009-01-14,75.0,73.27999877929688,71.25,75.29000091552734,6268900.0
2009-01-15,72.91000366210938,74.2300033569336,69.83000183105469,74.68000030517578,6586800.0
2009-01-16,75.62000274658203,74.48999786376953,72.41000366210938,77.1500015258789,6316300.0
2009-01-20,73.1500015258789,70.0999984741211,69.76000213623047,75.33999633789062,5055200.0
2009-01-21,71.97000122070312,74.80000305175781,70.66999816894531,74.9800033569336,5828800.0
2009-01-22,73.01000213623047,73.72000122070312,72.19999694824219,75.93000030517578,6655000.0
2009-01-23,71.8499984741211,75.94999694824219,71.5,77.2699966430664,5501900.0
2009-01-26,76.22000122070312,78.33000183105469,76.06999969482422,80.4800033569336,5385600.0
2009-01-27,77.86000061035156,76.81999969482422,75.44999694824219,77.98999786376953,4396300.0
2009-01-28,78.19999694824219,78.62000274658203,75.94000244140625,79.0,5980400.0
2009-01-29,76.80000305175781,77.31999969482422,76.01000213623047,78.33999633789062,5268100.0
2009-01-30,79.0,75.0,74.4000015258789,79.37000274658203,5670800.0
2009-02-02,72.58999633789062,73.58999633789062,72.5,74.73999786376953,5065400.0
2009-02-03,74.29000091552734,75.52999877929688,73.30000305175781,75.94999694824219,5239400.0
2009-02-04,75.94000244140625,76.02999877929688,75.0999984741211,78.0199966430664,6189100.0
2009-02-05,75.3499984741211,77.91999816894531,73.94999694824219,78.22000122070312,5878700.0
2009-02-06,76.69999694824219,78.73999786376953,76.0,79.37000274658203,4105500.0
2009-02-09,77.38999938964844,79.38999938964844,77.02999877929688,80.29000091552734,4534000.0
2009-02-10,80.01000213623047,75.20999908447266,74.29000091552734,80.69999694824219,6675500.0
2009-02-11,75.63999938964844,72.83999633789062,71.23999786376953,76.7699966430664,6056500.0
2009-02-12,71.55000305175781,73.11000061035156,70.5999984741211,73.5999984741211,4700900.0
2009-02-13,72.62999725341797,73.30000305175781,72.62999725341797,74.94000244140625,3644600.0
2009-02-17,71.47000122070312,68.1500015258789,68.0,71.47000122070312,6298200.0
2009-02-18,68.80999755859375,67.08999633789062,66.0,69.2699966430664,5763700.0
2009-02-19,65.80000305175781,66.66999816894531,65.7699966430664,67.87999725341797,6477700.0
2009-02-20,65.33999633789062,63.84000015258789,61.70000076293945,65.91000366210938,6858800.0
2009-02-23,65.1500015258789,59.5,59.41999816894531,65.2300033569336,5202600.0
2009-02-24,59.689998626708984,60.52000045776367,58.84000015258789,61.209999084472656,8044200.0
2009-02-25,60.189998626708984,59.70000076293945,58.29999923706055,61.83000183105469,6507700.0
2009-02-26,60.59000015258789,59.83000183105469,59.810001373291016,62.54999923706055,4968600.0
2009-02-27,58.130001068115234,59.09000015258789,57.47999954223633,61.11000061035156,6089600.0
2009-03-02,57.97999954223633,52.349998474121094,52.09000015258789,58.58000183105469,7944400.0
2009-03-03,53.220001220703125,52.880001068115234,52.220001220703125,54.88999938964844,7264900.0
2009-03-04,54.529998779296875,56.380001068115234,54.279998779296875,57.540000915527344,7654700.0
2009-03-05,55.11000061035156,54.29999923706055,53.56999969482422,57.41999816894531,6184100.0
2009-03-06,54.93000030517578,53.459999084472656,51.65999984741211,56.189998626708984,6751700.0
2009-03-09,52.56999969482422,51.380001068115234,51.029998779296875,54.310001373291016,6374500.0
2009-03-10,52.220001220703125,54.560001373291016,52.220001220703125,55.47999954223633,5829600.0
2009-03-11,54.20000076293945,56.63999938964844,53.95000076293945,57.58000183105469,6139500.0
2009-03-12,57.0,59.75,57.0,59.970001220703125,5988400.0
2009-03-13,60.0,60.939998626708984,59.22999954223633,61.2599983215332,5640900.0
2009-03-16,60.81999969482422,62.22999954223633,59.79999923706055,64.5,6626300.0
2009-03-17,62.18000030517578,64.62000274658203,61.09000015258789,64.69000244140625,6043500.0
2009-03-18,63.290000915527344,64.91000366210938,61.25,65.80000305175781,6130500.0
2009-03-19,66.76000213623047,67.23999786376953,66.5,70.29000091552734,6537700.0
2009-03-20,67.72000122070312,64.86000061035156,64.5199966430664,68.0999984741211,4721500.0
2009-03-23,66.79000091552734,70.6500015258789,66.43000030517578,70.6500015258789,5323900.0
2009-03-24,68.6500015258789,68.25,67.2699966430664,69.80000305175781,3777100.0
2009-03-25,68.52999877929688,67.5999984741211,65.61000061035156,69.12999725341797,4936900.0
2009-03-26,68.58999633789062,68.30999755859375,66.68000030517578,70.2300033569336,4791000.0
2009-03-27,66.5199966430664,65.97000122070312,64.68000030517578,67.0,3828500.0
2009-03-30,63.959999084472656,63.459999084472656,62.0,64.06999969482422,3942500.0
2009-03-31,64.33000183105469,64.08999633789062,63.79999923706055,65.5,3754600.0
2009-04-01,62.119998931884766,66.06999969482422,62.119998931884766,66.61000061035156,4086000.0
2009-04-02,68.5,67.91999816894531,67.63999938964844,69.5,5214500.0
2009-04-03,67.8499984741211,68.0,66.9000015258789,69.31999969482422,4759300.0
2009-04-06,66.95999908447266,65.9000015258789,64.83999633789062,67.12999725341797,3515000.0
2009-04-07,64.61000061035156,62.72999954223633,62.5,65.08999633789062,3657600.0
2009-04-08,62.900001525878906,65.47000122070312,61.599998474121094,65.73999786376953,4116200.0
2009-04-09,67.5,68.91999816894531,67.1500015258789,69.16999816894531,4535300.0
2009-04-13,67.3499984741211,69.4800033569336,66.4800033569336,70.16000366210938,3678600.0
