Date,eogopen,eogclose,eoglow,eoghigh,eogvolume
2008-01-02,45.0,45.64500045776367,45.0,46.0,4804000.0
2008-01-03,45.650001525878906,46.59000015258789,45.55500030517578,47.18000030517578,5088600.0
2008-01-04,46.10499954223633,44.48500061035156,44.404998779296875,46.10499954223633,5684200.0
2008-01-07,44.849998474121094,44.310001373291016,43.56999969482422,45.26499938964844,4844400.0
2008-01-08,44.61000061035156,43.435001373291016,43.34000015258789,45.38999938964844,3996800.0
2008-01-09,43.625,44.59000015258789,43.625,44.7599983215332,6048000.0
2008-01-10,44.165000915527344,44.5099983215332,43.59000015258789,44.7599983215332,5305000.0
2008-01-11,43.94499969482422,44.46500015258789,43.78499984741211,44.77000045776367,5747200.0
2008-01-14,44.73500061035156,46.584999084472656,44.73500061035156,46.779998779296875,5735600.0
2008-01-15,45.625,45.494998931884766,45.19499969482422,46.474998474121094,6582200.0
2008-01-16,45.310001373291016,44.30500030517578,43.974998474121094,45.91999816894531,10414200.0
2008-01-17,44.36000061035156,41.994998931884766,41.994998931884766,45.334999084472656,7025000.0
2008-01-18,42.220001220703125,42.564998626708984,41.61000061035156,43.189998626708984,7699400.0
2008-01-22,41.05500030517578,41.72999954223633,39.75,42.54999923706055,7500200.0
2008-01-23,40.709999084472656,41.33000183105469,38.59000015258789,41.470001220703125,8238800.0
2008-01-24,41.994998931884766,42.79499816894531,41.369998931884766,43.07500076293945,6353200.0
2008-01-25,43.125,41.9900016784668,41.68000030517578,43.709999084472656,5707400.0
2008-01-28,41.96500015258789,42.70500183105469,41.26499938964844,42.70500183105469,4067800.0
2008-01-29,42.875,42.5099983215332,42.060001373291016,43.125,3731400.0
2008-01-30,42.2400016784668,43.279998779296875,42.2400016784668,44.48500061035156,5721000.0
2008-01-31,42.44499969482422,43.665000915527344,41.84000015258789,44.060001373291016,5017000.0
2008-02-01,43.709999084472656,44.724998474121094,43.435001373291016,44.724998474121094,5501800.0
2008-02-04,44.560001373291016,45.33000183105469,44.43000030517578,45.51499938964844,3821000.0
2008-02-05,44.084999084472656,43.75,43.75,45.02000045776367,5634600.0
2008-02-06,44.41999816894531,43.90999984741211,43.595001220703125,44.849998474121094,6161800.0
2008-02-07,43.560001373291016,45.04499816894531,43.560001373291016,45.5,7087000.0
2008-02-08,45.689998626708984,47.060001373291016,45.625,47.654998779296875,8510400.0
2008-02-11,46.849998474121094,49.21500015258789,46.56999969482422,49.27000045776367,10868000.0
2008-02-12,49.41999816894531,48.96500015258789,48.38999938964844,50.25,8002000.0
2008-02-13,49.435001373291016,50.07500076293945,49.30500030517578,50.375,7314800.0
2008-02-14,49.435001373291016,48.810001373291016,48.810001373291016,50.2400016784668,7077000.0
2008-02-15,48.529998779296875,48.01499938964844,46.900001525878906,49.39500045776367,6757400.0
2008-02-19,49.13999938964844,49.20500183105469,48.31999969482422,50.474998474121094,7992000.0
2008-02-20,48.525001525878906,50.2599983215332,48.525001525878906,50.4900016784668,5369800.0
2008-02-21,50.45000076293945,48.834999084472656,48.72999954223633,50.45000076293945,5600800.0
2008-02-22,48.939998626708984,49.67499923706055,48.48500061035156,49.779998779296875,4145000.0
2008-02-25,50.0099983215332,52.064998626708984,50.0099983215332,52.334999084472656,9753400.0
2008-02-26,51.91999816894531,54.1150016784668,51.185001373291016,54.459999084472656,13196000.0
2008-02-27,53.255001068115234,52.84000015258789,52.73500061035156,54.06999969482422,6534800.0
2008-02-28,56.369998931884766,62.3650016784668,56.275001525878906,64.94999694824219,32843600.0
2008-02-29,61.564998626708984,59.494998931884766,58.96500015258789,61.94499969482422,10887000.0
2008-03-03,59.53499984741211,61.084999084472656,59.02000045776367,61.73500061035156,10478200.0
2008-03-04,60.0,59.95000076293945,58.29999923706055,61.23500061035156,10105600.0
2008-03-05,60.494998931884766,60.30500030517578,59.59000015258789,60.814998626708984,9227600.0
2008-03-06,59.88999938964844,58.80500030517578,58.665000915527344,60.369998931884766,7266000.0
2008-03-07,58.224998474121094,58.22999954223633,57.47999954223633,59.21500015258789,8168200.0
2008-03-10,58.22999954223633,57.279998779296875,56.77000045776367,58.22999954223633,7074600.0
2008-03-11,58.3849983215332,60.95000076293945,58.040000915527344,61.11000061035156,7937600.0
2008-03-12,60.875,59.46500015258789,58.65999984741211,61.095001220703125,5773800.0
2008-03-13,58.7400016784668,63.47999954223633,58.7400016784668,64.07499694824219,10660200.0
2008-03-14,63.1150016784668,63.04999923706055,61.52000045776367,63.4900016784668,8327400.0
2008-03-17,61.67499923706055,60.20500183105469,58.599998474121094,62.084999084472656,7852400.0
2008-03-18,61.71500015258789,61.73500061035156,60.40999984741211,61.75,6946000.0
2008-03-19,61.43000030517578,56.560001373291016,56.470001220703125,62.57500076293945,10194200.0
2008-03-20,55.0,56.1349983215332,52.95000076293945,56.560001373291016,12264200.0
2008-03-24,56.474998474121094,57.005001068115234,55.709999084472656,57.95500183105469,5960000.0
2008-03-25,57.38999938964844,58.11000061035156,56.724998474121094,58.875,5086000.0
2008-03-26,57.880001068115234,60.20500183105469,57.880001068115234,60.779998779296875,6711000.0
2008-03-27,60.185001373291016,58.959999084472656,58.93000030517578,61.439998626708984,4897000.0
2008-03-28,59.5,59.439998626708984,58.7599983215332,60.415000915527344,3796800.0
2008-03-31,60.27000045776367,60.0,58.75,60.970001220703125,4462000.0
2008-04-01,60.61000061035156,60.435001373291016,58.880001068115234,60.8650016784668,4579800.0
2008-04-02,60.64500045776367,60.68000030517578,59.369998931884766,61.84000015258789,4716800.0
2008-04-03,60.20000076293945,60.720001220703125,60.20000076293945,61.79999923706055,4706400.0
2008-04-04,61.334999084472656,61.88999938964844,61.05500030517578,62.650001525878906,3856200.0
2008-04-07,62.470001220703125,63.09000015258789,62.14500045776367,64.28500366210938,6066600.0
2008-04-08,62.625,64.37999725341797,62.625,64.72000122070312,4850800.0
2008-04-09,63.8849983215332,63.845001220703125,63.31999969482422,65.0,5523600.0
2008-04-10,63.724998474121094,64.91000366210938,63.724998474121094,65.23500061035156,5323400.0
2008-04-11,64.17500305175781,63.15999984741211,62.845001220703125,64.59500122070312,4802600.0
2008-04-14,63.244998931884766,63.94499969482422,63.244998931884766,64.81500244140625,4813200.0
2008-04-15,65.05000305175781,65.56999969482422,64.44499969482422,67.26499938964844,4734800.0
2008-04-16,66.4749984741211,66.5,64.76000213623047,66.5,4610600.0
2008-04-17,66.5,65.9800033569336,65.58000183105469,67.45999908447266,4820800.0
2008-04-18,66.48999786376953,67.08499908447266,64.53500366210938,67.25499725341797,4208800.0
2008-04-21,67.49500274658203,68.70500183105469,67.15499877929688,69.2750015258789,6487800.0
2008-04-22,68.98999786376953,68.625,68.2300033569336,70.24500274658203,3912000.0
2008-04-23,68.5,68.625,67.3949966430664,69.0,4503400.0
2008-04-24,67.79000091552734,65.875,65.44999694824219,68.12000274658203,4683200.0
2008-04-25,66.3499984741211,67.875,65.44999694824219,68.16000366210938,5411400.0
2008-04-28,68.47000122070312,67.0199966430664,66.87000274658203,68.56999969482422,3865600.0
2008-04-29,66.34500122070312,64.18000030517578,63.95000076293945,66.34500122070312,5658200.0
2008-04-30,64.25499725341797,65.23999786376953,63.73500061035156,65.48500061035156,5297800.0
2008-05-01,64.59500122070312,63.42499923706055,61.36000061035156,64.68499755859375,6962400.0
2008-05-02,62.599998474121094,63.875,61.959999084472656,65.0,5951000.0
2008-05-05,64.38500213623047,66.2699966430664,64.23999786376953,66.80000305175781,4265000.0
2008-05-06,65.96499633789062,68.94000244140625,65.96499633789062,69.07499694824219,5217800.0
2008-05-07,69.54499816894531,67.51000213623047,67.42500305175781,69.67500305175781,5714000.0
2008-05-08,67.29000091552734,69.8949966430664,67.0999984741211,70.08999633789062,6648800.0
2008-05-09,70.44499969482422,69.25,67.98999786376953,70.44499969482422,5142800.0
2008-05-12,68.94999694824219,68.0,67.55000305175781,68.94999694824219,5652600.0
2008-05-13,68.55999755859375,69.2750015258789,67.1449966430664,69.55000305175781,5588200.0
2008-05-14,69.79000091552734,67.43499755859375,67.25499725341797,69.93000030517578,5093600.0
2008-05-15,68.9749984741211,67.98500061035156,66.42500305175781,69.19999694824219,6917000.0
2008-05-16,68.6050033569336,70.49500274658203,68.54499816894531,70.94000244140625,7097800.0
2008-05-19,71.05500030517578,69.94999694824219,69.57499694824219,71.05500030517578,6753800.0
2008-05-20,70.08999633789062,71.70500183105469,69.5999984741211,72.13999938964844,6687200.0
2008-05-21,72.0,69.4000015258789,69.38999938964844,72.49500274658203,9443600.0
2008-05-22,69.48500061035156,68.3499984741211,67.7249984741211,70.25499725341797,5573600.0
2008-05-23,68.99500274658203,67.48500061035156,66.21499633789062,69.5,5563600.0
2008-05-27,67.375,66.56500244140625,66.02999877929688,67.44000244140625,4115600.0
