Date,astcopen,astcclose,astclow,astchigh,astcvolume
2017-04-05,6.150000095367432,6.349999904632568,5.949999809265137,6.550000190734863,8800.0
2017-04-06,6.25,6.150000095367432,6.050000190734863,6.400000095367432,1900.0
2017-04-07,6.150000095367432,5.949999809265137,5.949999809265137,7.150000095367432,22700.0
2017-04-10,6.0,6.400000095367432,5.949999809265137,6.5,12100.0
2017-04-11,6.349999904632568,6.300000190734863,6.199999809265137,6.699999809265137,10900.0
2017-04-12,6.099999904632568,6.300000190734863,6.099999904632568,6.650000095367432,5500.0
2017-04-13,6.300000190734863,6.599999904632568,6.25,7.099999904632568,12500.0
2017-04-17,6.449999809265137,6.650000095367432,6.449999809265137,6.900000095367432,8500.0
2017-04-18,6.800000190734863,6.400000095367432,6.300000190734863,6.900000095367432,7700.0
2017-04-19,6.550000190734863,6.400000095367432,6.25,6.699999809265137,3200.0
2017-04-20,6.550000190734863,6.25,6.199999809265137,6.599999904632568,3900.0
2017-04-21,6.150000095367432,6.349999904632568,6.150000095367432,6.449999809265137,600.0
2017-04-24,6.25,6.050000190734863,6.0,6.300000190734863,18600.0
2017-04-25,6.099999904632568,6.050000190734863,6.050000190734863,6.199999809265137,4000.0
2017-04-26,6.099999904632568,6.050000190734863,5.949999809265137,6.25,5500.0
2017-04-27,6.099999904632568,5.800000190734863,5.75,6.25,6200.0
2017-04-28,5.800000190734863,5.900000095367432,5.800000190734863,6.050000190734863,3800.0
2017-05-01,6.0,5.849999904632568,5.75,6.050000190734863,2600.0
2017-05-02,5.75,5.5,5.400000095367432,5.75,12000.0
2017-05-03,5.349999904632568,5.300000190734863,5.150000095367432,5.5,14200.0
2017-05-04,5.349999904632568,5.25,5.25,5.5,3600.0
2017-05-05,5.150000095367432,5.449999809265137,5.099999904632568,5.5,33000.0
2017-05-08,5.550000190734863,5.5,5.349999904632568,5.550000190734863,5500.0
2017-05-09,5.349999904632568,5.300000190734863,5.25,5.599999904632568,22900.0
2017-05-10,5.449999809265137,5.5,5.300000190734863,5.550000190734863,8800.0
2017-05-11,5.75,5.75,5.0,6.0,12400.0
2017-05-12,5.699999809265137,5.650000095367432,5.550000190734863,5.699999809265137,1600.0
2017-05-15,5.449999809265137,5.449999809265137,5.300000190734863,5.599999904632568,9300.0
2017-05-16,5.550000190734863,5.599999904632568,5.0,5.699999809265137,18700.0
2017-05-17,5.550000190734863,5.349999904632568,5.199999809265137,5.550000190734863,3600.0
2017-05-18,5.25,5.300000190734863,5.25,5.449999809265137,1400.0
2017-05-19,5.25,5.5,5.199999809265137,5.5,3200.0
2017-05-22,5.5,5.800000190734863,5.5,6.25,15300.0
2017-05-23,5.800000190734863,5.75,5.699999809265137,5.949999809265137,5100.0
2017-05-24,5.699999809265137,5.849999904632568,5.599999904632568,6.050000190734863,30500.0
2017-05-25,5.75,5.800000190734863,5.449999809265137,6.349999904632568,29800.0
2017-05-26,5.849999904632568,5.699999809265137,5.5,5.849999904632568,5300.0
2017-05-30,5.650000095367432,5.550000190734863,5.5,5.75,1200.0
2017-05-31,5.699999809265137,5.400000095367432,5.300000190734863,5.699999809265137,13500.0
2017-06-01,5.349999904632568,5.349999904632568,5.300000190734863,5.5,3100.0
2017-06-02,5.300000190734863,5.300000190734863,5.300000190734863,5.550000190734863,5300.0
2017-06-05,5.5,5.599999904632568,5.300000190734863,5.599999904632568,4500.0
2017-06-06,5.300000190734863,5.199999809265137,5.150000095367432,5.400000095367432,11600.0
2017-06-07,5.150000095367432,4.849999904632568,4.849999904632568,5.75,39900.0
2017-06-08,4.849999904632568,5.150000095367432,4.849999904632568,5.25,9400.0
2017-06-09,5.25,5.0,4.900000095367432,5.25,2700.0
2017-06-12,5.0,5.050000190734863,5.0,5.25,3900.0
2017-06-13,5.199999809265137,5.050000190734863,5.0,5.199999809265137,8900.0
2017-06-14,5.150000095367432,5.25,5.0,5.300000190734863,9300.0
2017-06-15,5.25,5.099999904632568,5.0,5.699999809265137,27100.0
2017-06-16,5.150000095367432,5.150000095367432,5.0,5.25,4400.0
2017-06-19,5.099999904632568,5.0,5.0,5.150000095367432,12100.0
2017-06-20,5.099999904632568,5.050000190734863,5.0,5.150000095367432,13400.0
2017-06-21,5.099999904632568,4.949999809265137,4.699999809265137,5.099999904632568,8100.0
2017-06-22,4.849999904632568,5.0,4.650000095367432,5.0,11100.0
2017-06-23,4.650000095367432,4.699999809265137,4.650000095367432,5.099999904632568,13800.0
2017-06-26,4.949999809265137,4.75,4.650000095367432,5.0,2900.0
2017-06-27,5.0,4.849999904632568,4.599999904632568,5.0,9400.0
2017-06-28,4.949999809265137,4.849999904632568,4.75,4.949999809265137,4800.0
