Date,bdxopen,bdxclose,bdxlow,bdxhigh,bdxvolume
2008-01-02,84.94999694824219,86.77999877929688,84.94999694824219,88.16999816894531,2501100.0
2008-01-03,87.0199966430664,88.19000244140625,86.45999908447266,88.19999694824219,2849500.0
2008-01-04,88.13999938964844,87.76000213623047,87.55999755859375,88.62999725341797,1665200.0
2008-01-07,88.12000274658203,90.3499984741211,87.88999938964844,90.4000015258789,2495400.0
2008-01-08,90.62000274658203,88.68000030517578,88.51000213623047,91.19999694824219,2931300.0
2008-01-09,88.5199966430664,91.05999755859375,88.04000091552734,91.05999755859375,2471900.0
2008-01-10,90.27999877929688,89.5199966430664,89.4000015258789,90.7699966430664,1998400.0
2008-01-11,88.87000274658203,91.20999908447266,88.69000244140625,91.87000274658203,1807100.0
2008-01-14,91.4000015258789,91.58999633789062,90.58000183105469,91.94999694824219,1519800.0
2008-01-15,91.0,91.30000305175781,91.0,92.33000183105469,2174300.0
2008-01-16,91.06999969482422,92.33999633789062,91.06999969482422,93.23999786376953,1616000.0
2008-01-17,91.75,89.58999633789062,89.48999786376953,92.7300033569336,2127600.0
2008-01-18,90.0,87.62000274658203,87.36000061035156,90.16999816894531,2309400.0
2008-01-22,83.55999755859375,85.36000061035156,81.05999755859375,86.37000274658203,2848100.0
2008-01-23,84.5,84.63999938964844,83.08999633789062,85.29000091552734,2359200.0
2008-01-24,90.0199966430664,87.16999816894531,86.36000061035156,90.25,3177400.0
2008-01-25,87.83000183105469,86.5999984741211,85.55999755859375,87.83000183105469,2543000.0
2008-01-28,86.55000305175781,86.25,85.52999877929688,86.80000305175781,2164500.0
2008-01-29,86.7300033569336,85.72000122070312,85.58000183105469,86.8499984741211,1263000.0
2008-01-30,85.25,84.91999816894531,84.69000244140625,86.5,1623400.0
2008-01-31,83.76000213623047,86.44000244140625,83.56999969482422,86.94999694824219,2048400.0
2008-02-01,86.87999725341797,87.16999816894531,86.4000015258789,87.58999633789062,1588300.0
2008-02-04,87.19000244140625,88.19999694824219,87.02999877929688,88.6500015258789,1648100.0
2008-02-05,86.81999969482422,87.05999755859375,86.81999969482422,88.55000305175781,1650700.0
2008-02-06,87.4800033569336,87.26000213623047,86.8499984741211,88.20999908447266,1420500.0
2008-02-07,87.26000213623047,89.58999633789062,86.91000366210938,89.5999984741211,2661200.0
2008-02-08,88.75,89.94999694824219,87.87999725341797,90.0,1974900.0
2008-02-11,90.0999984741211,89.31999969482422,88.45999908447266,90.0999984741211,1543600.0
2008-02-12,90.0,90.47000122070312,89.0999984741211,90.47000122070312,1483600.0
2008-02-13,91.01000213623047,90.91999816894531,89.70999908447266,91.38999938964844,1290800.0
2008-02-14,91.26000213623047,91.0,90.66999816894531,91.5,1626900.0
2008-02-15,90.83000183105469,90.36000061035156,89.83999633789062,91.19000244140625,1944100.0
2008-02-19,91.20999908447266,89.87000274658203,89.44999694824219,91.20999908447266,1494100.0
2008-02-20,89.6500015258789,90.02999877929688,88.45999908447266,90.02999877929688,1770100.0
2008-02-21,90.0199966430664,88.95999908447266,88.76000213623047,90.47000122070312,1245900.0
2008-02-22,89.1500015258789,89.91000366210938,88.45999908447266,90.02999877929688,1101900.0
2008-02-25,90.0,91.62999725341797,90.0,91.81999969482422,1531300.0
2008-02-26,91.37000274658203,91.73999786376953,91.0,92.0,1408900.0
2008-02-27,91.37000274658203,91.43000030517578,90.62999725341797,91.5999984741211,1627200.0
2008-02-28,90.94999694824219,91.66999816894531,90.94999694824219,92.12000274658203,2126000.0
2008-02-29,91.04000091552734,90.41999816894531,90.27999877929688,91.27999877929688,1175000.0
2008-03-03,90.25,90.19000244140625,89.41000366210938,90.61000061035156,1233200.0
2008-03-04,89.6500015258789,90.5199966430664,89.3499984741211,90.76000213623047,1760300.0
2008-03-05,90.5,89.33000183105469,88.5999984741211,90.5,1802400.0
2008-03-06,88.97000122070312,86.69000244140625,86.69000244140625,88.97000122070312,1615100.0
2008-03-07,85.94999694824219,86.0999984741211,85.91999816894531,87.0,1867300.0
2008-03-10,85.86000061035156,84.02999877929688,83.95999908447266,86.2300033569336,2204200.0
2008-03-11,85.75,84.9000015258789,84.08999633789062,85.75,1686900.0
2008-03-12,85.30000305175781,86.38999938964844,85.25,87.05000305175781,1262700.0
2008-03-13,86.19999694824219,85.7699966430664,84.69000244140625,86.44999694824219,1892500.0
2008-03-14,86.22000122070312,85.37999725341797,83.8499984741211,86.26000213623047,1612600.0
2008-03-17,83.72000122070312,84.9800033569336,83.72000122070312,85.69000244140625,1256000.0
2008-03-18,86.41999816894531,88.37000274658203,85.7300033569336,88.41000366210938,1890900.0
2008-03-19,90.0,88.25,88.16999816894531,91.0,1779500.0
2008-03-20,88.68000030517578,88.30999755859375,87.5,88.68000030517578,1818900.0
2008-03-24,88.48999786376953,89.06999969482422,88.37999725341797,89.23999786376953,896500.0
2008-03-25,89.0,88.97000122070312,88.81999969482422,89.56999969482422,1249400.0
2008-03-26,88.9000015258789,87.0199966430664,87.0199966430664,88.95999908447266,1889100.0
2008-03-27,87.36000061035156,87.79000091552734,87.2300033569336,88.55000305175781,1057100.0
2008-03-28,87.94999694824219,87.2300033569336,87.04000091552734,88.70999908447266,696600.0
2008-03-31,87.0,85.8499984741211,85.16999816894531,87.0,1779300.0
2008-04-01,86.30999755859375,87.25,86.30999755859375,87.86000061035156,2250500.0
2008-04-02,87.66999816894531,85.05999755859375,85.0199966430664,87.73999786376953,1712400.0
2008-04-03,85.0,84.19000244140625,83.94000244140625,85.4800033569336,1736000.0
2008-04-04,84.1500015258789,86.06999969482422,84.1500015258789,86.88999938964844,1757900.0
2008-04-07,86.5,84.5,83.91000366210938,86.80000305175781,2010300.0
2008-04-08,84.06999969482422,86.05000305175781,84.06999969482422,86.25,1077300.0
2008-04-09,86.19999694824219,85.70999908447266,85.41999816894531,86.80999755859375,814200.0
2008-04-10,85.72000122070312,85.62999725341797,85.33999633789062,86.0999984741211,638200.0
2008-04-11,84.79000091552734,85.05000305175781,84.79000091552734,85.54000091552734,750500.0
2008-04-14,85.0,84.45999908447266,84.16999816894531,85.12000274658203,549500.0
2008-04-15,84.83000183105469,83.83999633789062,83.55999755859375,84.9000015258789,822100.0
2008-04-16,84.1500015258789,83.88999938964844,83.37999725341797,84.1500015258789,1353600.0
2008-04-17,83.81999969482422,81.62999725341797,81.55999755859375,84.0,1823800.0
2008-04-18,82.5,84.31999969482422,81.94999694824219,84.83000183105469,1827700.0
2008-04-21,84.0,85.80999755859375,84.0,86.01000213623047,1405000.0
2008-04-22,85.77999877929688,84.58000183105469,84.33000183105469,86.1500015258789,960900.0
2008-04-23,87.83999633789062,86.13999938964844,84.62000274658203,87.87000274658203,2579500.0
2008-04-24,86.5,86.8499984741211,86.30999755859375,87.44999694824219,1433900.0
2008-04-25,86.80000305175781,88.19999694824219,86.80000305175781,88.54000091552734,1362500.0
2008-04-28,88.91000366210938,88.55999755859375,88.31999969482422,89.0199966430664,1344200.0
2008-04-29,88.0,88.8499984741211,87.94000244140625,89.0199966430664,980400.0
2008-04-30,88.97000122070312,89.4000015258789,88.88999938964844,89.91000366210938,1342300.0
2008-05-01,89.98999786376953,89.23999786376953,88.38999938964844,89.98999786376953,1317000.0
2008-05-02,89.76000213623047,88.2699966430664,87.94000244140625,89.76000213623047,977400.0
2008-05-05,87.62999725341797,89.16999816894531,87.5999984741211,89.16999816894531,863400.0
2008-05-06,88.56999969482422,88.70999908447266,87.76000213623047,89.22000122070312,819400.0
2008-05-07,88.95999908447266,86.76000213623047,86.66000366210938,89.26000213623047,1038500.0
2008-05-08,87.30999755859375,88.0,86.61000061035156,88.4000015258789,894800.0
2008-05-09,87.44999694824219,86.98999786376953,86.44999694824219,88.1500015258789,868000.0
2008-05-12,86.9000015258789,88.19999694824219,85.86000061035156,88.29000091552734,1172000.0
2008-05-13,88.22000122070312,86.0,85.93000030517578,88.30000305175781,1633800.0
2008-05-14,85.5,86.30999755859375,85.5,86.88999938964844,1476100.0
2008-05-15,86.52999877929688,85.6500015258789,85.1500015258789,86.52999877929688,1078600.0
2008-05-16,85.22000122070312,84.6500015258789,83.76000213623047,85.5199966430664,1934500.0
2008-05-19,84.72000122070312,83.7300033569336,83.56999969482422,84.73999786376953,1630400.0
2008-05-20,83.58999633789062,84.12000274658203,83.30000305175781,84.80999755859375,1958300.0
2008-05-21,84.0999984741211,84.44999694824219,83.29000091552734,85.05000305175781,1963900.0
2008-05-22,84.22000122070312,84.4000015258789,83.7300033569336,84.75,960700.0
2008-05-23,83.83999633789062,83.58000183105469,83.4000015258789,84.22000122070312,1094700.0
2008-05-27,83.9000015258789,84.68000030517578,83.41999816894531,84.87000274658203,1034100.0
2008-05-28,84.94000244140625,84.4800033569336,84.08999633789062,85.54000091552734,1178900.0
2008-05-29,84.48999786376953,85.63999938964844,84.48999786376953,85.87999725341797,989900.0
2008-05-30,85.25,84.44999694824219,84.0,85.41999816894531,1058600.0
2008-06-02,84.29000091552734,84.08000183105469,83.2699966430664,84.86000061035156,858400.0
2008-06-03,84.48999786376953,82.5199966430664,82.30000305175781,84.48999786376953,1351600.0
2008-06-04,82.12000274658203,84.12999725341797,82.12000274658203,84.81999969482422,1203700.0
2008-06-05,84.26000213623047,84.52999877929688,83.25,84.56999969482422,880800.0
2008-06-06,83.61000061035156,82.52999877929688,82.52999877929688,84.08999633789062,989000.0
2008-06-09,82.80000305175781,82.58000183105469,81.73999786376953,83.22000122070312,883100.0
2008-06-10,82.4000015258789,83.19999694824219,81.6500015258789,83.19999694824219,1103100.0
2008-06-11,82.62000274658203,81.38999938964844,81.37999725341797,82.7699966430664,1121100.0
2008-06-12,81.62999725341797,81.33000183105469,80.87000274658203,82.20999908447266,1005800.0
2008-06-13,81.94999694824219,82.55999755859375,81.33000183105469,82.62999725341797,950500.0
2008-06-16,82.19000244140625,81.81999969482422,81.54000091552734,82.3499984741211,1079200.0
2008-06-17,81.9000015258789,80.16000366210938,79.93000030517578,82.19000244140625,1442800.0
2008-06-18,79.80999755859375,78.88999938964844,78.79000091552734,79.87000274658203,1799800.0
2008-06-19,78.54000091552734,79.68000030517578,78.2300033569336,79.7300033569336,1656000.0
2008-06-20,79.69000244140625,79.04000091552734,78.66000366210938,80.05999755859375,1287900.0
2008-06-23,79.30000305175781,78.94000244140625,78.37999725341797,79.37000274658203,1064500.0
2008-06-24,78.80999755859375,77.93000030517578,77.41999816894531,79.0,1801100.0
2008-06-25,78.25,79.2699966430664,78.04000091552734,79.72000122070312,1613100.0
2008-06-26,78.33999633789062,78.79000091552734,78.08999633789062,79.66999816894531,1574400.0
2008-06-27,78.8499984741211,79.80000305175781,78.8499984741211,80.02999877929688,2544500.0
2008-06-30,79.37000274658203,81.30000305175781,79.16000366210938,81.7699966430664,1978900.0
2008-07-01,81.26000213623047,82.95999908447266,80.29000091552734,83.0,2987800.0
2008-07-02,83.29000091552734,82.29000091552734,81.83999633789062,83.30999755859375,1195800.0
2008-07-03,83.0,82.3499984741211,81.76000213623047,83.0,599400.0
