Date,ivdnopen,ivdnclose,ivdnlow,ivdnhigh,ivdnvolume
2008-01-02,0.5899999737739563,0.5899999737739563,0.5899999737739563,0.5899999737739563,1000
2008-01-03,0.5899999737739563,0.6100000143051147,0.5899999737739563,0.6100000143051147,5000
2008-01-04,0.6000000238418579,0.6299999952316284,0.5699999928474426,0.6299999952316284,21500
2008-01-07,0.5600000023841858,0.6000000238418579,0.4699999988079071,0.6000000238418579,45000
2008-01-08,0.5699999928474426,0.5600000023841858,0.5400000214576721,0.5699999928474426,20500
2008-01-09,0.5699999928474426,0.550000011920929,0.550000011920929,0.6000000238418579,16500
2008-01-10,0.5799999833106995,0.5899999737739563,0.550000011920929,0.6000000238418579,16600
2008-01-11,0.550000011920929,0.5899999737739563,0.550000011920929,0.5899999737739563,7700
2008-01-14,0.5099999904632568,0.5400000214576721,0.5,0.550000011920929,66000
2008-01-15,0.5,0.5,0.4699999988079071,0.5,22700
2008-01-16,0.5,0.5,0.5,0.5,300
2008-01-17,0.5,0.5,0.5,0.5,0
2008-01-18,0.5,0.5,0.4699999988079071,0.5,23300
2008-01-22,0.4699999988079071,0.4699999988079071,0.4699999988079071,0.4699999988079071,2400
2008-01-23,0.49000000953674316,0.44999998807907104,0.44999998807907104,0.5,36500
2008-01-24,0.4099999964237213,0.4099999964237213,0.4099999964237213,0.4099999964237213,600
2008-01-25,0.4699999988079071,0.47999998927116394,0.4699999988079071,0.47999998927116394,7800
2008-01-28,0.41999998688697815,0.4399999976158142,0.4099999964237213,0.44999998807907104,20800
2008-01-29,0.4399999976158142,0.4000000059604645,0.4000000059604645,0.4399999976158142,11500
2008-01-30,0.38999998569488525,0.38999998569488525,0.38999998569488525,0.41999998688697815,9900
2008-01-31,0.38999998569488525,0.38999998569488525,0.38999998569488525,0.38999998569488525,0
2008-02-01,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,20000
2008-02-04,0.4099999964237213,0.4000000059604645,0.4000000059604645,0.4099999964237213,15700
2008-02-05,0.4000000059604645,0.3700000047683716,0.3700000047683716,0.4000000059604645,22700
2008-02-06,0.3700000047683716,0.3700000047683716,0.3700000047683716,0.3700000047683716,0
2008-02-07,0.36000001430511475,0.550000011920929,0.36000001430511475,0.550000011920929,2700
2008-02-08,0.550000011920929,0.5,0.5,0.6399999856948853,86000
