Date,cptopen,cptclose,cptlow,cpthigh,cptvolume
2008-01-02,46.650001525878906,46.45000076293945,45.65999984741211,47.369998931884766,936700.0
2008-01-03,46.45000076293945,43.7599983215332,43.7599983215332,46.45000076293945,827300.0
2008-01-04,43.2599983215332,42.540000915527344,42.279998779296875,43.2599983215332,978400.0
2008-01-07,42.70000076293945,43.59000015258789,41.900001525878906,43.97999954223633,746900.0
2008-01-08,43.59000015258789,42.18000030517578,42.15999984741211,45.2599983215332,832000.0
2008-01-09,42.34000015258789,43.470001220703125,41.0099983215332,43.70000076293945,1056400.0
2008-01-10,41.0099983215332,44.06999969482422,39.619998931884766,45.33000183105469,1419200.0
2008-01-11,43.790000915527344,44.59000015258789,42.5099983215332,44.84000015258789,1121300.0
2008-01-14,45.029998779296875,44.5,43.290000915527344,46.0,991200.0
2008-01-15,43.43000030517578,42.720001220703125,42.34000015258789,43.86000061035156,892900.0
2008-01-16,42.7599983215332,43.45000076293945,42.650001525878906,44.15999984741211,1056700.0
2008-01-17,43.54999923706055,43.5,42.65999984741211,43.869998931884766,936300.0
2008-01-18,43.81999969482422,43.29999923706055,42.369998931884766,44.7599983215332,886300.0
2008-01-22,43.5,45.650001525878906,42.290000915527344,46.630001068115234,945800.0
2008-01-23,44.68000030517578,50.470001220703125,44.68000030517578,51.27000045776367,2115300.0
2008-01-24,50.279998779296875,47.75,47.209999084472656,50.45000076293945,1286800.0
2008-01-25,48.27000045776367,47.91999816894531,47.43000030517578,49.279998779296875,1276100.0
2008-01-28,47.84000015258789,50.08000183105469,46.939998626708984,50.08000183105469,752700.0
2008-01-29,50.189998626708984,49.52000045776367,49.189998626708984,50.7599983215332,535800.0
2008-01-30,49.0099983215332,48.02000045776367,47.84000015258789,50.13999938964844,611000.0
2008-01-31,47.150001525878906,49.2599983215332,46.599998474121094,49.900001525878906,819400.0
2008-02-01,48.25,50.22999954223633,47.970001220703125,50.43000030517578,953800.0
2008-02-04,50.22999954223633,48.9900016784668,48.400001525878906,50.279998779296875,722100.0
2008-02-05,47.849998474121094,47.61000061035156,46.79999923706055,48.84000015258789,961100.0
2008-02-06,47.95000076293945,47.400001525878906,46.45000076293945,48.5,902400.0
2008-02-07,46.790000915527344,48.5099983215332,46.68000030517578,48.619998931884766,883500.0
2008-02-08,46.06999969482422,46.81999969482422,44.61000061035156,47.849998474121094,1943800.0
2008-02-11,46.939998626708984,45.9900016784668,45.310001373291016,46.939998626708984,1039300.0
2008-02-12,46.20000076293945,47.75,46.20000076293945,48.47999954223633,1417300.0
2008-02-13,48.189998626708984,47.720001220703125,46.869998931884766,48.84000015258789,1737800.0
2008-02-14,47.68000030517578,47.040000915527344,46.86000061035156,48.16999816894531,819900.0
2008-02-15,46.849998474121094,46.79999923706055,46.36000061035156,47.11000061035156,1130600.0
2008-02-19,47.22999954223633,46.310001373291016,46.0,47.2599983215332,878000.0
2008-02-20,45.560001373291016,47.220001220703125,45.560001373291016,47.220001220703125,1035100.0
2008-02-21,47.5,47.2400016784668,46.939998626708984,48.2599983215332,1190700.0
2008-02-22,47.13999938964844,48.720001220703125,46.459999084472656,48.720001220703125,857000.0
2008-02-25,48.47999954223633,50.060001373291016,47.61000061035156,50.06999969482422,844600.0
2008-02-26,49.56999969482422,49.779998779296875,49.279998779296875,50.310001373291016,976400.0
2008-02-27,49.619998931884766,49.77000045776367,49.150001525878906,50.27000045776367,812500.0
2008-02-28,49.20000076293945,48.95000076293945,48.68000030517578,49.40999984741211,931600.0
2008-02-29,48.790000915527344,47.4900016784668,47.27000045776367,48.790000915527344,845700.0
2008-03-03,46.880001068115234,48.2400016784668,46.56999969482422,48.290000915527344,794600.0
2008-03-04,47.79999923706055,48.33000183105469,47.06999969482422,48.720001220703125,913300.0
2008-03-05,48.209999084472656,49.310001373291016,48.040000915527344,49.459999084472656,909200.0
2008-03-06,48.43000030517578,47.79999923706055,47.349998474121094,49.06999969482422,1581100.0
2008-03-07,47.459999084472656,48.9900016784668,46.939998626708984,49.119998931884766,1371900.0
2008-03-10,49.189998626708984,48.43000030517578,48.2599983215332,49.209999084472656,1581200.0
2008-03-11,50.40999984741211,51.52000045776367,49.40999984741211,51.54999923706055,1146100.0
2008-03-12,51.540000915527344,50.150001525878906,50.13999938964844,51.970001220703125,880900.0
2008-03-13,49.029998779296875,51.220001220703125,48.779998779296875,51.43000030517578,1242100.0
2008-03-14,50.72999954223633,51.119998931884766,49.81999969482422,52.06999969482422,1139500.0
2008-03-17,49.95000076293945,51.040000915527344,49.52000045776367,51.470001220703125,1580200.0
2008-03-18,52.34000015258789,52.779998779296875,51.18000030517578,52.79999923706055,1669500.0
2008-03-19,53.2599983215332,53.02000045776367,52.7400016784668,54.529998779296875,1892200.0
2008-03-20,52.79999923706055,53.900001525878906,52.619998931884766,54.130001068115234,1447600.0
