Date,mpcopen,mpcclose,mpclow,mpchigh,mpcvolume
2011-06-24,19.375,18.625,18.420000076293945,19.575000762939453,1675400.0
2011-06-27,18.344999313354492,18.825000762939453,18.295000076293945,18.975000381469727,895200.0
2011-06-28,19.170000076293945,19.350000381469727,18.850000381469727,19.9950008392334,4151800.0
2011-06-29,19.5,20.03499984741211,19.350000381469727,20.485000610351562,3695200.0
2011-06-30,20.334999084472656,20.700000762939453,20.09000015258789,21.0,3025600.0
2011-07-01,20.600000381469727,21.100000381469727,20.5,23.71500015258789,8334200.0
2011-07-05,21.104999542236328,21.104999542236328,20.825000762939453,21.5,11823000.0
2011-07-06,20.799999237060547,20.94499969482422,20.5049991607666,21.125,10983000.0
2011-07-07,21.094999313354492,20.889999389648438,20.854999542236328,21.6299991607666,16707600.0
2011-07-08,20.399999618530273,20.704999923706055,20.260000228881836,21.299999237060547,16417000.0
2011-07-11,20.395000457763672,20.049999237060547,19.7549991607666,20.395000457763672,9495200.0
2011-07-12,19.93000030517578,20.239999771118164,19.719999313354492,20.4950008392334,8011200.0
2011-07-13,20.260000228881836,19.979999542236328,19.6200008392334,20.6200008392334,11642800.0
2011-07-14,19.985000610351562,19.31999969482422,19.104999542236328,20.010000228881836,11528400.0
2011-07-15,19.5,19.579999923706055,19.049999237060547,19.735000610351562,9938400.0
2011-07-18,19.364999771118164,19.559999465942383,18.875,19.795000076293945,8311600.0
2011-07-19,19.6299991607666,19.8700008392334,19.565000534057617,19.969999313354492,6423000.0
2011-07-20,19.895000457763672,19.764999389648438,19.700000762939453,19.969999313354492,5449000.0
2011-07-21,19.764999389648438,20.049999237060547,19.55500030517578,20.1200008392334,7249200.0
2011-07-22,20.139999389648438,20.28499984741211,19.954999923706055,20.40999984741211,6645600.0
2011-07-25,20.625,20.684999465942383,20.325000762939453,21.059999465942383,8898600.0
2011-07-26,20.69499969482422,21.524999618530273,20.635000228881836,21.860000610351562,11324200.0
2011-07-27,21.510000228881836,21.030000686645508,20.985000610351562,21.649999618530273,6998400.0
2011-07-28,21.21500015258789,21.389999389648438,21.094999313354492,21.469999313354492,6654600.0
2011-07-29,21.174999237060547,21.895000457763672,20.985000610351562,22.30500030517578,10709600.0
2011-08-01,22.520000457763672,22.485000610351562,21.9950008392334,22.690000534057617,11518400.0
2011-08-02,22.264999389648438,21.165000915527344,21.125,22.450000762939453,10995600.0
2011-08-03,21.639999389648438,20.71500015258789,19.510000228881836,22.700000762939453,13413800.0
2011-08-04,20.354999542236328,19.209999084472656,18.614999771118164,20.354999542236328,15377800.0
2011-08-05,19.454999923706055,18.655000686645508,16.719999313354492,19.610000610351562,12348600.0
2011-08-08,17.6200008392334,16.165000915527344,14.739999771118164,18.0,16543000.0
2011-08-09,16.53499984741211,18.049999237060547,16.209999084472656,18.204999923706055,12054200.0
2011-08-10,17.774999618530273,17.559999465942383,17.059999465942383,18.420000076293945,9682600.0
2011-08-11,17.950000762939453,18.670000076293945,17.71500015258789,19.299999237060547,8756400.0
2011-08-12,18.795000076293945,18.704999923706055,18.450000762939453,19.559999465942383,5906800.0
2011-08-15,18.94499969482422,19.549999237060547,18.94499969482422,19.825000762939453,5365400.0
2011-08-16,19.18000030517578,19.43000030517578,19.059999465942383,19.719999313354492,6532400.0
2011-08-17,19.815000534057617,19.549999237060547,19.405000686645508,19.979999542236328,5627600.0
2011-08-18,19.05500030517578,18.30500030517578,17.704999923706055,19.2549991607666,7501400.0
2011-08-19,17.889999389648438,17.4950008392334,17.31999969482422,18.334999084472656,9878600.0
2011-08-22,17.90999984741211,16.28499984741211,16.174999237060547,18.0,10774000.0
2011-08-23,16.315000534057617,17.125,16.024999618530273,17.350000381469727,10360000.0
2011-08-24,17.200000762939453,17.915000915527344,16.854999542236328,18.014999389648438,6723400.0
2011-08-25,18.094999313354492,17.190000534057617,16.959999084472656,18.450000762939453,6376000.0
2011-08-26,17.200000762939453,17.434999465942383,17.03499984741211,18.3799991607666,5880400.0
2011-08-29,17.635000228881836,18.0,17.520000457763672,18.18000030517578,4175000.0
2011-08-30,17.94499969482422,18.014999389648438,17.375,18.190000534057617,4385200.0
2011-08-31,18.2549991607666,18.530000686645508,18.2549991607666,18.725000381469727,5731000.0
2011-09-01,18.71500015258789,18.5049991607666,18.454999923706055,19.110000610351562,4515400.0
2011-09-02,17.915000915527344,17.709999084472656,17.559999465942383,18.4950008392334,3594200.0
2011-09-06,17.114999771118164,17.5,16.645000457763672,17.700000762939453,5723400.0
2011-09-07,17.790000915527344,18.145000457763672,17.625,18.46500015258789,5212200.0
2011-09-08,18.079999923706055,18.864999771118164,17.78499984741211,19.075000762939453,4086600.0
2011-09-09,18.309999465942383,18.174999237060547,17.96500015258789,18.889999389648438,5889000.0
2011-09-12,17.670000076293945,18.329999923706055,17.44499969482422,18.440000534057617,3919200.0
2011-09-13,18.200000762939453,17.670000076293945,17.219999313354492,18.315000534057617,7147000.0
2011-09-14,17.6200008392334,17.514999389648438,17.229999542236328,17.655000686645508,7640600.0
2011-09-15,17.940000534057617,17.709999084472656,17.614999771118164,18.479999542236328,6081400.0
2011-09-16,17.764999389648438,17.549999237060547,17.43000030517578,17.834999084472656,7195400.0
2011-09-19,17.09000015258789,16.774999618530273,16.549999237060547,17.280000686645508,5096200.0
2011-09-20,16.78499984741211,16.844999313354492,16.75,17.114999771118164,3859200.0
2011-09-21,16.674999237060547,16.200000762939453,16.170000076293945,17.229999542236328,4013000.0
2011-09-22,15.579999923706055,14.734999656677246,14.420000076293945,15.699999809265137,11073600.0
2011-09-23,14.59000015258789,14.765000343322754,14.529999732971191,15.15999984741211,6768000.0
2011-09-26,14.949999809265137,15.050000190734863,14.75,15.180000305175781,7971000.0
2011-09-27,15.414999961853027,14.914999961853027,14.850000381469727,15.90999984741211,9412400.0
2011-09-28,14.984999656677246,14.489999771118164,14.460000038146973,15.319999694824219,8844400.0
2011-09-29,14.835000038146973,13.920000076293945,13.175000190734863,14.925000190734863,10516800.0
2011-09-30,13.6850004196167,13.529999732971191,13.414999961853027,13.96500015258789,9626800.0
2011-10-03,13.454999923706055,13.574999809265137,13.305000305175781,13.899999618530273,8648200.0
2011-10-04,13.399999618530273,14.380000114440918,13.335000038146973,14.404999732971191,10200000.0
2011-10-05,14.53499984741211,15.739999771118164,14.265000343322754,15.890000343322754,10463800.0
2011-10-06,15.760000228881836,16.645000457763672,15.550000190734863,16.674999237060547,7978400.0
2011-10-07,16.860000610351562,15.800000190734863,15.625,16.989999771118164,8532800.0
2011-10-10,16.139999389648438,16.485000610351562,16.040000915527344,16.735000610351562,5005200.0
2011-10-11,16.34000015258789,16.575000762939453,16.21500015258789,16.80500030517578,6615000.0
2011-10-12,16.709999084472656,16.78499984741211,16.639999389648438,17.065000534057617,7544200.0
2011-10-13,16.665000915527344,16.885000228881836,16.415000915527344,16.94499969482422,6341200.0
2011-10-14,17.21500015258789,18.06999969482422,17.174999237060547,18.100000381469727,6739600.0
2011-10-17,18.020000457763672,17.469999313354492,17.424999237060547,18.239999771118164,4717600.0
2011-10-18,17.375,18.094999313354492,17.084999084472656,18.270000457763672,4533600.0
2011-10-19,18.094999313354492,17.799999237060547,17.725000381469727,18.530000686645508,6033800.0
2011-10-20,17.799999237060547,18.2450008392334,17.645000457763672,18.329999923706055,4675400.0
2011-10-21,18.450000762939453,18.674999237060547,18.25,18.84000015258789,6436200.0
2011-10-24,18.774999618530273,17.924999237060547,17.770000457763672,19.235000610351562,6574200.0
2011-10-25,17.325000762939453,16.485000610351562,15.704999923706055,17.325000762939453,18550600.0
2011-10-26,16.90999984741211,17.364999771118164,16.600000381469727,17.475000381469727,7477000.0
2011-10-27,17.635000228881836,18.665000915527344,17.635000228881836,18.860000610351562,7724200.0
2011-10-28,18.59000015258789,18.65999984741211,18.1299991607666,18.809999465942383,7260000.0
2011-10-31,18.5049991607666,17.950000762939453,17.709999084472656,18.5049991607666,6581200.0
2011-11-01,17.75,18.0,17.145000457763672,19.059999465942383,13188600.0
2011-11-02,18.450000762939453,19.165000915527344,18.375,19.21500015258789,9171400.0
2011-11-03,19.5,19.334999084472656,19.049999237060547,19.774999618530273,7802600.0
2011-11-04,19.100000381469727,19.309999465942383,18.7450008392334,19.360000610351562,5657600.0
2011-11-07,19.065000534057617,19.459999084472656,19.065000534057617,19.524999618530273,4111000.0
2011-11-08,19.514999389648438,19.05500030517578,18.860000610351562,19.719999313354492,5019200.0
2011-11-09,18.510000228881836,18.510000228881836,18.270000457763672,19.4950008392334,6974000.0
2011-11-10,18.844999313354492,18.850000381469727,18.0,18.94499969482422,6920800.0
2011-11-11,19.135000228881836,18.885000228881836,18.81999969482422,19.59000015258789,8037200.0
2011-11-14,18.815000534057617,18.354999542236328,17.684999465942383,18.815000534057617,8146400.0
2011-11-15,18.2549991607666,18.489999771118164,18.1200008392334,18.65999984741211,5613800.0
2011-11-16,17.3700008392334,16.31999969482422,16.100000381469727,17.530000686645508,24769400.0
2011-11-17,16.360000610351562,15.8100004196167,15.619999885559082,16.665000915527344,15642000.0
2011-11-18,15.925000190734863,16.40999984741211,15.805000305175781,16.475000381469727,6335800.0
2011-11-21,16.165000915527344,16.420000076293945,15.649999618530273,16.655000686645508,6564600.0
2011-11-22,16.545000076293945,16.760000228881836,16.114999771118164,16.774999618530273,6095600.0
2011-11-23,16.489999771118164,16.415000915527344,16.2450008392334,16.71500015258789,8240200.0
2011-11-25,16.31999969482422,16.135000228881836,16.094999313354492,16.360000610351562,2732200.0
2011-11-28,16.809999465942383,16.639999389648438,16.334999084472656,17.094999313354492,7631000.0
2011-11-29,16.7549991607666,16.584999084472656,16.389999389648438,16.80500030517578,7627400.0
2011-11-30,17.05500030517578,16.69499969482422,16.225000381469727,17.264999389648438,12317400.0
2011-12-01,16.959999084472656,16.975000381469727,16.68000030517578,17.165000915527344,5997200.0
2011-12-02,17.209999084472656,16.655000686645508,16.565000534057617,17.385000228881836,7471200.0
2011-12-05,17.014999389648438,17.200000762939453,16.93000030517578,17.725000381469727,9112200.0
2011-12-06,17.28499984741211,17.31999969482422,17.0,17.389999389648438,5930600.0
2011-12-07,17.229999542236328,17.25,16.905000686645508,17.299999237060547,8031400.0
2011-12-08,17.165000915527344,17.010000228881836,16.7450008392334,17.28499984741211,9874800.0
2011-12-09,17.014999389648438,17.440000534057617,16.899999618530273,17.454999923706055,6378600.0
2011-12-12,17.209999084472656,17.295000076293945,16.950000762939453,17.295000076293945,10916400.0
2011-12-13,17.05500030517578,16.975000381469727,16.725000381469727,17.44499969482422,7383400.0
2011-12-14,16.834999084472656,16.34000015258789,16.014999389648438,16.920000076293945,7003800.0
2011-12-15,16.5049991607666,16.264999389648438,16.165000915527344,16.635000228881836,3495800.0
2011-12-16,16.424999237060547,15.979999542236328,15.895000457763672,16.625,8456800.0
2011-12-19,16.0,15.970000267028809,15.859999656677246,16.40999984741211,6274600.0
2011-12-20,16.334999084472656,16.100000381469727,15.904999732971191,16.479999542236328,6291000.0
2011-12-21,16.024999618530273,16.334999084472656,16.0,16.424999237060547,4308800.0
2011-12-22,16.46500015258789,16.655000686645508,16.334999084472656,16.704999923706055,3693000.0
2011-12-23,16.65999984741211,16.764999389648438,16.604999542236328,16.790000915527344,1841000.0
2011-12-27,16.774999618530273,16.825000762939453,16.69499969482422,16.989999771118164,1539800.0
2011-12-28,16.795000076293945,16.56999969482422,16.3700008392334,16.920000076293945,3285000.0
2011-12-29,16.674999237060547,16.639999389648438,16.43000030517578,16.68000030517578,2127000.0
2011-12-30,16.665000915527344,16.645000457763672,16.5049991607666,16.75,2165600.0
2012-01-03,17.274999618530273,16.704999923706055,16.68000030517578,17.475000381469727,5043200.0
2012-01-04,16.649999618530273,16.8799991607666,16.604999542236328,16.94499969482422,5791400.0
2012-01-05,16.530000686645508,15.960000038146973,15.5,16.565000534057617,12392000.0
2012-01-06,15.984999656677246,15.829999923706055,15.5649995803833,16.014999389648438,7554600.0
2012-01-09,15.8149995803833,15.479999542236328,15.119999885559082,15.850000381469727,9679000.0
2012-01-10,15.755000114440918,15.914999961853027,15.484999656677246,15.9399995803833,6008800.0
2012-01-11,15.78499984741211,16.44499969482422,15.53499984741211,16.540000915527344,11263400.0
2012-01-12,16.475000381469727,16.31999969482422,16.25,16.665000915527344,5585800.0
2012-01-13,16.25,16.514999389648438,16.165000915527344,16.649999618530273,6199600.0
2012-01-17,16.71500015258789,16.770000457763672,16.469999313354492,16.975000381469727,4440600.0
2012-01-18,16.719999313354492,17.729999542236328,16.600000381469727,17.924999237060547,7981200.0
2012-01-19,17.834999084472656,17.924999237060547,17.540000915527344,18.045000076293945,6292800.0
2012-01-20,18.6299991607666,18.584999084472656,18.3799991607666,18.889999389648438,9676800.0
2012-01-23,18.584999084472656,18.934999465942383,18.5049991607666,19.0049991607666,5406600.0
2012-01-24,18.739999771118164,19.520000457763672,18.559999465942383,19.520000457763672,7422000.0
2012-01-25,19.3799991607666,19.3799991607666,18.969999313354492,19.424999237060547,10327400.0
2012-01-26,19.489999771118164,18.7549991607666,18.674999237060547,19.4950008392334,6187600.0
2012-01-27,18.700000762939453,18.764999389648438,18.604999542236328,19.030000686645508,6156600.0
2012-01-30,18.489999771118164,18.739999771118164,18.450000762939453,18.81999969482422,3700400.0
2012-01-31,19.375,19.110000610351562,18.639999389648438,19.375,10394400.0
2012-02-01,20.850000381469727,20.940000534057617,20.334999084472656,21.739999771118164,22295000.0
2012-02-02,20.725000381469727,21.280000686645508,20.5049991607666,21.4950008392334,7455400.0
2012-02-03,21.55500030517578,21.989999771118164,21.5,22.139999389648438,10732600.0
2012-02-06,22.104999542236328,22.209999084472656,21.8799991607666,22.520000457763672,10961600.0
2012-02-07,22.149999618530273,21.959999084472656,21.600000381469727,22.4950008392334,11722200.0
2012-02-08,22.075000762939453,22.475000381469727,22.05500030517578,22.709999084472656,15936400.0
2012-02-09,22.3799991607666,22.420000076293945,21.915000915527344,22.6200008392334,7108000.0
2012-02-10,22.184999465942383,22.040000915527344,21.895000457763672,22.385000228881836,7004800.0
2012-02-13,22.104999542236328,21.739999771118164,21.565000534057617,22.309999465942383,8935200.0
2012-02-14,21.549999237060547,22.010000228881836,21.53499984741211,22.329999923706055,1749600.0
2012-02-15,22.204999923706055,21.850000381469727,21.725000381469727,22.5049991607666,8360600.0
