Date,pnropen,pnrclose,pnrlow,pnrhigh,pnrvolume
2008-01-02,23.284082412719727,22.95500373840332,22.787105560302734,23.492277145385742,598400.0
2008-01-03,22.948287963867188,22.921422958374023,22.75352668762207,23.096036911010742,792200.0
2008-01-04,22.659503936767578,22.142377853393555,21.987911224365234,22.740093231201172,1142300.0
2008-01-07,22.316991806030273,22.17595672607422,22.06850242614746,22.458024978637695,1624200.0
2008-01-08,22.21625328063965,21.188716888427734,21.188716888427734,22.263263702392578,881100.0
2008-01-09,21.101409912109375,20.537273406982422,19.93284034729004,21.148422241210938,2346800.0
2008-01-10,20.429819107055664,20.678308486938477,20.08730697631836,20.792478561401367,1928400.0
2008-01-11,20.463397979736328,20.67159080505371,20.35594367980957,20.920080184936523,1865100.0
2008-01-14,20.91336441040039,20.362659454345703,20.32908058166504,20.91336441040039,1260800.0
2008-01-15,20.214908599853516,19.811954498291016,19.64405632019043,20.28878402709961,2744200.0
2008-01-16,19.764942169189453,19.543317794799805,19.536602020263672,19.959705352783203,1948800.0
2008-01-17,19.5836124420166,18.831430435180664,18.71054458618164,20.08730697631836,3058700.0
2008-01-18,18.87172508239746,18.656816482543945,18.448623657226562,19.38213539123535,3117900.0
2008-01-22,17.683008193969727,18.67024803161621,17.474815368652344,18.891874313354492,2523100.0
2008-01-23,18.35460090637207,19.120214462280273,18.0188045501709,19.126930236816406,2218600.0
2008-01-24,19.254533767700195,19.462726593017578,18.97918128967285,19.724647521972656,2108700.0
2008-01-25,19.55674934387207,20.02686309814453,19.52988624572754,20.429819107055664,1827000.0
2008-01-28,19.966421127319336,20.765613555908203,19.82538604736328,20.792478561401367,1816700.0
2008-01-29,20.765613555908203,20.940227508544922,20.496978759765625,21.014102935791016,1364800.0
2008-01-30,20.859638214111328,20.812625885009766,20.604433059692383,21.336467742919922,683500.0
2008-01-31,20.496978759765625,21.32975196838379,20.436534881591797,21.464069366455078,1220000.0
2008-02-01,21.32975196838379,21.64539909362793,21.02753448486328,21.665546417236328,1015400.0
2008-02-04,21.484216690063477,21.893888473510742,21.484216690063477,22.055070877075195,1204400.0
2008-02-05,21.343183517456055,22.102081298828125,20.047012329101562,23.351242065429688,2938500.0
2008-02-06,22.17595672607422,22.008058547973633,21.900604248046875,22.48488998413086,1696800.0
2008-02-07,21.961048126220703,22.33042335510254,21.806581497192383,22.605775833129883,1460400.0
2008-02-08,22.236400604248047,22.585628509521484,22.102081298828125,22.73337745666504,1888900.0
2008-02-11,22.525184631347656,22.71323013305664,22.196104049682617,22.746809005737305,979100.0
2008-02-12,22.787105560302734,22.659503936767578,22.48488998413086,22.86769676208496,897200.0
2008-02-13,22.834115982055664,22.995298385620117,22.82740020751953,23.055742263793945,1224200.0
2008-02-14,22.941572189331055,22.73337745666504,22.62592315673828,23.08932113647461,846100.0
2008-02-15,22.639354705810547,22.59906005859375,22.24311637878418,22.672935485839844,830800.0
2008-02-19,22.787105560302734,22.552047729492188,22.411014556884766,22.894559860229492,818500.0
2008-02-20,22.458024978637695,23.00201416015625,22.263263702392578,23.049026489257812,688600.0
2008-02-21,23.02216339111328,22.26997947692871,22.21625328063965,23.169912338256836,920400.0
2008-02-22,22.370718002319336,22.491605758666992,21.93418312072754,22.55876350402832,1085100.0
2008-02-25,22.478174209594727,22.907991409301758,22.095365524291992,22.907991409301758,1099000.0
2008-02-26,22.7803897857666,23.1833438873291,22.61920738220215,23.277366638183594,1252100.0
2008-02-27,22.766958236694336,23.028879165649414,22.766958236694336,23.337810516357422,636800.0
2008-02-28,22.800537109375,22.97515106201172,22.525184631347656,23.116186141967773,932800.0
2008-02-29,22.68636703491211,21.907320022583008,21.860309600830078,22.740093231201172,1170800.0
2008-03-03,21.920751571655273,21.759571075439453,21.477500915527344,22.0214900970459,1105500.0
2008-03-04,21.571523666381836,21.390193939208984,21.061115264892578,21.759571075439453,1259000.0
2008-03-05,21.51108169555664,21.564807891845703,21.47078514099121,21.907320022583008,1382900.0
2008-03-06,21.41705894470215,20.946945190429688,20.93351173400879,21.490934371948242,1071400.0
2008-03-07,20.8193416595459,20.8193416595459,20.73203468322754,21.074546813964844,938300.0
2008-03-10,20.805910110473633,20.362659454345703,20.32908058166504,20.940227508544922,1296300.0
2008-03-11,20.93351173400879,21.17528533935547,20.61786460876465,21.17528533935547,849300.0
2008-03-12,21.17528533935547,21.229013442993164,21.108125686645508,21.611820220947266,695600.0
2008-03-13,20.93351173400879,21.403627395629883,20.73203468322754,21.551376342773438,600200.0
2008-03-14,21.517797470092773,21.047683715820312,20.698455810546875,21.598388671875,1216200.0
2008-03-17,20.604433059692383,20.718603134155273,20.429819107055664,21.02753448486328,984200.0
2008-03-18,21.02753448486328,21.336467742919922,20.805910110473633,21.35661506652832,829900.0
2008-03-19,21.39691162109375,21.074546813964844,21.074546813964844,21.68569564819336,810300.0
2008-03-20,21.121557235717773,21.188716888427734,20.805910110473633,21.276023864746094,1011300.0
2008-03-24,21.161853790283203,21.638683319091797,21.081262588500977,21.82672882080078,766900.0
2008-03-25,21.725990295410156,22.081933975219727,21.517797470092773,22.15580940246582,746200.0
2008-03-26,22.028207778930664,21.840160369873047,21.71255874633789,22.11551284790039,506700.0
2008-03-27,21.927467346191406,21.47078514099121,21.302886962890625,21.967763900756836,1154400.0
2008-03-28,21.430490493774414,21.141706466674805,21.02753448486328,21.537944793701172,1713000.0
2008-03-31,21.047683715820312,21.42377471923828,20.91336441040039,21.477500915527344,1159700.0
2008-04-01,21.68569564819336,22.404298782348633,21.524513244628906,22.411014556884766,867400.0
2008-04-02,22.4177303314209,22.552047729492188,22.3975830078125,22.719945907592773,895700.0
2008-04-03,22.370718002319336,22.565479278564453,22.236400604248047,22.652786254882812,717100.0
2008-04-04,22.53190040588379,23.015445709228516,22.29012680053711,23.015445709228516,1157900.0
2008-04-07,23.102752685546875,22.323707580566406,22.323707580566406,23.163196563720703,1197400.0
2008-04-08,22.229684829711914,22.35728645324707,22.169240951538086,22.53190040588379,983900.0
2008-04-09,22.498321533203125,22.135662078857422,22.075218200683594,22.59906005859375,453900.0
2008-04-10,22.095365524291992,22.47145652770996,21.947616577148438,22.491605758666992,647700.0
2008-04-11,22.20281982421875,21.900604248046875,21.806581497192383,22.236400604248047,541600.0
2008-04-14,21.93418312072754,22.209537506103516,21.739421844482422,22.478174209594727,1107500.0
2008-04-15,22.411014556884766,22.679651260375977,22.364002227783203,22.766958236694336,773900.0
2008-04-16,22.813968658447266,23.720617294311523,22.793821334838867,23.77434539794922,1038800.0
2008-04-17,23.66689109802246,23.80120849609375,23.035594940185547,23.881799697875977,926000.0
2008-04-18,24.42578887939453,24.412357330322266,23.77434539794922,24.51309585571289,1272600.0
2008-04-21,24.170583724975586,24.560108184814453,24.170583724975586,24.62726593017578,1219400.0
2008-04-22,24.84217643737793,24.848892211914062,24.392210006713867,25.6212215423584,3438800.0
2008-04-23,24.855607986450195,24.19744873046875,23.92881202697754,24.862323760986328,1599700.0
2008-04-24,24.02283477783203,24.51309585571289,23.834789276123047,24.633981704711914,1507300.0
2008-04-25,24.62726593017578,24.57353973388672,24.137004852294922,24.633981704711914,897500.0
2008-04-28,24.68770980834961,24.7817325592041,24.365345001220703,24.848892211914062,738300.0
2008-04-29,24.7817325592041,25.010074615478516,24.647415161132812,25.07051658630371,1286000.0
2008-04-30,25.010074615478516,24.734722137451172,24.586971282958984,25.184688568115234,1575000.0
2008-05-01,24.741437911987305,25.24513053894043,24.593687057495117,25.366018295288086,1438600.0
2008-05-02,25.292142868041992,25.319005966186523,25.17797088623047,26.030893325805664,1794800.0
2008-05-05,25.251846313476562,25.137676239013672,25.083948135375977,25.39959716796875,537800.0
2008-05-06,25.07051658630371,25.184688568115234,24.882471084594727,25.28542709350586,773000.0
2008-05-07,25.184688568115234,24.519811630249023,24.412357330322266,25.204835891723633,926600.0
2008-05-08,24.506380081176758,24.701141357421875,24.33176612854004,24.835460662841797,956200.0
2008-05-09,24.31161880493164,24.66756248474121,24.298187255859375,24.761585235595703,768700.0
2008-05-12,24.654130935668945,24.855607986450195,24.57353973388672,24.909334182739258,918700.0
