Date,ksuopen,ksuclose,ksulow,ksuhigh,ksuvolume
2008-01-02,34.2599983215332,33.470001220703125,33.369998931884766,34.810001373291016,386100.0
2008-01-03,33.459999084472656,32.52000045776367,32.43000030517578,33.65999984741211,429300.0
2008-01-04,32.15999984741211,31.059999465942383,30.899999618530273,32.220001220703125,797300.0
2008-01-07,31.3799991607666,30.639999389648438,30.209999084472656,31.530000686645508,1111200.0
2008-01-08,30.790000915527344,29.5,29.5,31.18000030517578,844700.0
2008-01-09,29.43000030517578,31.040000915527344,29.43000030517578,31.170000076293945,1002500.0
2008-01-10,30.760000228881836,31.450000762939453,30.25,31.829999923706055,905000.0
2008-01-11,31.25,30.8700008392334,29.950000762939453,31.25,849300.0
2008-01-14,31.020000457763672,31.579999923706055,31.0,31.709999084472656,627800.0
2008-01-15,31.149999618530273,30.8799991607666,30.579999923706055,31.190000534057617,657800.0
2008-01-16,30.93000030517578,31.420000076293945,30.780000686645508,31.829999923706055,568000.0
2008-01-17,31.530000686645508,29.8799991607666,29.799999237060547,31.860000610351562,976200.0
2008-01-18,30.34000015258789,30.8799991607666,30.100000381469727,40.0,1417400.0
2008-01-22,29.309999465942383,31.420000076293945,29.0,31.75,1247800.0
2008-01-23,30.709999084472656,32.599998474121094,30.100000381469727,32.619998931884766,1445800.0
2008-01-24,32.689998626708984,34.56999969482422,32.619998931884766,35.63999938964844,2669800.0
2008-01-25,35.0099983215332,34.20000076293945,34.0,35.2400016784668,1105000.0
2008-01-28,34.13999938964844,34.810001373291016,33.54999923706055,34.810001373291016,698100.0
2008-01-29,34.900001525878906,35.099998474121094,34.63999938964844,35.380001068115234,805800.0
2008-01-30,35.099998474121094,35.38999938964844,34.939998626708984,36.18000030517578,817800.0
2008-01-31,34.95000076293945,35.88999938964844,34.56999969482422,36.4900016784668,1227500.0
2008-02-01,36.0,38.029998779296875,35.790000915527344,38.15999984741211,1432500.0
2008-02-04,38.0,36.81999969482422,36.7400016784668,38.119998931884766,754100.0
2008-02-05,37.150001525878906,37.459999084472656,36.68000030517578,39.099998474121094,2067200.0
2008-02-06,37.7400016784668,36.45000076293945,36.31999969482422,37.869998931884766,1032600.0
2008-02-07,36.45000076293945,37.060001373291016,36.15999984741211,37.38999938964844,865200.0
2008-02-08,37.0,37.939998626708984,37.0,38.11000061035156,694100.0
2008-02-11,38.310001373291016,37.7599983215332,36.959999084472656,38.400001525878906,982300.0
2008-02-12,38.02000045776367,37.790000915527344,37.41999816894531,38.630001068115234,786200.0
2008-02-13,38.029998779296875,39.15999984741211,38.029998779296875,39.36000061035156,1604900.0
2008-02-14,39.13999938964844,38.86000061035156,38.619998931884766,39.720001220703125,1251800.0
2008-02-15,38.630001068115234,38.29999923706055,37.5,39.099998474121094,796500.0
2008-02-19,38.77000045776367,37.599998474121094,37.13999938964844,38.79999923706055,838400.0
2008-02-20,37.5,37.650001525878906,36.849998474121094,37.810001373291016,1372100.0
2008-02-21,37.79999923706055,37.04999923706055,36.86000061035156,38.18000030517578,529300.0
2008-02-22,37.29999923706055,37.470001220703125,36.41999816894531,37.47999954223633,665700.0
2008-02-25,37.52000045776367,37.86000061035156,36.540000915527344,37.88999938964844,684900.0
2008-02-26,37.790000915527344,38.79999923706055,37.790000915527344,39.0099983215332,740900.0
2008-02-27,38.400001525878906,37.540000915527344,37.2400016784668,38.540000915527344,664300.0
2008-02-28,37.40999984741211,36.970001220703125,36.72999954223633,37.560001373291016,511700.0
2008-02-29,36.560001373291016,35.79999923706055,35.68000030517578,36.720001220703125,771600.0
2008-03-03,35.7400016784668,36.18000030517578,35.400001525878906,36.18000030517578,831600.0
2008-03-04,35.79999923706055,35.72999954223633,35.0,35.959999084472656,1034100.0
2008-03-05,35.810001373291016,35.97999954223633,35.400001525878906,36.529998779296875,1542000.0
2008-03-06,35.70000076293945,34.91999816894531,34.79999923706055,35.91999816894531,922400.0
2008-03-07,34.4900016784668,34.560001373291016,34.29999923706055,35.47999954223633,774300.0
2008-03-10,34.45000076293945,33.97999954223633,33.849998474121094,35.20000076293945,668400.0
2008-03-11,34.70000076293945,35.150001525878906,34.310001373291016,35.2400016784668,678200.0
2008-03-12,35.150001525878906,35.400001525878906,34.97999954223633,36.0,969900.0
2008-03-13,34.93000030517578,35.790000915527344,34.06999969482422,35.970001220703125,756800.0
2008-03-14,36.15999984741211,34.86000061035156,34.400001525878906,36.15999984741211,765400.0
2008-03-17,34.18000030517578,34.65999984741211,33.869998931884766,35.18000030517578,949900.0
2008-03-18,35.47999954223633,36.84000015258789,34.9900016784668,36.869998931884766,735100.0
2008-03-19,37.66999816894531,36.599998474121094,36.209999084472656,37.66999816894531,2312000.0
2008-03-20,36.52000045776367,37.75,36.040000915527344,37.90999984741211,1510100.0
2008-03-24,37.88999938964844,39.459999084472656,37.88999938964844,40.0,1431500.0
