Date,ptnopen,ptnclose,ptnlow,ptnhigh,ptnvolume
2014-09-03,1.0499999523162842,1.0399999618530273,0.9900000095367432,1.2799999713897705,3480800.0
2014-09-04,1.0800000429153442,1.0,0.9700000286102295,1.1699999570846558,527400.0
2014-09-05,1.0,1.0099999904632568,1.0,1.0399999618530273,63800.0
2014-09-08,1.0199999809265137,1.0,1.0,1.0800000429153442,359100.0
2014-09-09,1.0099999904632568,0.9800000190734863,0.9800000190734863,1.0299999713897705,200700.0
2014-09-10,0.9800000190734863,0.949999988079071,0.9399999976158142,1.0199999809265137,294200.0
2014-09-11,0.949999988079071,0.949999988079071,0.9300000071525574,0.9800000190734863,149300.0
2014-09-12,0.9399999976158142,0.9100000262260437,0.9100000262260437,0.9599999785423279,146400.0
2014-09-15,0.949999988079071,0.9200000166893005,0.8999999761581421,0.949999988079071,111100.0
2014-09-16,0.9100000262260437,0.8999999761581421,0.8899999856948853,0.9200000166893005,78200.0
2014-09-17,0.8999999761581421,0.8899999856948853,0.8700000047683716,0.9100000262260437,97900.0
2014-09-18,0.8999999761581421,0.8899999856948853,0.8600000143051147,0.9100000262260437,94600.0
2014-09-19,0.8799999952316284,0.9300000071525574,0.8399999737739563,1.0099999904632568,339200.0
2014-09-22,0.8999999761581421,0.8899999856948853,0.8700000047683716,0.9399999976158142,85400.0
2014-09-23,0.8899999856948853,0.8799999952316284,0.8500000238418579,0.8899999856948853,60000.0
2014-09-24,0.8600000143051147,0.8600000143051147,0.8500000238418579,0.8700000047683716,82500.0
2014-09-25,0.8500000238418579,0.9100000262260437,0.8399999737739563,0.9100000262260437,35100.0
2014-09-26,0.9100000262260437,0.8700000047683716,0.8700000047683716,0.9100000262260437,31100.0
2014-09-29,0.8500000238418579,0.8399999737739563,0.8199999928474426,0.8799999952316284,139600.0
2014-09-30,0.8199999928474426,0.9300000071525574,0.8199999928474426,0.9300000071525574,99500.0
2014-10-01,0.9300000071525574,0.8799999952316284,0.8600000143051147,0.9300000071525574,98100.0
2014-10-02,0.8600000143051147,0.8399999737739563,0.8199999928474426,0.8600000143051147,147500.0
2014-10-03,0.800000011920929,0.8399999737739563,0.800000011920929,0.8399999737739563,30400.0
2014-10-06,0.8399999737739563,0.8299999833106995,0.8100000023841858,0.8399999737739563,86700.0
2014-10-07,0.8299999833106995,0.8199999928474426,0.8100000023841858,0.8299999833106995,103100.0
2014-10-08,0.8199999928474426,0.8299999833106995,0.800000011920929,0.8299999833106995,121500.0
2014-10-09,0.8299999833106995,0.8199999928474426,0.8199999928474426,0.8299999833106995,18700.0
2014-10-10,0.8199999928474426,0.7799999713897705,0.75,0.8299999833106995,167800.0
2014-10-13,0.7799999713897705,0.75,0.75,0.7799999713897705,66300.0
2014-10-14,0.7400000095367432,0.699999988079071,0.6100000143051147,0.7400000095367432,639200.0
2014-10-15,0.6600000262260437,0.6600000262260437,0.6000000238418579,0.6700000166893005,131000.0
2014-10-16,0.6299999952316284,0.7300000190734863,0.6299999952316284,0.7699999809265137,78400.0
2014-10-17,0.7799999713897705,0.7599999904632568,0.6800000071525574,0.7799999713897705,80000.0
2014-10-20,0.7099999785423279,0.699999988079071,0.6800000071525574,0.7699999809265137,223500.0
2014-10-21,0.6600000262260437,0.6899999976158142,0.6499999761581421,0.699999988079071,46600.0
2014-10-22,0.6899999976158142,0.6899999976158142,0.6600000262260437,0.7099999785423279,86300.0
2014-10-23,0.6800000071525574,0.6299999952316284,0.6100000143051147,0.699999988079071,186400.0
2014-10-24,0.6000000238418579,0.6200000047683716,0.6000000238418579,0.6499999761581421,160900.0
2014-10-27,0.6499999761581421,0.6100000143051147,0.6000000238418579,0.6700000166893005,116000.0
2014-10-28,0.6000000238418579,0.6399999856948853,0.5899999737739563,0.6399999856948853,80300.0
2014-10-29,0.6499999761581421,0.6100000143051147,0.6000000238418579,0.6499999761581421,60000.0
2014-10-30,0.6499999761581421,0.6200000047683716,0.6100000143051147,0.6499999761581421,101300.0
2014-10-31,0.6200000047683716,0.6299999952316284,0.6000000238418579,0.6299999952316284,53600.0
2014-11-03,0.6000000238418579,0.6499999761581421,0.6000000238418579,0.6700000166893005,84100.0
2014-11-04,0.6600000262260437,0.699999988079071,0.6499999761581421,0.7200000286102295,218100.0
2014-11-05,0.699999988079071,0.7900000214576721,0.699999988079071,0.8100000023841858,212300.0
2014-11-06,0.7799999713897705,0.7799999713897705,0.75,0.8100000023841858,135300.0
2014-11-07,0.7699999809265137,0.75,0.699999988079071,0.7699999809265137,97600.0
2014-11-10,0.7699999809265137,0.7900000214576721,0.7599999904632568,0.7900000214576721,86100.0
2014-11-11,0.800000011920929,0.7699999809265137,0.699999988079071,0.8700000047683716,535900.0
2014-11-12,0.7400000095367432,0.7699999809265137,0.7400000095367432,0.7900000214576721,46800.0
2014-11-13,0.7799999713897705,0.75,0.7200000286102295,0.7900000214576721,52300.0
2014-11-14,0.7799999713897705,0.75,0.699999988079071,0.7799999713897705,41600.0
2014-11-17,0.7799999713897705,0.75,0.7300000190734863,0.7799999713897705,51100.0
2014-11-18,0.7799999713897705,0.800000011920929,0.75,0.8199999928474426,113500.0
2014-11-19,0.7900000214576721,0.7799999713897705,0.7699999809265137,0.800000011920929,20300.0
2014-11-20,0.7699999809265137,0.800000011920929,0.7699999809265137,0.800000011920929,28100.0
2014-11-21,0.7799999713897705,0.7900000214576721,0.7799999713897705,0.8399999737739563,294100.0
