Date,kmbopen,kmbclose,kmblow,kmbhigh,kmbvolume
2008-01-02,66.23202514648438,65.98274230957031,65.723876953125,66.6251220703125,2137400.0
2008-01-03,65.83892822265625,66.3279037475586,65.83892822265625,66.69223022460938,2591000.0
2008-01-04,66.21284484863281,66.12655639648438,65.81974792480469,66.5196533203125,3300900.0
2008-01-07,66.40460205078125,66.6251220703125,66.08820343017578,66.8168716430664,2759500.0
2008-01-08,66.38542938232422,65.48417663574219,65.2828369140625,66.63470458984375,3028100.0
2008-01-09,65.69510650634766,66.63470458984375,65.53211975097656,66.63470458984375,3954400.0
2008-01-10,66.15531921386719,65.5800552368164,65.56088256835938,66.52924346923828,3621400.0
2008-01-11,65.11026000976562,64.01725769042969,63.71044921875,65.50335693359375,4014700.0
2008-01-14,64.45829010009766,64.73633575439453,64.05561065673828,64.92809295654297,2236400.0
2008-01-15,64.07478332519531,64.42952728271484,63.873443603515625,64.88973999023438,2571200.0
2008-01-16,64.26654052734375,63.892616271972656,63.7967414855957,64.6788101196289,3532400.0
2008-01-17,64.23777770996094,63.13518524169922,63.039310455322266,64.23777770996094,2900400.0
2008-01-18,63.374881744384766,62.37775802612305,62.19559097290039,63.51869583129883,3901600.0
2008-01-22,60.2492790222168,61.87919616699219,59.59731674194336,62.61745071411133,6320900.0
2008-01-23,60.36433410644531,61.78331756591797,60.36433410644531,62.205177307128906,4858700.0
2008-01-24,61.36145782470703,61.77373123168945,59.90412139892578,62.4736328125,3722200.0
2008-01-25,62.243526458740234,61.43815994262695,60.78619384765625,62.243526458740234,3810900.0
2008-01-28,61.63949966430664,61.275169372558594,60.87248229980469,62.11888885498047,3775600.0
2008-01-29,61.629913330078125,62.742088317871094,61.45733642578125,63.1255989074707,3919500.0
2008-01-30,62.35858154296875,61.86001968383789,61.64908981323242,62.88590621948242,2729000.0
2008-01-31,61.10258865356445,62.92425537109375,61.10258865356445,63.1639518737793,3164600.0
2008-02-01,62.799617767333984,64.276123046875,62.799617767333984,64.3432388305664,3549700.0
2008-02-04,64.14189910888672,63.317352294921875,63.087249755859375,64.14189910888672,2000100.0
2008-02-05,62.32981872558594,62.742088317871094,62.32981872558594,63.23106384277344,2706000.0
2008-02-06,63.04889678955078,62.60786056518555,62.243526458740234,63.19271469116211,2439200.0
2008-02-07,62.511985778808594,62.37775802612305,61.94630813598633,62.92425537109375,2785000.0
2008-02-08,62.16682815551758,61.907958984375,61.64908981323242,62.40652084350586,2344300.0
2008-02-11,61.93672180175781,62.04218673706055,61.5723876953125,62.19559097290039,3424400.0
2008-02-12,62.301055908203125,62.90508270263672,62.00383377075195,63.09683609008789,4801100.0
2008-02-13,63.30776596069336,62.61745071411133,62.33940505981445,63.64333724975586,4450100.0
2008-02-14,62.50239562988281,61.505271911621094,61.303932189941406,62.588687896728516,4165200.0
2008-02-15,61.390220642089844,61.77373123168945,61.07382583618164,61.77373123168945,3302100.0
2008-02-19,62.34899139404297,61.37104415893555,61.2559928894043,62.34899139404297,2661400.0
2008-02-20,60.95877456665039,61.61073684692383,60.91083526611328,61.62032699584961,3263400.0
2008-02-21,61.5532112121582,61.49568557739258,61.26557922363281,62.02301025390625,3625300.0
2008-02-22,61.5532112121582,62.35858154296875,61.47650909423828,62.44486999511719,3448000.0
2008-02-25,62.368167877197266,62.799617767333984,62.368167877197266,62.97219467163086,2501900.0
2008-02-26,62.37775802612305,63.23106384277344,62.205177307128906,63.413230895996094,2228100.0
2008-02-27,63.04889678955078,63.4803466796875,62.97219467163086,63.825504302978516,2443700.0
2008-02-28,63.1255989074707,63.04889678955078,62.76126480102539,63.59539794921875,2295900.0
2008-02-29,62.531158447265625,62.4928092956543,62.34899139404297,62.94343185424805,2338800.0
2008-03-03,62.531158447265625,62.84755325317383,62.16682815551758,62.84755325317383,2220900.0
2008-03-04,62.43528366088867,62.31064224243164,61.69702911376953,62.55033493041992,2951600.0
2008-03-05,61.8887825012207,61.81208038330078,61.40939712524414,62.21476364135742,3550400.0
2008-03-06,61.744964599609375,61.294342041015625,61.246402740478516,61.792903900146484,3075000.0
2008-03-07,61.16970443725586,60.9012451171875,60.565677642822266,61.43815994262695,5098000.0
2008-03-10,60.83413314819336,60.99712371826172,60.83413314819336,61.390220642089844,2138500.0
2008-03-11,61.466922760009766,61.303932189941406,60.86289596557617,61.73537826538086,2529400.0
2008-03-12,61.32310485839844,60.54650115966797,60.488975524902344,61.52444839477539,2554800.0
2008-03-13,60.776607513427734,61.016300201416016,60.11505126953125,61.18887710571289,2545300.0
2008-03-14,61.36145782470703,60.393096923828125,59.990413665771484,61.36145782470703,3389800.0
2008-03-17,60.23969268798828,60.66155242919922,60.17258071899414,61.054649353027344,4691700.0
2008-03-18,61.36145782470703,61.802494049072266,60.795780181884766,61.802494049072266,3387400.0
2008-03-19,62.291465759277344,61.802494049072266,61.76414108276367,62.83796691894531,3407800.0
2008-03-20,61.87919616699219,62.291465759277344,61.677852630615234,63.029720306396484,2598300.0
2008-03-24,62.416107177734375,62.28187942504883,61.93672180175781,62.5599250793457,2573400.0
2008-03-25,62.19559097290039,62.73250198364258,61.95589828491211,62.8092041015625,1689600.0
2008-03-26,62.42569351196289,62.320228576660156,62.00383377075195,62.59827423095703,2540600.0
2008-03-27,62.579097747802734,61.66826629638672,61.64908981323242,62.60786056518555,1648300.0
2008-03-28,61.792903900146484,61.43815994262695,61.064239501953125,61.83125686645508,1956600.0
2008-03-31,61.54362487792969,61.8887825012207,61.02588653564453,62.09971237182617,2079700.0
2008-04-01,62.1572380065918,62.799617767333984,61.97507095336914,62.799617767333984,2303200.0
2008-04-02,62.52157211303711,62.866729736328125,62.44486999511719,63.1639518737793,1984700.0
2008-04-03,62.72291564941406,62.588687896728516,61.8887825012207,62.88590621948242,1472700.0
2008-04-04,63.00095748901367,62.588687896728516,62.320228576660156,63.00095748901367,2588800.0
2008-04-07,62.84755325317383,62.320228576660156,62.00383377075195,62.84755325317383,1987300.0
2008-04-08,62.23394012451172,62.080535888671875,61.83125686645508,62.253116607666016,1909900.0
2008-04-09,61.37104415893555,60.843719482421875,60.61361312866211,61.42856979370117,3396200.0
2008-04-10,60.9012451171875,60.843719482421875,60.62320327758789,61.12176513671875,3311100.0
2008-04-11,60.59444046020508,60.76701736450195,60.59444046020508,61.36145782470703,2396900.0
2008-04-14,60.62320327758789,61.275169372558594,60.62320327758789,61.629913330078125,1426300.0
2008-04-15,61.54362487792969,61.227230072021484,60.939598083496094,61.54362487792969,1369800.0
2008-04-16,61.744964599609375,60.99712371826172,60.64237594604492,61.744964599609375,2130300.0
2008-04-17,60.939598083496094,60.517738342285156,60.40268325805664,61.19846725463867,2257100.0
2008-04-18,61.294342041015625,60.728668212890625,60.52732467651367,61.534034729003906,3358100.0
2008-04-21,61.8216667175293,61.390220642089844,60.83413314819336,61.8887825012207,2671100.0
2008-04-22,62.291465759277344,61.71620178222656,61.36145782470703,62.291465759277344,2713100.0
