Date,cxoopen,cxoclose,cxolow,cxohigh,cxovolume
2008-02-19,22.459999084472656,22.68000030517578,22.260000228881836,23.219999313354492,468800
2008-02-20,22.360000610351562,22.950000762939453,22.139999389648438,23.0,181800
2008-02-21,23.270000457763672,21.809999465942383,21.799999237060547,23.790000915527344,193700
2008-02-22,22.0,22.040000915527344,21.110000610351562,22.190000534057617,200000
2008-02-25,22.309999465942383,22.40999984741211,21.559999465942383,22.780000686645508,181900
2008-02-26,22.309999465942383,22.1200008392334,21.989999771118164,23.110000610351562,141000
2008-02-27,20.260000228881836,22.81999969482422,20.260000228881836,23.40999984741211,568900
2008-02-28,23.0,24.959999084472656,22.75,25.260000228881836,994300
2008-02-29,24.75,23.299999237060547,23.110000610351562,25.5,330100
2008-03-03,23.299999237060547,23.719999313354492,23.149999618530273,24.989999771118164,439700
2008-03-04,23.56999969482422,23.770000457763672,23.100000381469727,24.0,267900
2008-03-05,24.360000610351562,25.100000381469727,24.020000457763672,25.100000381469727,259200
2008-03-06,25.100000381469727,24.690000534057617,23.950000762939453,25.299999237060547,276500
2008-03-07,24.469999313354492,23.93000030517578,23.700000762939453,24.729999542236328,395600
2008-03-10,23.969999313354492,23.799999237060547,23.139999389648438,24.15999984741211,154800
2008-03-11,24.0,23.959999084472656,23.270000457763672,24.450000762939453,380900
2008-03-12,23.90999984741211,24.510000228881836,23.799999237060547,24.850000381469727,351400
2008-03-13,24.56999969482422,25.25,24.149999618530273,25.389999389648438,524100
2008-03-14,25.350000381469727,24.959999084472656,24.149999618530273,25.399999618530273,485500
2008-03-17,24.579999923706055,23.920000076293945,23.43000030517578,24.579999923706055,245400
2008-03-18,24.450000762939453,25.09000015258789,24.299999237060547,25.170000076293945,290300
2008-03-19,25.229999542236328,23.8700008392334,23.75,25.229999542236328,597200
2008-03-20,23.760000228881836,24.1299991607666,22.030000686645508,25.209999084472656,917000
2008-03-24,23.90999984741211,25.09000015258789,23.90999984741211,25.489999771118164,386800
2008-03-25,25.139999389648438,25.309999465942383,24.81999969482422,26.200000762939453,658700
2008-03-26,24.93000030517578,25.40999984741211,24.93000030517578,26.0,233500
2008-03-27,25.920000076293945,25.3700008392334,25.299999237060547,26.049999237060547,315900
2008-03-28,25.360000610351562,25.68000030517578,24.950000762939453,26.079999923706055,381300
2008-03-31,25.940000534057617,25.639999389648438,24.6299991607666,26.440000534057617,230700
2008-04-01,26.149999618530273,25.59000015258789,25.15999984741211,26.149999618530273,406800
2008-04-02,25.780000686645508,25.770000457763672,25.1200008392334,25.950000762939453,222800
2008-04-03,25.65999984741211,26.239999771118164,25.65999984741211,26.5,320700
2008-04-04,26.209999084472656,26.610000610351562,25.739999771118164,27.31999969482422,299000
2008-04-07,26.850000381469727,26.530000686645508,26.079999923706055,27.34000015258789,348400
2008-04-08,26.399999618530273,26.719999313354492,26.260000228881836,27.139999389648438,208200
2008-04-09,26.850000381469727,26.110000610351562,25.959999084472656,27.579999923706055,351600
2008-04-10,26.15999984741211,27.200000762939453,26.149999618530273,27.399999618530273,472500
2008-04-11,27.010000228881836,27.56999969482422,26.799999237060547,27.639999389648438,447700
2008-04-14,27.6200008392334,27.170000076293945,27.010000228881836,27.979999542236328,388900
2008-04-15,26.790000915527344,26.950000762939453,26.639999389648438,27.239999771118164,505800
2008-04-16,27.229999542236328,27.489999771118164,27.1299991607666,27.889999389648438,481700
2008-04-17,27.420000076293945,27.90999984741211,27.3799991607666,28.1200008392334,501500
2008-04-18,28.170000076293945,27.190000534057617,27.030000686645508,28.5,598400
2008-04-21,27.079999923706055,26.18000030517578,26.030000686645508,27.860000610351562,589500
2008-04-22,26.18000030517578,26.670000076293945,26.010000228881836,26.860000610351562,513500
2008-04-23,26.790000915527344,27.399999618530273,26.790000915527344,28.299999237060547,429200
2008-04-24,27.450000762939453,27.0,25.600000381469727,27.56999969482422,326100
2008-04-25,27.079999923706055,27.549999237060547,26.969999313354492,27.81999969482422,219100
2008-04-28,27.709999084472656,28.0,27.420000076293945,28.25,403100
2008-04-29,28.100000381469727,27.90999984741211,27.760000228881836,28.280000686645508,292800
2008-04-30,27.6200008392334,27.56999969482422,27.260000228881836,28.18000030517578,337800
2008-05-01,27.700000762939453,27.15999984741211,25.979999542236328,27.700000762939453,342500
2008-05-02,27.190000534057617,27.309999465942383,26.75,27.68000030517578,194100
2008-05-05,27.3700008392334,27.020000457763672,26.770000457763672,27.68000030517578,517300
2008-05-06,27.020000457763672,27.329999923706055,26.6299991607666,27.610000610351562,575500
2008-05-07,27.40999984741211,26.790000915527344,26.610000610351562,27.540000915527344,315000
2008-05-08,26.790000915527344,26.989999771118164,26.700000762939453,27.100000381469727,317200
2008-05-09,26.950000762939453,27.940000534057617,26.56999969482422,27.959999084472656,199100
2008-05-12,27.90999984741211,27.579999923706055,27.399999618530273,28.06999969482422,174500
2008-05-13,27.600000381469727,27.940000534057617,26.5,28.610000610351562,979400
2008-05-14,28.020000457763672,28.399999618530273,28.0,29.75,1216200
2008-05-15,28.649999618530273,29.110000610351562,28.459999084472656,29.989999771118164,1112400
2008-05-16,29.260000228881836,29.420000076293945,29.209999084472656,29.940000534057617,798500
2008-05-19,29.579999923706055,29.139999389648438,28.8799991607666,29.989999771118164,987900
2008-05-20,29.0,30.780000686645508,28.989999771118164,31.100000381469727,1317500
2008-05-21,30.889999389648438,30.760000228881836,30.530000686645508,32.119998931884766,1049000
2008-05-22,31.170000076293945,32.209999084472656,30.56999969482422,32.38999938964844,1496700
2008-05-23,32.119998931884766,32.310001373291016,31.170000076293945,32.75,476700
2008-05-27,32.310001373291016,32.619998931884766,31.979999542236328,33.060001373291016,745000
2008-05-28,32.689998626708984,32.060001373291016,31.799999237060547,32.79999923706055,513700
2008-05-29,31.989999771118164,31.479999542236328,31.309999465942383,33.150001525878906,1015400
2008-05-30,31.489999771118164,31.899999618530273,31.479999542236328,32.59000015258789,708300
2008-06-02,31.850000381469727,33.83000183105469,31.729999542236328,33.97999954223633,786100
2008-06-03,33.939998626708984,32.61000061035156,32.02000045776367,34.5,611600
2008-06-04,32.459999084472656,31.690000534057617,31.100000381469727,32.70000076293945,356100
2008-06-05,31.729999542236328,32.529998779296875,30.899999618530273,32.72999954223633,402300
2008-06-06,35.099998474121094,36.11000061035156,35.099998474121094,39.099998474121094,2402000
2008-06-09,36.849998474121094,39.79999923706055,36.68000030517578,40.04999923706055,1680000
2008-06-10,39.849998474121094,37.619998931884766,35.36000061035156,40.0,1350800
2008-06-11,38.27000045776367,37.619998931884766,37.2400016784668,38.34000015258789,460700
2008-06-12,37.9900016784668,36.970001220703125,36.09000015258789,38.0,513100
2008-06-13,36.849998474121094,38.599998474121094,36.849998474121094,38.90999984741211,913700
2008-06-16,38.88999938964844,40.18000030517578,38.5,40.849998474121094,978100
2008-06-17,40.7599983215332,39.88999938964844,39.400001525878906,40.79999923706055,1037700
2008-06-18,40.560001373291016,39.9900016784668,39.630001068115234,40.970001220703125,1113900
2008-06-19,39.849998474121094,39.5,39.06999969482422,40.7599983215332,1040100
2008-06-20,40.2599983215332,39.130001068115234,38.63999938964844,40.2599983215332,1098900
2008-06-23,39.13999938964844,38.810001373291016,37.65999984741211,39.459999084472656,678300
2008-06-24,38.25,37.70000076293945,37.33000183105469,38.5,633900
2008-06-25,37.2599983215332,36.349998474121094,34.849998474121094,37.880001068115234,1223200
2008-06-26,35.9900016784668,36.5,35.5,37.0,519300
2008-06-27,36.47999954223633,38.0,36.47999954223633,38.7400016784668,2827400
2008-06-30,38.20000076293945,37.29999923706055,37.2400016784668,38.939998626708984,518100
2008-07-01,37.290000915527344,38.15999984741211,37.09000015258789,39.06999969482422,735600
2008-07-02,38.650001525878906,36.33000183105469,36.25,38.83000183105469,739800
2008-07-03,36.279998779296875,34.47999954223633,34.45000076293945,36.65999984741211,473600
2008-07-07,34.599998474121094,33.189998626708984,32.310001373291016,35.130001068115234,561100
2008-07-08,32.709999084472656,32.27000045776367,29.559999465942383,33.369998931884766,799300
2008-07-09,32.209999084472656,31.6200008392334,31.350000381469727,33.77000045776367,470000
2008-07-10,31.520000457763672,33.119998931884766,30.959999084472656,33.31999969482422,524500
2008-07-11,34.04999923706055,34.13999938964844,33.060001373291016,34.5,685900
2008-07-14,34.939998626708984,35.11000061035156,34.31999969482422,36.720001220703125,503900
2008-07-15,34.790000915527344,34.150001525878906,34.0,35.599998474121094,448400
2008-07-16,35.0099983215332,33.5099983215332,33.09000015258789,37.400001525878906,713800
2008-07-17,33.720001220703125,30.780000686645508,28.84000015258789,33.72999954223633,884500
2008-07-18,30.81999969482422,30.81999969482422,30.270000457763672,31.770000457763672,490800
2008-07-21,31.0,31.65999984741211,30.5,31.799999237060547,539700
2008-07-22,31.559999465942383,31.700000762939453,30.68000030517578,32.13999938964844,718200
2008-07-23,31.600000381469727,30.649999618530273,29.90999984741211,32.150001525878906,805100
2008-07-24,30.670000076293945,30.100000381469727,29.5,31.450000762939453,1117400
2008-07-25,29.84000015258789,31.420000076293945,29.84000015258789,31.709999084472656,595600
2008-07-28,31.459999084472656,31.450000762939453,31.049999237060547,32.150001525878906,415800
2008-07-29,31.350000381469727,30.6299991607666,29.670000076293945,31.350000381469727,1094400
2008-07-30,30.729999542236328,33.439998626708984,30.40999984741211,33.77000045776367,654800
2008-07-31,32.86000061035156,32.75,31.959999084472656,33.439998626708984,726800
2008-08-01,33.25,32.459999084472656,31.969999313354492,33.43000030517578,385400
2008-08-04,32.4900016784668,28.760000228881836,28.09000015258789,32.4900016784668,1251600
2008-08-05,28.799999237060547,29.450000762939453,28.799999237060547,30.5,990400
2008-08-06,29.540000915527344,31.010000228881836,29.049999237060547,31.239999771118164,513100
2008-08-07,31.639999389648438,30.31999969482422,30.030000686645508,31.709999084472656,462600
2008-08-08,29.6200008392334,29.510000228881836,28.889999389648438,30.350000381469727,613500
2008-08-11,29.260000228881836,27.06999969482422,25.90999984741211,29.700000762939453,2405100
2008-08-12,27.06999969482422,29.100000381469727,26.479999542236328,29.700000762939453,1014500
2008-08-13,29.149999618530273,30.68000030517578,28.889999389648438,30.899999618530273,736700
2008-08-14,30.68000030517578,31.170000076293945,30.100000381469727,32.400001525878906,987000
2008-08-15,31.149999618530273,31.639999389648438,30.389999389648438,33.40999984741211,917400
2008-08-18,31.639999389648438,29.309999465942383,29.0,32.380001068115234,701700
2008-08-19,29.5,30.260000228881836,29.209999084472656,30.299999237060547,1450200
2008-08-20,30.399999618530273,32.40999984741211,30.399999618530273,32.779998779296875,1194500
2008-08-21,33.0,32.93000030517578,32.52000045776367,34.5,732100
2008-08-22,32.900001525878906,33.45000076293945,32.709999084472656,33.779998779296875,653500
2008-08-25,33.45000076293945,32.9900016784668,32.630001068115234,34.060001373291016,949300
2008-08-26,33.29999923706055,33.470001220703125,32.65999984741211,34.4900016784668,560300
2008-08-27,33.84000015258789,33.68000030517578,32.7400016784668,34.88999938964844,1019800
2008-08-28,33.86000061035156,33.310001373291016,32.06999969482422,34.619998931884766,574500
2008-08-29,32.810001373291016,32.66999816894531,31.6200008392334,32.810001373291016,1266700
2008-09-02,31.75,29.6299991607666,29.139999389648438,32.0,1002700
2008-09-03,29.3799991607666,29.440000534057617,29.09000015258789,30.809999465942383,1758300
2008-09-04,29.34000015258789,27.25,26.68000030517578,29.450000762939453,1990100
2008-09-05,27.270000457763672,27.309999465942383,25.850000381469727,27.6299991607666,831800
2008-09-08,28.0,26.239999771118164,25.6200008392334,28.149999618530273,1213000
2008-09-09,26.040000915527344,22.469999313354492,22.309999465942383,26.200000762939453,1498000
2008-09-10,22.68000030517578,25.3700008392334,22.649999618530273,25.959999084472656,1439300
2008-09-11,25.15999984741211,25.8700008392334,23.93000030517578,26.219999313354492,944800
2008-09-12,26.0,27.459999084472656,25.75,27.649999618530273,1104200
2008-09-15,26.899999618530273,24.75,24.40999984741211,27.200000762939453,1089700
2008-09-16,24.020000457763672,26.030000686645508,22.81999969482422,26.40999984741211,987900
2008-09-17,25.799999237060547,24.56999969482422,23.889999389648438,27.010000228881836,1642800
2008-09-18,25.209999084472656,26.0,24.290000915527344,26.690000534057617,1192000
2008-09-19,27.989999771118164,29.889999389648438,26.600000381469727,30.0,1539900
2008-09-22,29.799999237060547,30.34000015258789,29.600000381469727,31.18000030517578,726300
2008-09-23,29.040000915527344,30.540000915527344,28.850000381469727,31.15999984741211,1226700
2008-09-24,30.989999771118164,29.6299991607666,29.489999771118164,31.440000534057617,565100
2008-09-25,29.6299991607666,30.350000381469727,29.020000457763672,30.510000228881836,565200
2008-09-26,29.690000534057617,29.860000610351562,28.18000030517578,29.950000762939453,593300
2008-09-29,28.200000762939453,24.729999542236328,24.0,28.56999969482422,1140900
2008-09-30,25.18000030517578,27.610000610351562,24.68000030517578,27.75,1034400
2008-10-01,27.790000915527344,26.1200008392334,25.81999969482422,27.790000915527344,641800
2008-10-02,25.75,24.40999984741211,23.31999969482422,25.75,1097700
2008-10-03,24.600000381469727,24.920000076293945,24.600000381469727,27.739999771118164,1022100
2008-10-06,23.520000457763672,24.110000610351562,21.25,24.670000076293945,1351200
2008-10-07,24.600000381469727,22.280000686645508,22.280000686645508,24.989999771118164,877400
2008-10-08,22.049999237060547,20.709999084472656,18.75,22.889999389648438,2134300
2008-10-09,21.139999389648438,18.520000457763672,18.489999771118164,21.81999969482422,943500
2008-10-10,18.0,16.90999984741211,15.079999923706055,18.260000228881836,1881700
2008-10-13,18.469999313354492,22.1200008392334,17.559999465942383,22.239999771118164,1132000
2008-10-14,24.719999313354492,23.399999618530273,22.030000686645508,25.8700008392334,1431700
2008-10-15,22.350000381469727,19.899999618530273,19.899999618530273,22.3700008392334,1046400
2008-10-16,20.350000381469727,21.530000686645508,19.399999618530273,21.600000381469727,1218500
2008-10-17,20.989999771118164,23.25,20.649999618530273,25.670000076293945,1512200
2008-10-20,24.030000686645508,26.829999923706055,23.59000015258789,26.829999923706055,1029900
2008-10-21,26.049999237060547,25.43000030517578,25.100000381469727,27.399999618530273,906000
2008-10-22,24.59000015258789,21.360000610351562,20.84000015258789,24.700000762939453,1183200
2008-10-23,21.899999618530273,20.440000534057617,19.559999465942383,21.989999771118164,1465800
2008-10-24,18.450000762939453,19.8700008392334,18.450000762939453,20.690000534057617,910500
2008-10-27,19.440000534057617,18.959999084472656,18.8799991607666,20.969999313354492,711300
2008-10-28,19.649999618530273,20.81999969482422,17.940000534057617,20.899999618530273,759000
2008-10-29,21.75,21.299999237060547,20.639999389648438,22.030000686645508,1310100
2008-10-30,21.899999618530273,21.75,21.1200008392334,22.139999389648438,1049400
2008-10-31,21.3700008392334,21.25,20.280000686645508,21.81999969482422,1016100
2008-11-03,20.950000762939453,20.420000076293945,19.360000610351562,21.09000015258789,661200
2008-11-04,20.399999618530273,22.6200008392334,20.399999618530273,23.309999465942383,1692600
2008-11-05,22.40999984741211,21.739999771118164,21.6299991607666,23.649999618530273,1661900
2008-11-06,21.3700008392334,21.229999542236328,19.520000457763672,21.829999923706055,986400
2008-11-07,21.549999237060547,21.969999313354492,21.020000457763672,24.260000228881836,1914600
2008-11-10,23.079999923706055,22.90999984741211,21.75,23.799999237060547,705900
2008-11-11,21.860000610351562,21.760000228881836,20.760000228881836,23.0,465100
2008-11-12,21.639999389648438,21.43000030517578,20.079999923706055,22.059999465942383,941000
2008-11-13,21.600000381469727,24.799999237060547,19.950000762939453,24.809999465942383,818700
2008-11-14,24.100000381469727,22.6299991607666,21.290000915527344,24.729999542236328,1129500
2008-11-17,22.579999923706055,22.170000076293945,21.34000015258789,23.139999389648438,922400
2008-11-18,22.170000076293945,21.959999084472656,20.610000610351562,23.25,862200
2008-11-19,21.739999771118164,19.59000015258789,19.5,21.739999771118164,615600
2008-11-20,19.040000915527344,15.180000305175781,15.079999923706055,19.06999969482422,1047300
2008-11-21,16.0,18.610000610351562,15.4399995803833,18.610000610351562,1140000
2008-11-24,18.940000534057617,20.049999237060547,18.75,20.93000030517578,1008100
2008-11-25,20.040000915527344,20.770000457763672,19.700000762939453,21.299999237060547,766600
2008-11-26,20.639999389648438,23.3700008392334,20.479999542236328,23.399999618530273,660500
2008-11-28,23.260000228881836,23.59000015258789,22.700000762939453,23.719999313354492,188300
2008-12-01,22.579999923706055,21.56999969482422,21.420000076293945,23.579999923706055,777100
2008-12-02,22.850000381469727,21.989999771118164,21.079999923706055,22.850000381469727,962500
2008-12-03,21.0,21.850000381469727,19.3700008392334,21.959999084472656,673400
2008-12-04,21.059999465942383,18.110000610351562,17.549999237060547,22.200000762939453,769400
2008-12-05,17.860000610351562,17.209999084472656,14.710000038146973,18.149999618530273,1726700
2008-12-08,17.600000381469727,19.639999389648438,17.600000381469727,21.309999465942383,981900
2008-12-09,19.389999389648438,19.850000381469727,19.0,21.5,1101400
2008-12-10,20.059999465942383,21.6299991607666,20.059999465942383,22.469999313354492,944600
2008-12-11,21.540000915527344,21.40999984741211,20.709999084472656,23.15999984741211,924200
2008-12-12,20.68000030517578,22.1200008392334,20.15999984741211,22.520000457763672,611700
2008-12-15,22.579999923706055,23.799999237060547,22.18000030517578,24.0,1169300
2008-12-16,23.959999084472656,23.989999771118164,22.90999984741211,24.049999237060547,1064200
2008-12-17,22.8799991607666,22.639999389648438,22.420000076293945,23.979999542236328,1261700
2008-12-18,23.0,20.65999984741211,20.389999389648438,23.170000076293945,757000
2008-12-19,21.059999465942383,21.290000915527344,20.6299991607666,22.56999969482422,1189400
2008-12-22,21.290000915527344,20.06999969482422,19.469999313354492,21.299999237060547,593100
2008-12-23,20.6200008392334,20.860000610351562,19.93000030517578,21.40999984741211,479000
2008-12-24,20.6200008392334,20.8700008392334,20.06999969482422,21.260000228881836,224300
2008-12-26,21.030000686645508,21.90999984741211,21.030000686645508,22.0,335000
2008-12-29,21.940000534057617,22.020000457763672,21.530000686645508,22.5,511900
2008-12-30,22.1299991607666,22.43000030517578,21.15999984741211,22.5,624900
2008-12-31,22.280000686645508,22.81999969482422,21.829999923706055,23.059999465942383,690700
2009-01-02,22.8700008392334,22.239999771118164,21.770000457763672,23.219999313354492,1146800
2009-01-05,22.3700008392334,23.959999084472656,22.31999969482422,24.65999984741211,985800
2009-01-06,24.139999389648438,23.950000762939453,23.579999923706055,24.920000076293945,820600
2009-01-07,23.149999618530273,22.34000015258789,21.709999084472656,23.5,630500
2009-01-08,21.889999389648438,22.09000015258789,21.760000228881836,22.889999389648438,736100
2009-01-09,22.200000762939453,21.850000381469727,20.719999313354492,22.93000030517578,948400
2009-01-12,21.43000030517578,20.729999542236328,19.84000015258789,21.940000534057617,799600
2009-01-13,20.649999618530273,21.440000534057617,20.219999313354492,22.100000381469727,538100
2009-01-14,21.010000228881836,20.040000915527344,19.809999465942383,21.510000228881836,370200
2009-01-15,19.989999771118164,21.260000228881836,19.059999465942383,21.360000610351562,1046000
2009-01-16,21.469999313354492,22.110000610351562,21.110000610351562,22.190000534057617,688900
2009-01-20,21.690000534057617,19.850000381469727,19.729999542236328,22.229999542236328,567600
2009-01-21,20.520000457763672,21.31999969482422,20.09000015258789,21.5,1128700
2009-01-22,20.850000381469727,20.280000686645508,19.790000915527344,20.850000381469727,655800
2009-01-23,19.6200008392334,21.700000762939453,19.270000457763672,22.239999771118164,373400
2009-01-26,21.670000076293945,23.1299991607666,21.59000015258789,23.469999313354492,543000
2009-01-27,23.149999618530273,22.829999923706055,22.68000030517578,23.899999618530273,632000
2009-01-28,23.200000762939453,24.020000457763672,23.010000228881836,24.170000076293945,477500
2009-01-29,23.610000610351562,24.6299991607666,23.520000457763672,24.969999313354492,887000
2009-01-30,24.860000610351562,25.219999313354492,24.229999542236328,25.489999771118164,930500
2009-02-02,24.81999969482422,24.489999771118164,24.15999984741211,25.6299991607666,1005100
2009-02-03,24.600000381469727,24.520000457763672,24.100000381469727,24.959999084472656,643100
2009-02-04,25.010000228881836,24.649999618530273,24.350000381469727,25.350000381469727,1050300
2009-02-05,24.520000457763672,24.989999771118164,24.010000228881836,25.139999389648438,648300
2009-02-06,24.889999389648438,26.350000381469727,24.469999313354492,26.540000915527344,711100
2009-02-09,26.309999465942383,26.979999542236328,26.1299991607666,27.34000015258789,713200
2009-02-10,26.649999618530273,25.43000030517578,25.139999389648438,28.100000381469727,1139400
2009-02-11,25.649999618530273,24.739999771118164,24.219999313354492,26.0,543000
2009-02-12,24.34000015258789,24.8799991607666,23.739999771118164,24.969999313354492,537000
2009-02-13,25.030000686645508,25.31999969482422,24.8799991607666,26.079999923706055,656500
2009-02-17,24.25,22.489999771118164,22.350000381469727,24.399999618530273,587400
2009-02-18,22.690000534057617,21.489999771118164,21.110000610351562,22.889999389648438,656300
2009-02-19,21.889999389648438,21.68000030517578,21.260000228881836,22.309999465942383,781000
2009-02-20,21.200000762939453,21.299999237060547,20.639999389648438,21.8799991607666,428700
2009-02-23,21.610000610351562,20.5,20.489999771118164,21.8799991607666,904400
2009-02-24,21.0,20.670000076293945,19.899999618530273,21.0,622700
2009-02-25,20.420000076293945,20.200000762939453,19.1299991607666,20.700000762939453,1264400
2009-02-26,20.479999542236328,20.68000030517578,19.899999618530273,20.899999618530273,1259300
2009-02-27,20.239999771118164,19.950000762939453,19.899999618530273,20.579999923706055,1522000
2009-03-02,19.350000381469727,17.3799991607666,17.290000915527344,19.389999389648438,682000
2009-03-03,17.729999542236328,18.25,17.389999389648438,18.610000610351562,755700
2009-03-04,18.700000762939453,19.700000762939453,18.5,20.15999984741211,862100
2009-03-05,19.209999084472656,19.729999542236328,18.950000762939453,20.09000015258789,818500
2009-03-06,19.979999542236328,19.81999969482422,19.049999237060547,20.6299991607666,652800
2009-03-09,19.639999389648438,19.719999313354492,19.479999542236328,20.520000457763672,613000
2009-03-10,20.350000381469727,21.709999084472656,20.290000915527344,21.899999618530273,724900
2009-03-11,21.809999465942383,21.459999084472656,21.100000381469727,22.440000534057617,458400
2009-03-12,21.270000457763672,22.450000762939453,20.639999389648438,22.600000381469727,1091000
2009-03-13,22.719999313354492,22.610000610351562,22.15999984741211,23.030000686645508,454400
2009-03-16,22.799999237060547,22.290000915527344,22.15999984741211,23.440000534057617,531500
2009-03-17,22.030000686645508,23.3700008392334,21.489999771118164,23.399999618530273,615500
2009-03-18,23.280000686645508,23.90999984741211,22.139999389648438,23.969999313354492,382100
2009-03-19,24.3799991607666,26.549999237060547,24.3799991607666,26.860000610351562,1675900
2009-03-20,26.5,25.1299991607666,25.010000228881836,27.0,787100
2009-03-23,26.020000457763672,27.09000015258789,25.739999771118164,27.100000381469727,759100
2009-03-24,26.260000228881836,25.729999542236328,25.729999542236328,26.530000686645508,655600
2009-03-25,26.040000915527344,27.270000457763672,25.600000381469727,27.299999237060547,1149200
2009-03-26,27.459999084472656,27.200000762939453,26.219999313354492,27.81999969482422,812000
2009-03-27,26.360000610351562,26.299999237060547,25.670000076293945,26.75,648100
2009-03-30,25.420000076293945,25.700000762939453,24.84000015258789,26.170000076293945,879200
2009-03-31,26.0,25.59000015258789,25.5,26.399999618530273,603200
2009-04-01,25.0,26.200000762939453,24.559999465942383,26.510000228881836,446800
2009-04-02,26.959999084472656,27.979999542236328,26.959999084472656,28.40999984741211,1336100
2009-04-03,27.969999313354492,27.959999084472656,27.549999237060547,28.600000381469727,650200
2009-04-06,27.440000534057617,26.15999984741211,25.469999313354492,27.440000534057617,633600
2009-04-07,25.649999618530273,24.06999969482422,23.559999465942383,25.889999389648438,874600
2009-04-08,24.299999237060547,25.239999771118164,23.5,25.459999084472656,480700
2009-04-09,26.0,26.850000381469727,26.0,27.209999084472656,623500
2009-04-13,26.459999084472656,27.010000228881836,25.700000762939453,27.1299991607666,545400
2009-04-14,26.600000381469727,26.940000534057617,26.579999923706055,27.270000457763672,732100
2009-04-15,26.989999771118164,25.479999542236328,24.799999237060547,27.549999237060547,724500
2009-04-16,26.200000762939453,26.6299991607666,26.059999465942383,27.1200008392334,659800
2009-04-17,26.56999969482422,27.700000762939453,26.56999969482422,28.100000381469727,969500
2009-04-20,27.309999465942383,24.979999542236328,24.84000015258789,27.309999465942383,741300
2009-04-21,24.93000030517578,24.90999984741211,23.790000915527344,25.09000015258789,1078800
2009-04-22,24.530000686645508,24.75,24.3799991607666,26.270000457763672,792100
2009-04-23,25.0,24.649999618530273,23.6200008392334,25.329999923706055,956300
2009-04-24,24.8700008392334,25.559999465942383,24.8700008392334,25.969999313354492,651200
2009-04-27,24.889999389648438,25.389999389648438,24.40999984741211,25.950000762939453,505300
2009-04-28,25.079999923706055,25.299999237060547,24.68000030517578,25.8700008392334,547000
2009-04-29,25.6299991607666,26.8799991607666,25.520000457763672,26.969999313354492,727100
2009-04-30,26.18000030517578,27.420000076293945,26.18000030517578,28.09000015258789,1306600
2009-05-01,27.420000076293945,27.56999969482422,26.799999237060547,28.0,1223300
2009-05-04,27.790000915527344,28.030000686645508,27.790000915527344,28.5,1499100
2009-05-05,28.200000762939453,27.469999313354492,27.229999542236328,28.25,1096100
2009-05-06,27.950000762939453,28.600000381469727,27.700000762939453,29.5,1091600
2009-05-07,28.950000762939453,29.010000228881836,28.950000762939453,31.200000762939453,1920800
