Date,lllopen,lllclose,llllow,lllhigh,lllvolume
2008-09-19,99.47672271728516,97.41229248046875,96.71134185791016,101.31069946289062,1010600.0
2008-09-22,96.22164154052734,95.96238708496094,95.57830810546875,97.49871063232422,695000.0
2008-09-23,96.0199966430664,95.90477752685547,95.5302963256836,97.16263580322266,1001700.0
2008-09-24,96.0488052368164,95.22303771972656,94.37805938720703,96.40408325195312,793800.0
2008-09-25,95.5687026977539,96.42328643798828,94.87736511230469,97.1434326171875,707600.0
2008-09-26,95.39586639404297,95.93357849121094,94.36845397949219,96.30805969238281,876100.0
2008-09-29,94.86775970458984,93.37944793701172,92.75531768798828,96.9225845336914,1406300.0
2008-09-30,94.13800811767578,94.4068603515625,92.07357788085938,94.4068603515625,994400.0
2008-10-01,93.32183837890625,92.96656036376953,92.04476928710938,93.69631958007812,763100.0
2008-10-02,92.70731353759766,90.46044158935547,90.36442565917969,94.36845397949219,2148100.0
2008-10-03,91.31501770019531,90.30680847167969,89.98033905029297,92.6593017578125,1088700.0
2008-10-06,90.20118713378906,87.666259765625,86.5332260131836,90.2107925415039,1950800.0
2008-10-07,88.65526580810547,84.58401489257812,84.58401489257812,89.29859924316406,1345600.0
2008-10-08,83.11491394042969,85.92829895019531,82.28913879394531,88.59765625,2159000.0
2008-10-09,86.88849639892578,81.26172637939453,81.26172637939453,86.9557113647461,1490700.0
2008-10-10,77.86261749267578,76.81600189208984,72.90798950195312,80.58958435058594,3234400.0
2008-10-13,78.89002990722656,84.49759674072266,77.27689361572266,84.49759674072266,1611500.0
2008-10-14,87.62785339355469,82.54839324951172,81.47296905517578,87.62785339355469,1482200.0
2008-10-15,82.58679962158203,75.99983215332031,75.99983215332031,82.58679962158203,1270200.0
2008-10-16,76.23988342285156,80.64720153808594,73.39768981933594,80.6760025024414,2194100.0
2008-10-17,80.19590759277344,79.48535919189453,75.7021713256836,82.20272064208984,1263200.0
2008-10-20,78.75560760498047,82.8940658569336,78.75560760498047,82.9612808227539,1181000.0
2008-10-21,81.65541076660156,78.73639678955078,78.62117767333984,82.88446044921875,1244200.0
2008-10-22,77.00804138183594,76.66236877441406,75.27008056640625,79.57177734375,1370900.0
2008-10-23,78.04505920410156,78.47714233398438,73.58012390136719,79.63898468017578,1376000.0
2008-10-24,74.27146911621094,73.21524810791016,73.06161499023438,75.85579681396484,1606300.0
2008-10-27,72.13982391357422,70.17141723632812,70.05619049072266,73.05201721191406,1768200.0
2008-10-28,71.5829086303711,74.3578872680664,69.11519622802734,74.54032897949219,1713000.0
2008-10-29,73.9065933227539,71.98619079589844,71.89017486572266,75.21246337890625,1207800.0
2008-10-30,73.72415924072266,74.92440795898438,73.34007263183594,75.7405776977539,1306700.0
2008-10-31,74.48271179199219,77.9394302368164,74.30027770996094,78.50595092773438,1103800.0
2008-11-03,77.86261749267578,77.22888946533203,76.47992706298828,78.640380859375,673500.0
2008-11-04,78.4483413696289,79.62938690185547,77.41132354736328,79.87903594970703,1129400.0
2008-11-05,79.01485443115234,76.20146942138672,76.05744171142578,79.68699645996094,869700.0
2008-11-06,74.70355987548828,72.02460479736328,71.51569366455078,77.0272445678711,1097600.0
2008-11-07,72.15902709960938,72.67753601074219,71.1316146850586,73.54171752929688,872800.0
2008-11-10,73.88739013671875,72.53350830078125,71.60211181640625,74.27146911621094,797100.0
2008-11-11,71.45808410644531,70.7475357055664,70.09459686279297,72.9655990600586,985400.0
2008-11-12,69.67211151123047,68.74071502685547,68.17420196533203,70.85315704345703,1453700.0
2008-11-13,69.00957489013672,68.25101470947266,63.085140228271484,69.4224624633789,2069500.0
2008-11-14,66.82991790771484,66.57066345214844,66.07136535644531,70.21942901611328,1296200.0
2008-11-17,65.61046600341797,65.77369689941406,64.72708129882812,67.31961822509766,968700.0
2008-11-18,65.43762969970703,66.55146026611328,64.27578735351562,67.31002044677734,1013700.0
2008-11-19,66.37862396240234,62.56663131713867,62.470611572265625,67.06037139892578,1080800.0
2008-11-20,61.731258392333984,56.95906448364258,56.40214920043945,63.03712844848633,2547900.0
2008-11-21,57.717620849609375,61.38558578491211,56.1620979309082,61.38558578491211,1815600.0
2008-11-24,62.41299819946289,61.00150680541992,59.9644889831543,63.54603576660156,1785600.0
2008-11-25,61.96170425415039,60.790260314941406,59.04269790649414,62.56663131713867,3279400.0
2008-11-26,59.916481018066406,63.44041442871094,59.436378479003906,63.44041442871094,925900.0
2008-11-28,63.01792526245117,64.49663543701172,62.89310073852539,64.49663543701172,334600.0
2008-12-01,62.9315071105957,61.731258392333984,61.520015716552734,63.68046569824219,1731900.0
2008-12-02,62.230560302734375,63.51723098754883,61.491207122802734,63.901309967041016,1748200.0
2008-12-03,62.384193420410156,65.45683288574219,62.12493896484375,65.66807556152344,1175500.0
2008-12-04,64.73668670654297,63.824493408203125,62.97951889038086,66.53225708007812,1354000.0
2008-12-05,64.07414245605469,66.07136535644531,62.259368896484375,66.15778350830078,1181400.0
2008-12-08,67.31002044677734,66.93553924560547,66.49385070800781,68.17420196533203,1423000.0
2008-12-09,66.5898666381836,66.6186752319336,66.29220581054688,68.4526596069336,1244700.0
2008-12-10,67.0987777709961,66.92594146728516,65.72569274902344,68.0685806274414,1143100.0
2008-12-11,66.67628479003906,66.38822937011719,65.85051727294922,68.35663604736328,840800.0
2008-12-12,64.99594116210938,65.86011505126953,64.22777557373047,66.51305389404297,996200.0
2008-12-15,66.22499084472656,64.89991760253906,64.49663543701172,66.99315643310547,1443700.0
2008-12-16,64.5926513671875,67.12757873535156,64.51583862304688,67.33882904052734,1463200.0
2008-12-17,66.51305389404297,67.3580322265625,65.975341796875,67.92454528808594,1320500.0
2008-12-18,67.70370483398438,68.28942108154297,67.5500717163086,69.06718444824219,1273200.0
2008-12-19,68.62549591064453,69.65290832519531,68.62549591064453,71.74614715576172,1945100.0
2008-12-22,69.67211151123047,68.9711685180664,67.68450164794922,69.70092010498047,1106800.0
2008-12-23,70.07539367675781,68.19340515136719,67.91494750976562,70.07539367675781,1087000.0
2008-12-24,68.14539337158203,68.4622573852539,67.51166534423828,68.96156311035156,365000.0
2008-12-26,68.50067138671875,69.19200897216797,68.25101470947266,69.25922393798828,377600.0
2008-12-29,69.2976303100586,67.17559051513672,66.6570816040039,69.2976303100586,936600.0
2008-12-30,67.38683319091797,69.38404846191406,66.7146987915039,69.38404846191406,850100.0
2008-12-31,69.28803253173828,70.84355926513672,69.28803253173828,71.44847869873047,636200.0
2009-01-02,71.74614715576172,72.7447509765625,70.2290267944336,72.9655990600586,602800.0
2009-01-05,72.5527114868164,74.24266052246094,72.01499938964844,74.42510223388672,1403600.0
2009-01-06,74.5499267578125,75.29888153076172,73.9354019165039,75.7021713256836,1162500.0
2009-01-07,74.12744140625,73.77216339111328,73.10962677001953,74.62674713134766,902600.0
2009-01-08,73.59932708740234,74.14664459228516,72.7159423828125,74.73236846923828,1200800.0
2009-01-09,74.41549682617188,73.65694427490234,72.7447509765625,74.41549682617188,944100.0
2009-01-12,73.63774108886719,73.21524810791016,72.49510192871094,73.9354019165039,894800.0
2009-01-13,74.81878662109375,73.36888122558594,72.82157135009766,74.81878662109375,1150600.0
2009-01-14,73.31127166748047,72.75435638427734,72.0342025756836,73.4552993774414,1177700.0
2009-01-15,72.5143051147461,73.01361083984375,70.81475067138672,73.26325988769531,728900.0
2009-01-16,73.76256561279297,75.58694458007812,73.62813568115234,76.17266845703125,1167100.0
2009-01-20,75.81739044189453,73.85858154296875,73.75296020507812,77.21928405761719,1275300.0
2009-01-21,74.50191497802734,75.36609649658203,73.82978057861328,75.43331146240234,1167600.0
2009-01-22,74.87639617919922,76.22067260742188,73.34007263183594,76.62396240234375,989400.0
2009-01-23,74.81878662109375,75.17405700683594,74.03141784667969,76.1342544555664,997600.0
2009-01-26,75.030029296875,76.1918716430664,74.7419662475586,76.77759552001953,826100.0
2009-01-27,76.47032928466797,76.00942993164062,75.18366241455078,77.4785385131836,1142100.0
2009-01-28,77.20967864990234,76.65276336669922,75.2508773803711,77.37291717529297,1393700.0
2009-01-29,76.00942993164062,75.2316665649414,74.01221466064453,77.75699615478516,1285600.0
2009-01-30,75.51972961425781,75.87500762939453,75.12604522705078,77.16167449951172,1066900.0
2009-02-02,74.73236846923828,75.6445541381836,74.06982421875,76.08625030517578,1336800.0
2009-02-03,76.1918716430664,74.68435668945312,73.29206848144531,76.1918716430664,1492100.0
2009-02-04,74.7707748413086,75.40450286865234,74.53072357177734,76.81600189208984,1093100.0
2009-02-05,75.02042388916016,76.40311431884766,74.50191497802734,76.74878692626953,1013700.0
2009-02-06,76.29749298095703,75.66375732421875,74.13703918457031,77.27689361572266,1634600.0
2009-02-09,75.51972961425781,76.18226623535156,75.39490509033203,76.6431655883789,1160000.0
2009-02-10,75.6829605102539,74.23306274414062,73.47450256347656,76.18226623535156,1205600.0
2009-02-11,74.49231719970703,73.99301147460938,73.63774108886719,74.89559936523438,983700.0
2009-02-12,73.05201721191406,74.10823822021484,72.23584747314453,74.25226593017578,1171900.0
2009-02-13,74.02182006835938,75.05883026123047,74.02182006835938,75.9326171875,918300.0
2009-02-17,73.24405670166016,72.69673919677734,71.419677734375,73.78176879882812,1279000.0
2009-02-18,73.06161499023438,72.70634460449219,72.20703887939453,73.49370574951172,1362700.0
2009-02-19,73.12882995605469,73.09042358398438,72.84077453613281,74.05062103271484,1150300.0
2009-02-20,72.19744110107422,72.46629333496094,71.66932678222656,73.10962677001953,1572600.0
2009-02-23,73.07122039794922,69.47046661376953,69.33604431152344,73.07122039794922,1392300.0
2009-02-24,69.94097137451172,71.14122009277344,69.3648452758789,71.66932678222656,1270400.0
2009-02-25,70.62271118164062,68.9135513305664,68.53907775878906,70.78594207763672,1557900.0
2009-02-26,69.40325927734375,67.79972076416016,67.751708984375,69.59529876708984,1232700.0
2009-02-27,66.69549560546875,64.95752716064453,64.74628448486328,67.26200866699219,2024100.0
2009-03-02,63.94932174682617,61.030311584472656,60.80946731567383,64.03573608398438,2308300.0
2009-03-03,61.721656799316406,59.551605224609375,59.35956573486328,62.0577278137207,2149700.0
