Date,wynnopen,wynnclose,wynnlow,wynnhigh,wynnvolume
2008-01-02,112.7699966430664,109.37999725341797,108.37000274658203,114.9800033569336,1629800.0
2008-01-03,109.5,105.68000030517578,103.7699966430664,109.5,2432900.0
2008-01-04,103.69999694824219,105.19999694824219,101.62999725341797,108.5,3068700.0
2008-01-07,106.76000213623047,104.22000122070312,102.5199966430664,106.93000030517578,2366800.0
2008-01-08,105.25,104.5,103.01000213623047,109.94999694824219,2795800.0
2008-01-09,106.86000061035156,108.26000213623047,103.5,108.54000091552734,2303600.0
2008-01-10,108.37000274658203,108.98999786376953,105.01000213623047,110.63999938964844,2639700.0
2008-01-11,107.37999725341797,102.54000091552734,102.30999755859375,108.4000015258789,1995300.0
2008-01-14,103.48999786376953,100.94999694824219,99.12000274658203,104.2699966430664,2671500.0
2008-01-15,99.38999938964844,97.6500015258789,95.87999725341797,100.54000091552734,2629800.0
2008-01-16,97.8499984741211,102.66999816894531,97.44000244140625,105.3499984741211,3428200.0
2008-01-17,103.72000122070312,96.88999938964844,96.5199966430664,104.61000061035156,3210100.0
2008-01-18,97.05000305175781,101.43000030517578,95.33999633789062,102.31999969482422,4005900.0
2008-01-22,96.44000244140625,101.37999725341797,96.36000061035156,101.94000244140625,2226000.0
2008-01-23,99.69999694824219,109.95999908447266,98.0,112.5,2998200.0
2008-01-24,110.36000061035156,108.8499984741211,105.66000366210938,110.8499984741211,2077500.0
2008-01-25,109.27999877929688,104.0199966430664,103.70999908447266,112.5,1883900.0
2008-01-28,104.5,110.33000183105469,103.0,111.2699966430664,1842000.0
2008-01-29,112.23999786376953,111.95999908447266,109.12000274658203,113.86000061035156,1494400.0
2008-01-30,111.18000030517578,109.7300033569336,109.38999938964844,113.19999694824219,1468700.0
2008-01-31,108.0999984741211,114.9800033569336,106.0,116.66999816894531,1997800.0
2008-02-01,115.87999725341797,116.83000183105469,114.11000061035156,119.77999877929688,1852900.0
2008-02-04,116.93000030517578,111.47000122070312,111.25,116.95999908447266,1322600.0
2008-02-05,115.0,119.36000061035156,112.66000366210938,123.0,4366300.0
2008-02-06,119.63999938964844,115.37000274658203,114.5,120.19999694824219,2539600.0
2008-02-07,114.01000213623047,120.58999633789062,113.4800033569336,121.55000305175781,2064000.0
2008-02-08,119.98999786376953,119.0,116.4800033569336,121.7300033569336,1576700.0
2008-02-11,119.18000030517578,119.87999725341797,118.80000305175781,122.22000122070312,1809500.0
2008-02-12,121.86000061035156,119.83999633789062,119.12000274658203,124.7699966430664,2723400.0
2008-02-13,116.58999633789062,110.91000366210938,108.12999725341797,118.55000305175781,5595600.0
2008-02-14,111.05000305175781,107.4000015258789,106.91999816894531,113.94000244140625,3147900.0
2008-02-15,106.8499984741211,104.62000274658203,103.72000122070312,106.93000030517578,2026900.0
2008-02-19,105.7699966430664,105.51000213623047,103.30000305175781,108.41999816894531,2228500.0
2008-02-20,105.25,107.19999694824219,103.5,108.93000030517578,1758300.0
2008-02-21,106.95999908447266,102.36000061035156,102.01000213623047,107.36000061035156,1706400.0
2008-02-22,103.12000274658203,104.11000061035156,101.6500015258789,104.1500015258789,1193300.0
2008-02-25,103.5199966430664,105.62000274658203,102.66000366210938,106.08999633789062,1297400.0
2008-02-26,105.41000366210938,107.16999816894531,104.26000213623047,107.87999725341797,1570100.0
2008-02-27,106.33000183105469,104.52999877929688,104.0,107.52999877929688,1790200.0
2008-02-28,104.69999694824219,103.29000091552734,102.7300033569336,106.87000274658203,1719700.0
2008-02-29,101.9000015258789,100.69999694824219,99.54000091552734,104.98999786376953,2490600.0
2008-03-03,100.19999694824219,98.97000122070312,97.80000305175781,100.68000030517578,1868200.0
2008-03-04,98.4000015258789,97.27999877929688,94.80000305175781,99.01000213623047,2725200.0
2008-03-05,97.69000244140625,99.19000244140625,97.2300033569336,99.75,2087000.0
2008-03-06,98.37000274658203,95.0,95.0,100.2300033569336,2422900.0
2008-03-07,94.2699966430664,92.81999969482422,90.9000015258789,95.33999633789062,3116700.0
2008-03-10,92.75,91.41000366210938,91.23999786376953,94.25,1652300.0
2008-03-11,92.13999938964844,96.44999694824219,91.55999755859375,96.58999633789062,2509500.0
2008-03-12,97.55999755859375,97.05000305175781,94.9000015258789,98.4000015258789,1970700.0
2008-03-13,96.48999786376953,97.26000213623047,92.58000183105469,98.19999694824219,2360300.0
2008-03-14,98.0,96.66999816894531,92.48999786376953,98.25,2336800.0
2008-03-17,93.45999908447266,96.94000244140625,92.29000091552734,97.7699966430664,3469600.0
2008-03-18,98.98999786376953,99.01000213623047,97.58000183105469,100.44000244140625,2053700.0
2008-03-19,99.6500015258789,97.52999877929688,97.0,102.25,2149700.0
2008-03-20,98.0,101.38999938964844,96.0199966430664,102.27999877929688,1941600.0
2008-03-24,101.54000091552734,107.27999877929688,101.23999786376953,108.36000061035156,1696700.0
2008-03-25,108.05000305175781,108.87000274658203,105.05999755859375,109.20999908447266,1401600.0
2008-03-26,107.80999755859375,108.31999969482422,104.80000305175781,108.83000183105469,1836300.0
2008-03-27,108.27999877929688,103.77999877929688,103.69999694824219,109.2699966430664,1546000.0
2008-03-28,105.66999816894531,100.2300033569336,100.0,105.66999816894531,1471000.0
2008-03-31,100.2300033569336,100.63999938964844,99.76000213623047,102.79000091552734,1338500.0
2008-04-01,103.0,111.19000244140625,101.13999938964844,111.19000244140625,2144200.0
2008-04-02,110.55000305175781,112.4800033569336,110.55000305175781,116.0,1964800.0
2008-04-03,111.9000015258789,116.43000030517578,111.70999908447266,116.54000091552734,2121800.0
2008-04-04,115.66999816894531,112.87000274658203,111.58999633789062,115.9800033569336,1457800.0
2008-04-07,113.63999938964844,112.36000061035156,111.08999633789062,116.43000030517578,1423900.0
2008-04-08,111.27999877929688,110.72000122070312,109.8499984741211,112.16000366210938,1086600.0
2008-04-09,111.1500015258789,108.83000183105469,107.22000122070312,112.73999786376953,1235500.0
2008-04-10,108.06999969482422,107.97000122070312,106.58000183105469,110.27999877929688,1117800.0
2008-04-11,106.54000091552734,102.8499984741211,101.62000274658203,106.73999786376953,1827100.0
2008-04-14,103.26000213623047,100.69000244140625,100.55000305175781,106.04000091552734,977000.0
2008-04-15,103.0999984741211,98.05999755859375,97.30000305175781,103.66999816894531,2161100.0
2008-04-16,99.33999633789062,100.12999725341797,96.30999755859375,100.94000244140625,2222200.0
2008-04-17,99.3499984741211,96.05999755859375,93.47000122070312,99.3499984741211,3758700.0
2008-04-18,98.66999816894531,98.45999908447266,97.55000305175781,99.44999694824219,2476600.0
2008-04-21,98.80000305175781,95.54000091552734,95.36000061035156,99.29000091552734,2143000.0
2008-04-22,95.80999755859375,102.63999938964844,95.5999984741211,106.95999908447266,4015600.0
2008-04-23,104.77999877929688,105.94999694824219,103.29000091552734,106.98999786376953,2568800.0
2008-04-24,105.51000213623047,109.8499984741211,102.5,112.30000305175781,2638400.0
2008-04-25,109.62999725341797,108.01000213623047,106.0999984741211,110.12000274658203,1313000.0
2008-04-28,108.27999877929688,107.75,106.80999755859375,108.83999633789062,1385000.0
2008-04-29,107.69000244140625,109.22000122070312,106.75,110.69999694824219,1623900.0
2008-04-30,109.87000274658203,105.33999633789062,105.33999633789062,110.0,1732300.0
2008-05-01,100.01000213623047,108.19000244140625,99.61000061035156,109.0,4597000.0
2008-05-02,106.80999755859375,108.02999877929688,106.80999755859375,112.4800033569336,2891900.0
2008-05-05,108.81999969482422,105.6500015258789,104.22000122070312,109.16999816894531,1297100.0
2008-05-06,105.0,107.94999694824219,103.5,108.25,1243000.0
2008-05-07,107.05000305175781,102.0199966430664,101.66999816894531,107.4000015258789,1598500.0
2008-05-08,102.48999786376953,102.1500015258789,101.5199966430664,103.77999877929688,1075700.0
2008-05-09,101.30000305175781,103.0199966430664,100.30999755859375,103.08000183105469,1252800.0
2008-05-12,102.72000122070312,103.8499984741211,101.93000030517578,104.58000183105469,959700.0
2008-05-13,104.06999969482422,102.62000274658203,101.30999755859375,104.30000305175781,1307300.0
2008-05-14,102.81999969482422,105.30000305175781,102.75,106.18000030517578,1449700.0
2008-05-15,104.80999755859375,108.97000122070312,104.0199966430664,109.18000030517578,1360500.0
2008-05-16,109.44000244140625,109.5199966430664,107.36000061035156,109.94999694824219,1426000.0
2008-05-19,108.87999725341797,108.41999816894531,107.48999786376953,110.98999786376953,1160400.0
2008-05-20,108.0,105.08000183105469,104.5999984741211,108.41000366210938,1321200.0
2008-05-21,104.5,101.62000274658203,100.1500015258789,110.2300033569336,2498800.0
2008-05-22,101.91000366210938,102.62999725341797,101.69000244140625,104.83000183105469,993700.0
2008-05-23,102.48999786376953,99.73999786376953,98.75,103.0,1754600.0
2008-05-27,99.51000213623047,100.0,99.06999969482422,102.33000183105469,1599300.0
2008-05-28,98.66999816894531,99.83999633789062,98.19000244140625,100.58999633789062,1734500.0
2008-05-29,100.0999984741211,102.02999877929688,99.29000091552734,102.87999725341797,1035100.0
2008-05-30,101.83999633789062,100.02999877929688,100.02999877929688,102.61000061035156,1245600.0
2008-06-02,100.95999908447266,99.79000091552734,98.68000030517578,100.95999908447266,1572800.0
2008-06-03,100.4000015258789,99.54000091552734,98.05999755859375,100.4000015258789,2321900.0
2008-06-04,99.56999969482422,99.20999908447266,98.12000274658203,103.0,1836400.0
2008-06-05,99.27999877929688,99.7300033569336,98.5999984741211,101.33000183105469,1229800.0
2008-06-06,99.0,94.79000091552734,94.58000183105469,99.30000305175781,2713400.0
2008-06-09,94.73999786376953,90.94999694824219,89.62000274658203,96.29000091552734,2569300.0
2008-06-10,89.66000366210938,87.95999908447266,86.69999694824219,90.19999694824219,3507200.0
