Date,phopen,phclose,phlow,phhigh,phvolume
2008-03-14,64.69000244140625,62.880001068115234,61.88999938964844,65.43000030517578,1702000.0
2008-03-17,61.439998626708984,62.38999938964844,61.439998626708984,63.27000045776367,1679200.0
2008-03-18,63.70000076293945,65.66000366210938,63.209999084472656,65.69999694824219,2339000.0
2008-03-19,66.4000015258789,64.56999969482422,64.56999969482422,66.7699966430664,1981500.0
2008-03-20,64.7699966430664,65.12999725341797,63.63999938964844,65.29000091552734,1491800.0
2008-03-24,65.33000183105469,67.25,65.2699966430664,67.73999786376953,1340700.0
2008-03-25,67.51000213623047,68.83999633789062,66.91000366210938,69.19000244140625,1992100.0
2008-03-26,68.33999633789062,68.12000274658203,67.26000213623047,68.44999694824219,1297900.0
2008-03-27,68.70999908447266,66.5999984741211,66.58999633789062,68.70999908447266,1376300.0
2008-03-28,67.11000061035156,67.55999755859375,66.62999725341797,68.30999755859375,1406200.0
2008-03-31,67.4000015258789,69.2699966430664,67.3499984741211,69.58999633789062,1894200.0
2008-04-01,69.9800033569336,73.12999725341797,69.9000015258789,73.12999725341797,2265900.0
2008-04-02,73.05999755859375,72.58000183105469,72.25,73.63999938964844,1836500.0
2008-04-03,71.58999633789062,71.37000274658203,71.05999755859375,72.29000091552734,1975500.0
2008-04-04,71.5,73.70999908447266,71.5,74.11000061035156,2363500.0
2008-04-07,73.91000366210938,72.27999877929688,72.0999984741211,73.91000366210938,1599600.0
2008-04-08,71.91000366210938,72.31999969482422,71.41999816894531,72.45999908447266,1024900.0
2008-04-09,72.48999786376953,71.86000061035156,71.0999984741211,72.48999786376953,1553900.0
2008-04-10,72.29000091552734,73.37999725341797,71.33999633789062,73.4800033569336,1906800.0
2008-04-11,72.5,71.72000122070312,71.44999694824219,72.83999633789062,1340700.0
2008-04-14,72.0199966430664,72.0,71.12999725341797,73.0,1653000.0
2008-04-15,72.30999755859375,72.87999725341797,71.5,73.30000305175781,1537900.0
2008-04-16,73.43000030517578,75.02999877929688,73.43000030517578,75.2300033569336,1383000.0
2008-04-17,74.9000015258789,74.30999755859375,73.44999694824219,75.16999816894531,1300300.0
2008-04-18,75.29000091552734,76.31999969482422,74.88999938964844,76.44000244140625,1143100.0
2008-04-21,75.56999969482422,76.97000122070312,75.33000183105469,77.37999725341797,1219800.0
2008-04-22,79.76000213623047,81.05999755859375,79.76000213623047,83.41000366210938,4301600.0
2008-04-23,81.61000061035156,79.47000122070312,78.63999938964844,81.79000091552734,2461900.0
2008-04-24,80.02999877929688,79.20999908447266,78.19000244140625,80.12999725341797,1841800.0
2008-04-25,79.5999984741211,79.44999694824219,78.2300033569336,79.91000366210938,1117000.0
2008-04-28,79.2300033569336,79.23999786376953,78.87999725341797,79.94000244140625,1459500.0
2008-04-29,78.8499984741211,78.87000274658203,78.63999938964844,80.38999938964844,1341700.0
2008-04-30,80.01000213623047,79.8499984741211,79.0,80.80999755859375,2525200.0
2008-05-01,80.66999816894531,81.26000213623047,79.37999725341797,81.5199966430664,1469100.0
2008-05-02,82.13999938964844,81.9800033569336,80.70999908447266,82.41999816894531,1814100.0
2008-05-05,82.1500015258789,81.88999938964844,81.33000183105469,82.19999694824219,984100.0
2008-05-06,81.73999786376953,81.26000213623047,80.0999984741211,81.80000305175781,1555600.0
2008-05-07,81.0,80.44000244140625,80.33999633789062,82.26000213623047,1530100.0
2008-05-08,81.05999755859375,83.06999969482422,80.61000061035156,83.33999633789062,1497700.0
2008-05-09,81.98999786376953,83.58999633789062,81.98999786376953,84.0,1383200.0
2008-05-12,83.91000366210938,84.72000122070312,82.97000122070312,84.76000213623047,725700.0
2008-05-13,85.0999984741211,85.69000244140625,83.72000122070312,86.22000122070312,1517200.0
2008-05-14,85.27999877929688,85.45999908447266,85.27999877929688,86.91000366210938,1467800.0
2008-05-15,85.45999908447266,85.0999984741211,84.12000274658203,85.5,1476000.0
2008-05-16,84.94999694824219,85.0,84.04000091552734,85.38999938964844,1447100.0
2008-05-19,85.4000015258789,85.44000244140625,84.83999633789062,86.5,1203800.0
2008-05-20,85.20999908447266,84.19000244140625,83.83000183105469,85.2300033569336,1519300.0
2008-05-21,84.6500015258789,82.95999908447266,82.5999984741211,85.58000183105469,1429300.0
2008-05-22,83.26000213623047,81.70999908447266,81.52999877929688,83.26000213623047,1587500.0
2008-05-23,81.51000213623047,80.56999969482422,79.69000244140625,81.51000213623047,1368500.0
2008-05-27,80.76000213623047,81.63999938964844,79.80999755859375,81.87000274658203,1701700.0
2008-05-28,82.23999786376953,82.83999633789062,81.33000183105469,82.91999816894531,1493000.0
2008-05-29,82.73999786376953,83.45999908447266,81.44000244140625,84.16000366210938,1340500.0
2008-05-30,83.9000015258789,84.66999816894531,83.2699966430664,85.08000183105469,1519500.0
2008-06-02,84.51000213623047,83.08999633789062,82.45999908447266,84.76000213623047,1595300.0
2008-06-03,83.55000305175781,82.5199966430664,81.62000274658203,83.70999908447266,1965700.0
2008-06-04,82.12000274658203,81.94000244140625,81.2300033569336,82.36000061035156,1987100.0
2008-06-05,80.41999816894531,79.77999877929688,78.38999938964844,80.41999816894531,3643400.0
2008-06-06,79.51000213623047,78.16999816894531,78.0199966430664,80.61000061035156,2359900.0
2008-06-09,78.3499984741211,77.69000244140625,77.25,79.01000213623047,2314400.0
2008-06-10,77.27999877929688,76.94999694824219,76.6500015258789,77.63999938964844,1676300.0
2008-06-11,76.73999786376953,74.80999755859375,74.55999755859375,76.75,2485000.0
2008-06-12,75.04000091552734,76.5,75.04000091552734,77.86000061035156,2014800.0
2008-06-13,77.16000366210938,78.66999816894531,77.16000366210938,79.95999908447266,2654300.0
2008-06-16,78.63999938964844,77.79000091552734,76.81999969482422,78.63999938964844,1500600.0
2008-06-17,77.7300033569336,76.94000244140625,76.88999938964844,78.31999969482422,1149600.0
2008-06-18,76.58999633789062,76.30000305175781,75.54000091552734,76.58999633789062,1665300.0
2008-06-19,76.30000305175781,78.55000305175781,75.94999694824219,78.87999725341797,2072600.0
2008-06-20,78.3499984741211,75.98999786376953,75.70999908447266,78.37999725341797,1920200.0
2008-06-23,76.26000213623047,75.30999755859375,74.95999908447266,76.51000213623047,1956800.0
2008-06-24,75.18000030517578,74.20999908447266,73.75,75.18000030517578,2193900.0
2008-06-25,74.5999984741211,72.58999633789062,71.2699966430664,74.5999984741211,3727000.0
2008-06-26,71.87999725341797,70.05000305175781,69.45999908447266,71.91999816894531,3076400.0
2008-06-27,69.98999786376953,70.94000244140625,69.66000366210938,71.5199966430664,4892500.0
2008-06-30,70.93000030517578,71.31999969482422,70.33000183105469,71.76000213623047,2391200.0
2008-07-01,70.0,72.26000213623047,70.0,72.44999694824219,4184500.0
2008-07-02,72.26000213623047,70.23999786376953,70.0199966430664,72.26000213623047,3458700.0
2008-07-03,70.66999816894531,70.52999877929688,69.12000274658203,71.12999725341797,1545300.0
2008-07-07,70.69000244140625,70.5,69.33999633789062,72.13999938964844,2362400.0
2008-07-08,70.05999755859375,72.33000183105469,69.0999984741211,72.69000244140625,3486400.0
2008-07-09,72.52999877929688,70.02999877929688,70.0,72.66999816894531,2349900.0
2008-07-10,70.05000305175781,69.05000305175781,66.44000244140625,70.93000030517578,3316500.0
2008-07-11,68.37999725341797,68.95999908447266,67.66000366210938,70.23999786376953,1868500.0
2008-07-14,69.93000030517578,68.9000015258789,68.04000091552734,69.93000030517578,1429200.0
2008-07-15,65.48999786376953,66.76000213623047,63.400001525878906,67.4800033569336,3581600.0
2008-07-16,66.9800033569336,68.20999908447266,65.52999877929688,68.41000366210938,4358100.0
2008-07-17,68.45999908447266,67.69999694824219,66.52999877929688,68.45999908447266,3217800.0
2008-07-18,68.04000091552734,66.87999725341797,66.37999725341797,68.16000366210938,2352800.0
2008-07-21,67.27999877929688,68.41999816894531,66.88999938964844,68.44000244140625,2188400.0
2008-07-22,68.04000091552734,68.86000061035156,67.95999908447266,68.93000030517578,1823600.0
2008-07-23,68.97000122070312,68.75,67.87000274658203,69.20999908447266,2073600.0
2008-07-24,68.91000366210938,65.62000274658203,65.45999908447266,69.1500015258789,2357100.0
2008-07-25,66.0,67.19000244140625,65.68000030517578,67.37000274658203,2367700.0
2008-07-28,67.0999984741211,66.62000274658203,66.05999755859375,67.31999969482422,2099300.0
2008-07-29,66.38999938964844,66.45999908447266,65.55999755859375,67.05000305175781,2850700.0
2008-07-30,67.05000305175781,68.04000091552734,66.5199966430664,68.04000091552734,3318400.0
2008-07-31,64.0999984741211,61.68000030517578,61.27000045776367,64.41000366210938,6015400.0
2008-08-01,62.15999984741211,60.560001373291016,60.29999923706055,62.47999954223633,3493400.0
2008-08-04,62.75,61.810001373291016,61.470001220703125,62.939998626708984,4023200.0
2008-08-05,63.61000061035156,62.63999938964844,62.08000183105469,63.61000061035156,4517100.0
2008-08-06,62.5,61.33000183105469,61.31999969482422,62.689998626708984,4892400.0
2008-08-07,60.900001525878906,61.40999984741211,59.81999969482422,62.34000015258789,4623200.0
2008-08-08,61.0099983215332,63.029998779296875,60.90999984741211,63.279998779296875,2478800.0
2008-08-11,62.56999969482422,64.0,62.52000045776367,64.72000122070312,2361700.0
2008-08-12,64.2300033569336,63.970001220703125,63.439998626708984,64.61000061035156,2133400.0
2008-08-13,63.75,65.33999633789062,63.400001525878906,65.73999786376953,2713400.0
2008-08-14,64.70999908447266,65.30000305175781,64.02999877929688,65.91000366210938,2034700.0
2008-08-15,66.91000366210938,65.23999786376953,64.66999816894531,66.98999786376953,1515900.0
2008-08-18,65.19000244140625,63.79999923706055,63.209999084472656,65.55000305175781,2182700.0
2008-08-19,63.66999816894531,62.060001373291016,61.61000061035156,63.66999816894531,1964500.0
2008-08-20,62.369998931884766,62.119998931884766,61.099998474121094,62.380001068115234,1730600.0
2008-08-21,61.13999938964844,61.54999923706055,60.5099983215332,61.689998626708984,1715200.0
2008-08-22,61.72999954223633,63.02000045776367,61.65999984741211,63.040000915527344,1243300.0
2008-08-25,62.7599983215332,61.959999084472656,61.349998474121094,62.790000915527344,1114200.0
2008-08-26,62.040000915527344,61.959999084472656,61.22999954223633,62.11000061035156,1401500.0
2008-08-27,61.93000030517578,63.02000045776367,61.38999938964844,63.560001373291016,1343100.0
2008-08-28,63.279998779296875,65.01000213623047,63.02000045776367,65.47000122070312,1191000.0
2008-08-29,64.9000015258789,64.06999969482422,64.06999969482422,65.44000244140625,1356700.0
2008-09-02,64.97000122070312,64.5,64.05000305175781,65.5999984741211,2449300.0
2008-09-03,64.5,63.0099983215332,62.70000076293945,64.5,1634400.0
2008-09-04,63.029998779296875,59.849998474121094,58.88999938964844,63.40999984741211,3106100.0
2008-09-05,60.43000030517578,60.369998931884766,58.11000061035156,60.7599983215332,2172800.0
2008-09-08,61.68000030517578,61.5099983215332,60.599998474121094,63.0,2548900.0
2008-09-09,62.209999084472656,57.16999816894531,56.83000183105469,62.209999084472656,2699900.0
2008-09-10,57.56999969482422,59.849998474121094,57.40999984741211,60.529998779296875,2814900.0
2008-09-11,59.290000915527344,60.959999084472656,58.619998931884766,61.06999969482422,2503300.0
2008-09-12,59.900001525878906,61.25,59.54999923706055,61.5099983215332,1230800.0
2008-09-15,59.0099983215332,57.63999938964844,57.529998779296875,60.099998474121094,2700700.0
2008-09-16,56.599998474121094,58.790000915527344,55.36000061035156,59.08000183105469,2480300.0
2008-09-17,57.599998474121094,55.08000183105469,55.08000183105469,57.84000015258789,1795600.0
2008-09-18,55.72999954223633,56.630001068115234,49.540000915527344,56.63999938964844,3989400.0
2008-09-19,60.369998931884766,59.31999969482422,54.040000915527344,60.939998626708984,4093000.0
2008-09-22,59.33000183105469,55.529998779296875,55.36000061035156,59.38999938964844,1397900.0
2008-09-23,55.2599983215332,53.83000183105469,53.689998626708984,56.290000915527344,1435400.0
2008-09-24,53.880001068115234,53.34000015258789,52.88999938964844,54.59000015258789,1739600.0
2008-09-25,53.189998626708984,53.869998931884766,53.189998626708984,54.619998931884766,1507000.0
2008-09-26,53.0,53.2400016784668,52.0,53.97999954223633,1702800.0
2008-09-29,52.2400016784668,50.02000045776367,48.66999816894531,52.97999954223633,1768300.0
2008-09-30,50.75,53.0,50.619998931884766,53.09000015258789,1938900.0
2008-10-01,52.0099983215332,51.09000015258789,50.77000045776367,52.52000045776367,2011100.0
2008-10-02,50.599998474121094,48.599998474121094,48.529998779296875,50.90999984741211,2650500.0
2008-10-03,49.84000015258789,47.34000015258789,47.2599983215332,51.439998626708984,2446700.0
2008-10-06,46.93000030517578,45.0,42.41999816894531,46.93000030517578,2469700.0
2008-10-07,45.91999816894531,42.540000915527344,41.880001068115234,46.38999938964844,2042500.0
2008-10-08,41.439998626708984,41.790000915527344,40.11000061035156,44.040000915527344,2650700.0
2008-10-09,41.61000061035156,38.150001525878906,37.599998474121094,42.72999954223633,2753400.0
2008-10-10,37.02000045776367,40.18000030517578,35.209999084472656,42.470001220703125,4032600.0
2008-10-13,42.40999984741211,45.66999816894531,40.310001373291016,46.04999923706055,2512000.0
2008-10-14,47.59000015258789,44.04999923706055,42.130001068115234,49.36000061035156,2491900.0
2008-10-15,44.58000183105469,39.20000076293945,39.20000076293945,44.58000183105469,1972800.0
2008-10-16,37.869998931884766,42.779998779296875,37.2599983215332,43.5,3783000.0
2008-10-17,41.38999938964844,41.540000915527344,39.900001525878906,43.630001068115234,2950400.0
2008-10-20,42.52000045776367,42.22999954223633,40.939998626708984,43.04999923706055,2213800.0
2008-10-21,41.5099983215332,39.720001220703125,39.5,42.959999084472656,2656500.0
2008-10-22,39.38999938964844,37.939998626708984,36.33000183105469,39.77000045776367,2541900.0
2008-10-23,38.099998474121094,38.380001068115234,36.20000076293945,39.400001525878906,2577600.0
2008-10-24,35.47999954223633,36.91999816894531,35.47999954223633,38.31999969482422,1790000.0
2008-10-27,34.9900016784668,34.58000183105469,34.5,37.5,2161000.0
2008-10-28,36.08000183105469,37.2400016784668,32.880001068115234,37.29999923706055,2868200.0
2008-10-29,37.16999816894531,36.310001373291016,35.720001220703125,38.540000915527344,2191600.0
2008-10-30,37.34000015258789,37.81999969482422,36.369998931884766,38.5,1991400.0
2008-10-31,38.27000045776367,38.77000045776367,37.290000915527344,40.15999984741211,1911200.0
2008-11-03,38.709999084472656,39.15999984741211,38.400001525878906,39.75,1191200.0
2008-11-04,40.220001220703125,41.0099983215332,38.95000076293945,41.099998474121094,1358700.0
2008-11-05,40.43000030517578,38.38999938964844,38.18000030517578,41.209999084472656,1409700.0
2008-11-06,37.880001068115234,36.22999954223633,36.02000045776367,38.4900016784668,1264800.0
2008-11-07,36.810001373291016,36.95000076293945,35.59000015258789,37.369998931884766,1576000.0
2008-11-10,38.54999923706055,36.9900016784668,36.41999816894531,38.77000045776367,1038700.0
2008-11-11,36.36000061035156,36.61000061035156,35.310001373291016,37.88999938964844,1648200.0
2008-11-12,35.52000045776367,34.65999984741211,34.459999084472656,36.369998931884766,1574800.0
2008-11-13,35.040000915527344,38.060001373291016,33.38999938964844,38.189998626708984,1691000.0
2008-11-14,37.2599983215332,35.95000076293945,35.79999923706055,38.369998931884766,1341700.0
2008-11-17,35.41999816894531,34.869998931884766,34.72999954223633,36.36000061035156,1320700.0
2008-11-18,34.849998474121094,35.58000183105469,34.16999816894531,35.86000061035156,2147000.0
2008-11-19,35.47999954223633,33.79999923706055,33.75,36.130001068115234,1612500.0
2008-11-20,33.40999984741211,31.81999969482422,31.56999969482422,35.15999984741211,1813800.0
2008-11-21,32.540000915527344,34.439998626708984,31.290000915527344,34.439998626708984,1719000.0
2008-11-24,34.459999084472656,37.79999923706055,34.459999084472656,38.70000076293945,2004600.0
2008-11-25,38.5,39.77000045776367,37.65999984741211,40.06999969482422,2248200.0
2008-11-26,38.18000030517578,40.619998931884766,37.65999984741211,40.779998779296875,1475700.0
2008-11-28,39.720001220703125,41.08000183105469,39.720001220703125,41.119998931884766,816200.0
2008-12-01,39.90999984741211,37.34000015258789,37.33000183105469,39.90999984741211,1576200.0
2008-12-02,37.52000045776367,37.560001373291016,36.439998626708984,38.099998474121094,2277500.0
2008-12-03,36.470001220703125,37.22999954223633,35.540000915527344,37.959999084472656,1960600.0
2008-12-04,36.900001525878906,37.5,35.9900016784668,38.119998931884766,3083000.0
2008-12-05,36.619998931884766,38.16999816894531,35.099998474121094,38.369998931884766,1838200.0
2008-12-08,39.27000045776367,38.9900016784668,37.93000030517578,39.880001068115234,1770200.0
2008-12-09,38.0099983215332,37.38999938964844,36.65999984741211,38.97999954223633,2802600.0
2008-12-10,38.2400016784668,38.13999938964844,37.06999969482422,38.650001525878906,2389100.0
2008-12-11,37.75,36.93000030517578,36.5,39.060001373291016,1985400.0
2008-12-12,35.970001220703125,37.029998779296875,35.189998626708984,37.41999816894531,1925000.0
2008-12-15,37.25,36.65999984741211,36.029998779296875,37.7400016784668,1460600.0
2008-12-16,36.459999084472656,38.36000061035156,35.900001525878906,38.36000061035156,1696900.0
2008-12-17,38.0,38.279998779296875,37.11000061035156,38.79999923706055,1503300.0
2008-12-18,38.529998779296875,37.22999954223633,36.810001373291016,38.619998931884766,1188300.0
2008-12-19,37.54999923706055,37.720001220703125,37.36000061035156,38.90999984741211,2289000.0
2008-12-22,37.810001373291016,37.65999984741211,36.83000183105469,37.810001373291016,1836600.0
2008-12-23,38.5,38.869998931884766,38.22999954223633,39.25,2475700.0
2008-12-24,38.72999954223633,39.13999938964844,38.720001220703125,39.90999984741211,966100.0
2008-12-26,39.36000061035156,39.79999923706055,39.119998931884766,39.959999084472656,609000.0
2008-12-29,39.689998626708984,39.7400016784668,39.18000030517578,39.849998474121094,1297200.0
2008-12-30,40.0,41.849998474121094,39.90999984741211,41.869998931884766,1347500.0
2008-12-31,41.81999969482422,42.540000915527344,41.70000076293945,43.0,1402200.0
2009-01-02,43.189998626708984,45.15999984741211,41.90999984741211,45.36000061035156,1470900.0
2009-01-05,45.290000915527344,45.34000015258789,44.15999984741211,45.61000061035156,2070800.0
2009-01-06,45.83000183105469,45.86000061035156,44.939998626708984,46.45000076293945,1698100.0
2009-01-07,45.45000076293945,43.029998779296875,42.54999923706055,45.45000076293945,1415400.0
2009-01-08,42.650001525878906,43.20000076293945,41.77000045776367,43.20000076293945,1782300.0
2009-01-09,43.31999969482422,42.27000045776367,41.560001373291016,43.59000015258789,1092400.0
2009-01-12,42.2599983215332,40.849998474121094,40.540000915527344,42.2599983215332,1001700.0
2009-01-13,40.810001373291016,40.619998931884766,40.040000915527344,41.5,1214700.0
2009-01-14,40.029998779296875,38.970001220703125,38.59000015258789,40.08000183105469,1690100.0
2009-01-15,39.33000183105469,39.77000045776367,38.099998474121094,40.20000076293945,1547400.0
2009-01-16,40.939998626708984,39.77000045776367,38.43000030517578,40.939998626708984,1804200.0
2009-01-20,36.400001525878906,40.290000915527344,36.380001068115234,41.380001068115234,4180100.0
2009-01-21,40.810001373291016,39.470001220703125,38.310001373291016,41.0,3304000.0
2009-01-22,38.91999816894531,38.560001373291016,37.529998779296875,39.040000915527344,3741600.0
2009-01-23,37.5,39.08000183105469,37.22999954223633,40.08000183105469,2243700.0
2009-01-26,38.91999816894531,38.849998474121094,38.380001068115234,40.349998474121094,1877600.0
2009-01-27,39.310001373291016,39.86000061035156,39.040000915527344,40.119998931884766,1483600.0
2009-01-28,40.7400016784668,41.790000915527344,40.45000076293945,42.20000076293945,1973200.0
2009-01-29,41.06999969482422,39.619998931884766,39.290000915527344,41.56999969482422,1672300.0
2009-01-30,39.400001525878906,38.209999084472656,37.810001373291016,39.400001525878906,2477100.0
2009-02-02,37.619998931884766,38.11000061035156,37.400001525878906,39.040000915527344,2360900.0
2009-02-03,38.619998931884766,39.31999969482422,37.560001373291016,39.61000061035156,2134400.0
2009-02-04,39.84000015258789,40.02000045776367,39.650001525878906,40.939998626708984,1676900.0
2009-02-05,39.599998474121094,40.709999084472656,38.880001068115234,41.29999923706055,2255600.0
2009-02-06,40.650001525878906,41.869998931884766,40.61000061035156,42.06999969482422,1568600.0
2009-02-09,41.529998779296875,41.41999816894531,40.720001220703125,42.119998931884766,1889400.0
2009-02-10,40.91999816894531,39.41999816894531,38.97999954223633,41.5,1670500.0
2009-02-11,40.790000915527344,40.279998779296875,39.63999938964844,42.189998626708984,1784300.0
2009-02-12,39.59000015258789,40.0,38.630001068115234,40.04999923706055,1744100.0
2009-02-13,40.220001220703125,40.689998626708984,40.220001220703125,41.70000076293945,1950300.0
2009-02-17,39.77000045776367,38.560001373291016,38.18000030517578,39.77000045776367,2360100.0
2009-02-18,38.9900016784668,38.66999816894531,38.08000183105469,39.54999923706055,1954900.0
2009-02-19,39.31999969482422,37.689998626708984,37.599998474121094,39.34000015258789,1707700.0
2009-02-20,37.25,37.470001220703125,36.630001068115234,38.40999984741211,1898200.0
2009-02-23,37.83000183105469,35.52000045776367,35.41999816894531,38.029998779296875,1919700.0
2009-02-24,35.720001220703125,36.779998779296875,35.040000915527344,37.029998779296875,1704000.0
2009-02-25,36.279998779296875,35.38999938964844,35.0099983215332,36.61000061035156,1730000.0
2009-02-26,35.720001220703125,34.31999969482422,34.119998931884766,35.970001220703125,1863600.0
2009-02-27,33.849998474121094,33.369998931884766,33.209999084472656,34.459999084472656,2490200.0
2009-03-02,32.86000061035156,31.420000076293945,31.309999465942383,32.86000061035156,1740700.0
2009-03-03,31.989999771118164,30.940000534057617,30.84000015258789,32.06999969482422,3010400.0
2009-03-04,31.59000015258789,31.31999969482422,30.90999984741211,31.799999237060547,3618100.0
2009-03-05,29.8700008392334,28.920000076293945,28.43000030517578,30.34000015258789,3406400.0
2009-03-06,29.280000686645508,28.6299991607666,27.709999084472656,29.760000228881836,3231500.0
2009-03-09,28.239999771118164,27.860000610351562,27.690000534057617,29.06999969482422,2426600.0
2009-03-10,28.3700008392334,29.969999313354492,28.3700008392334,29.969999313354492,2350100.0
2009-03-11,30.450000762939453,30.239999771118164,29.670000076293945,30.579999923706055,2301900.0
2009-03-12,30.239999771118164,30.989999771118164,29.360000610351562,31.079999923706055,1453700.0
2009-03-13,31.079999923706055,30.770000457763672,30.25,31.229999542236328,1140400.0
2009-03-16,30.770000457763672,30.469999313354492,30.3700008392334,31.43000030517578,2064600.0
2009-03-17,30.170000076293945,31.440000534057617,29.809999465942383,31.440000534057617,1631100.0
2009-03-18,31.170000076293945,32.34000015258789,30.56999969482422,32.68000030517578,2050700.0
2009-03-19,32.709999084472656,32.72999954223633,32.13999938964844,33.099998474121094,1950200.0
2009-03-20,32.90999984741211,31.40999984741211,31.219999313354492,32.90999984741211,1770900.0
2009-03-23,32.060001373291016,33.900001525878906,32.04999923706055,33.91999816894531,1797000.0
2009-03-24,33.41999816894531,33.970001220703125,33.22999954223633,34.54999923706055,2120800.0
2009-03-25,33.02000045776367,34.15999984741211,33.02000045776367,34.939998626708984,4287800.0
2009-03-26,34.290000915527344,36.279998779296875,34.20000076293945,36.310001373291016,2936500.0
2009-03-27,35.81999969482422,35.380001068115234,35.220001220703125,36.2400016784668,2360800.0
2009-03-30,34.63999938964844,33.7400016784668,33.209999084472656,35.0,1755400.0
2009-03-31,34.0099983215332,33.97999954223633,33.61000061035156,34.68000030517578,1848500.0
2009-04-01,33.630001068115234,34.84000015258789,33.130001068115234,35.0,2039300.0
2009-04-02,35.84000015258789,37.77000045776367,35.5099983215332,38.459999084472656,3672300.0
2009-04-03,37.970001220703125,38.54999923706055,37.220001220703125,38.81999969482422,2592300.0
