Date,ewopen,ewclose,ewlow,ewhigh,ewvolume
2008-02-04,11.574999809265137,11.7475004196167,11.574999809265137,11.892499923706055,1744400.0
2008-02-05,11.567500114440918,11.774999618530273,11.567500114440918,11.800000190734863,2760800.0
2008-02-06,11.75,11.364999771118164,11.342499732971191,11.75,2979200.0
2008-02-07,11.337499618530273,11.359999656677246,11.234999656677246,11.407500267028809,1655200.0
2008-02-08,11.404999732971191,11.0600004196167,11.005000114440918,11.414999961853027,2744000.0
2008-02-11,11.047499656677246,11.175000190734863,11.0,11.175000190734863,1377600.0
2008-02-12,11.2524995803833,11.287500381469727,11.119999885559082,11.322500228881836,1352400.0
2008-02-13,11.357500076293945,11.0024995803833,10.944999694824219,11.477499961853027,3482400.0
2008-02-14,10.994999885559082,10.647500038146973,10.632499694824219,11.085000038146973,2963200.0
2008-02-15,10.699999809265137,10.697500228881836,10.422499656677246,10.720000267028809,3053600.0
2008-02-19,10.78499984741211,10.657500267028809,10.625,10.8149995803833,1644400.0
2008-02-20,10.587499618530273,10.8125,10.537500381469727,10.832500457763672,2319200.0
2008-02-21,10.875,10.762499809265137,10.739999771118164,10.882499694824219,1177200.0
2008-02-22,10.782500267028809,10.755000114440918,10.617500305175781,10.792499542236328,1326800.0
2008-02-25,10.734999656677246,11.1274995803833,10.725000381469727,11.140000343322754,1891600.0
2008-02-26,11.1225004196167,11.114999771118164,11.007499694824219,11.175000190734863,1629200.0
2008-02-27,11.012499809265137,11.0649995803833,11.012499809265137,11.130000114440918,1403600.0
2008-02-28,11.024999618530273,11.024999618530273,11.0024995803833,11.135000228881836,1550400.0
2008-02-29,10.947500228881836,10.90250015258789,10.832500457763672,10.977499961853027,1342000.0
2008-03-03,10.882499694824219,10.869999885559082,10.760000228881836,10.9350004196167,2037200.0
2008-03-04,10.744999885559082,10.7524995803833,10.675000190734863,10.8125,2990000.0
2008-03-05,10.734999656677246,10.742500305175781,10.712499618530273,10.84000015258789,1514000.0
2008-03-06,10.72249984741211,10.765000343322754,10.717499732971191,10.84000015258789,2487600.0
2008-03-07,10.932499885559082,10.862500190734863,10.7475004196167,10.942500114440918,4496800.0
2008-03-10,10.899999618530273,11.022500038146973,10.84749984741211,11.067500114440918,3080400.0
2008-03-11,11.057499885559082,10.994999885559082,10.90250015258789,11.0625,1970000.0
2008-03-12,11.0024995803833,11.050000190734863,10.977499961853027,11.162500381469727,1154800.0
2008-03-13,10.957500457763672,11.029999732971191,10.862500190734863,11.074999809265137,1518400.0
2008-03-14,11.074999809265137,11.0024995803833,10.8725004196167,11.112500190734863,1270000.0
2008-03-17,10.882499694824219,11.042499542236328,10.84000015258789,11.145000457763672,1591600.0
2008-03-18,11.2475004196167,11.4975004196167,11.229999542236328,11.515000343322754,2189200.0
2008-03-19,11.5625,11.547499656677246,11.547499656677246,11.787500381469727,3417600.0
2008-03-20,11.522500038146973,11.399999618530273,11.297499656677246,11.5649995803833,2192000.0
2008-03-24,11.397500038146973,11.607500076293945,11.397500038146973,11.647500038146973,1080400.0
2008-03-25,11.59000015258789,11.380000114440918,11.322500228881836,11.6225004196167,1539200.0
2008-03-26,11.337499618530273,11.414999961853027,11.319999694824219,11.479999542236328,849200.0
2008-03-27,11.417499542236328,11.307499885559082,11.279999732971191,11.475000381469727,1188800.0
2008-03-28,11.364999771118164,11.21500015258789,11.1850004196167,11.380000114440918,1234400.0
2008-03-31,11.164999961853027,11.137499809265137,10.96500015258789,11.197500228881836,2025200.0
2008-04-01,11.265000343322754,11.479999542236328,11.199999809265137,11.479999542236328,1030800.0
2008-04-02,11.392499923706055,11.414999961853027,11.3725004196167,11.529999732971191,1011600.0
2008-04-03,11.295000076293945,11.427499771118164,11.244999885559082,11.452500343322754,814400.0
2008-04-04,11.3774995803833,11.447500228881836,11.327500343322754,11.479999542236328,1023600.0
2008-04-07,11.522500038146973,11.5649995803833,11.462499618530273,11.6225004196167,803600.0
2008-04-08,11.532500267028809,11.609999656677246,11.489999771118164,11.680000305175781,1053200.0
2008-04-09,11.602499961853027,11.672499656677246,11.574999809265137,11.697500228881836,2136000.0
2008-04-10,11.632499694824219,11.65999984741211,11.432499885559082,11.697500228881836,2140400.0
2008-04-11,11.625,11.607500076293945,11.5649995803833,11.682499885559082,2102400.0
2008-04-14,11.5600004196167,11.59749984741211,11.5,11.617500305175781,1867200.0
2008-04-15,11.710000038146973,11.787500381469727,11.707500457763672,11.800000190734863,1842800.0
2008-04-16,11.824999809265137,11.949999809265137,11.792499542236328,11.970000267028809,1263200.0
2008-04-17,11.9375,11.897500038146973,11.800000190734863,11.9375,1258400.0
2008-04-18,12.055000305175781,12.052499771118164,11.982500076293945,12.085000038146973,844400.0
2008-04-21,11.979999542236328,12.0024995803833,11.890000343322754,12.02750015258789,1435600.0
2008-04-22,11.942500114440918,12.132499694824219,11.765000343322754,12.149999618530273,2112400.0
2008-04-23,13.0625,13.727499961853027,13.0625,14.332500457763672,12417200.0
2008-04-24,13.712499618530273,13.887499809265137,13.557499885559082,13.992500305175781,4710800.0
2008-04-25,13.895000457763672,14.0024995803833,13.824999809265137,14.170000076293945,3692000.0
2008-04-28,14.114999771118164,14.0649995803833,13.899999618530273,14.175000190734863,1717200.0
2008-04-29,14.072500228881836,13.967499732971191,13.90999984741211,14.072500228881836,1586400.0
2008-04-30,13.850000381469727,13.854999542236328,13.850000381469727,14.015000343322754,1675600.0
2008-05-01,13.845000267028809,14.0649995803833,13.8149995803833,14.114999771118164,1862400.0
2008-05-02,14.142499923706055,13.887499809265137,13.739999771118164,14.267499923706055,2107600.0
2008-05-05,13.795000076293945,13.982500076293945,13.795000076293945,14.022500038146973,1065600.0
2008-05-06,13.949999809265137,13.90999984741211,13.854999542236328,13.982500076293945,1519200.0
2008-05-07,13.875,13.885000228881836,13.774999618530273,14.09749984741211,1416800.0
2008-05-08,14.052499771118164,13.994999885559082,13.857500076293945,14.0625,1531600.0
2008-05-09,13.962499618530273,13.952500343322754,13.854999542236328,14.020000457763672,1061200.0
2008-05-12,13.914999961853027,14.022500038146973,13.880000114440918,14.022500038146973,1293200.0
2008-05-13,14.022500038146973,13.9399995803833,13.912500381469727,14.024999618530273,1209600.0
2008-05-14,13.932499885559082,14.114999771118164,13.857500076293945,14.21500015258789,2190400.0
2008-05-15,14.359999656677246,14.104999542236328,14.087499618530273,14.4350004196167,2327200.0
2008-05-16,14.142499923706055,14.154999732971191,14.02750015258789,14.177499771118164,1118800.0
2008-05-19,14.137499809265137,14.142499923706055,14.092499732971191,14.22249984741211,795600.0
2008-05-20,14.149999618530273,14.154999732971191,14.09000015258789,14.242500305175781,1135200.0
2008-05-21,14.3100004196167,14.082500457763672,14.079999923706055,14.3100004196167,999200.0
2008-05-22,14.212499618530273,14.074999809265137,14.069999694824219,14.359999656677246,2283600.0
2008-05-23,14.005000114440918,13.90250015258789,13.697500228881836,14.005000114440918,2534400.0
2008-05-27,13.9375,14.1850004196167,13.9375,14.1850004196167,1540400.0
2008-05-28,14.117500305175781,14.239999771118164,14.050000190734863,14.25,1226800.0
2008-05-29,14.192500114440918,14.395000457763672,14.135000228881836,14.412500381469727,2358400.0
2008-05-30,14.375,14.427499771118164,14.244999885559082,14.482500076293945,2817200.0
2008-06-02,14.427499771118164,14.447500228881836,14.262499809265137,14.539999961853027,2571600.0
2008-06-03,14.395000457763672,14.425000190734863,14.297499656677246,14.5,1886800.0
2008-06-04,14.447500228881836,14.625,14.335000038146973,14.649999618530273,1655600.0
2008-06-05,14.762499809265137,15.039999961853027,14.697500228881836,15.227499961853027,4488400.0
2008-06-06,14.987500190734863,14.917499542236328,14.8774995803833,15.050000190734863,2493600.0
2008-06-09,14.917499542236328,14.925000190734863,14.702500343322754,15.02750015258789,2068800.0
2008-06-10,14.732500076293945,14.720000267028809,14.664999961853027,14.895000457763672,2236800.0
2008-06-11,14.75,14.772500038146973,14.682499885559082,14.867500305175781,2045600.0
2008-06-12,14.802499771118164,14.952500343322754,14.802499771118164,15.045000076293945,2080800.0
2008-06-13,15.050000190734863,15.0600004196167,15.02750015258789,15.22249984741211,1996400.0
2008-06-16,15.037500381469727,15.244999885559082,15.017499923706055,15.332500457763672,3378400.0
2008-06-17,15.3125,15.332500457763672,15.267499923706055,15.420000076293945,2509600.0
2008-06-18,15.3774995803833,15.22249984741211,15.125,15.390000343322754,1802400.0
2008-06-19,15.197500228881836,15.5,15.145000457763672,15.574999809265137,3464400.0
2008-06-20,15.162500381469727,15.100000381469727,14.9375,15.2475004196167,5392000.0
2008-06-23,15.109999656677246,15.335000038146973,15.067500114440918,15.387499809265137,5100000.0
2008-06-24,15.292499542236328,15.414999961853027,15.270000457763672,15.507499694824219,4145200.0
2008-06-25,15.5,15.727499961853027,15.47249984741211,15.8725004196167,3455600.0
2008-06-26,15.6850004196167,15.4399995803833,15.4350004196167,15.712499618530273,2116800.0
2008-06-27,15.520000457763672,15.5649995803833,15.182499885559082,15.6850004196167,3177600.0
2008-06-30,15.477499961853027,15.510000228881836,15.3774995803833,15.664999961853027,2238800.0
2008-07-01,15.4975004196167,15.4975004196167,15.354999542236328,15.604999542236328,4099600.0
2008-07-02,15.4975004196167,15.522500038146973,15.467499732971191,15.662500381469727,2665200.0
2008-07-03,15.537500381469727,15.289999961853027,15.262499809265137,15.5600004196167,860800.0
2008-07-07,15.395000457763672,15.319999694824219,15.175000190734863,15.5,2380000.0
2008-07-08,15.307499885559082,15.567500114440918,15.307499885559082,15.585000038146973,2950400.0
2008-07-09,15.532500267028809,15.654999732971191,15.532500267028809,15.802499771118164,2739200.0
2008-07-10,15.637499809265137,16.017499923706055,15.637499809265137,16.112499237060547,4198000.0
2008-07-11,16.0625,16.145000457763672,15.917499542236328,16.387500762939453,3880800.0
2008-07-14,16.174999237060547,16.15250015258789,16.065000534057617,16.274999618530273,3402000.0
2008-07-15,15.97249984741211,16.292499542236328,15.97249984741211,16.454999923706055,3501200.0
2008-07-16,16.34749984741211,16.4325008392334,16.247499465942383,16.559999465942383,2802800.0
2008-07-17,16.49250030517578,16.517499923706055,16.424999237060547,16.614999771118164,2106000.0
2008-07-18,16.577499389648438,16.542499542236328,16.420000076293945,16.635000228881836,6032000.0
2008-07-21,16.5625,16.287500381469727,16.280000686645508,16.622499465942383,3085200.0
2008-07-22,16.287500381469727,16.3125,16.125,16.427499771118164,2848000.0
2008-07-23,15.807499885559082,15.880000114440918,15.52750015258789,16.087499618530273,5595600.0
2008-07-24,15.8774995803833,15.732500076293945,15.6899995803833,16.0,3355200.0
2008-07-25,15.717499732971191,15.545000076293945,15.449999809265137,15.827500343322754,2485600.0
2008-07-28,15.492500305175781,15.305000305175781,15.25,15.6274995803833,3277200.0
2008-07-29,15.337499618530273,15.297499656677246,15.2475004196167,15.574999809265137,2938800.0
2008-07-30,15.390000343322754,15.515000343322754,15.270000457763672,15.579999923706055,2220400.0
2008-07-31,15.482500076293945,15.670000076293945,15.399999618530273,15.782500267028809,3110800.0
2008-08-01,15.670000076293945,15.5625,15.505000114440918,15.71500015258789,2824400.0
2008-08-04,15.5625,15.542499542236328,15.477499961853027,15.682499885559082,1860800.0
2008-08-05,15.545000076293945,15.925000190734863,15.545000076293945,16.052499771118164,3540800.0
2008-08-06,15.8774995803833,15.880000114440918,15.807499885559082,16.139999389648438,4276000.0
2008-08-07,14.082500457763672,14.460000038146973,13.4375,14.547499656677246,23767600.0
2008-08-08,14.390000343322754,14.762499809265137,14.390000343322754,14.857500076293945,3584000.0
2008-08-11,14.725000381469727,14.800000190734863,14.699999809265137,14.975000381469727,4214400.0
2008-08-12,14.789999961853027,14.7475004196167,14.5625,14.807499885559082,3309200.0
2008-08-13,14.699999809265137,14.6899995803833,14.664999961853027,14.797499656677246,2692800.0
2008-08-14,14.047499656677246,14.767499923706055,14.047499656677246,14.987500190734863,2464400.0
2008-08-15,14.797499656677246,14.712499618530273,14.692500114440918,14.927499771118164,2121200.0
2008-08-18,14.757499694824219,15.012499809265137,14.75,15.077500343322754,2275600.0
2008-08-19,14.977499961853027,14.992500305175781,14.925000190734863,15.072500228881836,1915600.0
2008-08-20,14.992500305175781,14.727499961853027,14.699999809265137,15.212499618530273,2004000.0
2008-08-21,14.6850004196167,14.880000114440918,14.672499656677246,15.015000343322754,1779200.0
2008-08-22,14.947500228881836,15.140000343322754,14.947500228881836,15.194999694824219,2309600.0
2008-08-25,14.975000381469727,14.699999809265137,14.649999618530273,14.975000381469727,2043600.0
2008-08-26,14.725000381469727,14.614999771118164,14.462499618530273,14.774999618530273,1895200.0
2008-08-27,14.625,14.77750015258789,14.4975004196167,14.852499961853027,2357600.0
2008-08-28,14.819999694824219,14.917499542236328,14.75,14.947500228881836,1750000.0
2008-08-29,14.917499542236328,14.802499771118164,14.762499809265137,15.032500267028809,1954000.0
2008-09-02,14.925000190734863,14.5600004196167,14.507499694824219,15.074999809265137,2454000.0
2008-09-03,14.75,14.555000305175781,14.4399995803833,15.327500343322754,3136000.0
2008-09-04,14.470000267028809,14.244999885559082,14.175000190734863,14.582500457763672,1473200.0
2008-09-05,14.289999961853027,14.09749984741211,13.982500076293945,14.345000267028809,1985600.0
2008-09-08,14.354999542236328,14.332500457763672,14.119999885559082,14.4375,1688400.0
2008-09-09,14.242500305175781,14.297499656677246,14.162500381469727,14.3725004196167,2459200.0
2008-09-10,14.467499732971191,14.327500343322754,14.279999732971191,14.467499732971191,1167600.0
2008-09-11,14.28499984741211,14.430000305175781,14.102499961853027,14.507499694824219,2116000.0
2008-09-12,14.335000038146973,14.25,14.145000457763672,14.46500015258789,3142800.0
2008-09-15,13.694999694824219,14.177499771118164,13.675000190734863,14.412500381469727,5358800.0
2008-09-16,14.077500343322754,14.279999732971191,13.782500267028809,14.380000114440918,2690000.0
2008-09-17,14.037500381469727,14.135000228881836,13.944999694824219,14.329999923706055,2957200.0
2008-09-18,14.1225004196167,14.895000457763672,13.992500305175781,14.994999885559082,6243600.0
2008-09-19,15.59749984741211,15.052499771118164,14.762499809265137,16.747499465942383,4570400.0
2008-09-22,15.042499542236328,14.767499923706055,14.699999809265137,15.079999923706055,1634000.0
2008-09-23,14.792499542236328,14.899999618530273,14.767499923706055,14.994999885559082,1469600.0
2008-09-24,14.867500305175781,14.707500457763672,14.647500038146973,14.952500343322754,1845600.0
2008-09-25,14.707500457763672,14.802499771118164,14.65999984741211,15.0,2256000.0
2008-09-26,14.654999732971191,14.614999771118164,14.567500114440918,14.829999923706055,1415600.0
2008-09-29,14.520000457763672,14.27750015258789,14.100000381469727,14.672499656677246,2494800.0
2008-09-30,14.430000305175781,14.4399995803833,14.162500381469727,14.512499809265137,2683600.0
2008-10-01,14.494999885559082,14.537500381469727,14.3125,14.635000228881836,1209600.0
2008-10-02,14.487500190734863,14.399999618530273,14.267499923706055,14.602499961853027,1287200.0
2008-10-03,14.550000190734863,14.272500038146973,14.172499656677246,14.640000343322754,1982800.0
2008-10-06,14.109999656677246,13.779999732971191,13.487500190734863,14.117500305175781,3639600.0
2008-10-07,13.899999618530273,13.5625,13.5625,14.210000038146973,2772000.0
2008-10-08,13.319999694824219,13.3774995803833,13.0625,13.717499732971191,3818000.0
2008-10-09,13.467499732971191,12.767499923706055,12.637499809265137,13.520000457763672,3504800.0
2008-10-10,12.5,12.375,11.602499961853027,12.670000076293945,5470400.0
2008-10-13,12.779999732971191,13.925000190734863,12.449999809265137,13.96500015258789,4824000.0
2008-10-14,14.237500190734863,13.5,13.467499732971191,14.362500190734863,4075200.0
2008-10-15,13.387499809265137,12.167499542236328,12.167499542236328,13.422499656677246,4308400.0
2008-10-16,12.204999923706055,12.539999961853027,11.5625,12.632499694824219,4444000.0
2008-10-17,12.414999961853027,12.582500457763672,12.242500305175781,13.0024995803833,2125200.0
2008-10-20,12.779999732971191,13.305000305175781,12.677499771118164,13.307499885559082,2323200.0
2008-10-21,13.302499771118164,13.507499694824219,13.112500190734863,13.677499771118164,2384400.0
2008-10-22,12.962499618530273,12.4350004196167,12.0649995803833,12.962499618530273,8016000.0
2008-10-23,12.444999694824219,12.77750015258789,12.345000267028809,12.967499732971191,4158400.0
2008-10-24,12.3125,12.734999656677246,12.3125,12.832500457763672,3170800.0
2008-10-27,12.59749984741211,12.227499961853027,12.149999618530273,12.75,4635200.0
2008-10-28,12.449999809265137,12.802499771118164,12.1225004196167,12.807499885559082,3033600.0
2008-10-29,12.774999618530273,12.912500381469727,12.675000190734863,13.142499923706055,1958400.0
2008-10-30,13.119999885559082,13.067500114440918,12.78499984741211,13.2475004196167,2165200.0
2008-10-31,13.052499771118164,13.210000038146973,12.989999771118164,13.444999694824219,1412400.0
2008-11-03,13.157500267028809,13.442500114440918,13.117500305175781,13.482500076293945,1154800.0
2008-11-04,13.5,13.522500038146973,13.292499542236328,13.5625,2163600.0
2008-11-05,13.412500381469727,13.449999809265137,13.307499885559082,13.682499885559082,1990400.0
2008-11-06,13.399999618530273,13.182499885559082,13.182499885559082,13.550000190734863,1754000.0
2008-11-07,13.3125,13.3125,13.2524995803833,13.487500190734863,1032800.0
2008-11-10,13.517499923706055,13.34749984741211,13.260000228881836,13.699999809265137,1273200.0
2008-11-11,13.272500038146973,13.494999885559082,13.199999809265137,13.78499984741211,1490800.0
2008-11-12,13.322500228881836,13.4375,13.322500228881836,13.574999809265137,2086000.0
2008-11-13,13.532500267028809,13.704999923706055,12.930000305175781,13.704999923706055,2795600.0
2008-11-14,13.5,13.327500343322754,13.279999732971191,13.857500076293945,2121200.0
2008-11-17,13.25,12.987500190734863,12.982500076293945,13.324999809265137,1279200.0
2008-11-18,12.875,12.6225004196167,12.287500381469727,13.204999923706055,2522800.0
2008-11-19,12.5,11.982500076293945,11.982500076293945,12.742500305175781,1962400.0
2008-11-20,11.899999618530273,11.25,11.1899995803833,12.02750015258789,2642000.0
2008-11-21,11.492500305175781,12.147500038146973,11.217499732971191,12.147500038146973,5473200.0
2008-11-24,12.210000038146973,12.510000228881836,12.022500038146973,12.587499618530273,2591600.0
2008-11-25,12.637499809265137,12.25,12.114999771118164,12.694999694824219,10451200.0
2008-11-26,12.149999618530273,12.574999809265137,11.967499732971191,12.642499923706055,1994800.0
2008-11-28,12.470000267028809,12.442500114440918,12.332500457763672,12.604999542236328,768800.0
2008-12-01,12.1875,11.925000190734863,11.782500267028809,12.204999923706055,2338400.0
2008-12-02,12.039999961853027,11.960000038146973,11.805000305175781,12.100000381469727,4271600.0
2008-12-03,11.8125,12.100000381469727,11.710000038146973,12.199999809265137,2580400.0
2008-12-04,11.9975004196167,11.675000190734863,11.487500190734863,12.007499694824219,2462000.0
2008-12-05,11.577500343322754,12.117500305175781,11.46500015258789,12.117500305175781,1646800.0
2008-12-08,12.3149995803833,12.239999771118164,12.022500038146973,12.537500381469727,2010400.0
2008-12-09,12.199999809265137,11.802499771118164,11.742500305175781,12.232500076293945,2210800.0
2008-12-10,11.852499961853027,11.609999656677246,11.265000343322754,11.952500343322754,3061600.0
2008-12-11,11.572500228881836,11.662500381469727,11.529999732971191,12.0625,3124000.0
2008-12-12,11.412500381469727,12.142499923706055,11.412500381469727,12.1850004196167,3570800.0
2008-12-15,12.147500038146973,12.582500457763672,12.085000038146973,12.670000076293945,2884800.0
2008-12-16,12.667499542236328,12.96500015258789,12.602499961853027,12.970000267028809,2263200.0
2008-12-17,12.770000457763672,13.109999656677246,12.672499656677246,13.292499542236328,2107600.0
2008-12-18,13.182499885559082,13.237500190734863,13.067500114440918,13.4975004196167,1495200.0
2008-12-19,13.307499885559082,13.282500267028809,13.109999656677246,13.412500381469727,2414400.0
2008-12-22,13.164999961853027,13.487500190734863,13.15999984741211,13.609999656677246,2290400.0
2008-12-23,13.6899995803833,13.592499732971191,13.447500228881836,13.857500076293945,1832000.0
2008-12-24,13.552499771118164,13.569999694824219,13.4350004196167,13.640000343322754,307600.0
2008-12-26,13.569999694824219,13.5024995803833,13.392499923706055,13.642499923706055,893200.0
2008-12-29,13.5,13.3149995803833,13.079999923706055,13.5,1337600.0
2008-12-30,13.404999732971191,13.694999694824219,13.404999732971191,13.710000038146973,1152400.0
2008-12-31,13.677499771118164,13.737500190734863,13.677499771118164,14.382499694824219,1596800.0
2009-01-02,13.572500228881836,13.9975004196167,13.512499809265137,14.0649995803833,1686800.0
2009-01-05,13.984999656677246,13.729999542236328,13.542499542236328,14.050000190734863,1654000.0
2009-01-06,13.755000114440918,13.694999694824219,13.569999694824219,13.819999694824219,2138400.0
2009-01-07,13.494999885559082,13.742500305175781,13.479999542236328,13.922499656677246,1439200.0
2009-01-08,13.677499771118164,13.862500190734863,13.640000343322754,13.962499618530273,2516000.0
2009-01-09,13.862500190734863,13.914999961853027,13.657500267028809,14.085000038146973,2739200.0
2009-01-12,13.914999961853027,13.72249984741211,13.632499694824219,13.9975004196167,1378800.0
2009-01-13,13.739999771118164,13.757499694824219,13.645000457763672,13.862500190734863,2217200.0
2009-01-14,13.607500076293945,13.882499694824219,13.607500076293945,13.9350004196167,2290400.0
2009-01-15,13.882499694824219,14.149999618530273,13.792499542236328,14.274999618530273,3246000.0
2009-01-16,14.359999656677246,14.329999923706055,14.207500457763672,14.46500015258789,2038400.0
2009-01-20,14.25,13.819999694824219,13.8149995803833,14.442500114440918,3400400.0
2009-01-21,13.912500381469727,14.229999542236328,13.885000228881836,14.25,1838400.0
2009-01-22,14.074999809265137,14.1875,13.890000343322754,14.287500381469727,2447200.0
2009-01-23,14.055000305175781,14.21500015258789,13.90250015258789,14.265000343322754,1437600.0
2009-01-26,14.25,14.270000457763672,14.237500190734863,14.449999809265137,1395200.0
2009-01-27,14.359999656677246,14.492500305175781,14.324999809265137,14.625,1568400.0
2009-01-28,14.625,14.382499694824219,14.2475004196167,14.625,2050800.0
2009-01-29,14.319999694824219,14.390000343322754,14.292499542236328,14.494999885559082,1753600.0
2009-01-30,14.470000267028809,14.3725004196167,14.324999809265137,14.52750015258789,1598400.0
2009-02-02,14.265000343322754,14.329999923706055,14.239999771118164,14.449999809265137,2440400.0
2009-02-03,14.327500343322754,14.350000381469727,14.145000457763672,14.482500076293945,2491600.0
2009-02-04,14.399999618530273,15.0024995803833,14.162500381469727,15.09000015258789,4132400.0
2009-02-05,14.875,15.03499984741211,14.824999809265137,15.102499961853027,2394800.0
2009-02-06,14.9975004196167,15.274999618530273,14.920000076293945,15.300000190734863,2172800.0
2009-02-09,15.279999732971191,15.449999809265137,15.1274995803833,15.494999885559082,2058400.0
2009-02-10,15.322500228881836,15.274999618530273,15.180000305175781,15.4399995803833,2058000.0
2009-02-11,15.297499656677246,15.422499656677246,15.180000305175781,15.494999885559082,1842000.0
2009-02-12,15.255000114440918,15.522500038146973,15.154999732971191,15.529999732971191,1658800.0
2009-02-13,15.475000381469727,15.732500076293945,15.390000343322754,15.795000076293945,2086800.0
2009-02-17,15.4350004196167,15.432499885559082,15.125,15.555000305175781,2464000.0
2009-02-18,15.46500015258789,15.369999885559082,15.25,15.59000015258789,2620000.0
2009-02-19,15.447500228881836,15.395000457763672,15.3125,15.484999656677246,1917200.0
2009-02-20,15.1899995803833,15.274999618530273,14.952500343322754,15.507499694824219,2192800.0
2009-02-23,15.382499694824219,14.537500381469727,14.4350004196167,15.40999984741211,5389600.0
2009-02-24,14.632499694824219,15.02750015258789,14.630000114440918,15.067500114440918,3015600.0
2009-02-25,15.017499923706055,14.917499542236328,14.895000457763672,15.135000228881836,2774800.0
2009-02-26,15.0,14.482500076293945,14.422499656677246,15.1225004196167,2670400.0
2009-02-27,13.875,13.90250015258789,13.757499694824219,14.357500076293945,4073200.0
2009-03-02,13.697500228881836,13.329999923706055,13.3100004196167,13.767499923706055,2711200.0
2009-03-03,13.387499809265137,13.279999732971191,13.237500190734863,13.524999618530273,3879600.0
2009-03-04,13.432499885559082,13.630000114440918,13.279999732971191,13.819999694824219,3153200.0
2009-03-05,13.46500015258789,13.350000381469727,13.21500015258789,13.6899995803833,2260000.0
2009-03-06,13.470000267028809,13.72249984741211,13.350000381469727,13.732500076293945,3344400.0
2009-03-09,13.579999923706055,13.640000343322754,13.512499809265137,13.717499732971191,2602800.0
2009-03-10,13.762499809265137,13.930000305175781,13.732500076293945,13.96500015258789,2161600.0
2009-03-11,13.845000267028809,14.0625,13.845000267028809,14.149999618530273,3094800.0
2009-03-12,14.029999732971191,14.767499923706055,14.024999618530273,14.8100004196167,3782800.0
2009-03-13,14.8125,15.350000381469727,14.8125,15.385000228881836,3037200.0
2009-03-16,15.477499961853027,15.15250015258789,15.1225004196167,15.477499961853027,3567600.0
2009-03-17,15.09749984741211,15.412500381469727,15.0,15.412500381469727,1928000.0
2009-03-18,15.3774995803833,15.449999809265137,15.350000381469727,15.682499885559082,2167200.0
2009-03-19,15.640000343322754,15.345000267028809,15.25,15.697500228881836,1792800.0
2009-03-20,15.457500457763672,15.220000267028809,15.15999984741211,15.604999542236328,2320800.0
2009-03-23,15.292499542236328,15.475000381469727,15.0024995803833,15.517499923706055,2146400.0
2009-03-24,15.3100004196167,15.302499771118164,15.229999542236328,15.550000190734863,2218800.0
2009-03-25,15.359999656677246,15.380000114440918,15.119999885559082,15.604999542236328,1925600.0
2009-03-26,15.5,15.770000457763672,15.357500076293945,15.77750015258789,3060800.0
2009-03-27,15.574999809265137,15.617500305175781,15.492500305175781,15.875,1846000.0
2009-03-30,15.345000267028809,15.265000343322754,15.125,15.515000343322754,2245200.0
2009-03-31,15.232500076293945,15.157500267028809,15.09000015258789,15.329999923706055,2252400.0
2009-04-01,14.97249984741211,15.015000343322754,14.704999923706055,15.050000190734863,2374400.0
2009-04-02,15.282500267028809,14.899999618530273,14.852499961853027,15.324999809265137,2162000.0
2009-04-03,14.895000457763672,14.529999732971191,14.380000114440918,14.899999618530273,1956400.0
